Method versus Method Nemenyi Holm Shaffer
ADELI versus EBLSHADE 1.000000000E+00 1.000000000E+00 1.000000000E+00
ADELI versus TLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
ADELI versus STLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
ADELI versus IJAYA 1.000000000E+00 1.000000000E+00 1.000000000E+00
NDE versus DE 1.000000000E+00 1.000000000E+00 1.000000000E+00
NDE versus EBLSHADE 1.000000000E+00 1.000000000E+00 1.000000000E+00
NDE versus ADELI 1.000000000E+00 1.000000000E+00 1.000000000E+00
NDE versus MABC 1.000000000E+00 1.000000000E+00 1.000000000E+00
NDE versus TLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
NDE versus GOTLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
NDE versus STLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
NDE versus PSO 1.000000000E+00 1.000000000E+00 1.000000000E+00
NDE versus IJAYA 1.000000000E+00 1.000000000E+00 1.000000000E+00
NDE versus ISCA 1.000000000E+00 1.000000000E+00 1.000000000E+00
NDE versus NNA 1.000000000E+00 1.000000000E+00 1.000000000E+00
NDE versus CWOA 1.000000000E+00 1.000000000E+00 1.000000000E+00
MABC versus DE 1.000000000E+00 1.000000000E+00 1.000000000E+00
MABC versus EBLSHADE 1.000000000E+00 1.000000000E+00 1.000000000E+00
MABC versus ADELI 1.000000000E+00 1.000000000E+00 1.000000000E+00
MABC versus NDE 1.000000000E+00 1.000000000E+00 1.000000000E+00
MABC versus TLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
MABC versus GOTLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
MABC versus STLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
MABC versus PSO 1.000000000E+00 1.000000000E+00 1.000000000E+00
MABC versus IJAYA 1.000000000E+00 1.000000000E+00 1.000000000E+00
MABC versus ISCA 1.000000000E+00 1.000000000E+00 1.000000000E+00
MABC versus NNA 1.000000000E+00 1.000000000E+00 1.000000000E+00
MABC versus CWOA 1.000000000E+00 1.000000000E+00 1.000000000E+00
MABC versus WW 1.000000000E+00 1.000000000E+00 1.000000000E+00
TLBO versus EBLSHADE 1.000000000E+00 1.000000000E+00 1.000000000E+00
TLBO versus ADELI 1.000000000E+00 1.000000000E+00 1.000000000E+00
TLBO versus STLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
TLBO versus IJAYA 1.000000000E+00 1.000000000E+00 1.000000000E+00
GOTLBO versus DE 1.000000000E+00 1.000000000E+00 1.000000000E+00
GOTLBO versus EBLSHADE 1.000000000E+00 1.000000000E+00 1.000000000E+00
GOTLBO versus ADELI 1.000000000E+00 1.000000000E+00 1.000000000E+00
GOTLBO versus NDE 1.000000000E+00 1.000000000E+00 1.000000000E+00
GOTLBO versus MABC 1.000000000E+00 1.000000000E+00 1.000000000E+00
GOTLBO versus TLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
GOTLBO versus STLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
GOTLBO versus PSO 1.000000000E+00 1.000000000E+00 1.000000000E+00
GOTLBO versus IJAYA 1.000000000E+00 1.000000000E+00 1.000000000E+00
GOTLBO versus ISCA 1.000000000E+00 1.000000000E+00 1.000000000E+00
GOTLBO versus NNA 1.000000000E+00 1.000000000E+00 1.000000000E+00
GOTLBO versus CWOA 1.000000000E+00 1.000000000E+00 1.000000000E+00
STLBO versus EBLSHADE 1.000000000E+00 1.000000000E+00 1.000000000E+00
STLBO versus ADELI 1.000000000E+00 1.000000000E+00 1.000000000E+00
STLBO versus TLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
STLBO versus IJAYA 1.000000000E+00 1.000000000E+00 1.000000000E+00
PSO versus DE 1.000000000E+00 1.000000000E+00 1.000000000E+00
PSO versus EBLSHADE 1.000000000E+00 1.000000000E+00 1.000000000E+00
PSO versus ADELI 1.000000000E+00 1.000000000E+00 1.000000000E+00
PSO versus NDE 1.000000000E+00 1.000000000E+00 1.000000000E+00
PSO versus MABC 1.000000000E+00 1.000000000E+00 1.000000000E+00
PSO versus TLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
PSO versus GOTLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
PSO versus STLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
PSO versus IJAYA 1.000000000E+00 1.000000000E+00 1.000000000E+00
PSO versus ISCA 1.000000000E+00 1.000000000E+00 1.000000000E+00
PSO versus NNA 1.000000000E+00 1.000000000E+00 1.000000000E+00
PSO versus CWOA 1.000000000E+00 1.000000000E+00 1.000000000E+00
PSO versus WW 1.000000000E+00 1.000000000E+00 1.000000000E+00
IJAYA versus DE 1.000000000E+00 1.000000000E+00 1.000000000E+00
IJAYA versus EBLSHADE 1.000000000E+00 1.000000000E+00 1.000000000E+00
IJAYA versus ADELI 1.000000000E+00 1.000000000E+00 1.000000000E+00
IJAYA versus NDE 1.000000000E+00 1.000000000E+00 1.000000000E+00
IJAYA versus MABC 1.000000000E+00 1.000000000E+00 1.000000000E+00
IJAYA versus TLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
IJAYA versus GOTLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
IJAYA versus STLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
IJAYA versus ISCA 1.000000000E+00 1.000000000E+00 1.000000000E+00
IJAYA versus NNA 1.000000000E+00 1.000000000E+00 1.000000000E+00
IJAYA versus CWOA 1.000000000E+00 1.000000000E+00 1.000000000E+00
ISCA versus DE 1.000000000E+00 1.000000000E+00 1.000000000E+00
ISCA versus EBLSHADE 1.000000000E+00 1.000000000E+00 1.000000000E+00
ISCA versus ADELI 1.000000000E+00 1.000000000E+00 1.000000000E+00
ISCA versus NDE 1.000000000E+00 1.000000000E+00 1.000000000E+00
ISCA versus MABC 1.000000000E+00 1.000000000E+00 1.000000000E+00
ISCA versus TLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
ISCA versus GOTLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
ISCA versus STLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
ISCA versus PSO 1.000000000E+00 1.000000000E+00 1.000000000E+00
ISCA versus IJAYA 1.000000000E+00 1.000000000E+00 1.000000000E+00
ISCA versus NNA 1.000000000E+00 1.000000000E+00 1.000000000E+00
ISCA versus CWOA 1.000000000E+00 1.000000000E+00 1.000000000E+00
ISCA versus WW 1.000000000E+00 1.000000000E+00 1.000000000E+00
NNA versus DE 1.000000000E+00 1.000000000E+00 1.000000000E+00
NNA versus EBLSHADE 1.000000000E+00 1.000000000E+00 1.000000000E+00
NNA versus ADELI 1.000000000E+00 1.000000000E+00 1.000000000E+00
NNA versus NDE 1.000000000E+00 1.000000000E+00 1.000000000E+00
NNA versus TLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
NNA versus GOTLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
NNA versus STLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
NNA versus IJAYA 1.000000000E+00 1.000000000E+00 1.000000000E+00
NNA versus ISCA 1.000000000E+00 1.000000000E+00 1.000000000E+00
NNA versus CWOA 1.000000000E+00 1.000000000E+00 1.000000000E+00
CWOA versus DE 1.000000000E+00 1.000000000E+00 1.000000000E+00
CWOA versus EBLSHADE 1.000000000E+00 1.000000000E+00 1.000000000E+00
CWOA versus ADELI 1.000000000E+00 1.000000000E+00 1.000000000E+00
CWOA versus NDE 1.000000000E+00 1.000000000E+00 1.000000000E+00
CWOA versus MABC 1.000000000E+00 1.000000000E+00 1.000000000E+00
CWOA versus TLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
CWOA versus GOTLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
CWOA versus STLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
CWOA versus PSO 1.000000000E+00 1.000000000E+00 1.000000000E+00
CWOA versus IJAYA 1.000000000E+00 1.000000000E+00 1.000000000E+00
CWOA versus ISCA 1.000000000E+00 1.000000000E+00 1.000000000E+00
CWOA versus NNA 1.000000000E+00 1.000000000E+00 1.000000000E+00
WW versus DE 1.000000000E+00 1.000000000E+00 1.000000000E+00
WW versus EBLSHADE 1.000000000E+00 1.000000000E+00 1.000000000E+00
WW versus ADELI 1.000000000E+00 1.000000000E+00 1.000000000E+00
WW versus NDE 1.000000000E+00 1.000000000E+00 1.000000000E+00
WW versus MABC 1.000000000E+00 1.000000000E+00 1.000000000E+00
WW versus TLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
WW versus GOTLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
WW versus STLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
WW versus PSO 1.000000000E+00 1.000000000E+00 1.000000000E+00
WW versus IJAYA 1.000000000E+00 1.000000000E+00 1.000000000E+00
WW versus ISCA 1.000000000E+00 1.000000000E+00 1.000000000E+00
WW versus NNA 1.000000000E+00 1.000000000E+00 1.000000000E+00
WW versus CWOA 1.000000000E+00 1.000000000E+00 1.000000000E+00
