X GeG200 GeG300 GeG400 OrG200 OrG300 OrG400 OrG500 OrG600 OrG700 OrG750 OsG200 OsG300 OsG400 OsG500 OsG600 OsG700
4.91000E+2 5.16494E+15 1.11684E+16 1.75714E+16 0.00000E+0 1.86294E+15 7.76820E+15 1.44630E+16 2.16565E+16 2.82748E+16 3.15752E+16 3.11277E+15 6.67532E+15 1.03031E+16 1.63761E+16 2.28898E+16 2.97873E+16
4.92000E+2 5.36310E+15 1.15230E+16 1.80892E+16 0.00000E+0 1.92910E+15 7.96585E+15 1.48084E+16 2.21601E+16 2.91238E+16 3.25961E+16 3.23399E+15 6.89253E+15 1.06174E+16 1.68112E+16 2.34511E+16 3.03702E+16
4.93000E+2 5.57182E+15 1.18378E+16 1.85101E+16 0.00000E+0 1.90249E+15 8.14636E+15 1.52284E+16 2.28399E+16 2.98019E+16 3.32736E+16 3.39068E+15 7.12525E+15 1.09261E+16 1.73116E+16 2.41575E+16 3.13256E+16
4.94000E+2 5.79480E+15 1.21606E+16 1.89314E+16 0.00000E+0 2.00168E+15 8.39272E+15 1.56390E+16 2.34254E+16 3.04932E+16 3.40179E+16 3.55133E+15 7.42760E+15 1.13721E+16 1.78622E+16 2.48117E+16 3.21062E+16
4.95000E+2 6.00288E+15 1.25549E+16 1.95215E+16 0.00000E+0 2.11859E+15 8.62506E+15 1.59981E+16 2.39186E+16 3.11599E+16 3.47710E+16 3.70567E+15 7.72920E+15 1.18233E+16 1.84472E+16 2.55334E+16 3.28885E+16
4.96000E+2 6.22407E+15 1.29667E+16 2.01333E+16 0.00000E+0 2.32386E+15 8.90170E+15 1.63465E+16 2.43390E+16 3.16173E+16 3.52471E+16 3.87212E+15 8.04471E+15 1.22900E+16 1.90974E+16 2.63754E+16 3.39386E+16
4.97000E+2 6.49102E+15 1.33923E+16 2.07205E+16 0.00000E+0 2.62828E+15 9.23622E+15 1.67003E+16 2.47053E+16 3.20923E+16 3.57763E+16 4.05563E+15 8.39165E+15 1.28027E+16 1.97531E+16 2.71760E+16 3.50212E+16
4.98000E+2 6.75659E+15 1.38177E+16 2.13089E+16 0.00000E+0 2.85725E+15 9.54123E+15 1.70812E+16 2.51621E+16 3.27089E+16 3.64726E+16 4.22037E+15 8.72606E+15 1.33096E+16 2.04103E+16 2.79866E+16 3.60005E+16
4.99000E+2 6.98695E+15 1.42884E+16 2.20344E+16 0.00000E+0 3.04286E+15 9.82926E+15 1.74777E+16 2.56708E+16 3.33174E+16 3.71309E+16 4.47481E+15 9.12091E+15 1.38453E+16 2.11240E+16 2.88836E+16 3.69824E+16
5.00000E+2 7.27991E+15 1.46214E+16 2.23951E+16 0.00000E+0 3.23272E+15 1.01310E+16 1.78985E+16 2.62153E+16 3.40228E+16 3.79165E+16 4.74124E+15 9.53052E+15 1.43984E+16 2.18286E+16 2.97414E+16 3.80688E+16
5.01000E+2 7.44762E+15 1.49063E+16 2.28010E+16 0.00000E+0 3.42605E+15 1.04882E+16 1.84342E+16 2.69390E+16 3.48522E+16 3.87988E+16 4.77424E+15 9.76009E+15 1.48304E+16 2.23768E+16 3.04069E+16 3.90015E+16
5.02000E+2 7.59280E+15 1.52365E+16 2.33294E+16 0.00000E+0 3.60794E+15 1.08211E+16 1.89317E+16 2.76096E+16 3.57161E+16 3.97591E+16 4.95649E+15 1.00010E+16 1.51289E+16 2.27972E+16 3.09552E+16 3.96788E+16
5.03000E+2 7.72743E+15 1.54960E+16 2.37204E+16 0.00000E+0 3.65070E+15 1.10526E+16 1.93779E+16 2.82870E+16 3.64491E+16 4.05201E+16 5.06054E+15 1.02209E+16 1.54667E+16 2.32445E+16 3.15152E+16 4.03109E+16
5.04000E+2 7.93783E+15 1.58059E+16 2.41292E+16 0.00000E+0 3.68859E+15 1.12391E+16 1.97335E+16 2.88243E+16 3.69833E+16 4.10530E+16 5.09772E+15 1.04205E+16 1.58335E+16 2.37628E+16 3.21923E+16 4.10820E+16
5.05000E+2 8.17751E+15 1.61495E+16 2.45750E+16 0.00000E+0 3.83717E+15 1.14900E+16 2.00945E+16 2.93004E+16 3.75243E+16 4.16265E+16 5.34105E+15 1.07380E+16 1.62235E+16 2.43026E+16 3.28887E+16 4.19057E+16
5.06000E+2 8.37533E+15 1.64803E+16 2.50427E+16 0.00000E+0 4.02828E+15 1.17821E+16 2.04932E+16 2.98092E+16 3.81819E+16 4.23583E+16 5.58797E+15 1.10908E+16 1.66817E+16 2.48642E+16 3.35523E+16 4.27856E+16
5.07000E+2 8.56898E+15 1.68934E+16 2.56895E+16 0.00000E+0 4.19618E+15 1.20433E+16 2.08532E+16 3.02715E+16 3.88430E+16 4.31184E+16 5.77643E+15 1.14210E+16 1.71552E+16 2.54484E+16 3.42461E+16 4.38248E+16
5.08000E+2 8.80749E+15 1.73625E+16 2.64022E+16 0.00000E+0 4.42065E+15 1.23833E+16 2.13147E+16 3.08584E+16 3.95672E+16 4.39112E+16 6.01383E+15 1.17981E+16 1.76726E+16 2.61520E+16 3.51432E+16 4.49073E+16
5.09000E+2 9.09468E+15 1.77155E+16 2.68119E+16 0.00000E+0 4.79984E+15 1.28234E+16 2.18056E+16 3.13939E+16 4.03216E+16 4.47747E+16 6.14912E+15 1.21688E+16 1.82843E+16 2.69696E+16 3.61734E+16 4.58677E+16
5.10000E+2 9.30976E+15 1.80656E+16 2.73003E+16 0.00000E+0 4.98424E+15 1.31071E+16 2.21942E+16 3.18911E+16 4.09609E+16 4.54849E+16 6.11575E+15 1.23985E+16 1.87860E+16 2.75827E+16 3.68960E+16 4.68340E+16
5.11000E+2 9.52968E+15 1.83956E+16 2.77405E+16 0.00000E+0 5.09434E+15 1.33355E+16 2.25530E+16 3.23880E+16 4.15278E+16 4.60868E+16 6.24400E+15 1.26651E+16 1.91935E+16 2.81008E+16 3.75259E+16 4.77370E+16
5.12000E+2 9.71689E+15 1.87024E+16 2.81699E+16 0.00000E+0 5.36680E+15 1.36891E+16 2.29863E+16 3.29000E+16 4.20826E+16 4.66632E+16 6.44824E+15 1.29771E+16 1.96135E+16 2.86834E+16 3.82783E+16 4.84940E+16
5.13000E+2 9.93508E+15 1.90259E+16 2.85983E+16 0.00000E+0 5.60972E+15 1.40285E+16 2.34244E+16 3.34382E+16 4.26023E+16 4.71739E+16 6.62439E+15 1.32761E+16 2.00364E+16 2.92603E+16 3.90154E+16 4.92053E+16
5.14000E+2 1.02519E+16 1.93991E+16 2.90158E+16 0.00000E+0 5.72625E+15 1.42544E+16 2.37702E+16 3.39106E+16 4.32375E+16 4.78903E+16 6.79280E+15 1.35849E+16 2.04874E+16 2.98205E+16 3.96843E+16 5.00426E+16
5.15000E+2 1.03962E+16 1.98330E+16 2.97647E+16 0.00000E+0 5.90634E+15 1.45247E+16 2.41351E+16 3.43730E+16 4.39091E+16 4.86660E+16 6.97087E+15 1.39115E+16 2.09644E+16 3.04213E+16 4.04095E+16 5.10358E+16
5.16000E+2 1.05667E+16 2.01931E+16 3.03266E+16 0.00000E+0 6.37652E+15 1.50341E+16 2.46659E+16 3.49140E+16 4.46049E+16 4.94391E+16 7.13501E+15 1.41875E+16 2.13533E+16 3.09961E+16 4.11812E+16 5.20139E+16
5.17000E+2 1.08238E+16 2.05807E+16 3.08450E+16 0.00000E+0 6.89483E+15 1.56119E+16 2.52860E+16 3.55658E+16 4.53314E+16 5.02030E+16 7.33541E+15 1.45148E+16 2.18083E+16 3.16039E+16 4.19468E+16 5.28322E+16
5.18000E+2 1.10786E+16 2.09743E+16 3.13787E+16 0.00000E+0 7.04417E+15 1.59277E+16 2.57857E+16 3.62604E+16 4.60458E+16 5.09276E+16 7.54682E+15 1.48588E+16 2.22858E+16 3.22078E+16 4.26780E+16 5.35892E+16
5.19000E+2 1.12999E+16 2.13127E+16 3.18348E+16 1.03280E+13 7.30252E+15 1.62901E+16 2.62547E+16 3.68377E+16 4.67986E+16 5.17679E+16 7.72212E+15 1.51614E+16 2.27170E+16 3.27666E+16 4.33670E+16 5.44550E+16
5.20000E+2 1.15503E+16 2.17273E+16 3.24182E+16 2.15676E+14 7.60146E+15 1.66790E+16 2.67321E+16 3.74025E+16 4.75442E+16 5.26037E+16 7.86029E+15 1.54289E+16 2.31157E+16 3.33070E+16 4.40543E+16 5.53743E+16
5.21000E+2 1.17656E+16 2.21017E+16 3.29578E+16 3.01211E+14 7.79362E+15 1.69920E+16 2.71744E+16 3.79795E+16 4.82796E+16 5.34181E+16 8.01266E+15 1.57067E+16 2.35206E+16 3.38763E+16 4.47959E+16 5.61651E+16
5.22000E+2 1.20038E+16 2.24695E+16 3.34564E+16 3.49143E+14 7.95239E+15 1.72815E+16 2.76062E+16 3.85609E+16 4.90404E+16 5.42684E+16 8.21547E+15 1.60130E+16 2.39305E+16 3.44446E+16 4.55297E+16 5.70709E+16
5.23000E+2 1.22711E+16 2.28878E+16 3.40279E+16 4.74923E+14 8.21960E+15 1.77075E+16 2.82013E+16 3.93317E+16 4.98093E+16 5.50366E+16 8.39993E+15 1.63283E+16 2.43778E+16 3.50476E+16 4.62940E+16 5.79911E+16
5.24000E+2 1.25200E+16 2.33305E+16 3.46723E+16 7.81243E+14 8.64532E+15 1.82426E+16 2.88407E+16 4.00723E+16 5.06402E+16 5.59129E+16 8.54531E+15 1.66401E+16 2.48592E+16 3.56794E+16 4.70800E+16 5.88796E+16
5.25000E+2 1.28263E+16 2.37604E+16 3.52225E+16 1.13713E+15 9.09693E+15 1.87682E+16 2.94287E+16 4.07155E+16 5.15563E+16 5.69648E+16 8.70729E+15 1.69641E+16 2.53477E+16 3.62918E+16 4.78165E+16 5.98158E+16
5.26000E+2 1.31197E+16 2.41810E+16 3.57678E+16 1.37613E+15 9.43552E+15 1.92001E+16 2.99507E+16 4.13258E+16 5.24194E+16 5.79539E+16 8.91037E+15 1.73149E+16 2.58477E+16 3.68892E+16 4.85078E+16 6.07265E+16
5.27000E+2 1.33725E+16 2.46386E+16 3.64395E+16 1.58814E+15 9.72980E+15 1.95696E+16 3.03919E+16 4.18365E+16 5.29885E+16 5.85523E+16 9.09408E+15 1.76446E+16 2.63252E+16 3.75131E+16 4.92814E+16 6.16577E+16
5.28000E+2 1.36350E+16 2.51339E+16 3.71794E+16 1.75310E+15 9.99920E+15 1.99473E+16 3.08807E+16 4.24381E+16 5.36271E+16 5.92096E+16 9.25470E+15 1.79670E+16 2.68121E+16 3.81537E+16 5.00797E+16 6.25963E+16
5.29000E+2 1.39441E+16 2.55796E+16 3.77596E+16 2.04872E+15 1.03948E+16 2.04296E+16 3.14428E+16 4.30757E+16 5.44078E+16 6.00618E+16 9.43565E+15 1.83191E+16 2.73379E+16 3.87948E+16 5.08341E+16 6.35250E+16
5.30000E+2 1.42609E+16 2.60470E+16 3.83768E+16 2.65099E+15 1.10344E+16 2.10409E+16 3.19894E+16 4.35348E+16 5.50703E+16 6.08255E+16 9.64858E+15 1.86815E+16 2.78512E+16 3.94741E+16 5.16842E+16 6.45300E+16
5.31000E+2 1.45532E+16 2.65475E+16 3.90928E+16 3.19315E+15 1.16135E+16 2.15986E+16 3.24933E+16 4.39646E+16 5.56676E+16 6.15063E+16 9.84977E+15 1.90408E+16 2.83705E+16 4.01631E+16 5.25479E+16 6.56045E+16
5.32000E+2 1.48161E+16 2.70289E+16 3.98026E+16 3.59299E+15 1.20565E+16 2.20455E+16 3.29224E+16 4.43623E+16 5.61806E+16 6.20769E+16 1.00315E+16 1.93955E+16 2.89007E+16 4.08416E+16 5.33766E+16 6.66747E+16
5.33000E+2 1.50632E+16 2.75007E+16 4.05110E+16 3.86897E+15 1.23819E+16 2.23975E+16 3.32888E+16 4.47354E+16 5.66680E+16 6.26212E+16 1.02234E+16 1.97537E+16 2.94275E+16 4.15068E+16 5.41812E+16 6.76911E+16
5.34000E+2 1.53518E+16 2.79575E+16 4.11389E+16 3.99082E+15 1.25856E+16 2.26872E+16 3.36669E+16 4.52037E+16 5.73048E+16 6.33420E+16 1.04412E+16 2.01191E+16 2.99418E+16 4.21442E+16 5.49410E+16 6.86852E+16
5.35000E+2 1.56540E+16 2.83994E+16 4.17191E+16 4.24576E+15 1.29092E+16 2.30638E+16 3.40883E+16 4.56647E+16 5.79248E+16 6.40413E+16 1.06453E+16 2.04495E+16 3.03994E+16 4.27528E+16 5.57053E+16 6.96576E+16
5.36000E+2 1.58881E+16 2.88311E+16 4.23578E+16 4.56636E+15 1.32881E+16 2.34752E+16 3.45179E+16 4.61035E+16 5.84744E+16 6.46461E+16 1.08237E+16 2.07459E+16 3.08148E+16 4.33450E+16 5.64834E+16 7.06005E+16
5.37000E+2 1.61293E+16 2.92252E+16 4.29086E+16 4.62037E+15 1.34402E+16 2.37413E+16 3.49076E+16 4.66228E+16 5.90455E+16 6.52433E+16 1.10018E+16 2.10511E+16 3.12482E+16 4.39275E+16 5.72201E+16 7.14850E+16
5.38000E+2 1.63490E+16 2.95587E+16 4.33565E+16 4.55309E+15 1.34990E+16 2.39639E+16 3.53154E+16 4.72295E+16 5.95708E+16 6.57284E+16 1.11751E+16 2.13549E+16 3.16839E+16 4.44700E+16 5.78691E+16 7.22094E+16
5.39000E+2 1.65120E+16 2.98542E+16 4.37902E+16 4.63786E+15 1.36866E+16 2.42678E+16 3.57436E+16 4.77870E+16 6.01455E+16 6.63119E+16 1.13290E+16 2.16325E+16 3.20867E+16 4.49496E+16 5.84226E+16 7.28570E+16
5.40000E+2 1.67100E+16 3.01907E+16 4.42700E+16 4.93916E+15 1.40492E+16 2.46688E+16 3.61705E+16 4.82320E+16 6.08852E+16 6.71983E+16 1.14535E+16 2.18741E+16 3.24472E+16 4.53845E+16 5.89298E+16 7.35118E+16
5.41000E+2 1.69104E+16 3.05345E+16 4.47621E+16 5.02021E+15 1.42441E+16 2.49940E+16 3.66358E+16 4.88435E+16 6.16404E+16 6.80253E+16 1.15555E+16 2.21035E+16 3.28064E+16 4.58411E+16 5.94847E+16 7.40901E+16
5.42000E+2 1.70947E+16 3.08429E+16 4.51983E+16 4.95692E+15 1.43183E+16 2.52454E+16 3.70872E+16 4.95093E+16 6.23768E+16 6.87971E+16 1.16714E+16 2.23509E+16 3.31879E+16 4.63235E+16 6.00689E+16 7.47659E+16
5.43000E+2 1.73192E+16 3.11348E+16 4.55525E+16 4.97886E+15 1.44490E+16 2.55075E+16 3.74938E+16 5.00686E+16 6.31413E+16 6.96639E+16 1.18115E+16 2.26176E+16 3.35830E+16 4.68188E+16 6.06644E+16 7.55583E+16
5.44000E+2 1.75431E+16 3.14454E+16 4.59468E+16 4.91842E+15 1.45360E+16 2.57837E+16 3.79830E+16 5.07860E+16 6.39459E+16 7.05122E+16 1.19511E+16 2.28780E+16 3.39660E+16 4.73305E+16 6.13092E+16 7.62434E+16
5.45000E+2 1.77616E+16 3.17895E+16 4.64185E+16 4.88814E+15 1.46627E+16 2.61078E+16 3.85275E+16 5.15657E+16 6.48108E+16 7.14198E+16 1.21268E+16 2.31712E+16 3.43774E+16 4.78918E+16 6.20261E+16 7.70426E+16
5.46000E+2 1.80226E+16 3.21604E+16 4.68967E+16 5.01385E+15 1.49096E+16 2.64884E+16 3.90496E+16 5.22340E+16 6.57287E+16 7.24621E+16 1.23268E+16 2.34983E+16 3.48325E+16 4.84887E+16 6.27683E+16 7.80366E+16
5.47000E+2 1.82860E+16 3.25599E+16 4.74329E+16 5.03539E+15 1.50765E+16 2.68318E+16 3.95876E+16 5.29779E+16 6.66231E+16 7.34317E+16 1.24964E+16 2.38208E+16 3.53102E+16 4.90808E+16 6.34742E+16 7.90390E+16
5.48000E+2 1.85362E+16 3.29787E+16 4.80253E+16 5.03548E+15 1.52346E+16 2.71847E+16 4.01564E+16 5.37761E+16 6.75671E+16 7.44486E+16 1.26949E+16 2.41811E+16 3.58342E+16 4.97502E+16 6.42909E+16 8.00100E+16
5.49000E+2 1.88017E+16 3.33996E+16 4.86044E+16 5.21201E+15 1.55440E+16 2.76361E+16 4.07554E+16 5.45263E+16 6.86394E+16 7.56812E+16 1.29247E+16 2.45606E+16 3.63647E+16 5.04555E+16 6.51763E+16 8.09211E+16
5.50000E+2 1.90788E+16 3.38219E+16 4.91727E+16 5.35650E+15 1.58420E+16 2.81054E+16 4.14068E+16 5.53666E+16 6.96481E+16 7.67742E+16 1.31264E+16 2.48964E+16 3.68357E+16 5.10756E+16 6.59494E+16 8.17778E+16
5.51000E+2 1.93609E+16 3.42759E+16 4.98021E+16 5.39876E+15 1.60673E+16 2.85512E+16 4.20946E+16 5.63102E+16 7.06429E+16 7.77948E+16 1.33426E+16 2.52786E+16 3.73858E+16 5.17965E+16 6.68453E+16 8.28176E+16
5.52000E+2 1.96475E+16 3.47967E+16 5.05678E+16 5.43631E+15 1.62868E+16 2.89904E+16 4.27753E+16 5.72462E+16 7.18198E+16 7.90919E+16 1.35854E+16 2.57169E+16 3.80220E+16 5.26279E+16 6.78766E+16 8.40574E+16
5.53000E+2 1.99531E+16 3.53373E+16 5.13529E+16 5.51187E+15 1.65415E+16 2.94566E+16 4.34718E+16 5.81849E+16 7.30054E+16 8.04007E+16 1.38188E+16 2.61208E+16 3.85980E+16 5.33710E+16 6.87895E+16 8.52720E+16
5.54000E+2 2.02796E+16 3.58557E+16 5.20666E+16 5.65504E+15 1.68556E+16 2.99637E+16 4.41850E+16 5.91126E+16 7.40907E+16 8.15649E+16 1.40645E+16 2.65279E+16 3.91678E+16 5.41220E+16 6.97266E+16 8.64821E+16
5.55000E+2 2.06098E+16 3.63571E+16 5.27400E+16 5.88608E+15 1.72337E+16 3.04946E+16 4.48725E+16 5.99592E+16 7.51671E+16 8.27559E+16 1.43350E+16 2.69751E+16 3.97931E+16 5.49629E+16 7.07908E+16 8.77052E+16
5.56000E+2 2.09518E+16 3.68959E+16 5.34785E+16 6.11469E+15 1.76114E+16 3.10277E+16 4.55655E+16 6.08147E+16 7.62485E+16 8.39499E+16 1.46090E+16 2.74449E+16 4.04607E+16 5.58377E+16 7.18778E+16 8.88821E+16
5.57000E+2 2.13070E+16 3.74971E+16 5.43336E+16 6.27896E+15 1.79480E+16 3.15564E+16 4.62980E+16 6.17586E+16 7.73189E+16 8.50836E+16 1.48911E+16 2.79353E+16 4.11616E+16 5.67407E+16 7.29862E+16 9.02066E+16
5.58000E+2 2.16490E+16 3.80945E+16 5.51964E+16 6.49769E+15 1.83264E+16 3.21046E+16 4.70225E+16 6.26635E+16 7.83698E+16 8.62077E+16 1.51856E+16 2.84377E+16 4.18738E+16 5.76664E+16 7.41300E+16 9.17386E+16
5.59000E+2 2.20278E+16 3.86695E+16 5.59683E+16 6.85649E+15 1.87937E+16 3.26615E+16 4.76587E+16 6.33728E+16 7.92663E+16 8.71976E+16 1.54752E+16 2.89212E+16 4.25526E+16 5.85712E+16 7.52677E+16 9.31103E+16
5.60000E+2 2.24877E+16 3.92462E+16 5.66486E+16 7.36900E+15 1.93433E+16 3.31935E+16 4.81429E+16 6.37902E+16 7.98332E+16 8.78390E+16 1.57752E+16 2.94276E+16 4.32674E+16 5.95120E+16 7.64406E+16 9.44338E+16
5.61000E+2 2.28899E+16 3.98657E+16 5.74873E+16 7.94550E+15 1.99363E+16 3.37355E+16 4.85965E+16 6.41319E+16 8.02563E+16 8.83027E+16 1.61066E+16 3.00074E+16 4.40982E+16 6.05560E+16 7.76983E+16 9.60042E+16
5.62000E+2 2.32132E+16 4.05214E+16 5.84953E+16 8.50707E+15 2.05376E+16 3.43165E+16 4.91240E+16 6.45850E+16 8.07449E+16 8.88091E+16 1.64342E+16 3.05718E+16 4.49018E+16 6.15635E+16 7.89103E+16 9.75561E+16
5.63000E+2 2.35901E+16 4.11578E+16 5.93995E+16 9.05658E+15 2.11368E+16 3.49090E+16 4.96787E+16 6.50824E+16 8.13166E+16 8.94180E+16 1.67410E+16 3.10827E+16 4.56185E+16 6.24894E+16 8.00490E+16 9.89547E+16
5.64000E+2 2.39874E+16 4.17615E+16 6.02106E+16 9.48951E+15 2.16321E+16 3.54278E+16 5.01995E+16 6.55919E+16 8.19301E+16 9.00834E+16 1.70433E+16 3.15875E+16 4.63275E+16 6.34280E+16 8.12238E+16 1.00337E+17
