N_Fe N_B T d n_Fe n_Fe_SRH n_FeB n_FeB_SRH
2.154000E+10 1.000E+17 300 1.500E-4 1.279221803E+00 1.319082919E+00 1.230055958E+00 1.240612055E+00
3.162000E+10 1.000E+17 300 1.500E-4 1.285318099E+00 1.319259138E+00 1.234136003E+00 1.241591641E+00
4.642000E+10 1.000E+17 300 1.500E-4 1.290983313E+00 1.319515448E+00 1.237649077E+00 1.242896314E+00
6.813000E+10 1.000E+17 300 1.500E-4 1.296355991E+00 1.319886776E+00 1.240882587E+00 1.244579639E+00
1.000000E+11 1.000E+17 300 1.500E-4 1.301450518E+00 1.320421659E+00 1.244048689E+00 1.246673699E+00
1.468000E+11 1.000E+17 300 1.500E-4 1.306236983E+00 1.321185813E+00 1.247294566E+00 1.249189185E+00
2.154000E+11 1.000E+17 300 1.500E-4 1.310718707E+00 1.322264986E+00 1.250641018E+00 1.252080979E+00
3.162000E+11 1.000E+17 300 1.500E-4 1.314977066E+00 1.323765048E+00 1.254217737E+00 1.255312219E+00
4.642000E+11 1.000E+17 300 1.500E-4 1.319172184E+00 1.325806310E+00 1.257981802E+00 1.258837829E+00
6.813000E+11 1.000E+17 300 1.500E-4 1.323508467E+00 1.328508692E+00 1.261940686E+00 1.262629216E+00
1.000000E+12 1.000E+17 300 1.500E-4 1.328182751E+00 1.331966561E+00 1.266111168E+00 1.266677934E+00
1.468000E+12 1.000E+17 300 1.500E-4 1.333332546E+00 1.336218116E+00 1.270518468E+00 1.270993079E+00
2.154000E+12 1.000E+17 300 1.500E-4 1.339001270E+00 1.341222404E+00 1.275190154E+00 1.275592154E+00
3.162000E+12 1.000E+17 300 1.500E-4 1.345134960E+00 1.346859927E+00 1.280157537E+00 1.280500931E+00
4.642000E+12 1.000E+17 300 1.500E-4 1.351613045E+00 1.352962328E+00 1.285395901E+00 1.285689288E+00
6.813000E+12 1.000E+17 300 1.500E-4 1.358296028E+00 1.359356656E+00 1.290978733E+00 1.291229887E+00
1.000000E+13 1.000E+17 300 1.500E-4 1.365062894E+00 1.365898833E+00 1.296866089E+00 1.297080169E+00
1.000000E+10 1.000E+17 310 1.500E-4 1.265282751E+00 1.322839445E+00 1.212996271E+00 1.242775909E+00
1.468000E+10 1.000E+17 310 1.500E-4 1.276605860E+00 1.322906555E+00 1.222047439E+00 1.243397653E+00
2.154000E+10 1.000E+17 310 1.500E-4 1.285500265E+00 1.323004617E+00 1.228670327E+00 1.244236988E+00
3.162000E+10 1.000E+17 310 1.500E-4 1.292663193E+00 1.323147680E+00 1.234477146E+00 1.245394522E+00
4.642000E+10 1.000E+17 310 1.500E-4 1.298640957E+00 1.323355857E+00 1.239379006E+00 1.246911733E+00
6.813000E+10 1.000E+17 310 1.500E-4 1.303803641E+00 1.323657627E+00 1.243695027E+00 1.248849661E+00
1.000000E+11 1.000E+17 310 1.500E-4 1.308370662E+00 1.324092662E+00 1.247710236E+00 1.251248329E+00
1.468000E+11 1.000E+17 310 1.500E-4 1.312469861E+00 1.324714933E+00 1.251630564E+00 1.254050481E+00
2.154000E+11 1.000E+17 310 1.500E-4 1.316204785E+00 1.325595354E+00 1.255521304E+00 1.257190226E+00
3.162000E+11 1.000E+17 310 1.500E-4 1.319703061E+00 1.326822594E+00 1.259410833E+00 1.260588637E+00
4.642000E+11 1.000E+17 310 1.500E-4 1.323131684E+00 1.328499717E+00 1.263277055E+00 1.264131671E+00
6.813000E+11 1.000E+17 310 1.500E-4 1.326682368E+00 1.330734037E+00 1.267117864E+00 1.267753450E+00
1.000000E+12 1.000E+17 310 1.500E-4 1.330539351E+00 1.333618831E+00 1.270986908E+00 1.271486248E+00
1.468000E+12 1.000E+17 310 1.500E-4 1.334842617E+00 1.337209334E+00 1.274880275E+00 1.275283599E+00
2.154000E+12 1.000E+17 310 1.500E-4 1.339659288E+00 1.341501649E+00 1.278919007E+00 1.279253515E+00
3.162000E+12 1.000E+17 310 1.500E-4 1.344975278E+00 1.346426851E+00 1.283126655E+00 1.283408931E+00
4.642000E+12 1.000E+17 310 1.500E-4 1.350713100E+00 1.351867853E+00 1.287545695E+00 1.287784802E+00
6.813000E+12 1.000E+17 310 1.500E-4 1.356767480E+00 1.357692148E+00 1.292241619E+00 1.292448660E+00
1.000000E+13 1.000E+17 310 1.500E-4 1.363038228E+00 1.363781323E+00 1.297224422E+00 1.297402606E+00
1.000000E+10 1.000E+17 320 1.500E-4 1.259706747E+00 1.329839518E+00 1.200716919E+00 1.242875520E+00
1.468000E+10 1.000E+17 320 1.500E-4 1.275897548E+00 1.329897140E+00 1.213255323E+00 1.243601642E+00
2.154000E+10 1.000E+17 320 1.500E-4 1.288459420E+00 1.329981325E+00 1.222730065E+00 1.244653558E+00
3.162000E+10 1.000E+17 320 1.500E-4 1.298142496E+00 1.330104078E+00 1.230213624E+00 1.246069333E+00
4.642000E+10 1.000E+17 320 1.500E-4 1.305673144E+00 1.330282553E+00 1.237077038E+00 1.247930038E+00
6.813000E+10 1.000E+17 320 1.500E-4 1.311646630E+00 1.330540974E+00 1.242916636E+00 1.250345433E+00
1.000000E+11 1.000E+17 320 1.500E-4 1.316502906E+00 1.330912910E+00 1.248367467E+00 1.253317364E+00
1.468000E+11 1.000E+17 320 1.500E-4 1.320555869E+00 1.331443725E+00 1.253554724E+00 1.256840734E+00
2.154000E+11 1.000E+17 320 1.500E-4 1.324044467E+00 1.332192560E+00 1.258621499E+00 1.260766186E+00
3.162000E+11 1.000E+17 320 1.500E-4 1.327178061E+00 1.333232630E+00 1.263514258E+00 1.264970273E+00
4.642000E+11 1.000E+17 320 1.500E-4 1.330159743E+00 1.334648190E+00 1.268224911E+00 1.269222626E+00
6.813000E+11 1.000E+17 320 1.500E-4 1.333186405E+00 1.336526558E+00 1.272709971E+00 1.273417995E+00
1.000000E+12 1.000E+17 320 1.500E-4 1.336433718E+00 1.338944690E+00 1.276964523E+00 1.277483395E+00
1.468000E+12 1.000E+17 320 1.500E-4 1.340035892E+00 1.341952561E+00 1.281031595E+00 1.281425124E+00
2.154000E+12 1.000E+17 320 1.500E-4 1.344069378E+00 1.345558871E+00 1.284983008E+00 1.285291506E+00
3.162000E+12 1.000E+17 320 1.500E-4 1.348548316E+00 1.349726356E+00 1.288899889E+00 1.289148928E+00
4.642000E+12 1.000E+17 320 1.500E-4 1.353436209E+00 1.354381726E+00 1.292859991E+00 1.293065938E+00
6.813000E+12 1.000E+17 320 1.500E-4 1.358670190E+00 1.359437183E+00 1.296947750E+00 1.297124719E+00
1.000000E+13 1.000E+17 320 1.500E-4 1.364185364E+00 1.364811591E+00 1.301277050E+00 1.301427812E+00
1.000000E+10 1.000E+17 330 1.500E-4 1.245847502E+00 1.337784839E+00 1.182987262E+00 1.239794907E+00
1.468000E+10 1.000E+17 330 1.500E-4 1.267890536E+00 1.337842026E+00 1.198859754E+00 1.240626837E+00
2.154000E+10 1.000E+17 330 1.500E-4 1.285456594E+00 1.337925488E+00 1.211799651E+00 1.241800556E+00
3.162000E+10 1.000E+17 330 1.500E-4 1.299044301E+00 1.338047035E+00 1.222286721E+00 1.243428802E+00
4.642000E+10 1.000E+17 330 1.500E-4 1.309398719E+00 1.338223403E+00 1.230969393E+00 1.245635940E+00
6.813000E+10 1.000E+17 330 1.500E-4 1.317277894E+00 1.338478028E+00 1.238496096E+00 1.248536843E+00
1.000000E+11 1.000E+17 330 1.500E-4 1.323334615E+00 1.338842966E+00 1.245403917E+00 1.252201546E+00
1.468000E+11 1.000E+17 330 1.500E-4 1.328088031E+00 1.339360770E+00 1.252051660E+00 1.256612881E+00
2.154000E+11 1.000E+17 330 1.500E-4 1.331944241E+00 1.340085372E+00 1.258594796E+00 1.261638167E+00
3.162000E+11 1.000E+17 330 1.500E-4 1.335230137E+00 1.341080975E+00 1.265011315E+00 1.267040452E+00
4.642000E+11 1.000E+17 330 1.500E-4 1.338217955E+00 1.342417239E+00 1.271177333E+00 1.272538320E+00
6.813000E+11 1.000E+17 330 1.500E-4 1.341134182E+00 1.344160453E+00 1.276961205E+00 1.277886543E+00
1.000000E+12 1.000E+17 330 1.500E-4 1.344157001E+00 1.346361574E+00 1.282291391E+00 1.282933821E+00
1.468000E+12 1.000E+17 330 1.500E-4 1.347410817E+00 1.349045325E+00 1.287174808E+00 1.287632833E+00
2.154000E+12 1.000E+17 330 1.500E-4 1.350965180E+00 1.352204982E+00 1.291677144E+00 1.292013679E+00
3.162000E+12 1.000E+17 330 1.500E-4 1.354841716E+00 1.355805694E+00 1.295892451E+00 1.296147599E+00
4.642000E+12 1.000E+17 330 1.500E-4 1.359028666E+00 1.359795589E+00 1.299920450E+00 1.300119912E+00
6.813000E+12 1.000E+17 330 1.500E-4 1.363499252E+00 1.364120796E+00 1.303864611E+00 1.304039258E+00
1.000000E+13 1.000E+17 330 1.500E-4 1.368227115E+00 1.368737453E+00 1.307872528E+00 1.308016809E+00
1.000000E+10 1.000E+17 340 1.500E-4 1.224503611E+00 1.345137315E+00 1.160594567E+00 1.230859081E+00
1.468000E+10 1.000E+17 340 1.500E-4 1.252201292E+00 1.345205926E+00 1.178820866E+00 1.231812784E+00
2.154000E+10 1.000E+17 340 1.500E-4 1.275381533E+00 1.345305950E+00 1.194290353E+00 1.233166291E+00
3.162000E+10 1.000E+17 340 1.500E-4 1.293888760E+00 1.345451377E+00 1.207180214E+00 1.235059661E+00
4.642000E+10 1.000E+17 340 1.500E-4 1.308187200E+00 1.345661895E+00 1.218026196E+00 1.237654993E+00
6.813000E+10 1.000E+17 340 1.500E-4 1.319030071E+00 1.345964717E+00 1.227502746E+00 1.241116544E+00
1.000000E+11 1.000E+17 340 1.500E-4 1.327215031E+00 1.346396539E+00 1.236246401E+00 1.245570735E+00
1.468000E+11 1.000E+17 340 1.500E-4 1.333457459E+00 1.347004754E+00 1.244731182E+00 1.251050185E+00
2.154000E+11 1.000E+17 340 1.500E-4 1.338351540E+00 1.347847189E+00 1.253194718E+00 1.257440475E+00
3.162000E+11 1.000E+17 340 1.500E-4 1.342374827E+00 1.348988389E+00 1.261630431E+00 1.264466947E+00
4.642000E+11 1.000E+17 340 1.500E-4 1.345903149E+00 1.350491138E+00 1.269854910E+00 1.271747175E+00
6.813000E+11 1.000E+17 340 1.500E-4 1.349220439E+00 1.352403535E+00 1.277628550E+00 1.278895935E+00
1.000000E+12 1.000E+17 340 1.500E-4 1.352523105E+00 1.354745069E+00 1.284768985E+00 1.285626346E+00
1.468000E+12 1.000E+17 340 1.500E-4 1.355926362E+00 1.357499096E+00 1.291205255E+00 1.291794304E+00
2.154000E+12 1.000E+17 340 1.500E-4 1.359479274E+00 1.360617338E+00 1.296967615E+00 1.297380449E+00
3.162000E+12 1.000E+17 340 1.500E-4 1.363188631E+00 1.364035906E+00 1.302146491E+00 1.302442687E+00
4.642000E+12 1.000E+17 340 1.500E-4 1.367044504E+00 1.367695058E+00 1.306855185E+00 1.307073276E+00
6.813000E+12 1.000E+17 340 1.500E-4 1.371039706E+00 1.371553796E+00 1.311225121E+00 1.311362641E+00
1.000000E+13 1.000E+17 340 1.500E-4 1.375178801E+00 1.375594766E+00 1.315351663E+00 1.315513801E+00
1.000000E+10 1.000E+17 290 1.800E-4 1.257116036E+00 1.313691623E+00 1.215835272E+00 1.230793045E+00
1.468000E+10 1.000E+17 290 1.800E-4 1.263805834E+00 1.313825151E+00 1.220585913E+00 1.231493082E+00
2.154000E+10 1.000E+17 290 1.800E-4 1.270100803E+00 1.314019646E+00 1.224532213E+00 1.232452259E+00
3.162000E+10 1.000E+17 290 1.800E-4 1.276297385E+00 1.314302326E+00 1.227989891E+00 1.233735487E+00
4.642000E+10 1.000E+17 290 1.800E-4 1.282502767E+00 1.314711595E+00 1.231216695E+00 1.235403319E+00
6.813000E+10 1.000E+17 290 1.800E-4 1.288673092E+00 1.315300666E+00 1.234415567E+00 1.237501354E+00
1.000000E+11 1.000E+17 290 1.800E-4 1.294690713E+00 1.316141363E+00 1.237734099E+00 1.240051642E+00
1.468000E+11 1.000E+17 290 1.800E-4 1.300456798E+00 1.317326891E+00 1.241267181E+00 1.243050725E+00
2.154000E+11 1.000E+17 290 1.800E-4 1.305961857E+00 1.318971304E+00 1.245066165E+00 1.246475475E+00
3.162000E+11 1.000E+17 290 1.800E-4 1.311306559E+00 1.321202279E+00 1.249153190E+00 1.250294305E+00
4.642000E+11 1.000E+17 290 1.800E-4 1.316670997E+00 1.324143477E+00 1.253536851E+00 1.254479095E+00
6.813000E+11 1.000E+17 290 1.800E-4 1.322251751E+00 1.327885779E+00 1.258232384E+00 1.259021947E+00
1.000000E+12 1.000E+17 290 1.800E-4 1.328194060E+00 1.332453832E+00 1.263227525E+00 1.263894293E+00
1.468000E+12 1.000E+17 290 1.800E-4 1.334545638E+00 1.337783360E+00 1.268536625E+00 1.269101945E+00
2.154000E+12 1.000E+17 290 1.800E-4 1.341250681E+00 1.343726326E+00 1.274160712E+00 1.274640372E+00
3.162000E+12 1.000E+17 290 1.800E-4 1.348184275E+00 1.350087468E+00 1.280085402E+00 1.280491923E+00
4.642000E+12 1.000E+17 290 1.800E-4 1.355204558E+00 1.356673675E+00 1.286312898E+00 1.286656277E+00
6.813000E+12 1.000E+17 290 1.800E-4 1.362191837E+00 1.363328721E+00 1.292794677E+00 1.293083878E+00
1.000000E+13 1.000E+17 290 1.800E-4 1.369060004E+00 1.369940539E+00 1.299480561E+00 1.299722873E+00
1.000000E+10 1.000E+17 300 1.800E-4 1.261683141E+00 1.314347400E+00 1.215031122E+00 1.235986261E+00
1.468000E+10 1.000E+17 300 1.800E-4 1.270087361E+00 1.314456283E+00 1.221807403E+00 1.236709308E+00
2.154000E+10 1.000E+17 300 1.800E-4 1.277081984E+00 1.314615083E+00 1.227196584E+00 1.237697560E+00
3.162000E+10 1.000E+17 300 1.800E-4 1.283197087E+00 1.314846153E+00 1.231661409E+00 1.239013218E+00
4.642000E+10 1.000E+17 300 1.800E-4 1.288781210E+00 1.315181180E+00 1.235574871E+00 1.240708469E+00
6.813000E+10 1.000E+17 300 1.800E-4 1.294013747E+00 1.315664323E+00 1.239215097E+00 1.242811202E+00
1.000000E+11 1.000E+17 300 1.800E-4 1.298957141E+00 1.316355720E+00 1.242767901E+00 1.245314834E+00
1.468000E+11 1.000E+17 300 1.800E-4 1.303632835E+00 1.317334476E+00 1.246339763E+00 1.248179842E+00
2.154000E+11 1.000E+17 300 1.800E-4 1.308090980E+00 1.318699489E+00 1.249982219E+00 1.251348929E+00
3.162000E+11 1.000E+17 300 1.800E-4 1.312445752E+00 1.320565418E+00 1.253720473E+00 1.254768551E+00
4.642000E+11 1.000E+17 300 1.800E-4 1.316867393E+00 1.323050531E+00 1.257576364E+00 1.258405898E+00
6.813000E+11 1.000E+17 300 1.800E-4 1.321542022E+00 1.326254774E+00 1.261579819E+00 1.262254590E+00
1.000000E+12 1.000E+17 300 1.800E-4 1.326619751E+00 1.330231202E+00 1.265771958E+00 1.266328850E+00
1.468000E+12 1.000E+17 300 1.800E-4 1.332172747E+00 1.334961772E+00 1.270167019E+00 1.270657908E+00
2.154000E+12 1.000E+17 300 1.800E-4 1.338181300E+00 1.340352510E+00 1.274846526E+00 1.275261159E+00
3.162000E+12 1.000E+17 300 1.800E-4 1.344554265E+00 1.346256036E+00 1.279808451E+00 1.280165075E+00
4.642000E+12 1.000E+17 300 1.800E-4 1.351171049E+00 1.352511393E+00 1.285097824E+00 1.285393468E+00
6.813000E+12 1.000E+17 300 1.800E-4 1.357919350E+00 1.358978028E+00 1.290644658E+00 1.290894173E+00
1.000000E+13 1.000E+17 300 1.800E-4 1.364711055E+00 1.365548053E+00 1.296573890E+00 1.296786951E+00
1.000000E+10 1.000E+17 310 1.800E-4 1.261898546E+00 1.319289906E+00 1.208150833E+00 1.238547499E+00
1.468000E+10 1.000E+17 310 1.800E-4 1.273820635E+00 1.319378672E+00 1.217854512E+00 1.239416024E+00
2.154000E+10 1.000E+17 310 1.800E-4 1.283135634E+00 1.319508171E+00 1.225537719E+00 1.240605321E+00
3.162000E+10 1.000E+17 310 1.800E-4 1.290554070E+00 1.319696649E+00 1.231789834E+00 1.242190628E+00
4.642000E+10 1.000E+17 310 1.800E-4 1.296651871E+00 1.319969960E+00 1.237121044E+00 1.244232139E+00
6.813000E+10 1.000E+17 310 1.800E-4 1.301838696E+00 1.320364180E+00 1.241919556E+00 1.246752973E+00
1.000000E+11 1.000E+17 310 1.800E-4 1.306380544E+00 1.320928521E+00 1.246437078E+00 1.249720940E+00
1.468000E+11 1.000E+17 310 1.800E-4 1.310454960E+00 1.321727917E+00 1.250799692E+00 1.253046919E+00
2.154000E+11 1.000E+17 310 1.800E-4 1.314211563E+00 1.322844093E+00 1.255052112E+00 1.256624749E+00
3.162000E+11 1.000E+17 310 1.800E-4 1.317812116E+00 1.324373102E+00 1.259130235E+00 1.260297729E+00
4.642000E+11 1.000E+17 310 1.800E-4 1.321438491E+00 1.326416984E+00 1.263157900E+00 1.264006581E+00
6.813000E+11 1.000E+17 310 1.800E-4 1.325273513E+00 1.329068088E+00 1.267094177E+00 1.267739734E+00
1.000000E+12 1.000E+17 310 1.800E-4 1.329468645E+00 1.332387827E+00 1.270987984E+00 1.271490061E+00
1.468000E+12 1.000E+17 310 1.800E-4 1.334114167E+00 1.336386651E+00 1.274925791E+00 1.275332523E+00
2.154000E+12 1.000E+17 310 1.800E-4 1.339225759E+00 1.341015924E+00 1.278951207E+00 1.279285507E+00
3.162000E+12 1.000E+17 310 1.800E-4 1.344755262E+00 1.346179584E+00 1.283151896E+00 1.283432037E+00
4.642000E+12 1.000E+17 310 1.800E-4 1.350620374E+00 1.351761724E+00 1.287595358E+00 1.287835844E+00
6.813000E+12 1.000E+17 310 1.800E-4 1.356735674E+00 1.357654174E+00 1.292312948E+00 1.292519185E+00
1.000000E+13 1.000E+17 310 1.800E-4 1.363028828E+00 1.363769280E+00 1.297272976E+00 1.297450846E+00
1.000000E+10 1.000E+17 320 1.800E-4 1.254811385E+00 1.326746884E+00 1.194209899E+00 1.237013497E+00
1.468000E+10 1.000E+17 320 1.800E-4 1.271855420E+00 1.326825504E+00 1.206692922E+00 1.238103699E+00
2.154000E+10 1.000E+17 320 1.800E-4 1.285120366E+00 1.326940135E+00 1.216791749E+00 1.239579511E+00
3.162000E+10 1.000E+17 320 1.800E-4 1.295329843E+00 1.327106776E+00 1.225761552E+00 1.241560895E+00
4.642000E+10 1.000E+17 320 1.800E-4 1.303222797E+00 1.327348033E+00 1.233360417E+00 1.244135166E+00
6.813000E+10 1.000E+17 320 1.800E-4 1.309429000E+00 1.327695182E+00 1.240098426E+00 1.247343701E+00
1.000000E+11 1.000E+17 320 1.800E-4 1.314434118E+00 1.328190514E+00 1.246333171E+00 1.251149224E+00
1.468000E+11 1.000E+17 320 1.800E-4 1.318601252E+00 1.328889044E+00 1.252244600E+00 1.255421795E+00
2.154000E+11 1.000E+17 320 1.800E-4 1.322214615E+00 1.329858785E+00 1.257888369E+00 1.259980508E+00
3.162000E+11 1.000E+17 320 1.800E-4 1.325517270E+00 1.331177909E+00 1.263138423E+00 1.264586150E+00
4.642000E+11 1.000E+17 320 1.800E-4 1.328728095E+00 1.332927401E+00 1.268095780E+00 1.269098678E+00
6.813000E+11 1.000E+17 320 1.800E-4 1.332038733E+00 1.335179005E+00 1.272692596E+00 1.273393811E+00
1.000000E+12 1.000E+17 320 1.800E-4 1.335599878E+00 1.337980820E+00 1.276996033E+00 1.277511847E+00
1.468000E+12 1.000E+17 320 1.800E-4 1.339507950E+00 1.341345185E+00 1.281080266E+00 1.281472563E+00
2.154000E+12 1.000E+17 320 1.800E-4 1.343800890E+00 1.345244839E+00 1.285036761E+00 1.285344803E+00
3.162000E+12 1.000E+17 320 1.800E-4 1.348467502E+00 1.349620978E+00 1.288954714E+00 1.289203562E+00
4.642000E+12 1.000E+17 320 1.800E-4 1.353468060E+00 1.354401059E+00 1.292934699E+00 1.293142751E+00
6.813000E+12 1.000E+17 320 1.800E-4 1.358756089E+00 1.359517036E+00 1.297045467E+00 1.297220397E+00
1.000000E+13 1.000E+17 320 1.800E-4 1.364290407E+00 1.364913848E+00 1.301363166E+00 1.301512584E+00
1.000000E+10 1.000E+17 330 1.800E-4 1.238886768E+00 1.334333209E+00 1.173539578E+00 1.232170346E+00
1.468000E+10 1.000E+17 330 1.800E-4 1.261850522E+00 1.334415493E+00 1.189455049E+00 1.233387286E+00
2.154000E+10 1.000E+17 330 1.800E-4 1.280315868E+00 1.334535279E+00 1.203149492E+00 1.235093199E+00
3.162000E+10 1.000E+17 330 1.800E-4 1.294678970E+00 1.334709086E+00 1.215203482E+00 1.237388116E+00
4.642000E+10 1.000E+17 330 1.800E-4 1.305650126E+00 1.334959929E+00 1.225077677E+00 1.240459870E+00
6.813000E+10 1.000E+17 330 1.800E-4 1.313999194E+00 1.335319310E+00 1.234298585E+00 1.244327064E+00
1.000000E+11 1.000E+17 330 1.800E-4 1.320416559E+00 1.335828880E+00 1.242311543E+00 1.249073400E+00
1.468000E+11 1.000E+17 330 1.800E-4 1.325468760E+00 1.336541274E+00 1.250012018E+00 1.254530870E+00
2.154000E+11 1.000E+17 330 1.800E-4 1.329607072E+00 1.337518620E+00 1.257443529E+00 1.260449352E+00
3.162000E+11 1.000E+17 330 1.800E-4 1.333191581E+00 1.338827388E+00 1.264511061E+00 1.266512769E+00
4.642000E+11 1.000E+17 330 1.800E-4 1.336508885E+00 1.340529077E+00 1.271084835E+00 1.272428837E+00
6.813000E+11 1.000E+17 330 1.800E-4 1.339778323E+00 1.342668085E+00 1.277084812E+00 1.278001110E+00
1.000000E+12 1.000E+17 330 1.800E-4 1.343153105E+00 1.345261511E+00 1.282511857E+00 1.283150134E+00
1.468000E+12 1.000E+17 330 1.800E-4 1.346724376E+00 1.348296111E+00 1.287432713E+00 1.287889088E+00
2.154000E+12 1.000E+17 330 1.800E-4 1.350532677E+00 1.351734403E+00 1.291948145E+00 1.292284074E+00
3.162000E+12 1.000E+17 330 1.800E-4 1.354585197E+00 1.355527557E+00 1.296167527E+00 1.296422407E+00
4.642000E+12 1.000E+17 330 1.800E-4 1.358874294E+00 1.359629579E+00 1.300202223E+00 1.300425064E+00
6.813000E+12 1.000E+17 330 1.800E-4 1.363391583E+00 1.364007068E+00 1.304248750E+00 1.304425609E+00
1.000000E+13 1.000E+17 330 1.800E-4 1.368133282E+00 1.368640477E+00 1.308172935E+00 1.308311503E+00
1.000000E+10 1.000E+17 340 1.800E-4 1.215752606E+00 1.340770658E+00 1.151824216E+00 1.220906065E+00
1.468000E+10 1.000E+17 340 1.800E-4 1.244120877E+00 1.340874291E+00 1.170017297E+00 1.222293056E+00
2.154000E+10 1.000E+17 340 1.800E-4 1.268173992E+00 1.341024986E+00 1.185793209E+00 1.224239743E+00
3.162000E+10 1.000E+17 340 1.800E-4 1.287579456E+00 1.341243116E+00 1.199306109E+00 1.226920829E+00
4.642000E+10 1.000E+17 340 1.800E-4 1.302694027E+00 1.341556975E+00 1.211064711E+00 1.230519431E+00
6.813000E+10 1.000E+17 340 1.800E-4 1.314233826E+00 1.342004607E+00 1.221698629E+00 1.235188051E+00
1.000000E+11 1.000E+17 340 1.800E-4 1.323008545E+00 1.342635213E+00 1.231759895E+00 1.240989300E+00
1.468000E+11 1.000E+17 340 1.800E-4 1.329770745E+00 1.343508794E+00 1.241589054E+00 1.247834262E+00
2.154000E+11 1.000E+17 340 1.800E-4 1.335156233E+00 1.344691974E+00 1.251264647E+00 1.255455093E+00
3.162000E+11 1.000E+17 340 1.800E-4 1.339673393E+00 1.346248859E+00 1.260648524E+00 1.263446902E+00
4.642000E+11 1.000E+17 340 1.800E-4 1.343707609E+00 1.348226450E+00 1.269505762E+00 1.271374699E+00
6.813000E+11 1.000E+17 340 1.800E-4 1.347527912E+00 1.350638915E+00 1.277635075E+00 1.278890180E+00
1.000000E+12 1.000E+17 340 1.800E-4 1.351297542E+00 1.353458945E+00 1.284943285E+00 1.285795338E+00
1.468000E+12 1.000E+17 340 1.800E-4 1.355094771E+00 1.356623475E+00 1.291447374E+00 1.292034754E+00
2.154000E+12 1.000E+17 340 1.800E-4 1.358944050E+00 1.360053686E+00 1.297235152E+00 1.297647848E+00
3.162000E+12 1.000E+17 340 1.800E-4 1.362848716E+00 1.363679493E+00 1.302424352E+00 1.302720858E+00
4.642000E+12 1.000E+17 340 1.800E-4 1.366814884E+00 1.367456731E+00 1.307155756E+00 1.307343366E+00
6.813000E+12 1.000E+17 340 1.800E-4 1.370861618E+00 1.371371505E+00 1.311545621E+00 1.311753461E+00
1.000000E+13 1.000E+17 340 1.800E-4 1.375019182E+00 1.375433275E+00 1.315711143E+00 1.315861802E+00
1.000000E+10 1.000E+17 290 2.100E-4 1.254976024E+00 1.309189692E+00 1.214311575E+00 1.229170802E+00
1.468000E+10 1.000E+17 290 2.100E-4 1.261742161E+00 1.309357785E+00 1.219317489E+00 1.230056924E+00
2.154000E+10 1.000E+17 290 2.100E-4 1.268012680E+00 1.309602257E+00 1.223531630E+00 1.231280393E+00
3.162000E+10 1.000E+17 290 2.100E-4 1.274108931E+00 1.309956699E+00 1.227276060E+00 1.232859114E+00
