Name T sdV sdI I01med I01er n1med n1er Rsh1med Rsh1er I02med I02er n2med n2er Rsh2med Rsh2er Rsmed Rser Iphmed Ipher
STLBO 300 4E-5 8E-7 1.230854472E-05 1.794303522E+01 5.235822389E+00 5.166166977E+00 8.460145713E+03 1.539854287E+01 9.618708306E-05 4.874462388E-01 2.628438338E+00 1.433562348E+00 2.100668594E+03 6.586319865E-01 5.989629332E+01 1.979258664E+01 1.005756458E-03 5.756458252E-01
STLBO 300 4E-5 1E-6 1.155595048E-05 2.296033010E+01 5.179911647E+00 6.178850294E+00 7.914087227E+03 2.085912773E+01 9.632590810E-05 3.438216100E-01 2.628208479E+00 1.442182035E+00 2.101834958E+03 6.034742114E-01 6.021752991E+01 2.043505982E+01 1.007032098E-03 7.032097974E-01
STLBO 300 6E-5 0 1.498444017E-05 1.037321976E-01 5.519350884E+00 3.075711506E-02 9.990598982E+03 9.401018429E-02 9.665575900E-05 2.566797104E-03 2.666408909E+00 9.665934804E-03 2.114507687E+03 4.176358616E-03 5.004545834E+01 9.091667127E-02 1.000022623E-03 2.262288488E-03
STLBO 300 6E-5 2E-7 1.493308720E-05 4.460853625E-01 5.508584962E+00 2.257548718E-01 1.036734742E+04 3.673474188E+00 9.668126674E-05 2.382282217E-02 2.666445955E+00 8.276683096E-03 2.114669700E+03 3.485313796E-03 5.023900609E+01 4.780121753E-01 1.000263081E-03 2.630807755E-02
STLBO 300 6E-5 4E-7 1.466523814E-05 2.231745726E+00 5.477256041E+00 7.931999437E-01 1.060768216E+04 6.076821589E+00 9.661327065E-05 4.652409608E-02 2.660406931E+00 2.347401007E-01 2.113070694E+03 7.213228423E-02 5.134238064E+01 2.684761277E+00 1.000822467E-03 8.224673623E-02
STLBO 300 6E-5 6E-7 1.352152493E-05 9.856500480E+00 5.379917918E+00 2.556236698E+00 9.569327422E+03 4.306725782E+00 9.654014973E-05 1.221730196E-01 2.653713481E+00 4.857444899E-01 2.110180642E+03 2.088038434E-01 5.463349609E+01 9.266992186E+00 1.002548443E-03 2.548443500E-01
STLBO 300 6E-5 8E-7 1.286307027E-05 1.424619818E+01 5.297473553E+00 4.049510267E+00 9.131706717E+03 8.682932833E+00 9.627921379E-05 3.921302782E-01 2.640209417E+00 9.921468820E-01 2.104894852E+03 4.587707524E-01 5.705988292E+01 1.411976583E+01 1.004538284E-03 4.538283892E-01
STLBO 300 6E-5 1E-6 1.074077737E-05 2.839481754E+01 5.089421540E+00 7.817852352E+00 7.455326562E+03 2.544673438E+01 9.618415200E-05 4.904786371E-01 2.613182805E+00 2.005644832E+00 2.096204707E+03 8.697308070E-01 6.439505191E+01 2.879010382E+01 1.008344733E-03 8.344733396E-01
STLBO 300 8E-5 0 1.500805151E-05 5.367674905E-02 5.520934858E+00 2.067371451E-03 1.002172188E+04 2.172187881E-01 9.665412357E-05 4.258768326E-03 2.666878339E+00 7.937686457E-03 2.114513940E+03 3.880626382E-03 4.989830938E+01 2.033812352E-01 1.000018794E-03 1.879383250E-03
STLBO 300 8E-5 2E-7 1.515878820E-05 1.058587990E+00 5.529291406E+00 1.492905981E-01 1.066255920E+04 6.625591983E+00 9.664350185E-05 1.524771317E-02 2.664479616E+00 8.201440840E-02 2.114083091E+03 2.425566592E-02 5.013683201E+01 2.736640237E-01 9.999987328E-04 1.267188523E-04
STLBO 300 8E-5 4E-7 1.460327214E-05 2.644852398E+00 5.477784003E+00 7.836372331E-01 1.019684509E+04 1.968450920E+00 9.665216941E-05 6.280487429E-03 2.665691411E+00 3.657210101E-02 2.113498337E+03 5.190889223E-02 5.116746794E+01 2.334935875E+00 1.000853503E-03 8.535027925E-02
STLBO 300 8E-5 6E-7 1.292723779E-05 1.381841472E+01 5.316011279E+00 3.713745707E+00 9.007497953E+03 9.925020474E+00 9.648314337E-05 1.811502538E-01 2.642176766E+00 9.183712835E-01 2.107016421E+03 3.584410186E-01 5.639962421E+01 1.279924842E+01 1.003783710E-03 3.783709507E-01
STLBO 300 8E-5 8E-7 1.248101958E-05 1.679320282E+01 5.272469791E+00 4.502390912E+00 8.795102084E+03 1.204897916E+01 9.637048285E-05 2.977057844E-01 2.635503878E+00 1.168604601E+00 2.103853709E+03 5.080067706E-01 5.811405950E+01 1.622811900E+01 1.004609057E-03 4.609056757E-01
STLBO 300 8E-5 1E-6 1.135732272E-05 2.428451522E+01 5.152975898E+00 6.666724035E+00 8.015925774E+03 1.984074226E+01 9.627145892E-05 4.001532649E-01 2.618198564E+00 1.817553849E+00 2.099583466E+03 7.099480875E-01 6.306513364E+01 2.613026728E+01 1.007080896E-03 7.080896179E-01
STLBO 300 0.0001 0 1.498332049E-05 1.111967515E-01 5.518583770E+00 4.465145703E-02 1.001795498E+04 1.795497677E-01 9.665957619E-05 1.382362481E-03 2.666800313E+00 5.011714039E-03 2.114614101E+03 8.559898775E-04 5.010612756E+01 2.122551170E-01 1.000057620E-03 5.761992735E-03
STLBO 300 0.0001 2E-7 1.476541915E-05 1.563872333E+00 5.500452749E+00 3.730495865E-01 1.007168705E+04 7.168705106E-01 9.661822784E-05 4.139551934E-02 2.662129837E+00 1.701311264E-01 2.112962397E+03 7.725365983E-02 5.087932495E+01 1.758649901E+00 1.000410046E-03 4.100459523E-02
STLBO 300 0.0001 4E-7 1.341122933E-05 1.059180447E+01 5.374706996E+00 2.650619521E+00 9.277303105E+03 7.226968949E+00 9.648310882E-05 1.811859998E-01 2.648265907E+00 6.900285124E-01 2.108856012E+03 2.714460807E-01 5.480860346E+01 9.617206924E+00 1.002662924E-03 2.662924212E-01
STLBO 300 0.0001 6E-7 1.334976458E-05 1.100156946E+01 5.354497336E+00 3.016666991E+00 9.632290730E+03 3.677092703E+00 9.665001593E-05 8.508420468E-03 2.650535125E+00 6.049328203E-01 2.110653126E+03 1.864599331E-01 5.505034153E+01 1.010068306E+01 1.003106836E-03 3.106836031E-01
STLBO 300 0.0001 8E-7 1.220947409E-05 1.860350608E+01 5.238893199E+00 5.110546931E+00 8.717523687E+03 1.282476313E+01 9.645602417E-05 2.092070514E-01 2.641853991E+00 9.304753404E-01 2.105246749E+03 4.421294165E-01 5.756620415E+01 1.513240830E+01 1.006606618E-03 6.606618216E-01
STLBO 300 0.0001 1E-6 1.130980304E-05 2.460131308E+01 5.136359246E+00 6.967693153E+00 7.800668389E+03 2.199331611E+01 9.639686704E-05 2.704094111E-01 2.625490675E+00 1.544099702E+00 2.101516012E+03 6.185573227E-01 6.216341551E+01 2.432683101E+01 1.008197830E-03 8.197829743E-01
