Name T sdV sdI I01med I01er n1med n1er Rsh1med Rsh1er I02med I02er n2med n2er Rsh2med Rsh2er Rsmed Rser Iphmed Ipher
STLBO 300 4E-5 4E-7 1.392356409E-05 7.176239403E+00 5.421253414E+00 1.807547529E+00 9.422070429E+03 5.779295710E+00 9.640367012E-05 2.633711347E-01 2.656380449E+00 3.857331704E-01 2.109678215E+03 2.325637869E-01 5.288656425E+01 5.773128498E+00 1.001534721E-03 1.534721079E-01
STLBO 300 4E-5 6E-7 1.311942274E-05 1.253718171E+01 5.349369067E+00 3.109552760E+00 8.867260014E+03 1.132739986E+01 9.664378464E-05 1.495514775E-02 2.659350372E+00 2.743610581E-01 2.111247936E+03 1.583311577E-01 5.408864418E+01 8.177288360E+00 1.002944504E-03 2.944503663E-01
STLBO 300 4E-5 8E-7 1.206296387E-05 1.958024085E+01 5.250186386E+00 4.905999073E+00 7.931135887E+03 2.068864113E+01 9.622315024E-05 4.501321105E-01 2.630203819E+00 1.367356814E+00 2.103193291E+03 5.392381890E-01 5.804201119E+01 1.608402237E+01 1.005776169E-03 5.776169359E-01
STLBO 300 4E-5 1E-6 1.133964167E-05 2.440238889E+01 5.198593227E+00 5.840480165E+00 7.582609930E+03 2.417390070E+01 9.636857014E-05 2.996846257E-01 2.628563609E+00 1.428864668E+00 2.100740227E+03 6.552444373E-01 6.076130586E+01 2.152261171E+01 1.006485285E-03 6.485285191E-01
STLBO 300 6E-5 0 1.501553847E-05 1.035897885E-01 5.521784119E+00 1.331486720E-02 1.002303122E+04 2.303122255E-01 9.665047417E-05 8.034340415E-03 2.666529321E+00 5.150461706E-03 2.114545824E+03 2.372838488E-03 4.997383062E+01 5.233876719E-02 9.999864076E-04 1.359235412E-03
STLBO 300 6E-5 2E-7 1.487946059E-05 8.035960771E-01 5.505768847E+00 2.767617519E-01 1.017972602E+04 1.797260210E+00 9.669242640E-05 3.536830892E-02 2.665985439E+00 2.554606787E-02 2.114858090E+03 1.239435269E-02 5.048882720E+01 9.776543930E-01 1.000248943E-03 2.489430551E-02
STLBO 300 6E-5 4E-7 1.482710334E-05 1.152644393E+00 5.492523278E+00 5.166721226E-01 1.026223764E+04 2.622376419E+00 9.659273834E-05 6.776626853E-02 2.658906277E+00 2.910146234E-01 2.112487917E+03 9.969198818E-02 5.089371932E+01 1.787438647E+00 1.000687253E-03 6.872527714E-02
STLBO 300 6E-5 6E-7 1.350935954E-05 9.937603077E+00 5.385982486E+00 2.446392208E+00 9.146818472E+03 8.531815285E+00 9.645065444E-05 2.147624280E-01 2.646270937E+00 7.648398763E-01 2.107551601E+03 3.331321381E-01 5.417558134E+01 8.351162682E+00 1.002311761E-03 2.311760707E-01
STLBO 300 6E-5 8E-7 1.275201407E-05 1.498657289E+01 5.305691972E+00 3.900654155E+00 8.644997486E+03 1.355002514E+01 9.624612295E-05 4.263651667E-01 2.642184367E+00 9.180862576E-01 2.103948670E+03 5.035160520E-01 5.692781925E+01 1.385563849E+01 1.004058986E-03 4.058986078E-01
STLBO 300 6E-5 1E-6 1.100654324E-05 2.662304507E+01 5.129611930E+00 7.089903921E+00 7.446317166E+03 2.553682834E+01 9.611885000E-05 5.580383244E-01 2.614684142E+00 1.949344695E+00 2.096168930E+03 8.714227181E-01 6.318044670E+01 2.636089339E+01 1.007463342E-03 7.463341957E-01
STLBO 300 8E-5 0 1.501901994E-05 1.267995780E-01 5.522325911E+00 2.312807375E-02 1.000553993E+04 5.539926603E-02 9.665591309E-05 2.407373947E-03 2.667142918E+00 1.785939904E-02 2.114549411E+03 2.203213288E-03 4.987818773E+01 2.436245463E-01 1.000021691E-03 2.169071011E-03
STLBO 300 8E-5 2E-7 1.516930809E-05 1.128720571E+00 5.527818860E+00 1.226191151E-01 1.028397389E+04 2.839738855E+00 9.660776365E-05 5.222148550E-02 2.665939703E+00 2.726114920E-02 2.113570638E+03 4.848975655E-02 5.017155322E+01 3.431064362E-01 1.000036979E-03 3.697916911E-03
STLBO 300 8E-5 4E-7 1.429914820E-05 4.672345364E+00 5.459203795E+00 1.120171261E+00 9.693806122E+03 3.061938779E+00 9.665514033E-05 3.206858169E-03 2.663263907E+00 1.276035044E-01 2.113859379E+03 3.483505939E-02 5.167135014E+01 3.342700277E+00 1.000971893E-03 9.718931658E-02
STLBO 300 8E-5 6E-7 1.301140878E-05 1.325727479E+01 5.333817994E+00 3.391221569E+00 8.726606233E+03 1.273393767E+01 9.646301853E-05 2.019708672E-01 2.638797398E+00 1.045097593E+00 2.106578859E+03 3.791334654E-01 5.731043728E+01 1.462087455E+01 1.002997329E-03 2.997329282E-01
STLBO 300 8E-5 8E-7 1.263542531E-05 1.576383125E+01 5.292885540E+00 4.132610656E+00 8.677104093E+03 1.322895907E+01 9.629867631E-05 3.719948902E-01 2.636964707E+00 1.113823499E+00 2.103105673E+03 5.433816602E-01 5.736459449E+01 1.472918899E+01 1.004048144E-03 4.048144213E-01
STLBO 300 8E-5 1E-6 1.096128264E-05 2.692478242E+01 5.126854797E+00 7.139842489E+00 7.485569419E+03 2.514430581E+01 9.623067719E-05 4.423449389E-01 2.610560025E+00 2.103999074E+00 2.099099453E+03 7.328372276E-01 6.411300535E+01 2.822601070E+01 1.006442306E-03 6.442306383E-01
STLBO 300 0.0001 0 1.494973937E-05 3.350708760E-01 5.516880767E+00 7.549711097E-02 9.997727304E+03 2.272696381E-02 9.665797010E-05 2.792536316E-04 2.666600185E+00 2.493076117E-03 2.114609502E+03 6.385143022E-04 5.011218410E+01 2.243681932E-01 1.000051578E-03 5.157832378E-03
STLBO 300 0.0001 2E-7 1.465539544E-05 2.297363758E+00 5.494190392E+00 4.864765203E-01 9.789280503E+03 2.107194974E+00 9.662755888E-05 3.174187714E-02 2.662440522E+00 1.584804424E-01 2.113275859E+03 6.242994568E-02 5.101233393E+01 2.024667861E+00 1.000441500E-03 4.414998359E-02
STLBO 300 0.0001 4E-7 1.312896613E-05 1.247355914E+01 5.349641881E+00 3.104611426E+00 8.616013880E+03 1.383986120E+01 9.647694523E-05 1.875626849E-01 2.645402612E+00 7.974020803E-01 2.108457728E+03 2.902810599E-01 5.498346663E+01 9.966933251E+00 1.003073591E-03 3.073590600E-01
STLBO 300 0.0001 6E-7 1.350649648E-05 9.956690161E+00 5.371274844E+00 2.712784384E+00 9.591854180E+03 4.081458203E+00 9.673699243E-05 8.147511695E-02 2.652218593E+00 5.418027701E-01 2.111417422E+03 1.503160678E-01 5.515810938E+01 1.031621876E+01 1.002488214E-03 2.488214159E-01
STLBO 300 0.0001 8E-7 1.223720431E-05 1.841863790E+01 5.253020629E+00 4.854663854E+00 8.376301818E+03 1.623698182E+01 9.645786732E-05 2.073001792E-01 2.637728560E+00 1.085179012E+00 2.103762281E+03 5.123304208E-01 5.800463297E+01 1.600926593E+01 1.005211408E-03 5.211408260E-01
STLBO 300 0.0001 1E-6 1.080836888E-05 2.794420748E+01 5.115334423E+00 7.348505255E+00 7.318835232E+03 2.681164768E+01 9.627958115E-05 3.917502175E-01 2.614878868E+00 1.942042456E+00 2.099203756E+03 7.279047131E-01 6.372565885E+01 2.745131770E+01 1.007252321E-03 7.252320950E-01
