Name T sdV sdI I01med I01er n1med n1er Rsh1med Rsh1er I02med I02er n2med n2er Rsh2med Rsh2er Rsmed Rser Iphmed Ipher
STLBO 300 6E-5 0 1.490105160E-05 6.596559813E-01 5.512510102E+00 1.546607781E-01 9.938578964E+03 6.142103598E-01 9.665447284E-05 3.897422919E-03 2.665573101E+00 4.100872574E-02 2.114307704E+03 1.363360472E-02 5.030272265E+01 6.054452924E-01 1.000111407E-03 1.114070860E-02
STLBO 300 6E-5 2E-7 1.530121077E-05 2.008071811E+00 5.537370507E+00 2.956233064E-01 1.084076826E+04 8.407682640E+00 9.669665731E-05 3.974548470E-02 2.667438779E+00 2.895419925E-02 2.115327966E+03 3.461493543E-02 4.972533717E+01 5.493256664E-01 9.998294808E-04 1.705192460E-02
STLBO 300 6E-5 4E-7 1.433910449E-05 4.405970037E+00 5.438778484E+00 1.490124696E+00 1.095251291E+04 9.525129059E+00 9.651219731E-05 1.510918330E-01 2.649540450E+00 6.422331254E-01 2.110152770E+03 2.101219325E-01 5.336923135E+01 6.738462699E+00 1.001679321E-03 1.679321468E-01
STLBO 300 6E-5 6E-7 1.339199697E-05 1.072002023E+01 5.351162255E+00 3.077073658E+00 1.005261349E+04 5.261349334E-01 9.670822008E-05 5.170801454E-02 2.653727584E+00 4.852156094E-01 2.111567175E+03 1.432342377E-01 5.509942408E+01 1.019884815E+01 1.003353147E-03 3.353146626E-01
STLBO 300 6E-5 8E-7 1.289841265E-05 1.401058235E+01 5.288218343E+00 4.217145258E+00 9.662542430E+03 3.374575702E+00 9.640564080E-05 2.613323191E-01 2.639877783E+00 1.004583163E+00 2.105992566E+03 4.068594739E-01 5.761455805E+01 1.522911610E+01 1.004711620E-03 4.711619526E-01
STLBO 300 6E-5 1E-6 1.066257766E-05 2.891614893E+01 5.053395481E+00 8.470374339E+00 7.581371438E+03 2.418628562E+01 9.614805141E-05 5.278273321E-01 2.612839740E+00 2.018509779E+00 2.095564357E+03 9.000131883E-01 6.515897009E+01 3.031794018E+01 1.009866194E-03 9.866193838E-01
STLBO 300 8E-5 0 1.499126876E-05 5.820826800E-02 5.519381480E+00 3.020293209E-02 1.003479966E+04 3.479965500E-01 9.665929639E-05 1.092890166E-03 2.666692930E+00 9.848759999E-04 2.114577755E+03 8.628012160E-04 5.004526691E+01 9.053382200E-02 1.000045269E-03 4.526907800E-03
STLBO 300 8E-5 2E-7 1.534101551E-05 2.273436740E+00 5.536231472E+00 2.749925372E-01 1.139180324E+04 1.391803238E+01 9.663575450E-05 2.326291395E-02 2.667215200E+00 2.056999950E-02 2.114031214E+03 2.670894677E-02 4.972696672E+01 5.460665580E-01 9.999364455E-04 6.355448000E-03
STLBO 300 8E-5 4E-7 1.480033130E-05 1.331124646E+00 5.490568823E+00 5.520721925E-01 1.084469754E+04 8.446975400E+00 9.671522110E-05 5.895108786E-02 2.667711876E+00 3.919533900E-02 2.114949071E+03 1.669684327E-02 5.064361953E+01 1.287239058E+00 1.000833985E-03 8.339849680E-02
STLBO 300 8E-5 6E-7 1.230108235E-05 1.799278433E+01 5.248316116E+00 4.939874350E+00 8.798776144E+03 1.201223856E+01 9.638500778E-05 2.826786866E-01 2.629937057E+00 1.377360379E+00 2.104184983E+03 4.923407327E-01 5.923932467E+01 1.847864933E+01 1.005245046E-03 5.245046352E-01
STLBO 300 8E-5 8E-7 1.314502378E-05 1.236650815E+01 5.311501723E+00 3.795425039E+00 1.020163717E+04 2.016371746E+00 9.659057340E-05 7.000605824E-02 2.649733785E+00 6.349830832E-01 2.108727167E+03 2.775392160E-01 5.633950245E+01 1.267900491E+01 1.004662727E-03 4.662726520E-01
STLBO 300 8E-5 1E-6 1.031860257E-05 3.120931617E+01 5.008904716E+00 9.276213331E+00 7.297991523E+03 2.702008477E+01 9.627726383E-05 3.941476620E-01 2.606047112E+00 2.273233299E+00 2.096878921E+03 8.378469854E-01 6.703981920E+01 3.407963840E+01 1.011026106E-03 1.102610649E+00
STLBO 300 0.0001 0 1.500002437E-05 1.624560000E-04 5.520221132E+00 1.499474394E-02 1.002362017E+04 2.362017032E-01 9.667503496E-05 1.737558701E-02 2.667925141E+00 4.719278999E-02 2.114937809E+03 1.616428670E-02 4.990719991E+01 1.856001792E-01 1.000056958E-03 5.695829400E-03
STLBO 300 0.0001 2E-7 1.466833281E-05 2.211114597E+00 5.486038410E+00 6.341292991E-01 1.012481115E+04 1.248111473E+00 9.658529393E-05 7.546804596E-02 2.660009730E+00 2.496351255E-01 2.112663976E+03 9.136612573E-02 5.135200461E+01 2.704009228E+00 1.000614636E-03 6.146357300E-02
STLBO 300 0.0001 4E-7 1.381448737E-05 7.903417525E+00 5.396641985E+00 2.253322040E+00 9.945949911E+03 5.405008916E-01 9.651490111E-05 1.482945634E-01 2.651635517E+00 5.636681099E-01 2.109825688E+03 2.255897722E-01 5.394107996E+01 7.882159918E+00 1.002500402E-03 2.500401806E-01
STLBO 300 0.0001 6E-7 1.377991549E-05 8.133896749E+00 5.379745340E+00 2.559362523E+00 1.050003638E+04 5.000363780E+00 9.651698505E-05 1.461385742E-01 2.653676240E+00 4.871409997E-01 2.109821221E+03 2.258010088E-01 5.420674455E+01 8.413489094E+00 1.003025871E-03 3.025871234E-01
STLBO 300 0.0001 8E-7 1.222646567E-05 1.849022887E+01 5.194348824E+00 5.917356911E+00 9.784636633E+03 2.153633667E+00 9.644748106E-05 2.180455210E-01 2.639122751E+00 1.032896834E+00 2.104216394E+03 4.908552972E-01 5.977881503E+01 1.955763005E+01 1.007783883E-03 7.783883252E-01
STLBO 300 0.0001 1E-6 1.203240476E-05 1.978396827E+01 5.191629185E+00 5.966616382E+00 8.603564151E+03 1.396435849E+01 9.638643031E-05 2.812069698E-01 2.628923122E+00 1.415382931E+00 2.103790255E+03 5.110075400E-01 6.060120052E+01 2.120240104E+01 1.007091886E-03 7.091886334E-01
