Name T sdV sdI I01med I01er n1med n1er Rsh1med Rsh1er I02med I02er n2med n2er Rsh2med Rsh2er Rsmed Rser Iphmed Ipher
STLBO 300 2E-5 8E-7 1.182810331E-05 2.114597791E+01 5.178072330E+00 6.212164920E+00 8.775744655E+03 1.224255345E+01 9.653325761E-05 1.293034175E-01 2.635390548E+00 1.172854456E+00 2.105295998E+03 4.398004229E-01 6.063260643E+01 2.126521286E+01 1.007447930E-03 7.447929917E-01
STLBO 300 2E-5 1E-6 1.207607124E-05 1.949285840E+01 5.199294757E+00 5.827773712E+00 9.059618405E+03 9.403815954E+00 9.606175501E-05 6.171072509E-01 2.618267889E+00 1.814954182E+00 2.098109630E+03 7.796463424E-01 6.107790666E+01 2.215581331E+01 1.006804482E-03 6.804482163E-01
STLBO 300 4E-5 0 1.503459777E-05 2.306517733E-01 5.523545888E+00 4.522490419E-02 1.005316983E+04 5.316983288E-01 9.665756793E-05 6.953230266E-04 2.666580043E+00 3.248388375E-03 2.114611366E+03 7.266414011E-04 4.995768399E+01 8.463202360E-02 9.999563410E-04 4.365904300E-03
STLBO 300 4E-5 2E-7 1.511393391E-05 7.595594020E-01 5.521798880E+00 1.358222450E-02 1.072871871E+04 7.287187062E+00 9.658676259E-05 7.394861585E-02 2.663492087E+00 1.190467515E-01 2.113274073E+03 6.251440701E-02 5.027954480E+01 5.590895982E-01 1.000024296E-03 2.429587200E-03
STLBO 300 4E-5 4E-7 1.418479520E-05 5.434698676E+00 5.432974637E+00 1.595246878E+00 1.048355688E+04 4.835568819E+00 9.647381751E-05 1.907985401E-01 2.654357898E+00 4.615788311E-01 2.109535433E+03 2.393160240E-01 5.298985177E+01 5.979703538E+00 1.001629199E-03 1.629198645E-01
STLBO 300 4E-5 6E-7 1.341095847E-05 1.059361022E+01 5.347654792E+00 3.140602584E+00 1.003275551E+04 3.275551250E-01 9.668567938E-05 2.838802372E-02 2.657817071E+00 3.318598432E-01 2.111998809E+03 1.228220696E-01 5.477127111E+01 9.542542217E+00 1.003482076E-03 3.482076438E-01
STLBO 300 4E-5 8E-7 1.201560651E-05 1.989595662E+01 5.193290232E+00 5.936530677E+00 9.080209756E+03 9.197902436E+00 9.621254621E-05 4.611027576E-01 2.625081509E+00 1.559443407E+00 2.100854191E+03 6.498550551E-01 6.084775681E+01 2.169551363E+01 1.006752812E-03 6.752812478E-01
STLBO 300 4E-5 1E-6 1.171171938E-05 2.192187079E+01 5.158599013E+00 6.564875366E+00 8.301143730E+03 1.698856270E+01 9.631541440E-05 3.546781153E-01 2.628818522E+00 1.419305446E+00 2.101503058E+03 6.191698807E-01 6.132950868E+01 2.265901735E+01 1.007929036E-03 7.929035862E-01
STLBO 300 6E-5 0 1.495940714E-05 2.706190640E-01 5.517277722E+00 6.830724724E-02 9.989694400E+03 1.030560019E-01 9.665805804E-05 1.882721018E-04 2.666349606E+00 1.188979575E-02 2.114506466E+03 4.234085849E-03 5.012576625E+01 2.515324928E-01 1.000046865E-03 4.686457400E-03
STLBO 300 6E-5 2E-7 1.502194306E-05 1.462870993E-01 5.513462877E+00 1.374036394E-01 1.054749234E+04 5.474923418E+00 9.667769079E-05 2.012323998E-02 2.666045919E+00 2.327804775E-02 2.114667428E+03 3.377857047E-03 5.028508753E+01 5.701750626E-01 1.000289575E-03 2.895750770E-02
STLBO 300 6E-5 4E-7 1.478010940E-05 1.465937309E+00 5.479946889E+00 7.444619739E-01 1.125461140E+04 1.254611402E+01 9.661092566E-05 4.895015737E-02 2.660621873E+00 2.266797780E-01 2.113034863E+03 7.382673239E-02 5.146343922E+01 2.926878441E+00 1.001113815E-03 1.113815458E-01
STLBO 300 6E-5 6E-7 1.371606616E-05 8.559558952E+00 5.378727055E+00 2.577806206E+00 1.042027633E+04 4.202763267E+00 9.661058083E-05 4.930690761E-02 2.653589637E+00 4.903886152E-01 2.110611081E+03 1.884482421E-01 5.437066025E+01 8.741320498E+00 1.003014640E-03 3.014640356E-01
STLBO 300 6E-5 8E-7 1.290607650E-05 1.395948999E+01 5.282585810E+00 4.319164505E+00 1.000671224E+04 6.712242750E-02 9.630026010E-05 3.703563442E-01 2.637534251E+00 1.092465589E+00 2.104263583E+03 4.886236709E-01 5.777684600E+01 1.555369200E+01 1.005108221E-03 5.108221196E-01
STLBO 300 6E-5 1E-6 1.103654027E-05 2.642306487E+01 5.081328615E+00 7.964435459E+00 7.835495270E+03 2.164504730E+01 9.620256826E-05 4.714256714E-01 2.615161935E+00 1.931427456E+00 2.097584362E+03 8.044864244E-01 6.436963435E+01 2.873926870E+01 1.009558189E-03 9.558189069E-01
STLBO 300 8E-5 0 1.499823545E-05 1.176369867E-02 5.520021270E+00 1.861474622E-02 1.003644043E+04 3.644042540E-01 9.665500696E-05 3.344831852E-03 2.666796860E+00 4.882222874E-03 2.114544029E+03 2.457713908E-03 5.000991477E+01 1.982954500E-02 1.000031505E-03 3.150503300E-03
STLBO 300 8E-5 2E-7 1.523164407E-05 1.544293778E+00 5.529309278E+00 1.496142971E-01 1.108932049E+04 1.089320486E+01 9.663865834E-05 2.025867375E-02 2.666541332E+00 4.700060249E-03 2.114027473E+03 2.688585337E-02 4.992321247E+01 1.535750608E-01 9.999810545E-04 1.894553600E-03
STLBO 300 8E-5 4E-7 1.469892488E-05 2.007167460E+00 5.475654056E+00 8.222158997E-01 1.102802274E+04 1.028022737E+01 9.661442943E-05 4.532525441E-02 2.662541886E+00 1.546792699E-01 2.112807899E+03 8.455994005E-02 5.137091488E+01 2.741829761E+00 1.001146206E-03 1.146206351E-01
STLBO 300 8E-5 6E-7 1.301355210E-05 1.324298599E+01 5.313829699E+00 3.753259575E+00 9.490933707E+03 5.090662932E+00 9.653612915E-05 1.263326042E-01 2.643971983E+00 8.510506559E-01 2.108105888E+03 3.069197241E-01 5.667838142E+01 1.335676283E+01 1.004143048E-03 4.143048492E-01
STLBO 300 8E-5 8E-7 1.261203096E-05 1.591979362E+01 5.261211682E+00 4.706303409E+00 9.594926481E+03 4.050735192E+00 9.639135004E-05 2.761171556E-01 2.638448099E+00 1.058196311E+00 2.104294805E+03 4.871472092E-01 5.830229899E+01 1.660459798E+01 1.005312418E-03 5.312417855E-01
STLBO 300 8E-5 1E-6 1.157534127E-05 2.283105818E+01 5.133190672E+00 7.025083946E+00 8.608085280E+03 1.391914720E+01 9.639377758E-05 2.736056898E-01 2.620741421E+00 1.722196731E+00 2.102163637E+03 5.879308847E-01 6.297482019E+01 2.594964038E+01 1.008290069E-03 8.290068592E-01
STLBO 300 0.0001 0 1.500082318E-05 5.487892000E-03 5.519798026E+00 2.265824828E-02 1.006974326E+04 6.974325730E-01 9.665976158E-05 1.574165327E-03 2.666415267E+00 9.427501124E-03 2.114543502E+03 2.482669030E-03 5.006326840E+01 1.265367998E-01 1.000031178E-03 3.117797700E-03
STLBO 300 0.0001 2E-7 1.485002624E-05 9.998250973E-01 5.500945175E+00 3.641305146E-01 1.033383111E+04 3.338311145E+00 9.661559488E-05 4.411950527E-02 2.662046346E+00 1.732620360E-01 2.113308244E+03 6.089846429E-02 5.092687475E+01 1.853749506E+00 1.000332318E-03 3.323175690E-02
STLBO 300 0.0001 4E-7 1.354914591E-05 9.672360589E+00 5.370485302E+00 2.727084969E+00 9.976318359E+03 2.368164143E-01 9.648658679E-05 1.775877905E-01 2.647583586E+00 7.156155434E-01 2.108621832E+03 2.825205193E-01 5.489879633E+01 9.797592668E+00 1.002909101E-03 2.909100723E-01
STLBO 300 0.0001 6E-7 1.346069864E-05 1.026200904E+01 5.347199266E+00 3.148853286E+00 1.033604463E+04 3.360446323E+00 9.662689465E-05 3.242907433E-02 2.652824288E+00 5.190892211E-01 2.110887297E+03 1.753858742E-01 5.525805938E+01 1.051611876E+01 1.003550084E-03 3.550084410E-01
STLBO 300 0.0001 8E-7 1.247412032E-05 1.683919785E+01 5.232926978E+00 5.218610115E+00 9.473888989E+03 5.261110113E+00 9.649901571E-05 1.647291673E-01 2.645272287E+00 8.022892364E-01 2.106601369E+03 3.780689474E-01 5.820144080E+01 1.640288160E+01 1.006847026E-03 6.847026217E-01
STLBO 300 0.0001 1E-6 1.159927876E-05 2.267147494E+01 5.138712276E+00 6.925073888E+00 8.483968549E+03 1.516031451E+01 9.641440803E-05 2.522619850E-01 2.627917010E+00 1.453112121E+00 2.103386186E+03 5.301160860E-01 6.183264964E+01 2.366529928E+01 1.008657004E-03 8.657004324E-01
