Fe B nFsrh nFBsrh dnsrh nF nFB dn
1.033324570E+01 1.674996808E+01 1.168491309E+00 1.199386443E+0 -3.089513400E-02 1.168491309E+00 1.199386443E+0 -3.089513400E-02
1.033324570E+01 1.700000000E+01 1.173569633E+00 1.200305247E+0 -2.673561400E-02 1.173569633E+00 1.200305247E+0 -2.673561400E-02
1.049996187E+01 1.500000000E+01 1.143395682E+00 1.129278512E+0 1.411717000E-02 1.143395682E+00 1.129278512E+0 1.411717000E-02
1.049996187E+01 1.524993176E+01 1.151954679E+00 1.153324555E+0 -1.369876000E-03 1.151954679E+00 1.153324555E+0 -1.369876000E-03
1.049996187E+01 1.549996187E+01 1.159066979E+00 1.171244126E+0 -1.217714700E-02 1.159066979E+00 1.171244126E+0 -1.217714700E-02
1.049996187E+01 1.574996808E+01 1.164008017E+00 1.183288680E+0 -1.928066300E-02 1.164008017E+00 1.183288680E+0 -1.928066300E-02
1.049996187E+01 1.600000000E+01 1.168472292E+00 1.190837256E+0 -2.236496400E-02 1.168472292E+00 1.190837256E+0 -2.236496400E-02
1.049996187E+01 1.624993176E+01 1.172363805E+00 1.195360025E+0 -2.299622000E-02 1.172363805E+00 1.195360025E+0 -2.299622000E-02
1.049996187E+01 1.649996187E+01 1.175908786E+00 1.198000008E+0 -2.209122200E-02 1.175908786E+00 1.198000008E+0 -2.209122200E-02
1.049996187E+01 1.674996808E+01 1.179455378E+00 1.199515949E+0 -2.006057100E-02 1.179455378E+00 1.199515949E+0 -2.006057100E-02
1.049996187E+01 1.700000000E+01 1.175492530E+00 1.200378720E+0 -2.488619000E-02 1.175492530E+00 1.200378720E+0 -2.488619000E-02
1.066670514E+01 1.500000000E+01 1.143926206E+00 1.132214046E+0 1.171216000E-02 1.143926206E+00 1.132214046E+0 1.171216000E-02
1.066670514E+01 1.524993176E+01 1.152906611E+00 1.155629471E+0 -2.722860000E-03 1.152906611E+00 1.155629471E+0 -2.722860000E-03
1.066670514E+01 1.549996187E+01 1.159265752E+00 1.172851849E+0 -1.358609700E-02 1.159265752E+00 1.172851849E+0 -1.358609700E-02
1.066670514E+01 1.574996808E+01 1.164278232E+00 1.184320549E+0 -2.004231700E-02 1.164278232E+00 1.184320549E+0 -2.004231700E-02
1.066670514E+01 1.600000000E+01 1.168812207E+00 1.191464787E+0 -2.265258000E-02 1.168812207E+00 1.191464787E+0 -2.265258000E-02
1.066670514E+01 1.624993176E+01 1.172868621E+00 1.195729380E+0 -2.286075900E-02 1.172868621E+00 1.195729380E+0 -2.286075900E-02
1.066670514E+01 1.649996187E+01 1.176617313E+00 1.198213175E+0 -2.159586200E-02 1.176617313E+00 1.198213175E+0 -2.159586200E-02
1.066670514E+01 1.674996808E+01 1.180486816E+00 1.199637605E+0 -1.915078900E-02 1.180486816E+00 1.199637605E+0 -1.915078900E-02
1.066670514E+01 1.700000000E+01 1.186679695E+00 1.200447702E+0 -1.376800700E-02 1.186679695E+00 1.200447702E+0 -1.376800700E-02
1.083333839E+01 1.500000000E+01 1.144436849E+00 1.135089672E+0 9.347177000E-03 1.144436849E+00 1.135089672E+0 9.347177000E-03
1.083333839E+01 1.524993176E+01 1.153651492E+00 1.157854053E+0 -4.202561000E-03 1.153651492E+00 1.157854053E+0 -4.202561000E-03
1.083333839E+01 1.549996187E+01 1.159420476E+00 1.174386671E+0 -1.496619500E-02 1.159420476E+00 1.174386671E+0 -1.496619500E-02
1.083333839E+01 1.574996808E+01 1.164478296E+00 1.185298485E+0 -2.082018900E-02 1.164478296E+00 1.185298485E+0 -2.082018900E-02
1.083333839E+01 1.600000000E+01 1.169057151E+00 1.192056827E+0 -2.299967600E-02 1.169057151E+00 1.192056827E+0 -2.299967600E-02
1.083333839E+01 1.624993176E+01 1.173224549E+00 1.196076902E+0 -2.285235300E-02 1.173224549E+00 1.196076902E+0 -2.285235300E-02
1.083333839E+01 1.649996187E+01 1.177111715E+00 1.198413426E+0 -2.130171100E-02 1.177111715E+00 1.198413426E+0 -2.130171100E-02
1.083333839E+01 1.674996808E+01 1.181203217E+00 1.199751787E+0 -1.854857000E-02 1.181203217E+00 1.199751787E+0 -1.854857000E-02
1.083333839E+01 1.700000000E+01 1.187698577E+00 1.200512412E+0 -1.281383500E-02 1.187698577E+00 1.200512412E+0 -1.281383500E-02
1.100000000E+01 1.500000000E+01 1.144998730E+00 1.137903827E+0 7.094903000E-03 1.144998730E+00 1.137903827E+0 7.094903000E-03
1.100000000E+01 1.524993176E+01 1.153768821E+00 1.159999873E+0 -6.231052000E-03 1.153768821E+00 1.159999873E+0 -6.231052000E-03
1.100000000E+01 1.549996187E+01 1.159553233E+00 1.175851705E+0 -1.629847200E-02 1.159553233E+00 1.175851705E+0 -1.629847200E-02
1.100000000E+01 1.574996808E+01 1.164636937E+00 1.186225512E+0 -2.158857500E-02 1.164636937E+00 1.186225512E+0 -2.158857500E-02
1.100000000E+01 1.600000000E+01 1.169242459E+00 1.192615646E+0 -2.337318700E-02 1.169242459E+00 1.192615646E+0 -2.337318700E-02
1.100000000E+01 1.624993176E+01 1.173482532E+00 1.196404088E+0 -2.292155600E-02 1.173482532E+00 1.196404088E+0 -2.292155600E-02
1.100000000E+01 1.649996187E+01 1.177461966E+00 1.198601678E+0 -2.113971200E-02 1.177461966E+00 1.198601678E+0 -2.113971200E-02
1.100000000E+01 1.674996808E+01 1.181704119E+00 1.199859037E+0 -1.815491800E-02 1.181704119E+00 1.199859037E+0 -1.815491800E-02
1.100000000E+01 1.700000000E+01 1.188407018E+00 1.200573165E+0 -1.216614700E-02 1.188407018E+00 1.200573165E+0 -1.216614700E-02
1.116672606E+01 1.500000000E+01 1.145690814E+00 1.140653492E+0 5.037322000E-03 1.145690814E+00 1.140653492E+0 5.037322000E-03
1.116672606E+01 1.524993176E+01 1.153898720E+00 1.162067329E+0 -8.168609000E-03 1.153898720E+00 1.162067329E+0 -8.168609000E-03
1.116672606E+01 1.549996187E+01 1.159682160E+00 1.177249107E+0 -1.756694700E-02 1.159682160E+00 1.177249107E+0 -1.756694700E-02
1.116672606E+01 1.574996808E+01 1.164776288E+00 1.187103942E+0 -2.232765400E-02 1.164776288E+00 1.187103942E+0 -2.232765400E-02
1.116672606E+01 1.600000000E+01 1.169394332E+00 1.193143026E+0 -2.374869400E-02 1.169394332E+00 1.193143026E+0 -2.374869400E-02
1.116672606E+01 1.624993176E+01 1.173679305E+00 1.196712125E+0 -2.303282000E-02 1.173679305E+00 1.196712125E+0 -2.303282000E-02
1.116672606E+01 1.649996187E+01 1.177718004E+00 1.198778666E+0 -2.106066200E-02 1.177718004E+00 1.198778666E+0 -2.106066200E-02
1.116672606E+01 1.674996808E+01 1.182060316E+00 1.199959788E+0 -1.789947200E-02 1.182060316E+00 1.199959788E+0 -1.789947200E-02
1.116672606E+01 1.700000000E+01 1.188903621E+00 1.200630210E+0 -1.172658900E-02 1.188903621E+00 1.200630210E+0 -1.172658900E-02
1.133324570E+01 1.500000000E+01 1.146333478E+00 1.143331135E+0 3.002343000E-03 1.146333478E+00 1.143331135E+0 3.002343000E-03
1.133324570E+01 1.524993176E+01 1.154055562E+00 1.164053473E+0 -9.997911000E-03 1.154055562E+00 1.164053473E+0 -9.997911000E-03
1.133324570E+01 1.549996187E+01 1.159823215E+00 1.178578685E+0 -1.875547000E-02 1.159823215E+00 1.178578685E+0 -1.875547000E-02
1.133324570E+01 1.574996808E+01 1.164914538E+00 1.187934525E+0 -2.301998700E-02 1.164914538E+00 1.187934525E+0 -2.301998700E-02
1.133324570E+01 1.600000000E+01 1.169533173E+00 1.193639773E+0 -2.410660000E-02 1.169533173E+00 1.193639773E+0 -2.410660000E-02
1.133324570E+01 1.624993176E+01 1.173842206E+00 1.197001614E+0 -2.315940800E-02 1.173842206E+00 1.197001614E+0 -2.315940800E-02
1.133324570E+01 1.649996187E+01 1.177915869E+00 1.198944779E+0 -2.102891000E-02 1.177915869E+00 1.198944779E+0 -2.102891000E-02
1.133324570E+01 1.674996808E+01 1.188971323E+00 1.200054278E+0 -1.108295500E-02 1.188971323E+00 1.200054278E+0 -1.108295500E-02
1.133324570E+01 1.700000000E+01 1.199457641E+00 1.200683688E+0 -1.226047000E-03 1.199457641E+00 1.200683688E+0 -1.226047000E-03
1.149996187E+01 1.500000000E+01 1.146620216E+00 1.145940522E+0 6.796940000E-04 1.146620216E+00 1.145940522E+0 6.796940000E-04
1.149996187E+01 1.524993176E+01 1.154254865E+00 1.165963717E+0 -1.170885200E-02 1.154254865E+00 1.165963717E+0 -1.170885200E-02
1.149996187E+01 1.549996187E+01 1.159991243E+00 1.179845723E+0 -1.985448000E-02 1.159991243E+00 1.179845723E+0 -1.985448000E-02
1.149996187E+01 1.574996808E+01 1.165067222E+00 1.188721356E+0 -2.365413400E-02 1.165067222E+00 1.188721356E+0 -2.365413400E-02
1.149996187E+01 1.600000000E+01 1.169675507E+00 1.194108653E+0 -2.443314600E-02 1.169675507E+00 1.194108653E+0 -2.443314600E-02
1.149996187E+01 1.624993176E+01 1.173991958E+00 1.197274279E+0 -2.328232100E-02 1.173991958E+00 1.197274279E+0 -2.328232100E-02
1.149996187E+01 1.649996187E+01 1.180880327E+00 1.199101045E+0 -1.822071800E-02 1.180880327E+00 1.199101045E+0 -1.822071800E-02
1.149996187E+01 1.674996808E+01 1.192928051E+00 1.200143104E+0 -7.215053000E-03 1.192928051E+00 1.200143104E+0 -7.215053000E-03
1.149996187E+01 1.700000000E+01 1.200140660E+00 1.200733940E+0 -5.932800000E-04 1.200140660E+00 1.200733940E+0 -5.932800000E-04
1.166670514E+01 1.500000000E+01 1.146988906E+00 1.148476560E+0 -1.487654000E-03 1.146988906E+00 1.148476560E+0 -1.487654000E-03
1.166670514E+01 1.524993176E+01 1.154510194E+00 1.167796821E+0 -1.328662700E-02 1.154510194E+00 1.167796821E+0 -1.328662700E-02
1.166670514E+01 1.549996187E+01 1.160199702E+00 1.181050929E+0 -2.085122700E-02 1.160199702E+00 1.181050929E+0 -2.085122700E-02
1.166670514E+01 1.574996808E+01 1.165247741E+00 1.189465583E+0 -2.421784200E-02 1.165247741E+00 1.189465583E+0 -2.421784200E-02
1.166670514E+01 1.600000000E+01 1.169834797E+00 1.194550630E+0 -2.471583300E-02 1.169834797E+00 1.194550630E+0 -2.471583300E-02
1.166670514E+01 1.624993176E+01 1.174144511E+00 1.197530784E+0 -2.338627300E-02 1.174144511E+00 1.197530784E+0 -2.338627300E-02
1.166670514E+01 1.649996187E+01 1.188494873E+00 1.199247880E+0 -1.075300700E-02 1.188494873E+00 1.199247880E+0 -1.075300700E-02
1.166670514E+01 1.674996808E+01 1.193116873E+00 1.200226514E+0 -7.109641000E-03 1.193116873E+00 1.200226514E+0 -7.109641000E-03
1.166670514E+01 1.700000000E+01 1.200367028E+00 1.200781110E+0 -4.140820000E-04 1.200367028E+00 1.200781110E+0 -4.140820000E-04
1.183333839E+01 1.500000000E+01 1.147448034E+00 1.150935344E+0 -3.487310000E-03 1.147448034E+00 1.150935344E+0 -3.487310000E-03
1.183333839E+01 1.524993176E+01 1.154832237E+00 1.169552429E+0 -1.472019200E-02 1.154832237E+00 1.169552429E+0 -1.472019200E-02
1.183333839E+01 1.549996187E+01 1.160360988E+00 1.182195513E+0 -2.183452500E-02 1.160360988E+00 1.182195513E+0 -2.183452500E-02
1.183333839E+01 1.574996808E+01 1.165466353E+00 1.190168611E+0 -2.470225800E-02 1.165466353E+00 1.190168611E+0 -2.470225800E-02
1.183333839E+01 1.600000000E+01 1.170021100E+00 1.194966794E+0 -2.494569400E-02 1.170021100E+00 1.194966794E+0 -2.494569400E-02
1.183333839E+01 1.624993176E+01 1.174311347E+00 1.197771852E+0 -2.346050500E-02 1.174311347E+00 1.197771852E+0 -2.346050500E-02
1.183333839E+01 1.649996187E+01 1.188665834E+00 1.199385727E+0 -1.071989300E-02 1.188665834E+00 1.199385727E+0 -1.071989300E-02
1.183333839E+01 1.674996808E+01 1.193290184E+00 1.200304770E+0 -7.014586000E-03 1.193290184E+00 1.200304770E+0 -7.014586000E-03
1.183333839E+01 1.700000000E+01 1.200557542E+00 1.200825349E+0 -2.678070000E-04 1.200557542E+00 1.200825349E+0 -2.678070000E-04
1.200000000E+01 1.500000000E+01 1.147998964E+00 1.153317505E+0 -5.318541000E-03 1.147998964E+00 1.153317505E+0 -5.318541000E-03
1.200000000E+01 1.524993176E+01 1.155224014E+00 1.171233356E+0 -1.600934200E-02 1.155224014E+00 1.171233356E+0 -1.600934200E-02
1.200000000E+01 1.549996187E+01 1.160661304E+00 1.183282654E+0 -2.262135000E-02 1.160661304E+00 1.183282654E+0 -2.262135000E-02
1.200000000E+01 1.574996808E+01 1.165727984E+00 1.190832984E+0 -2.510500000E-02 1.165727984E+00 1.190832984E+0 -2.510500000E-02
1.200000000E+01 1.600000000E+01 1.170239593E+00 1.195358880E+0 -2.511928700E-02 1.170239593E+00 1.195358880E+0 -2.511928700E-02
1.200000000E+01 1.624993176E+01 1.181627048E+00 1.197998568E+0 -1.637152000E-02 1.181627048E+00 1.197998568E+0 -1.637152000E-02
1.200000000E+01 1.649996187E+01 1.188847593E+00 1.199515235E+0 -1.066764200E-02 1.188847593E+00 1.199515235E+0 -1.066764200E-02
1.200000000E+01 1.674996808E+01 1.193460605E+00 1.200378249E+0 -6.917644000E-03 1.193460605E+00 1.200378249E+0 -6.917644000E-03
1.200000000E+01 1.700000000E+01 1.200729749E+00 1.200866875E+0 -1.371260000E-04 1.200729749E+00 1.200866875E+0 -1.371260000E-04
1.216672606E+01 1.500000000E+01 1.148616105E+00 1.155622423E+0 -7.006318000E-03 1.148616105E+00 1.155622423E+0 -7.006318000E-03
1.216672606E+01 1.524993176E+01 1.155678286E+00 1.172841393E+0 -1.716310700E-02 1.155678286E+00 1.172841393E+0 -1.716310700E-02
1.216672606E+01 1.549996187E+01 1.161013670E+00 1.184314728E+0 -2.330105800E-02 1.161013670E+00 1.184314728E+0 -2.330105800E-02
1.216672606E+01 1.574996808E+01 1.166029879E+00 1.191460691E+0 -2.543081200E-02 1.166029879E+00 1.191460691E+0 -2.543081200E-02
1.216672606E+01 1.600000000E+01 1.170488665E+00 1.195728265E+0 -2.523960000E-02 1.170488665E+00 1.195728265E+0 -2.523960000E-02
1.216672606E+01 1.624993176E+01 1.184872250E+00 1.198211800E+0 -1.333955000E-02 1.184872250E+00 1.198211800E+0 -1.333955000E-02
1.216672606E+01 1.649996187E+01 1.189042644E+00 1.199636922E+0 -1.059427800E-02 1.189042644E+00 1.199636922E+0 -1.059427800E-02
1.216672606E+01 1.674996808E+01 1.193633625E+00 1.200447253E+0 -6.813628000E-03 1.193633625E+00 1.200447253E+0 -6.813628000E-03
1.216672606E+01 1.700000000E+01 1.212009473E+00 1.200905860E+0 1.110361300E-02 1.212009473E+00 1.200905860E+0 1.110361300E-02
1.233324570E+01 1.500000000E+01 1.149205990E+00 1.157845761E+0 -8.639771000E-03 1.149205990E+00 1.157845761E+0 -8.639771000E-03
1.233324570E+01 1.524993176E+01 1.156102540E+00 1.174375665E+0 -1.827312500E-02 1.156102540E+00 1.174375665E+0 -1.827312500E-02
1.233324570E+01 1.549996187E+01 1.161245986E+00 1.185292317E+0 -2.404633100E-02 1.161245986E+00 1.185292317E+0 -2.404633100E-02
1.233324570E+01 1.574996808E+01 1.166189206E+00 1.192052569E+0 -2.586336300E-02 1.166189206E+00 1.192052569E+0 -2.586336300E-02
1.233324570E+01 1.600000000E+01 1.179655948E+00 1.196075623E+0 -1.641967500E-02 1.179655948E+00 1.196075623E+0 -1.641967500E-02
1.233324570E+01 1.624993176E+01 1.185091560E+00 1.198412001E+0 -1.332044100E-02 1.185091560E+00 1.198412001E+0 -1.332044100E-02
1.233324570E+01 1.649996187E+01 1.189318998E+00 1.199751070E+0 -1.043207200E-02 1.189318998E+00 1.199751070E+0 -1.043207200E-02
1.233324570E+01 1.674996808E+01 1.200918413E+00 1.200511948E+0 4.064650000E-04 1.200918413E+00 1.200511948E+0 4.064650000E-04
1.233324570E+01 1.700000000E+01 1.220551456E+00 1.200942399E+0 1.960905700E-02 1.220551456E+00 1.200942399E+0 1.960905700E-02
1.249996187E+01 1.500000000E+01 1.149729221E+00 1.159992571E+0 -1.026335000E-02 1.149729221E+00 1.159992571E+0 -1.026335000E-02
1.249996187E+01 1.524993176E+01 1.156500725E+00 1.175841674E+0 -1.934094900E-02 1.156500725E+00 1.175841674E+0 -1.934094900E-02
1.249996187E+01 1.549996187E+01 1.161569621E+00 1.186219963E+0 -2.465034200E-02 1.161569621E+00 1.186219963E+0 -2.465034200E-02
1.249996187E+01 1.574996808E+01 1.169142704E+00 1.192611806E+0 -2.346910200E-02 1.169142704E+00 1.192611806E+0 -2.346910200E-02
1.249996187E+01 1.600000000E+01 1.181092835E+00 1.196402988E+0 -1.531015300E-02 1.181092835E+00 1.196402988E+0 -1.531015300E-02
1.249996187E+01 1.624993176E+01 1.185411041E+00 1.198600399E+0 -1.318935800E-02 1.185411041E+00 1.198600399E+0 -1.318935800E-02
1.249996187E+01 1.649996187E+01 1.189221479E+00 1.199858398E+0 -1.063691900E-02 1.189221479E+00 1.199858398E+0 -1.063691900E-02
1.249996187E+01 1.674996808E+01 1.211145204E+00 1.200572748E+0 1.057245600E-02 1.211145204E+00 1.200572748E+0 1.057245600E-02
1.249996187E+01 1.700000000E+01 1.224995511E+00 1.200976730E+0 2.401878100E-02 1.224995511E+00 1.200976730E+0 2.401878100E-02
1.266670514E+01 1.500000000E+01 1.150171927E+00 1.162060510E+0 -1.188858300E-02 1.150171927E+00 1.162060510E+0 -1.188858300E-02
1.266670514E+01 1.524993176E+01 1.156800391E+00 1.177239689E+0 -2.043929800E-02 1.156800391E+00 1.177239689E+0 -2.043929800E-02
1.266670514E+01 1.549996187E+01 1.162022495E+00 1.187098775E+0 -2.507628000E-02 1.162022495E+00 1.187098775E+0 -2.507628000E-02
1.266670514E+01 1.574996808E+01 1.176806807E+00 1.193139456E+0 -1.633264900E-02 1.176806807E+00 1.193139456E+0 -1.633264900E-02
1.266670514E+01 1.600000000E+01 1.181470594E+00 1.196711121E+0 -1.524052700E-02 1.181470594E+00 1.196711121E+0 -1.524052700E-02
1.266670514E+01 1.624993176E+01 1.185743105E+00 1.198777482E+0 -1.303437700E-02 1.185743105E+00 1.198777482E+0 -1.303437700E-02
1.266670514E+01 1.649996187E+01 1.203942695E+00 1.199959198E+0 3.983497000E-03 1.203942695E+00 1.199959198E+0 3.983497000E-03
1.266670514E+01 1.674996808E+01 1.217679224E+00 1.200629825E+0 1.704939900E-02 1.217679224E+00 1.200629825E+0 1.704939900E-02
1.266670514E+01 1.700000000E+01 1.225180290E+00 1.201008949E+0 2.417134100E-02 1.225180290E+00 1.201008949E+0 2.417134100E-02
1.283333839E+01 1.500000000E+01 1.150484776E+00 1.164048247E+0 -1.356347100E-02 1.150484776E+00 1.164048247E+0 -1.356347100E-02
1.283333839E+01 1.524993176E+01 1.157398730E+00 1.178570601E+0 -2.117187100E-02 1.157398730E+00 1.178570601E+0 -2.117187100E-02
1.283333839E+01 1.549996187E+01 1.172123982E+00 1.187930187E+0 -1.580620500E-02 1.172123982E+00 1.187930187E+0 -1.580620500E-02
1.283333839E+01 1.574996808E+01 1.177083239E+00 1.193636736E+0 -1.655349700E-02 1.177083239E+00 1.193636736E+0 -1.655349700E-02
1.283333839E+01 1.600000000E+01 1.181733885E+00 1.197000860E+0 -1.526697500E-02 1.181733885E+00 1.197000860E+0 -1.526697500E-02
1.283333839E+01 1.624993176E+01 1.196697940E+00 1.198943776E+0 -2.245836000E-03 1.196697940E+00 1.198943776E+0 -2.245836000E-03
1.283333839E+01 1.649996187E+01 1.212987641E+00 1.200053786E+0 1.293385500E-02 1.212987641E+00 1.200053786E+0 1.293385500E-02
1.283333839E+01 1.674996808E+01 1.217876788E+00 1.200683361E+0 1.719342700E-02 1.217876788E+00 1.200683361E+0 1.719342700E-02
1.283333839E+01 1.700000000E+01 1.237373260E+00 1.201039163E+0 3.633409700E-02 1.237373260E+00 1.201039163E+0 3.633409700E-02
1.300000000E+01 1.500000000E+01 1.150534795E+00 1.165958088E+0 -1.542329300E-02 1.150534795E+00 1.165958088E+0 -1.542329300E-02
1.300000000E+01 1.524993176E+01 1.16316255E+00 1.179837628E+0 -1.667507800E-02 1.16316255E+00 1.179837628E+0 -1.667507800E-02
1.300000000E+01 1.549996187E+01 1.172266633E+00 1.188717002E+0 -1.645036900E-02 1.172266633E+00 1.188717002E+0 -1.645036900E-02
1.300000000E+01 1.574996808E+01 1.177220356E+00 1.194105641E+0 -1.688528500E-02 1.177220356E+00 1.194105641E+0 -1.688528500E-02
1.300000000E+01 1.600000000E+01 1.190762473E+00 1.197273484E+0 -6.511011000E-03 1.190762473E+00 1.197273484E+0 -6.511011000E-03
1.300000000E+01 1.624993176E+01 1.209161171E+00 1.199100053E+0 1.006111800E-02 1.209161171E+00 1.199100053E+0 1.006111800E-02
1.300000000E+01 1.649996187E+01 1.213178056E+00 1.200142615E+0 1.303544100E-02 1.213178056E+00 1.200142615E+0 1.303544100E-02
1.300000000E+01 1.674996808E+01 1.229877370E+00 1.200733618E+0 2.914375200E-02 1.229877370E+00 1.200733618E+0 2.914375200E-02
1.300000000E+01 1.700000000E+01 1.237513468E+00 1.201067519E+0 3.644594900E-02 1.237513468E+00 1.201067519E+0 3.644594900E-02
