N_Fe N_B T n_Fe n_Fe_calk n_Fe n_Fe_calk
4.642000041E+10 1.000000000E+16 300 1.174109258E+00 1.174109258E+00 1.182812325E+0 1.182812325E+0
4.642000041E+10 1.000000000E+16 305 1.180526998E+00 1.180526998E+00 1.185484565E+0 1.185484565E+0
4.642000041E+10 1.000000000E+16 310 1.182228769E+00 1.182228769E+00 1.187783044E+0 1.187783044E+0
4.642000041E+10 1.000000000E+16 315 1.182895856E+00 1.182895856E+00 1.189380778E+0 1.189380778E+0
4.642000041E+10 1.000000000E+16 320 1.186794511E+00 1.186794511E+00 1.189711579E+0 1.189711579E+0
4.642000041E+10 1.000000000E+16 325 1.189255320E+00 1.189255320E+00 1.187859038E+0 1.187859038E+0
4.642000041E+10 1.000000000E+16 330 1.179856041E+00 1.179856041E+00 1.182492418E+0 1.182492418E+0
4.642000041E+10 1.000000000E+16 335 1.165726692E+00 1.165726692E+00 1.172019488E+0 1.172019488E+0
4.642000041E+10 1.000000000E+16 340 1.152191205E+00 1.152191205E+00 1.155202791E+0 1.155202791E+0
6.813000017E+10 1.000000000E+16 290 1.169531677E+00 1.169531677E+00 1.176992988E+0 1.176992988E+0
6.813000017E+10 1.000000000E+16 295 1.176678426E+00 1.176678426E+00 1.179966952E+0 1.179966952E+0
6.813000017E+10 1.000000000E+16 300 1.174153938E+00 1.174153938E+00 1.182854923E+0 1.182854923E+0
6.813000017E+10 1.000000000E+16 305 1.180589939E+00 1.180589939E+00 1.185571679E+0 1.185571679E+0
6.813000017E+10 1.000000000E+16 310 1.182458514E+00 1.182458514E+00 1.187956566E+0 1.187956566E+0
6.813000017E+10 1.000000000E+16 315 1.183200817E+00 1.183200817E+00 1.189716733E+0 1.189716733E+0
6.813000017E+10 1.000000000E+16 320 1.186948430E+00 1.186948430E+00 1.190340976E+0 1.190340976E+0
6.813000017E+10 1.000000000E+16 325 1.189471863E+00 1.189471863E+00 1.188990636E+0 1.188990636E+0
6.813000017E+10 1.000000000E+16 330 1.180114798E+00 1.180114798E+00 1.184418309E+0 1.184418309E+0
6.813000017E+10 1.000000000E+16 335 1.166613150E+00 1.166613150E+00 1.175059728E+0 1.175059728E+0
6.813000017E+10 1.000000000E+16 340 1.152404219E+00 1.152404219E+00 1.159539981E+0 1.159539981E+0
1.000000000E+11 1.000000000E+16 290 1.169566057E+00 1.169566057E+00 1.177001002E+0 1.177001002E+0
1.000000000E+11 1.000000000E+16 295 1.176727776E+00 1.176727776E+00 1.179984253E+0 1.179984253E+0
1.000000000E+11 1.000000000E+16 300 1.174218061E+00 1.174218061E+00 1.182891314E+0 1.182891314E+0
1.000000000E+11 1.000000000E+16 305 1.180680192E+00 1.180680192E+00 1.185646291E+0 1.185646291E+0
1.000000000E+11 1.000000000E+16 310 1.182793887E+00 1.182793887E+00 1.188105611E+0 1.188105611E+0
1.000000000E+11 1.000000000E+16 315 1.183645402E+00 1.183645402E+00 1.190006322E+0 1.190006322E+0
1.000000000E+11 1.000000000E+16 320 1.187167866E+00 1.187167866E+00 1.190886100E+0 1.190886100E+0
1.000000000E+11 1.000000000E+16 325 1.189780229E+00 1.189780229E+00 1.189977482E+0 1.189977482E+0
1.000000000E+11 1.000000000E+16 330 1.180481614E+00 1.180481614E+00 1.186115102E+0 1.186115102E+0
1.000000000E+11 1.000000000E+16 335 1.167859621E+00 1.167859621E+00 1.177778803E+0 1.177778803E+0
1.000000000E+11 1.000000000E+16 340 1.152707610E+00 1.152707610E+00 1.163500639E+0 1.163500639E+0
1.468000015E+11 1.000000000E+16 290 1.169614948E+00 1.169614948E+00 1.177007847E+0 1.177007847E+0
1.468000015E+11 1.000000000E+16 295 1.176797910E+00 1.176797910E+00 1.179999066E+0 1.179999066E+0
1.468000015E+11 1.000000000E+16 300 1.174309100E+00 1.174309100E+00 1.182922542E+0 1.182922542E+0
1.468000015E+11 1.000000000E+16 305 1.180808120E+00 1.180808120E+00 1.185710469E+0 1.185710469E+0
1.468000015E+11 1.000000000E+16 310 1.183282268E+00 1.183282268E+00 1.188234159E+0 1.188234159E+0
1.468000015E+11 1.000000000E+16 315 1.184291538E+00 1.184291538E+00 1.190256901E+0 1.190256901E+0
1.468000015E+11 1.000000000E+16 320 1.187477761E+00 1.187477761E+00 1.191359842E+0 1.191359842E+0
1.468000015E+11 1.000000000E+16 325 1.190214190E+00 1.190214190E+00 1.190840424E+0 1.190840424E+0
1.468000015E+11 1.000000000E+16 330 1.180997484E+00 1.180997484E+00 1.187612507E+0 1.187612507E+0
1.468000015E+11 1.000000000E+16 335 1.168484232E+00 1.168484232E+00 1.180210986E+0 1.180210986E+0
1.468000015E+11 1.000000000E+16 340 1.154082998E+00 1.154082998E+00 1.167111330E+0 1.167111330E+0
2.154000005E+11 1.000000000E+16 290 1.169683548E+00 1.169683548E+00 1.177013710E+0 1.177013710E+0
2.154000005E+11 1.000000000E+16 295 1.176896191E+00 1.176896191E+00 1.180011780E+0 1.180011780E+0
2.154000005E+11 1.000000000E+16 300 1.175191966E+00 1.175191966E+00 1.182949405E+0 1.182949405E+0
2.154000005E+11 1.000000000E+16 305 1.180986879E+00 1.180986879E+00 1.185765805E+0 1.185765805E+0
2.154000005E+11 1.000000000E+16 310 1.183990872E+00 1.183990872E+00 1.188345276E+0 1.188345276E+0
2.154000005E+11 1.000000000E+16 315 1.185226383E+00 1.185226383E+00 1.190474159E+0 1.190474159E+0
2.154000005E+11 1.000000000E+16 320 1.187906888E+00 1.187906888E+00 1.191772213E+0 1.191772213E+0
2.154000005E+11 1.000000000E+16 325 1.190813055E+00 1.190813055E+00 1.191595778E+0 1.191595778E+0
2.154000005E+11 1.000000000E+16 330 1.181846831E+00 1.181846831E+00 1.188934046E+0 1.188934046E+0
2.154000005E+11 1.000000000E+16 335 1.169244651E+00 1.169244651E+00 1.182383792E+0 1.182383792E+0
2.154000005E+11 1.000000000E+16 340 1.156664773E+00 1.156664773E+00 1.170393241E+0 1.170393241E+0
3.162000032E+11 1.000000000E+16 290 1.169777990E+00 1.169777990E+00 1.177018764E+0 1.177018764E+0
3.162000032E+11 1.000000000E+16 295 1.177031217E+00 1.177031217E+00 1.180022763E+0 1.180022763E+0
3.162000032E+11 1.000000000E+16 300 1.177138718E+00 1.177138718E+00 1.182972661E+0 1.182972661E+0
3.162000032E+11 1.000000000E+16 305 1.181231524E+00 1.181231524E+00 1.185813814E+0 1.185813814E+0
3.162000032E+11 1.000000000E+16 310 1.185013683E+00 1.185013683E+00 1.188441911E+0 1.188441911E+0
3.162000032E+11 1.000000000E+16 315 1.186570347E+00 1.186570347E+00 1.190663634E+0 1.190663634E+0
3.162000032E+11 1.000000000E+16 320 1.188488826E+00 1.188488826E+00 1.192133159E+0 1.192133159E+0
3.162000032E+11 1.000000000E+16 325 1.191620544E+00 1.191620544E+00 1.192260287E+0 1.192260287E+0
3.162000032E+11 1.000000000E+16 330 1.188997094E+00 1.188997094E+00 1.190105298E+0 1.190105298E+0
3.162000032E+11 1.000000000E+16 335 1.170264221E+00 1.170264221E+00 1.184330770E+0 1.184330770E+0
3.162000032E+11 1.000000000E+16 340 1.161142581E+00 1.161142581E+00 1.173380758E+0 1.173380758E+0
4.642000041E+11 1.000000000E+16 290 1.169904631E+00 1.169904631E+00 1.177023133E+0 1.177023133E+0
4.642000041E+11 1.000000000E+16 295 1.177211910E+00 1.177211910E+00 1.180032277E+0 1.180032277E+0
4.642000041E+11 1.000000000E+16 300 1.179915622E+00 1.179915622E+00 1.182992846E+0 1.182992846E+0
4.642000041E+11 1.000000000E+16 305 1.181557053E+00 1.181557053E+00 1.185855571E+0 1.185855571E+0
4.642000041E+11 1.000000000E+16 310 1.186479222E+00 1.186479222E+00 1.188526154E+0 1.188526154E+0
4.642000041E+11 1.000000000E+16 315 1.188172210E+00 1.188172210E+00 1.190829250E+0 1.190829250E+0
4.642000041E+11 1.000000000E+16 320 1.189254380E+00 1.189254380E+00 1.192449710E+0 1.192449710E+0
4.642000041E+11 1.000000000E+16 325 1.192674356E+00 1.192674356E+00 1.192845755E+0 1.192845755E+0
4.642000041E+11 1.000000000E+16 330 1.191253147E+00 1.191253147E+00 1.191144179E+0 1.191144179E+0
4.642000041E+11 1.000000000E+16 335 1.176834268E+00 1.176834268E+00 1.186074955E+0 1.186074955E+0
4.642000041E+11 1.000000000E+16 340 1.163854452E+00 1.163854452E+00 1.176095844E+0 1.176095844E+0
6.813000017E+11 1.000000000E+16 290 1.170068689E+00 1.170068689E+00 1.177026921E+0 1.177026921E+0
6.813000017E+11 1.000000000E+16 295 1.177445324E+00 1.177445324E+00 1.180040541E+0 1.180040541E+0
6.813000017E+11 1.000000000E+16 300 1.183829465E+00 1.183829465E+00 1.183010415E+0 1.183010415E+0
6.813000017E+11 1.000000000E+16 305 1.181974647E+00 1.181974647E+00 1.185891990E+0 1.185891990E+0
6.813000017E+11 1.000000000E+16 310 1.188285129E+00 1.188285129E+00 1.188599786E+0 1.188599786E+0
6.813000017E+11 1.000000000E+16 315 1.188905634E+00 1.188905634E+00 1.190974364E+0 1.190974364E+0
6.813000017E+11 1.000000000E+16 320 1.190221455E+00 1.190221455E+00 1.192727936E+0 1.192727936E+0
6.813000017E+11 1.000000000E+16 325 1.193994330E+00 1.193994330E+00 1.193362510E+0 1.193362510E+0
6.813000017E+11 1.000000000E+16 330 1.196043864E+00 1.196043864E+00 1.192066729E+0 1.192066729E+0
6.813000017E+11 1.000000000E+16 335 1.182918747E+00 1.182918747E+00 1.187637846E+0 1.187637846E+0
6.813000017E+11 1.000000000E+16 340 1.165623645E+00 1.165623645E+00 1.178560806E+0 1.178560806E+0
1.000000000E+12 1.000000000E+16 290 1.170272019E+00 1.170272019E+00 1.177030220E+0 1.177030220E+0
1.000000000E+12 1.000000000E+16 295 1.177733513E+00 1.177733513E+00 1.180047752E+0 1.180047752E+0
1.000000000E+12 1.000000000E+16 300 1.184951900E+00 1.184951900E+00 1.183025774E+0 1.183025774E+0
1.000000000E+12 1.000000000E+16 305 1.182486067E+00 1.182486067E+00 1.185923889E+0 1.185923889E+0
1.000000000E+12 1.000000000E+16 310 1.188986684E+00 1.188986684E+00 1.188664411E+0 1.188664411E+0
1.000000000E+12 1.000000000E+16 315 1.189795091E+00 1.189795091E+00 1.191102024E+0 1.191102024E+0
1.000000000E+12 1.000000000E+16 320 1.191386536E+00 1.191386536E+00 1.192973402E+0 1.192973402E+0
1.000000000E+12 1.000000000E+16 325 1.195568404E+00 1.195568404E+00 1.193820183E+0 1.193820183E+0
1.000000000E+12 1.000000000E+16 330 1.198182940E+00 1.198182940E+00 1.192888335E+0 1.192888335E+0
1.000000000E+12 1.000000000E+16 335 1.189035167E+00 1.189035167E+00 1.189041160E+0 1.189041160E+0
1.000000000E+12 1.000000000E+16 340 1.173764935E+00 1.173764935E+00 1.180800708E+0 1.180800708E+0
1.468000015E+12 1.000000000E+16 290 1.170510758E+00 1.170510758E+00 1.177033103E+0 1.177033103E+0
1.468000015E+12 1.000000000E+16 295 1.178070521E+00 1.178070521E+00 1.180054066E+0 1.180054066E+0
1.468000015E+12 1.000000000E+16 300 1.185421243E+00 1.185421243E+00 1.183039246E+0 1.183039246E+0
1.468000015E+12 1.000000000E+16 305 1.183250484E+00 1.183250484E+00 1.185951923E+0 1.185951923E+0
1.468000015E+12 1.000000000E+16 310 1.189795444E+00 1.189795444E+00 1.188721319E+0 1.188721319E+0
1.468000015E+12 1.000000000E+16 315 1.191306441E+00 1.191306441E+00 1.191214689E+0 1.191214689E+0
1.468000015E+12 1.000000000E+16 320 1.194827700E+00 1.194827700E+00 1.193190618E+0 1.193190618E+0
1.468000015E+12 1.000000000E+16 325 1.197268483E+00 1.197268483E+00 1.194226627E+0 1.194226627E+0
1.468000015E+12 1.000000000E+16 330 1.200750389E+00 1.200750389E+00 1.193621676E+0 1.193621676E+0
1.468000015E+12 1.000000000E+16 335 1.191777137E+00 1.191777137E+00 1.190303080E+0 1.190303080E+0
1.468000015E+12 1.000000000E+16 340 1.180538260E+00 1.180538260E+00 1.182837058E+0 1.182837058E+0
2.154000005E+12 1.000000000E+16 290 1.180390008E+00 1.180390008E+00 1.177035627E+0 1.177035627E+0
2.154000005E+12 1.000000000E+16 295 1.178349154E+00 1.178349154E+00 1.180059604E+0 1.180059604E+0
2.154000005E+12 1.000000000E+16 300 1.185821047E+00 1.185821047E+00 1.183051084E+0 1.183051084E+0
2.154000005E+12 1.000000000E+16 305 1.191595773E+00 1.191595773E+00 1.185976600E+0 1.185976600E+0
2.154000005E+12 1.000000000E+16 310 1.190607765E+00 1.190607765E+00 1.188771506E+0 1.188771506E+0
2.154000005E+12 1.000000000E+16 315 1.195784784E+00 1.195784784E+00 1.191314255E+0 1.191314255E+0
2.154000005E+12 1.000000000E+16 320 1.198131006E+00 1.198131006E+00 1.193383062E+0 1.193383062E+0
2.154000005E+12 1.000000000E+16 325 1.199059970E+00 1.199059970E+00 1.194587905E+0 1.194587905E+0
2.154000005E+12 1.000000000E+16 330 1.202813005E+00 1.202813005E+00 1.194276547E+0 1.194276547E+0
2.154000005E+12 1.000000000E+16 335 1.199964288E+00 1.199964288E+00 1.191437655E+0 1.191437655E+0
2.154000005E+12 1.000000000E+16 340 1.182766450E+00 1.182766450E+00 1.184686303E+0 1.184686303E+0
3.162000032E+12 1.000000000E+16 290 1.181103904E+00 1.181103904E+00 1.177037849E+0 1.177037849E+0
3.162000032E+12 1.000000000E+16 295 1.178762061E+00 1.178762061E+00 1.180064488E+0 1.180064488E+0
3.162000032E+12 1.000000000E+16 300 1.186368488E+00 1.186368488E+00 1.183061543E+0 1.183061543E+0
3.162000032E+12 1.000000000E+16 305 1.193750047E+00 1.193750047E+00 1.185998439E+0 1.185998439E+0
3.162000032E+12 1.000000000E+16 310 1.191423470E+00 1.191423470E+00 1.188816002E+0 1.188816002E+0
3.162000032E+12 1.000000000E+16 315 1.198143438E+00 1.198143438E+00 1.191402707E+0 1.191402707E+0
3.162000032E+12 1.000000000E+16 320 1.199134650E+00 1.199134650E+00 1.193554429E+0 1.193554429E+0
3.162000032E+12 1.000000000E+16 325 1.202898694E+00 1.202898694E+00 1.194910599E+0 1.194910599E+0
3.162000032E+12 1.000000000E+16 330 1.205145638E+00 1.205145638E+00 1.194863973E+0 1.194863973E+0
3.162000032E+12 1.000000000E+16 335 1.207872394E+00 1.207872394E+00 1.192461725E+0 1.192461725E+0
3.162000032E+12 1.000000000E+16 340 1.193477472E+00 1.193477472E+00 1.186370789E+0 1.186370789E+0
4.642000041E+12 1.000000000E+16 290 1.181478139E+00 1.181478139E+00 1.177039809E+0 1.177039809E+0
4.642000041E+12 1.000000000E+16 295 1.187131073E+00 1.187131073E+00 1.180068803E+0 1.180068803E+0
4.642000041E+12 1.000000000E+16 300 1.186905111E+00 1.186905111E+00 1.183070799E+0 1.183070799E+0
4.642000041E+12 1.000000000E+16 305 1.194397028E+00 1.194397028E+00 1.186017801E+0 1.186017801E+0
4.642000041E+12 1.000000000E+16 310 1.200617510E+00 1.200617510E+00 1.188855521E+0 1.188855521E+0
4.642000041E+12 1.000000000E+16 315 1.199036048E+00 1.199036048E+00 1.191481415E+0 1.191481415E+0
4.642000041E+12 1.000000000E+16 320 1.203730873E+00 1.203730873E+00 1.193707257E+0 1.193707257E+0
4.642000041E+12 1.000000000E+16 325 1.206419795E+00 1.206419795E+00 1.195199201E+0 1.195199201E+0
4.642000041E+12 1.000000000E+16 330 1.207258612E+00 1.207258612E+00 1.195391403E+0 1.195391403E+0
4.642000041E+12 1.000000000E+16 335 1.210567605E+00 1.210567605E+00 1.193386465E+0 1.193386465E+0
4.642000041E+12 1.000000000E+16 340 1.199850666E+00 1.199850666E+00 1.187904729E+0 1.187904729E+0
6.813000017E+12 1.000000000E+16 290 1.181739028E+00 1.181739028E+00 1.177041542E+0 1.177041542E+0
6.813000017E+12 1.000000000E+16 295 1.189606542E+00 1.189606542E+00 1.180072625E+0 1.180072625E+0
6.813000017E+12 1.000000000E+16 300 1.187216422E+00 1.187216422E+00 1.183079010E+0 1.183079010E+0
6.813000017E+12 1.000000000E+16 305 1.194873274E+00 1.194873274E+00 1.186035002E+0 1.186035002E+0
6.813000017E+12 1.000000000E+16 310 1.202275720E+00 1.202275720E+00 1.188890688E+0 1.188890688E+0
6.813000017E+12 1.000000000E+16 315 1.200665375E+00 1.200665375E+00 1.191551581E+0 1.191551581E+0
6.813000017E+12 1.000000000E+16 320 1.206414199E+00 1.206414199E+00 1.193843786E+0 1.193843786E+0
6.813000017E+12 1.000000000E+16 325 1.207817407E+00 1.207817407E+00 1.195457708E+0 1.195457708E+0
6.813000017E+12 1.000000000E+16 330 1.213092331E+00 1.213092331E+00 1.195865551E+0 1.195865551E+0
6.813000017E+12 1.000000000E+16 335 1.213138446E+00 1.213138446E+00 1.194222154E+0 1.194222154E+0
6.813000017E+12 1.000000000E+16 340 1.204783941E+00 1.204783941E+00 1.189301705E+0 1.189301705E+0
1.000000000E+13 1.000000000E+16 290 1.191152411E+00 1.191152411E+00 1.177043080E+0 1.177043080E+0
1.000000000E+13 1.000000000E+16 295 1.189921889E+00 1.189921889E+00 1.180076021E+0 1.180076021E+0
1.000000000E+13 1.000000000E+16 300 1.197800083E+00 1.197800083E+00 1.183086318E+0 1.183086318E+0
1.000000000E+13 1.000000000E+16 305 1.195304039E+00 1.195304039E+00 1.186050337E+0 1.186050337E+0
1.000000000E+13 1.000000000E+16 310 1.202868361E+00 1.202868361E+00 1.188922090E+0 1.188922090E+0
1.000000000E+13 1.000000000E+16 315 1.210157967E+00 1.210157967E+00 1.191614346E+0 1.191614346E+0
1.000000000E+13 1.000000000E+16 320 1.207514355E+00 1.207514355E+00 1.193966157E+0 1.193966157E+0
1.000000000E+13 1.000000000E+16 325 1.214058094E+00 1.214058094E+00 1.195689984E+0 1.195689984E+0
1.000000000E+13 1.000000000E+16 330 1.215000101E+00 1.215000101E+00 1.196293021E+0 1.196293021E+0
1.000000000E+13 1.000000000E+16 335 1.219156588E+00 1.219156588E+00 1.194979219E+0 1.194979219E+0
1.000000000E+13 1.000000000E+16 340 1.207410992E+00 1.207410992E+00 1.190576279E+0 1.190576279E+0
