N_Fe N_B T n_Fe n_Fe_calk n_Fe n_Fe_calk
3.162000032E+10 1.000000000E+15 340 1.017645102E+00 1.017645102E+00 1.000028318E+0 1.000028318E+0
4.642000041E+10 1.000000000E+15 290 1.144705994E+00 1.144705994E+00 1.001838999E+0 1.001838999E+0
4.642000041E+10 1.000000000E+15 295 1.136281794E+00 1.136281794E+00 1.001853384E+0 1.001853384E+0
4.642000041E+10 1.000000000E+15 300 1.117960241E+00 1.117960241E+00 1.001837832E+0 1.001837832E+0
4.642000041E+10 1.000000000E+15 305 1.099073754E+00 1.099073754E+00 1.001751948E+0 1.001751948E+0
4.642000041E+10 1.000000000E+15 310 1.072792916E+00 1.072792916E+00 1.001533443E+0 1.001533443E+0
4.642000041E+10 1.000000000E+15 315 1.036994023E+00 1.036994023E+00 1.001155716E+0 1.001155716E+0
4.642000041E+10 1.000000000E+15 320 1.007935876E+00 1.007935876E+00 1.000720549E+0 1.000720549E+0
4.642000041E+10 1.000000000E+15 325 1.007190812E+00 1.007190812E+00 1.000382007E+0 1.000382007E+0
4.642000041E+10 1.000000000E+15 330 1.008113500E+00 1.008113500E+00 1.000184380E+0 1.000184380E+0
4.642000041E+10 1.000000000E+15 335 1.010247930E+00 1.010247930E+00 1.000085804E+0 1.000085804E+0
4.642000041E+10 1.000000000E+15 340 1.017530410E+00 1.017530410E+00 1.000039754E+0 1.000039754E+0
6.813000017E+10 1.000000000E+15 290 1.144978653E+00 1.144978653E+00 1.002590964E+0 1.002590964E+0
6.813000017E+10 1.000000000E+15 295 1.136849526E+00 1.136849526E+00 1.002611231E+0 1.002611231E+0
6.813000017E+10 1.000000000E+15 300 1.118069959E+00 1.118069959E+00 1.002589320E+0 1.002589320E+0
6.813000017E+10 1.000000000E+15 305 1.100312508E+00 1.100312508E+00 1.002468317E+0 1.002468317E+0
6.813000017E+10 1.000000000E+15 310 1.073583288E+00 1.073583288E+00 1.002160466E+0 1.002160466E+0
6.813000017E+10 1.000000000E+15 315 1.038834224E+00 1.038834224E+00 1.001628287E+0 1.001628287E+0
6.813000017E+10 1.000000000E+15 320 1.007993220E+00 1.007993220E+00 1.001015181E+0 1.001015181E+0
6.813000017E+10 1.000000000E+15 325 1.007220315E+00 1.007220315E+00 1.000538209E+0 1.000538209E+0
6.813000017E+10 1.000000000E+15 330 1.008092171E+00 1.008092171E+00 1.000259773E+0 1.000259773E+0
6.813000017E+10 1.000000000E+15 335 1.010187263E+00 1.010187263E+00 1.000120890E+0 1.000120890E+0
6.813000017E+10 1.000000000E+15 340 1.017368131E+00 1.017368131E+00 1.000056009E+0 1.000056009E+0
1.000000000E+11 1.000000000E+15 290 1.145376734E+00 1.145376734E+00 1.003660584E+0 1.003660584E+0
1.000000000E+11 1.000000000E+15 295 1.137651868E+00 1.137651868E+00 1.003689218E+0 1.003689218E+0
1.000000000E+11 1.000000000E+15 300 1.118225443E+00 1.118225443E+00 1.003658262E+0 1.003658262E+0
1.000000000E+11 1.000000000E+15 305 1.101335901E+00 1.101335901E+00 1.003487306E+0 1.003487306E+0
1.000000000E+11 1.000000000E+15 310 1.074840380E+00 1.074840380E+00 1.003052366E+0 1.003052366E+0
1.000000000E+11 1.000000000E+15 315 1.041446585E+00 1.041446585E+00 1.002300488E+0 1.002300488E+0
1.000000000E+11 1.000000000E+15 320 1.008175815E+00 1.008175815E+00 1.001434276E+0 1.001434276E+0
1.000000000E+11 1.000000000E+15 325 1.007232045E+00 1.007232045E+00 1.000760396E+0 1.000760396E+0
1.000000000E+11 1.000000000E+15 330 1.008064179E+00 1.008064179E+00 1.000367014E+0 1.000367014E+0
1.000000000E+11 1.000000000E+15 335 1.010104172E+00 1.010104172E+00 1.000170796E+0 1.000170796E+0
1.000000000E+11 1.000000000E+15 340 1.017142405E+00 1.017142405E+00 1.000079131E+0 1.000079131E+0
1.468000015E+11 1.000000000E+15 290 1.145956445E+00 1.145956445E+00 1.005182532E+0 1.005182532E+0
1.468000015E+11 1.000000000E+15 295 1.138767480E+00 1.138767480E+00 1.005223071E+0 1.005223071E+0
1.468000015E+11 1.000000000E+15 300 1.118443467E+00 1.118443467E+00 1.005179244E+0 1.005179244E+0
1.468000015E+11 1.000000000E+15 305 1.102756111E+00 1.102756111E+00 1.004937210E+0 1.004937210E+0
1.468000015E+11 1.000000000E+15 310 1.076584513E+00 1.076584513E+00 1.004321437E+0 1.004321437E+0
1.468000015E+11 1.000000000E+15 315 1.045098720E+00 1.045098720E+00 1.003256953E+0 1.003256953E+0
1.468000015E+11 1.000000000E+15 320 1.008348817E+00 1.008348817E+00 1.002030600E+0 1.002030600E+0
1.468000015E+11 1.000000000E+15 325 1.007271011E+00 1.007271011E+00 1.001076543E+0 1.001076543E+0
1.468000015E+11 1.000000000E+15 330 1.008029962E+00 1.008029962E+00 1.000519607E+0 1.000519607E+0
1.468000015E+11 1.000000000E+15 335 1.009994219E+00 1.009994219E+00 1.000241808E+0 1.000241808E+0
1.468000015E+11 1.000000000E+15 340 1.016836160E+00 1.016836160E+00 1.000112032E+0 1.000112032E+0
2.154000005E+11 1.000000000E+15 290 1.146366827E+00 1.146366827E+00 1.007344212E+0 1.007344212E+0
2.154000005E+11 1.000000000E+15 295 1.140887121E+00 1.140887121E+00 1.007401660E+0 1.007401660E+0
2.154000005E+11 1.000000000E+15 300 1.118742381E+00 1.118742381E+00 1.007339552E+0 1.007339552E+0
2.154000005E+11 1.000000000E+15 305 1.104777162E+00 1.104777162E+00 1.006996564E+0 1.006996564E+0
2.154000005E+11 1.000000000E+15 310 1.080890625E+00 1.080890625E+00 1.006123946E+0 1.006123946E+0
2.154000005E+11 1.000000000E+15 315 1.050093286E+00 1.050093286E+00 1.004615457E+0 1.004615457E+0
2.154000005E+11 1.000000000E+15 320 1.008171395E+00 1.008171395E+00 1.002877581E+0 1.002877581E+0
2.154000005E+11 1.000000000E+15 325 1.007361464E+00 1.007361464E+00 1.001525579E+0 1.001525579E+0
2.154000005E+11 1.000000000E+15 330 1.007992794E+00 1.007992794E+00 1.000736339E+0 1.000736339E+0
2.154000005E+11 1.000000000E+15 335 1.009855523E+00 1.009855523E+00 1.000342668E+0 1.000342668E+0
2.154000005E+11 1.000000000E+15 340 1.016435582E+00 1.016435582E+00 1.000158761E+0 1.000158761E+0
3.162000032E+11 1.000000000E+15 290 1.146643026E+00 1.146643026E+00 1.010422007E+0 1.010422007E+0
3.162000032E+11 1.000000000E+15 295 1.141950101E+00 1.141950101E+00 1.010503530E+0 1.010503530E+0
3.162000032E+11 1.000000000E+15 300 1.120542665E+00 1.120542665E+00 1.010415394E+0 1.010415394E+0
3.162000032E+11 1.000000000E+15 305 1.105290730E+00 1.105290730E+00 1.009928667E+0 1.009928667E+0
3.162000032E+11 1.000000000E+15 310 1.084547849E+00 1.084547849E+00 1.008690354E+0 1.008690354E+0
3.162000032E+11 1.000000000E+15 315 1.056713615E+00 1.056713615E+00 1.006549692E+0 1.006549692E+0
3.162000032E+11 1.000000000E+15 320 1.009179361E+00 1.009179361E+00 1.004083510E+0 1.004083510E+0
3.162000032E+11 1.000000000E+15 325 1.007600540E+00 1.007600540E+00 1.002164915E+0 1.002164915E+0
3.162000032E+11 1.000000000E+15 330 1.007962381E+00 1.007962381E+00 1.001044923E+0 1.001044923E+0
3.162000032E+11 1.000000000E+15 335 1.009694701E+00 1.009694701E+00 1.000486272E+0 1.000486272E+0
3.162000032E+11 1.000000000E+15 340 1.015939040E+00 1.015939040E+00 1.000225294E+0 1.000225294E+0
4.642000041E+11 1.000000000E+15 290 1.147004570E+00 1.147004570E+00 1.014800697E+0 1.014800697E+0
4.642000041E+11 1.000000000E+15 295 1.143372528E+00 1.143372528E+00 1.014916471E+0 1.014916471E+0
4.642000041E+11 1.000000000E+15 300 1.123820056E+00 1.123820056E+00 1.014791306E+0 1.014791306E+0
4.642000041E+11 1.000000000E+15 305 1.105865151E+00 1.105865151E+00 1.014100086E+0 1.014100086E+0
4.642000041E+11 1.000000000E+15 310 1.090339235E+00 1.090339235E+00 1.012341510E+0 1.012341510E+0
4.642000041E+11 1.000000000E+15 315 1.063002933E+00 1.063002933E+00 1.009301472E+0 1.009301472E+0
4.642000041E+11 1.000000000E+15 320 1.008808270E+00 1.008808270E+00 1.005799151E+0 1.005799151E+0
4.642000041E+11 1.000000000E+15 325 1.007942133E+00 1.007942133E+00 1.003074480E+0 1.003074480E+0
4.642000041E+11 1.000000000E+15 330 1.007959191E+00 1.007959191E+00 1.001483935E+0 1.001483935E+0
4.642000041E+11 1.000000000E+15 335 1.009532513E+00 1.009532513E+00 1.000690574E+0 1.000690574E+0
4.642000041E+11 1.000000000E+15 340 1.014824609E+00 1.014824609E+00 1.000319949E+0 1.000319949E+0
6.813000017E+11 1.000000000E+15 290 1.147458769E+00 1.147458769E+00 1.021024415E+0 1.021024415E+0
6.813000017E+11 1.000000000E+15 295 1.145395054E+00 1.145395054E+00 1.021188871E+0 1.021188871E+0
6.813000017E+11 1.000000000E+15 300 1.13028913E+00 1.13028913E+00 1.021011074E+0 1.021011074E+0
6.813000017E+11 1.000000000E+15 305 1.107851593E+00 1.107851593E+00 1.020029195E+0 1.020029195E+0
6.813000017E+11 1.000000000E+15 310 1.094870686E+00 1.094870686E+00 1.017531136E+0 1.017531136E+0
6.813000017E+11 1.000000000E+15 315 1.070651384E+00 1.070651384E+00 1.013212756E+0 1.013212756E+0
6.813000017E+11 1.000000000E+15 320 1.009184244E+00 1.009184244E+00 1.008237704E+0 1.008237704E+0
6.813000017E+11 1.000000000E+15 325 1.008251244E+00 1.008251244E+00 1.004367305E+0 1.004367305E+0
6.813000017E+11 1.000000000E+15 330 1.008019424E+00 1.008019424E+00 1.002107932E+0 1.002107932E+0
6.813000017E+11 1.000000000E+15 335 1.009411919E+00 1.009411919E+00 1.000980961E+0 1.000980961E+0
6.813000017E+11 1.000000000E+15 340 1.012144200E+00 1.012144200E+00 1.000454488E+0 1.000454488E+0
1.000000000E+12 1.000000000E+15 290 1.148006629E+00 1.148006629E+00 1.029877248E+0 1.029877248E+0
1.000000000E+12 1.000000000E+15 295 1.148232147E+00 1.148232147E+00 1.030110953E+0 1.030110953E+0
1.000000000E+12 1.000000000E+15 300 1.135630691E+00 1.135630691E+00 1.029858290E+0 1.029858290E+0
1.000000000E+12 1.000000000E+15 305 1.116178931E+00 1.116178931E+00 1.028462967E+0 1.028462967E+0
1.000000000E+12 1.000000000E+15 310 1.095797512E+00 1.095797512E+00 1.024913040E+0 1.024913040E+0
1.000000000E+12 1.000000000E+15 315 1.077601948E+00 1.077601948E+00 1.018776303E+0 1.018776303E+0
1.000000000E+12 1.000000000E+15 320 1.019116917E+00 1.019116917E+00 1.011706387E+0 1.011706387E+0
1.000000000E+12 1.000000000E+15 325 1.008694303E+00 1.008694303E+00 1.006206263E+0 1.006206263E+0
1.000000000E+12 1.000000000E+15 330 1.008197138E+00 1.008197138E+00 1.002995528E+0 1.002995528E+0
1.000000000E+12 1.000000000E+15 335 1.009400398E+00 1.009400398E+00 1.001394018E+0 1.001394018E+0
1.000000000E+12 1.000000000E+15 340 1.011875603E+00 1.011875603E+00 1.000645862E+0 1.000645862E+0
1.468000015E+12 1.000000000E+15 290 1.148621372E+00 1.148621372E+00 1.042473818E+0 1.042473818E+0
1.468000015E+12 1.000000000E+15 295 1.151762648E+00 1.151762648E+00 1.042806055E+0 1.042806055E+0
1.468000015E+12 1.000000000E+15 300 1.138447132E+00 1.138447132E+00 1.042446866E+0 1.042446866E+0
1.468000015E+12 1.000000000E+15 305 1.123450762E+00 1.123450762E+00 1.040463261E+0 1.040463261E+0
1.468000015E+12 1.000000000E+15 310 1.100300978E+00 1.100300978E+00 1.035416646E+0 1.035416646E+0
1.468000015E+12 1.000000000E+15 315 1.078462118E+00 1.078462118E+00 1.026692595E+0 1.026692595E+0
1.468000015E+12 1.000000000E+15 320 1.040722711E+00 1.040722711E+00 1.016641925E+0 1.016641925E+0
1.468000015E+12 1.000000000E+15 325 1.009572070E+00 1.009572070E+00 1.008822890E+0 1.008822890E+0
1.468000015E+12 1.000000000E+15 330 1.008648803E+00 1.008648803E+00 1.004258474E+0 1.004258474E+0
1.468000015E+12 1.000000000E+15 335 1.009598967E+00 1.009598967E+00 1.001981751E+0 1.001981751E+0
1.468000015E+12 1.000000000E+15 340 1.011849294E+00 1.011849294E+00 1.000918164E+0 1.000918164E+0
2.154000005E+12 1.000000000E+15 290 1.149209631E+00 1.149209631E+00 1.060365202E+0 1.060365202E+0
2.154000005E+12 1.000000000E+15 295 1.152820219E+00 1.152820219E+00 1.060837388E+0 1.060837388E+0
2.154000005E+12 1.000000000E+15 300 1.144345871E+00 1.144345871E+00 1.060326897E+0 1.060326897E+0
2.154000005E+12 1.000000000E+15 305 1.125380650E+00 1.125380650E+00 1.057507731E+0 1.057507731E+0
2.154000005E+12 1.000000000E+15 310 1.109666544E+00 1.109666544E+00 1.050335314E+0 1.050335314E+0
2.154000005E+12 1.000000000E+15 315 1.084877804E+00 1.084877804E+00 1.037936403E+0 1.037936403E+0
2.154000005E+12 1.000000000E+15 320 1.055697025E+00 1.055697025E+00 1.023652057E+0 1.023652057E+0
2.154000005E+12 1.000000000E+15 325 1.010460923E+00 1.010460923E+00 1.012539384E+0 1.012539384E+0
2.154000005E+12 1.000000000E+15 330 1.009531637E+00 1.009531637E+00 1.006052285E+0 1.006052285E+0
2.154000005E+12 1.000000000E+15 335 1.010053862E+00 1.010053862E+00 1.002816531E+0 1.002816531E+0
2.154000005E+12 1.000000000E+15 340 1.012141502E+00 1.012141502E+00 1.001304925E+0 1.001304925E+0
3.162000032E+12 1.000000000E+15 290 1.149731668E+00 1.149731668E+00 1.085838907E+0 1.085838907E+0
3.162000032E+12 1.000000000E+15 295 1.153714902E+00 1.153714902E+00 1.086510352E+0 1.086510352E+0
3.162000032E+12 1.000000000E+15 300 1.154365530E+00 1.154365530E+00 1.085784438E+0 1.085784438E+0
3.162000032E+12 1.000000000E+15 305 1.131725866E+00 1.131725866E+00 1.081775603E+0 1.081775603E+0
3.162000032E+12 1.000000000E+15 310 1.112877900E+00 1.112877900E+00 1.071576476E+0 1.071576476E+0
3.162000032E+12 1.000000000E+15 315 1.093791292E+00 1.093791292E+00 1.053945308E+0 1.053945308E+0
3.162000032E+12 1.000000000E+15 320 1.067375215E+00 1.067375215E+00 1.033633065E+0 1.033633065E+0
3.162000032E+12 1.000000000E+15 325 1.011943956E+00 1.011943956E+00 1.017830920E+0 1.017830920E+0
3.162000032E+12 1.000000000E+15 330 1.010905287E+00 1.010905287E+00 1.008606309E+0 1.008606309E+0
3.162000032E+12 1.000000000E+15 335 1.010861064E+00 1.010861064E+00 1.004005087E+0 1.004005087E+0
3.162000032E+12 1.000000000E+15 340 1.012864406E+00 1.012864406E+00 1.001855595E+0 1.001855595E+0
4.642000041E+12 1.000000000E+15 290 1.150173627E+00 1.150173627E+00 1.122079621E+0 1.122079621E+0
4.642000041E+12 1.000000000E+15 295 1.154401996E+00 1.154401996E+00 1.123034546E+0 1.123034546E+0
4.642000041E+12 1.000000000E+15 300 1.156594590E+00 1.156594590E+00 1.122002155E+0 1.122002155E+0
4.642000041E+12 1.000000000E+15 305 1.137625192E+00 1.137625192E+00 1.116300812E+0 1.116300812E+0
4.642000041E+12 1.000000000E+15 310 1.114155670E+00 1.114155670E+00 1.101795669E+0 1.101795669E+0
4.642000041E+12 1.000000000E+15 315 1.101014124E+00 1.101014124E+00 1.076720720E+0 1.076720720E+0
4.642000041E+12 1.000000000E+15 320 1.075180183E+00 1.075180183E+00 1.047832759E+0 1.047832759E+0
4.642000041E+12 1.000000000E+15 325 1.013641077E+00 1.013641077E+00 1.025359035E+0 1.025359035E+0
4.642000041E+12 1.000000000E+15 330 1.012297600E+00 1.012297600E+00 1.012239845E+0 1.012239845E+0
4.642000041E+12 1.000000000E+15 335 1.012047761E+00 1.012047761E+00 1.005696013E+0 1.005696013E+0
4.642000041E+12 1.000000000E+15 340 1.014043156E+00 1.014043156E+00 1.002639016E+0 1.002639016E+0
6.813000017E+12 1.000000000E+15 290 1.150485949E+00 1.150485949E+00 1.173590903E+0 1.173590903E+0
6.813000017E+12 1.000000000E+15 295 1.154849657E+00 1.154849657E+00 1.174948758E+0 1.174948758E+0
6.813000017E+12 1.000000000E+15 300 1.157456983E+00 1.157456983E+00 1.173480751E+0 1.173480751E+0
6.813000017E+12 1.000000000E+15 305 1.142318152E+00 1.142318152E+00 1.165373736E+0 1.165373736E+0
6.813000017E+12 1.000000000E+15 310 1.117776069E+00 1.117776069E+00 1.144748174E+0 1.144748174E+0
6.813000017E+12 1.000000000E+15 315 1.102720421E+00 1.102720421E+00 1.109092894E+0 1.109092894E+0
6.813000017E+12 1.000000000E+15 320 1.081230800E+00 1.081230800E+00 1.068015709E+0 1.068015709E+0
6.813000017E+12 1.000000000E+15 325 1.015810286E+00 1.015810286E+00 1.036059236E+0 1.036059236E+0
6.813000017E+12 1.000000000E+15 330 1.014371435E+00 1.014371435E+00 1.017404426E+0 1.017404426E+0
6.813000017E+12 1.000000000E+15 335 1.013663320E+00 1.013663320E+00 1.008099436E+0 1.008099436E+0
6.813000017E+12 1.000000000E+15 340 1.015716516E+00 1.015716516E+00 1.003752545E+0 1.003752545E+0
1.000000000E+13 1.000000000E+15 290 1.150535618E+00 1.150535618E+00 1.246862355E+0 1.246862355E+0
1.000000000E+13 1.000000000E+15 295 1.155072075E+00 1.155072075E+00 1.248793350E+0 1.248793350E+0
1.000000000E+13 1.000000000E+15 300 1.158073752E+00 1.158073752E+00 1.246705708E+0 1.246705708E+0
1.000000000E+13 1.000000000E+15 305 1.143009556E+00 1.143009556E+00 1.235176782E+0 1.235176782E+0
1.000000000E+13 1.000000000E+15 310 1.124317125E+00 1.124317125E+00 1.205845320E+0 1.205845320E+0
1.000000000E+13 1.000000000E+15 315 1.103184737E+00 1.103184737E+00 1.155140207E+0 1.155140207E+0
1.000000000E+13 1.000000000E+15 320 1.084522753E+00 1.084522753E+00 1.096724642E+0 1.096724642E+0
1.000000000E+13 1.000000000E+15 325 1.018462628E+00 1.018462628E+00 1.051279576E+0 1.051279576E+0
1.000000000E+13 1.000000000E+15 330 1.016891881E+00 1.016891881E+00 1.024750707E+0 1.024750707E+0
1.000000000E+13 1.000000000E+15 335 1.015722484E+00 1.015722484E+00 1.011518148E+0 1.011518148E+0
1.000000000E+13 1.000000000E+15 340 1.017873104E+00 1.017873104E+00 1.005336466E+0 1.005336466E+0
