Ytrue por Lambda Ypred RelError
1.441700e+00 7.400000e+01 4.936000e+03 1.451149e+00 6.553911e-03
1.726060e+00 6.400000e+01 3.386000e+03 1.713941e+00 7.021406e-03
2.498840e+00 3.700000e+01 3.814000e+03 2.492272e+00 2.628256e-03
3.147570e+00 2.400000e+01 6.670000e+02 3.141393e+00 1.962540e-03
1.438980e+00 7.400000e+01 4.515000e+03 1.451331e+00 8.583310e-03
1.320880e+00 8.000000e+01 3.889000e+03 1.314037e+00 5.180267e-03
1.632430e+00 6.700000e+01 4.430000e+03 1.630746e+00 1.031667e-03
2.621390e+00 3.800000e+01 8.020000e+02 2.615676e+00 2.179818e-03
2.358230e+00 4.200000e+01 3.237000e+03 2.351389e+00 2.900734e-03
3.112020e+00 1.300000e+01 5.279000e+03 3.115443e+00 1.099826e-03
2.195000e+00 4.700000e+01 3.777000e+03 2.203532e+00 3.887171e-03
3.256320e+00 7.000000e+00 5.479000e+03 3.254847e+00 4.525045e-04
2.760220e+00 2.700000e+01 3.520000e+03 2.768767e+00 3.096365e-03
1.540780e+00 7.100000e+01 9.590000e+02 1.556772e+00 1.037918e-02
2.395030e+00 4.500000e+01 8.460000e+02 2.376433e+00 7.764953e-03
2.178910e+00 4.800000e+01 5.101000e+03 2.171852e+00 3.239169e-03
3.019950e+00 1.700000e+01 3.902000e+03 3.022900e+00 9.767183e-04
1.833700e+00 6.000000e+01 4.017000e+03 1.825089e+00 4.695871e-03
1.608280e+00 6.800000e+01 4.157000e+03 1.604331e+00 2.455602e-03
1.616240e+00 6.700000e+01 4.812000e+03 1.630463e+00 8.799855e-03
1.984570e+00 5.500000e+01 2.315000e+03 1.976687e+00 3.972116e-03
2.851170e+00 2.400000e+01 5.032000e+03 2.842571e+00 3.015862e-03
1.717770e+00 6.400000e+01 2.805000e+03 1.715643e+00 1.238350e-03
2.975280e+00 1.900000e+01 2.724000e+03 2.982655e+00 2.478649e-03
1.609330e+00 6.800000e+01 2.408000e+03 1.608298e+00 6.414685e-04
1.385550e+00 7.700000e+01 5.807000e+03 1.380107e+00 3.928687e-03
3.033810e+00 1.600000e+01 5.347000e+03 3.043090e+00 3.058701e-03
1.794810e+00 6.300000e+01 8.730000e+02 1.798877e+00 2.265790e-03
2.473490e+00 3.900000e+01 1.295000e+03 2.486298e+00 5.178287e-03
1.989600e+00 5.400000e+01 4.851000e+03 1.996899e+00 3.668374e-03
1.615890e+00 7.000000e+01 7.250000e+02 1.612090e+00 2.351862e-03
1.527390e+00 7.100000e+01 5.714000e+03 1.525499e+00 1.237757e-03
2.280180e+00 4.500000e+01 1.956000e+03 2.277815e+00 1.037307e-03
2.673300e+00 3.000000e+01 4.792000e+03 2.683838e+00 3.941908e-03
2.463480e+00 3.800000e+01 3.229000e+03 2.466507e+00 1.228765e-03
1.374830e+00 7.700000e+01 1.955000e+03 1.384116e+00 6.753954e-03
1.455100e+00 7.400000e+01 1.660000e+03 1.458559e+00 2.376997e-03
2.914370e+00 2.100000e+01 3.929000e+03 2.922806e+00 2.894478e-03
1.803600e+00 6.100000e+01 3.296000e+03 1.798204e+00 2.991998e-03
1.421720e+00 7.500000e+01 2.325000e+03 1.430107e+00 5.899163e-03
2.488920e+00 3.700000e+01 5.037000e+03 2.489372e+00 1.816658e-04
1.462100e+00 7.400000e+01 4.321000e+03 1.451434e+00 7.295109e-03
1.320470e+00 8.000000e+01 2.342000e+03 1.315408e+00 3.833848e-03
2.526330e+00 3.600000e+01 5.888000e+03 2.516504e+00 3.889296e-03
2.507800e+00 3.700000e+01 2.379000e+03 2.502997e+00 1.915126e-03
3.026070e+00 1.700000e+01 4.013000e+03 3.022402e+00 1.212044e-03
1.673920e+00 6.600000e+01 2.042000e+03 1.665007e+00 5.324749e-03
1.460940e+00 7.400000e+01 5.283000e+03 1.451030e+00 6.783254e-03
2.799520e+00 2.600000e+01 4.989000e+03 2.790372e+00 3.267543e-03
3.378600e+00 2.000000e+00 5.804000e+03 3.366765e+00 3.502785e-03
2.839820e+00 2.500000e+01 2.037000e+03 2.841498e+00 5.907152e-04
2.447430e+00 3.900000e+01 5.111000e+03 2.432451e+00 6.120131e-03
2.231410e+00 4.600000e+01 2.554000e+03 2.239466e+00 3.610396e-03
1.734830e+00 6.300000e+01 4.745000e+03 1.739825e+00 2.879051e-03
2.748910e+00 3.600000e+01 6.860000e+02 2.744189e+00 1.717440e-03
2.121590e+00 5.000000e+01 2.853000e+03 2.119445e+00 1.011115e-03
2.944720e+00 2.000000e+01 4.568000e+03 2.945854e+00 3.849335e-04
1.611090e+00 6.800000e+01 2.981000e+03 1.606219e+00 3.023328e-03
1.597310e+00 6.800000e+01 4.248000e+03 1.604246e+00 4.342387e-03
1.892040e+00 5.800000e+01 2.530000e+03 1.887475e+00 2.412802e-03
2.504540e+00 3.700000e+01 3.781000e+03 2.492392e+00 4.850507e-03
2.200700e+00 4.700000e+01 3.327000e+03 2.205114e+00 2.005867e-03
1.727410e+00 6.400000e+01 1.310000e+03 1.735431e+00 4.643649e-03
2.777350e+00 2.800000e+01 1.697000e+03 2.773638e+00 1.336578e-03
2.632630e+00 3.300000e+01 2.100000e+03 2.621408e+00 4.262685e-03
2.512210e+00 3.600000e+01 3.181000e+03 2.523573e+00 4.523301e-03
2.077890e+00 5.100000e+01 5.047000e+03 2.084207e+00 3.040101e-03
2.639770e+00 3.200000e+01 5.780000e+03 2.627757e+00 4.550709e-03
2.078720e+00 5.200000e+01 1.712000e+03 2.075561e+00 1.519747e-03
1.944290e+00 5.600000e+01 4.980000e+03 1.938727e+00 2.861401e-03
2.602500e+00 3.500000e+01 1.319000e+03 2.601744e+00 2.903101e-04
3.348990e+00 3.000000e+00 4.941000e+03 3.346364e+00 7.841750e-04
2.014850e+00 5.300000e+01 4.655000e+03 2.026268e+00 5.667137e-03
3.417210e+00 0.000000e+00 5.385000e+03 3.411791e+00 1.585942e-03
1.370990e+00 7.800000e+01 2.411000e+03 1.359632e+00 8.284631e-03
2.448960e+00 3.800000e+01 5.290000e+03 2.460676e+00 4.784238e-03
1.763840e+00 6.200000e+01 4.620000e+03 1.767865e+00 2.282186e-03
1.563140e+00 7.000000e+01 1.010000e+03 1.581036e+00 1.144882e-02
3.445250e+00 3.000000e+00 1.202000e+03 3.456027e+00 3.127959e-03
2.451380e+00 4.100000e+01 1.031000e+03 2.459427e+00 3.282803e-03
2.798530e+00 2.600000e+01 3.398000e+03 2.796003e+00 9.030766e-04
1.470380e+00 7.300000e+01 5.287000e+03 1.475503e+00 3.484395e-03
3.266990e+00 7.000000e+00 3.983000e+03 3.259525e+00 2.285113e-03
1.484740e+00 7.400000e+01 9.430000e+02 1.476775e+00 5.364269e-03
3.017370e+00 1.700000e+01 3.357000e+03 3.026103e+00 2.894268e-03
1.818310e+00 6.200000e+01 8.680000e+02 1.830294e+00 6.590510e-03
3.293120e+00 8.000000e+00 1.498000e+03 3.296938e+00 1.159489e-03
2.138990e+00 5.100000e+01 1.203000e+03 2.130551e+00 3.945417e-03
1.809730e+00 6.100000e+01 2.961000e+03 1.799279e+00 5.775101e-03
3.246960e+00 7.000000e+00 5.762000e+03 3.254345e+00 2.274346e-03
1.537360e+00 7.100000e+01 2.435000e+03 1.529454e+00 5.142468e-03
1.759400e+00 6.300000e+01 1.742000e+03 1.752651e+00 3.835829e-03
1.823220e+00 6.300000e+01 7.230000e+02 1.828796e+00 3.058570e-03
3.252500e+00 7.000000e+00 4.814000e+03 3.256394e+00 1.197226e-03
2.203140e+00 4.700000e+01 5.152000e+03 2.201003e+00 9.698317e-04
2.494740e+00 3.900000e+01 1.342000e+03 2.482267e+00 4.999879e-03
3.171120e+00 1.200000e+01 2.199000e+03 3.164601e+00 2.055808e-03
3.258090e+00 7.000000e+00 5.720000e+03 3.254414e+00 1.128116e-03
2.200720e+00 4.700000e+01 4.831000e+03 2.201406e+00 3.119135e-04
2.469710e+00 3.800000e+01 3.869000e+03 2.463684e+00 2.440038e-03
2.546600e+00 3.500000e+01 3.021000e+03 2.552854e+00 2.455870e-03
1.786000e+00 6.100000e+01 3.577000e+03 1.797526e+00 6.453395e-03
2.042340e+00 5.300000e+01 3.684000e+03 2.028069e+00 6.987543e-03
2.257670e+00 4.500000e+01 3.243000e+03 2.264027e+00 2.815622e-03
3.200910e+00 1.100000e+01 1.959000e+03 3.196633e+00 1.336111e-03
2.865060e+00 2.300000e+01 5.176000e+03 2.868137e+00 1.074112e-03
2.523220e+00 3.600000e+01 2.586000e+03 2.528717e+00 2.178649e-03
1.517320e+00 7.200000e+01 1.148000e+03 1.520096e+00 1.829870e-03
1.449090e+00 7.500000e+01 8.280000e+02 1.458205e+00 6.290400e-03
3.065770e+00 1.500000e+01 5.023000e+03 3.068011e+00 7.308871e-04
2.875440e+00 2.600000e+01 1.149000e+03 2.879418e+00 1.383600e-03
3.425400e+00 0.000000e+00 3.475000e+03 3.420019e+00 1.571035e-03
2.352550e+00 4.200000e+01 2.033000e+03 2.364458e+00 5.061689e-03
3.208040e+00 9.000000e+00 4.910000e+03 3.210146e+00 6.563889e-04
2.721200e+00 3.400000e+01 8.340000e+02 2.727693e+00 2.386003e-03
2.075560e+00 5.400000e+01 9.080000e+02 2.074010e+00 7.469829e-04
2.273460e+00 4.500000e+01 3.747000e+03 2.262062e+00 5.013721e-03
2.771060e+00 2.900000e+01 1.411000e+03 2.764515e+00 2.361973e-03
3.129200e+00 1.200000e+01 5.699000e+03 3.138403e+00 2.941144e-03
1.959150e+00 5.500000e+01 3.844000e+03 1.969375e+00 5.219343e-03
1.330070e+00 7.900000e+01 3.530000e+03 1.335954e+00 4.423754e-03
3.313480e+00 1.600000e+01 7.270000e+02 3.321744e+00 2.494031e-03
1.563970e+00 6.900000e+01 4.587000e+03 1.577640e+00 8.740514e-03
2.865460e+00 2.400000e+01 2.049000e+03 2.867582e+00 7.405346e-04
1.800570e+00 6.100000e+01 4.981000e+03 1.795682e+00 2.714441e-03
3.314740e+00 7.000000e+00 1.459000e+03 3.324521e+00 2.950677e-03
1.390040e+00 7.700000e+01 4.946000e+03 1.380299e+00 7.007657e-03
2.334230e+00 4.200000e+01 5.656000e+03 2.345707e+00 4.916692e-03
1.912260e+00 5.700000e+01 5.834000e+03 1.909228e+00 1.585425e-03
2.196960e+00 4.700000e+01 4.724000e+03 2.201559e+00 2.093548e-03
3.031540e+00 1.600000e+01 4.896000e+03 3.044036e+00 4.122120e-03
2.740260e+00 2.800000e+01 5.498000e+03 2.736469e+00 1.383547e-03
1.523190e+00 7.100000e+01 5.287000e+03 1.525646e+00 1.612574e-03
3.062460e+00 1.600000e+01 3.006000e+03 3.053747e+00 2.845021e-03
2.688960e+00 3.700000e+01 7.240000e+02 2.686651e+00 8.587304e-04
2.237660e+00 4.600000e+01 3.977000e+03 2.232223e+00 2.429604e-03
3.231650e+00 8.000000e+00 3.567000e+03 3.238991e+00 2.271574e-03
1.489050e+00 7.300000e+01 1.748000e+03 1.482766e+00 4.219989e-03
2.071720e+00 5.200000e+01 2.820000e+03 2.060842e+00 5.250763e-03
2.044380e+00 5.300000e+01 3.075000e+03 2.030171e+00 6.950237e-03
1.595940e+00 6.800000e+01 4.540000e+03 1.604008e+00 5.055545e-03
2.019420e+00 5.300000e+01 3.475000e+03 2.028667e+00 4.578978e-03
3.786090e+00 2.000000e+00 6.530000e+02 3.785254e+00 2.207626e-04
2.977870e+00 1.900000e+01 3.498000e+03 2.975474e+00 8.047107e-04
2.404240e+00 4.000000e+01 5.150000e+03 2.403802e+00 1.822346e-04
2.266980e+00 4.500000e+01 3.062000e+03 2.264981e+00 8.816965e-04
1.627780e+00 6.800000e+01 9.810000e+02 1.639352e+00 7.109371e-03
2.369080e+00 4.100000e+01 4.157000e+03 2.376917e+00 3.308178e-03
1.664540e+00 6.600000e+01 4.100000e+03 1.658022e+00 3.916025e-03
1.548370e+00 7.000000e+01 4.935000e+03 1.551439e+00 1.982087e-03
2.869090e+00 2.300000e+01 4.299000e+03 2.870269e+00 4.110208e-04
2.483330e+00 3.800000e+01 1.995000e+03 2.481672e+00 6.676944e-04
1.661040e+00 6.600000e+01 2.769000e+03 1.660759e+00 1.692681e-04
1.446110e+00 7.400000e+01 2.807000e+03 1.453110e+00 4.840310e-03
2.098350e+00 5.100000e+01 5.929000e+03 2.083456e+00 7.098058e-03
1.601200e+00 6.800000e+01 2.938000e+03 1.606334e+00 3.206349e-03
1.497590e+00 7.200000e+01 3.769000e+03 1.501304e+00 2.479664e-03
1.837410e+00 6.000000e+01 2.961000e+03 1.827739e+00 5.263556e-03
1.517890e+00 7.100000e+01 5.540000e+03 1.525555e+00 5.049897e-03
1.373240e+00 7.800000e+01 7.960000e+02 1.382492e+00 6.737057e-03
2.901320e+00 2.300000e+01 1.736000e+03 2.905909e+00 1.581731e-03
2.335400e+00 4.200000e+01 4.660000e+03 2.347014e+00 4.973069e-03
2.113950e+00 5.000000e+01 3.509000e+03 2.116450e+00 1.182537e-03
2.602680e+00 3.300000e+01 5.092000e+03 2.601144e+00 5.902501e-04
1.643430e+00 6.600000e+01 4.158000e+03 1.657958e+00 8.840161e-03
1.402460e+00 7.600000e+01 2.502000e+03 1.405730e+00 2.331915e-03
3.138060e+00 1.200000e+01 5.724000e+03 3.138364e+00 9.678813e-05
2.713550e+00 2.900000e+01 4.438000e+03 2.711692e+00 6.845981e-04
3.367650e+00 6.000000e+00 1.248000e+03 3.376514e+00 2.632010e-03
2.963720e+00 1.900000e+01 5.305000e+03 2.969241e+00 1.862958e-03
1.318110e+00 8.000000e+01 4.416000e+03 1.313863e+00 3.221796e-03
1.383220e+00 7.700000e+01 5.836000e+03 1.380102e+00 2.254473e-03
2.022450e+00 5.300000e+01 3.644000e+03 2.028176e+00 2.830991e-03
3.306480e+00 8.000000e+00 1.339000e+03 3.314937e+00 2.557845e-03
1.830240e+00 6.000000e+01 5.235000e+03 1.823796e+00 3.520641e-03
2.774210e+00 2.700000e+01 4.132000e+03 2.766125e+00 2.914279e-03
3.372460e+00 3.000000e+00 2.155000e+03 3.375242e+00 8.250551e-04
2.520180e+00 3.600000e+01 4.887000e+03 2.517818e+00 9.373804e-04
3.209130e+00 9.000000e+00 3.363000e+03 3.217369e+00 2.567234e-03
2.486240e+00 3.700000e+01 5.792000e+03 2.488424e+00 8.782637e-04
2.673830e+00 3.700000e+01 7.400000e+02 2.677469e+00 1.360908e-03
1.445240e+00 7.400000e+01 5.949000e+03 1.450858e+00 3.887078e-03
2.600720e+00 3.300000e+01 5.856000e+03 2.600138e+00 2.238819e-04
1.490730e+00 7.200000e+01 4.426000e+03 1.500788e+00 6.747184e-03
2.690830e+00 3.000000e+01 3.921000e+03 2.686271e+00 1.694333e-03
2.968960e+00 2.200000e+01 1.280000e+03 2.969134e+00 5.852183e-05
2.954460e+00 2.000000e+01 3.041000e+03 2.953872e+00 1.991132e-04
2.900030e+00 2.200000e+01 5.249000e+03 2.893641e+00 2.203100e-03
1.342160e+00 7.900000e+01 1.849000e+03 1.338851e+00 2.465390e-03
2.479940e+00 3.700000e+01 4.167000e+03 2.491169e+00 4.527847e-03
2.147520e+00 4.900000e+01 2.329000e+03 2.153432e+00 2.752717e-03
2.301000e+00 4.500000e+01 1.269000e+03 2.308184e+00 3.122175e-03
2.870850e+00 2.400000e+01 1.584000e+03 2.888022e+00 5.981607e-03
1.884250e+00 5.800000e+01 5.946000e+03 1.880432e+00 2.026392e-03
2.963260e+00 1.900000e+01 5.683000e+03 2.968626e+00 1.810785e-03
2.825780e+00 2.500000e+01 3.829000e+03 2.820066e+00 2.021920e-03
2.740540e+00 2.900000e+01 2.034000e+03 2.733828e+00 2.449097e-03
2.934420e+00 2.100000e+01 2.650000e+03 2.933009e+00 4.807584e-04
3.083170e+00 2.100000e+01 9.160000e+02 3.076552e+00 2.146606e-03
2.461650e+00 3.800000e+01 3.269000e+03 2.466281e+00 1.881077e-03
1.723010e+00 6.400000e+01 4.319000e+03 1.712509e+00 6.094342e-03
1.479740e+00 7.300000e+01 5.801000e+03 1.475354e+00 2.964049e-03
3.025190e+00 1.700000e+01 4.625000e+03 3.020273e+00 1.625203e-03
2.907800e+00 2.100000e+01 5.543000e+03 2.918585e+00 3.708823e-03
1.755270e+00 6.200000e+01 3.577000e+03 1.769326e+00 8.007784e-03
2.344970e+00 4.200000e+01 4.937000e+03 2.346570e+00 6.823070e-04
2.743710e+00 2.800000e+01 5.567000e+03 2.736373e+00 2.673989e-03
2.047180e+00 5.200000e+01 4.359000e+03 2.055896e+00 4.257637e-03
3.028090e+00 1.700000e+01 5.404000e+03 3.018540e+00 3.153732e-03
3.340350e+00 1.700000e+01 6.750000e+02 3.341930e+00 4.728858e-04
2.982460e+00 1.900000e+01 2.870000e+03 2.980843e+00 5.421437e-04
1.751400e+00 6.300000e+01 2.262000e+03 1.746587e+00 2.748023e-03
3.045330e+00 1.700000e+01 2.140000e+03 3.044208e+00 3.683145e-04
2.711940e+00 2.900000e+01 5.715000e+03 2.709373e+00 9.466353e-04
1.947820e+00 5.600000e+01 4.080000e+03 1.939893e+00 4.069590e-03
3.125700e+00 1.300000e+01 5.057000e+03 3.115913e+00 3.131083e-03
3.678520e+00 1.000000e+00 7.790000e+02 3.677045e+00 4.008768e-04
2.439470e+00 3.900000e+01 2.975000e+03 2.439540e+00 2.854076e-05
3.348580e+00 3.000000e+00 4.649000e+03 3.347238e+00 4.008834e-04
2.082770e+00 5.100000e+01 5.769000e+03 2.083567e+00 3.826221e-04
3.339530e+00 3.000000e+00 5.331000e+03 3.345413e+00 1.761772e-03
1.480440e+00 7.300000e+01 1.276000e+03 1.490060e+00 6.498209e-03
2.148520e+00 4.900000e+01 2.859000e+03 2.148824e+00 1.413441e-04
2.952750e+00 2.200000e+01 1.334000e+03 2.962649e+00 3.352573e-03
2.538250e+00 3.600000e+01 2.210000e+03 2.534338e+00 1.541122e-03
2.975090e+00 1.900000e+01 4.947000e+03 2.969959e+00 1.724572e-03
2.013550e+00 5.400000e+01 1.584000e+03 2.019690e+00 3.049101e-03
1.436270e+00 7.500000e+01 4.233000e+03 1.427395e+00 6.179206e-03
1.695670e+00 6.500000e+01 2.665000e+03 1.688566e+00 4.189783e-03
2.192940e+00 4.700000e+01 5.386000e+03 2.200754e+00 3.563180e-03
2.244680e+00 4.600000e+01 2.285000e+03 2.242553e+00 9.475496e-04
1.884590e+00 5.800000e+01 5.867000e+03 1.880474e+00 2.184136e-03
2.967760e+00 2.000000e+01 1.850000e+03 2.978590e+00 3.649071e-03
1.717580e+00 6.400000e+01 5.341000e+03 1.711721e+00 3.411294e-03
3.017940e+00 1.800000e+01 2.051000e+03 3.021896e+00 1.310861e-03
2.881030e+00 2.200000e+01 5.061000e+03 2.893995e+00 4.500131e-03
1.603710e+00 6.800000e+01 5.725000e+03 1.603388e+00 2.006167e-04
2.991850e+00 1.800000e+01 5.743000e+03 2.993366e+00 5.065569e-04
1.450410e+00 7.400000e+01 4.471000e+03 1.451353e+00 6.503782e-04
1.680100e+00 6.500000e+01 4.512000e+03 1.684842e+00 2.822416e-03
2.861920e+00 2.500000e+01 1.603000e+03 2.860080e+00 6.429129e-04
2.297140e+00 4.400000e+01 3.669000e+03 2.291456e+00 2.474234e-03
2.553830e+00 3.700000e+01 1.143000e+03 2.562935e+00 3.565314e-03
1.323140e+00 8.000000e+01 2.169000e+03 1.315766e+00 5.573171e-03
3.426750e+00 1.000000e+00 1.926000e+03 3.429585e+00 8.272434e-04
2.954170e+00 2.200000e+01 1.442000e+03 2.951847e+00 7.864666e-04
2.269590e+00 4.500000e+01 4.828000e+03 2.259733e+00 4.343231e-03
2.037820e+00 5.300000e+01 4.558000e+03 2.026398e+00 5.604940e-03
2.735390e+00 2.800000e+01 4.686000e+03 2.737927e+00 9.275895e-04
3.275380e+00 6.000000e+00 5.272000e+03 3.278031e+00 8.094421e-04
2.223720e+00 4.600000e+01 4.631000e+03 2.230894e+00 3.226058e-03
2.880220e+00 2.300000e+01 2.638000e+03 2.881692e+00 5.109691e-04
2.738730e+00 2.800000e+01 5.479000e+03 2.736496e+00 8.158456e-04
1.320940e+00 8.000000e+01 2.634000e+03 1.314956e+00 4.530018e-03
2.143890e+00 4.900000e+01 5.228000e+03 2.142485e+00 6.554840e-04
2.758980e+00 2.800000e+01 1.996000e+03 2.762165e+00 1.154391e-03
2.078830e+00 5.200000e+01 1.794000e+03 2.073465e+00 2.580673e-03
2.677090e+00 3.000000e+01 4.781000e+03 2.683861e+00 2.529086e-03
1.649550e+00 6.600000e+01 4.326000e+03 1.657789e+00 4.994489e-03
2.570510e+00 3.400000e+01 4.781000e+03 2.573963e+00 1.343267e-03
1.776240e+00 6.200000e+01 5.750000e+03 1.767092e+00 5.150170e-03
2.017150e+00 5.400000e+01 3.194000e+03 2.000416e+00 8.295906e-03
3.143480e+00 1.200000e+01 5.564000e+03 3.138627e+00 1.543783e-03
3.155000e+00 1.200000e+01 2.775000e+03 3.153110e+00 5.991410e-04
1.945300e+00 5.600000e+01 5.857000e+03 1.938068e+00 3.717933e-03
3.399230e+00 2.000000e+00 1.978000e+03 3.404630e+00 1.588690e-03
2.978650e+00 2.000000e+01 2.046000e+03 2.971399e+00 2.434353e-03
1.390920e+00 7.700000e+01 3.202000e+03 1.381273e+00 6.935727e-03
1.783490e+00 6.200000e+01 2.025000e+03 1.777109e+00 3.577663e-03
1.877230e+00 5.900000e+01 1.979000e+03 1.863898e+00 7.102113e-03
1.692230e+00 6.700000e+01 7.160000e+02 1.704871e+00 7.470212e-03
2.089060e+00 5.400000e+01 8.720000e+02 2.081053e+00 3.832767e-03
1.491930e+00 7.200000e+01 5.806000e+03 1.500220e+00 5.556263e-03
2.688260e+00 3.100000e+01 1.459000e+03 2.704682e+00 6.108670e-03
2.880990e+00 2.600000e+01 1.172000e+03 2.875675e+00 1.844836e-03
1.558140e+00 7.000000e+01 4.664000e+03 1.551589e+00 4.204537e-03
3.244100e+00 8.000000e+00 5.872000e+03 3.231274e+00 3.953659e-03
3.425270e+00 1.000000e+00 2.491000e+03 3.411121e+00 4.130643e-03
2.021070e+00 5.300000e+01 4.510000e+03 2.026465e+00 2.669601e-03
3.268270e+00 7.000000e+00 4.948000e+03 3.256031e+00 3.744713e-03
2.966420e+00 2.200000e+01 1.336000e+03 2.962425e+00 1.346899e-03
1.733810e+00 6.400000e+01 1.500000e+03 1.729359e+00 2.567037e-03
1.964530e+00 5.500000e+01 3.614000e+03 1.969920e+00 2.743592e-03
1.799030e+00 6.400000e+01 7.430000e+02 1.792100e+00 3.852195e-03
2.568930e+00 3.400000e+01 5.703000e+03 2.572599e+00 1.428059e-03
1.557710e+00 7.000000e+01 1.741000e+03 1.560335e+00 1.685112e-03
2.193060e+00 4.700000e+01 3.481000e+03 2.204503e+00 5.217930e-03
2.897040e+00 2.200000e+01 5.613000e+03 2.893054e+00 1.375913e-03
3.255830e+00 7.000000e+00 5.268000e+03 3.255275e+00 1.706167e-04
1.894650e+00 5.800000e+01 4.513000e+03 1.881573e+00 6.901902e-03
1.670270e+00 6.600000e+01 1.376000e+03 1.676359e+00 3.645701e-03
3.073280e+00 1.500000e+01 5.298000e+03 3.067440e+00 1.900190e-03
3.319720e+00 7.000000e+00 1.538000e+03 3.316912e+00 8.457656e-04
2.705300e+00 3.700000e+01 7.110000e+02 2.694617e+00 3.949045e-03
2.923890e+00 2.100000e+01 2.438000e+03 2.936419e+00 4.284884e-03
3.351290e+00 4.000000e+00 2.089000e+03 3.354812e+00 1.050831e-03
2.127430e+00 5.000000e+01 2.709000e+03 2.120411e+00 3.299269e-03
1.344360e+00 7.900000e+01 5.916000e+03 1.335255e+00 6.772792e-03
1.902470e+00 5.700000e+01 5.912000e+03 1.909184e+00 3.529328e-03
2.394250e+00 4.000000e+01 5.531000e+03 2.403338e+00 3.795644e-03
1.952420e+00 5.600000e+01 1.964000e+03 1.951747e+00 3.447964e-04
1.644650e+00 6.600000e+01 4.018000e+03 1.658116e+00 8.187789e-03
1.955020e+00 5.500000e+01 5.225000e+03 1.967476e+00 6.371544e-03
2.778580e+00 2.700000e+01 1.873000e+03 2.793342e+00 5.312837e-03
1.722620e+00 6.400000e+01 2.019000e+03 1.720717e+00 1.104637e-03
1.428070e+00 7.500000e+01 4.588000e+03 1.427222e+00 5.941392e-04
2.290760e+00 4.500000e+01 1.896000e+03 2.279217e+00 5.038947e-03
2.576780e+00 3.400000e+01 4.848000e+03 2.573837e+00 1.142191e-03
1.472610e+00 7.300000e+01 4.902000e+03 1.475647e+00 2.062635e-03
