fname time Tem kT_1 Nfe tau_r Wph Em t_ass rmsre 
SC320V4_2.1E+12 1527555323 0 555 1.922729458E+17 1.000000000E+02 2.335861683E-04 6.262992657E-01 2.686084853E+02 1.233763578E-03 
SC320V5_2.1E+12 1527555323 0 555 2.551576370E+17 1.000000000E+02 2.740405308E-04 6.294831787E-01 2.994142924E+02 1.754147948E-03 
SC320V6_5.3E+11 1527933776 0 555 4.608300377E+17 1.000000000E+02 1.229063031E-03 6.317858165E-01 3.238723739E+02 9.860447831E-04 
SC320V7_5.3E+11 1527933776 0 555 4.504937816E+17 1.000000000E+02 1.221195995E-03 6.309616806E-01 3.148971266E+02 8.787894131E-04 
SC320V8_5.3E+11 1527933776 0 555 4.430183698E+17 1.000000000E+02 1.216247267E-03 6.313091662E-01 3.186506844E+02 9.093481073E-04 
SC320V9_5.3E+11 1527933776 0 555 4.256406616E+17 1.000000000E+02 1.217625880E-03 6.313979832E-01 3.196172492E+02 9.045836946E-04 
SC3252V1_2.0E+11 1527555323 0 555 1.942294140E+17 1.000000000E+02 2.519697706E-04 6.460575976E-01 5.269079067E+02 1.244740134E-03 
SC328V1_1.9E+12 1527555323 0 555 2.084541273E+17 1.000000000E+02 2.665429653E-04 6.277025200E-01 2.817743811E+02 1.228043370E-03 
SC3383V1_3.5E+11 1527933776 0 555 1.174389016E+17 1.000000000E+02 3.402341629E-04 6.471820345E-01 5.475039922E+02 1.642064373E-03 
SC3383V2_3.5E+11 1527933776 0 555 9.307884496E+17 1.000000000E+02 3.887890725E-04 6.493671354E-01 5.898586873E+02 1.390062111E-03 
SC3383V3_3.5E+11 1527933776 0 555 2.942241305E+17 1.000000000E+02 3.628329475E-04 6.493556190E-01 5.896270872E+02 1.466881223E-03 
SC3383V4_3.5E+11 1527933776 0 555 1.898533478E+17 1.000000000E+02 3.576040001E-04 6.473052313E-01 5.498089396E+02 1.460100055E-03 
SC3383V5_3.5E+11 1527933776 0 555 4.378050287E+16 1.000000000E+02 3.315322953E-04 6.466737828E-01 5.380965819E+02 1.560072846E-03 
SC3411V10_2.9E+13 1527555323 0 555 8.777672940E+18 1.000000000E+02 3.858906461E-04 6.516373796E-01 6.373377136E+02 1.242962331E-03 
SC3411V11_2.9E+13 1527555323 0 555 2.652308489E+19 1.000000000E+02 4.876400336E-04 6.570409885E-01 7.662940438E+02 1.978919208E-03 
SC3411V12_2.9E+13 1527555323 0 555 2.709881031E+19 1.000000000E+02 4.873306490E-04 6.563905708E-01 7.494850221E+02 2.154427031E-03 
SC3411V13_2.9E+13 1527555323 0 555 2.981942581E+19 1.000000000E+02 5.010287618E-04 6.571736473E-01 7.697684153E+02 2.251577151E-03 
SC3411V1_2.9E+13 1527555323 0 555 1.902401002E+19 1.000000000E+02 4.592544656E-04 6.552209942E-01 7.201813642E+02 2.738197276E-03 
SC3411V2_2.9E+13 1527555323 0 555 2.033538638E+19 1.000000000E+02 4.597628284E-04 6.502593078E-01 6.080800947E+02 2.820492001E-03 
SC3411V3_2.9E+13 1527555323 0 555 3.635760861E+19 1.000000000E+02 4.806335022E-04 6.564973011E-01 7.522177935E+02 2.041472194E-03 
SC3411V4_2.9E+13 1527555323 0 555 3.880703786E+19 1.000000000E+02 4.882756058E-04 6.571684005E-01 7.696307024E+02 2.119239401E-03 
SC3411V5_2.9E+13 1527555323 0 555 2.702579824E+19 1.000000000E+02 4.544652081E-04 6.323990873E-01 3.307168040E+02 2.311930448E-03 
SC3411V6_2.9E+13 1527555323 0 555 2.856314775E+19 1.000000000E+02 4.617224323E-04 6.330318315E-01 3.379302073E+02 2.441487909E-03 
SC3411V7_2.9E+13 1527555323 0 555 2.583692653E+19 1.000000000E+02 4.471440044E-04 6.544321101E-01 7.010657355E+02 1.908313711E-03 
SC3411V8_2.9E+13 1527555323 0 555 2.665434924E+19 1.000000000E+02 4.650980096E-04 6.539326911E-01 6.892273373E+02 2.060517886E-03 
SC3411V9_2.9E+13 1527555323 0 555 7.569545210E+18 1.000000000E+02 3.753214273E-04 6.510254632E-01 6.241763654E+02 1.290388273E-03 
SC342V1_7.1E+11 1527555323 0 555 7.170688888E+17 1.000000000E+02 2.897923690E-04 6.454405821E-01 5.159372685E+02 1.321641502E-03 
SC3491V1_6.6E+12 1527555323 0 555 5.866719400E+18 1.000000000E+02 3.942777009E-04 6.327962985E-01 3.352268849E+02 1.711848330E-03 
SC3491V2_6.6E+12 1527555323 0 555 5.307157502E+18 1.000000000E+02 3.818639485E-04 6.351392040E-01 3.631086293E+02 1.250076851E-03 
SC3491V3_6.6E+12 1527555323 0 555 5.270440802E+18 1.000000000E+02 3.827154668E-04 6.331504917E-01 3.393003727E+02 1.629228023E-03 
SC3491V4_6.6E+12 1527555323 0 555 5.997931125E+18 1.000000000E+02 3.949134256E-04 6.339344090E-01 3.484928861E+02 1.457130507E-03 
SC3491V5_6.6E+12 1527555323 0 555 6.334366326E+18 1.000000000E+02 4.008302907E-04 6.338829276E-01 3.478816276E+02 1.832619579E-03 
SC3491V6_6.6E+12 1527555323 0 555 5.522135682E+18 1.000000000E+02 3.930491225E-04 6.250278248E-01 2.572113142E+02 1.835314782E-03 
SC3492V1_7.6E+12 1527555323 0 555 7.226713438E+18 1.000000000E+02 3.563228355E-04 6.347402156E-01 3.582017242E+02 1.705292409E-03 
SC3492V2_7.6E+12 1527555323 0 555 6.879505133E+18 1.000000000E+02 3.568671856E-04 6.276798789E-01 2.815569139E+02 1.376450670E-03 
SC3492V3_7.6E+12 1527555323 0 555 8.254729429E+18 1.000000000E+02 3.721173183E-04 6.261470795E-01 2.672181149E+02 1.300757441E-03 
SC3492V4_7.6E+12 1527555323 0 555 7.379168118E+18 1.000000000E+02 3.621658464E-04 6.345640836E-01 3.560567385E+02 1.665383963E-03 
SC3492V5_7.6E+12 1527555323 0 555 7.743089120E+18 1.000000000E+02 3.638635068E-04 6.347348480E-01 3.581361656E+02 1.701604517E-03 
SC3501V10_2.8E+13 1527555323 0 555 2.732443438E+19 1.000000000E+02 4.631378595E-04 6.520054087E-01 6.453867113E+02 2.237610549E-03 
SC3501V11_2.8E+13 1527555323 0 555 2.841202964E+19 1.000000000E+02 4.708234689E-04 6.537742460E-01 6.855134346E+02 2.146936375E-03 
SC3501V12_2.8E+13 1527555323 0 555 2.935685006E+19 1.000000000E+02 4.738947999E-04 6.546392887E-01 7.060362423E+02 2.327782135E-03 
SC3501V1_2.8E+13 1527555323 0 555 2.179832054E+19 1.000000000E+02 4.448594187E-04 6.513598475E-01 6.313343960E+02 2.338834905E-03 
SC3501V2_2.8E+13 1527555323 0 555 1.953194169E+19 1.000000000E+02 4.574584361E-04 6.542183963E-01 6.959751038E+02 1.681493840E-03 
SC3501V3_2.8E+13 1527555323 0 555 1.909850773E+19 1.000000000E+02 4.327319285E-04 6.462707192E-01 5.307511971E+02 1.785559272E-03 
SC3501V4_2.8E+13 1527555323 0 555 1.967858828E+19 1.000000000E+02 4.425105930E-04 6.546239072E-01 7.056660111E+02 1.860124242E-03 
SC3501V5_2.8E+13 1527555323 0 555 1.826456968E+19 1.000000000E+02 4.238147930E-04 6.497414683E-01 5.974364816E+02 2.136029259E-03 
SC3501V6_2.8E+13 1527555323 0 555 1.625392479E+19 1.000000000E+02 4.080856379E-04 6.531785122E-01 6.717278131E+02 1.676089422E-03 
SC3501V7_2.8E+13 1527555323 0 555 2.436088277E+19 1.000000000E+02 4.608873577E-04 6.516396345E-01 6.373867238E+02 2.272723419E-03 
SC3501V8_2.8E+13 1527555323 0 555 2.443451302E+19 1.000000000E+02 4.660178991E-04 6.525766907E-01 6.580827931E+02 2.127826642E-03 
SC3501V9_2.8E+13 1527555323 0 555 1.598383058E+19 1.000000000E+02 4.073057584E-04 6.486022614E-01 5.746725127E+02 1.524980689E-03 
SC3502V10_1.9E+13 1527555323 0 555 9.880558842E+18 1.000000000E+02 3.924868406E-04 6.449891758E-01 5.080561434E+02 1.551565508E-03 
SC3502V11_1.9E+13 1527555323 0 555 1.018898404E+19 1.000000000E+02 3.955983205E-04 6.422337618E-01 4.624926662E+02 1.524917153E-03 
SC3502V12_1.9E+13 1527555323 0 555 1.520318332E+19 1.000000000E+02 4.268305297E-04 6.485155327E-01 5.729754302E+02 2.259017432E-03 
SC3502V1_1.9E+13 1527555323 0 555 1.576439617E+19 1.000000000E+02 4.344431847E-04 6.475286243E-01 5.540132879E+02 1.951000358E-03 
SC3502V2_1.9E+13 1527555323 0 555 1.748943108E+19 1.000000000E+02 4.342894970E-04 6.489185599E-01 5.809044609E+02 2.040725359E-03 
SC3502V3_1.9E+13 1527555323 0 555 1.894852245E+19 1.000000000E+02 4.477472572E-04 6.494244363E-01 5.910123959E+02 2.183434737E-03 
SC3502V4_1.9E+13 1527555323 0 555 2.030052129E+19 1.000000000E+02 4.536215186E-04 6.501029190E-01 6.048458649E+02 2.291296509E-03 
SC3502V5_1.9E+13 1527482620 0 555 1.434291420E+19 1.000000000E+02 4.233564888E-04 6.473156967E-01 5.500051883E+02 1.800886949E-03 
SC3502V6_1.9E+13 1527482620 0 555 1.488669769E+19 1.000000000E+02 4.281409607E-04 6.435738659E-01 4.841181802E+02 2.069157200E-03 
SC3502V7_1.9E+13 1527482620 0 555 1.397188044E+19 1.000000000E+02 4.203262787E-04 6.413762199E-01 4.491639696E+02 1.789180713E-03 
SC3502V8_1.9E+13 1527482620 0 555 1.515009144E+19 1.000000000E+02 4.234973021E-04 6.475004618E-01 5.534814909E+02 1.979088130E-03 
SC3502V9_1.9E+13 1527482620 0 555 8.409062037E+18 1.000000000E+02 3.792389294E-04 6.446745270E-01 5.026339888E+02 1.433615856E-03 
SC3503_1.4E+13 1527482620 0 555 1.438051109E+19 1.000000000E+02 4.292642973E-04 6.541326917E-01 6.939440319E+02 2.362695385E-03 
SC3521V1_4.2E+13 1527482620 0 555 4.277629758E+19 1.000000000E+02 5.410961255E-04 6.582274195E-01 7.979324716E+02 1.834250669E-03 
SC3521V2_4.2E+13 1527482620 0 555 3.393368201E+19 1.000000000E+02 5.042594994E-04 6.556412927E-01 7.305776373E+02 2.249884174E-03 
SC3521V3_4.2E+13 1527482620 0 555 3.291850902E+19 1.000000000E+02 5.122368610E-04 6.528129874E-01 6.634069514E+02 2.143187008E-03 
SC3521V4_4.2E+13 1527482620 0 555 3.992168048E+19 1.000000000E+02 5.288549764E-04 6.578839207E-01 7.886404049E+02 1.929121260E-03 
SC3521V5_4.2E+13 1527482620 0 555 3.457826238E+19 1.000000000E+02 5.155989484E-04 6.491841800E-01 5.861900825E+02 2.956250035E-03 
SC3521V6_4.2E+13 1527482620 0 555 3.561872777E+19 1.000000000E+02 5.158729365E-04 6.496069343E-01 5.947019071E+02 2.672756185E-03 
SC3521V7_4.2E+13 1527482620 0 555 4.409454271E+19 1.000000000E+02 5.484632276E-04 6.588407306E-01 8.147963840E+02 1.950380395E-03 
SC3521V8_4.2E+13 1527482620 0 555 3.731054157E+19 1.000000000E+02 5.122546539E-04 6.493763596E-01 5.900442572E+02 2.141205861E-03 
SC3753V1_1.3E+12 1527482620 0 555 1.319014893E+18 1.000000000E+02 2.659143794E-04 6.494126347E-01 5.907745963E+02 1.428166752E-03 
SC3753V2_3.8E+12 1527933776 0 555 1.494725437E+18 1.000000000E+02 9.700776962E-04 6.551686508E-01 7.188970281E+02 1.037723250E-03 
SC3753V3_3.8E+12 1527933776 0 555 1.858707079E+18 1.000000000E+02 9.776280313E-04 6.551420684E-01 7.182456616E+02 9.811860086E-04 
SC3753V4_3.8E+12 1527933776 0 555 1.832998955E+18 1.000000000E+02 9.641582572E-04 6.564409592E-01 7.507739515E+02 1.035092747E-03 
SC3753V5_3.8E+12 1527933776 0 555 3.003288448E+18 1.000000000E+02 1.038459302E-03 6.575861332E-01 7.806724990E+02 1.092732835E-03 
SC3753V6_3.8E+12 1527933776 0 555 2.798294200E+18 1.000000000E+02 1.016814252E-03 6.578350427E-01 7.873270190E+02 1.175192196E-03 
SC3753V7_3.8E+12 1527933776 0 555 3.196554782E+18 1.000000000E+02 1.052237239E-03 6.577550423E-01 7.851820710E+02 1.139443978E-03 
SC4023V1_3.7E+12 1527482620 0 555 5.530093172E+18 1.000000000E+02 2.995975895E-04 6.539425006E-01 6.894579294E+02 2.229725108E-03 
SC4023V2_7.2E+12 1527482620 0 555 4.480812460E+18 1.000000000E+02 3.660351569E-04 6.499968507E-01 6.026620929E+02 3.619501697E-03 
SC4023V3_7.2E+12 1527482620 0 555 7.209879783E+18 1.000000000E+02 3.540122629E-04 6.534267861E-01 6.774389967E+02 1.746438871E-03 
SC4023V4_7.2E+12 1527482620 0 555 8.612230609E+18 1.000000000E+02 3.601720738E-04 6.538421430E-01 6.871024625E+02 1.498178010E-03 
SC4023V5_3.7E+12 1527482620 0 555 2.068211110E+18 1.000000000E+02 3.032139392E-04 6.518664319E-01 6.423353358E+02 4.082125587E-03 
