fname time Tem kT_1 Nfe tau_r Wph Em t_ass rmsre 
SC320V5_2.1E+12 1527555323 0 555 1.209637441E+17 1.000000000E+02 2.624239139E-04 6.272725891E-01 2.776734497E+02 1.751898530E-03 
SC320V6_5.3E+11 1527933776 0 555 2.085963871E+17 1.000000000E+02 1.159473754E-03 6.297607868E-01 3.022621869E+02 1.032449646E-03 
SC320V7_5.3E+11 1527933776 0 555 2.050898627E+17 1.000000000E+02 1.152946068E-03 6.289025446E-01 2.935442039E+02 9.156261040E-04 
SC320V8_5.3E+11 1527933776 0 555 1.998417349E+17 1.000000000E+02 1.148482694E-03 6.293513956E-01 2.980717780E+02 9.430638320E-04 
SC320V9_5.3E+11 1527933776 0 555 1.937376844E+17 1.000000000E+02 1.151290386E-03 6.294008484E-01 2.985748619E+02 9.398418669E-04 
SC3252V1_2.0E+11 1527555323 0 555 9.325297025E+16 1.000000000E+02 2.425866405E-04 6.436318119E-01 4.850757397E+02 1.253671713E-03 
SC328V1_1.9E+12 1527555323 0 555 9.886810472E+16 1.000000000E+02 2.562460566E-04 6.255441253E-01 2.617799157E+02 1.243031267E-03 
SC3383V1_3.5E+11 1527933776 0 555 5.742937345E+16 1.000000000E+02 3.303077238E-04 6.447068702E-01 5.031886615E+02 1.642756375E-03 
SC3383V2_3.5E+11 1527933776 0 555 4.099756162E+17 1.000000000E+02 3.584063539E-04 6.468436946E-01 5.412234136E+02 1.426386983E-03 
SC3383V3_3.5E+11 1527933776 0 555 1.389786216E+17 1.000000000E+02 3.463311981E-04 6.468348118E-01 5.410594985E+02 1.491229232E-03 
SC3383V4_3.5E+11 1527933776 0 555 9.137626144E+16 1.000000000E+02 3.444360684E-04 6.448184749E-01 5.051073395E+02 1.474959800E-03 
SC3383V5_3.5E+11 1527933776 0 555 2.193936905E+16 1.000000000E+02 3.255676116E-04 6.441871890E-01 4.943499828E+02 1.563081106E-03 
SC3411V10_2.9E+13 1527555323 0 555 2.863213203E+18 1.000000000E+02 3.061190667E-04 6.490508334E-01 5.835306099E+02 1.154193897E-03 
SC3411V11_2.9E+13 1527555323 0 555 6.454529963E+18 1.000000000E+02 3.347082101E-04 6.540828546E-01 6.927656914E+02 1.789036191E-03 
SC3411V12_2.9E+13 1527555323 0 555 6.589320660E+18 1.000000000E+02 3.339484263E-04 6.536546598E-01 6.827236311E+02 1.863255105E-03 
SC3411V13_2.9E+13 1527555323 0 555 7.027128377E+18 1.000000000E+02 3.380514910E-04 6.544136521E-01 7.006246044E+02 1.971274413E-03 
SC3411V1_2.9E+13 1527555323 0 555 5.146602915E+18 1.000000000E+02 3.317738838E-04 6.525295429E-01 6.570255970E+02 2.518223793E-03 
SC3411V2_2.9E+13 1527555323 0 555 5.408913169E+18 1.000000000E+02 3.292977198E-04 6.477330155E-01 5.578881722E+02 2.632947644E-03 
SC3411V3_2.9E+13 1527555323 0 555 8.012514083E+18 1.000000000E+02 3.136951560E-04 6.537868830E-01 6.858089057E+02 1.747801608E-03 
SC3411V4_2.9E+13 1527555323 0 555 8.359172612E+18 1.000000000E+02 3.150192885E-04 6.544235159E-01 7.008603071E+02 1.837913372E-03 
SC3411V5_2.9E+13 1527555323 0 555 6.595020554E+18 1.000000000E+02 3.122339435E-04 6.302182830E-01 3.070147225E+02 1.895582448E-03 
SC3411V6_2.9E+13 1527555323 0 555 6.849088565E+18 1.000000000E+02 3.144524443E-04 6.308453958E-01 3.136509121E+02 2.007627913E-03 
SC3411V7_2.9E+13 1527555323 0 555 6.382434157E+18 1.000000000E+02 3.088261390E-04 6.517776327E-01 6.403932192E+02 1.636810952E-03 
SC3411V8_2.9E+13 1527555323 0 555 6.524743514E+18 1.000000000E+02 3.197133182E-04 6.512867879E-01 6.297634631E+02 1.763605136E-03 
SC3411V9_2.9E+13 1527555323 0 555 2.544364840E+18 1.000000000E+02 3.022353509E-04 6.484856226E-01 5.723913211E+02 1.248136463E-03 
SC342V1_7.1E+11 1527555323 0 555 3.222604743E+17 1.000000000E+02 2.697537455E-04 6.429848867E-01 4.744918803E+02 1.319104330E-03 
SC3491V1_6.6E+12 1527555323 0 555 2.069536973E+18 1.000000000E+02 3.253113125E-04 6.305644771E-01 3.106606407E+02 1.512420176E-03 
SC3491V2_6.6E+12 1527555323 0 555 1.907175993E+18 1.000000000E+02 3.177799203E-04 6.328224416E-01 3.355258713E+02 1.176795963E-03 
SC3491V3_6.6E+12 1527555323 0 555 1.895688106E+18 1.000000000E+02 3.186670050E-04 6.308368671E-01 3.135597057E+02 1.426781386E-03 
SC3491V4_6.6E+12 1527555323 0 555 2.108944452E+18 1.000000000E+02 3.251706324E-04 6.316176457E-01 3.220203705E+02 1.262815763E-03 
SC3491V5_6.6E+12 1527555323 0 555 2.204426454E+18 1.000000000E+02 3.284656014E-04 6.316374277E-01 3.222376717E+02 1.598333318E-03 
SC3491V6_6.6E+12 1527555323 0 555 1.971145653E+18 1.000000000E+02 3.260436511E-04 6.227981093E-01 2.383793589E+02 1.622430956E-03 
SC3492V1_7.6E+12 1527555323 0 555 2.453472231E+18 1.000000000E+02 2.883941452E-04 6.324247305E-01 3.310061252E+02 1.512279088E-03 
SC3492V2_7.6E+12 1527555323 0 555 2.319778968E+18 1.000000000E+02 2.898519490E-04 6.256348165E-01 2.625907559E+02 1.243665551E-03 
SC3492V3_7.6E+12 1527555323 0 555 2.600215774E+18 1.000000000E+02 2.960792356E-04 6.243987632E-01 2.517525358E+02 1.219038228E-03 
SC3492V4_7.6E+12 1527555323 0 555 2.496064922E+18 1.000000000E+02 2.925470980E-04 6.322455020E-01 3.289892514E+02 1.446499277E-03 
SC3492V5_7.6E+12 1527555323 0 555 2.594693781E+18 1.000000000E+02 2.925460477E-04 6.324153830E-01 3.309006319E+02 1.476048468E-03 
SC3501V10_2.8E+13 1527555323 0 555 6.638824312E+18 1.000000000E+02 3.172165847E-04 6.494299981E-01 5.911244976E+02 1.888469826E-03 
SC3501V11_2.8E+13 1527555323 0 555 6.810995115E+18 1.000000000E+02 3.204609146E-04 6.512212842E-01 6.283583203E+02 1.801400822E-03 
SC3501V12_2.8E+13 1527555323 0 555 6.975118971E+18 1.000000000E+02 3.208749626E-04 6.520217300E-01 6.457460117E+02 1.984216793E-03 
SC3501V1_2.8E+13 1527555323 0 555 5.683761105E+18 1.000000000E+02 3.154181534E-04 6.487897219E-01 5.783578825E+02 2.009534648E-03 
SC3501V2_2.8E+13 1527555323 0 555 5.251437668E+18 1.000000000E+02 3.295245715E-04 6.517377289E-01 6.395224022E+02 1.392632818E-03 
SC3501V3_2.8E+13 1527555323 0 555 5.176147356E+18 1.000000000E+02 3.128141115E-04 6.438419010E-01 4.885633793E+02 1.678822734E-03 
SC3501V4_2.8E+13 1527555323 0 555 5.273267620E+18 1.000000000E+02 3.184366978E-04 6.522167205E-01 6.500540734E+02 1.570131147E-03 
SC3501V5_2.8E+13 1527555323 0 555 5.005863430E+18 1.000000000E+02 3.083296343E-04 6.474535261E-01 5.525963340E+02 1.810550317E-03 
SC3501V6_2.8E+13 1527555323 0 555 4.593117125E+18 1.000000000E+02 3.013780612E-04 6.507179599E-01 6.176654198E+02 1.392538803E-03 
SC3501V7_2.8E+13 1527555323 0 555 6.135070874E+18 1.000000000E+02 3.212800018E-04 6.490014137E-01 5.825480482E+02 1.954229019E-03 
SC3501V8_2.8E+13 1527555323 0 555 6.151947842E+18 1.000000000E+02 3.248242208E-04 6.500207575E-01 6.031536052E+02 1.777859845E-03 
SC3501V9_2.8E+13 1527555323 0 555 4.533095746E+18 1.000000000E+02 3.014149645E-04 6.461262002E-01 5.281419920E+02 1.317044091E-03 
SC3502V10_1.9E+13 1527555323 0 555 3.148894883E+18 1.000000000E+02 3.076688894E-04 6.425705477E-01 4.678348265E+02 1.337797086E-03 
SC3502V11_1.9E+13 1527555323 0 555 3.226336519E+18 1.000000000E+02 3.091237868E-04 6.398743204E-01 4.267388949E+02 1.296816469E-03 
SC3502V12_1.9E+13 1527555323 0 555 4.375845872E+18 1.000000000E+02 3.179649316E-04 6.460106051E-01 5.260642275E+02 1.902729146E-03 
SC3502V1_1.9E+13 1527555323 0 555 4.498768834E+18 1.000000000E+02 3.222703116E-04 6.451888407E-01 5.115271456E+02 1.639980505E-03 
SC3502V2_1.9E+13 1527555323 0 555 4.848472992E+18 1.000000000E+02 3.176091682E-04 6.464205345E-01 5.334696331E+02 1.700087493E-03 
SC3502V3_1.9E+13 1527555323 0 555 5.138707334E+18 1.000000000E+02 3.238742764E-04 6.469127196E-01 5.424988426E+02 1.843938948E-03 
SC3502V4_1.9E+13 1527555323 0 555 5.396081487E+18 1.000000000E+02 3.248882824E-04 6.475423757E-01 5.542731431E+02 1.956637318E-03 
SC3502V5_1.9E+13 1527482620 0 555 4.187200018E+18 1.000000000E+02 3.177204098E-04 6.448587627E-01 5.058017521E+02 1.493937583E-03 
SC3502V6_1.9E+13 1527482620 0 555 4.308257104E+18 1.000000000E+02 3.199095641E-04 6.411992311E-01 4.464612393E+02 1.709897456E-03 
SC3502V7_1.9E+13 1527482620 0 555 4.099998551E+18 1.000000000E+02 3.165443669E-04 6.390743391E-01 4.152548801E+02 1.459750105E-03 
SC3502V8_1.9E+13 1527482620 0 555 4.363910575E+18 1.000000000E+02 3.156476738E-04 6.450346853E-01 5.088452095E+02 1.653789690E-03 
SC3502V9_1.9E+13 1527482620 0 555 2.770460380E+18 1.000000000E+02 3.023372879E-04 6.422705721E-01 4.630735755E+02 1.234515655E-03 
SC3503_1.4E+13 1527482620 0 555 4.187993521E+18 1.000000000E+02 3.217808060E-04 6.514576597E-01 6.334436986E+02 2.091771976E-03 
SC3521V1_4.2E+13 1527482620 0 555 8.869602517E+18 1.000000000E+02 3.429012135E-04 6.555295038E-01 7.277979255E+02 1.575281063E-03 
SC3521V2_4.2E+13 1527482620 0 555 7.668350132E+18 1.000000000E+02 3.331324104E-04 6.529441171E-01 6.663800855E+02 1.927917626E-03 
SC3521V3_4.2E+13 1527482620 0 555 7.526818088E+18 1.000000000E+02 3.403441688E-04 6.502157374E-01 6.071772939E+02 1.819346292E-03 
SC3521V4_4.2E+13 1527482620 0 555 8.497396536E+18 1.000000000E+02 3.393748174E-04 6.551405166E-01 7.182076556E+02 1.657736228E-03 
SC3521V5_4.2E+13 1527482620 0 555 7.791452865E+18 1.000000000E+02 3.399660856E-04 6.466838063E-01 5.382805393E+02 2.524222385E-03 
SC3521V6_4.2E+13 1527482620 0 555 7.939938079E+18 1.000000000E+02 3.383878083E-04 6.471054288E-01 5.460756123E+02 2.247009546E-03 
SC3521V7_4.2E+13 1527482620 0 555 9.038302763E+18 1.000000000E+02 3.455303868E-04 6.560805129E-01 7.416023440E+02 1.701902147E-03 
SC3521V8_4.2E+13 1527482620 0 555 8.141267058E+18 1.000000000E+02 3.331211486E-04 6.469582451E-01 5.433416973E+02 1.774942858E-03 
SC3753V1_1.3E+12 1527482620 0 555 5.648073179E+17 1.000000000E+02 2.415486095E-04 6.468532740E-01 5.414002411E+02 1.409275599E-03 
SC3753V2_3.8E+12 1527933776 0 555 6.292704966E+17 1.000000000E+02 8.756546315E-04 6.525543238E-01 6.575810477E+02 1.061835854E-03 
SC3753V3_3.8E+12 1527933776 0 555 7.622228166E+17 1.000000000E+02 8.725437742E-04 6.525967662E-01 6.585334616E+02 9.638862864E-04 
SC3753V4_3.8E+12 1527933776 0 555 7.555732374E+17 1.000000000E+02 8.612394495E-04 6.537861727E-01 6.857922950E+02 1.034347895E-03 
SC3753V5_3.8E+12 1527933776 0 555 1.167150910E+18 1.000000000E+02 9.006025590E-04 6.548796300E-01 7.118465380E+02 1.077265529E-03 
SC3753V6_3.8E+12 1527933776 0 555 1.097680920E+18 1.000000000E+02 8.859018449E-04 6.551165439E-01 7.176207720E+02 1.185991167E-03 
SC3753V7_3.8E+12 1527933776 0 555 1.231581568E+18 1.000000000E+02 9.087144807E-04 6.550507680E-01 7.160129553E+02 1.132385919E-03 
SC4023V1_3.7E+12 1527482620 0 555 1.966503465E+18 1.000000000E+02 2.481944032E-04 6.512903930E-01 6.298408881E+02 2.153170231E-03 
SC4023V2_7.2E+12 1527482620 0 555 1.649748773E+18 1.000000000E+02 3.086337076E-04 6.475384852E-01 5.541996129E+02 3.720319022E-03 
SC4023V3_7.2E+12 1527482620 0 555 2.443392077E+18 1.000000000E+02 2.863144823E-04 6.507861602E-01 6.191035769E+02 1.673206747E-03 
SC4023V4_7.2E+12 1527482620 0 555 2.817350180E+18 1.000000000E+02 2.861976239E-04 6.511898471E-01 6.276850663E+02 1.389379895E-03 
SC4023V5_3.7E+12 1527482620 0 555 8.399749070E+17 1.000000000E+02 2.691394351E-04 6.495014108E-01 5.925657679E+02 4.145206183E-03 
