N_Fe N_B T n_Fe n_Fe_SRH n_FeB n_FeB_SRH
4.642000E+10 1.000e+17 300 1.187155711E+00 1.207950566E+00 1.145794626E+00 1.149286296E+00
6.813000E+10 1.000e+17 300 1.194240561E+00 1.207972039E+00 1.148352280E+00 1.150773842E+00
1.000000E+11 1.000e+17 300 1.195369940E+00 1.208002789E+00 1.150876150E+00 1.152554664E+00
1.468000E+11 1.000e+17 300 1.206265217E+00 1.208046405E+00 1.153655650E+00 1.155141096E+00
2.154000E+11 1.000e+17 300 1.206894041E+00 1.208107337E+00 1.157146898E+00 1.158004578E+00
3.162000E+11 1.000e+17 300 1.207366049E+00 1.208190780E+00 1.158956768E+00 1.159513973E+00
4.642000E+11 1.000e+17 300 1.207742487E+00 1.208301942E+00 1.160819890E+00 1.161205218E+00
6.813000E+11 1.000e+17 300 1.208065842E+00 1.208444553E+00 1.162925463E+00 1.163192338E+00
1.000000E+12 1.000e+17 300 1.208363561E+00 1.216208001E+00 1.164688571E+00 1.164872683E+00
1.468000E+12 1.000e+17 300 1.217972589E+00 1.219591982E+00 1.166084989E+00 1.166210487E+00
2.154000E+12 1.000e+17 300 1.219714083E+00 1.219840795E+00 1.172225119E+00 1.173109607E+00
3.162000E+12 1.000e+17 300 1.220064202E+00 1.220149982E+00 1.178763709E+00 1.178804292E+00
4.642000E+12 1.000e+17 300 1.220389952E+00 1.220447891E+00 1.179685191E+00 1.179536253E+00
6.813000E+12 1.000e+17 300 1.232005687E+00 1.235478865E+00 1.167167569E+00 1.167060114E+00
1.000000E+13 1.000e+17 300 1.244848432E+00 1.244880720E+00 1.178356474E+00 1.178370724E+00
1.000000E+10 1.000e+17 305 1.171513262E+00 1.216783220E+00 1.132259084E+00 1.149608783E+00
1.468000E+10 1.000e+17 305 1.178720905E+00 1.216790168E+00 1.137951070E+00 1.149865679E+00
2.154000E+10 1.000e+17 305 1.184008539E+00 1.216800216E+00 1.142440206E+00 1.150237735E+00
3.162000E+10 1.000e+17 305 1.187807994E+00 1.216814772E+00 1.146109176E+00 1.150773419E+00
4.642000E+10 1.000e+17 305 1.191843682E+00 1.216835834E+00 1.149146595E+00 1.151538314E+00
6.813000E+10 1.000e+17 305 1.196660347E+00 1.216866225E+00 1.150682121E+00 1.152618217E+00
1.000000E+11 1.000e+17 305 1.199575313E+00 1.216909714E+00 1.152513683E+00 1.154119904E+00
1.468000E+11 1.000e+17 305 1.204601340E+00 1.216971331E+00 1.154812037E+00 1.156187685E+00
2.154000E+11 1.000e+17 305 1.205555167E+00 1.217057402E+00 1.157794046E+00 1.159014942E+00
3.162000E+11 1.000e+17 305 1.216100163E+00 1.217174983E+00 1.161544254E+00 1.162659024E+00
4.642000E+11 1.000e+17 305 1.216601899E+00 1.217331276E+00 1.166148071E+00 1.167186507E+00
6.813000E+11 1.000e+17 305 1.217037443E+00 1.217531320E+00 1.169600006E+00 1.169943512E+00
1.000000E+12 1.000e+17 305 1.217441906E+00 1.217775620E+00 1.171835584E+00 1.172072492E+00
1.468000E+12 1.000e+17 305 1.217832471E+00 1.218057575E+00 1.173582780E+00 1.173747733E+00
2.154000E+12 1.000e+17 305 1.218214411E+00 1.218365355E+00 1.175037928E+00 1.175151561E+00
3.162000E+12 1.000e+17 305 1.228105788E+00 1.229564660E+00 1.176306562E+00 1.177068834E+00
4.642000E+12 1.000e+17 305 1.229870897E+00 1.229946321E+00 1.187938311E+00 1.187688650E+00
6.813000E+12 1.000e+17 305 1.230204407E+00 1.230255224E+00 1.186311982E+00 1.186046606E+00
1.000000E+13 1.000e+17 305 1.231931500E+00 1.234796277E+00 1.186530368E+00 1.186545861E+00
1.000000E+10 1.000e+17 310 1.173935869E+00 1.215336774E+00 1.132313364E+00 1.152371330E+00
1.468000E+10 1.000e+17 310 1.182793921E+00 1.215345664E+00 1.139031023E+00 1.152581610E+00
2.154000E+10 1.000e+17 310 1.189393792E+00 1.215358487E+00 1.144345209E+00 1.152886609E+00
3.162000E+10 1.000e+17 310 1.194191057E+00 1.215377154E+00 1.148662679E+00 1.153326704E+00
4.642000E+10 1.000e+17 310 1.197619687E+00 1.215404197E+00 1.151668449E+00 1.153957058E+00
6.813000E+10 1.000e+17 310 1.200046593E+00 1.215443092E+00 1.153008566E+00 1.154862692E+00
1.000000E+11 1.000e+17 310 1.206124168E+00 1.215596531E+00 1.154584140E+00 1.156948675E+00
1.468000E+11 1.000e+17 310 1.207389810E+00 1.217089256E+00 1.157612167E+00 1.159402829E+00
2.154000E+11 1.000e+17 310 1.208313040E+00 1.219245339E+00 1.162056270E+00 1.163305928E+00
3.162000E+11 1.000e+17 310 1.214565679E+00 1.222337547E+00 1.165955443E+00 1.166826722E+00
4.642000E+11 1.000e+17 310 1.215173777E+00 1.226269417E+00 1.168792931E+00 1.169399507E+00
6.813000E+11 1.000e+17 310 1.219635184E+00 1.226546579E+00 1.171247494E+00 1.172149729E+00
1.000000E+12 1.000e+17 310 1.226452745E+00 1.226883815E+00 1.176368475E+00 1.176926688E+00
1.468000E+12 1.000e+17 310 1.226980677E+00 1.227271578E+00 1.180933268E+00 1.181145768E+00
2.154000E+12 1.000e+17 310 1.227509746E+00 1.227704678E+00 1.182798182E+00 1.182944565E+00
3.162000E+12 1.000e+17 310 1.228081783E+00 1.228213680E+00 1.184060453E+00 1.184151600E+00
4.642000E+12 1.000e+17 310 1.228538048E+00 1.228627326E+00 1.185650970E+00 1.185396585E+00
6.813000E+12 1.000e+17 310 1.239814016E+00 1.239879754E+00 1.180588611E+00 1.180907817E+00
1.000000E+13 1.000e+17 310 1.240199477E+00 1.240243654E+00 1.191171560E+00 1.191177144E+00
1.000000E+10 1.000e+17 315 1.175090805E+00 1.218392723E+00 1.130979851E+00 1.155246095E+00
1.468000E+10 1.000e+17 315 1.185776391E+00 1.218404209E+00 1.138751744E+00 1.155418767E+00
2.154000E+10 1.000e+17 315 1.193878545E+00 1.218420958E+00 1.144939346E+00 1.155669552E+00
3.162000E+10 1.000e+17 315 1.199845836E+00 1.218445165E+00 1.149955640E+00 1.156032049E+00
4.642000E+10 1.000e+17 315 1.204152835E+00 1.218480396E+00 1.154222706E+00 1.156552541E+00
6.813000E+10 1.000e+17 315 1.207224307E+00 1.218531212E+00 1.155559892E+00 1.158159110E+00
1.000000E+11 1.000e+17 315 1.209407559E+00 1.218603669E+00 1.157264531E+00 1.160429945E+00
1.468000E+11 1.000e+17 315 1.210972487E+00 1.218706520E+00 1.160932814E+00 1.163149642E+00
2.154000E+11 1.000e+17 315 1.216597761E+00 1.218849584E+00 1.166004131E+00 1.167558576E+00
3.162000E+11 1.000e+17 315 1.217511361E+00 1.220138398E+00 1.169073280E+00 1.169631683E+00
4.642000E+11 1.000e+17 315 1.218261023E+00 1.223046344E+00 1.171104180E+00 1.171625634E+00
6.813000E+11 1.000e+17 315 1.218924909E+00 1.225166924E+00 1.173660824E+00 1.174158979E+00
1.000000E+12 1.000e+17 315 1.225082722E+00 1.225589823E+00 1.176820259E+00 1.177303131E+00
1.468000E+12 1.000e+17 315 1.225731809E+00 1.232302470E+00 1.182211391E+00 1.182460646E+00
2.154000E+12 1.000e+17 315 1.236689543E+00 1.236937982E+00 1.185464901E+00 1.185935327E+00
3.162000E+12 1.000e+17 315 1.237413058E+00 1.237581464E+00 1.191105207E+00 1.191582783E+00
4.642000E+12 1.000e+17 315 1.238071249E+00 1.238185078E+00 1.193398666E+00 1.193033565E+00
6.813000E+12 1.000e+17 315 1.238578498E+00 1.238655620E+00 1.190964126E+00 1.190783982E+00
1.000000E+13 1.000e+17 315 1.244292148E+00 1.247699400E+00 1.172394760E+00 1.172344546E+00
1.000000E+10 1.000e+17 320 1.174922711E+00 1.226679164E+00 1.130289011E+00 1.158559514E+00
1.468000E+10 1.000e+17 320 1.187567231E+00 1.226739363E+00 1.139267426E+00 1.158812756E+00
2.154000E+10 1.000e+17 320 1.197342419E+00 1.226762122E+00 1.146465248E+00 1.159021170E+00
3.162000E+10 1.000e+17 320 1.204650163E+00 1.226795333E+00 1.152284262E+00 1.159607765E+00
4.642000E+10 1.000e+17 320 1.209983868E+00 1.226843533E+00 1.157172130E+00 1.161004040E+00
6.813000E+10 1.000e+17 320 1.213820125E+00 1.226912980E+00 1.158657535E+00 1.162858898E+00
1.000000E+11 1.000e+17 320 1.216566156E+00 1.227012309E+00 1.161316197E+00 1.165234375E+00
1.468000E+11 1.000e+17 320 1.218546839E+00 1.227152706E+00 1.165384359E+00 1.168136121E+00
2.154000E+11 1.000e+17 320 1.220011145E+00 1.227348062E+00 1.170158564E+00 1.170738579E+00
3.162000E+11 1.000e+17 320 1.221145262E+00 1.227613743E+00 1.171638553E+00 1.172928471E+00
4.642000E+11 1.000e+17 320 1.226032248E+00 1.227964533E+00 1.176390128E+00 1.177295303E+00
6.813000E+11 1.000e+17 320 1.227513149E+00 1.228409865E+00 1.179056726E+00 1.179689995E+00
1.000000E+12 1.000e+17 320 1.228341254E+00 1.228948175E+00 1.181974079E+00 1.182415763E+00
1.468000E+12 1.000e+17 320 1.229152889E+00 1.229566421E+00 1.184347738E+00 1.185241734E+00
2.154000E+12 1.000e+17 320 1.233938296E+00 1.235820644E+00 1.189092568E+00 1.189802874E+00
3.162000E+12 1.000e+17 320 1.237063697E+00 1.241534267E+00 1.193681264E+00 1.194748553E+00
4.642000E+12 1.000e+17 320 1.247452263E+00 1.247598250E+00 1.196534871E+00 1.196944566E+00
6.813000E+12 1.000e+17 320 1.248107057E+00 1.248219891E+00 1.203270648E+00 1.203152459E+00
1.000000E+13 1.000e+17 320 1.248674251E+00 1.248776571E+00 1.168040609E+00 1.167995109E+00
1.000000E+10 1.000e+17 325 1.173296060E+00 1.229946191E+00 1.129849735E+00 1.162147638E+00
1.468000E+10 1.000e+17 325 1.187962093E+00 1.229966566E+00 1.138484497E+00 1.162267022E+00
2.154000E+10 1.000e+17 325 1.199543333E+00 1.229996484E+00 1.146727441E+00 1.162440782E+00
3.162000E+10 1.000e+17 325 1.208345440E+00 1.230039864E+00 1.153397341E+00 1.163256287E+00
4.642000E+10 1.000e+17 325 1.214851451E+00 1.230102715E+00 1.158954994E+00 1.164671400E+00
6.813000E+10 1.000e+17 325 1.219576457E+00 1.230193375E+00 1.161885897E+00 1.166572102E+00
1.000000E+11 1.000e+17 325 1.222985158E+00 1.230322802E+00 1.164270955E+00 1.169041883E+00
1.468000E+11 1.000e+17 325 1.225461485E+00 1.230505735E+00 1.168752066E+00 1.172112874E+00
2.154000E+11 1.000e+17 325 1.227306450E+00 1.230760057E+00 1.173041658E+00 1.173586169E+00
3.162000E+11 1.000e+17 325 1.228748605E+00 1.231105478E+00 1.176232976E+00 1.177823021E+00
4.642000E+11 1.000e+17 325 1.229956568E+00 1.231560638E+00 1.181554575E+00 1.182676713E+00
6.813000E+11 1.000e+17 325 1.231047970E+00 1.232893614E+00 1.185528574E+00 1.186317107E+00
1.000000E+12 1.000e+17 325 1.232514385E+00 1.237476768E+00 1.188889766E+00 1.189442857E+00
1.468000E+12 1.000e+17 325 1.237800287E+00 1.238315678E+00 1.193497272E+00 1.192307984E+00
2.154000E+12 1.000e+17 325 1.238938697E+00 1.239285389E+00 1.193517832E+00 1.194768878E+00
3.162000E+12 1.000e+17 325 1.239866246E+00 1.240100925E+00 1.195946463E+00 1.197111338E+00
4.642000E+12 1.000e+17 325 1.246372246E+00 1.246540726E+00 1.203843537E+00 1.204425845E+00
6.813000E+12 1.000e+17 325 1.255867023E+00 1.257494834E+00 1.206302661E+00 1.206363667E+00
1.000000E+13 1.000e+17 325 1.258416225E+00 1.258210669E+00 1.188979768E+00 1.189469622E+00
1.000000E+10 1.000e+17 330 1.172202929E+00 1.237208407E+00 1.129728020E+00 1.165822157E+00
1.468000E+10 1.000e+17 330 1.187039945E+00 1.237235564E+00 1.137289378E+00 1.165922270E+00
2.154000E+10 1.000e+17 330 1.200510642E+00 1.237275518E+00 1.146638765E+00 1.166068155E+00
3.162000E+10 1.000e+17 330 1.210935207E+00 1.237333463E+00 1.154231618E+00 1.166993805E+00
4.642000E+10 1.000e+17 330 1.218748928E+00 1.237417225E+00 1.160519048E+00 1.168465952E+00
6.813000E+10 1.000e+17 330 1.224485570E+00 1.237538195E+00 1.165341174E+00 1.170327595E+00
1.000000E+11 1.000e+17 330 1.228660669E+00 1.237710914E+00 1.167087759E+00 1.172852666E+00
1.468000E+11 1.000e+17 330 1.231717998E+00 1.237954700E+00 1.171976344E+00 1.176000686E+00
2.154000E+11 1.000e+17 330 1.234015215E+00 1.238293389E+00 1.176159277E+00 1.176677814E+00
3.162000E+11 1.000e+17 330 1.235828301E+00 1.238752657E+00 1.180598867E+00 1.182550219E+00
4.642000E+11 1.000e+17 330 1.237363674E+00 1.239356956E+00 1.186810982E+00 1.188193558E+00
6.813000E+11 1.000e+17 330 1.238765083E+00 1.240120550E+00 1.192361777E+00 1.193335537E+00
1.000000E+12 1.000e+17 330 1.240118754E+00 1.241038628E+00 1.194524178E+00 1.195207610E+00
1.468000E+12 1.000e+17 330 1.241484128E+00 1.242105810E+00 1.198770052E+00 1.199250211E+00
2.154000E+12 1.000e+17 330 1.243237311E+00 1.247208508E+00 1.201636816E+00 1.202123723E+00
3.162000E+12 1.000e+17 330 1.248974942E+00 1.249263245E+00 1.204600452E+00 1.205098399E+00
4.642000E+12 1.000e+17 330 1.250065581E+00 1.250261665E+00 1.207235927E+00 1.207508069E+00
6.813000E+12 1.000e+17 330 1.250953369E+00 1.251592982E+00 1.211421901E+00 1.211892406E+00
1.000000E+13 1.000e+17 330 1.257794582E+00 1.260203596E+00 1.165990770E+00 1.166054355E+00
1.000000E+10 1.000e+17 335 1.167586728E+00 1.243768499E+00 1.126384612E+00 1.169673802E+00
1.468000E+10 1.000e+17 335 1.184750630E+00 1.243804625E+00 1.136228253E+00 1.169758340E+00
2.154000E+10 1.000e+17 335 1.200130993E+00 1.243856984E+00 1.146266152E+00 1.169928353E+00
3.162000E+10 1.000e+17 335 1.212265910E+00 1.243933209E+00 1.154855971E+00 1.170925267E+00
4.642000E+10 1.000e+17 335 1.221502117E+00 1.244043804E+00 1.161940674E+00 1.172319891E+00
6.813000E+10 1.000e+17 335 1.227221522E+00 1.244202917E+00 1.168024607E+00 1.174230147E+00
1.000000E+11 1.000e+17 335 1.231195917E+00 1.244430313E+00 1.169872451E+00 1.176774507E+00
1.468000E+11 1.000e+17 335 1.235140499E+00 1.244751112E+00 1.175143032E+00 1.179416934E+00
2.154000E+11 1.000e+17 335 1.238993714E+00 1.245196127E+00 1.179488079E+00 1.180947384E+00
3.162000E+11 1.000e+17 335 1.242212430E+00 1.245799170E+00 1.184556942E+00 1.186923720E+00
4.642000E+11 1.000e+17 335 1.244141908E+00 1.246591312E+00 1.191488221E+00 1.193171720E+00
6.813000E+11 1.000e+17 335 1.245921623E+00 1.247590422E+00 1.197334418E+00 1.198527130E+00
1.000000E+12 1.000e+17 335 1.247654126E+00 1.248788982E+00 1.200374578E+00 1.201315475E+00
1.468000E+12 1.000e+17 335 1.249396894E+00 1.250162762E+00 1.205244249E+00 1.205837137E+00
2.154000E+12 1.000e+17 335 1.251318282E+00 1.251837363E+00 1.209225734E+00 1.209641654E+00
3.162000E+12 1.000e+17 335 1.253077853E+00 1.253428693E+00 1.211723415E+00 1.213138406E+00
4.642000E+12 1.000e+17 335 1.258987304E+00 1.259235997E+00 1.215158419E+00 1.216023691E+00
6.813000E+12 1.000e+17 335 1.260357391E+00 1.260528311E+00 1.218176694E+00 1.218339267E+00
1.000000E+13 1.000e+17 335 1.261594588E+00 1.261744312E+00 1.220770993E+00 1.220850720E+00
1.000000E+10 1.000e+17 340 1.163442041E+00 1.244179320E+00 1.122096890E+00 1.173680765E+00
1.468000E+10 1.000e+17 340 1.181279729E+00 1.244247012E+00 1.137115406E+00 1.173752583E+00
2.154000E+10 1.000e+17 340 1.198276901E+00 1.244346210E+00 1.145551833E+00 1.174059990E+00
3.162000E+10 1.000e+17 340 1.212151298E+00 1.244491517E+00 1.155210230E+00 1.175025382E+00
4.642000E+10 1.000e+17 340 1.222886575E+00 1.244704151E+00 1.163163858E+00 1.176383552E+00
6.813000E+10 1.000e+17 340 1.229026684E+00 1.245014845E+00 1.169917148E+00 1.178258894E+00
1.000000E+11 1.000e+17 340 1.232288862E+00 1.245467885E+00 1.173627876E+00 1.180783969E+00
1.468000E+11 1.000e+17 340 1.235519836E+00 1.246126530E+00 1.178216229E+00 1.182995774E+00
2.154000E+11 1.000e+17 340 1.238678184E+00 1.247079976E+00 1.182990053E+00 1.185420402E+00
3.162000E+11 1.000e+17 340 1.241834189E+00 1.248451768E+00 1.188227559E+00 1.191077888E+00
4.642000E+11 1.000e+17 340 1.245167089E+00 1.250408649E+00 1.195887525E+00 1.197919986E+00
6.813000E+11 1.000e+17 340 1.248946467E+00 1.253167722E+00 1.199861072E+00 1.201300865E+00
1.000000E+12 1.000e+17 340 1.253509116E+00 1.255847733E+00 1.206590979E+00 1.207617408E+00
1.468000E+12 1.000e+17 340 1.256805183E+00 1.257771284E+00 1.211536539E+00 1.212260690E+00
2.154000E+12 1.000e+17 340 1.258928832E+00 1.259629034E+00 1.216418778E+00 1.216930410E+00
3.162000E+12 1.000e+17 340 1.260995948E+00 1.261474630E+00 1.219820653E+00 1.221105065E+00
4.642000E+12 1.000e+17 340 1.262672706E+00 1.263055536E+00 1.224237080E+00 1.224661251E+00
6.813000E+12 1.000e+17 340 1.264703753E+00 1.266973691E+00 1.227176990E+00 1.227351054E+00
1.000000E+13 1.000e+17 340 1.270529274E+00 1.271114845E+00 1.230255853E+00 1.230377152E+00
