N_Fe N_B T d Jsc_Fe Eta_Fe Voc_Fe FF_Fe Jsc_FeB Eta_FeB Voc_FeB FF_FeB Jsc_e Eta_e Voc_e FF_e
4.642000E+13 1.778E+15 292 3.800E-4 2.726502E+1 1.109150E+1 5.215130E-1 7.800410E+1 2.829537E+1 1.169120E+1 5.208950E-1 7.932220E+1 3.6414085E+00 5.1294991E+00 -1.1864195E-01 1.6617038E+00
6.813000E+13 1.778E+15 292 3.800E-4 2.633664E+1 1.054160E+1 5.140800E-1 7.786030E+1 2.742459E+1 1.117200E+1 5.153050E-1 7.905440E+1 3.9670602E+00 5.6426781E+00 2.3772329E-01 1.5104789E+00
1.000000E+14 1.778E+15 292 3.800E-4 2.539032E+1 9.984000E+0 5.066470E-1 7.761230E+1 2.652645E+1 1.065240E+1 5.096420E-1 7.879590E+1 4.2830081E+00 6.2746423E+00 5.8766742E-01 1.5021086E+00
1.000000E+10 1.778E+15 297 3.800E-4 3.828040E+1 1.919990E+1 6.133830E-1 8.176940E+1 3.827504E+1 1.912040E+1 6.110480E-1 8.175350E+1 -1.4003904E-02 -4.1578628E-01 -3.8213037E-01 -1.9448709E-02
1.468000E+10 1.778E+15 297 3.800E-4 3.825544E+1 1.917740E+1 6.133300E-1 8.173400E+1 3.824794E+1 1.906760E+1 6.099770E-1 8.172850E+1 -1.9608899E-02 -5.7584594E-01 -5.4969286E-01 -6.7295986E-03
2.154000E+10 1.778E+15 297 3.800E-4 3.821901E+1 1.914450E+1 6.132530E-1 8.168170E+1 3.820868E+1 1.899400E+1 6.084410E-1 8.170280E+1 -2.7035742E-02 -7.9235548E-01 -7.9087372E-01 2.5825308E-02
3.162000E+10 1.778E+15 297 3.800E-4 3.816599E+1 1.909630E+1 6.131390E-1 8.160450E+1 3.815211E+1 1.889340E+1 6.063560E-1 8.167030E+1 -3.6380688E-02 -1.0739200E+00 -1.1186498E+00 8.0567844E-02
4.642000E+10 1.778E+15 297 3.800E-4 3.808915E+1 1.902600E+1 6.129720E-1 8.149010E+1 3.807129E+1 1.875840E+1 6.036050E-1 8.162930E+1 -4.6911991E-02 -1.4265609E+00 -1.5518427E+00 1.7052700E-01
6.813000E+10 1.778E+15 297 3.800E-4 3.797849E+1 1.892350E+1 6.127260E-1 8.132020E+1 3.795718E+1 1.857360E+1 6.000900E-1 8.154280E+1 -5.6142211E-02 -1.8838567E+00 -2.1056841E+00 2.7298548E-01
1.000000E+11 1.778E+15 297 3.800E-4 3.782057E+1 1.876880E+1 6.123640E-1 8.103970E+1 3.779867E+1 1.834920E+1 5.956900E-1 8.149300E+1 -5.7938547E-02 -2.2867482E+00 -2.7991069E+00 5.5624409E-01
1.468000E+11 1.778E+15 297 3.800E-4 3.759840E+1 1.855600E+1 6.118280E-1 8.066520E+1 3.758340E+1 1.807490E+1 5.905990E-1 8.143050E+1 -3.9911237E-02 -2.6617021E+00 -3.5944863E+00 9.3981985E-01
2.154000E+11 1.778E+15 297 3.800E-4 3.729253E+1 1.825510E+1 6.110360E-1 8.011180E+1 3.729953E+1 1.774200E+1 5.848760E-1 8.132720E+1 1.8766993E-02 -2.8920077E+00 -4.4727429E+00 1.4944570E+00
3.162000E+11 1.778E+15 297 3.800E-4 3.688507E+1 1.784030E+1 6.098510E-1 7.931010E+1 3.693894E+1 1.737130E+1 5.788640E-1 8.124040E+1 1.4583526E-01 -2.6998555E+00 -5.3530708E+00 2.3760346E+00
4.642000E+11 1.778E+15 297 3.800E-4 3.636811E+1 1.729910E+1 6.080310E-1 7.823050E+1 3.650074E+1 1.695530E+1 5.727610E-1 8.110160E+1 3.6336250E-01 -2.0276846E+00 -6.1578913E+00 3.5401274E+00
6.813000E+11 1.778E+15 297 3.800E-4 3.575441E+1 1.667760E+1 6.052920E-1 7.706190E+1 3.599338E+1 1.651310E+1 5.667960E-1 8.094270E+1 6.6392764E-01 -9.9617879E-01 -6.7918616E+00 4.7945028E+00
1.000000E+12 1.778E+15 297 3.800E-4 3.507924E+1 1.605400E+1 6.010920E-1 7.613650E+1 3.543296E+1 1.606490E+1 5.611190E-1 8.080100E+1 9.9827957E-01 6.7849784E-02 -7.1238008E+00 5.7728246E+00
1.468000E+12 1.778E+15 297 3.800E-4 3.438172E+1 1.547080E+1 5.942730E-1 7.571820E+1 3.483745E+1 1.560500E+1 5.556880E-1 8.060930E+1 1.3081612E+00 8.5998078E-01 -6.9436446E+00 6.0676622E+00
2.154000E+12 1.778E+15 297 3.800E-4 3.368068E+1 1.492590E+1 5.828130E-1 7.603820E+1 3.421994E+1 1.515440E+1 5.505200E-1 8.044250E+1 1.5758648E+00 1.5078129E+00 -5.8659086E+00 5.4750909E+00
3.162000E+12 1.778E+15 297 3.800E-4 3.297275E+1 1.440250E+1 5.653790E-1 7.725780E+1 3.358524E+1 1.469710E+1 5.454380E-1 8.023020E+1 1.8236880E+00 2.0044771E+00 -3.6559609E+00 3.7048393E+00
4.642000E+12 1.778E+15 297 3.800E-4 3.224699E+1 1.389090E+1 5.539970E-1 7.775600E+1 3.293121E+1 1.424610E+1 5.404200E-1 8.004940E+1 2.0777251E+00 2.4933140E+00 -2.5123052E+00 2.8649809E+00
6.813000E+12 1.778E+15 297 3.800E-4 3.149497E+1 1.337320E+1 5.462810E-1 7.772780E+1 3.225281E+1 1.378260E+1 5.353260E-1 7.982610E+1 2.3496867E+00 2.9704120E+00 -2.0464166E+00 2.6285889E+00
1.000000E+13 1.778E+15 297 3.800E-4 3.071246E+1 1.285740E+1 5.387420E-1 7.770640E+1 3.154546E+1 1.331920E+1 5.301820E-1 7.963730E+1 2.6406335E+00 3.4671752E+00 -1.6145399E+00 2.4246176E+00
1.468000E+13 1.778E+15 297 3.800E-4 2.989794E+1 1.233140E+1 5.311220E-1 7.765630E+1 3.080627E+1 1.284020E+1 5.249090E-1 7.940510E+1 2.9485231E+00 3.9625551E+00 -1.1836337E+00 2.2023774E+00
2.154000E+13 1.778E+15 297 3.800E-4 2.905158E+1 1.180040E+1 5.234810E-1 7.759330E+1 3.003389E+1 1.235960E+1 5.195600E-1 7.920610E+1 3.2706719E+00 4.5244183E+00 -7.5467703E-01 2.0362068E+00
3.162000E+13 1.778E+15 297 3.800E-4 2.817484E+1 1.127000E+1 5.158830E-1 7.753760E+1 2.922828E+1 1.186380E+1 5.140850E-1 7.895600E+1 3.6041806E+00 5.0051417E+00 -3.4974761E-01 1.7964436E+00
4.642000E+13 1.778E+15 297 3.800E-4 2.727047E+1 1.072990E+1 5.083460E-1 7.740020E+1 2.839018E+1 1.136720E+1 5.085210E-1 7.873650E+1 3.9440046E+00 5.6064818E+00 3.4413525E-02 1.6971798E+00
6.813000E+13 1.778E+15 297 3.800E-4 2.634251E+1 1.019200E+1 5.008500E-1 7.724930E+1 2.752148E+1 1.085750E+1 5.028510E-1 7.845460E+1 4.2838176E+00 6.1294036E+00 3.9793100E-01 1.5363025E+00
1.000000E+14 1.778E+15 297 3.800E-4 2.539644E+1 9.646800E+0 4.933370E-1 7.699550E+1 2.662511E+1 1.034940E+1 4.970710E-1 7.819960E+1 4.6147039E+00 6.7887994E+00 7.5120053E-01 1.5397777E+00
1.000000E+10 1.778E+15 302 3.800E-4 3.829675E+1 1.877190E+1 6.029440E-1 8.129600E+1 3.829514E+1 1.869520E+1 6.005960E-1 8.128400E+1 -4.2041888E-03 -4.1026574E-01 -3.9094499E-01 -1.4763053E-02
1.468000E+10 1.778E+15 302 3.800E-4 3.827124E+1 1.874880E+1 6.028880E-1 8.125760E+1 3.826902E+1 1.864310E+1 5.995010E-1 8.126090E+1 -5.8010370E-03 -5.6696579E-01 -5.6496987E-01 4.0609937E-03
2.154000E+10 1.778E+15 302 3.800E-4 3.823403E+1 1.871490E+1 6.028050E-1 8.120080E+1 3.823115E+1 1.857050E+1 5.979540E-1 8.123420E+1 -7.5331242E-03 -7.7757734E-01 -8.1126642E-01 4.1115688E-02
3.162000E+10 1.778E+15 302 3.800E-4 3.817989E+1 1.866530E+1 6.026830E-1 8.111710E+1 3.817656E+1 1.847090E+1 5.958520E-1 8.119950E+1 -8.7226298E-03 -1.0524663E+00 -1.1464256E+00 1.0147846E-01
4.642000E+10 1.778E+15 302 3.800E-4 3.810149E+1 1.858650E+1 6.025040E-1 8.096460E+1 3.809848E+1 1.833700E+1 5.930740E-1 8.115410E+1 -7.9005777E-03 -1.3606370E+00 -1.5900208E+00 2.3350638E-01
6.813000E+10 1.778E+15 302 3.800E-4 3.798866E+1 1.848140E+1 6.022400E-1 8.078140E+1 3.798807E+1 1.815370E+1 5.895050E-1 8.106440E+1 -1.5531192E-03 -1.8051417E+00 -2.1602870E+00 3.4910516E-01
1.000000E+11 1.778E+15 302 3.800E-4 3.782787E+1 1.832950E+1 6.018510E-1 8.050980E+1 3.783443E+1 1.793180E+1 5.850520E-1 8.101070E+1 1.7338704E-02 -2.2178476E+00 -2.8713687E+00 6.1831338E-01
1.468000E+11 1.778E+15 302 3.800E-4 3.760210E+1 1.811160E+1 6.012770E-1 8.010700E+1 3.762519E+1 1.765240E+1 5.798820E-1 8.090660E+1 6.1368461E-02 -2.6013460E+00 -3.6895437E+00 9.8830009E-01
2.154000E+11 1.778E+15 302 3.800E-4 3.729212E+1 1.780380E+1 6.004260E-1 7.951250E+1 3.734834E+1 1.733030E+1 5.740540E-1 8.083190E+1 1.5052878E-01 -2.7322089E+00 -4.5939929E+00 1.6322764E+00
3.162000E+11 1.778E+15 302 3.800E-4 3.688075E+1 1.737670E+1 5.991320E-1 7.864020E+1 3.699518E+1 1.695520E+1 5.679030E-1 8.070200E+1 3.0931056E-01 -2.4859630E+00 -5.4990025E+00 2.5548314E+00
4.642000E+11 1.778E+15 302 3.800E-4 3.636126E+1 1.683340E+1 5.971810E-1 7.752210E+1 3.656395E+1 1.655070E+1 5.616690E-1 8.059020E+1 5.5434383E-01 -1.7080849E+00 -6.3225850E+00 3.8070386E+00
6.813000E+11 1.778E+15 302 3.800E-4 3.574760E+1 1.621170E+1 5.942400E-1 7.631690E+1 3.606219E+1 1.611180E+1 5.555430E-1 8.042200E+1 8.7235412E-01 -6.2004245E-01 -6.9656174E+00 5.1044490E+00
1.000000E+12 1.778E+15 302 3.800E-4 3.507492E+1 1.559560E+1 5.897020E-1 7.540040E+1 3.550547E+1 1.566760E+1 5.497180E-1 8.027240E+1 1.2126301E+00 4.5954709E-01 -7.2735475E+00 6.0693339E+00
1.468000E+12 1.778E+15 302 3.800E-4 3.438073E+1 1.502540E+1 5.823130E-1 7.505090E+1 3.491198E+1 1.521140E+1 5.441480E-1 8.007140E+1 1.5216840E+00 1.2227671E+00 -7.0137169E+00 6.2700290E+00
2.154000E+12 1.778E+15 302 3.800E-4 3.368242E+1 1.449020E+1 5.698640E-1 7.549190E+1 3.429558E+1 1.476490E+1 5.388440E-1 7.989690E+1 1.7878689E+00 1.8604935E+00 -5.7567682E+00 5.5133553E+00
3.162000E+12 1.778E+15 302 3.800E-4 3.297642E+1 1.397490E+1 5.520380E-1 7.676740E+1 3.366190E+1 1.431280E+1 5.336690E-1 7.967350E+1 2.0363675E+00 2.3608239E+00 -3.4420212E+00 3.6475114E+00
4.642000E+12 1.778E+15 302 3.800E-4 3.225210E+1 1.347150E+1 5.412830E-1 7.716730E+1 3.300929E+1 1.386750E+1 5.285430E-1 7.948460E+1 2.2938694E+00 2.8555976E+00 -2.4103999E+00 2.9154075E+00
6.813000E+12 1.778E+15 302 3.800E-4 3.150134E+1 1.296320E+1 5.335150E-1 7.713230E+1 3.233284E+1 1.341080E+1 5.233750E-1 7.925000E+1 2.5716887E+00 3.3376085E+00 -1.9374254E+00 2.6721767E+00
1.000000E+13 1.778E+15 302 3.800E-4 3.072002E+1 1.245120E+1 5.258660E-1 7.707490E+1 3.162780E+1 1.295470E+1 5.181280E-1 7.905380E+1 2.8701965E+00 3.8866203E+00 -1.4934534E+00 2.5032320E+00
1.468000E+13 1.778E+15 302 3.800E-4 2.990667E+1 1.194050E+1 5.181620E-1 7.705290E+1 3.089112E+1 1.248400E+1 5.127850E-1 7.881080E+1 3.1868382E+00 4.3535726E+00 -1.0485876E+00 2.2305319E+00
2.154000E+13 1.778E+15 302 3.800E-4 2.906143E+1 1.141970E+1 5.104570E-1 7.698030E+1 3.012136E+1 1.201190E+1 5.073290E-1 7.860460E+1 3.5188650E+00 4.9301110E+00 -6.1656243E-01 2.0664185E+00
3.162000E+13 1.778E+15 302 3.800E-4 2.818571E+1 1.089530E+1 5.027880E-1 7.688200E+1 2.931826E+1 1.152570E+1 5.017810E-1 7.834590E+1 3.8629509E+00 5.4695160E+00 -2.0068516E-01 1.8685088E+00
4.642000E+13 1.778E+15 302 3.800E-4 2.728232E+1 1.037180E+1 4.951780E-1 7.677350E+1 2.848263E+1 1.103320E+1 4.961100E-1 7.808070E+1 4.2141825E+00 5.9946344E+00 1.8786156E-01 1.6741653E+00
6.813000E+13 1.778E+15 302 3.800E-4 2.635522E+1 9.840300E+0 4.876090E-1 7.657200E+1 2.761616E+1 1.053970E+1 4.903590E-1 7.783040E+1 4.5659498E+00 6.6358625E+00 5.6081361E-01 1.6168489E+00
1.000000E+14 1.778E+15 302 3.800E-4 2.540743E+1 9.311800E+0 4.800280E-1 7.634970E+1 2.672173E+1 1.003640E+1 4.844700E-1 7.752590E+1 4.9184690E+00 7.2197202E+00 9.1687824E-01 1.5171704E+00
1.000000E+10 1.778E+15 307 3.800E-4 3.831198E+1 1.833650E+1 5.924760E-1 8.078130E+1 3.831322E+1 1.826820E+1 5.900900E-1 8.080310E+1 3.2364808E-03 -3.7387373E-01 -4.0434510E-01 2.6979163E-02
1.468000E+10 1.778E+15 307 3.800E-4 3.828596E+1 1.831280E+1 5.924150E-1 8.073980E+1 3.828770E+1 1.821620E+1 5.889610E-1 8.078140E+1 4.5445404E-03 -5.3029721E-01 -5.8645649E-01 5.1497003E-02
2.154000E+10 1.778E+15 307 3.800E-4 3.824799E+1 1.827800E+1 5.923270E-1 8.067870E+1 3.825069E+1 1.814360E+1 5.873900E-1 8.075280E+1 7.0586962E-03 -7.4075707E-01 -8.4049780E-01 9.1761524E-02
3.162000E+10 1.778E+15 307 3.800E-4 3.819279E+1 1.822720E+1 5.921960E-1 8.058870E+1 3.819732E+1 1.804390E+1 5.852540E-1 8.071480E+1 1.1859471E-02 -1.0158558E+00 -1.1861517E+00 1.5622909E-01
4.642000E+10 1.778E+15 307 3.800E-4 3.811289E+1 1.815320E+1 5.920040E-1 8.045570E+1 3.812093E+1 1.790960E+1 5.824290E-1 8.066370E+1 2.1090776E-02 -1.3601644E+00 -1.6439772E+00 2.5786072E-01
6.813000E+10 1.778E+15 307 3.800E-4 3.799802E+1 1.804560E+1 5.917220E-1 8.025890E+1 3.801281E+1 1.772670E+1 5.787790E-1 8.057240E+1 3.8907937E-02 -1.7989812E+00 -2.2362594E+00 3.8909105E-01
1.000000E+11 1.778E+15 307 3.800E-4 3.783453E+1 1.789010E+1 5.913060E-1 7.996720E+1 3.786215E+1 1.750540E+1 5.742560E-1 8.051220E+1 7.2948842E-02 -2.1976076E+00 -2.9690591E+00 6.7691605E-01
1.468000E+11 1.778E+15 307 3.800E-4 3.760540E+1 1.766720E+1 5.906900E-1 7.953490E+1 3.765663E+1 1.722630E+1 5.689700E-1 8.040070E+1 1.3604510E-01 -2.5594585E+00 -3.8174245E+00 1.0768563E+00
2.154000E+11 1.778E+15 307 3.800E-4 3.729165E+1 1.735250E+1 5.897710E-1 7.889840E+1 3.738410E+1 1.690590E+1 5.630400E-1 8.031810E+1 2.4729765E-01 -2.6416813E+00 -4.7476201E+00 1.7675966E+00
