N_Fe N_B T n_Fe n_Fe_calk n_Fe n_Fe_calk
1.000000000E+10 1.778000014E+16 310 1.189055495E+00 1.189055495E+00 1.190833037E+0 1.190833037E+0
1.000000000E+10 1.778000014E+16 315 1.192214681E+00 1.192214681E+00 1.193812347E+0 1.193812347E+0
1.000000000E+10 1.778000014E+16 320 1.195821210E+00 1.195821210E+00 1.196648230E+0 1.196648230E+0
1.000000000E+10 1.778000014E+16 325 1.200305798E+00 1.200305798E+00 1.199151641E+0 1.199151641E+0
1.000000000E+10 1.778000014E+16 330 1.203448852E+00 1.203448852E+00 1.200909942E+0 1.200909942E+0
1.000000000E+10 1.778000014E+16 335 1.204815328E+00 1.204815328E+00 1.201066490E+0 1.201066490E+0
1.000000000E+10 1.778000014E+16 340 1.192129193E+00 1.192129193E+00 1.197978431E+0 1.197978431E+0
1.000000000E+10 3.162000032E+16 290 1.181817744E+00 1.181817744E+00 1.186951441E+0 1.186951441E+0
1.000000000E+10 3.162000032E+16 295 1.186265437E+00 1.186265437E+00 1.190174289E+0 1.190174289E+0
1.000000000E+10 3.162000032E+16 300 1.194004159E+00 1.194004159E+00 1.193396332E+0 1.193396332E+0
1.000000000E+10 3.162000032E+16 305 1.192075925E+00 1.192075925E+00 1.196616261E+0 1.196616261E+0
1.000000000E+10 3.162000032E+16 310 1.198218533E+00 1.198218533E+00 1.199830819E+0 1.199830819E+0
1.000000000E+10 3.162000032E+16 315 1.201277097E+00 1.201277097E+00 1.203032135E+0 1.203032135E+0
1.000000000E+10 3.162000032E+16 320 1.204074418E+00 1.204074418E+00 1.206201735E+0 1.206201735E+0
1.000000000E+10 3.162000032E+16 325 1.209933534E+00 1.209933534E+00 1.209297481E+0 1.209297481E+0
1.000000000E+10 3.162000032E+16 330 1.214860841E+00 1.214860841E+00 1.212225952E+0 1.212225952E+0
1.000000000E+10 3.162000032E+16 335 1.218557031E+00 1.218557031E+00 1.214786198E+0 1.214786198E+0
1.000000000E+10 3.162000032E+16 340 1.220707890E+00 1.220707890E+00 1.216561007E+0 1.216561007E+0
1.000000000E+10 5.622999955E+16 290 1.193107045E+00 1.193107045E+00 1.195579071E+0 1.195579071E+0
1.000000000E+10 5.622999955E+16 295 1.191269329E+00 1.191269329E+00 1.198951021E+0 1.198951021E+0
1.000000000E+10 5.622999955E+16 300 1.199771843E+00 1.199771843E+00 1.202322789E+0 1.202322789E+0
1.000000000E+10 5.622999955E+16 305 1.208099399E+00 1.208099399E+00 1.205694077E+0 1.205694077E+0
1.000000000E+10 5.622999955E+16 310 1.206321498E+00 1.206321498E+00 1.209064147E+0 1.209064147E+0
1.000000000E+10 5.622999955E+16 315 1.208766178E+00 1.208766178E+00 1.212431211E+0 1.212431211E+0
1.000000000E+10 5.622999955E+16 320 1.211902797E+00 1.211902797E+00 1.215791077E+0 1.215791077E+0
1.000000000E+10 5.622999955E+16 325 1.218818651E+00 1.218818651E+00 1.219134161E+0 1.219134161E+0
1.000000000E+10 5.622999955E+16 330 1.225061692E+00 1.225061692E+00 1.222439153E+0 1.222439153E+0
1.000000000E+10 5.622999955E+16 335 1.230391005E+00 1.230391005E+00 1.225659872E+0 1.225659872E+0
1.000000000E+10 5.622999955E+16 340 1.234534190E+00 1.234534190E+00 1.228698847E+0 1.228698847E+0
1.000000000E+10 1.000000000E+17 290 1.200510170E+00 1.200510170E+00 1.204468912E+0 1.204468912E+0
1.000000000E+10 1.000000000E+17 295 1.209611822E+00 1.209611822E+00 1.207994214E+0 1.207994214E+0
1.000000000E+10 1.000000000E+17 300 1.207913109E+00 1.207913109E+00 1.211519473E+0 1.211519473E+0
1.000000000E+10 1.000000000E+17 305 1.216783220E+00 1.216783220E+00 1.215044621E+0 1.215044621E+0
1.000000000E+10 1.000000000E+17 310 1.215336774E+00 1.215336774E+00 1.218569485E+0 1.218569485E+0
1.000000000E+10 1.000000000E+17 315 1.218392723E+00 1.218392723E+00 1.222093648E+0 1.222093648E+0
1.000000000E+10 1.000000000E+17 320 1.226679164E+00 1.226679164E+00 1.225616133E+0 1.225616133E+0
1.000000000E+10 1.000000000E+17 325 1.229946191E+00 1.229946191E+00 1.229134705E+0 1.229134705E+0
1.000000000E+10 1.000000000E+17 330 1.237208407E+00 1.237208407E+00 1.232644389E+0 1.232644389E+0
1.000000000E+10 1.000000000E+17 335 1.243768499E+00 1.243768499E+00 1.236134392E+0 1.236134392E+0
1.000000000E+10 1.000000000E+17 340 1.244179320E+00 1.244179320E+00 1.239581848E+0 1.239581848E+0
