N_Fe N_B T n_Fe n_Fe_calk n_Fe n_Fe_calk
1.000000000E+13 3.162000032E+16 295 1.217922456E+00 1.217922456E+00 1.217749560E+0 1.217749560E+0
1.000000000E+13 3.162000032E+16 300 1.207608103E+00 1.207608103E+00 1.221921422E+0 1.221921422E+0
1.000000000E+13 3.162000032E+16 305 1.216493501E+00 1.216493501E+00 1.226097372E+0 1.226097372E+0
1.000000000E+13 3.162000032E+16 310 1.214550522E+00 1.214550522E+00 1.230270203E+0 1.230270203E+0
1.000000000E+13 3.162000032E+16 315 1.223141919E+00 1.223141919E+00 1.234423452E+0 1.234423452E+0
1.000000000E+13 3.162000032E+16 320 1.231642071E+00 1.231642071E+00 1.238520337E+0 1.238520337E+0
1.000000000E+13 3.162000032E+16 325 1.230354541E+00 1.230354541E+00 1.242480731E+0 1.242480731E+0
1.000000000E+13 3.162000032E+16 330 1.233138711E+00 1.233138711E+00 1.246134861E+0 1.246134861E+0
1.000000000E+13 3.162000032E+16 335 1.241657042E+00 1.241657042E+00 1.249134257E+0 1.249134257E+0
1.000000000E+13 3.162000032E+16 340 1.244600170E+00 1.244600170E+00 1.250791915E+0 1.250791915E+0
1.000000000E+13 5.622999955E+16 290 1.229892128E+00 1.229892128E+00 1.222938511E+0 1.222938511E+0
1.000000000E+13 5.622999955E+16 295 1.227325914E+00 1.227325914E+00 1.227286522E+0 1.227286522E+0
1.000000000E+13 5.622999955E+16 300 1.225559376E+00 1.225559376E+00 1.231643646E+0 1.231643646E+0
1.000000000E+13 5.622999955E+16 305 1.222225971E+00 1.222225971E+00 1.236009028E+0 1.236009028E+0
1.000000000E+13 5.622999955E+16 310 1.231481461E+00 1.231481461E+00 1.240380828E+0 1.240380828E+0
1.000000000E+13 5.622999955E+16 315 1.230022061E+00 1.230022061E+00 1.244754979E+0 1.244754979E+0
1.000000000E+13 5.622999955E+16 320 1.239103593E+00 1.239103593E+00 1.249122516E+0 1.249122516E+0
1.000000000E+13 5.622999955E+16 325 1.247897588E+00 1.247897588E+00 1.253463974E+0 1.253463974E+0
1.000000000E+13 5.622999955E+16 330 1.246879650E+00 1.246879650E+00 1.257737996E+0 1.257737996E+0
1.000000000E+13 5.622999955E+16 335 1.250511080E+00 1.250511080E+00 1.261858758E+0 1.261858758E+0
1.000000000E+13 5.622999955E+16 340 1.259222635E+00 1.259222635E+00 1.265652712E+0 1.265652712E+0
1.000000000E+13 1.000000000E+17 290 1.237533822E+00 1.237533822E+00 1.232554589E+0 1.232554589E+0
1.000000000E+13 1.000000000E+17 295 1.235629262E+00 1.235629262E+00 1.237090375E+0 1.237090375E+0
1.000000000E+13 1.000000000E+17 300 1.244880720E+00 1.244880720E+00 1.241636049E+0 1.241636049E+0
1.000000000E+13 1.000000000E+17 305 1.234796277E+00 1.234796277E+00 1.246191287E+0 1.246191287E+0
1.000000000E+13 1.000000000E+17 310 1.240243654E+00 1.240243654E+00 1.250755530E+0 1.250755530E+0
1.000000000E+13 1.000000000E+17 315 1.247699400E+00 1.247699400E+00 1.255327668E+0 1.255327668E+0
1.000000000E+13 1.000000000E+17 320 1.248776571E+00 1.248776571E+00 1.259905385E+0 1.259905385E+0
1.000000000E+13 1.000000000E+17 325 1.258210669E+00 1.258210669E+00 1.264483775E+0 1.264483775E+0
1.000000000E+13 1.000000000E+17 330 1.260203596E+00 1.260203596E+00 1.269052507E+0 1.269052507E+0
1.000000000E+13 1.000000000E+17 335 1.261744312E+00 1.261744312E+00 1.273590194E+0 1.273590194E+0
1.000000000E+13 1.000000000E+17 340 1.271114845E+00 1.271114845E+00 1.278053429E+0 1.278053429E+0
