N_Fe N_B T n_Fe n_Fe_calk n_Fe n_Fe_calk
1.000000000E+10 1.778000014E+16 335 1.204815328E+00 1.204815328E+00 1.202458996E+0 1.202458996E+0
1.000000000E+10 1.778000014E+16 340 1.192129193E+00 1.192129193E+00 1.198975301E+0 1.198975301E+0
1.000000000E+10 3.162000032E+16 290 1.181817744E+00 1.181817744E+00 1.185146412E+0 1.185146412E+0
1.000000000E+10 3.162000032E+16 295 1.186265437E+00 1.186265437E+00 1.188750676E+0 1.188750676E+0
1.000000000E+10 3.162000032E+16 300 1.194004159E+00 1.194004159E+00 1.192361603E+0 1.192361603E+0
1.000000000E+10 3.162000032E+16 305 1.192075925E+00 1.192075925E+00 1.195977269E+0 1.195977269E+0
1.000000000E+10 3.162000032E+16 310 1.198218533E+00 1.198218533E+00 1.199593175E+0 1.199593175E+0
1.000000000E+10 3.162000032E+16 315 1.201277097E+00 1.201277097E+00 1.203198900E+0 1.203198900E+0
1.000000000E+10 3.162000032E+16 320 1.204074418E+00 1.204074418E+00 1.206770771E+0 1.206770771E+0
1.000000000E+10 3.162000032E+16 325 1.209933534E+00 1.209933534E+00 1.210256306E+0 1.210256306E+0
1.000000000E+10 3.162000032E+16 330 1.214860841E+00 1.214860841E+00 1.213542251E+0 1.213542251E+0
1.000000000E+10 3.162000032E+16 335 1.218557031E+00 1.218557031E+00 1.216391421E+0 1.216391421E+0
1.000000000E+10 3.162000032E+16 340 1.220707890E+00 1.220707890E+00 1.218324939E+0 1.218324939E+0
1.000000000E+10 5.622999955E+16 290 1.193107045E+00 1.193107045E+00 1.193160579E+0 1.193160579E+0
1.000000000E+10 5.622999955E+16 295 1.191269329E+00 1.191269329E+00 1.196921410E+0 1.196921410E+0
1.000000000E+10 5.622999955E+16 300 1.199771843E+00 1.199771843E+00 1.200690135E+0 1.200690135E+0
1.000000000E+10 5.622999955E+16 305 1.208099399E+00 1.208099399E+00 1.204466207E+0 1.204466207E+0
1.000000000E+10 5.622999955E+16 310 1.206321498E+00 1.206321498E+00 1.208248470E+0 1.208248470E+0
1.000000000E+10 5.622999955E+16 315 1.208766178E+00 1.208766178E+00 1.212034361E+0 1.212034361E+0
1.000000000E+10 5.622999955E+16 320 1.211902797E+00 1.211902797E+00 1.215818173E+0 1.215818173E+0
1.000000000E+10 5.622999955E+16 325 1.218818651E+00 1.218818651E+00 1.219587332E+0 1.219587332E+0
1.000000000E+10 5.622999955E+16 330 1.225061692E+00 1.225061692E+00 1.223314690E+0 1.223314690E+0
1.000000000E+10 5.622999955E+16 335 1.230391005E+00 1.230391005E+00 1.226942963E+0 1.226942963E+0
1.000000000E+10 5.622999955E+16 340 1.234534190E+00 1.234534190E+00 1.230354277E+0 1.230354277E+0
1.000000000E+10 1.000000000E+17 290 1.200510170E+00 1.200510170E+00 1.201395782E+0 1.201395782E+0
1.000000000E+10 1.000000000E+17 295 1.209611822E+00 1.209611822E+00 1.205317082E+0 1.205317082E+0
1.000000000E+10 1.000000000E+17 300 1.207913109E+00 1.207913109E+00 1.209246835E+0 1.209246835E+0
1.000000000E+10 1.000000000E+17 305 1.216783220E+00 1.216783220E+00 1.213184814E+0 1.213184814E+0
1.000000000E+10 1.000000000E+17 310 1.215336774E+00 1.215336774E+00 1.217130644E+0 1.217130644E+0
1.000000000E+10 1.000000000E+17 315 1.218392723E+00 1.218392723E+00 1.221083613E+0 1.221083613E+0
1.000000000E+10 1.000000000E+17 320 1.226679164E+00 1.226679164E+00 1.225042243E+0 1.225042243E+0
1.000000000E+10 1.000000000E+17 325 1.229946191E+00 1.229946191E+00 1.229003386E+0 1.229003386E+0
1.000000000E+10 1.000000000E+17 330 1.237208407E+00 1.237208407E+00 1.232960339E+0 1.232960339E+0
1.000000000E+10 1.000000000E+17 335 1.243768499E+00 1.243768499E+00 1.236899022E+0 1.236899022E+0
1.000000000E+10 1.000000000E+17 340 1.244179320E+00 1.244179320E+00 1.240790421E+0 1.240790421E+0
