N_Fe N_B T n_Fe n_Fe_calk n_Fe n_Fe_calk
1.000000000E+12 1.000000000E+16 320 1.191386536E+00 1.191386536E+00 1.193683061E+0 1.193683061E+0
1.000000000E+12 1.000000000E+16 325 1.195568404E+00 1.195568404E+00 1.195689914E+0 1.195689914E+0
1.000000000E+12 1.000000000E+16 330 1.198182940E+00 1.198182940E+00 1.195902274E+0 1.195902274E+0
1.000000000E+12 1.000000000E+16 335 1.189035167E+00 1.189035167E+00 1.192429376E+0 1.192429376E+0
1.000000000E+12 1.000000000E+16 340 1.173764935E+00 1.173764935E+00 1.182177845E+0 1.182177845E+0
1.000000000E+12 1.778000014E+16 290 1.184075991E+00 1.184075991E+00 1.182079689E+0 1.182079689E+0
1.000000000E+12 1.778000014E+16 295 1.182506519E+00 1.182506519E+00 1.185629901E+0 1.185629901E+0
1.000000000E+12 1.778000014E+16 300 1.190287597E+00 1.190287597E+00 1.189185894E+0 1.189185894E+0
1.000000000E+12 1.778000014E+16 305 1.193026985E+00 1.193026985E+00 1.192744245E+0 1.192744245E+0
1.000000000E+12 1.778000014E+16 310 1.195555595E+00 1.195555595E+00 1.196296629E+0 1.196296629E+0
1.000000000E+12 1.778000014E+16 315 1.197213868E+00 1.197213868E+00 1.199823172E+0 1.199823172E+0
1.000000000E+12 1.778000014E+16 320 1.201182925E+00 1.201182925E+00 1.203277592E+0 1.203277592E+0
1.000000000E+12 1.778000014E+16 325 1.205466632E+00 1.205466632E+00 1.206555083E+0 1.206555083E+0
1.000000000E+12 1.778000014E+16 330 1.210326909E+00 1.210326909E+00 1.209425607E+0 1.209425607E+0
1.000000000E+12 1.778000014E+16 335 1.213991197E+00 1.213991197E+00 1.211402962E+0 1.211402962E+0
1.000000000E+12 1.778000014E+16 340 1.215904400E+00 1.215904400E+00 1.211512027E+0 1.211512027E+0
1.000000000E+12 3.162000032E+16 290 1.188924533E+00 1.188924533E+00 1.190178815E+0 1.190178815E+0
1.000000000E+12 3.162000032E+16 295 1.187020371E+00 1.187020371E+00 1.193887893E+0 1.193887893E+0
1.000000000E+12 3.162000032E+16 300 1.195070815E+00 1.195070815E+00 1.197604691E+0 1.197604691E+0
1.000000000E+12 3.162000032E+16 305 1.203279264E+00 1.203279264E+00 1.201328340E+0 1.201328340E+0
1.000000000E+12 3.162000032E+16 310 1.201363510E+00 1.201363510E+00 1.205056871E+0 1.205056871E+0
1.000000000E+12 3.162000032E+16 315 1.205480569E+00 1.205480569E+00 1.208785702E+0 1.208785702E+0
1.000000000E+12 3.162000032E+16 320 1.211452144E+00 1.211452144E+00 1.212504271E+0 1.212504271E+0
1.000000000E+12 3.162000032E+16 325 1.214135721E+00 1.214135721E+00 1.216188682E+0 1.216188682E+0
1.000000000E+12 3.162000032E+16 330 1.220400641E+00 1.220400641E+00 1.219786157E+0 1.219786157E+0
1.000000000E+12 3.162000032E+16 335 1.225790163E+00 1.225790163E+00 1.223183149E+0 1.223183149E+0
1.000000000E+12 3.162000032E+16 340 1.230086610E+00 1.230086610E+00 1.226142422E+0 1.226142422E+0
1.000000000E+12 5.622999955E+16 290 1.193573576E+00 1.193573576E+00 1.198507014E+0 1.198507014E+0
1.000000000E+12 5.622999955E+16 295 1.202382242E+00 1.202382242E+00 1.202378730E+0 1.202378730E+0
1.000000000E+12 5.622999955E+16 300 1.200635320E+00 1.200635320E+00 1.206258880E+0 1.206258880E+0
1.000000000E+12 5.622999955E+16 305 1.209309159E+00 1.209309159E+00 1.210147165E+0 1.210147165E+0
1.000000000E+12 5.622999955E+16 310 1.217255101E+00 1.217255101E+00 1.214043034E+0 1.214043034E+0
1.000000000E+12 5.622999955E+16 315 1.216234794E+00 1.216234794E+00 1.217945332E+0 1.217945332E+0
1.000000000E+12 5.622999955E+16 320 1.218903469E+00 1.218903469E+00 1.221851517E+0 1.221851517E+0
1.000000000E+12 5.622999955E+16 325 1.222282629E+00 1.222282629E+00 1.225755946E+0 1.225755946E+0
1.000000000E+12 5.622999955E+16 330 1.229637496E+00 1.229637496E+00 1.229646241E+0 1.229646241E+0
1.000000000E+12 5.622999955E+16 335 1.236362495E+00 1.236362495E+00 1.233495760E+0 1.233495760E+0
1.000000000E+12 5.622999955E+16 340 1.242231488E+00 1.242231488E+00 1.237248444E+0 1.237248444E+0
1.000000000E+12 1.000000000E+17 290 1.212006417E+00 1.212006417E+00 1.207069190E+0 1.207069190E+0
1.000000000E+12 1.000000000E+17 295 1.210157642E+00 1.210157642E+00 1.211107953E+0 1.211107953E+0
1.000000000E+12 1.000000000E+17 300 1.216208001E+00 1.216208001E+00 1.215155600E+0 1.215155600E+0
1.000000000E+12 1.000000000E+17 305 1.217775620E+00 1.217775620E+00 1.219211959E+0 1.219211959E+0
1.000000000E+12 1.000000000E+17 310 1.226883815E+00 1.226883815E+00 1.223276804E+0 1.223276804E+0
1.000000000E+12 1.000000000E+17 315 1.225589823E+00 1.225589823E+00 1.227349763E+0 1.227349763E+0
1.000000000E+12 1.000000000E+17 320 1.228948175E+00 1.228948175E+00 1.231430140E+0 1.231430140E+0
1.000000000E+12 1.000000000E+17 325 1.237476768E+00 1.237476768E+00 1.235516501E+0 1.235516501E+0
1.000000000E+12 1.000000000E+17 330 1.241038628E+00 1.241038628E+00 1.239605805E+0 1.239605805E+0
1.000000000E+12 1.000000000E+17 335 1.248788982E+00 1.248788982E+00 1.243691606E+0 1.243691606E+0
1.000000000E+12 1.000000000E+17 340 1.255847733E+00 1.255847733E+00 1.247760404E+0 1.247760404E+0
