N_Fe N_B T n_Fe n_Fe_calk n_Fe n_Fe_calk
1.000000000E+12 3.162000032E+15 295 1.140724137E+00 1.140724137E+00 1.147554339E+0 1.147554339E+0
1.000000000E+12 3.162000032E+15 300 1.146984801E+00 1.146984801E+00 1.150046906E+0 1.150046906E+0
1.000000000E+12 3.162000032E+15 305 1.148992977E+00 1.148992977E+00 1.152518221E+0 1.152518221E+0
1.000000000E+12 3.162000032E+15 310 1.148493101E+00 1.148493101E+00 1.154918764E+0 1.154918764E+0
1.000000000E+12 3.162000032E+15 315 1.152876627E+00 1.152876627E+00 1.157093158E+0 1.157093158E+0
1.000000000E+12 3.162000032E+15 320 1.157470746E+00 1.157470746E+00 1.158576364E+0 1.158576364E+0
1.000000000E+12 3.162000032E+15 325 1.160226464E+00 1.160226464E+00 1.158065342E+0 1.158065342E+0
1.000000000E+12 3.162000032E+15 330 1.149163709E+00 1.149163709E+00 1.152330668E+0 1.152330668E+0
1.000000000E+12 3.162000032E+15 335 1.129423604E+00 1.129423604E+00 1.135364356E+0 1.135364356E+0
1.000000000E+12 3.162000032E+15 340 1.103897947E+00 1.103897947E+00 1.102652255E+0 1.102652255E+0
1.000000000E+12 5.622999955E+15 290 1.140262098E+00 1.140262098E+00 1.147396011E+0 1.147396011E+0
1.000000000E+12 5.622999955E+15 295 1.146612992E+00 1.146612992E+00 1.149937017E+0 1.149937017E+0
1.000000000E+12 5.622999955E+15 300 1.152548847E+00 1.152548847E+00 1.152477202E+0 1.152477202E+0
1.000000000E+12 5.622999955E+15 305 1.149362984E+00 1.149362984E+00 1.155014537E+0 1.155014537E+0
1.000000000E+12 5.622999955E+15 310 1.154513272E+00 1.154513272E+00 1.157542373E+0 1.157542373E+0
1.000000000E+12 5.622999955E+15 315 1.159684712E+00 1.159684712E+00 1.160039757E+0 1.160039757E+0
1.000000000E+12 5.622999955E+15 320 1.164446852E+00 1.164446852E+00 1.162443173E+0 1.162443173E+0
1.000000000E+12 5.622999955E+15 325 1.168317431E+00 1.168317431E+00 1.164567480E+0 1.164567480E+0
1.000000000E+12 5.622999955E+15 330 1.171409213E+00 1.171409213E+00 1.165897055E+0 1.165897055E+0
1.000000000E+12 5.622999955E+15 335 1.172415947E+00 1.172415947E+00 1.165086838E+0 1.165086838E+0
1.000000000E+12 5.622999955E+15 340 1.154126607E+00 1.154126607E+00 1.159030565E+0 1.159030565E+0
1.000000000E+12 1.000000000E+16 290 1.145043284E+00 1.145043284E+00 1.149736025E+0 1.149736025E+0
1.000000000E+12 1.000000000E+16 295 1.151615024E+00 1.151615024E+00 1.152317638E+0 1.152317638E+0
1.000000000E+12 1.000000000E+16 300 1.152625083E+00 1.152625083E+00 1.154899136E+0 1.154899136E+0
1.000000000E+12 1.000000000E+16 305 1.154325058E+00 1.154325058E+00 1.157480234E+0 1.157480234E+0
1.000000000E+12 1.000000000E+16 310 1.160048094E+00 1.160048094E+00 1.160060000E+0 1.160060000E+0
1.000000000E+12 1.000000000E+16 315 1.165110002E+00 1.165110002E+00 1.162635494E+0 1.162635494E+0
1.000000000E+12 1.000000000E+16 320 1.169844715E+00 1.169844715E+00 1.165197789E+0 1.165197789E+0
1.000000000E+12 1.000000000E+16 325 1.174372914E+00 1.174372914E+00 1.167720727E+0 1.167720727E+0
1.000000000E+12 1.000000000E+16 330 1.177599930E+00 1.177599930E+00 1.170130331E+0 1.170130331E+0
1.000000000E+12 1.000000000E+16 335 1.179520780E+00 1.179520780E+00 1.172224941E+0 1.172224941E+0
1.000000000E+12 1.000000000E+16 340 1.181834335E+00 1.181834335E+00 1.173478130E+0 1.173478130E+0
1.000000000E+12 1.778000014E+16 290 1.145671964E+00 1.145671964E+00 1.152075025E+0 1.152075025E+0
1.000000000E+12 1.778000014E+16 295 1.152471688E+00 1.152471688E+00 1.154697002E+0 1.154697002E+0
1.000000000E+12 1.778000014E+16 300 1.152093611E+00 1.152093611E+00 1.157318962E+0 1.157318962E+0
1.000000000E+12 1.778000014E+16 305 1.155820157E+00 1.155820157E+00 1.159940863E+0 1.159940863E+0
1.000000000E+12 1.778000014E+16 310 1.161983218E+00 1.161983218E+00 1.162562570E+0 1.162562570E+0
1.000000000E+12 1.778000014E+16 315 1.168173780E+00 1.168173780E+00 1.165183650E+0 1.165183650E+0
1.000000000E+12 1.778000014E+16 320 1.173705495E+00 1.173705495E+00 1.167802797E+0 1.167802797E+0
1.000000000E+12 1.778000014E+16 325 1.176158653E+00 1.176158653E+00 1.170416174E+0 1.170416174E+0
1.000000000E+12 1.778000014E+16 330 1.177794697E+00 1.177794697E+00 1.173012912E+0 1.173012912E+0
1.000000000E+12 1.778000014E+16 335 1.181567556E+00 1.181567556E+00 1.175563198E+0 1.175563198E+0
1.000000000E+12 1.778000014E+16 340 1.185893054E+00 1.185893054E+00 1.177987891E+0 1.177987891E+0
1.000000000E+12 3.162000032E+16 290 1.144998932E+00 1.144998932E+00 1.154414934E+0 1.154414934E+0
1.000000000E+12 3.162000032E+16 295 1.151998105E+00 1.151998105E+00 1.157077260E+0 1.157077260E+0
1.000000000E+12 3.162000032E+16 300 1.151815322E+00 1.151815322E+00 1.159739582E+0 1.159739582E+0
1.000000000E+12 3.162000032E+16 305 1.155872109E+00 1.155872109E+00 1.162401896E+0 1.162401896E+0
1.000000000E+12 3.162000032E+16 310 1.162278121E+00 1.162278121E+00 1.165064181E+0 1.165064181E+0
1.000000000E+12 3.162000032E+16 315 1.168479902E+00 1.168479902E+00 1.167726369E+0 1.167726369E+0
1.000000000E+12 3.162000032E+16 320 1.174545737E+00 1.174545737E+00 1.170388263E+0 1.170388263E+0
1.000000000E+12 3.162000032E+16 325 1.176100300E+00 1.176100300E+00 1.173049277E+0 1.173049277E+0
1.000000000E+12 3.162000032E+16 330 1.180502385E+00 1.180502385E+00 1.175707753E+0 1.175707753E+0
1.000000000E+12 3.162000032E+16 335 1.183079525E+00 1.183079525E+00 1.178359138E+0 1.178359138E+0
1.000000000E+12 3.162000032E+16 340 1.186134201E+00 1.186134201E+00 1.180991319E+0 1.180991319E+0
1.000000000E+12 5.622999955E+16 290 1.149161560E+00 1.149161560E+00 1.156754618E+0 1.156754618E+0
1.000000000E+12 5.622999955E+16 295 1.156468083E+00 1.156468083E+00 1.159457284E+0 1.159457284E+0
1.000000000E+12 5.622999955E+16 300 1.153199712E+00 1.153199712E+00 1.162159949E+0 1.162159949E+0
1.000000000E+12 5.622999955E+16 305 1.160057143E+00 1.160057143E+00 1.164862613E+0 1.164862613E+0
1.000000000E+12 5.622999955E+16 310 1.166696285E+00 1.166696285E+00 1.167565272E+0 1.167565272E+0
1.000000000E+12 5.622999955E+16 315 1.172592043E+00 1.172592043E+00 1.170267916E+0 1.170267916E+0
1.000000000E+12 5.622999955E+16 320 1.175229825E+00 1.175229825E+00 1.172970513E+0 1.172970513E+0
1.000000000E+12 5.622999955E+16 325 1.179393297E+00 1.179393297E+00 1.175672971E+0 1.175672971E+0
1.000000000E+12 5.622999955E+16 330 1.181503237E+00 1.181503237E+00 1.178375026E+0 1.178375026E+0
1.000000000E+12 5.622999955E+16 335 1.183943816E+00 1.183943816E+00 1.181075956E+0 1.181075956E+0
1.000000000E+12 5.622999955E+16 340 1.188055438E+00 1.188055438E+00 1.183773839E+0 1.183773839E+0
1.000000000E+12 1.000000000E+17 290 1.160427004E+00 1.160427004E+00 1.159094542E+0 1.159094542E+0
1.000000000E+12 1.000000000E+17 295 1.159556032E+00 1.159556032E+00 1.161837552E+0 1.161837552E+0
1.000000000E+12 1.000000000E+17 300 1.164320448E+00 1.164320448E+00 1.164580561E+0 1.164580561E+0
1.000000000E+12 1.000000000E+17 305 1.171234661E+00 1.171234661E+00 1.167323570E+0 1.167323570E+0
1.000000000E+12 1.000000000E+17 310 1.176497121E+00 1.176497121E+00 1.170066578E+0 1.170066578E+0
1.000000000E+12 1.000000000E+17 315 1.176955565E+00 1.176955565E+00 1.172809584E+0 1.172809584E+0
1.000000000E+12 1.000000000E+17 320 1.179800213E+00 1.179800213E+00 1.175552582E+0 1.175552582E+0
1.000000000E+12 1.000000000E+17 325 1.185341124E+00 1.185341124E+00 1.178295557E+0 1.178295557E+0
1.000000000E+12 1.000000000E+17 330 1.190219468E+00 1.190219468E+00 1.181038466E+0 1.181038466E+0
1.000000000E+12 1.000000000E+17 335 1.194383341E+00 1.194383341E+00 1.183781190E+0 1.183781190E+0
1.000000000E+12 1.000000000E+17 340 1.196697267E+00 1.196697267E+00 1.186523411E+0 1.186523411E+0
