fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc FF Pm Vm Im rmsre 
0L20 52836 319.95 36.238 1.000000000E+00 8.480282479E-01 1.297899034E-09 7.044830658E+02 1.276839095E+00 3.239921456E-08 1.483719268E-04 1.067076393E-01 1.390973684E-04 3.651043509E-02 5.419153268E-07 5.453045988E-02 7.138542729E-05 8.230350968E-02 
0L21 52920 319.98 36.234 1.000000000E+00 9.173429693E-01 1.951865109E-09 7.297705500E+02 1.507569953E+00 1.045401223E-07 1.444348355E-04 1.072075844E-01 1.382758621E-04 6.667340441E-02 9.883812918E-07 5.488865614E-02 7.157714341E-05 8.174478990E-02 
0L22 53006 319.96 36.236 1.000000000E+00 8.530536593E-01 1.285693989E-09 7.044348097E+02 1.276120994E+00 3.250395396E-08 1.495569123E-04 1.076845665E-01 1.388787129E-04 8.132168743E-02 1.216173479E-06 5.498020372E-02 7.185117821E-05 8.505921400E-02 
0L23 53100 319.99 36.233 1.000000000E+00 8.642467779E-01 1.560351361E-09 7.106910794E+02 1.348419582E+00 4.825696252E-08 1.496030440E-04 1.079781458E-01 1.404970681E-04 9.522635913E-02 1.444642232E-06 5.534439554E-02 7.198526858E-05 6.822949505E-02 
0L24 53186 319.96 36.236 1.000000000E+00 8.663249010E-01 1.415701186E-09 7.052147266E+02 1.302397641E+00 3.719322377E-08 1.503016517E-04 1.081840492E-01 1.394758621E-04 1.038137824E-01 1.566452758E-06 5.535338888E-02 7.207771546E-05 8.221412223E-02 
0L25 53274 319.98 36.234 1.000000000E+00 8.481095667E-01 1.331520934E-09 7.038334150E+02 1.285624417E+00 3.381384834E-08 1.509354348E-04 1.084104424E-01 1.405086294E-04 1.107212247E-01 1.686572423E-06 5.554524679E-02 7.226760963E-05 8.126208383E-02 
0L26 53366 319.96 36.236 1.000000000E+00 8.151311833E-01 1.059204101E-09 7.021337668E+02 1.246043407E+00 2.796157817E-08 1.514971190E-04 1.087413469E-01 1.404945813E-04 1.281183444E-01 1.957336976E-06 5.566846037E-02 7.243989400E-05 8.726464332E-02 
0L27 53456 319.96 36.236 1.000000000E+00 9.682550471E-01 2.214241181E-09 7.465879312E+02 1.744629404E+00 2.698694177E-07 1.462514836E-04 1.092306358E-01 1.428617021E-04 1.318839257E-01 2.058032117E-06 5.573185573E-02 7.294386577E-05 5.176067570E-02 
0L28 53540 319.97 36.235 1.000000000E+00 8.453979058E-01 1.391892253E-09 7.019236205E+02 1.305481532E+00 3.786056254E-08 1.528292307E-04 1.096828056E-01 1.417787129E-04 1.549327007E-01 2.409309935E-06 5.603234758E-02 7.315462360E-05 9.331309416E-02 
0L29 53636 319.97 36.235 1.000000000E+00 7.969886628E-01 8.002610458E-10 6.998095735E+02 1.212682188E+00 2.341153019E-08 1.535165479E-04 1.099568199E-01 1.420758621E-04 1.711165768E-01 2.673219094E-06 5.626940279E-02 7.326349878E-05 9.534198815E-02 
00L3 51264 319.76 36.259 1.000000000E+00 6.870329440E-01 9.559381232E-10 7.021738302E+02 1.260285196E+00 2.923394279E-08 1.697303974E-04 1.213754915E-01 1.585787129E-04 3.870253581E-01 7.449297370E-06 6.218648214E-02 8.097708820E-05 1.940039477E-01 
0L30 53720 319.98 36.234 1.000000000E+00 8.503718301E-01 1.370965316E-09 7.080089078E+02 1.299947465E+00 3.686144862E-08 1.527487790E-04 1.101306602E-01 1.424653465E-04 1.766627470E-01 2.771803641E-06 5.635595407E-02 7.327169898E-05 8.091472598E-02 
0L31 53810 319.96 36.236 1.000000000E+00 8.116428966E-01 9.944731583E-10 7.017504966E+02 1.237455291E+00 2.665158375E-08 1.538702607E-04 1.103417799E-01 1.431888889E-04 1.614360053E-01 2.550643176E-06 5.620998526E-02 7.395511768E-05 9.118712432E-02 
0L32 53896 319.99 36.233 1.000000000E+00 8.403613899E-01 1.204615999E-09 7.019856649E+02 1.264686286E+00 3.021477645E-08 1.543616784E-04 1.106634315E-01 1.431758621E-04 1.878268114E-01 2.975990398E-06 5.660853624E-02 7.382827087E-05 9.321594756E-02 
0L33 53986 319.98 36.234 1.000000000E+00 8.272911656E-01 1.134264112E-09 6.976669438E+02 1.255149700E+00 2.870660194E-08 1.553542560E-04 1.111222788E-01 1.438620690E-04 2.051226613E-01 3.279148489E-06 5.679140081E-02 7.401838178E-05 1.113552466E-01 
0L34 54080 319.99 36.233 1.000000000E+00 8.182065947E-01 1.090685651E-09 6.974595569E+02 1.252212130E+00 2.863271566E-08 1.557636351E-04 1.112093025E-01 1.440787129E-04 2.137469327E-01 3.424844268E-06 5.701869402E-02 7.405192170E-05 1.092172505E-01 
