fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev  
010_315 010_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 9.663359803E-14 1.000000000E+20 1.270080330E+00 5.699540457E-14 7.786761411E-04 
010_315_SRH 010_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 9.233442692E-14 1.000000000E+20 1.270565921E+00 5.694033444E-14 8.117389203E-04 
011_315 011_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.282989798E-13 1.000000000E+20 1.271155884E+00 8.348403076E-14 8.549896007E-04 
011_315_SRH 011_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.241726641E-13 1.000000000E+20 1.271475668E+00 8.343140467E-14 8.805680461E-04 
012_315 012_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.670324690E-13 1.000000000E+20 1.272322565E+00 1.222641137E-13 9.540450107E-04 
012_315_SRH 012_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.631030852E-13 1.000000000E+20 1.272531574E+00 1.222142648E-13 9.744065089E-04 
013_315 013_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.128084188E-13 1.000000000E+20 1.273547530E+00 1.790421210E-13 1.082644797E-03 
013_315_SRH 013_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.090884558E-13 1.000000000E+20 1.273683366E+00 1.789952314E-13 1.099375098E-03 
014_315 014_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.665055501E-13 1.000000000E+20 1.282204191E+00 2.634536135E-13 1.247879702E-03 
014_315_SRH 014_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.631169825E-13 1.000000000E+20 1.283276982E+00 2.635832449E-13 1.263857218E-03 
015_315 015_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.273337929E-13 1.000000000E+20 1.286524628E+00 3.868996169E-13 1.455363550E-03 
015_315_SRH 015_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.239992627E-13 1.000000000E+20 1.286629047E+00 3.869024381E-13 1.467141317E-03 
016_315 016_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.962677068E-13 1.000000000E+20 1.287705320E+00 5.669945942E-13 1.693745799E-03 
016_315_SRH 016_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.930924797E-13 1.000000000E+20 1.287809360E+00 5.670502342E-13 1.703612236E-03 
017_315 017_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.771083457E-13 1.000000000E+20 1.295039703E+00 8.447842203E-13 1.987995559E-03 
017_315_SRH 017_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.740629518E-13 1.000000000E+20 1.295123512E+00 8.448739809E-13 1.996864289E-03 
018_315 018_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.692812950E-13 1.000000000E+20 1.295853832E+00 1.238697817E-12 2.303981923E-03 
018_315_SRH 018_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.663537022E-13 1.000000000E+20 1.295899775E+00 1.238739373E-12 2.311704901E-03 
019_315 019_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.780238957E-13 1.000000000E+20 1.299141381E+00 1.820732959E-12 2.659757268E-03 
019_315_SRH 019_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.755567828E-13 1.000000000E+20 1.299667656E+00 1.821523493E-12 2.667312677E-03 
