Name T I01med I01q25 I01q75 I01er n1med n1q25 n1q75 n1er Rsh1med Rsh1q25 Rsh1q75 Rsh1er I02med I02q25 I02q75 I02er n2med n2q25 n2q75 n2er Rsh2med Rsh2q25 Rsh2q75 Rsh2er Rsmed Rsq25 Rsq75 Rser Iphmed Iphq25 Iphq75 Ipher rmsremed rmsreq25 rmsreq75 
EBLSHADE 320 5.314408242E-06 1.864159914E-07 1.500107938E-05 6.457061172E-01 4.742713317E+00 2.673263151E+00 5.380311638E+00 8.370778719E-02 5.982650182E+03 1.844305589E+03 1.000092068E+04 4.017349818E-01 2.532817706E-04 2.006680871E-04 3.007858321E-04 2.858353335E-03 2.562522256E+00 1.393089251E+00 4.159571099E+00 8.685283645E-06 9.644490896E+02 6.649236372E+02 1.127379676E+03 1.204205722E-02 6.999711272E+01 3.313736139E+01 1.544713923E+02 4.124680716E-05 1.042259886E-03 1.019999001E-03 1.112928258E-03 2.182341752E-02 1.052789443E-01 9.988999273E-02 2.198756140E-01
EBLSHADE 330 1.499774383E-05 8.682062520E-06 1.627342043E-05 1.504116404E-04 5.018969415E+00 4.480877737E+00 5.110835479E+00 3.308120784E-05 9.998080860E+03 5.245945037E+03 1.047213942E+04 1.919139618E-04 3.940744181E-04 3.496150344E-04 3.940744182E-04 3.845779452E-07 2.515095425E+00 1.717548247E+00 2.515095427E+00 2.230073951E-05 6.869929475E+02 5.421498621E+02 6.869929477E+02 8.688545372E-06 8.000634943E+01 6.152536657E+01 8.023779329E+01 7.936781612E-05 1.030002026E-03 1.029689337E-03 1.037488147E-03 1.966833841E-06 9.954402148E-02 9.950371965E-02 1.053942929E-01
EBLSHADE 340 1.499762663E-05 1.499762662E-05 1.499762665E-05 1.582243580E-04 4.871346004E+00 4.871346003E+00 4.871346005E+00 3.444901977E-05 9.997747168E+03 9.997747151E+03 9.997747182E+03 2.252832149E-04 5.957859587E-04 5.957859586E-04 5.957862636E-04 1.520641949E-06 2.470501827E+00 2.470501826E+00 2.470505503E+00 3.497471841E-05 4.935615618E+02 4.935615616E+02 4.935626014E+02 1.266526452E-05 9.000666849E+01 9.000485098E+01 9.000666855E+01 7.409434520E-05 1.040002350E-03 1.040002350E-03 1.040002350E-03 2.259602642E-06 9.950372142E-02 9.950372142E-02 9.953658677E-02
EBLSHADE 350 1.500319065E-05 1.500319063E-05 1.500319066E-05 2.127096873E-04 4.732543960E+00 4.732543959E+00 4.732543961E+00 4.569558130E-05 1.000363773E+04 1.000363772E+04 1.000363774E+04 3.637725664E-04 8.797184172E-04 8.797184163E-04 8.797184176E-04 8.177343957E-07 2.428739277E+00 2.428739273E+00 2.428739278E+00 6.911400179E-05 3.613735238E+02 3.613735232E+02 3.613735241E+02 2.873866661E-05 9.999148044E+01 9.999148035E+01 9.999148052E+01 8.519561701E-05 1.049995774E-03 1.049995774E-03 1.049995774E-03 4.025205179E-06 9.950371968E-02 9.950371968E-02 9.950371968E-02
ADELI 260 1.499982920E-05 1.499982493E-05 1.499982929E-05 1.138693367E-05 6.370411667E+00 6.370411286E+00 6.370411675E+00 4.628551694E-06 1.000193341E+04 1.000192633E+04 1.000193356E+04 1.933410479E-04 8.961007405E-06 8.961007405E-06 8.961007405E-06 7.735925370E-07 2.923073926E+00 2.923073924E+00 2.923073926E+00 1.025449983E-06 1.417530796E+04 1.417530796E+04 1.417530796E+04 6.270876909E-07 1.000250683E+01 1.000250668E+01 1.000250706E+01 2.506825557E-04 9.599958012E-04 9.599958010E-04 9.599958016E-04 4.373754818E-06 9.950371906E-02 9.950371906E-02 9.950371906E-02
ADELI 270 1.500413525E-05 1.500413518E-05 1.500413530E-05 2.756831520E-04 6.134852439E+00 6.134852433E+00 6.134852443E+00 5.763314638E-05 1.000716096E+04 1.000716087E+04 1.000716104E+04 7.160963000E-04 1.734877350E-05 1.734877350E-05 1.734877350E-05 4.267200538E-08 2.851853899E+00 2.851853899E+00 2.851853899E+00 7.178241371E-07 8.356098103E+03 8.356098103E+03 8.356098103E+03 5.528221973E-08 1.999472496E+01 1.999472490E+01 1.999472504E+01 2.637520876E-04 9.699890911E-04 9.699890910E-04 9.699890912E-04 1.124630511E-05 9.950371913E-02 9.950371913E-02 9.950371913E-02
ADELI 280 1.500504459E-05 1.500504456E-05 1.500504463E-05 3.363059747E-04 5.915842013E+00 5.915842011E+00 5.915842016E+00 7.309235544E-05 1.000563528E+04 1.000563524E+04 1.000563532E+04 5.635284011E-04 3.203960867E-05 3.203960867E-05 3.203960867E-05 1.249739321E-06 2.785724670E+00 2.785724670E+00 2.785724670E+00 3.727613530E-06 5.115284681E+03 5.115284681E+03 5.115284681E+03 1.436193979E-06 2.999046101E+01 2.999046093E+01 2.999046106E+01 3.179662878E-04 9.799936647E-04 9.799936647E-04 9.799936648E-04 6.464590771E-06 9.950371916E-02 9.950371916E-02 9.950371916E-02
ADELI 290 1.500069858E-05 1.500069857E-05 1.500069862E-05 4.657209337E-05 5.711485642E+00 5.711485641E+00 5.711485645E+00 9.742303672E-06 1.000118813E+04 1.000118811E+04 1.000118816E+04 1.188125324E-04 5.671932772E-05 5.671932772E-05 5.671932772E-05 3.712256122E-07 2.724138549E+00 2.724138549E+00 2.724138549E+00 2.269397238E-07 3.239171836E+03 3.239171836E+03 3.239171836E+03 4.731928548E-07 3.999906161E+01 3.999906155E+01 3.999906166E+01 2.345973608E-05 9.899980950E-04 9.899980950E-04 9.899980951E-04 1.924201208E-06 9.950371917E-02 9.950371917E-02 9.950371917E-02
ADELI 300 1.500474256E-05 1.500474253E-05 1.500474259E-05 3.161703896E-04 5.521425607E+00 5.521425605E+00 5.521425610E+00 6.821310211E-05 1.000565320E+04 1.000565317E+04 1.000565323E+04 5.653203088E-04 9.665837317E-05 9.665837317E-05 9.665837317E-05 1.377507725E-06 2.666687881E+00 2.666687881E+00 2.666687881E+00 7.955464294E-06 2.114603511E+03 2.114603511E+03 2.114603511E+03 3.551898563E-06 4.999064578E+01 4.999064570E+01 4.999064583E+01 1.870844404E-04 9.999928235E-04 9.999928235E-04 9.999928236E-04 7.176460865E-06 9.950371926E-02 9.950371926E-02 9.950371926E-02
ADELI 310 1.500784844E-05 1.500784843E-05 1.500784846E-05 5.232293381E-04 5.343554788E+00 5.343554787E+00 5.343554789E+00 1.130729638E-04 1.000887817E+04 1.000887816E+04 1.000887819E+04 8.878170935E-04 1.591513813E-04 1.591513813E-04 1.591513813E-04 1.018998955E-06 2.612948957E+00 2.612948956E+00 2.612948957E+00 1.750197651E-05 1.418968470E+03 1.418968470E+03 1.418968470E+03 6.714831417E-06 5.998400469E+01 5.998400464E+01 5.998400473E+01 2.665885450E-04 1.009989418E-03 1.009989418E-03 1.009989418E-03 1.047681759E-05 9.950371923E-02 9.950371923E-02 9.950371923E-02
ADELI 320 1.500107938E-05 1.500107936E-05 1.500107939E-05 7.195847102E-05 5.176065591E+00 5.176065590E+00 5.176065593E+00 1.587224631E-05 1.000092069E+04 1.000092067E+04 1.000092070E+04 9.206850285E-05 2.540085263E-04 2.540085263E-04 2.540085264E-04 2.801543417E-06 2.562522256E+00 2.562522256E+00 2.562522257E+00 8.685315585E-06 9.762095204E+02 9.762095204E+02 9.762095205E+02 5.039064866E-06 6.999711268E+01 6.999711262E+01 6.999711273E+01 4.124738944E-05 1.019999001E-03 1.019999001E-03 1.019999001E-03 9.792601081E-07 9.950372060E-02 9.950372060E-02 9.950372060E-02
ADELI 330 1.499774383E-05 1.499774380E-05 1.499774385E-05 1.504113240E-04 5.018969415E+00 5.018969413E+00 5.018969416E+00 3.308113580E-05 9.998080864E+03 9.998080845E+03 9.998080879E+03 1.919135681E-04 3.940744182E-04 3.940744181E-04 3.940744182E-04 3.846584399E-07 2.515095426E+00 2.515095425E+00 2.515095427E+00 2.230047321E-05 6.869929476E+02 6.869929475E+02 6.869929478E+02 8.688399716E-06 8.000634943E+01 8.000634936E+01 8.000634950E+01 7.936789827E-05 1.030002026E-03 1.030002026E-03 1.030002026E-03 1.966825343E-06 9.950371965E-02 9.950371965E-02 9.950371965E-02
ADELI 340 1.499762663E-05 1.499762662E-05 1.499762665E-05 1.582243502E-04 4.871346004E+00 4.871346003E+00 4.871346005E+00 3.444902261E-05 9.997747168E+03 9.997747158E+03 9.997747178E+03 2.252831583E-04 5.957859586E-04 5.957859586E-04 5.957859588E-04 1.520547295E-06 2.470501827E+00 2.470501826E+00 2.470501829E+00 3.497484461E-05 4.935615617E+02 4.935615616E+02 4.935615620E+02 1.266542216E-05 9.000666851E+01 9.000666846E+01 9.000666856E+01 7.409460369E-05 1.040002350E-03 1.040002350E-03 1.040002350E-03 2.259603554E-06 9.950372142E-02 9.950372142E-02 9.950372142E-02
ADELI 350 1.500319064E-05 1.500319063E-05 1.500319066E-05 2.127095004E-04 4.732543960E+00 4.732543959E+00 4.732543961E+00 4.569553465E-05 1.000363773E+04 1.000363771E+04 1.000363773E+04 3.637726323E-04 8.797184171E-04 8.797184165E-04 8.797184177E-04 8.176730728E-07 2.428739275E+00 2.428739271E+00 2.428739279E+00 6.911325213E-05 3.613735237E+02 3.613735233E+02 3.613735242E+02 2.873860987E-05 9.999148047E+01 9.999148039E+01 9.999148054E+01 8.519533280E-05 1.049995774E-03 1.049995774E-03 1.049995774E-03 4.025208009E-06 9.950371968E-02 9.950371968E-02 9.950371968E-02
NDE 260 3.527252376E-06 1.164373639E-07 6.667706896E-06 7.648498416E-01 5.199468022E+00 4.225455560E+00 6.510283041E+00 1.838135072E-01 2.316066094E+03 5.035073350E+02 3.655340339E+03 7.683933906E-01 8.930419114E-06 3.523880701E-06 8.948160523E-06 3.414258872E-03 2.902309069E+00 1.388516440E+00 2.914311017E+00 7.104792210E-03 1.415347990E+04 1.230515797E+04 1.416491579E+04 1.540491556E-03 4.719113354E+01 2.818685594E+01 2.159932227E+02 3.719113354E+00 1.081788765E-03 9.950510725E-04 2.052148003E-03 1.268632972E-01 1.165203102E-01 9.950754935E-02 3.963264076E-01
NDE 270 7.624164775E-06 1.178614730E-06 1.131938424E-05 4.917223483E-01 5.537082588E+00 4.888598036E+00 6.153651495E+00 9.738632459E-02 4.465434002E+03 3.719029459E+02 6.740314976E+03 5.534565998E-01 1.732487402E-05 1.700061147E-05 1.734153333E-05 1.377546267E-03 2.840842454E+00 2.466596264E+00 2.847519444E+00 3.860438063E-03 8.346084518E+03 8.047667892E+03 8.351803964E+03 1.198301362E-03 4.099880323E+01 3.027181005E+01 1.081559926E+02 1.049940162E+00 9.942331782E-04 9.798312441E-04 2.540128989E-03 2.498265794E-02 9.951744217E-02 9.950511326E-02 5.322480632E-01
NDE 280 1.054986904E-05 5.487341898E-07 1.419507637E-05 2.966753970E-01 5.729026216E+00 4.893095671E+00 7.738347319E+00 3.150811820E-02 4.331848287E+03 3.731275959E+02 8.764474049E+03 5.668151713E-01 3.203774553E-05 3.201362643E-05 8.266885403E-05 5.690134620E-05 2.782879387E+00 2.758189341E+00 4.343060977E+00 1.017655835E-03 5.113621179E+03 5.099709892E+03 1.434964971E+04 3.237663946E-04 3.696451143E+01 3.161548944E+01 1.137610870E+02 2.321503809E-01 1.018336934E-03 9.832341064E-04 2.104335686E-03 3.911932014E-02 1.011891783E-01 9.950403456E-02 7.091791809E-01
NDE 290 1.024017764E-05 3.979810250E-07 1.487761607E-05 3.173214908E-01 5.513276546E+00 3.893488107E+00 5.711485619E+00 3.469419279E-02 7.230869607E+03 3.684929976E+02 1.000118771E+04 2.769130393E-01 5.671747016E-05 5.658945277E-05 9.839733034E-05 3.237894598E-05 2.723568316E+00 2.661655786E+00 3.644354671E+00 2.090991798E-04 3.238679795E+03 3.209585143E+03 5.260781262E+03 1.514303145E-04 4.090174567E+01 3.967626901E+01 7.549698567E+01 2.254364173E-02 1.000294134E-03 9.899980961E-04 2.532158140E-03 1.039811547E-02 1.020701542E-01 9.950373009E-02 6.759840776E-01
NDE 300 1.500472258E-05 6.238709313E-06 1.500474381E-05 3.148388318E-04 5.521425357E+00 5.166528159E+00 5.521425752E+00 6.816769645E-05 9.884407018E+03 3.767078085E+03 1.000565376E+04 1.155929816E-02 9.665837319E-05 9.660996857E-05 9.793670748E-05 1.377714898E-06 2.666687885E+00 2.654140068E+00 2.940737926E+00 7.956963712E-06 2.114603511E+03 2.109014220E+03 2.117059652E+03 3.551624553E-06 4.999065287E+01 4.999064178E+01 6.255084562E+01 1.869426341E-04 1.001479289E-03 9.999928233E-04 1.681412547E-03 1.479288950E-03 9.950524668E-02 9.950371926E-02 5.215215112E-01
NDE 310 1.500783275E-05 7.298927014E-06 1.625765085E-05 5.221836094E-04 5.343554801E+00 4.572037320E+00 6.268228936E+00 1.130755017E-04 6.777029166E+03 2.721075129E+03 1.000887878E+04 3.222970834E-01 1.591513798E-04 1.582205045E-04 1.594447659E-04 1.028031386E-06 2.612948491E+00 2.427038281E+00 2.732271895E+00 1.732364993E-05 1.418366175E+03 1.352160944E+03 1.418968473E+03 4.177477411E-04 5.998648551E+01 5.998385707E+01 1.155999762E+02 2.252415048E-04 1.019036715E-03 1.009989418E-03 1.112293371E-03 8.947243010E-03 9.953901624E-02 9.950371923E-02 5.306412462E-01
NDE 320 4.585445381E-06 4.228085100E-09 1.675988052E-05 6.943036413E-01 5.310603337E+00 4.088184692E+00 1.542414047E+01 2.600856475E-02 3.674292597E+03 4.661482636E+02 1.038169042E+04 6.325707403E-01 2.486471900E-04 9.745226130E-10 2.542576885E-04 2.110417231E-02 2.747332661E+00 2.510616796E+00 1.940575102E+01 7.212981893E-02 8.764177275E+02 2.402441963E+02 9.777232222E+02 1.022192209E-01 4.951924920E+01 2.243131023E+00 1.019960622E+02 2.925821543E-01 1.062381429E-03 1.019708022E-03 1.425472033E-03 4.155042085E-02 1.069729245E-01 9.952766259E-02 1.007339867E+00
NDE 330 1.500782383E-05 1.017066828E-05 2.124197664E-05 5.215886271E-04 5.019166970E+00 4.616996832E+00 5.432661751E+00 6.279189120E-06 9.998080603E+03 4.821334919E+03 1.319264349E+04 1.919397187E-04 3.940744176E-04 3.059866739E-04 3.994744990E-04 3.832974223E-07 2.631624823E+00 2.515095382E+00 4.025962780E+00 4.630866462E-02 6.869810994E+02 3.114412363E+02 6.992708510E+02 2.593475706E-05 8.000634713E+01 6.124412986E+01 1.004551076E+02 7.933915668E-05 1.030002226E-03 1.027586555E-03 1.320241914E-03 2.160981190E-06 9.951655411E-02 9.950379554E-02 8.973281072E-01
NDE 340 1.499762613E-05 1.258069348E-05 2.882815226E-05 1.582577983E-04 4.871345998E+00 4.753809401E+00 5.820970981E+00 3.445028713E-05 9.449297369E+03 6.253274604E+03 1.177678570E+04 5.507026311E-02 5.943860561E-04 5.583671014E-04 6.155910363E-04 2.348156667E-03 2.496279194E+00 2.405060871E+00 6.043449576E+00 1.039872120E-02 4.867249002E+02 2.462536509E+02 5.012806199E+02 1.386417945E-02 9.194683402E+01 7.128788384E+01 1.030127261E+02 2.163148912E-02 1.041141326E-03 1.039733184E-03 1.174266932E-03 1.097428375E-03 9.951619589E-02 9.950399285E-02 8.990470112E-01
NDE 350 1.500319118E-05 1.420985873E-05 1.868998059E-05 2.127453170E-04 4.732544006E+00 4.696968281E+00 5.004510099E+00 4.570516359E-05 1.000363634E+04 8.058488807E+03 1.185303033E+04 3.636341591E-04 8.797184241E-04 8.511206713E-04 1.209567563E-03 8.256580737E-07 2.429319795E+00 2.427803178E+00 7.289563143E+00 3.081510087E-04 3.613735316E+02 3.415239043E+02 5.544051856E+02 2.876020621E-05 9.998926688E+01 5.997177947E+01 1.000253773E+02 1.073311576E-04 1.049995774E-03 1.047387858E-03 1.051748762E-03 4.024617098E-06 9.950457108E-02 9.950371970E-02 9.952523851E-02
MABC 260 1.390995105E-06 5.268857861E-08 1.189471375E-04 9.072669930E-01 9.937252528E+00 4.642992240E+00 1.650128662E+01 5.599002156E-01 3.913492088E+02 8.181795009E+01 7.651351700E+02 9.608650791E-01 6.478514802E-06 6.213753219E-06 7.247597758E-06 2.770333181E-01 1.843588779E+00 1.818550717E+00 2.217683227E+00 3.692985755E-01 1.278953058E+04 1.272582989E+04 1.319042486E+04 9.776051462E-02 1.133154862E+02 1.253667002E+01 3.719245943E+02 1.033154862E+01 1.539062234E-03 1.366521521E-03 8.299407281E-03 6.031898272E-01 3.535689317E-01 2.689673708E-01 3.869014172E-01
MABC 270 2.711357650E-06 3.222493587E-08 3.746455842E-05 8.192428233E-01 6.751354565E+00 4.566587919E+00 1.622631600E+01 1.005551860E-01 4.449963826E+02 2.417544246E+02 6.979187761E+02 9.555003617E-01 1.283594552E-05 1.234306215E-05 1.598100470E-05 2.601237162E-01 1.491473654E+00 1.349778885E+00 2.152624500E+00 4.770157316E-01 7.325727008E+03 7.186794704E+03 7.909099124E+03 1.233076344E-01 1.103843356E+02 2.017375524E+01 3.100240823E+02 4.519216781E+00 1.518515654E-03 1.260371867E-03 2.847772724E-03 5.654800552E-01 4.534710437E-01 3.559861795E-01 4.657104610E-01
