Name T I01mean I01sd erI01 n1mean n1sd ern1 Rsh1mean Rsh1sd erRsh1 I02mean I02sd erI02 n2mean n2sd ern2 Rsh2mean Rsh2sd erRsh2 Rsmean Rssd erRs Iphmean Iphsd erIph rmsremean rmsresd 
EBLSHADE 260 2.013877960E-05 4.863700818E-05 3.425853065E-01 5.490382222E+00 2.639408786E+00 1.381472507E-01 7.766433100E+03 1.041786655E+04 2.233566900E-01 8.166108770E-06 1.112676427E-06 8.870709685E-02 2.677873438E+00 3.260141280E-01 8.388540269E-02 1.377651650E+04 5.461212934E+02 2.813343461E-02 6.748978638E+01 6.897510144E+01 5.748978638E+00 1.080039215E-03 1.752378697E-04 1.250408486E-01 1.194513102E-01 4.155601949E-02
EBLSHADE 270 1.201383419E-05 1.604695960E-05 1.990777204E-01 4.980706979E+00 1.928401838E+00 1.880825036E-01 3.381250878E+04 1.123910046E+05 2.381250878E+00 1.570115859E-05 2.604456716E-06 9.497007021E-02 2.473073418E+00 4.993552285E-01 1.328184120E-01 8.038481241E+03 4.760231658E+02 3.801013503E-02 1.041695224E+02 1.055445291E+02 4.208476122E+00 1.739335707E-03 4.741302702E-03 7.931295944E-01 1.369766973E-01 7.595950599E-02
EBLSHADE 280 1.185448118E-05 1.205033077E-05 2.097012549E-01 5.140361639E+00 1.576758537E+00 1.310218650E-01 8.001834238E+03 1.066270437E+04 1.998165762E-01 3.040403549E-05 3.893278276E-06 5.104728929E-02 2.560089262E+00 4.695379018E-01 8.099359832E-02 4.984074013E+03 2.803402066E+02 2.564930735E-02 7.105611318E+01 7.514826723E+01 1.368537106E+00 1.033078601E-03 1.066306674E-04 5.416183767E-02 1.221614597E-01 5.987349927E-02
EBLSHADE 290 1.308256355E-05 2.411078603E-05 1.278290965E-01 4.850364919E+00 2.187687784E+00 1.507617322E-01 1.480212404E+04 4.264342009E+04 4.802124042E-01 5.336028265E-05 6.941631664E-06 5.922188075E-02 2.401268238E+00 5.831613899E-01 1.185217862E-01 3.101715122E+03 2.399240853E+02 4.243530529E-02 8.618057818E+01 8.033028988E+01 1.154514455E+00 1.054950284E-03 8.839410540E-05 6.560634733E-02 1.383951129E-01 9.929450456E-02
EBLSHADE 300 2.898033425E-05 8.059503122E-05 9.320222835E-01 5.580477796E+00 3.254345605E+00 1.076404094E-02 3.600372035E+04 1.492867427E+05 2.600372035E+00 9.671981297E-05 2.307218110E-05 6.370171164E-04 2.425090074E+00 8.568906310E-01 9.059122250E-02 2.169597760E+03 1.070315811E+03 2.601052867E-02 8.191110196E+01 7.946350799E+01 6.382220391E-01 1.063905933E-03 2.064693985E-04 6.390593302E-02 1.512614015E-01 1.451478599E-01
EBLSHADE 310 2.036695278E-05 4.213037832E-05 3.577968517E-01 4.788617350E+00 2.603729118E+00 1.037504052E-01 5.793702522E+03 5.982901581E+03 4.206297478E-01 1.874132323E-04 8.137210100E-05 1.775772207E-01 2.542984778E+00 1.480315679E+00 2.675891222E-02 3.702104125E+03 8.539033232E+03 1.609028362E+00 1.177239121E+02 9.621140235E+01 9.620652018E-01 1.214277167E-03 8.944156925E-04 2.022546208E-01 1.941716913E-01 1.908245980E-01
EBLSHADE 320 1.715027252E-05 3.455352149E-05 1.433515016E-01 5.837296108E+00 6.332748436E+00 1.277656080E-01 9.283270974E+03 1.429502874E+04 7.167290255E-02 2.857331298E-04 1.864345176E-04 1.248989727E-01 4.987077481E+00 7.071152294E+00 9.461765779E-01 2.729506969E+03 8.279879756E+03 1.796039852E+00 1.015063614E+02 9.652072515E+01 4.500908765E-01 1.305184380E-03 1.306719894E-03 2.795925295E-01 2.452675542E-01 2.723327391E-01
EBLSHADE 330 1.750780179E-05 1.495726279E-05 1.671867857E-01 4.968607639E+00 1.048153827E+00 1.006703546E-02 4.179184551E+04 1.593510175E+05 3.179184551E+00 3.868676579E-04 1.195184344E-04 1.828743802E-02 2.483242632E+00 1.420773632E+00 1.268666416E-02 9.250313037E+02 1.939353121E+03 3.464814595E-01 8.419837883E+01 5.144986328E+01 5.247973539E-02 1.037663180E-03 2.229864911E-05 7.439980963E-03 1.072558902E-01 1.680428765E-02
EBLSHADE 340 1.561916246E-05 6.601230363E-06 4.127749728E-02 4.835153904E+00 5.819291435E-01 7.463782320E-03 3.917461840E+04 1.468780406E+05 2.917461840E+00 6.654248066E-04 2.339125653E-04 1.168873801E-01 3.092048833E+00 2.047915904E+00 2.515435755E-01 1.158497333E+03 2.771621163E+03 1.347189794E+00 8.346122192E+01 4.251420569E+01 7.265308982E-02 1.042871904E-03 1.411862438E-05 2.761446154E-03 1.011609271E-01 4.909406110E-03
EBLSHADE 350 1.766051750E-05 6.787093578E-06 1.773678334E-01 4.880259931E+00 3.726929727E-01 3.125992660E-02 3.825280590E+04 1.431011238E+05 2.825280590E+00 8.622608532E-04 2.078707005E-04 1.984368918E-02 2.664692532E+00 1.031678808E+00 9.722633662E-02 4.138127611E+02 3.406822967E+02 1.451438091E-01 8.965912304E+01 2.825305855E+01 1.034087696E-01 1.049106559E-03 3.189811197E-06 8.508962652E-04 1.001689400E-01 1.905297748E-03
ADELI 260 1.480031452E-05 5.313694821E-07 1.331236522E-02 6.351772842E+00 5.015350570E-02 2.930458147E-03 9.748872410E+03 6.449122928E+02 2.511275896E-02 8.960804780E-06 5.755128202E-10 2.338541939E-05 2.922945290E+00 3.568407797E-04 4.503242260E-05 1.417513499E+04 4.830779887E-01 1.282953651E-05 1.030858360E+01 8.287135135E-01 3.085835961E-02 9.604473002E-04 1.222812119E-06 4.659377492E-04 9.950372434E-02 1.833743972E-08
ADELI 270 1.500377365E-05 2.581653537E-09 2.515766536E-04 6.134820607E+00 2.272689455E-04 5.244419611E-05 1.000669296E+04 3.340770912E+00 6.692955725E-04 1.734877279E-05 5.038267707E-12 2.011781597E-09 2.851853488E+00 2.938641966E-06 5.735248285E-07 8.356097770E+03 2.378664554E-03 1.543548268E-08 1.999533914E+01 4.385620959E-03 2.330429118E-04 9.699896938E-04 4.301771621E-09 1.062497271E-05 9.950371913E-02 2.800560400E-12
ADELI 280 1.500504459E-05 4.687906849E-14 3.363060392E-04 5.915842013E+00 4.085939555E-09 7.309240042E-05 1.000563528E+04 5.841501289E-05 5.635283922E-04 3.203960867E-05 4.153900536E-15 1.249949511E-06 2.785724670E+00 1.960392280E-10 3.727575665E-06 5.115284681E+03 1.960392782E-07 1.436278093E-06 2.999046101E+01 9.174944577E-08 3.179663399E-04 9.799936647E-04 7.990189119E-14 6.464587836E-06 9.950371916E-02 0.000000000E+00
ADELI 290 1.500069859E-05 3.399769313E-14 4.657264052E-05 5.711485643E+00 2.893806640E-09 9.742486456E-06 1.000118814E+04 3.795663169E-05 1.188135882E-04 5.671932772E-05 4.401427208E-15 3.711707750E-07 2.724138549E+00 3.253957137E-10 2.269039466E-07 3.239171836E+03 3.214906181E-12 4.732693416E-07 3.999906160E+01 7.174027242E-08 2.345991667E-05 9.899980950E-04 5.827593239E-14 1.924210734E-06 9.950371917E-02 0.000000000E+00
ADELI 300 1.500474256E-05 3.967811665E-14 3.161705098E-04 5.521425607E+00 3.125229309E-09 6.821319859E-05 1.000565320E+04 4.230792803E-05 5.653203137E-04 9.665837317E-05 3.253953504E-15 1.377521704E-06 2.666687881E+00 4.153902360E-10 7.955330882E-06 2.114603511E+03 1.837089246E-12 3.551978722E-06 4.999064577E+01 8.873003776E-08 1.870845137E-04 9.999928235E-04 5.321058510E-14 7.176460785E-06 9.950371926E-02 1.401587865E-17
ADELI 310 1.500784844E-05 2.188203697E-14 5.232294510E-04 5.343554788E+00 1.644956435E-09 1.130730794E-04 1.000887817E+04 2.047858747E-05 8.878172549E-04 1.591513813E-04 0.000000000E+00 1.019154426E-06 2.612948957E+00 4.760952680E-10 1.750186008E-05 1.418968470E+03 4.592723116E-13 6.714782028E-06 5.998400469E+01 6.107340550E-08 2.665885033E-04 1.009989418E-03 8.759924156E-19 1.047722772E-05 9.950371923E-02 1.401587865E-17
ADELI 320 1.486208737E-05 4.412225396E-06 9.194175059E-03 5.614783776E+00 3.528378761E+00 8.477622548E-02 2.252417938E+04 8.996486362E+04 1.252417938E+00 2.518680268E-04 4.075130101E-05 8.424102617E-03 3.070642454E+00 3.842284180E+00 1.982994942E-01 9.560606979E+02 1.377791857E+02 2.063491950E-02 7.474705759E+01 5.041584951E+01 6.781510841E-02 1.023366049E-03 2.902719804E-05 3.300048151E-03 1.179849959E-01 1.271178838E-01
ADELI 330 1.499774383E-05 2.584721333E-14 1.504114641E-04 5.018969415E+00 1.794326670E-09 3.308119136E-05 9.998080864E+03 2.145848691E-05 1.919136333E-04 3.940744182E-04 5.017615198E-14 3.846244249E-07 2.515095426E+00 1.222661781E-09 2.230038342E-05 6.869929476E+02 1.686160457E-07 8.688328913E-06 8.000634943E+01 8.637174557E-08 7.936789951E-05 1.030002026E-03 8.759924156E-19 1.966990291E-06 9.950371965E-02 4.204763595E-17
ADELI 340 1.499762664E-05 1.757895345E-14 1.582242876E-04 4.871346004E+00 1.200326632E-09 3.444901705E-05 9.997747169E+03 1.441023602E-05 2.252830843E-04 5.957859587E-04 1.587697908E-13 1.520659625E-06 2.470501827E+00 1.886380495E-09 3.497451588E-05 4.935615618E+02 2.360458560E-07 1.266539115E-05 9.000666851E+01 7.019524562E-08 7.409456427E-05 1.040002350E-03 4.379962078E-19 2.259615385E-06 9.950372142E-02 2.803175730E-17
ADELI 350 1.500319064E-05 1.763018822E-14 2.127094510E-04 4.732543960E+00 1.296450767E-09 4.569545387E-05 1.000363772E+04 1.548686991E-05 3.637723725E-04 8.797184171E-04 8.079215614E-13 8.176196877E-07 2.428739275E+00 4.860000822E-09 6.911305074E-05 3.613735237E+02 5.934611002E-07 2.873849118E-05 9.999148048E+01 1.079622289E-07 8.519519608E-05 1.049995774E-03 6.569943117E-19 4.024761905E-06 9.950371968E-02 4.204763595E-17
NDE 260 6.142886544E-05 1.834058444E-04 3.095257696E+00 8.485875835E+00 8.338156467E+00 3.320703592E-01 5.081836391E+04 1.971239292E+05 4.081836391E+00 7.646018591E-06 5.063705354E-06 1.467463053E-01 2.417678083E+00 1.069713822E+00 1.728996032E-01 1.407256328E+04 3.434202582E+03 7.248766863E-03 1.307580003E+02 1.434605139E+02 1.207580003E+01 5.011640195E-03 9.548319947E-03 4.220458536E+00 2.747112931E-01 2.629467192E-01
NDE 270 3.604647619E-05 1.377066251E-04 1.403098413E+00 7.526093963E+00 6.431939840E+00 2.268473921E-01 4.392455794E+04 1.861802415E+05 3.392455794E+00 1.729475087E-05 1.101725369E-05 3.113873887E-03 2.783079095E+00 1.248915700E+00 2.411512261E-02 8.802089238E+03 3.938628430E+03 5.337319121E-02 1.014594163E+02 1.231262870E+02 4.072970817E+00 4.817754796E-03 1.045076338E-02 3.966757522E+00 3.238714133E-01 3.195567936E-01
NDE 280 2.771169863E-05 8.068730792E-05 8.474465755E-01 8.695833616E+00 7.832185372E+00 4.700306727E-01 5.562847372E+04 1.965683101E+05 4.562847372E+00 5.337774462E-05 3.964239543E-05 6.659944851E-01 3.875033282E+00 2.471638860E+00 3.910375883E-01 1.315717537E+04 1.512913380E+04 1.572133340E+00 8.641573226E+01 9.270136677E+01 1.880524409E+00 3.213073799E-03 6.113665518E-03 2.278646733E+00 4.118284778E-01 3.619266591E-01
NDE 290 1.586933064E-05 5.460318829E-05 5.795537583E-02 5.935819720E+00 4.997823859E+00 3.928783525E-02 3.269669955E+04 1.434159307E+05 2.269669955E+00 9.197559770E-05 8.800241237E-05 6.215924189E-01 4.067912123E+00 3.937369696E+00 4.932841971E-01 9.838529207E+03 1.445686783E+04 2.037360894E+00 8.597737555E+01 1.060838746E+02 1.149434389E+00 4.752963802E-03 1.204668716E-02 3.800973538E+00 3.986662588E-01 3.666973029E-01
NDE 300 4.824974338E-05 1.309922975E-04 2.216649559E+00 6.599664600E+00 5.272935240E+00 1.953642507E-01 4.466118641E+04 1.842933306E+05 3.466118641E+00 1.475704400E-04 1.337668721E-04 5.267238469E-01 4.581824506E+00 4.800924807E+00 7.181841896E-01 6.255735138E+03 1.074783180E+04 1.958359487E+00 8.396601180E+01 9.345165501E+01 6.793202361E-01 2.546010634E-03 3.893669675E-03 1.546010634E+00 3.480547971E-01 4.564560294E-01
NDE 310 5.036236173E-05 1.467084259E-04 2.357490782E+00 6.976179172E+00 5.288277287E+00 3.056791344E-01 4.989059216E+04 1.948592888E+05 3.989059216E+00 2.362489387E-04 2.563221886E-04 4.844275686E-01 4.727041129E+00 5.526703908E+00 8.091145062E-01 3.493018083E+03 8.788482526E+03 1.461676641E+00 1.043500768E+02 9.934295765E+01 7.391679471E-01 4.710884784E-03 1.019179180E-02 3.664242360E+00 3.213547464E-01 3.583127762E-01
NDE 320 4.136729318E-05 1.605687326E-04 1.757819545E+00 1.079010205E+01 1.024411656E+01 1.084647716E+00 6.785332115E+04 2.265669762E+05 5.785332115E+00 2.047824201E-04 2.688353234E-04 1.937948039E-01 9.693676628E+00 9.991842812E+00 2.782898196E+00 1.172864235E+03 3.054910760E+03 2.014532956E-01 6.221020807E+01 6.521080763E+01 1.112827418E-01 3.466224972E-03 9.227880841E-03 2.398259776E+00 4.735814481E-01 4.417677578E-01
NDE 330 6.112270834E-05 1.851010913E-04 3.074847222E+00 5.764896916E+00 3.647505752E+00 1.485836493E-01 1.427787257E+04 1.709349237E+04 4.277872567E-01 3.853168536E-04 4.459752128E-04 2.222274767E-02 6.790094904E+00 8.489197559E+00 1.699676287E+00 5.420058117E+02 2.640548944E+02 2.110528872E-01 1.067366673E+02 7.602612717E+01 3.342083409E-01 1.355443797E-03 7.793985039E-04 3.159648514E-01 4.049871740E-01 4.478288911E-01
NDE 340 5.195663336E-05 1.139561562E-04 2.463775558E+00 6.327409423E+00 3.873627426E+00 2.988589693E-01 1.017765563E+05 2.627622206E+05 9.177655631E+00 7.498648676E-04 1.082698056E-03 2.586164493E-01 6.147373525E+00 6.812814028E+00 1.488222618E+00 3.194768469E+03 1.099330514E+04 5.472805530E+00 9.818324506E+01 6.388839354E+01 9.092494509E-02 1.442258287E-03 1.684116030E-03 3.867868140E-01 4.344042044E-01 5.324273756E-01
NDE 350 2.145121833E-05 3.709721055E-05 4.300812217E-01 4.816617194E+00 1.675444109E+00 1.781142078E-02 1.042847495E+04 6.547157535E+03 4.284749463E-02 1.148850492E-03 1.229913637E-03 3.059308622E-01 6.321585802E+00 6.914197388E+00 1.603005918E+00 1.369833810E+03 3.797872526E+03 2.790740293E+00 7.888128838E+01 3.394008955E+01 2.111871162E-01 1.104295524E-03 1.549477593E-04 5.171002265E-02 2.346041003E-01 3.510973358E-01
MABC 260 8.436963932E-05 1.721564725E-04 4.624642621E+00 1.143054807E+01 8.220537918E+00 7.943102834E-01 1.510251239E+04 6.940179700E+04 5.102512389E-01 6.887946546E-06 2.389622344E-06 2.313429834E-01 2.052960368E+00 6.316217718E-01 2.976714530E-01 1.308220805E+04 1.226833983E+03 7.711353524E-02 1.879918368E+02 1.717351926E+02 1.779918368E+01 8.736926599E-03 1.521813765E-02 8.100965208E+00 3.298201874E-01 1.092112284E-01
MABC 270 8.351596869E-05 1.777929778E-04 4.567731246E+00 1.133000056E+01 8.726404497E+00 8.469317162E-01 1.902301191E+03 6.861287672E+03 8.097698809E-01 1.524583701E-05 8.144697254E-06 1.212152454E-01 1.834368886E+00 8.540117947E-01 3.567797413E-01 8.144619423E+03 2.872508904E+03 2.530825114E-02 1.711077366E+02 1.632074843E+02 7.555386830E+00 6.468403769E-03 1.159452783E-02 5.668457494E+00 4.092732492E-01 1.199065462E-01
MABC 280 1.050790968E-04 2.379145769E-04 6.005273120E+00 9.480639028E+00 7.781502195E+00 6.027020277E-01 1.009178977E+04 4.304449802E+04 9.178977229E-03 3.743097767E-05 2.399746259E-05 1.682734595E-01 2.176077534E+00 1.769696025E+00 2.188439624E-01 7.211559283E+03 7.870995893E+03 4.098080734E-01 2.016271656E+02 1.936593741E+02 5.720905519E+00 9.756150007E-03 1.677649852E-02 8.955255109E+00 4.437721948E-01 1.983449718E-01
MABC 290 7.015807826E-05 1.566218906E-04 3.677205218E+00 1.073768607E+01 8.526243830E+00 8.800346106E-01 7.756706949E+03 2.916321487E+04 2.243293051E-01 7.089184583E-05 5.912628609E-05 2.498715163E-01 2.183110048E+00 2.998086271E+00 1.986051722E-01 4.677025497E+03 6.502523239E+03 4.438961399E-01 1.368320730E+02 1.595054641E+02 2.420801826E+00 3.573493829E-03 7.090463217E-03 2.609589727E+00 4.845753632E-01 2.250405737E-01
MABC 300 6.940904999E-05 1.500353032E-04 3.627270000E+00 8.713783621E+00 6.926684116E+00 5.782840585E-01 1.843426064E+03 4.640354965E+03 8.156573936E-01 1.447094564E-04 1.005400264E-04 4.971248838E-01 2.462630416E+00 3.261956526E+00 7.651359423E-02 5.112425118E+03 8.107589416E+03 1.417684096E+00 1.848344620E+02 1.827208977E+02 2.696689240E+00 8.413895666E-03 1.618446632E-02 7.413895666E+00 6.146802458E-01 2.766268059E-01
MABC 310 5.449727604E-05 1.255026720E-04 2.633151736E+00 7.781157588E+00 7.578859368E+00 4.563409072E-01 3.558519940E+03 1.576795004E+04 6.441480060E-01 2.380935284E-04 1.387347431E-04 4.960177146E-01 2.673442027E+00 3.145186275E+00 2.316917082E-02 3.251702934E+03 5.761718804E+03 1.291611715E+00 1.572672149E+02 1.580928878E+02 1.621120248E+00 5.895612314E-03 1.859828424E-02 4.837239915E+00 6.369397271E-01 3.377390889E-01
MABC 320 9.686746610E-05 2.070058687E-04 5.457831073E+00 1.230645133E+01 9.806584741E+00 1.377606396E+00 5.445481512E+04 1.892906507E+05 4.445481512E+00 2.342239961E-04 4.775135206E-04 7.788665321E-02 9.286529672E+00 8.764291497E+00 2.624011579E+00 1.457622734E+03 6.960572880E+03 4.931529029E-01 1.010778448E+02 1.364428765E+02 4.439692114E-01 2.262954160E-03 2.650475130E-03 1.218582509E+00 6.938161033E-01 3.588069848E-01
MABC 330 5.398226884E-05 1.017423768E-04 2.598817923E+00 5.673086429E+00 4.616361901E+00 1.302915573E-01 2.171549190E+04 5.532974706E+04 1.171549190E+00 7.606128128E-04 1.021152222E-03 9.301255557E-01 5.394192664E+00 7.179472841E+00 1.144679011E+00 3.769962689E+03 1.036826700E+04 4.487581710E+00 9.743609870E+01 1.048870088E+02 2.179512338E-01 1.159265616E-03 1.421248320E-04 1.255005980E-01 3.779687938E-01 3.374413060E-01
MABC 340 3.055808610E-05 7.522625923E-05 1.037205740E+00 4.980277217E+00 2.991075795E+00 2.232640578E-02 1.491615556E+04 5.444020322E+04 4.916155559E-01 8.479701509E-04 8.743952213E-04 4.232820160E-01 5.322647487E+00 6.760704786E+00 1.154404936E+00 1.735278865E+03 4.919416395E+03 2.515786118E+00 7.464224276E+01 7.944193791E+01 1.706417471E-01 1.136654144E-03 1.224840250E-04 9.293667711E-02 3.437339342E-01 2.880126156E-01
MABC 350 2.305926318E-05 5.841397625E-05 5.372842120E-01 4.206847357E+00 2.654678921E+00 1.110405680E-01 5.036367626E+04 1.569665612E+05 4.036367626E+00 9.306767666E-04 1.448261789E-03 5.792661549E-02 7.432167590E+00 8.282603769E+00 2.060304301E+00 9.342166934E+02 2.765049198E+03 1.585257303E+00 6.844130408E+01 7.662009622E+01 3.155869592E-01 1.155691252E-03 4.114316398E-04 1.006583357E-01 2.032320007E-01 2.550942810E-01
TLBO 260 1.413541898E-05 3.642714124E-06 5.763873458E-02 6.254336475E+00 4.069282555E-01 1.822553188E-02 3.615359099E+04 1.313529628E+05 2.615359099E+00 8.959279697E-06 5.980031826E-09 1.935763154E-04 2.922009839E+00 3.644046353E-03 3.650550862E-04 1.417390751E+04 4.821822091E+00 9.942221309E-05 1.217220675E+01 7.405804442E+00 2.172206753E-01 9.636742828E-04 1.247845369E-05 3.827377874E-03 9.950423846E-02 2.200014081E-06
TLBO 270 3.429200975E-05 1.379017938E-04 1.286133983E+00 6.141357094E+00 1.082429991E-01 1.117973299E-03 1.031017722E+04 5.079837456E+03 3.101772192E-02 1.725072293E-05 6.991039507E-07 5.651686642E-03 2.822322727E+00 2.103294440E-01 1.035436849E-02 8.333126048E+03 1.636551688E+02 2.749081471E-03 2.885158828E+01 6.267915762E+01 4.425794138E-01 2.911441142E-03 1.386407512E-02 2.001485714E+00 1.066831334E-01 5.127101177E-02
TLBO 280 1.574914747E-05 2.733667512E-06 4.994316456E-02 5.968506137E+00 2.039313952E-01 8.975962407E-03 5.393602693E+04 1.901431295E+05 4.393602693E+00 3.204208408E-05 1.229298511E-08 7.851099561E-05 2.786719176E+00 4.461769074E-03 3.607297928E-04 5.115865178E+03 2.555000175E+00 1.149192210E-04 2.895714936E+01 4.177134484E+00 3.476168805E-02 9.791927259E-04 3.263797653E-06 8.237490616E-04 9.950411904E-02 1.124622603E-06
TLBO 290 1.541365964E-05 2.187035864E-06 2.757730905E-02 5.739405204E+00 1.575238461E-01 4.898108634E-03 2.551786696E+04 1.006941753E+05 1.551786696E+00 5.672367108E-05 1.885429827E-08 7.694755830E-05 2.725229651E+00 6.142673861E-03 4.007580539E-04 3.239626365E+03 2.479126967E+00 1.407960767E-04 3.936120209E+01 3.694593712E+00 1.596994767E-02 9.896318573E-04 2.239886771E-06 3.718613547E-04 9.950414736E-02 1.704685273E-06
TLBO 300 1.534322404E-05 1.860546609E-06 2.288160268E-02 5.544484027E+00 1.264010562E-01 4.244669418E-03 2.141577350E+04 7.995447336E+04 1.141577350E+00 9.666373743E-05 3.136361059E-08 5.687471246E-05 2.668246425E+00 8.706980084E-03 5.924091911E-04 2.115064062E+03 2.571470284E+00 2.213484231E-04 4.938227036E+01 3.348531848E+00 1.235459279E-02 9.997004584E-04 1.598532894E-06 2.995415510E-04 9.950419196E-02 2.663946240E-06
TLBO 310 1.564163964E-05 3.343325962E-06 4.277597576E-02 5.383082955E+00 2.063375732E-01 7.511263721E-03 2.869648082E+04 1.253507022E+05 1.869648082E+00 1.592441083E-04 6.162572042E-07 5.816143133E-04 2.622480987E+00 5.739962954E-02 3.665562882E-03 1.421011115E+03 1.224684041E+01 1.446252351E-03 5.843748910E+01 8.560917095E+00 2.604184830E-02 1.009612398E-03 1.896627467E-06 3.837640245E-04 9.950568737E-02 1.076093254E-05
TLBO 320 1.395757339E-05 4.616324837E-06 6.949510736E-02 5.641216904E+00 2.978000712E+00 8.988310589E-02 1.116979146E+04 1.438671364E+04 1.169791463E-01 2.385678082E-04 6.032224046E-05 6.078555709E-02 3.363788669E+00 4.026519277E+00 3.126980170E-01 9.327337987E+02 1.530188921E+02 4.453042177E-02 7.135979134E+01 3.712128601E+01 1.942559057E-02 1.212999728E-03 8.923683954E-04 1.892154195E-01 1.525021707E-01 2.138854275E-01
