fname time Tem kT_1 I01 n1 Rsh1 I02 n2 Rsh2 Rs Iph Voc Isc FF Pm Vm Im rmsre 
0L12 36486 304.01 38.138 5.172797013E-11 2.243760345E+00 1.470398393E+04 1.035570308E-04 4.435579693E+00 2.159998679E+03 0.000000000E+00 1.243706530E-04 4.443591393E-01 1.169224042E-04 4.561496908E-01 2.369950299E-05 2.864685841E-01 8.272863421E-05 2.147013525E+00 
0L13 37122 305.02 38.011 4.868464910E-11 2.232725648E+00 1.500136675E+04 1.173774510E-04 4.878798836E+00 2.133118029E+03 0.000000000E+00 1.243154060E-04 4.419163448E-01 1.166834011E-04 4.586703433E-01 2.365101615E-05 2.867213343E-01 8.248802826E-05 2.035886940E+00 
0L14 37752 306.02 37.887 6.410594597E-11 2.255047216E+00 1.496181435E+04 1.227952953E-04 4.787323615E+00 2.040064157E+03 0.000000000E+00 1.242607060E-04 4.406721451E-01 1.168856639E-04 4.593888187E-01 2.366231700E-05 2.835332808E-01 8.345434854E-05 1.785184699E+00 
0L15 38382 307.03 37.762 7.086355241E-11 2.270735202E+00 1.578900431E+04 1.423116064E-04 5.354976604E+00 2.033061237E+03 0.000000000E+00 1.242054590E-04 4.399817192E-01 1.167923415E-04 4.622086938E-01 2.375128484E-05 2.842822512E-01 8.354739758E-05 1.976205171E+00 
0L16 39010 308.01 37.642 7.103400117E-11 2.263361269E+00 1.574993037E+04 1.518139325E-04 5.410033810E+00 1.968568570E+03 0.000000000E+00 1.241518530E-04 4.370146088E-01 1.167174577E-04 4.630377427E-01 2.361827455E-05 2.848680971E-01 8.290963936E-05 2.054577429E+00 
0L17 39638 309.03 37.518 9.326252520E-11 2.290248260E+00 1.585060228E+04 1.633254337E-04 5.495539693E+00 1.905745305E+03 0.000000000E+00 1.240960590E-04 4.344657066E-01 1.166460458E-04 4.646174714E-01 2.354621256E-05 2.830848124E-01 8.317811448E-05 2.119590522E+00 
0L18 40266 310.02 37.398 9.070127207E-11 2.281219644E+00 1.607551410E+04 1.770008994E-04 5.907449568E+00 1.855499764E+03 0.000000000E+00 1.240419060E-04 4.349681877E-01 1.166431676E-04 4.646124666E-01 2.357260933E-05 2.823692808E-01 8.348164537E-05 2.097144299E+00 
0L19 40892 311.03 37.277 7.809073332E-11 2.242727471E+00 1.590233068E+04 1.828463867E-04 5.939223287E+00 1.787211012E+03 0.000000000E+00 1.239866590E-04 4.328688141E-01 1.166620360E-04 4.666649052E-01 2.356627773E-05 2.826136868E-01 8.338683064E-05 1.801014067E+00 
0L20 41516 312.02 37.159 1.227528565E-10 2.313563832E+00 1.634739550E+04 2.014720066E-04 5.905331553E+00 1.748523578E+03 0.000000000E+00 1.239325060E-04 4.310785942E-01 1.166326262E-04 4.667034730E-01 2.346483721E-05 2.813698574E-01 8.339520375E-05 2.130978390E+00 
0L21 42134 313.02 37.04 1.264804729E-10 2.302848060E+00 1.609404694E+04 2.109976274E-04 6.059445483E+00 1.673497035E+03 0.000000000E+00 1.238778060E-04 4.300881050E-01 1.164795734E-04 4.691689191E-01 2.350371090E-05 2.824591709E-01 8.321102655E-05 2.258598491E+00 
0L22 42750 314.04 36.92 1.142079846E-10 2.285671643E+00 1.650145830E+04 2.317177728E-04 6.504658800E+00 1.653629375E+03 0.000000000E+00 1.238220120E-04 4.274335846E-01 1.164569958E-04 4.710271506E-01 2.344661577E-05 2.797909630E-01 8.379884114E-05 2.610851912E+00 
0L23 43372 315.02 36.805 1.496221724E-10 2.330990174E+00 1.684403965E+04 2.506266358E-04 6.552659750E+00 1.620600857E+03 0.000000000E+00 1.237684060E-04 4.271031563E-01 1.164217717E-04 4.688944974E-01 2.331535976E-05 2.787252308E-01 8.364715011E-05 2.356809978E+00 
0L24 43990 316.04 36.686 1.239759343E-10 2.313338204E+00 1.729206525E+04 2.776846318E-04 7.058224978E+00 1.619941844E+03 0.000000000E+00 1.237126120E-04 4.242875069E-01 1.162220666E-04 4.718204875E-01 2.326620942E-05 2.802713799E-01 8.301334901E-05 2.203616187E+00 
0L25 44612 317.03 36.571 1.405847562E-10 2.250425964E+00 1.502077906E+04 2.416769249E-04 6.208417207E+00 1.417752529E+03 0.000000000E+00 1.236584590E-04 4.236096451E-01 1.167131693E-04 4.668498174E-01 2.308143976E-05 2.768954189E-01 8.335497054E-05 2.535678895E+00 
0L26 45234 318.03 36.456 2.050322561E-10 2.334808866E+00 1.667537843E+04 2.862364256E-04 6.754079525E+00 1.452381428E+03 0.000000000E+00 1.236037590E-04 4.225897793E-01 1.163586381E-04 4.689886990E-01 2.306109880E-05 2.768649809E-01 8.329172951E-05 2.833596070E+00 
0L27 45842 319.02 36.343 2.044749997E-10 2.349493162E+00 1.751015622E+04 3.226557272E-04 7.389415351E+00 1.458716963E+03 0.000000000E+00 1.235496060E-04 4.197743355E-01 1.162200798E-04 4.720836150E-01 2.303116886E-05 2.757677116E-01 8.351431543E-05 3.058980859E+00 
0L28 46462 320.02 36.23 1.538906580E-10 2.351853804E+00 1.872109506E+04 3.736211689E-04 8.200438605E+00 1.501929200E+03 0.000000000E+00 1.234949060E-04 4.190107704E-01 1.159732942E-04 4.716350798E-01 2.291866305E-05 2.746709518E-01 8.344131072E-05 1.516222476E+00 
0L29 47076 321.01 36.118 1.903658641E-10 2.311914299E+00 1.723138893E+04 3.526131507E-04 7.781858744E+00 1.366144474E+03 0.000000000E+00 1.234407530E-04 4.165953773E-01 1.159928408E-04 4.736545581E-01 2.288797405E-05 2.735259081E-01 8.367850752E-05 3.929956725E+00 
0L30 47690 322.03 36.003 2.246065906E-10 2.379653788E+00 1.885635785E+04 4.058759181E-04 8.259495318E+00 1.402461040E+03 0.000000000E+00 1.233849590E-04 4.141660568E-01 1.157388565E-04 4.737091088E-01 2.270729626E-05 2.724100548E-01 8.335703633E-05 2.284274403E+00 
0L31 48910 323.01 35.894 2.560396889E-10 2.402586960E+00 1.992610231E+04 4.380172254E-04 8.590447556E+00 1.393460581E+03 0.000000000E+00 1.233313530E-04 4.131526108E-01 1.159259926E-04 4.732956190E-01 2.266855355E-05 2.704952604E-01 8.380575009E-05 2.142718591E+00 
0L32 49520 324.04 35.78 3.387213362E-10 2.403823943E+00 1.901724432E+04 4.373546747E-04 8.334707793E+00 1.311313777E+03 0.000000000E+00 1.232750120E-04 4.103208015E-01 1.157224049E-04 4.730623422E-01 2.246256581E-05 2.678814520E-01 8.384951929E-05 2.963990004E+00 
0L33 50130 325.01 35.673 2.700702363E-10 2.459488404E+00 2.157176109E+04 5.207237159E-04 9.217945525E+00 1.391113499E+03 0.000000000E+00 1.232219530E-04 4.086688789E-01 1.155094718E-04 4.750960414E-01 2.242696867E-05 2.681415291E-01 8.364039682E-05 1.080075407E+00 
0L34 50730 326.03 35.562 2.560087409E-10 2.405228675E+00 2.079043935E+04 5.273744296E-04 9.505225515E+00 1.310445131E+03 0.000000000E+00 1.231661590E-04 4.070861191E-01 1.154308308E-04 4.779878006E-01 2.246078487E-05 2.680115501E-01 8.380487285E-05 1.924962353E+00 
0L35 51332 327.03 35.453 3.758903092E-10 2.429307311E+00 2.069254244E+04 5.371049392E-04 9.389376284E+00 1.249432210E+03 0.000000000E+00 1.231114590E-04 4.062072205E-01 1.156736667E-04 4.744992714E-01 2.229552437E-05 2.659104956E-01 8.384436027E-05 3.136114292E+00 
0L36 51946 328.04 35.344 4.136302156E-10 2.465081789E+00 2.112494925E+04 5.772596690E-04 9.571504967E+00 1.239618928E+03 0.000000000E+00 1.230562120E-04 4.034487900E-01 1.154042121E-04 4.754400028E-01 2.213633900E-05 2.656042715E-01 8.333870963E-05 4.534231863E+00 
0L37 52612 329.02 35.239 2.377541747E-10 2.462787850E+00 2.330844364E+04 6.621539354E-04 1.053462216E+01 1.301191914E+03 0.000000000E+00 1.230026060E-04 4.017358025E-01 1.148974189E-04 4.772761688E-01 2.203030755E-05 2.638274223E-01 8.350315737E-05 2.407009295E+00 
0L38 53224 330 35.134 4.334273851E-10 2.604875309E+00 2.562313050E+04 7.185625231E-04 1.042893050E+01 1.326566998E+03 0.000000000E+00 1.229490000E-04 4.011882919E-01 1.148279871E-04 4.730253530E-01 2.179116357E-05 2.633254189E-01 8.275511116E-05 1.828010327E+00 
0L39 53990 331.01 35.027 4.450302314E-10 2.520324222E+00 2.327403199E+04 7.061599128E-04 1.048735396E+01 1.202363640E+03 0.000000000E+00 1.228937530E-04 3.990037804E-01 1.148940921E-04 4.740257099E-01 2.173084457E-05 2.609363129E-01 8.328036986E-05 3.684213110E+00 
0L40 54588 332.04 34.918 4.917933039E-10 2.555295020E+00 2.439514160E+04 7.510818984E-04 1.056104847E+01 1.197800504E+03 0.000000000E+00 1.228374120E-04 3.972592728E-01 1.147587123E-04 4.752462430E-01 2.166598319E-05 2.595727114E-01 8.346854335E-05 3.512718632E+00 
0L41 55192 333.02 34.815 4.315847226E-10 2.553935072E+00 2.480081803E+04 8.033350817E-04 1.107902798E+01 1.187975007E+03 0.000000000E+00 1.227838060E-04 3.954128937E-01 1.145650075E-04 4.719393101E-01 2.137907782E-05 2.585299368E-01 8.269690270E-05 3.414549690E+00 
0L42 55874 334.05 34.708 2.465307453E-10 2.625675639E+00 2.974347574E+04 9.436631521E-04 1.193941257E+01 1.302450077E+03 0.000000000E+00 1.227274650E-04 3.938222107E-01 1.141817926E-04 4.766505648E-01 2.143370133E-05 2.564053165E-01 8.359467517E-05 2.062192924E+00 
0L43 56470 335 34.61 1.625831190E-10 2.633685560E+00 3.148011505E+04 1.026767177E-03 1.254870424E+01 1.328547635E+03 0.000000000E+00 1.226755000E-04 3.920852898E-01 1.139363504E-04 4.758656455E-01 2.125823509E-05 2.562587429E-01 8.295695025E-05 1.743839832E+00 
0L44 57140 336.03 34.503 3.418252523E-10 2.608618751E+00 2.854790269E+04 9.859480243E-04 1.198435465E+01 1.187190245E+03 0.000000000E+00 1.226191590E-04 3.898238174E-01 1.142065091E-04 4.749336993E-01 2.114424652E-05 2.554518782E-01 8.277528475E-05 1.879293556E+00 
0L45 57898 337.04 34.4 6.501348204E-11 2.677282659E+00 3.711392542E+04 1.222873343E-03 1.368199577E+01 1.430132964E+03 0.000000000E+00 1.225639120E-04 3.880700340E-01 1.134614256E-04 4.775436091E-01 2.102671277E-05 2.532160919E-01 8.304016878E-05 2.231137466E+00 
0L46 58664 338.03 34.299 9.576704186E-11 2.676638789E+00 3.599838296E+04 1.226981386E-03 1.323813887E+01 1.362895785E+03 0.000000000E+00 1.225097590E-04 3.857567734E-01 1.134391335E-04 4.753667930E-01 2.080201003E-05 2.523613651E-01 8.242941102E-05 2.590456247E+00 
0L47 59344 339.02 34.199 1.205383538E-10 1.704562187E+00 8.764057116E+03 2.000000000E-05 3.027570958E+00 4.809629290E+02 0.000000000E+00 1.224556060E-04 3.849245575E-01 1.134934761E-04 4.731813523E-01 2.067160217E-05 2.497170664E-01 8.277958054E-05 8.961134362E+00 
0L48 60132 340.04 34.097 2.496822105E-10 2.710042524E+00 3.395436105E+04 1.265776399E-03 1.323744762E+01 1.196813767E+03 0.000000000E+00 1.223998120E-04 3.832369736E-01 1.134111148E-04 4.731442166E-01 2.056442436E-05 2.488734806E-01 8.262895835E-05 3.767590524E+00 
