N_Fe N_B T d n_Fe n_Fe_SRH n_FeB n_FeB_SRH
3.162000E+11 1.000E+17 300 1.500E-4 1.314981980E+00 1.323451239E+00 1.286942447E+00 1.287991370E+00
4.642000E+11 1.000E+17 300 1.500E-4 1.319105622E+00 1.325506639E+00 1.290703352E+00 1.291534425E+00
6.813000E+11 1.000E+17 300 1.500E-4 1.323388339E+00 1.328226225E+00 1.294517706E+00 1.295194028E+00
1.000000E+12 1.000E+17 300 1.500E-4 1.328027232E+00 1.331703754E+00 1.298375050E+00 1.298937672E+00
1.468000E+12 1.000E+17 300 1.500E-4 1.333157317E+00 1.335976160E+00 1.302701993E+00 1.303178534E+00
2.154000E+12 1.000E+17 300 1.500E-4 1.338817745E+00 1.341000611E+00 1.307350310E+00 1.307757538E+00
3.162000E+12 1.000E+17 300 1.500E-4 1.344964262E+00 1.346669522E+00 1.312347779E+00 1.312697432E+00
4.642000E+12 1.000E+17 300 1.500E-4 1.351459869E+00 1.352800447E+00 1.317717794E+00 1.318018749E+00
6.813000E+12 1.000E+17 300 1.500E-4 1.358149686E+00 1.359207503E+00 1.323476397E+00 1.323734861E+00
1.000000E+13 1.000E+17 300 1.500E-4 1.364940147E+00 1.365775020E+00 1.329596347E+00 1.329817686E+00
1.000000E+10 1.000E+17 310 1.500E-4 1.266690455E+00 1.322409626E+00 1.233873636E+00 1.277595156E+00
1.468000E+10 1.000E+17 310 1.500E-4 1.277600479E+00 1.322477290E+00 1.256826032E+00 1.278313841E+00
2.154000E+10 1.000E+17 310 1.500E-4 1.286190879E+00 1.322576156E+00 1.264422452E+00 1.278810517E+00
3.162000E+10 1.000E+17 310 1.500E-4 1.293139282E+00 1.322720384E+00 1.269769805E+00 1.279880435E+00
4.642000E+10 1.000E+17 310 1.500E-4 1.298965108E+00 1.322930242E+00 1.273462694E+00 1.280619602E+00
6.813000E+10 1.000E+17 310 1.500E-4 1.304012377E+00 1.323234427E+00 1.277783715E+00 1.282679695E+00
1.000000E+11 1.000E+17 310 1.500E-4 1.308481226E+00 1.323672897E+00 1.281389458E+00 1.284765545E+00
1.468000E+11 1.000E+17 310 1.500E-4 1.312489914E+00 1.324299967E+00 1.284994281E+00 1.287273417E+00
2.154000E+11 1.000E+17 310 1.500E-4 1.316140946E+00 1.325186983E+00 1.288602617E+00 1.290152871E+00
3.162000E+11 1.000E+17 310 1.500E-4 1.319565429E+00 1.326423039E+00 1.292845795E+00 1.293778896E+00
4.642000E+11 1.000E+17 310 1.500E-4 1.322934240E+00 1.328111536E+00 1.297000365E+00 1.297449212E+00
6.813000E+11 1.000E+17 310 1.500E-4 1.326441044E+00 1.330359892E+00 1.300820351E+00 1.301121503E+00
1.000000E+12 1.000E+17 310 1.500E-4 1.330269613E+00 1.333261065E+00 1.304742401E+00 1.304964322E+00
1.468000E+12 1.000E+17 310 1.500E-4 1.334557729E+00 1.336869480E+00 1.308632393E+00 1.308950036E+00
2.154000E+12 1.000E+17 310 1.500E-4 1.339367528E+00 1.341177827E+00 1.312965793E+00 1.313295736E+00
3.162000E+12 1.000E+17 310 1.500E-4 1.344694951E+00 1.346130186E+00 1.317363085E+00 1.317638323E+00
4.642000E+12 1.000E+17 310 1.500E-4 1.350457053E+00 1.351604913E+00 1.322132884E+00 1.322330460E+00
6.813000E+12 1.000E+17 310 1.500E-4 1.356512094E+00 1.357435012E+00 1.313309808E+00 1.313547233E+00
1.000000E+13 1.000E+17 310 1.500E-4 1.362804393E+00 1.363546718E+00 1.324272267E+00 1.324501496E+00
1.000000E+10 1.000E+17 320 1.500E-4 1.261876359E+00 1.329371373E+00 1.226888146E+00 1.279281246E+00
1.468000E+10 1.000E+17 320 1.500E-4 1.277477583E+00 1.329429442E+00 1.250477057E+00 1.279290009E+00
2.154000E+10 1.000E+17 320 1.500E-4 1.289556938E+00 1.329514263E+00 1.259337191E+00 1.279969689E+00
3.162000E+10 1.000E+17 320 1.500E-4 1.298869599E+00 1.329637962E+00 1.266429201E+00 1.281244146E+00
4.642000E+10 1.000E+17 320 1.500E-4 1.306125336E+00 1.329817798E+00 1.272481289E+00 1.282646469E+00
6.813000E+10 1.000E+17 320 1.500E-4 1.311894992E+00 1.330078157E+00 1.277912908E+00 1.284765284E+00
1.000000E+11 1.000E+17 320 1.500E-4 1.316595879E+00 1.330452833E+00 1.282811123E+00 1.287335931E+00
1.468000E+11 1.000E+17 320 1.500E-4 1.320525872E+00 1.330987458E+00 1.287626989E+00 1.290579543E+00
2.154000E+11 1.000E+17 320 1.500E-4 1.323915342E+00 1.331741472E+00 1.292434662E+00 1.294314368E+00
3.162000E+11 1.000E+17 320 1.500E-4 1.326970187E+00 1.332788387E+00 1.297704990E+00 1.298903320E+00
4.642000E+11 1.000E+17 320 1.500E-4 1.329892030E+00 1.334212660E+00 1.303443756E+00 1.303700380E+00
6.813000E+11 1.000E+17 320 1.500E-4 1.332876224E+00 1.336101622E+00 1.308249416E+00 1.308320265E+00
1.000000E+12 1.000E+17 320 1.500E-4 1.336096125E+00 1.338531950E+00 1.312819954E+00 1.312807424E+00
1.468000E+12 1.000E+17 320 1.500E-4 1.339682976E+00 1.341553044E+00 1.317045237E+00 1.317249405E+00
2.154000E+12 1.000E+17 320 1.500E-4 1.343712943E+00 1.345174917E+00 1.321541782E+00 1.321826810E+00
3.162000E+12 1.000E+17 320 1.500E-4 1.348212032E+00 1.349375234E+00 1.326060624E+00 1.326308723E+00
4.642000E+12 1.000E+17 320 1.500E-4 1.353153523E+00 1.354092444E+00 1.329914122E+00 1.330226417E+00
6.813000E+12 1.000E+17 320 1.500E-4 1.358374860E+00 1.359139860E+00 1.326511982E+00 1.326731139E+00
1.000000E+13 1.000E+17 320 1.500E-4 1.363899560E+00 1.364523035E+00 1.324837021E+00 1.325072035E+00
1.000000E+10 1.000E+17 330 1.500E-4 1.249058002E+00 1.337494841E+00 1.222765373E+00 1.274521704E+00
1.468000E+10 1.000E+17 330 1.500E-4 1.270418290E+00 1.337552487E+00 1.232793567E+00 1.275472606E+00
2.154000E+10 1.000E+17 330 1.500E-4 1.287351044E+00 1.337636641E+00 1.246320448E+00 1.276286607E+00
3.162000E+10 1.000E+17 330 1.500E-4 1.300406873E+00 1.337759178E+00 1.256550960E+00 1.277681065E+00
4.642000E+10 1.000E+17 330 1.500E-4 1.310342422E+00 1.337936957E+00 1.265519815E+00 1.280136188E+00
6.813000E+10 1.000E+17 330 1.500E-4 1.317903461E+00 1.338193600E+00 1.272827696E+00 1.282554433E+00
1.000000E+11 1.000E+17 330 1.500E-4 1.323722020E+00 1.338561363E+00 1.279431754E+00 1.285919588E+00
1.468000E+11 1.000E+17 330 1.500E-4 1.328297393E+00 1.339083028E+00 1.286044410E+00 1.290143264E+00
2.154000E+11 1.000E+17 330 1.500E-4 1.332020790E+00 1.339812808E+00 1.292872327E+00 1.295444324E+00
3.162000E+11 1.000E+17 330 1.500E-4 1.335208977E+00 1.340815044E+00 1.299132789E+00 1.300837576E+00
4.642000E+11 1.000E+17 330 1.500E-4 1.338127191E+00 1.342159477E+00 1.307510053E+00 1.308437319E+00
6.813000E+11 1.000E+17 330 1.500E-4 1.340996213E+00 1.343912159E+00 1.314612769E+00 1.314949231E+00
1.000000E+12 1.000E+17 330 1.500E-4 1.343989148E+00 1.346123569E+00 1.321056425E+00 1.321123094E+00
1.468000E+12 1.000E+17 330 1.500E-4 1.347225735E+00 1.348817727E+00 1.327570509E+00 1.327607623E+00
2.154000E+12 1.000E+17 330 1.500E-4 1.350751661E+00 1.351967223E+00 1.331259220E+00 1.331542625E+00
3.162000E+12 1.000E+17 330 1.500E-4 1.354700888E+00 1.355649877E+00 1.336935976E+00 1.337154107E+00
4.642000E+12 1.000E+17 330 1.500E-4 1.358882198E+00 1.359641951E+00 1.340627480E+00 1.340688415E+00
6.813000E+12 1.000E+17 330 1.500E-4 1.363356115E+00 1.363974637E+00 1.345636015E+00 1.345821514E+00
1.000000E+13 1.000E+17 330 1.500E-4 1.368062861E+00 1.368570288E+00 1.342276133E+00 1.342462502E+00
1.000000E+10 1.000E+17 340 1.500E-4 1.228395364E+00 1.344686097E+00 1.215193774E+00 1.263490747E+00
1.468000E+10 1.000E+17 340 1.500E-4 1.255433602E+00 1.344755337E+00 1.208180194E+00 1.264677226E+00
2.154000E+10 1.000E+17 340 1.500E-4 1.277890969E+00 1.344856291E+00 1.224616519E+00 1.265043652E+00
3.162000E+10 1.000E+17 340 1.500E-4 1.295719565E+00 1.345003042E+00 1.237838690E+00 1.265982103E+00
4.642000E+10 1.000E+17 340 1.500E-4 1.309441900E+00 1.345215456E+00 1.250628895E+00 1.269622933E+00
6.813000E+10 1.000E+17 340 1.500E-4 1.319826940E+00 1.345520964E+00 1.260350998E+00 1.273721081E+00
1.000000E+11 1.000E+17 340 1.500E-4 1.327663166E+00 1.345956512E+00 1.269790238E+00 1.278323167E+00
1.468000E+11 1.000E+17 340 1.500E-4 1.333647287E+00 1.346569813E+00 1.278339532E+00 1.284259333E+00
2.154000E+11 1.000E+17 340 1.500E-4 1.338354227E+00 1.347418955E+00 1.287848454E+00 1.291764612E+00
3.162000E+11 1.000E+17 340 1.500E-4 1.342245377E+00 1.348568615E+00 1.297890572E+00 1.300283387E+00
4.642000E+11 1.000E+17 340 1.500E-4 1.345683625E+00 1.350081508E+00 1.309674044E+00 1.311326573E+00
6.813000E+11 1.000E+17 340 1.500E-4 1.348942502E+00 1.352005285E+00 1.317763308E+00 1.318491628E+00
1.000000E+12 1.000E+17 340 1.500E-4 1.352209766E+00 1.354358682E+00 1.327179650E+00 1.327584495E+00
1.468000E+12 1.000E+17 340 1.500E-4 1.355593470E+00 1.357124099E+00 1.332634686E+00 1.332843645E+00
2.154000E+12 1.000E+17 340 1.500E-4 1.359082958E+00 1.360199545E+00 1.341255990E+00 1.341496578E+00
3.162000E+12 1.000E+17 340 1.500E-4 1.362938124E+00 1.363770907E+00 1.344878116E+00 1.345130429E+00
4.642000E+12 1.000E+17 340 1.500E-4 1.366822281E+00 1.367465307E+00 1.348580203E+00 1.348684822E+00
6.813000E+12 1.000E+17 340 1.500E-4 1.370778164E+00 1.371290040E+00 1.352653779E+00 1.352879847E+00
1.000000E+13 1.000E+17 340 1.500E-4 1.374917951E+00 1.375332521E+00 1.356505426E+00 1.356627347E+00
1.000000E+10 3.162E+15 290 1.500E-4 1.222470063E+00 1.226936986E+00 1.226550028E+00 1.232583036E+00
1.468000E+10 3.162E+15 290 1.500E-4 1.223770904E+00 1.226969030E+00 1.228237323E+00 1.232608950E+00
2.154000E+10 3.162E+15 290 1.500E-4 1.224753915E+00 1.227015866E+00 1.229520008E+00 1.232637484E+00
3.162000E+10 3.162E+15 290 1.500E-4 1.225498479E+00 1.227084289E+00 1.230490713E+00 1.232691860E+00
4.642000E+10 3.162E+15 290 1.500E-4 1.226078605E+00 1.227184101E+00 1.231229044E+00 1.232770558E+00
6.813000E+10 3.162E+15 290 1.500E-4 1.226560873E+00 1.227329338E+00 1.231805030E+00 1.232879292E+00
1.000000E+11 3.162E+15 290 1.500E-4 1.227005821E+00 1.227539896E+00 1.232297067E+00 1.233044066E+00
1.468000E+11 3.162E+15 290 1.500E-4 1.227471433E+00 1.227843524E+00 1.232762418E+00 1.233282156E+00
2.154000E+11 3.162E+15 290 1.500E-4 1.228017461E+00 1.228278108E+00 1.233266301E+00 1.233629136E+00
3.162000E+11 3.162E+15 290 1.500E-4 1.228709629E+00 1.228893826E+00 1.233867054E+00 1.234122005E+00
4.642000E+11 3.162E+15 290 1.500E-4 1.229622569E+00 1.229754436E+00 1.234639905E+00 1.234820868E+00
6.813000E+11 3.162E+15 290 1.500E-4 1.230840443E+00 1.230936513E+00 1.235672368E+00 1.235802662E+00
1.000000E+12 3.162E+15 290 1.500E-4 1.232453622E+00 1.232525200E+00 1.237063166E+00 1.237158767E+00
1.468000E+12 3.162E+15 290 1.500E-4 1.234550315E+00 1.234605079E+00 1.238917978E+00 1.238989775E+00
2.154000E+12 3.162E+15 290 1.500E-4 1.237202568E+00 1.237245687E+00 1.241335685E+00 1.241391057E+00
3.162000E+12 3.162E+15 290 1.500E-4 1.240448648E+00 1.240483560E+00 1.244386998E+00 1.244430886E+00
4.642000E+12 3.162E+15 290 1.500E-4 1.244288431E+00 1.244317375E+00 1.248103922E+00 1.248139583E+00
6.813000E+12 3.162E+15 290 1.500E-4 1.248666698E+00 1.248691061E+00 1.252432636E+00 1.252462186E+00
1.000000E+13 3.162E+15 290 1.500E-4 1.253455467E+00 1.253476156E+00 1.257278675E+00 1.257303436E+00
1.000000E+10 3.162E+15 300 1.500E-4 1.222674342E+00 1.226490329E+00 1.230593408E+00 1.235974808E+00
1.468000E+10 3.162E+15 300 1.500E-4 1.223838274E+00 1.226532807E+00 1.232136401E+00 1.236001093E+00
2.154000E+10 3.162E+15 300 1.500E-4 1.224708248E+00 1.226594799E+00 1.233290604E+00 1.236036119E+00
3.162000E+10 3.162E+15 300 1.500E-4 1.225372373E+00 1.226685072E+00 1.234153636E+00 1.236084214E+00
4.642000E+10 3.162E+15 300 1.500E-4 1.225906297E+00 1.226816069E+00 1.234802981E+00 1.236150715E+00
6.813000E+10 3.162E+15 300 1.500E-4 1.226375900E+00 1.227005219E+00 1.235307195E+00 1.236243753E+00
1.000000E+11 3.162E+15 300 1.500E-4 1.226841016E+00 1.227276376E+00 1.235725752E+00 1.236375199E+00
1.468000E+11 3.162E+15 300 1.500E-4 1.227359362E+00 1.227661215E+00 1.236111718E+00 1.236562162E+00
2.154000E+11 3.162E+15 300 1.500E-4 1.227989648E+00 1.228199907E+00 1.236515693E+00 1.236828939E+00
3.162000E+11 3.162E+15 300 1.500E-4 1.228792735E+00 1.228940317E+00 1.236990270E+00 1.237209279E+00
4.642000E+11 3.162E+15 300 1.500E-4 1.229829897E+00 1.229934668E+00 1.237594379E+00 1.237748833E+00
6.813000E+11 3.162E+15 300 1.500E-4 1.231158135E+00 1.231233706E+00 1.238391830E+00 1.238502135E+00
1.000000E+12 3.162E+15 300 1.500E-4 1.232824534E+00 1.232880216E+00 1.239469690E+00 1.239550295E+00
1.468000E+12 3.162E+15 300 1.500E-4 1.234846159E+00 1.234888274E+00 1.240912184E+00 1.240971719E+00
2.154000E+12 3.162E+15 300 1.500E-4 1.237276803E+00 1.237309631E+00 1.242789217E+00 1.242834666E+00
3.162000E+12 3.162E+15 300 1.500E-4 1.240121217E+00 1.240147616E+00 1.245196220E+00 1.245231963E+00
4.642000E+12 3.162E+15 300 1.500E-4 1.243409812E+00 1.243431569E+00 1.248153393E+00 1.248182341E+00
6.813000E+12 3.162E+15 300 1.500E-4 1.247075890E+00 1.247094345E+00 1.251691703E+00 1.251715745E+00
1.000000E+13 3.162E+15 300 1.500E-4 1.251080928E+00 1.251096818E+00 1.255689622E+00 1.255709944E+00
1.000000E+10 3.162E+15 310 1.500E-4 1.210670414E+00 1.214397673E+00 1.234444076E+00 1.240038075E+00
1.468000E+10 3.162E+15 310 1.500E-4 1.211919985E+00 1.214507756E+00 1.236098367E+00 1.240067849E+00
2.154000E+10 3.162E+15 310 1.500E-4 1.212879197E+00 1.214668081E+00 1.237313188E+00 1.240104728E+00
3.162000E+10 3.162E+15 310 1.500E-4 1.213667874E+00 1.214900712E+00 1.238203397E+00 1.240151721E+00
4.642000E+10 3.162E+15 310 1.500E-4 1.214388424E+00 1.215236527E+00 1.238861176E+00 1.240213424E+00
6.813000E+10 3.162E+15 310 1.500E-4 1.215134537E+00 1.215717607E+00 1.239361624E+00 1.240296745E+00
1.000000E+11 3.162E+15 310 1.500E-4 1.215998239E+00 1.216399378E+00 1.239766357E+00 1.240411821E+00
1.468000E+11 3.162E+15 310 1.500E-4 1.217074218E+00 1.217350785E+00 1.240127844E+00 1.240573315E+00
2.154000E+11 3.162E+15 310 1.500E-4 1.218458768E+00 1.218650185E+00 1.240494018E+00 1.240801968E+00
3.162000E+11 3.162E+15 310 1.500E-4 1.220240283E+00 1.220373617E+00 1.240912769E+00 1.241126438E+00
4.642000E+11 3.162E+15 310 1.500E-4 1.222479103E+00 1.222572873E+00 1.241435846E+00 1.241585030E+00
6.813000E+11 3.162E+15 310 1.500E-4 1.225152576E+00 1.225219419E+00 1.242121607E+00 1.242226746E+00
1.000000E+12 3.162E+15 310 1.500E-4 1.228239298E+00 1.228287827E+00 1.243023753E+00 1.243098859E+00
1.468000E+12 3.162E+15 310 1.500E-4 1.231601045E+00 1.231637093E+00 1.244219359E+00 1.244273993E+00
2.154000E+12 3.162E+15 310 1.500E-4 1.235067863E+00 1.235095366E+00 1.245795434E+00 1.245836107E+00
3.162000E+12 3.162E+15 310 1.500E-4 1.238570464E+00 1.238591998E+00 1.247788746E+00 1.247819979E+00
4.642000E+12 3.162E+15 310 1.500E-4 1.242191246E+00 1.242208115E+00 1.250217876E+00 1.250242528E+00
6.813000E+12 3.162E+15 310 1.500E-4 1.245796522E+00 1.245810963E+00 1.253135981E+00 1.253156146E+00
1.000000E+13 3.162E+15 310 1.500E-4 1.249471198E+00 1.249483421E+00 1.256448846E+00 1.256465678E+00
1.000000E+10 3.162E+15 320 1.500E-4 1.149448922E+00 1.156085472E+00 1.234398389E+00 1.240781447E+00
1.468000E+10 3.162E+15 320 1.500E-4 1.151895309E+00 1.156445025E+00 1.236343132E+00 1.240812282E+00
2.154000E+10 3.162E+15 320 1.500E-4 1.153853158E+00 1.156968523E+00 1.237747781E+00 1.240857612E+00
3.162000E+10 3.162E+15 320 1.500E-4 1.155595327E+00 1.157727862E+00 1.238750368E+00 1.240922655E+00
4.642000E+10 3.162E+15 320 1.500E-4 1.157362889E+00 1.158823313E+00 1.239505552E+00 1.240990780E+00
6.813000E+10 3.162E+15 320 1.500E-4 1.159389764E+00 1.160391161E+00 1.240066125E+00 1.241087981E+00
1.000000E+11 3.162E+15 320 1.500E-4 1.161921327E+00 1.162609494E+00 1.240522031E+00 1.241224307E+00
1.468000E+11 3.162E+15 320 1.500E-4 1.165222346E+00 1.165696844E+00 1.240936223E+00 1.241418833E+00
2.154000E+11 3.162E+15 320 1.500E-4 1.169565446E+00 1.169894254E+00 1.241370731E+00 1.241702775E+00
3.162000E+11 3.162E+15 320 1.500E-4 1.175187628E+00 1.175417066E+00 1.241869398E+00 1.242098415E+00
4.642000E+11 3.162E+15 320 1.500E-4 1.182204753E+00 1.182366359E+00 1.242493114E+00 1.242651764E+00
6.813000E+11 3.162E+15 320 1.500E-4 1.190461717E+00 1.190576891E+00 1.243295097E+00 1.243405710E+00
1.000000E+12 3.162E+15 320 1.500E-4 1.199574583E+00 1.199657782E+00 1.244311549E+00 1.244389080E+00
1.468000E+12 3.162E+15 320 1.500E-4 1.208835938E+00 1.208887136E+00 1.245646086E+00 1.245701657E+00
2.154000E+12 3.162E+15 320 1.500E-4 1.217426352E+00 1.217464780E+00 1.247282300E+00 1.247322686E+00
3.162000E+12 3.162E+15 320 1.500E-4 1.224928710E+00 1.224957936E+00 1.249212459E+00 1.249242509E+00
4.642000E+12 3.162E+15 320 1.500E-4 1.231349330E+00 1.231364859E+00 1.251443845E+00 1.251466663E+00
6.813000E+12 3.162E+15 320 1.500E-4 1.236761881E+00 1.236776261E+00 1.253974325E+00 1.253992497E+00
1.000000E+13 3.162E+15 320 1.500E-4 1.241527853E+00 1.241538694E+00 1.256868555E+00 1.256883952E+00
1.000000E+10 3.162E+15 330 1.500E-4 1.009675135E+00 1.011738568E+00 1.218942886E+00 1.225924467E+00
1.468000E+10 3.162E+15 330 1.500E-4 1.010241991E+00 1.011741457E+00 1.221156262E+00 1.225997934E+00
2.154000E+10 3.162E+15 330 1.500E-4 1.010674612E+00 1.011745789E+00 1.222688656E+00 1.226093874E+00
3.162000E+10 3.162E+15 330 1.500E-4 1.010996494E+00 1.011752338E+00 1.223885206E+00 1.226244875E+00
4.642000E+10 3.162E+15 330 1.500E-4 1.011233415E+00 1.011762355E+00 1.224806113E+00 1.226424501E+00
6.813000E+10 3.162E+15 330 1.500E-4 1.011409546E+00 1.011777901E+00 1.225572119E+00 1.226680494E+00
1.000000E+11 3.162E+15 330 1.500E-4 1.011546411E+00 1.011802462E+00 1.226287647E+00 1.227046551E+00
1.468000E+11 3.162E+15 330 1.500E-4 1.011663851E+00 1.011842033E+00 1.227045857E+00 1.227567391E+00
2.154000E+11 3.162E+15 330 1.500E-4 1.015783433E+00 1.015689503E+00 1.227940440E+00 1.228299575E+00
3.162000E+11 3.162E+15 330 1.500E-4 1.030040531E+00 1.029985591E+00 1.229074925E+00 1.229323147E+00
4.642000E+11 3.162E+15 330 1.500E-4 1.048505172E+00 1.048477457E+00 1.230494189E+00 1.230666657E+00
6.813000E+11 3.162E+15 330 1.500E-4 1.071083597E+00 1.071074830E+00 1.232276732E+00 1.232395995E+00
1.000000E+12 3.162E+15 330 1.500E-4 1.096761001E+00 1.096765000E+00 1.234497908E+00 1.234583379E+00
1.468000E+12 3.162E+15 330 1.500E-4 1.123272661E+00 1.123284548E+00 1.237035639E+00 1.237096938E+00
2.154000E+12 3.162E+15 330 1.500E-4 1.147956867E+00 1.147972685E+00 1.239890133E+00 1.239934823E+00
3.162000E+12 3.162E+15 330 1.500E-4 1.168744333E+00 1.168761070E+00 1.242827510E+00 1.242860709E+00
4.642000E+12 3.162E+15 330 1.500E-4 1.185201493E+00 1.185213399E+00 1.245744298E+00 1.245769178E+00
6.813000E+12 3.162E+15 330 1.500E-4 1.197622121E+00 1.197632650E+00 1.248628282E+00 1.248647634E+00
1.000000E+13 3.162E+15 330 1.500E-4 1.207389140E+00 1.207398556E+00 1.251567209E+00 1.251582844E+00
1.000000E+10 3.162E+15 340 1.500E-4 1.011204118E+00 1.013742448E+00 1.141397366E+00 1.145129694E+00
1.468000E+10 3.162E+15 340 1.500E-4 1.011881813E+00 1.013728380E+00 1.142821481E+00 1.145353641E+00
2.154000E+10 3.162E+15 340 1.500E-4 1.012389066E+00 1.013707958E+00 1.143953956E+00 1.145670689E+00
3.162000E+10 3.162E+15 340 1.500E-4 1.012749395E+00 1.013678468E+00 1.144999202E+00 1.146126073E+00
4.642000E+10 3.162E+15 340 1.500E-4 1.012988331E+00 1.013636211E+00 1.146010984E+00 1.146782387E+00
6.813000E+10 3.162E+15 340 1.500E-4 1.013127814E+00 1.013576349E+00 1.147197478E+00 1.147729479E+00
1.000000E+11 3.162E+15 340 1.500E-4 1.013184004E+00 1.013492976E+00 1.148695678E+00 1.149065597E+00
1.468000E+11 3.162E+15 340 1.500E-4 1.013167637E+00 1.013379789E+00 1.150764183E+00 1.151025144E+00
2.154000E+11 3.162E+15 340 1.500E-4 1.013086543E+00 1.013232000E+00 1.153547023E+00 1.153733686E+00
3.162000E+11 3.162E+15 340 1.500E-4 1.012950702E+00 1.013050501E+00 1.157390809E+00 1.157527273E+00
4.642000E+11 3.162E+15 340 1.500E-4 1.012780552E+00 1.012849303E+00 1.162429473E+00 1.162531629E+00
6.813000E+11 3.162E+15 340 1.500E-4 1.012618935E+00 1.012666761E+00 1.168943214E+00 1.169021946E+00
1.000000E+12 3.162E+15 340 1.500E-4 1.012540716E+00 1.012574611E+00 1.176799491E+00 1.176861997E+00
1.468000E+12 3.162E+15 340 1.500E-4 1.012659174E+00 1.012683955E+00 1.185751899E+00 1.185802886E+00
2.154000E+12 3.162E+15 340 1.500E-4 1.013109093E+00 1.013128027E+00 1.195023099E+00 1.195065535E+00
3.162000E+12 3.162E+15 340 1.500E-4 1.014016518E+00 1.014031783E+00 1.203840143E+00 1.203876452E+00
4.642000E+12 3.162E+15 340 1.500E-4 1.051221738E+00 1.051220144E+00 1.211469198E+00 1.211499703E+00
6.813000E+12 3.162E+15 340 1.500E-4 1.080028993E+00 1.080034207E+00 1.217646081E+00 1.217671889E+00
1.000000E+13 3.162E+15 340 1.500E-4 1.102339123E+00 1.102347293E+00 1.222450117E+00 1.222471762E+00
1.000000E+10 1.000E+17 290 1.800E-4 1.258139806E+00 1.313807526E+00 1.245211153E+00 1.260017204E+00
1.468000E+10 1.000E+17 290 1.800E-4 1.264754400E+00 1.313942272E+00 1.249788795E+00 1.260734260E+00
2.154000E+10 1.000E+17 290 1.800E-4 1.271013974E+00 1.314138536E+00 1.253783417E+00 1.261758419E+00
3.162000E+10 1.000E+17 290 1.800E-4 1.277190715E+00 1.314423766E+00 1.257281837E+00 1.263047956E+00
