fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc FF Pm Vm Im rmsre 
0L11 52032 319.6 36.277 1.000000000E+00 8.403012846E-01 1.070387428E-09 7.041157313E+02 1.244303177E+00 2.645189868E-08 1.430573165E-04 1.028449318E-01 1.321920792E-04 -1.487059982E-01 -2.021700482E-06 5.251688123E-02 6.928222516E-05 1.123539988E-01 
0L12 52120 319.69 36.267 1.000000000E+00 9.358816763E-01 1.925675216E-09 7.295072147E+02 1.511419769E+00 1.038185208E-07 1.392110284E-04 1.034569279E-01 1.328188119E-04 -1.102297254E-01 -1.514669549E-06 5.292680140E-02 6.946451156E-05 1.132357684E-01 
0L13 52208 319.79 36.256 1.000000000E+00 8.555128007E-01 1.270343202E-09 7.070153841E+02 1.272686064E+00 3.141475777E-08 1.444980947E-04 1.041143581E-01 1.338800000E-04 -9.070857437E-02 -1.264371422E-06 5.321977730E-02 6.992843977E-05 9.154411364E-02 
0L14 52296 319.87 36.247 1.000000000E+00 1.016361824E+00 2.544172446E-09 2.695785988E+17 8.162735849E+00 1.975695691E-04 1.354787129E-04 1.046417677E-01 1.344787129E-04 -6.781327783E-02 -9.542745646E-07 5.335918002E-02 7.020783728E-05 4.771841575E-01 
0L15 52388 319.91 36.242 1.000000000E+00 8.323102828E-01 1.067443995E-09 7.057739790E+02 1.240341011E+00 2.706333497E-08 1.456989869E-04 1.049307076E-01 1.347310345E-04 -5.367676510E-02 -7.588511215E-07 5.349814749E-02 7.056694188E-05 8.750963671E-02 
0L16 52474 319.94 36.239 1.000000000E+00 8.439739139E-01 1.255232810E-09 6.989873358E+02 1.268335525E+00 3.105588134E-08 1.469644203E-04 1.052949205E-01 1.355787129E-04 -2.847128498E-02 -4.064489408E-07 5.378147612E-02 7.053739410E-05 1.018949283E-01 
0L17 52562 319.96 36.236 1.000000000E+00 9.613257377E-01 2.215147524E-09 7.526837271E+02 1.743832990E+00 2.796853256E-07 1.407877979E-04 1.056600164E-01 1.358758621E-04 -1.294491073E-02 -1.858454985E-07 5.396341829E-02 7.072743284E-05 4.556812810E-02 
0L18 52654 319.94 36.239 1.000000000E+00 1.022621898E+00 2.560086058E-09 2.681273230E+17 8.258133355E+00 2.012008781E-04 1.372896552E-04 1.058881552E-01 1.362896552E-04 -6.948247259E-05 -1.002733535E-09 5.410638933E-02 7.091026494E-05 4.178551220E-01 
0L19 52742 319.95 36.238 1.000000000E+00 8.317276168E-01 1.130127711E-09 7.077574206E+02 1.252610196E+00 2.908965494E-08 1.472961444E-04 1.062214104E-01 1.368787129E-04 9.114216217E-03 1.325156903E-07 5.419601526E-02 7.126304764E-05 7.670172982E-02 
0L20 52836 319.95 36.238 1.000000000E+00 8.480282479E-01 1.297899034E-09 7.044830658E+02 1.276839095E+00 3.239921456E-08 1.483719268E-04 1.067076393E-01 1.390973684E-04 3.651043509E-02 5.419153268E-07 5.453045988E-02 7.138542729E-05 8.230350968E-02 
0L21 52920 319.98 36.234 1.000000000E+00 9.173429693E-01 1.951865109E-09 7.297705500E+02 1.507569953E+00 1.045401223E-07 1.444348355E-04 1.072075844E-01 1.382758621E-04 6.667340441E-02 9.883812918E-07 5.488865614E-02 7.157714341E-05 8.174478990E-02 
0L22 53006 319.96 36.236 1.000000000E+00 8.530536593E-01 1.285693989E-09 7.044348097E+02 1.276120994E+00 3.250395396E-08 1.495569123E-04 1.076845665E-01 1.388787129E-04 8.132168743E-02 1.216173479E-06 5.498020372E-02 7.185117821E-05 8.505921400E-02 
0L23 53100 319.99 36.233 1.000000000E+00 8.642467779E-01 1.560351361E-09 7.106910794E+02 1.348419582E+00 4.825696252E-08 1.496030440E-04 1.079781458E-01 1.404970681E-04 9.522635913E-02 1.444642232E-06 5.534439554E-02 7.198526858E-05 6.822949505E-02 
0L24 53186 319.96 36.236 1.000000000E+00 8.663249010E-01 1.415701186E-09 7.052147266E+02 1.302397641E+00 3.719322377E-08 1.503016517E-04 1.081840492E-01 1.394758621E-04 1.038137824E-01 1.566452758E-06 5.535338888E-02 7.207771546E-05 8.221412223E-02 
0L25 53274 319.98 36.234 1.000000000E+00 8.481095667E-01 1.331520934E-09 7.038334150E+02 1.285624417E+00 3.381384834E-08 1.509354348E-04 1.084104424E-01 1.405086294E-04 1.107212247E-01 1.686572423E-06 5.554524679E-02 7.226760963E-05 8.126208383E-02 
0L26 53366 319.96 36.236 1.000000000E+00 8.151311833E-01 1.059204101E-09 7.021337668E+02 1.246043407E+00 2.796157817E-08 1.514971190E-04 1.087413469E-01 1.404945813E-04 1.281183444E-01 1.957336976E-06 5.566846037E-02 7.243989400E-05 8.726464332E-02 
0L27 53456 319.96 36.236 1.000000000E+00 9.682550471E-01 2.214241181E-09 7.465879312E+02 1.744629404E+00 2.698694177E-07 1.462514836E-04 1.092306358E-01 1.428617021E-04 1.318839257E-01 2.058032117E-06 5.573185573E-02 7.294386577E-05 5.176067570E-02 
0L28 53540 319.97 36.235 1.000000000E+00 8.453979058E-01 1.391892253E-09 7.019236205E+02 1.305481532E+00 3.786056254E-08 1.528292307E-04 1.096828056E-01 1.417787129E-04 1.549327007E-01 2.409309935E-06 5.603234758E-02 7.315462360E-05 9.331309416E-02 
0L29 53636 319.97 36.235 1.000000000E+00 7.969886628E-01 8.002610458E-10 6.998095735E+02 1.212682188E+00 2.341153019E-08 1.535165479E-04 1.099568199E-01 1.420758621E-04 1.711165768E-01 2.673219094E-06 5.626940279E-02 7.326349878E-05 9.534198815E-02 
0L30 53720 319.98 36.234 1.000000000E+00 8.503718301E-01 1.370965316E-09 7.080089078E+02 1.299947465E+00 3.686144862E-08 1.527487790E-04 1.101306602E-01 1.424653465E-04 1.766627470E-01 2.771803641E-06 5.635595407E-02 7.327169898E-05 8.091472598E-02 
0L31 53810 319.96 36.236 1.000000000E+00 8.116428966E-01 9.944731583E-10 7.017504966E+02 1.237455291E+00 2.665158375E-08 1.538702607E-04 1.103417799E-01 1.431888889E-04 1.614360053E-01 2.550643176E-06 5.620998526E-02 7.395511768E-05 9.118712432E-02 
0L32 53896 319.99 36.233 1.000000000E+00 8.403613899E-01 1.204615999E-09 7.019856649E+02 1.264686286E+00 3.021477645E-08 1.543616784E-04 1.106634315E-01 1.431758621E-04 1.878268114E-01 2.975990398E-06 5.660853624E-02 7.382827087E-05 9.321594756E-02 
0L33 53986 319.98 36.234 1.000000000E+00 8.272911656E-01 1.134264112E-09 6.976669438E+02 1.255149700E+00 2.870660194E-08 1.553542560E-04 1.111222788E-01 1.438620690E-04 2.051226613E-01 3.279148489E-06 5.679140081E-02 7.401838178E-05 1.113552466E-01 
0L34 54080 319.99 36.233 1.000000000E+00 8.182065947E-01 1.090685651E-09 6.974595569E+02 1.252212130E+00 2.863271566E-08 1.557636351E-04 1.112093025E-01 1.440787129E-04 2.137469327E-01 3.424844268E-06 5.701869402E-02 7.405192170E-05 1.092172505E-01 
0L35 54166 319.99 36.233 1.000000000E+00 8.578092462E-01 1.443715428E-09 7.058020569E+02 1.317946581E+00 4.036136579E-08 1.554556309E-04 1.116684074E-01 1.445758621E-04 2.158433086E-01 3.484694441E-06 5.704298372E-02 7.466491102E-05 9.307550344E-02 
0L36 54254 319.99 36.233 1.000000000E+00 9.565410156E-01 2.154932139E-09 7.458790261E+02 1.722709540E+00 2.524094666E-07 1.501571655E-04 1.117273520E-01 1.448758621E-04 2.348736423E-01 3.801804859E-06 5.728134565E-02 7.438599075E-05 5.526137426E-02 
0L37 54342 320 36.232 1.000000000E+00 8.242210039E-01 1.215715592E-09 7.095952417E+02 1.283732769E+00 3.516478580E-08 1.553145927E-04 1.120749908E-01 1.454024876E-04 2.299209698E-01 3.746788092E-06 5.720570121E-02 7.470509222E-05 9.120854945E-02 
0L38 54434 319.98 36.234 1.000000000E+00 8.414519529E-01 1.281859623E-09 7.034407314E+02 1.280535509E+00 3.262715113E-08 1.562353176E-04 1.121453339E-01 1.457934673E-04 -3.394483564E+07 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 1.211806680E-01 
0L39 54522 319.99 36.233 1.000000000E+00 8.251218378E-01 1.117548367E-09 7.029520732E+02 1.256317587E+00 2.927152162E-08 1.568946446E-04 1.126612083E-01 1.457172414E-04 2.497958980E-01 4.100819445E-06 5.755076151E-02 7.500136629E-05 1.171051786E-01 
0L40 54610 319.99 36.233 1.000000000E+00 8.317867255E-01 1.201389311E-09 7.045211616E+02 1.271445251E+00 3.177233017E-08 1.575236552E-04 1.129201195E-01 1.464787129E-04 2.569084252E-01 4.249366513E-06 5.787075529E-02 7.533691373E-05 1.067918469E-01 
0L41 54700 319.97 36.235 1.000000000E+00 8.620340609E-01 1.547829002E-09 7.077301877E+02 1.354398481E+00 4.898194375E-08 1.573741776E-04 1.131454338E-01 1.469758621E-04 2.669122142E-01 4.438656081E-06 5.788328447E-02 7.547280159E-05 1.141756070E-01 
0L42 54788 319.99 36.233 1.000000000E+00 8.157354939E-01 1.189696612E-09 7.049755841E+02 1.277021251E+00 3.333404131E-08 1.578203721E-04 1.134528908E-01 1.472787129E-04 2.796477638E-01 4.672689219E-06 5.806099901E-02 7.536218605E-05 1.294001619E-01 
0L43 54876 319.99 36.233 1.000000000E+00 8.580389736E-01 1.280060370E-09 7.024639222E+02 1.274870687E+00 3.127716918E-08 1.585366551E-04 1.135604622E-01 1.474620690E-04 2.720594603E-01 4.555869826E-06 5.808551931E-02 7.577756942E-05 1.309965775E-01 
0L44 54966 319.99 36.233 1.000000000E+00 8.210144926E-01 1.104629075E-09 7.031596938E+02 1.256359598E+00 2.928990447E-08 1.585732483E-04 1.137292168E-01 1.474758621E-04 2.810416657E-01 4.713719144E-06 5.827484064E-02 7.561300150E-05 1.333043977E-01 
0L45 55054 319.98 36.234 1.000000000E+00 8.175492024E-01 1.071696210E-09 7.033231582E+02 1.252490109E+00 2.883569788E-08 1.589130613E-04 1.138706423E-01 1.478620690E-04 2.790721552E-01 4.698779393E-06 5.823010454E-02 7.603756343E-05 1.338845822E-01 
0L46 55144 319.98 36.234 1.000000000E+00 8.762085245E-01 1.743002650E-09 7.279533281E+02 1.457231570E+00 8.572142235E-08 1.545719503E-04 1.142083273E-01 1.484787129E-04 2.961876492E-01 5.022603671E-06 5.861716437E-02 7.595055092E-05 1.395000859E-01 
0L47 55232 319.97 36.235 1.000000000E+00 7.595042717E-01 4.939523917E-10 7.000468705E+02 1.192655916E+00 2.167463836E-08 1.601257213E-04 1.146662754E-01 1.487758621E-04 3.101977492E-01 5.291841449E-06 5.885915790E-02 7.594179582E-05 1.782223683E-01 
0L48 55322 319.98 36.234 1.000000000E+00 7.971163058E-01 9.474904812E-10 7.014049908E+02 1.236155350E+00 2.643293535E-08 1.602589568E-04 1.147750328E-01 1.490758621E-04 3.125185002E-01 5.347249967E-06 5.892205362E-02 7.613213544E-05 1.806552161E-01 
0L49 55412 319.99 36.233 1.000000000E+00 8.647772401E-01 1.678192274E-09 7.239836884E+02 1.429056126E+00 7.457610219E-08 1.566843244E-04 1.149135508E-01 1.487724138E-04 3.122933066E-01 5.338955852E-06 5.888531160E-02 7.650925818E-05 1.529873919E-01 
0L50 55502 319.97 36.235 1.000000000E+00 7.599807278E-01 7.913752396E-10 7.085623967E+02 1.228811689E+00 2.654355576E-08 1.599119477E-04 1.152088631E-01 1.495758621E-04 3.100747235E-01 5.343351823E-06 5.887647200E-02 7.666552418E-05 1.647814801E-01 
0L51 55590 320 36.232 1.000000000E+00 9.316771227E-01 2.094199355E-09 7.514534158E+02 1.723891709E+00 2.619197428E-07 1.543006528E-04 1.151697182E-01 1.496620690E-04 3.145405369E-01 5.421590012E-06 5.898662119E-02 7.659913567E-05 8.114867713E-02 
0L52 55678 319.99 36.233 1.000000000E+00 8.472801877E-01 1.453414605E-09 7.084603266E+02 1.337686125E+00 4.555355996E-08 1.604661293E-04 1.152618782E-01 1.497594059E-04 3.080151336E-01 5.316818755E-06 5.900358768E-02 7.699066660E-05 1.643059140E-01 
0L53 55766 319.98 36.234 1.000000000E+00 9.468616286E-01 2.134956976E-09 7.588476641E+02 1.786989980E+00 3.317883788E-07 1.546098800E-04 1.155311348E-01 1.503787129E-04 3.217607131E-01 5.590085085E-06 5.927885175E-02 7.686773212E-05 4.737129494E-02 
0L54 55856 319.98 36.234 1.000000000E+00 7.947053178E-01 1.083459376E-09 7.026907672E+02 1.263099622E+00 3.074342892E-08 1.618347922E-04 1.158983681E-01 1.512888889E-04 3.200716734E-01 5.612180036E-06 5.927709837E-02 7.731251763E-05 2.495698823E-01 
0L55 55948 319.99 36.233 1.000000000E+00 7.679673050E-01 4.649963395E-10 6.981186479E+02 1.182333927E+00 1.978927065E-08 1.627301170E-04 1.160642313E-01 1.529918919E-04 3.158996726E-01 5.609394577E-06 5.934547772E-02 7.761475730E-05 2.849531789E-01 
0L56 56036 320 36.232 1.000000000E+00 8.156933228E-01 1.252495151E-09 7.037453700E+02 1.288726669E+00 3.471152810E-08 1.621176599E-04 1.162093496E-01 1.528148148E-04 3.350366510E-01 5.949751800E-06 5.967567992E-02 7.714233698E-05 2.931406460E-01 
0L57 56122 319.99 36.233 1.000000000E+00 8.341719977E-01 1.410318810E-09 7.084714940E+02 1.326977061E+00 4.266169838E-08 1.619352220E-04 1.164135395E-01 1.517934673E-04 3.289922272E-01 5.813560719E-06 5.952829695E-02 7.768034822E-05 2.744814334E-01 
0L58 56214 320 36.232 1.000000000E+00 9.354138890E-01 2.079443377E-09 7.489032819E+02 1.712097389E+00 2.497930950E-07 1.561591210E-04 1.164029366E-01 1.512598039E-04 3.366493763E-01 5.927414304E-06 5.963206625E-02 7.736160773E-05 1.614130986E-01 
0L59 56300 319.98 36.234 1.000000000E+00 8.381139223E-01 1.368426344E-09 7.046492325E+02 1.311234546E+00 3.866718113E-08 1.623133628E-04 1.165098915E-01 1.516653465E-04 3.351674594E-01 5.922580973E-06 5.961215792E-02 7.750540682E-05 3.272931092E-01 
0L60 56390 320 36.232 1.000000000E+00 1.008970973E+00 2.442062372E-09 8.431843048E+02 2.888135868E+00 3.970244435E-06 1.528054455E-04 1.165776249E-01 1.518054455E-04 3.385452310E-01 5.991274999E-06 5.970508909E-02 7.761858172E-05 1.107755366E-01 
0L61 56478 319.97 36.235 1.000000000E+00 8.348106873E-01 1.368343309E-09 7.093741197E+02 1.317266063E+00 4.063075188E-08 1.624443720E-04 1.168638908E-01 1.521758621E-04 3.436410450E-01 6.111265380E-06 5.987242670E-02 7.779969326E-05 3.575831789E-01 
0L62 56568 320.03 36.228 1.000000000E+00 8.160188455E-01 1.252585075E-09 7.041193324E+02 1.290047840E+00 3.498370188E-08 1.633549575E-04 1.171075850E-01 1.539894737E-04 3.493387290E-01 6.299742459E-06 6.017668605E-02 7.770657026E-05 5.155366373E-01 
0L63 56660 319.98 36.234 1.000000000E+00 8.333606586E-01 1.386675375E-09 7.057596295E+02 1.322626830E+00 4.161330304E-08 1.635164416E-04 1.172562716E-01 1.525758621E-04 3.450483607E-01 6.173079662E-06 6.002381654E-02 7.823002836E-05 5.562934529E-01 
0L64 56748 320 36.232 1.000000000E+00 7.919298915E-01 9.586419592E-10 7.018454464E+02 1.240959594E+00 2.713682558E-08 1.640930242E-04 1.173773979E-01 1.527758621E-04 3.524052919E-01 6.319484340E-06 6.027036276E-02 7.804835399E-05 7.083061134E-01 
0L65 56834 319.99 36.233 1.000000000E+00 8.092655275E-01 1.066779359E-09 7.023475135E+02 1.253858187E+00 2.870808338E-08 1.639043085E-04 1.173836416E-01 1.529787129E-04 3.526327157E-01 6.332295641E-06 6.018604059E-02 7.802065597E-05 7.146574493E-01 
0L66 56924 319.99 36.233 1.000000000E+00 7.946680509E-01 1.065483729E-09 7.037268359E+02 1.266701018E+00 3.204605036E-08 1.637462842E-04 1.173487444E-01 1.528620690E-04 3.542031213E-01 6.353756463E-06 6.024176855E-02 7.794233527E-05 6.742515707E-01 
0L67 57014 320 36.232 1.000000000E+00 8.245065532E-01 1.404687338E-09 7.062785469E+02 1.333250167E+00 4.451926868E-08 1.639660269E-04 1.181391823E-01 1.528589109E-04 3.529950259E-01 6.374605413E-06 6.033646765E-02 7.829860606E-05 1.036473020E+01 
0L68 57104 320 36.232 1.000000000E+00 8.280529125E-01 1.313380235E-09 7.069080338E+02 1.304794217E+00 3.790345194E-08 1.641808557E-04 1.176840843E-01 1.551736842E-04 3.549405673E-01 6.481737564E-06 6.051433592E-02 7.835654395E-05 1.137699886E+00 
0L69 57192 319.98 36.234 1.000000000E+00 9.351958308E-01 2.093972895E-09 7.543735814E+02 1.761050774E+00 3.019251016E-07 1.585779104E-04 1.181870432E-01 1.540653465E-04 3.576514307E-01 6.512306006E-06 6.044085431E-02 7.866749510E-05 1.505740409E+01 
0L70 57282 319.99 36.233 1.000000000E+00 9.901037484E-01 2.428386507E-09 1.356792170E+17 7.987735175E+00 1.905495578E-04 1.548188119E-04 1.181891989E-01 1.538188119E-04 3.582279667E-01 6.512484900E-06 6.043623991E-02 7.871398093E-05 2.544909625E+02 
0L71 57368 319.98 36.234 1.000000000E+00 8.096048309E-01 1.239146406E-09 7.046788396E+02 1.296240136E+00 3.674111959E-08 1.646877841E-04 1.182877413E-01 1.539787129E-04 3.578047392E-01 6.516981866E-06 6.044838476E-02 7.867177191E-05 4.869650157E+01 
0L72 57460 319.99 36.233 1.000000000E+00 8.066494853E-01 1.199234334E-09 7.039475848E+02 1.285415196E+00 3.432989807E-08 1.647058183E-04 1.181840096E-01 1.537034483E-04 3.574095668E-01 6.492448358E-06 6.041354966E-02 7.865554116E-05 3.701249401E+01 
0L73 57552 319.99 36.233 1.000000000E+00 9.926080698E-01 2.429739149E-09 2.683252782E+17 8.103061076E+00 1.958622353E-04 1.552386139E-04 1.181909645E-01 1.542386139E-04 3.592371897E-01 6.548754058E-06 6.059981108E-02 7.865174193E-05 2.905043336E+02 
0L74 57638 320 36.232 1.000000000E+00 9.938417717E-01 2.434215393E-09 4.655525799E+19 8.163469131E+00 1.979574343E-04 1.553758621E-04 1.182182426E-01 1.543758621E-04 3.644337793E-01 6.650932188E-06 6.076399717E-02 7.883835121E-05 1.438009494E+02 
0L75 57726 319.99 36.233 1.000000000E+00 9.843636345E-01 2.410904811E-09 1.091288642E+03 4.672465538E+00 2.777419527E-05 1.554882353E-04 1.185693789E-01 1.544882353E-04 3.608738182E-01 6.610332905E-06 6.065192633E-02 7.922148855E-05 1.824232994E+00 
0L76 57814 319.99 36.233 1.000000000E+00 7.772857800E-01 9.518181283E-10 7.023459635E+02 1.248484496E+00 2.877487521E-08 1.659381308E-04 1.187476234E-01 1.551825871E-04 3.654873737E-01 6.735041756E-06 6.078836374E-02 7.917503183E-05 1.051449382E+00 
0L77 57902 319.99 36.233 1.000000000E+00 8.241565983E-01 1.451354302E-09 7.131380306E+02 1.356102429E+00 5.099041712E-08 1.649766409E-04 1.188471809E-01 1.549594059E-04 3.642520646E-01 6.708243979E-06 6.081095195E-02 7.939773232E-05 6.458736217E-01 
