fname time Tem kT_1 I01 n1 Rsh1 I02 n2 Rsh2 Rs Iph Voc Isc FF Pm Vm Im rmsre 
0L20 40316 316.01 36.689 1.400824756E-05 5.410257619E+00 3.000000000E+06 2.721438982E-04 5.540681986E+00 1.589484518E+03 0.000000000E+00 2.956004567E-04 4.546655033E-01 2.835393275E-04 3.718355858E-01 4.793538944E-05 2.623318409E-01 1.827278390E-04 1.938567522E-02 
0L21 40960 317 36.575 1.053494460E-05 4.943287018E+00 3.000000000E+06 6.109665592E-04 1.089886878E+01 6.127731143E+03 0.000000000E+00 2.964207953E-04 4.531154457E-01 2.835271952E-04 3.732021354E-01 4.794548413E-05 2.634329384E-01 1.820038143E-04 2.341265969E-02 
0L22 41594 318.03 36.456 1.450526012E-05 5.391267713E+00 3.000000000E+06 3.016541030E-04 5.635357539E+00 1.494861071E+03 0.000000000E+00 2.953122722E-04 4.523569218E-01 2.837613206E-04 3.729434115E-01 4.787153749E-05 2.628512765E-01 1.821254460E-04 1.365154960E-02 
0L23 42234 319.02 36.343 1.375742734E-05 5.267998517E+00 3.000000000E+06 3.617949679E-04 6.515897873E+00 1.647282663E+03 0.000000000E+00 2.951195203E-04 4.500273590E-01 2.835481138E-04 3.749623697E-01 4.784685151E-05 2.610174789E-01 1.833087349E-04 1.605871204E-02 
0L24 42868 320.03 36.228 1.996124687E-05 5.897770156E+00 3.000000000E+06 2.238726944E-04 3.347483246E+00 1.032732023E+03 0.000000000E+00 2.934554712E-04 4.485691437E-01 2.838765018E-04 3.748034895E-01 4.772681643E-05 2.610095200E-01 1.828541398E-04 5.711660481E-03 
0L25 43500 321.01 36.118 1.569392813E-05 5.409912657E+00 3.000000000E+06 3.600080703E-04 5.855414253E+00 1.396948441E+03 0.000000000E+00 2.950508404E-04 4.462680477E-01 2.840541582E-04 3.765904496E-01 4.773822271E-05 2.598093134E-01 1.837389995E-04 1.322297295E-02 
0L26 44136 322.04 36.002 1.276042117E-05 5.039190085E+00 3.000000000E+06 7.010057175E-04 1.026933887E+01 4.011057665E+03 0.000000000E+00 2.953686953E-04 4.447135040E-01 2.837329147E-04 3.757272734E-01 4.740921427E-05 2.601205723E-01 1.822596383E-04 2.759900718E-02 
0L27 44780 323.03 35.892 1.332386753E-05 5.068977789E+00 3.000000000E+06 7.224573960E-04 1.012366417E+01 3.846691846E+03 0.000000000E+00 2.952412762E-04 4.428048492E-01 2.838320793E-04 3.760917587E-01 4.726804755E-05 2.584828709E-01 1.828686811E-04 2.315637164E-02 
0L28 45414 324.02 35.782 1.886829738E-05 5.618895658E+00 3.000000000E+06 3.012320417E-04 4.165288522E+00 9.846794511E+02 0.000000000E+00 2.936154502E-04 4.409748211E-01 2.841625099E-04 3.776964805E-01 4.732858394E-05 2.587068707E-01 1.829383348E-04 1.019358186E-02 
0L29 46038 325.02 35.672 1.857033363E-05 5.551124013E+00 3.000000000E+06 3.326163408E-04 4.472836906E+00 9.957134076E+02 0.000000000E+00 2.936015845E-04 4.395070648E-01 2.841916887E-04 3.770129900E-01 4.709052662E-05 2.564365757E-01 1.836384632E-04 5.629551810E-03 
0L30 46664 326.02 35.563 7.805140739E-06 4.234971271E+00 3.000000000E+06 7.375017854E-04 1.500000000E+01 1.516541041E+03 0.000000000E+00 2.951634230E-04 4.386142326E-01 2.837187084E-04 3.772355212E-01 4.694434394E-05 2.565456753E-01 1.829822655E-04 3.471058930E-02 
0L31 47290 327.02 35.454 1.578116935E-05 5.186162157E+00 3.000000000E+06 6.717100354E-04 8.371378398E+00 1.923176389E+03 0.000000000E+00 2.946367588E-04 4.365772160E-01 2.842725850E-04 3.772264002E-01 4.681641185E-05 2.570514576E-01 1.821362774E-04 1.157801543E-02 
0L32 47924 328.03 35.345 2.154102688E-05 5.717939666E+00 3.000000000E+06 3.250566515E-04 3.635580796E+00 8.081840900E+02 0.000000000E+00 2.926825908E-04 4.349029404E-01 2.843251092E-04 3.779991165E-01 4.674103698E-05 2.555651297E-01 1.828947508E-04 5.180370253E-03 
0L33 48550 329.02 35.239 1.392167983E-05 4.905547398E+00 3.000000000E+06 1.230658496E-03 1.335898689E+01 9.999990888E+08 0.000000000E+00 2.945729696E-04 4.323876583E-01 2.839559476E-04 3.797019759E-01 4.661944683E-05 2.539097405E-01 1.836052203E-04 1.557687163E-02 
0L34 49166 330.03 35.131 1.440440521E-05 4.917461420E+00 3.000000000E+06 1.271933360E-03 1.332305937E+01 9.999961984E+08 0.000000000E+00 2.945653858E-04 4.314389256E-01 2.840662230E-04 3.777500821E-01 4.629600221E-05 2.546858273E-01 1.817828609E-04 1.575056176E-02 
0L35 49792 331.02 35.026 1.405877468E-05 4.846682116E+00 3.000000000E+06 1.361514199E-03 1.411378067E+01 9.999988415E+08 0.000000000E+00 2.942408817E-04 4.292555950E-01 2.838627312E-04 3.793030660E-01 4.621795174E-05 2.529067429E-01 1.827515758E-04 1.137293397E-02 
0L36 50424 332.03 34.919 1.450264313E-05 4.856138412E+00 3.000000000E+06 1.387522016E-03 1.387859937E+01 9.999960354E+08 0.000000000E+00 2.938745201E-04 4.273692734E-01 2.836693682E-04 3.792341703E-01 4.597515454E-05 2.526750479E-01 1.819568381E-04 1.141211722E-02 
0L37 51054 333.04 34.813 5.022541432E-06 3.610803981E+00 2.999999752E+06 3.483885281E-06 1.499999985E+01 4.389607694E+02 0.000000000E+00 2.946149742E-04 4.253179581E-01 2.830107987E-04 3.792224711E-01 4.564684767E-05 2.498305525E-01 1.827168681E-04 3.605102553E-02 
0L38 51680 334.02 34.711 1.377217628E-05 4.698315152E+00 3.000000000E+06 1.452726414E-03 1.500000000E+01 6.340919553E+03 0.000000000E+00 2.934223249E-04 4.236576027E-01 2.833453074E-04 3.795156724E-01 4.555759024E-05 2.486131680E-01 1.832470855E-04 1.795394308E-02 
0L39 53572 333.99 34.714 1.437774622E-05 4.711517891E+00 3.000000000E+06 1.539657050E-03 1.475003117E+01 9.999993415E+08 0.000000000E+00 2.960029285E-04 4.200119522E-01 2.858513463E-04 3.783198844E-01 4.542145682E-05 2.466980459E-01 1.841289461E-04 1.358327266E-02 
0L40 54190 335.02 34.607 1.313800983E-05 4.560445974E+00 3.000000000E+06 1.359222165E-03 1.500000000E+01 2.681191594E+03 0.000000000E+00 2.948561994E-04 4.202729546E-01 2.847492463E-04 3.781862058E-01 4.525845356E-05 2.467314515E-01 1.834261271E-04 1.464660038E-02 
0L41 54810 336.02 34.505 1.409437087E-05 4.635367908E+00 3.000000000E+06 1.515145680E-03 1.500000000E+01 4.525115176E+03 0.000000000E+00 2.942994061E-04 4.181995049E-01 2.844528127E-04 3.798093679E-01 4.518137244E-05 2.457619261E-01 1.838402631E-04 1.368132126E-02 
0L42 55432 336.99 34.405 8.343105815E-06 3.949524365E+00 3.000000000E+06 2.975274857E-04 1.500000000E+01 4.648878631E+02 0.000000000E+00 2.951954193E-04 4.165328136E-01 2.839898743E-04 3.798370484E-01 4.493134280E-05 2.456781929E-01 1.828958856E-04 3.417576117E-02 
0L43 56046 338 34.302 5.893655662E-06 3.575953773E+00 3.000000000E+06 1.000000000E-06 1.500000000E+01 3.868966485E+02 0.000000000E+00 2.943494615E-04 4.154065624E-01 2.833118262E-04 3.787138768E-01 4.457068157E-05 2.452048536E-01 1.817630939E-04 4.149685009E-02 
0L44 56654 339.02 34.199 1.463196856E-05 4.585510441E+00 3.000000000E+06 1.502872158E-03 1.500000000E+01 2.000118274E+03 0.000000000E+00 2.932723312E-04 4.133964993E-01 2.836778665E-04 3.777977804E-01 4.430488858E-05 2.426955666E-01 1.825502483E-04 1.301811991E-02 
0L45 57264 340.02 34.099 1.003582903E-05 4.064550118E+00 3.000000000E+06 3.930485470E-04 1.500000000E+01 4.409498868E+02 0.000000000E+00 2.937471432E-04 4.118569565E-01 2.829270196E-04 3.772315468E-01 4.395707997E-05 2.422212456E-01 1.814746773E-04 2.489487725E-02 
