N_Fe N_B T n_Fe n_Fe_SRH n_FeB n_FeB_SRH
2.154000E+10 1.000e+16 305 1.234370504E+00 1.245936735E+00 1.212664363E+00 1.219000564E+00
3.162000E+10 1.000e+16 305 1.240869728E+00 1.245988951E+00 1.214863262E+00 1.219232901E+00
4.642000E+10 1.000e+16 305 1.242518770E+00 1.246064804E+00 1.216562464E+00 1.219567480E+00
6.813000E+10 1.000e+16 305 1.243731864E+00 1.246174476E+00 1.217978898E+00 1.220044613E+00
1.000000E+11 1.000e+16 305 1.244658036E+00 1.246332079E+00 1.219188978E+00 1.220606921E+00
1.468000E+11 1.000e+16 305 1.245414418E+00 1.246556461E+00 1.220554014E+00 1.221092779E+00
2.154000E+11 1.000e+16 305 1.246095934E+00 1.246871810E+00 1.221037497E+00 1.221307431E+00
3.162000E+11 1.000e+16 305 1.246782108E+00 1.247307279E+00 1.222495492E+00 1.222945925E+00
4.642000E+11 1.000e+16 305 1.247539652E+00 1.247894164E+00 1.224732450E+00 1.225044764E+00
6.813000E+11 1.000e+16 305 1.248450190E+00 1.248662378E+00 1.227273994E+00 1.227491323E+00
1.000000E+12 1.000e+16 305 1.251215173E+00 1.251679327E+00 1.230513664E+00 1.230513664E+00
1.468000E+12 1.000e+16 305 1.257213611E+00 1.257617170E+00 1.233461620E+00 1.233567374E+00
2.154000E+12 1.000e+16 305 1.262580979E+00 1.262652544E+00 1.236115192E+00 1.236188926E+00
3.162000E+12 1.000e+16 305 1.264094954E+00 1.264143418E+00 1.238652469E+00 1.238702481E+00
4.642000E+12 1.000e+16 305 1.265566396E+00 1.265599589E+00 1.241091728E+00 1.241126479E+00
6.813000E+12 1.000e+16 305 1.266869313E+00 1.266892063E+00 1.243103282E+00 1.243127327E+00
1.000000E+13 1.000e+16 305 1.275106145E+00 1.275122419E+00 1.244537254E+00 1.244551639E+00
1.000000E+10 1.000e+16 310 1.199821483E+00 1.247283705E+00 1.202740248E+00 1.218863666E+00
1.468000E+10 1.000e+16 310 1.207189255E+00 1.247312161E+00 1.208029971E+00 1.218872167E+00
2.154000E+10 1.000e+16 310 1.224672712E+00 1.247351918E+00 1.211456970E+00 1.218886009E+00
3.162000E+10 1.000e+16 310 1.241113033E+00 1.247409898E+00 1.214356742E+00 1.219156501E+00
4.642000E+10 1.000e+16 310 1.244869968E+00 1.247494108E+00 1.216022610E+00 1.219664227E+00
6.813000E+10 1.000e+16 310 1.246594882E+00 1.247615811E+00 1.218176216E+00 1.220395851E+00
1.000000E+11 1.000e+16 310 1.247697760E+00 1.247791094E+00 1.219112309E+00 1.221441945E+00
1.468000E+11 1.000e+16 310 1.247380261E+00 1.248040672E+00 1.221272254E+00 1.221584630E+00
2.154000E+11 1.000e+16 310 1.248041533E+00 1.248392036E+00 1.222124962E+00 1.222914019E+00
3.162000E+11 1.000e+16 310 1.249789060E+00 1.248879139E+00 1.224113959E+00 1.224660121E+00
4.642000E+11 1.000e+16 310 1.251531660E+00 1.251655968E+00 1.226531900E+00 1.226911389E+00
6.813000E+11 1.000e+16 310 1.252523663E+00 1.252865326E+00 1.229345545E+00 1.229610297E+00
1.000000E+12 1.000e+16 310 1.253696356E+00 1.253921644E+00 1.232782245E+00 1.232967650E+00
1.468000E+12 1.000e+16 310 1.255083894E+00 1.255233227E+00 1.236316681E+00 1.236446389E+00
2.154000E+12 1.000e+16 310 1.256670846E+00 1.256761339E+00 1.239457295E+00 1.239548011E+00
3.162000E+12 1.000e+16 310 1.262580930E+00 1.262790084E+00 1.242583218E+00 1.242646625E+00
4.642000E+12 1.000e+16 310 1.270501072E+00 1.270546772E+00 1.245275556E+00 1.245319712E+00
6.813000E+12 1.000e+16 310 1.269669044E+00 1.269699781E+00 1.247816105E+00 1.247846772E+00
1.000000E+13 1.000e+16 310 1.272645136E+00 1.272943512E+00 1.250019335E+00 1.250040579E+00
1.000000E+10 1.000e+16 315 1.184845892E+00 1.251967800E+00 1.193101358E+00 1.209836559E+00
1.468000E+10 1.000e+16 315 1.203568566E+00 1.251987588E+00 1.197785698E+00 1.209941939E+00
2.154000E+10 1.000e+16 315 1.211070928E+00 1.252016216E+00 1.202693759E+00 1.210095793E+00
3.162000E+10 1.000e+16 315 1.238152932E+00 1.252058132E+00 1.205477769E+00 1.210318525E+00
4.642000E+10 1.000e+16 315 1.244883294E+00 1.252119107E+00 1.207301631E+00 1.210641073E+00
6.813000E+10 1.000e+16 315 1.247104214E+00 1.252207820E+00 1.208805032E+00 1.211103748E+00
1.000000E+11 1.000e+16 315 1.248798843E+00 1.252336022E+00 1.210177695E+00 1.212028306E+00
1.468000E+11 1.000e+16 315 1.250110765E+00 1.252520356E+00 1.211781691E+00 1.213512096E+00
2.154000E+11 1.000e+16 315 1.251169584E+00 1.252783104E+00 1.214377211E+00 1.216301458E+00
3.162000E+11 1.000e+16 315 1.252094025E+00 1.253156187E+00 1.219168981E+00 1.219450082E+00
4.642000E+11 1.000e+16 315 1.252993000E+00 1.253681080E+00 1.225150842E+00 1.226756505E+00
6.813000E+11 1.000e+16 315 1.253944759E+00 1.254412042E+00 1.230502957E+00 1.230787097E+00
1.000000E+12 1.000e+16 315 1.255109576E+00 1.255412909E+00 1.233522586E+00 1.233680943E+00
1.468000E+12 1.000e+16 315 1.256542715E+00 1.256737952E+00 1.235925321E+00 1.236062533E+00
2.154000E+12 1.000e+16 315 1.259741289E+00 1.259499068E+00 1.239138281E+00 1.239252675E+00
3.162000E+12 1.000e+16 315 1.262412725E+00 1.262504327E+00 1.243310611E+00 1.243420406E+00
4.642000E+12 1.000e+16 315 1.261602418E+00 1.262176445E+00 1.248598580E+00 1.248647649E+00
6.813000E+12 1.000e+16 315 1.261328291E+00 1.261361504E+00 1.251713441E+00 1.251747103E+00
1.000000E+13 1.000e+16 315 1.263082526E+00 1.263105382E+00 1.254472139E+00 1.254495548E+00
1.000000E+10 1.000e+16 320 1.167841213E+00 1.255900768E+00 1.186818140E+00 1.207421058E+00
1.468000E+10 1.000e+16 320 1.176333240E+00 1.256095676E+00 1.193789407E+00 1.207524579E+00
2.154000E+10 1.000e+16 320 1.201893469E+00 1.256381022E+00 1.197403905E+00 1.207676067E+00
3.162000E+10 1.000e+16 320 1.224399935E+00 1.256798303E+00 1.201615598E+00 1.207896300E+00
4.642000E+10 1.000e+16 320 1.242657210E+00 1.257407432E+00 1.203879198E+00 1.208214605E+00
6.813000E+10 1.000e+16 320 1.250524337E+00 1.258294244E+00 1.205684337E+00 1.208671218E+00
1.000000E+11 1.000e+16 320 1.253604145E+00 1.259580336E+00 1.207264583E+00 1.209321462E+00
1.468000E+11 1.000e+16 320 1.255845301E+00 1.260397191E+00 1.208815216E+00 1.210736793E+00
2.154000E+11 1.000e+16 320 1.257384185E+00 1.260820533E+00 1.211548340E+00 1.212895708E+00
3.162000E+11 1.000e+16 320 1.258369139E+00 1.260584793E+00 1.214151627E+00 1.214827991E+00
4.642000E+11 1.000e+16 320 1.258959768E+00 1.260345687E+00 1.216870778E+00 1.217260482E+00
6.813000E+11 1.000e+16 320 1.259346531E+00 1.260189497E+00 1.221266820E+00 1.221569544E+00
1.000000E+12 1.000e+16 320 1.259767866E+00 1.260270865E+00 1.231058714E+00 1.232265526E+00
1.468000E+12 1.000e+16 320 1.260503966E+00 1.260803430E+00 1.235151487E+00 1.235280250E+00
2.154000E+12 1.000e+16 320 1.261820728E+00 1.262015789E+00 1.237482199E+00 1.237603984E+00
3.162000E+12 1.000e+16 320 1.263372881E+00 1.263496858E+00 1.240652111E+00 1.240755998E+00
4.642000E+12 1.000e+16 320 1.260936167E+00 1.261002881E+00 1.244767370E+00 1.244866549E+00
6.813000E+12 1.000e+16 320 1.250208218E+00 1.250247878E+00 1.249945212E+00 1.250046784E+00
1.000000E+13 1.000e+16 320 1.252018050E+00 1.252045190E+00 1.256334068E+00 1.256415931E+00
1.000000E+10 1.000e+16 325 1.141814875E+00 1.262285848E+00 1.177638099E+00 1.195163869E+00
1.468000E+10 1.000e+16 325 1.156120356E+00 1.262214393E+00 1.183642879E+00 1.195349799E+00
2.154000E+10 1.000e+16 325 1.178110425E+00 1.262110466E+00 1.188004196E+00 1.195621383E+00
3.162000E+10 1.000e+16 325 1.215338590E+00 1.261959677E+00 1.190946883E+00 1.196016285E+00
4.642000E+10 1.000e+16 325 1.237518349E+00 1.261741685E+00 1.193154124E+00 1.196587350E+00
6.813000E+10 1.000e+16 325 1.255931290E+00 1.261430474E+00 1.194903171E+00 1.197410189E+00
1.000000E+11 1.000e+16 325 1.256480941E+00 1.260990348E+00 1.196417408E+00 1.198595471E+00
1.468000E+11 1.000e+16 325 1.256532359E+00 1.260379830E+00 1.198281690E+00 1.200251832E+00
2.154000E+11 1.000e+16 325 1.256360813E+00 1.259557386E+00 1.201147463E+00 1.202537836E+00
3.162000E+11 1.000e+16 325 1.257075143E+00 1.258497229E+00 1.203414170E+00 1.204107492E+00
4.642000E+11 1.000e+16 325 1.258834947E+00 1.257409643E+00 1.206769507E+00 1.207503181E+00
6.813000E+11 1.000e+16 325 1.261759046E+00 1.260892645E+00 1.217962085E+00 1.218848601E+00
1.000000E+12 1.000e+16 325 1.263294834E+00 1.263684881E+00 1.223924988E+00 1.224198651E+00
1.468000E+12 1.000e+16 325 1.266256930E+00 1.266886886E+00 1.234643404E+00 1.234740128E+00
2.154000E+12 1.000e+16 325 1.265131627E+00 1.265480304E+00 1.236174614E+00 1.236270431E+00
3.162000E+12 1.000e+16 325 1.265626214E+00 1.265828087E+00 1.240471331E+00 1.240655661E+00
4.642000E+12 1.000e+16 325 1.252239603E+00 1.252313406E+00 1.244987006E+00 1.245059437E+00
6.813000E+12 1.000e+16 325 1.244120131E+00 1.245899152E+00 1.249079946E+00 1.249129313E+00
1.000000E+13 1.000e+16 325 1.251486075E+00 1.251870879E+00 1.252750406E+00 1.252785180E+00
1.000000E+10 1.000e+16 330 1.118631595E+00 1.275400608E+00 1.160620558E+00 1.183893209E+00
1.468000E+10 1.000e+16 330 1.136096273E+00 1.275358680E+00 1.167571293E+00 1.184088656E+00
2.154000E+10 1.000e+16 330 1.160773115E+00 1.275296232E+00 1.173127421E+00 1.184374379E+00
3.162000E+10 1.000e+16 330 1.187190988E+00 1.275202187E+00 1.177465313E+00 1.184788660E+00
4.642000E+10 1.000e+16 330 1.228460861E+00 1.275060105E+00 1.180255175E+00 1.185389212E+00
6.813000E+10 1.000e+16 330 1.241713731E+00 1.274843093E+00 1.182659009E+00 1.186254453E+00
1.000000E+11 1.000e+16 330 1.259536301E+00 1.274509713E+00 1.184964926E+00 1.187335041E+00
1.468000E+11 1.000e+16 330 1.265654452E+00 1.273995785E+00 1.186684545E+00 1.188109339E+00
2.154000E+11 1.000e+16 330 1.269072692E+00 1.273207453E+00 1.188200937E+00 1.189184583E+00
3.162000E+11 1.000e+16 330 1.273325476E+00 1.272021219E+00 1.190606816E+00 1.191661704E+00
4.642000E+11 1.000e+16 330 1.275755583E+00 1.278551174E+00 1.197416739E+00 1.198762683E+00
6.813000E+11 1.000e+16 330 1.272594081E+00 1.276474826E+00 1.207030492E+00 1.207617248E+00
1.000000E+12 1.000e+16 330 1.267479815E+00 1.269562585E+00 1.212371868E+00 1.212821239E+00
1.468000E+12 1.000e+16 330 1.263462526E+00 1.263695149E+00 1.227217001E+00 1.227436253E+00
2.154000E+12 1.000e+16 330 1.267264748E+00 1.267857099E+00 1.236333227E+00 1.236505376E+00
3.162000E+12 1.000e+16 330 1.267653380E+00 1.268051023E+00 1.241629703E+00 1.241751854E+00
4.642000E+12 1.000e+16 330 1.243702369E+00 1.249099266E+00 1.246735184E+00 1.246821361E+00
6.813000E+12 1.000e+16 330 1.236169623E+00 1.236215371E+00 1.249996700E+00 1.250055300E+00
1.000000E+13 1.000e+16 330 1.240676771E+00 1.241089912E+00 1.254089304E+00 1.254130133E+00
1.000000E+10 1.000e+16 335 1.013223541E+00 1.300254616E+00 1.144330987E+00 1.160486453E+00
1.468000E+10 1.000e+16 335 1.119689916E+00 1.300583660E+00 1.149161948E+00 1.160554485E+00
2.154000E+10 1.000e+16 335 1.137105182E+00 1.301066114E+00 1.152697236E+00 1.160657084E+00
3.162000E+10 1.000e+16 335 1.181071115E+00 1.301772584E+00 1.155280167E+00 1.160800960E+00
4.642000E+10 1.000e+16 335 1.216162385E+00 1.302806402E+00 1.157197718E+00 1.161350116E+00
6.813000E+10 1.000e+16 335 1.240057391E+00 1.304316720E+00 1.158899883E+00 1.162280456E+00
1.000000E+11 1.000e+16 335 1.264669581E+00 1.306435326E+00 1.162810984E+00 1.165408709E+00
1.468000E+11 1.000e+16 335 1.285318378E+00 1.307272640E+00 1.166997077E+00 1.169233423E+00
2.154000E+11 1.000e+16 335 1.292145646E+00 1.303958113E+00 1.172494920E+00 1.173910197E+00
3.162000E+11 1.000e+16 335 1.293607088E+00 1.296369312E+00 1.176503752E+00 1.177517733E+00
4.642000E+11 1.000e+16 335 1.290179299E+00 1.295310642E+00 1.179047505E+00 1.179529806E+00
6.813000E+11 1.000e+16 335 1.283069357E+00 1.288498531E+00 1.190493718E+00 1.191482506E+00
1.000000E+12 1.000e+16 335 1.278174655E+00 1.279663268E+00 1.199692709E+00 1.199861068E+00
1.468000E+12 1.000e+16 335 1.278352775E+00 1.282080589E+00 1.216046942E+00 1.216269824E+00
2.154000E+12 1.000e+16 335 1.268083740E+00 1.269723002E+00 1.232154487E+00 1.232316040E+00
3.162000E+12 1.000e+16 335 1.267726335E+00 1.268493660E+00 1.241526855E+00 1.241670486E+00
4.642000E+12 1.000e+16 335 1.240198178E+00 1.240426002E+00 1.246295762E+00 1.246394194E+00
6.813000E+12 1.000e+16 335 1.211876824E+00 1.211919636E+00 1.252008550E+00 1.252077602E+00
1.000000E+13 1.000e+16 335 1.214053504E+00 1.214600646E+00 1.257090586E+00 1.257138779E+00
1.000000E+10 1.000e+16 340 1.006827583E+00 1.340901337E+00 1.125587053E+00 1.141036241E+00
1.468000E+10 1.000e+16 340 1.005509536E+00 1.340183350E+00 1.130629531E+00 1.141093115E+00
2.154000E+10 1.000e+16 340 1.040107144E+00 1.339140286E+00 1.133862960E+00 1.141177213E+00
3.162000E+10 1.000e+16 340 1.146173858E+00 1.339709234E+00 1.136221927E+00 1.141299218E+00
4.642000E+10 1.000e+16 340 1.213013309E+00 1.340895931E+00 1.137969007E+00 1.144174441E+00
6.813000E+10 1.000e+16 340 1.242513167E+00 1.342632151E+00 1.141950329E+00 1.144437006E+00
1.000000E+11 1.000e+16 340 1.271688171E+00 1.345088130E+00 1.143101446E+00 1.144813329E+00
1.468000E+11 1.000e+16 340 1.290191106E+00 1.348972492E+00 1.144166554E+00 1.145345206E+00
2.154000E+11 1.000e+16 340 1.310760674E+00 1.346558244E+00 1.151499714E+00 1.152365988E+00
3.162000E+11 1.000e+16 340 1.313525935E+00 1.348716737E+00 1.154506325E+00 1.155487348E+00
4.642000E+11 1.000e+16 340 1.310896961E+00 1.328343053E+00 1.163024942E+00 1.164166979E+00
6.813000E+11 1.000e+16 340 1.304516757E+00 1.310417403E+00 1.172035493E+00 1.172679201E+00
1.000000E+12 1.000e+16 340 1.310931674E+00 1.308245764E+00 1.183519684E+00 1.183786992E+00
1.468000E+12 1.000e+16 340 1.296586571E+00 1.300658386E+00 1.202847659E+00 1.203066994E+00
2.154000E+12 1.000e+16 340 1.278333043E+00 1.274815813E+00 1.218844783E+00 1.219024133E+00
3.162000E+12 1.000e+16 340 1.264146736E+00 1.263691703E+00 1.236310288E+00 1.236516617E+00
4.642000E+12 1.000e+16 340 1.236532798E+00 1.240518934E+00 1.246274366E+00 1.246387001E+00
6.813000E+12 1.000e+16 340 1.200850091E+00 1.208989870E+00 1.252972754E+00 1.253051535E+00
1.000000E+13 1.000e+16 340 1.203093075E+00 1.203122899E+00 1.258817240E+00 1.258872358E+00
1.000000E+10 1.000e+15 290 1.174383216E+00 1.207169610E+00 1.177804305E+00 1.179270743E+00
1.468000E+10 1.000e+15 290 1.179958215E+00 1.212873337E+00 1.178278530E+00 1.179280996E+00
2.154000E+10 1.000e+15 290 1.187272938E+00 1.212778810E+00 1.178611063E+00 1.179295743E+00
3.162000E+10 1.000e+15 290 1.204464502E+00 1.212640037E+00 1.178849927E+00 1.179369820E+00
4.642000E+10 1.000e+15 290 1.201585953E+00 1.212437942E+00 1.179029957E+00 1.179522658E+00
6.813000E+10 1.000e+15 290 1.210996963E+00 1.212144425E+00 1.179177159E+00 1.179754769E+00
1.000000E+11 1.000e+15 290 1.209235834E+00 1.211719734E+00 1.179671604E+00 1.180111301E+00
1.468000E+11 1.000e+15 290 1.208320125E+00 1.211110427E+00 1.180368603E+00 1.180683603E+00
2.154000E+11 1.000e+15 290 1.208318777E+00 1.210246990E+00 1.181337717E+00 1.181565810E+00
3.162000E+11 1.000e+15 290 1.209340817E+00 1.209046910E+00 1.182782888E+00 1.183047506E+00
4.642000E+11 1.000e+15 290 1.210890658E+00 1.208200557E+00 1.190389738E+00 1.190791090E+00
6.813000E+11 1.000e+15 290 1.213607181E+00 1.211870907E+00 1.194103171E+00 1.194129074E+00
1.000000E+12 1.000e+15 290 1.213549864E+00 1.214267818E+00 1.199825314E+00 1.199841823E+00
1.468000E+12 1.000e+15 290 1.210195531E+00 1.210396976E+00 1.200656777E+00 1.200668139E+00
2.154000E+12 1.000e+15 290 1.213581302E+00 1.212756627E+00 1.201598911E+00 1.201606683E+00
3.162000E+12 1.000e+15 290 1.208334762E+00 1.208397372E+00 1.202720936E+00 1.202758948E+00
4.642000E+12 1.000e+15 290 1.215866603E+00 1.215898273E+00 1.209151277E+00 1.209184104E+00
6.813000E+12 1.000e+15 290 1.216297765E+00 1.216317398E+00 1.216489283E+00 1.216520428E+00
1.000000E+13 1.000e+15 290 1.196368247E+00 1.196504793E+00 1.223929533E+00 1.223931802E+00
1.000000E+10 1.000e+15 295 1.164869794E+00 1.202171307E+00 1.160826747E+00 1.164042597E+00
1.468000E+10 1.000e+15 295 1.180508326E+00 1.228583272E+00 1.161835631E+00 1.164106409E+00
2.154000E+10 1.000e+15 295 1.189033468E+00 1.228724819E+00 1.162604965E+00 1.164199660E+00
3.162000E+10 1.000e+15 295 1.195735489E+00 1.228936908E+00 1.163221651E+00 1.164338670E+00
4.642000E+10 1.000e+15 295 1.210969848E+00 1.229247433E+00 1.163761648E+00 1.164544554E+00
6.813000E+10 1.000e+15 295 1.216053671E+00 1.229701456E+00 1.164299967E+00 1.164850694E+00
1.000000E+11 1.000e+15 295 1.222913751E+00 1.230364162E+00 1.164923020E+00 1.165313008E+00
1.468000E+11 1.000e+15 295 1.229145165E+00 1.231328872E+00 1.165720560E+00 1.165999253E+00
2.154000E+11 1.000e+15 295 1.229160450E+00 1.232728062E+00 1.166217065E+00 1.166288751E+00
3.162000E+11 1.000e+15 295 1.227392574E+00 1.230732730E+00 1.166428186E+00 1.166477221E+00
4.642000E+11 1.000e+15 295 1.223955998E+00 1.225957257E+00 1.168387904E+00 1.168730869E+00
6.813000E+11 1.000e+15 295 1.219081886E+00 1.220219279E+00 1.178228635E+00 1.178335192E+00
1.000000E+12 1.000e+15 295 1.213202405E+00 1.213811630E+00 1.182818451E+00 1.183143996E+00
1.468000E+12 1.000e+15 295 1.217120018E+00 1.214688907E+00 1.200015615E+00 1.200050410E+00
2.154000E+12 1.000e+15 295 1.216702407E+00 1.216209524E+00 1.204021371E+00 1.204033556E+00
3.162000E+12 1.000e+15 295 1.214021230E+00 1.214326265E+00 1.205491529E+00 1.205499831E+00
4.642000E+12 1.000e+15 295 1.212855298E+00 1.213030621E+00 1.206985055E+00 1.206990626E+00
6.813000E+12 1.000e+15 295 1.215800077E+00 1.215872109E+00 1.208311177E+00 1.208314869E+00
1.000000E+13 1.000e+15 295 1.189818038E+00 1.189998463E+00 1.213801018E+00 1.213803468E+00
1.000000E+10 1.000e+15 300 1.151104470E+00 1.192816536E+00 1.130916131E+00 1.137182021E+00
1.468000E+10 1.000e+15 300 1.166618465E+00 1.246023379E+00 1.134058487E+00 1.137261385E+00
2.154000E+10 1.000e+15 300 1.175751529E+00 1.246351615E+00 1.135924331E+00 1.137378087E+00
3.162000E+10 1.000e+15 300 1.190706833E+00 1.246833390E+00 1.136527858E+00 1.137550053E+00
4.642000E+10 1.000e+15 300 1.215617789E+00 1.247540315E+00 1.137084957E+00 1.138683180E+00
6.813000E+10 1.000e+15 300 1.205034122E+00 1.248577499E+00 1.138522117E+00 1.138718521E+00
1.000000E+11 1.000e+15 300 1.234501673E+00 1.250103713E+00 1.138723665E+00 1.140865630E+00
1.468000E+11 1.000e+15 300 1.238256343E+00 1.252331693E+00 1.143808422E+00 1.144303108E+00
2.154000E+11 1.000e+15 300 1.242827956E+00 1.255591863E+00 1.147070294E+00 1.147439894E+00
3.162000E+11 1.000e+15 300 1.246758048E+00 1.250683503E+00 1.148307801E+00 1.148354854E+00
4.642000E+11 1.000e+15 300 1.243515981E+00 1.246277568E+00 1.148552006E+00 1.148584161E+00
6.813000E+11 1.000e+15 300 1.234429376E+00 1.237267241E+00 1.151739651E+00 1.151827003E+00
1.000000E+12 1.000e+15 300 1.229833215E+00 1.228054683E+00 1.164060712E+00 1.164144414E+00
1.468000E+12 1.000e+15 300 1.231319994E+00 1.227671232E+00 1.180111215E+00 1.180609051E+00
2.154000E+12 1.000e+15 300 1.227902064E+00 1.228474262E+00 1.192234642E+00 1.192274499E+00
