fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc FF Pm Vm Im rmsre 
0L27 61444 319.98 36.234 1.000000000E+00 1.033700100E+00 1.123165917E-09 1.328264697E+03 1.548074336E+00 1.139681049E-07 1.554014771E-04 1.934035435E-01 1.266308274E-04 3.767738927E-01 9.227513162E-06 1.114186847E-01 8.132904829E-05 1.191202932E-01 
0L28 61544 319.98 36.234 1.000000000E+00 1.055687200E+00 1.253116391E-09 1.376784840E+03 1.736404187E+00 2.483351814E-07 1.548292496E-04 1.940851765E-01 1.275595571E-04 3.753462556E-01 9.292604573E-06 1.123074679E-01 8.142629723E-05 1.064643500E-01 
0L29 61644 319.97 36.235 1.000000000E+00 1.021324290E+00 1.141599743E-09 1.345435271E+03 1.599737138E+00 1.442471026E-07 1.560010034E-04 1.945828976E-01 1.287011306E-04 3.661365322E-01 9.169171426E-06 1.121978783E-01 8.199907019E-05 1.104886838E-01 
0L30 61746 319.97 36.235 1.000000000E+00 9.784828536E-01 9.274598340E-10 1.309354298E+03 1.430394770E+00 6.613620503E-08 1.577524465E-04 1.950696201E-01 1.287370561E-04 3.747942902E-01 9.412092307E-06 1.127097589E-01 8.226095561E-05 1.191458199E-01 
0L31 61844 319.98 36.234 1.000000000E+00 1.076855586E+00 1.362763010E-09 1.808411917E+03 2.260830536E+00 1.375670103E-06 1.426618430E-04 1.952685947E-01 1.291490111E-04 3.747191448E-01 9.449946903E-06 1.128960136E-01 8.250509698E-05 1.394996469E-01 
0L32 61942 319.96 36.236 1.000000000E+00 1.122980345E+00 1.469511674E-09 2.709655522E+03 3.148675634E+00 7.120770268E-06 1.391776574E-04 1.958554626E-01 1.299822702E-04 3.748806061E-01 9.543612127E-06 1.131933408E-01 8.315633414E-05 1.709203237E-01 
0L33 62044 319.98 36.234 1.000000000E+00 1.111163951E+00 1.469227030E-09 2.673095794E+19 4.275641550E+00 2.805297950E-05 1.314201492E-04 1.960706558E-01 1.304201492E-04 3.752101802E-01 9.594711202E-06 1.131311454E-01 8.366332484E-05 3.772655103E-01 
0L34 62144 319.98 36.234 1.000000000E+00 1.056781950E+00 1.302760243E-09 1.566396338E+03 2.024829629E+00 7.204042838E-07 1.538118342E-04 1.968589302E-01 1.310942253E-04 3.744306667E-01 9.662958030E-06 1.132982572E-01 8.415446304E-05 1.700569907E-01 
0L35 62246 319.97 36.235 1.000000000E+00 1.041694320E+00 1.239883350E-09 1.385421229E+03 1.772647036E+00 2.816112622E-07 1.584941088E-04 1.968818493E-01 1.312678161E-04 3.753152990E-01 9.699742561E-06 1.140843849E-01 8.405776104E-05 9.506200577E-02 
0L36 62346 319.98 36.234 1.000000000E+00 1.129775678E+00 1.485236266E-09 3.519620498E+03 3.616229465E+00 1.267563402E-05 1.400053248E-04 1.976457806E-01 1.320757367E-04 3.736450630E-01 9.753709964E-06 1.140693171E-01 8.454224096E-05 1.689876255E-01 
0L37 62444 319.98 36.234 1.000000000E+00 1.018876649E+00 1.177115980E-09 1.364258638E+03 1.684307981E+00 2.012370234E-07 1.599332739E-04 1.978789616E-01 1.329886884E-04 3.680810468E-01 9.686296988E-06 1.143387568E-01 8.491683707E-05 9.752891949E-02 
0L38 62542 319.99 36.233 1.000000000E+00 1.057191940E+00 1.311564159E-09 1.742485545E+03 2.134655571E+00 1.002771365E-06 1.473179367E-04 1.983630920E-01 1.331974199E-04 3.742768075E-01 9.888936728E-06 1.145755898E-01 8.542653918E-05 3.244028647E-01 
0L39 62646 319.98 36.234 1.000000000E+00 1.044538889E+00 1.270701552E-09 1.563351542E+03 2.004672042E+00 6.793598991E-07 1.562291215E-04 1.988321972E-01 1.333856424E-04 3.740895332E-01 9.921363313E-06 1.150493047E-01 8.546713079E-05 3.719142802E-01 
0L40 62744 319.98 36.234 1.000000000E+00 1.112684914E+00 1.453261279E-09 3.418304482E+03 3.553123522E+00 1.188912203E-05 1.422795025E-04 1.992499523E-01 1.342241379E-04 3.736399617E-01 9.992684334E-06 1.151984734E-01 8.600524124E-05 5.123419521E-01 
0L41 62846 319.98 36.234 1.000000000E+00 1.046596501E+00 1.257240913E-09 1.402404639E+03 1.843375055E+00 3.549339628E-07 1.612976073E-04 1.995410213E-01 1.344971447E-04 3.731370282E-01 1.001413873E-05 1.152608668E-01 8.616814795E-05 9.813457874E-02 
0L42 62944 319.97 36.235 1.000000000E+00 1.025406967E+00 1.203497961E-09 1.383640532E+03 1.763600527E+00 2.714012861E-07 1.622302943E-04 1.999553776E-01 1.352037970E-04 3.733927101E-01 1.009456971E-05 1.157535611E-01 8.658670102E-05 1.333336122E-01 
0L43 63042 319.97 36.235 1.000000000E+00 1.049124835E+00 1.288410736E-09 1.567200411E+03 2.071853512E+00 7.773638221E-07 1.583134386E-04 2.002949581E-01 1.360178005E-04 3.684980590E-01 1.003924307E-05 1.153265419E-01 8.720676972E-05 1.118499386E+02 
0L44 63144 319.99 36.233 1.000000000E+00 9.888715917E-01 1.057081693E-09 1.332287124E+03 1.556469993E+00 1.167571473E-07 1.646963823E-04 2.008551579E-01 1.363754611E-04 3.724588838E-01 1.020228750E-05 1.159137185E-01 8.742628629E-05 1.105996784E-01 
0L45 63244 319.98 36.234 1.000000000E+00 1.092350739E+00 1.405647882E-09 2.412426972E+03 2.941202810E+00 5.077970628E-06 1.466400494E-04 2.012441204E-01 1.365188283E-04 3.734404637E-01 1.025975822E-05 1.154829674E-01 8.817398142E-05 9.783684115E-01 
0L46 63344 319.98 36.234 1.000000000E+00 1.013107861E+00 1.185076332E-09 1.354638272E+03 1.745755569E+00 2.481139331E-07 1.649948783E-04 2.003026199E-01 1.379598891E-04 3.699046385E-01 1.022184388E-05 1.159097084E-01 8.831577682E-05 1.049510799E+01 
0L47 63442 319.98 36.234 1.000000000E+00 1.024926990E+00 1.205751027E-09 1.386203300E+03 1.789148798E+00 2.926693753E-07 1.644848391E-04 2.016615715E-01 1.375673617E-04 3.724594692E-01 1.033278935E-05 1.169693947E-01 8.793231956E-05 9.437426714E-02 
0L48 63542 319.99 36.233 1.000000000E+00 1.023524228E+00 1.206382335E-09 1.392548257E+03 1.799818857E+00 3.052633679E-07 1.648134393E-04 2.023039577E-01 1.379741402E-04 3.719023820E-01 1.038080506E-05 1.171623451E-01 8.825149079E-05 9.104611105E-02 
0L49 63644 319.99 36.233 1.000000000E+00 1.030829272E+00 1.240838865E-09 1.521176893E+03 1.953175021E+00 5.370494201E-07 1.620130846E-04 2.026161758E-01 1.391585492E-04 3.684944183E-01 1.038998500E-05 1.172756207E-01 8.866528881E-05 2.765906130E-01 
0L50 63748 319.99 36.233 1.000000000E+00 1.021869270E+00 1.204251115E-09 1.397666765E+03 1.814383362E+00 3.200844554E-07 1.654823985E-04 2.029078934E-01 1.389705379E-04 3.718754809E-01 1.048622628E-05 1.174643352E-01 8.895608807E-05 9.136700039E-02 
0L51 63846 319.98 36.234 1.000000000E+00 1.051794286E+00 1.317771743E-09 1.901799629E+03 2.457425322E+00 2.072412356E-06 1.521260856E-04 2.031950863E-01 1.393940026E-04 3.720956283E-01 1.053930221E-05 1.177448607E-01 8.924720313E-05 1.925357189E-01 
0L52 63944 319.98 36.234 1.000000000E+00 1.051399988E+00 1.343686828E-09 2.878616214E+03 3.219602282E+00 8.074118528E-06 1.487015324E-04 2.036759964E-01 1.398017241E-04 3.722996711E-01 1.060095594E-05 1.177283502E-01 8.977877144E-05 1.876415455E-01 
0L53 64044 319.98 36.234 1.000000000E+00 1.060754187E+00 1.320970159E-09 1.901771193E+03 2.469325330E+00 2.118050569E-06 1.533093113E-04 2.040383213E-01 1.401233169E-04 3.717171232E-01 1.062758821E-05 1.180432857E-01 8.981954201E-05 1.584469304E-01 
0L54 64142 319.98 36.234 1.000000000E+00 1.070935319E+00 1.352046938E-09 2.097150939E+03 2.775487870E+00 3.720344017E-06 1.524865651E-04 2.041922775E-01 1.406370561E-04 3.715362628E-01 1.066940715E-05 1.181033101E-01 9.015432652E-05 1.230731221E-01 
0L55 64244 319.98 36.234 1.000000000E+00 1.037848483E+00 1.281914353E-09 1.808604358E+03 2.293521566E+00 1.453121864E-06 1.547615554E-04 2.044935898E-01 1.411801314E-04 3.695168745E-01 1.066811175E-05 1.171983142E-01 9.079086882E-05 1.530227898E-01 
0L56 64346 319.98 36.234 1.000000000E+00 1.041441860E+00 1.303027996E-09 1.906791058E+03 2.485293157E+00 2.186379565E-06 1.543938349E-04 2.046399258E-01 1.414801314E-04 3.714524296E-01 1.075447037E-05 1.182469676E-01 9.077181369E-05 1.382890572E-01 
0L57 64446 319.99 36.233 1.000000000E+00 1.056126933E+00 1.314816912E-09 1.909720141E+03 2.484329485E+00 2.173099763E-06 1.545531808E-04 2.050286358E-01 1.421825342E-04 3.704113552E-01 1.079804329E-05 1.184023522E-01 9.123021649E-05 1.299839853E-01 
0L58 64544 319.98 36.234 1.000000000E+00 1.095196958E+00 1.411009069E-09 5.916708625E+03 4.104848098E+00 2.081983430E-05 1.481758654E-04 2.058412807E-01 1.430004232E-04 3.683386581E-01 1.084219215E-05 1.184960258E-01 9.152743292E-05 1.379308901E-01 
0L59 64644 319.98 36.234 1.000000000E+00 1.036488259E+00 1.295843498E-09 1.898410115E+03 2.447392791E+00 2.029111193E-06 1.552955993E-04 2.059685848E-01 1.423350575E-04 3.713065637E-01 1.088542757E-05 1.197076140E-01 9.096205668E-05 1.259096103E-01 
0L60 64744 319.98 36.234 1.000000000E+00 1.042463195E+00 1.299834343E-09 1.891293752E+03 2.464590727E+00 2.086730009E-06 1.560018311E-04 2.059824631E-01 1.428350575E-04 3.716339072E-01 1.093403330E-05 1.195131904E-01 9.148993187E-05 1.113902523E-01 
0L61 64848 319.98 36.234 1.000000000E+00 1.078675917E+00 1.381242260E-09 7.958839509E+19 4.490972068E+00 3.170175524E-05 1.449032594E-04 2.061073215E-01 1.439032594E-04 3.696984097E-01 1.096507566E-05 1.195674248E-01 9.170168753E-05 2.009413910E-01 
0L62 65264 319.41 36.299 1.000000000E+00 1.052537984E+00 1.199547458E-09 2.041197099E+03 2.695156282E+00 3.141881640E-06 1.566946558E-04 2.079091934E-01 1.450718621E-04 3.706266193E-01 1.117875627E-05 1.205251193E-01 9.272202786E-05 9.814441450E-02 
0L63 65396 319.77 36.258 1.000000000E+00 1.028163945E+00 1.263910486E-09 2.053648996E+03 2.716617237E+00 3.319929329E-06 1.567314238E-04 2.077039139E-01 1.455764017E-04 3.694481907E-01 1.117092677E-05 1.199736350E-01 9.309623959E-05 8.978619222E-02 
0L64 65494 320.04 36.227 1.000000000E+00 1.006422351E+00 1.218497070E-09 1.428782766E+03 1.925779424E+00 4.648263016E-07 1.713914614E-04 2.076672348E-01 1.452524566E-04 3.716697853E-01 1.121111282E-05 1.203532241E-01 9.327415872E-05 8.523079842E-02 
0L65 65596 320.15 36.215 1.000000000E+00 1.036817514E+00 1.333681959E-09 1.886353770E+03 2.487430334E+00 2.130924666E-06 1.585686142E-04 2.081024731E-01 1.451449097E-04 3.707742702E-01 1.119924227E-05 1.201499748E-01 9.330882189E-05 1.084861127E-01 
0L66 65694 320.18 36.212 1.000000000E+00 1.019510661E+00 1.290236416E-09 1.743833723E+03 2.198264868E+00 1.103624068E-06 1.601137423E-04 2.080901134E-01 1.467343257E-04 3.704272588E-01 1.131061202E-05 1.205791700E-01 9.377200868E-05 1.308166408E-01 
0L67 65792 320.15 36.215 1.000000000E+00 1.024725213E+00 1.290354651E-09 1.749403762E+03 2.222678465E+00 1.161831934E-06 1.600799030E-04 2.079808006E-01 1.466063730E-04 3.705659462E-01 1.129904145E-05 1.204343147E-01 9.379100749E-05 1.323657657E-01 
0L68 65892 320.11 36.219 1.000000000E+00 1.041122035E+00 1.335349340E-09 2.014825017E+03 2.670997298E+00 3.054556513E-06 1.587575589E-04 2.085233181E-01 1.467036125E-04 3.714170494E-01 1.136206503E-05 1.216004674E-01 9.367927385E-05 9.896865410E-02 
0L69 65994 320.08 36.223 1.000000000E+00 1.075908373E+00 1.405332517E-09 5.685250213E+17 4.704693669E+00 3.520400004E-05 1.482579420E-04 2.083796375E-01 1.464412350E-04 3.715679325E-01 1.133853349E-05 1.207794131E-01 9.404871400E-05 1.237081956E-01 
0L70 66092 320.09 36.222 1.000000000E+00 1.035554118E+00 1.310870423E-09 1.958064694E+03 2.577429185E+00 2.596905421E-06 1.596824367E-04 2.089115494E-01 1.470017241E-04 3.712883020E-01 1.140239666E-05 1.214590172E-01 9.410579833E-05 9.740882911E-02 
0L71 66194 320.06 36.225 1.000000000E+00 1.034044843E+00 1.309348025E-09 1.987402158E+03 2.627209460E+00 2.840719305E-06 1.594603171E-04 2.088360336E-01 1.470490111E-04 3.708792352E-01 1.138937948E-05 1.209969825E-01 9.432246721E-05 9.630896679E-02 
