fname time Tem kT_1 Nfe tau_r Wph Em t_ass rmsre 
SC3411V10_2.9E+13 1527555323 0 555 2.863213206E+18 1.000000000E+02 3.061190667E-04 6.490508334E-01 5.835306096E+02 1.154193897E-03 
SC3411V11_2.9E+13 1527555323 0 555 6.454529973E+18 1.000000000E+02 3.347082101E-04 6.540828545E-01 6.927656908E+02 1.789036195E-03 
SC3411V12_2.9E+13 1527555323 0 555 6.589320659E+18 1.000000000E+02 3.339484262E-04 6.536546597E-01 6.827236289E+02 1.863255115E-03 
SC3411V13_2.9E+13 1527555323 0 555 7.027128394E+18 1.000000000E+02 3.380514911E-04 6.544136522E-01 7.006246051E+02 1.971274411E-03 
SC3411V1_2.9E+13 1527555323 0 555 5.146602907E+18 1.000000000E+02 3.317738839E-04 6.525295430E-01 6.570256011E+02 2.518223778E-03 
SC3411V2_2.9E+13 1527555323 0 555 5.408913212E+18 1.000000000E+02 3.292977200E-04 6.477330152E-01 5.578881667E+02 2.632947665E-03 
SC3411V3_2.9E+13 1527555323 0 555 8.012514094E+18 1.000000000E+02 3.136951560E-04 6.537868828E-01 6.858089015E+02 1.747801630E-03 
SC3411V4_2.9E+13 1527555323 0 555 8.359172584E+18 1.000000000E+02 3.150192883E-04 6.544235160E-01 7.008603092E+02 1.837913359E-03 
SC3411V5_2.9E+13 1527555323 0 555 6.595020554E+18 1.000000000E+02 3.122339436E-04 6.302182830E-01 3.070147225E+02 1.895582448E-03 
SC3411V6_2.9E+13 1527555323 0 555 6.849088494E+18 1.000000000E+02 3.144524438E-04 6.308453959E-01 3.136509129E+02 2.007627896E-03 
SC3411V7_2.9E+13 1527555323 0 555 6.382434177E+18 1.000000000E+02 3.088261391E-04 6.517776327E-01 6.403932186E+02 1.636810957E-03 
SC3411V8_2.9E+13 1527555323 0 555 6.524743513E+18 1.000000000E+02 3.197133182E-04 6.512867880E-01 6.297634637E+02 1.763605133E-03 
SC3411V9_2.9E+13 1527555323 0 555 2.544364846E+18 1.000000000E+02 3.022353509E-04 6.484856225E-01 5.723913189E+02 1.248136464E-03 
SC342V1_7.1E+11 1527555323 0 555 3.222604708E+17 1.000000000E+02 2.697537454E-04 6.429848867E-01 4.744918813E+02 1.319104331E-03 
SC3491V1_6.6E+12 1527555323 0 555 2.069536955E+18 1.000000000E+02 3.253113123E-04 6.305644772E-01 3.106606415E+02 1.512420171E-03 
SC3491V2_6.6E+12 1527555323 0 555 1.907175993E+18 1.000000000E+02 3.177799204E-04 6.328224417E-01 3.355258719E+02 1.176795963E-03 
SC3491V3_6.6E+12 1527555323 0 555 1.895688111E+18 1.000000000E+02 3.186670051E-04 6.308368672E-01 3.135597063E+02 1.426781385E-03 
SC3491V4_6.6E+12 1527555323 0 555 2.108944457E+18 1.000000000E+02 3.251706325E-04 6.316176457E-01 3.220203703E+02 1.262815765E-03 
SC3491V5_6.6E+12 1527555323 0 555 2.204426474E+18 1.000000000E+02 3.284656016E-04 6.316374276E-01 3.222376708E+02 1.598333324E-03 
SC3491V6_6.6E+12 1527555323 0 555 1.971145647E+18 1.000000000E+02 3.260436510E-04 6.227981093E-01 2.383793591E+02 1.622430954E-03 
SC3492V1_7.6E+12 1527555323 0 555 2.453472230E+18 1.000000000E+02 2.883941451E-04 6.324247306E-01 3.310061257E+02 1.512279087E-03 
SC3492V2_7.6E+12 1527555323 0 555 2.319778981E+18 1.000000000E+02 2.898519491E-04 6.256348164E-01 2.625907551E+02 1.243665553E-03 
SC3492V3_7.6E+12 1527555323 0 555 2.600215794E+18 1.000000000E+02 2.960792358E-04 6.243987632E-01 2.517525357E+02 1.219038229E-03 
SC3492V4_7.6E+12 1527555323 0 555 2.496064918E+18 1.000000000E+02 2.925470979E-04 6.322455019E-01 3.289892507E+02 1.446499278E-03 
SC3492V5_7.6E+12 1527555323 0 555 2.594693787E+18 1.000000000E+02 2.925460478E-04 6.324153831E-01 3.309006331E+02 1.476048465E-03 
SC3501V10_2.8E+13 1527555323 0 555 6.638824320E+18 1.000000000E+02 3.172165847E-04 6.494299980E-01 5.911244957E+02 1.888469838E-03 
SC3501V11_2.8E+13 1527555323 0 555 6.810995115E+18 1.000000000E+02 3.204609146E-04 6.512212842E-01 6.283583196E+02 1.801400825E-03 
SC3501V12_2.8E+13 1527555323 0 555 6.975118987E+18 1.000000000E+02 3.208749627E-04 6.520217300E-01 6.457460131E+02 1.984216788E-03 
SC3501V1_2.8E+13 1527555323 0 555 5.683761120E+18 1.000000000E+02 3.154181535E-04 6.487897220E-01 5.783578842E+02 2.009534641E-03 
SC3501V2_2.8E+13 1527555323 0 555 5.251437671E+18 1.000000000E+02 3.295245715E-04 6.517377290E-01 6.395224024E+02 1.392632818E-03 
SC3501V3_2.8E+13 1527555323 0 555 5.176147299E+18 1.000000000E+02 3.128141111E-04 6.438419012E-01 4.885633825E+02 1.678822727E-03 
SC3501V4_2.8E+13 1527555323 0 555 5.273267601E+18 1.000000000E+02 3.184366978E-04 6.522167207E-01 6.500540774E+02 1.570131132E-03 
SC3501V5_2.8E+13 1527555323 0 555 5.005863394E+18 1.000000000E+02 3.083296341E-04 6.474535263E-01 5.525963381E+02 1.810550295E-03 
SC3501V6_2.8E+13 1527555323 0 555 4.593117129E+18 1.000000000E+02 3.013780612E-04 6.507179599E-01 6.176654201E+02 1.392538803E-03 
SC3501V7_2.8E+13 1527555323 0 555 6.135070892E+18 1.000000000E+02 3.212800019E-04 6.490014137E-01 5.825480479E+02 1.954229023E-03 
SC3501V8_2.8E+13 1527555323 0 555 6.151947873E+18 1.000000000E+02 3.248242210E-04 6.500207575E-01 6.031536050E+02 1.777859850E-03 
SC3501V9_2.8E+13 1527555323 0 555 4.533095754E+18 1.000000000E+02 3.014149646E-04 6.461262002E-01 5.281419925E+02 1.317044090E-03 
SC3502V10_1.9E+13 1527555323 0 555 3.148894880E+18 1.000000000E+02 3.076688894E-04 6.425705477E-01 4.678348273E+02 1.337797083E-03 
SC3502V11_1.9E+13 1527555323 0 555 3.226336520E+18 1.000000000E+02 3.091237868E-04 6.398743203E-01 4.267388943E+02 1.296816471E-03 
SC3502V12_1.9E+13 1527555323 0 555 4.375845851E+18 1.000000000E+02 3.179649315E-04 6.460106052E-01 5.260642295E+02 1.902729132E-03 
SC3502V1_1.9E+13 1527555323 0 555 4.498768842E+18 1.000000000E+02 3.222703117E-04 6.451888408E-01 5.115271465E+02 1.639980502E-03 
SC3502V2_1.9E+13 1527555323 0 555 4.848473000E+18 1.000000000E+02 3.176091683E-04 6.464205345E-01 5.334696331E+02 1.700087495E-03 
SC3502V3_1.9E+13 1527555323 0 555 5.138707344E+18 1.000000000E+02 3.238742764E-04 6.469127196E-01 5.424988423E+02 1.843938951E-03 
SC3502V4_1.9E+13 1527555323 0 555 5.396081485E+18 1.000000000E+02 3.248882825E-04 6.475423758E-01 5.542731447E+02 1.956637310E-03 
SC3502V5_1.9E+13 1527482620 0 555 4.187200029E+18 1.000000000E+02 3.177204099E-04 6.448587628E-01 5.058017535E+02 1.493937579E-03 
SC3502V6_1.9E+13 1527482620 0 555 4.308257105E+18 1.000000000E+02 3.199095641E-04 6.411992311E-01 4.464612396E+02 1.709897454E-03 
SC3502V7_1.9E+13 1527482620 0 555 4.099998572E+18 1.000000000E+02 3.165443671E-04 6.390743391E-01 4.152548797E+02 1.459750110E-03 
SC3502V8_1.9E+13 1527482620 0 555 4.363910543E+18 1.000000000E+02 3.156476735E-04 6.450346854E-01 5.088452109E+02 1.653789679E-03 
SC3502V9_1.9E+13 1527482620 0 555 2.770460375E+18 1.000000000E+02 3.023372879E-04 6.422705721E-01 4.630735762E+02 1.234515653E-03 
SC3503_1.4E+13 1527482620 0 555 4.187993532E+18 1.000000000E+02 3.217808061E-04 6.514576597E-01 6.334436984E+02 2.091771978E-03 
SC3521V1_4.2E+13 1527482620 0 555 8.869602482E+18 1.000000000E+02 3.429012133E-04 6.555295038E-01 7.277979273E+02 1.575281053E-03 
SC3521V2_4.2E+13 1527482620 0 555 7.668350142E+18 1.000000000E+02 3.331324103E-04 6.529441170E-01 6.663800831E+02 1.927917641E-03 
SC3521V3_4.2E+13 1527482620 0 555 7.526818069E+18 1.000000000E+02 3.403441686E-04 6.502157373E-01 6.071772926E+02 1.819346297E-03 
SC3521V4_4.2E+13 1527482620 0 555 8.497396535E+18 1.000000000E+02 3.393748174E-04 6.551405166E-01 7.182076553E+02 1.657736230E-03 
SC3521V5_4.2E+13 1527482620 0 555 7.791452845E+18 1.000000000E+02 3.399660856E-04 6.466838064E-01 5.382805410E+02 2.524222369E-03 
SC3521V6_4.2E+13 1527482620 0 555 7.939938130E+18 1.000000000E+02 3.383878086E-04 6.471054287E-01 5.460756104E+02 2.247009567E-03 
SC3521V7_4.2E+13 1527482620 0 555 9.038302740E+18 1.000000000E+02 3.455303866E-04 6.560805129E-01 7.416023432E+02 1.701902148E-03 
SC3521V8_4.2E+13 1527482620 0 555 8.141267058E+18 1.000000000E+02 3.331211485E-04 6.469582451E-01 5.433416981E+02 1.774942854E-03 
SC3753V1_1.3E+12 1527482620 0 555 5.648073166E+17 1.000000000E+02 2.415486095E-04 6.468532739E-01 5.414002396E+02 1.409275599E-03 
SC4023V1_3.7E+12 1527482620 0 555 1.966503468E+18 1.000000000E+02 2.481944032E-04 6.512903929E-01 6.298408862E+02 2.153170232E-03 
SC4023V2_7.2E+12 1527482620 0 555 1.649748789E+18 1.000000000E+02 3.086337078E-04 6.475384851E-01 5.541996111E+02 3.720319015E-03 
SC4023V3_7.2E+12 1527482620 0 555 2.443392071E+18 1.000000000E+02 2.863144822E-04 6.507861602E-01 6.191035769E+02 1.673206747E-03 
SC4023V4_7.2E+12 1527482620 0 555 2.817350189E+18 1.000000000E+02 2.861976241E-04 6.511898472E-01 6.276850680E+02 1.389379894E-03 
SC4023V5_3.7E+12 1527482620 0 555 8.399748965E+17 1.000000000E+02 2.691394348E-04 6.495014106E-01 5.925657634E+02 4.145206184E-03 
