fname time Tem kT_1 I01 n1 Rsh1 I02 n2 Rsh2 Rs Iph Voc Isc FF Pm Vm Im rmsre 
0L11 36046 304.06 38.131 1.068971982E-09 2.737856665E+00 9.975706438E+03 1.201722717E-04 4.798977238E+00 2.191403072E+03 0.000000000E+00 1.929038000E-04 4.542384846E-01 1.782155968E-04 4.101952386E-01 3.320628190E-05 2.750885336E-01 1.207099505E-04 9.840941284E-01 
0L12 36684 305.01 38.013 8.038414125E-10 2.658372203E+00 9.816269490E+03 1.212836841E-04 4.758801273E+00 2.087337731E+03 0.000000000E+00 1.926473000E-04 4.531234352E-01 1.783669515E-04 4.128681788E-01 3.336893343E-05 2.737382578E-01 1.218996875E-04 5.182692045E-01 
0L13 37320 306.03 37.886 1.442664476E-09 2.743795209E+00 9.766056263E+03 1.240276637E-04 4.519433836E+00 1.955372101E+03 0.000000000E+00 1.923719000E-04 4.514194801E-01 1.785145772E-04 4.133093946E-01 3.330652006E-05 2.736875042E-01 1.216946128E-04 1.065236540E+00 
0L14 37974 307.02 37.764 1.940992287E-09 2.802181566E+00 1.027160996E+04 1.424125685E-04 4.887702231E+00 1.941460665E+03 0.000000000E+00 1.921046000E-04 4.499037273E-01 1.783433081E-04 4.138194690E-01 3.320376478E-05 2.759925663E-01 1.203028687E-04 8.513743497E-01 
0L15 38602 308.01 37.642 1.694426857E-09 2.764536877E+00 1.048603197E+04 1.544006745E-04 5.090137718E+00 1.909790560E+03 0.000000000E+00 1.918373000E-04 4.484233768E-01 1.783347828E-04 4.163701826E-01 3.329690929E-05 2.730718460E-01 1.219341346E-04 7.993978968E-01 
0L16 39238 309.02 37.519 1.773368085E-09 2.740256975E+00 1.026263247E+04 1.539514696E-04 4.928757530E+00 1.790142520E+03 0.000000000E+00 1.915646000E-04 4.466189728E-01 1.784600232E-04 4.199219377E-01 3.346930369E-05 2.733865395E-01 1.224252314E-04 1.041292954E+00 
0L17 39866 310.01 37.399 3.360721689E-09 2.863174754E+00 1.087470708E+04 1.705710032E-04 5.043588068E+00 1.750128745E+03 0.000000000E+00 1.912973000E-04 4.458235554E-01 1.785027601E-04 4.186040563E-01 3.331281855E-05 2.737428879E-01 1.216927323E-04 9.590525662E-01 
0L18 40490 311.03 37.277 3.695861179E-09 2.850308439E+00 1.103676957E+04 1.781233656E-04 5.117511855E+00 1.679410281E+03 0.000000000E+00 1.910219000E-04 4.438175747E-01 1.787594706E-04 4.199568414E-01 3.331794571E-05 2.711706905E-01 1.228687793E-04 7.921067480E-01 
0L19 41120 312.01 37.16 3.867437232E-09 2.848737393E+00 1.120680464E+04 1.907457702E-04 5.214645038E+00 1.633105738E+03 0.000000000E+00 1.907573000E-04 4.421822422E-01 1.785090675E-04 4.211977152E-01 3.324662658E-05 2.715647280E-01 1.224279805E-04 6.125453189E-01 
0L20 41746 313.02 37.04 5.861622602E-09 2.920398687E+00 1.144107483E+04 2.019912928E-04 5.166916177E+00 1.562082874E+03 0.000000000E+00 1.904846000E-04 4.420646767E-01 1.786256421E-04 4.211420998E-01 3.325510129E-05 2.714354017E-01 1.225158930E-04 9.840952445E-01 
0L21 42376 314.03 36.921 6.129223863E-09 2.914361112E+00 1.176605583E+04 2.172462060E-04 5.450331479E+00 1.533960751E+03 0.000000000E+00 1.902119000E-04 4.395544540E-01 1.784161629E-04 4.232145379E-01 3.319001571E-05 2.694727148E-01 1.231687093E-04 4.428197740E-01 
0L22 43004 315.02 36.805 5.938532714E-09 2.889086612E+00 1.207101230E+04 2.328102940E-04 5.711406271E+00 1.494133340E+03 0.000000000E+00 1.899446000E-04 4.381144608E-01 1.784243930E-04 4.232315975E-01 3.308414380E-05 2.719046217E-01 1.216766170E-04 6.147095584E-01 
0L23 43900 316.01 36.689 6.902255892E-09 2.901550239E+00 1.209483855E+04 2.420289852E-04 5.665208948E+00 1.440876798E+03 0.000000000E+00 1.896773000E-04 4.355903019E-01 1.782025042E-04 4.260658515E-01 3.307263000E-05 2.674677172E-01 1.236569034E-04 6.313202618E-01 
0L24 44512 317.04 36.57 8.437202099E-09 2.903533833E+00 1.230449663E+04 2.481149247E-04 5.787387706E+00 1.372030595E+03 0.000000000E+00 1.893992000E-04 4.343259880E-01 1.784663426E-04 4.265984758E-01 3.306674446E-05 2.693173956E-01 1.227813175E-04 9.771212041E-01 
0L25 45130 318.03 36.456 1.485837111E-08 3.033097923E+00 1.316307564E+04 2.719803005E-04 5.658893953E+00 1.348528529E+03 0.000000000E+00 1.891319000E-04 4.320670948E-01 1.783051763E-04 4.287621588E-01 3.303175076E-05 2.665097391E-01 1.239502938E-04 9.694145697E-01 
0L26 45742 319.04 36.341 1.841200386E-08 3.033842814E+00 1.299829291E+04 2.678699568E-04 5.470866756E+00 1.258891156E+03 0.000000000E+00 1.888592000E-04 4.307042835E-01 1.785145103E-04 4.275835941E-01 3.287560451E-05 2.670299820E-01 1.231163106E-04 7.634968085E-01 
0L27 47026 319.97 36.235 1.702096762E-08 2.998500753E+00 1.333550707E+04 2.871079279E-04 5.717526173E+00 1.246271338E+03 0.000000000E+00 1.886081000E-04 4.294865036E-01 1.783897302E-04 4.277176660E-01 3.277000878E-05 2.663945532E-01 1.230164243E-04 5.304391468E-01 
0L28 47628 321.03 36.116 2.069185501E-08 3.035899441E+00 1.371119286E+04 3.080489730E-04 5.870393417E+00 1.212119155E+03 0.000000000E+00 1.883219000E-04 4.274821159E-01 1.781120386E-04 4.295766675E-01 3.270784338E-05 2.655232443E-01 1.231881844E-04 4.948997231E-01 
0L29 48248 322.02 36.005 2.991175803E-08 3.115029623E+00 1.460083588E+04 3.320314433E-04 5.948538451E+00 1.189445442E+03 0.000000000E+00 1.880546000E-04 4.253145821E-01 1.780287090E-04 4.300750527E-01 3.256451143E-05 2.627901249E-01 1.239187535E-04 6.580138646E-01 
0L30 48864 323.06 35.889 2.743787849E-08 3.071574686E+00 1.484299464E+04 3.524794077E-04 6.261491341E+00 1.161036312E+03 0.000000000E+00 1.877738000E-04 4.237545341E-01 1.780276320E-04 4.301483514E-01 3.245039862E-05 2.619816511E-01 1.238658204E-04 4.869457009E-01 
0L31 49484 323.99 35.786 3.966107330E-08 3.133013901E+00 1.596337795E+04 3.734646694E-04 6.384161081E+00 1.134658301E+03 0.000000000E+00 1.875227000E-04 4.219288322E-01 1.779138417E-04 4.314292013E-01 3.238608699E-05 2.630029583E-01 1.231415815E-04 1.061003307E+00 
0L32 50080 325.01 35.673 5.473452535E-08 3.160614686E+00 1.536334118E+04 3.559202323E-04 5.751063937E+00 1.042682362E+03 0.000000000E+00 1.872473000E-04 4.208541214E-01 1.780975590E-04 4.304007605E-01 3.225986768E-05 2.607590055E-01 1.237148262E-04 1.089258938E+00 
0L33 50694 326.02 35.563 7.723731593E-08 3.232406712E+00 1.708752653E+04 3.905938977E-04 5.978606563E+00 1.033096217E+03 0.000000000E+00 1.869746000E-04 4.194157173E-01 1.778650494E-04 4.313398528E-01 3.217769305E-05 2.609897604E-01 1.232910326E-04 1.448253698E+00 
0L34 51302 327.02 35.454 7.215748015E-08 3.190714730E+00 1.721014738E+04 4.092976280E-04 6.251928463E+00 1.009939887E+03 0.000000000E+00 1.867046000E-04 4.170142357E-01 1.777835112E-04 4.312204614E-01 3.196993256E-05 2.605969618E-01 1.226804472E-04 7.766138865E-01 
0L35 51916 328.02 35.346 9.452304655E-08 3.206510010E+00 1.759935654E+04 4.116298558E-04 6.219699148E+00 9.603001750E+02 0.000000000E+00 1.864346000E-04 4.152852890E-01 1.778473163E-04 4.326569134E-01 3.195490352E-05 2.597321941E-01 1.230299118E-04 6.950031971E-01 
0L36 52528 329.03 35.238 1.328414761E-07 3.318388914E+00 2.084413925E+04 4.801487352E-04 6.671874509E+00 9.871261750E+02 0.000000000E+00 1.861619000E-04 4.137395950E-01 1.775932954E-04 4.310840692E-01 3.167492715E-05 2.568116167E-01 1.233384211E-04 6.706334217E-01 
0L37 53122 330.02 35.132 1.581646582E-07 3.310131707E+00 1.988435879E+04 4.637659611E-04 6.296345547E+00 9.180853302E+02 0.000000000E+00 1.858946000E-04 4.132830994E-01 1.776089038E-04 4.310202750E-01 3.163807704E-05 2.562310560E-01 1.234736937E-04 6.086177332E-01 
0L38 53742 331.03 35.025 1.922487202E-07 3.339006955E+00 2.240142094E+04 5.081589893E-04 6.660913550E+00 9.211395613E+02 0.000000000E+00 1.856219000E-04 4.096361633E-01 1.773937158E-04 4.328840956E-01 3.145633712E-05 2.560043116E-01 1.228686033E-04 9.223768439E-01 
0L39 54352 332.04 34.918 2.276285495E-07 3.379997044E+00 2.428413322E+04 5.486936802E-04 6.846031416E+00 9.141862684E+02 0.000000000E+00 1.853492000E-04 4.086236862E-01 1.770985968E-04 4.321178247E-01 3.127093297E-05 2.547848475E-01 1.227320969E-04 1.242969430E+00 
0L40 54950 333.01 34.816 2.734880758E-07 3.435322151E+00 2.688267512E+04 5.994067455E-04 7.048291781E+00 9.152908328E+02 0.000000000E+00 1.850873000E-04 4.071165100E-01 1.769203424E-04 4.314647000E-01 3.107719094E-05 2.523188652E-01 1.231663786E-04 4.743441086E-01 
0L41 55720 334 34.713 2.905581150E-07 3.411363869E+00 2.692340173E+04 6.131940091E-04 7.202187412E+00 8.842496522E+02 0.000000000E+00 1.848200000E-04 4.052726585E-01 1.766118180E-04 4.311541650E-01 3.086026507E-05 2.511914345E-01 1.228556687E-04 1.024149967E+00 
0L42 56510 335.03 34.606 5.091670749E-07 3.512316429E+00 2.983900596E+04 6.162031805E-04 6.626388756E+00 8.422303294E+02 0.000000000E+00 1.845419000E-04 4.033327248E-01 1.767362784E-04 4.304119823E-01 3.068128318E-05 2.509919483E-01 1.222405379E-04 6.757375215E-01 
0L43 57112 336.05 34.501 5.176279024E-07 3.570205642E+00 4.132054656E+04 7.580032348E-04 7.706454895E+00 9.291651162E+02 0.000000000E+00 1.842665000E-04 4.017653992E-01 1.764877116E-04 4.303972599E-01 3.051803041E-05 2.492311289E-01 1.224508170E-04 3.713984223E-01 
0L44 57812 336.99 34.405 7.455193181E-07 3.622895276E+00 4.339065864E+04 7.675696690E-04 7.463900097E+00 8.858965533E+02 0.000000000E+00 1.840127000E-04 3.995986137E-01 1.763091733E-04 4.299761819E-01 3.029306948E-05 2.476588442E-01 1.223175478E-04 6.918850779E-01 
