fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev  
006_300 006_300.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.127476782E-15 1.000000000E+20 1.228832876E+00 1.435498316E-15 6.629227872E-04 
006_300_SRH 006_300_srh.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.585949386E-15 1.000000000E+20 1.230827680E+00 1.427511437E-15 7.739248027E-04 
007_300 007_300.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.214232407E-15 1.000000000E+20 1.231027992E+00 2.094193560E-15 7.682970642E-04 
007_300_SRH 007_300_srh.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.704515404E-15 1.000000000E+20 1.232324666E+00 2.086750907E-15 8.587221616E-04 
008_300 008_300.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.504031931E-15 1.000000000E+20 1.233119845E+00 3.056413048E-15 8.967593376E-04 
008_300_SRH 008_300_srh.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.028021365E-15 1.000000000E+20 1.233955201E+00 3.049538898E-15 9.718158237E-04 
009_300 009_300.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.999907463E-15 1.000000000E+20 1.235602318E+00 4.468585434E-15 1.057792274E-03 
009_300_SRH 009_300_srh.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.557609473E-15 1.000000000E+20 1.235951878E+00 4.460265841E-15 1.119262626E-03 
010_300 010_300.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 9.717471407E-15 1.000000000E+20 1.237135362E+00 6.524469662E-15 1.252255050E-03 
010_300_SRH 010_300_srh.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 9.315684913E-15 1.000000000E+20 1.239330270E+00 6.529145752E-15 1.300340531E-03 
011_300 011_300.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.176179926E-14 1.000000000E+20 1.248817599E+00 9.592059673E-15 1.498360876E-03 
011_300_SRH 011_300_srh.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.139054535E-14 1.000000000E+20 1.250991562E+00 9.600966009E-15 1.547029197E-03 
012_300 012_300.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.410694334E-14 1.000000000E+20 1.252414485E+00 1.404992682E-14 1.774174134E-03 
012_300_SRH 012_300_srh.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.374825660E-14 1.000000000E+20 1.252580154E+00 1.404568848E-14 1.808730657E-03 
013_300 013_300.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.684047351E-14 1.000000000E+20 1.253674904E+00 2.056862188E-14 2.077345534E-03 
013_300_SRH 013_300_srh.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.649980624E-14 1.000000000E+20 1.253771882E+00 2.056401104E-14 2.109631420E-03 
014_300 014_300.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.011581976E-14 1.000000000E+20 1.260548180E+00 3.060839165E-14 2.453316397E-03 
014_300_SRH 014_300_srh.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.980528541E-14 1.000000000E+20 1.261947247E+00 3.071648640E-14 2.500162053E-03 
015_300 015_300.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.393164325E-14 1.000000000E+20 1.263978788E+00 4.516542418E-14 2.873237107E-03 
015_300_SRH 015_300_srh.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.361614727E-14 1.000000000E+20 1.263992687E+00 4.515774648E-14 2.900062579E-03 
016_300 016_300.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.832442879E-14 1.000000000E+20 1.264634249E+00 6.619206238E-14 3.306497228E-03 
016_300_SRH 016_300_srh.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.801775773E-14 1.000000000E+20 1.264625765E+00 6.618132033E-14 3.330436940E-03 
017_300 017_300.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.360387915E-14 1.000000000E+20 1.274103192E+00 9.809887660E-14 3.774404114E-03 
017_300_SRH 017_300_srh.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.338240712E-14 1.000000000E+20 1.274977932E+00 9.810093593E-14 3.785874870E-03 
018_300 018_300.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.960964206E-14 1.000000000E+20 1.276212287E+00 1.438905793E-13 4.460970253E-03 
018_300_SRH 018_300_srh.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.931482451E-14 1.000000000E+20 1.276211585E+00 1.438886173E-13 4.477903768E-03 
019_300 019_300.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.741397742E-14 1.000000000E+20 1.283448440E+00 2.112120139E-13 5.116697430E-03 
019_300_SRH 019_300_srh.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.712742615E-14 1.000000000E+20 1.283500949E+00 2.112233676E-13 5.133471355E-03 
