Method versus Method Nemenyi Holm Shaffer
MABC versus PSO 1.460750995E-02 5.297228882E-03 5.136706794E-03
TLBO versus NDE 2.831124166E-02 9.955601464E-03 9.955601464E-03
MABC versus ISCA 6.085283464E-02 2.073008653E-02 2.073008653E-02
STLBO versus NDE 6.704626920E-02 2.210316567E-02 2.210316567E-02
IJAYA versus MABC 6.923756475E-02 2.210316567E-02 2.210316567E-02
GOTLBO versus NNA 1.077759274E-01 3.316182382E-02 3.316182382E-02
MABC versus WW 2.359630314E-01 6.741800897E-02 6.741800897E-02
GOTLBO versus CWOA 3.729177076E-01 1.024499197E-01 1.024499197E-01
DE versus GOTLBO 4.917461797E-01 1.296913001E-01 1.296913001E-01
ADELI versus EBLSHADE 6.437624944E-01 1.627092019E-01 1.627092019E-01
GOTLBO versus PSO 6.788071063E-01 1.641072125E-01 1.641072125E-01
GOTLBO versus ISCA 1.000000000E+00 4.462626576E-01 4.462626576E-01
TLBO versus EBLSHADE 1.000000000E+00 8.676796801E-01 8.676796801E-01
DE versus EBLSHADE 1.000000000E+00 1.000000000E+00 1.000000000E+00
DE versus ADELI 1.000000000E+00 1.000000000E+00 1.000000000E+00
DE versus NDE 1.000000000E+00 1.000000000E+00 1.000000000E+00
DE versus MABC 1.000000000E+00 1.000000000E+00 1.000000000E+00
DE versus TLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
DE versus STLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
DE versus IJAYA 1.000000000E+00 1.000000000E+00 1.000000000E+00
EBLSHADE versus ADELI 1.000000000E+00 1.000000000E+00 1.000000000E+00
EBLSHADE versus NDE 1.000000000E+00 1.000000000E+00 1.000000000E+00
EBLSHADE versus TLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
EBLSHADE versus STLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
EBLSHADE versus IJAYA 1.000000000E+00 1.000000000E+00 1.000000000E+00
ADELI versus TLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
ADELI versus STLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
ADELI versus IJAYA 1.000000000E+00 1.000000000E+00 1.000000000E+00
NDE versus EBLSHADE 1.000000000E+00 1.000000000E+00 1.000000000E+00
NDE versus ADELI 1.000000000E+00 1.000000000E+00 1.000000000E+00
NDE versus TLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
NDE versus STLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
NDE versus IJAYA 1.000000000E+00 1.000000000E+00 1.000000000E+00
MABC versus DE 1.000000000E+00 1.000000000E+00 1.000000000E+00
MABC versus EBLSHADE 1.000000000E+00 1.000000000E+00 1.000000000E+00
MABC versus ADELI 1.000000000E+00 1.000000000E+00 1.000000000E+00
MABC versus NDE 1.000000000E+00 1.000000000E+00 1.000000000E+00
MABC versus TLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
MABC versus GOTLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
MABC versus STLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
MABC versus IJAYA 1.000000000E+00 1.000000000E+00 1.000000000E+00
TLBO versus ADELI 1.000000000E+00 1.000000000E+00 1.000000000E+00
TLBO versus STLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
TLBO versus IJAYA 1.000000000E+00 1.000000000E+00 1.000000000E+00
GOTLBO versus DE 1.000000000E+00 1.000000000E+00 1.000000000E+00
GOTLBO versus EBLSHADE 1.000000000E+00 1.000000000E+00 1.000000000E+00
GOTLBO versus ADELI 1.000000000E+00 1.000000000E+00 1.000000000E+00
GOTLBO versus NDE 1.000000000E+00 1.000000000E+00 1.000000000E+00
GOTLBO versus MABC 1.000000000E+00 1.000000000E+00 1.000000000E+00
GOTLBO versus TLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
GOTLBO versus STLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
GOTLBO versus IJAYA 1.000000000E+00 1.000000000E+00 1.000000000E+00
GOTLBO versus WW 1.000000000E+00 1.000000000E+00 1.000000000E+00
STLBO versus EBLSHADE 1.000000000E+00 1.000000000E+00 1.000000000E+00
STLBO versus ADELI 1.000000000E+00 1.000000000E+00 1.000000000E+00
STLBO versus TLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
STLBO versus IJAYA 1.000000000E+00 1.000000000E+00 1.000000000E+00
PSO versus DE 1.000000000E+00 1.000000000E+00 1.000000000E+00
PSO versus EBLSHADE 1.000000000E+00 1.000000000E+00 1.000000000E+00
PSO versus ADELI 1.000000000E+00 1.000000000E+00 1.000000000E+00
PSO versus NDE 1.000000000E+00 1.000000000E+00 1.000000000E+00
PSO versus MABC 1.000000000E+00 1.000000000E+00 1.000000000E+00
PSO versus TLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
PSO versus GOTLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
PSO versus STLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
PSO versus IJAYA 1.000000000E+00 1.000000000E+00 1.000000000E+00
PSO versus ISCA 1.000000000E+00 1.000000000E+00 1.000000000E+00
PSO versus NNA 1.000000000E+00 1.000000000E+00 1.000000000E+00
PSO versus CWOA 1.000000000E+00 1.000000000E+00 1.000000000E+00
PSO versus WW 1.000000000E+00 1.000000000E+00 1.000000000E+00
IJAYA versus DE 1.000000000E+00 1.000000000E+00 1.000000000E+00
IJAYA versus EBLSHADE 1.000000000E+00 1.000000000E+00 1.000000000E+00
IJAYA versus ADELI 1.000000000E+00 1.000000000E+00 1.000000000E+00
IJAYA versus NDE 1.000000000E+00 1.000000000E+00 1.000000000E+00
IJAYA versus TLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
IJAYA versus STLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
ISCA versus DE 1.000000000E+00 1.000000000E+00 1.000000000E+00
ISCA versus EBLSHADE 1.000000000E+00 1.000000000E+00 1.000000000E+00
ISCA versus ADELI 1.000000000E+00 1.000000000E+00 1.000000000E+00
ISCA versus NDE 1.000000000E+00 1.000000000E+00 1.000000000E+00
ISCA versus MABC 1.000000000E+00 1.000000000E+00 1.000000000E+00
ISCA versus TLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
ISCA versus GOTLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
ISCA versus STLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
ISCA versus PSO 1.000000000E+00 1.000000000E+00 1.000000000E+00
ISCA versus IJAYA 1.000000000E+00 1.000000000E+00 1.000000000E+00
ISCA versus NNA 1.000000000E+00 1.000000000E+00 1.000000000E+00
ISCA versus CWOA 1.000000000E+00 1.000000000E+00 1.000000000E+00
ISCA versus WW 1.000000000E+00 1.000000000E+00 1.000000000E+00
NNA versus DE 1.000000000E+00 1.000000000E+00 1.000000000E+00
NNA versus EBLSHADE 1.000000000E+00 1.000000000E+00 1.000000000E+00
NNA versus ADELI 1.000000000E+00 1.000000000E+00 1.000000000E+00
NNA versus NDE 1.000000000E+00 1.000000000E+00 1.000000000E+00
NNA versus MABC 1.000000000E+00 1.000000000E+00 1.000000000E+00
NNA versus TLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
NNA versus GOTLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
NNA versus STLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
NNA versus PSO 1.000000000E+00 1.000000000E+00 1.000000000E+00
NNA versus IJAYA 1.000000000E+00 1.000000000E+00 1.000000000E+00
NNA versus ISCA 1.000000000E+00 1.000000000E+00 1.000000000E+00
NNA versus CWOA 1.000000000E+00 1.000000000E+00 1.000000000E+00
NNA versus WW 1.000000000E+00 1.000000000E+00 1.000000000E+00
CWOA versus DE 1.000000000E+00 1.000000000E+00 1.000000000E+00
CWOA versus EBLSHADE 1.000000000E+00 1.000000000E+00 1.000000000E+00
CWOA versus ADELI 1.000000000E+00 1.000000000E+00 1.000000000E+00
CWOA versus NDE 1.000000000E+00 1.000000000E+00 1.000000000E+00
CWOA versus MABC 1.000000000E+00 1.000000000E+00 1.000000000E+00
CWOA versus TLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
CWOA versus GOTLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
CWOA versus STLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
CWOA versus PSO 1.000000000E+00 1.000000000E+00 1.000000000E+00
CWOA versus IJAYA 1.000000000E+00 1.000000000E+00 1.000000000E+00
CWOA versus ISCA 1.000000000E+00 1.000000000E+00 1.000000000E+00
CWOA versus NNA 1.000000000E+00 1.000000000E+00 1.000000000E+00
CWOA versus WW 1.000000000E+00 1.000000000E+00 1.000000000E+00
WW versus DE 1.000000000E+00 1.000000000E+00 1.000000000E+00
WW versus EBLSHADE 1.000000000E+00 1.000000000E+00 1.000000000E+00
WW versus ADELI 1.000000000E+00 1.000000000E+00 1.000000000E+00
WW versus NDE 1.000000000E+00 1.000000000E+00 1.000000000E+00
WW versus MABC 1.000000000E+00 1.000000000E+00 1.000000000E+00
WW versus TLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
WW versus GOTLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
WW versus STLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
WW versus PSO 1.000000000E+00 1.000000000E+00 1.000000000E+00
WW versus IJAYA 1.000000000E+00 1.000000000E+00 1.000000000E+00
WW versus ISCA 1.000000000E+00 1.000000000E+00 1.000000000E+00
WW versus NNA 1.000000000E+00 1.000000000E+00 1.000000000E+00
WW versus CWOA 1.000000000E+00 1.000000000E+00 1.000000000E+00
