fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc FF Pm Vm Im rmsre 
0L11 27754 300.16 38.627 1.000000000E+00 1.624975121E+00 5.519289654E-12 1.000000000E+20 4.775957273E+00 4.925758371E-05 2.400157799E-03 4.668379824E-01 2.399157799E-03 5.114341473E-01 5.728154437E-04 3.235656734E-01 1.770368972E-03 1.070647585E-01 
0L12 27874 300.15 38.628 1.000000000E+00 1.720645717E+00 5.895474447E-12 1.000000000E+20 4.780786803E+00 4.939312182E-05 2.399528102E-03 4.670671004E-01 2.398528102E-03 5.100693230E-01 5.714171794E-04 3.259950394E-01 1.752789442E-03 1.407680274E-01 
0L13 27992 300.15 38.628 1.000000000E+00 1.579063019E+00 5.253241654E-12 1.000000000E+20 4.530347801E+00 4.164556788E-05 2.397738027E-03 4.676891197E-01 2.396738027E-03 5.132478656E-01 5.753140563E-04 3.262343701E-01 1.763587398E-03 2.045257975E-01 
0L14 28112 300.14 38.629 1.000000000E+00 1.721449721E+00 5.920790227E-12 1.000000000E+20 4.645986388E+00 4.531362041E-05 2.397872742E-03 4.664891376E-01 2.396872742E-03 5.127090631E-01 5.732677443E-04 3.235073326E-01 1.772076513E-03 1.828098499E-01 
0L15 28234 300.13 38.631 1.000000000E+00 1.678642150E+00 5.334135460E-12 1.000000000E+20 4.494351750E+00 4.043213835E-05 2.395803175E-03 4.673740858E-01 2.394803175E-03 5.103274256E-01 5.711936391E-04 3.261389439E-01 1.751353847E-03 1.972897290E-01 
0L16 28364 300.15 38.628 1.000000000E+00 1.693956011E+00 6.054867287E-12 1.000000000E+20 4.990544219E+00 5.630231291E-05 2.400537390E-03 4.663172182E-01 2.399537390E-03 5.105302568E-01 5.712555850E-04 3.255822975E-01 1.754561758E-03 5.415868136E-02 
0L17 28470 300.11 38.633 1.000000000E+00 1.693046881E+00 5.717802172E-12 1.000000000E+20 4.733615443E+00 4.798867761E-05 2.400885786E-03 4.676065883E-01 2.399885786E-03 5.100111027E-01 5.723356860E-04 3.219440694E-01 1.777755248E-03 1.353621299E-01 
0L18 28590 300.03 38.643 1.000000000E+00 1.642935171E+00 5.503896142E-12 1.000000000E+20 4.733325046E+00 4.822203874E-05 2.399469194E-03 4.665405260E-01 2.398469194E-03 5.118745955E-01 5.727790111E-04 3.263897850E-01 1.754977374E-03 1.409674128E-01 
0L19 28714 300.13 38.631 1.000000000E+00 1.718901952E+00 5.841700236E-12 1.000000000E+20 4.800473983E+00 5.017893534E-05 2.399422572E-03 4.672703261E-01 2.398422572E-03 5.089901796E-01 5.704312482E-04 3.252390867E-01 1.753803312E-03 1.007641500E-01 
0L20 28838 300.13 38.631 1.000000000E+00 8.794035379E-01 3.749607164E-12 1.000000000E+20 5.000000000E+00 5.813316066E-05 2.402772132E-03 4.662777030E-01 2.401772132E-03 5.103239198E-01 5.715080798E-04 3.277948372E-01 1.743327383E-03 9.423263255E-02 
0L21 30748 298.98 38.779 1.000000000E+00 1.926800726E+00 4.289778241E-12 1.000000000E+20 4.483963619E+00 4.008426292E-05 2.419510404E-03 4.694044585E-01 2.418510404E-03 5.096743358E-01 5.786126655E-04 3.274337254E-01 1.767069059E-03 1.909293830E-01 
0L22 30880 299.27 38.742 1.000000000E+00 1.966562187E+00 4.859991771E-12 1.000000000E+20 4.568087649E+00 4.302264604E-05 2.413426911E-03 4.678338300E-01 2.412426911E-03 5.078043215E-01 5.731155342E-04 3.230493753E-01 1.768786573E-03 1.889659760E-01 
0L23 30996 299.83 38.669 1.000000000E+00 2.037651187E+00 5.677724835E-12 1.000000000E+20 4.656371165E+00 4.612805292E-05 2.415590293E-03 4.659683251E-01 2.414590293E-03 5.110414375E-01 5.749842682E-04 3.274387564E-01 1.755805397E-03 1.642752378E-01 
0L24 31122 300.08 38.637 1.000000000E+00 2.255530607E+00 8.462965214E-12 1.000000000E+20 5.000000000E+00 5.747493121E-05 2.417594122E-03 4.665899743E-01 2.416594122E-03 5.098033135E-01 5.748331049E-04 3.298250674E-01 1.742258185E-03 2.271325943E-01 
0L25 31236 300.02 38.645 1.000000000E+00 2.102464892E+00 6.134266643E-12 1.000000000E+20 4.725062146E+00 4.802338747E-05 2.415491585E-03 4.684423487E-01 2.414491585E-03 5.088903161E-01 5.755804474E-04 3.248787088E-01 1.771723569E-03 2.084897055E-01 
0L26 31356 299.97 38.651 1.000000000E+00 2.005448520E+00 5.751912450E-12 1.000000000E+20 4.619190176E+00 4.480119778E-05 2.410826847E-03 4.687189990E-01 2.409826847E-03 5.093817023E-01 5.753627433E-04 3.266991254E-01 1.761119280E-03 2.150578880E-01 
0L27 31476 299.96 38.652 1.000000000E+00 2.123931111E+00 6.197908168E-12 1.000000000E+20 4.731765059E+00 4.817496525E-05 2.411473596E-03 4.672715668E-01 2.410473596E-03 5.106099250E-01 5.751233312E-04 3.230140227E-01 1.780510494E-03 1.597684502E-01 
0L28 31598 299.98 38.65 1.000000000E+00 2.083453008E+00 6.040183773E-12 1.000000000E+20 4.685411690E+00 4.689550018E-05 2.409790286E-03 4.666587046E-01 2.408790286E-03 5.120221780E-01 5.755554026E-04 3.264040634E-01 1.763392256E-03 1.623797539E-01 
0L29 31720 299.99 38.649 1.000000000E+00 2.034202398E+00 5.950340812E-12 1.000000000E+20 4.726936564E+00 4.943816788E-05 2.410420360E-03 4.655027695E-01 2.409420360E-03 -4.948324115E+05 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 3.363053734E-01 
0L30 31838 299.98 38.65 1.000000000E+00 1.953830191E+00 5.349634710E-12 1.000000000E+20 4.509044631E+00 4.124446391E-05 2.406286079E-03 4.679877022E-01 2.405286079E-03 5.113900570E-01 5.756433054E-04 3.277789742E-01 1.756068672E-03 1.960939209E-01 
0L31 31958 300 38.647 1.000000000E+00 1.992760316E+00 5.400720456E-12 1.000000000E+20 4.570821645E+00 4.351057206E-05 2.410541035E-03 4.679138155E-01 2.409541035E-03 5.102909795E-01 5.753314122E-04 3.323928220E-01 1.730521006E-03 2.063781920E-01 
0L32 32078 299.99 38.649 1.000000000E+00 2.115924631E+00 6.249472590E-12 1.000000000E+20 4.724367598E+00 4.841750500E-05 2.413243630E-03 4.673797546E-01 2.412243630E-03 5.079037617E-01 5.726278862E-04 3.248444289E-01 1.762718983E-03 1.816096502E-01 
0L33 32196 299.99 38.649 1.000000000E+00 2.092551488E+00 6.111750194E-12 1.000000000E+20 4.747948789E+00 4.832303371E-05 2.410357036E-03 4.687203387E-01 2.409357036E-03 5.080242909E-01 5.737192721E-04 3.241335124E-01 1.769777416E-03 1.641061999E-01 
0L34 32318 299.99 38.649 1.000000000E+00 2.066076710E+00 6.051101671E-12 1.000000000E+20 4.779768231E+00 4.995975012E-05 2.411461447E-03 4.679278185E-01 2.410461447E-03 5.090231075E-01 5.741383445E-04 3.255045057E-01 1.763815990E-03 1.617013470E-01 
0L35 32442 300 38.647 1.000000000E+00 2.183940035E+00 6.845920765E-12 1.000000000E+20 4.926883119E+00 5.368084030E-05 2.408656414E-03 4.683093732E-01 2.407656414E-03 4.253834717E-01 4.796318033E-04 3.297287203E-01 1.464405811E-03 1.389701990E-01 
0L36 32560 300 38.647 1.000000000E+00 2.043155495E+00 6.030515840E-12 1.000000000E+20 4.601306920E+00 4.600116055E-05 2.410700057E-03 4.632046591E-01 2.409700057E-03 5.278917210E-01 5.892244477E-04 3.356800087E-01 1.762888463E-03 3.111023105E-01 
0L37 32676 299.98 38.65 1.000000000E+00 1.987504366E+00 5.571043170E-12 1.000000000E+20 4.602556264E+00 4.431290663E-05 2.409498317E-03 4.670798277E-01 2.408498317E-03 5.125998499E-01 5.766548288E-04 3.282189543E-01 1.756886545E-03 1.595050069E-01 
0L38 32796 299.98 38.65 1.000000000E+00 2.105362490E+00 6.117768865E-12 1.000000000E+20 4.541982617E+00 4.203343095E-05 2.406438408E-03 4.676161550E-01 2.405438408E-03 5.131659493E-01 5.772202772E-04 3.256100209E-01 1.772823003E-03 2.055891815E-01 
0L39 32920 300 38.647 1.000000000E+00 2.090028147E+00 5.886283990E-12 1.000000000E+20 4.548150507E+00 4.256089887E-05 2.407461844E-03 4.677062646E-01 2.406461844E-03 5.107062360E-01 5.748086938E-04 3.237072478E-01 1.775752035E-03 2.234362716E-01 
0L40 33036 299.98 38.65 1.000000000E+00 2.057453684E+00 5.805042939E-12 1.000000000E+20 4.615735675E+00 4.441296390E-05 2.408637844E-03 4.688416260E-01 2.407637844E-03 5.111060538E-01 5.769369436E-04 3.270088301E-01 1.764293509E-03 2.230741775E-01 
0L41 33156 299.98 38.65 1.000000000E+00 2.117816267E+00 6.184320561E-12 1.000000000E+20 4.834380978E+00 5.171317662E-05 2.412753860E-03 4.667426982E-01 2.411753860E-03 5.116643304E-01 5.759644214E-04 3.290452523E-01 1.750297620E-03 1.169042075E-01 
0L42 33276 299.98 38.65 1.000000000E+00 2.136371195E+00 6.442345446E-12 1.000000000E+20 4.848862056E+00 5.176079543E-05 2.411418950E-03 4.670344734E-01 2.410418950E-03 5.117849925E-01 5.761413130E-04 3.261153334E-01 1.766778483E-03 1.258561710E-01 
0L43 33396 299.98 38.65 1.000000000E+00 2.068764104E+00 6.005206726E-12 1.000000000E+20 4.804456413E+00 5.082154026E-05 2.411303510E-03 4.681497984E-01 2.410303510E-03 5.063342498E-01 5.713390117E-04 3.203645181E-01 1.783397053E-03 1.487736150E-01 
0L44 33516 299.98 38.65 1.000000000E+00 1.990802013E+00 5.726658875E-12 1.000000000E+20 4.543675325E+00 4.237148644E-05 2.405474032E-03 4.670765307E-01 2.404474032E-03 5.122223404E-01 5.752632796E-04 3.273823223E-01 1.757231895E-03 2.002915376E-01 
0L45 33638 300.01 38.646 1.000000000E+00 2.143469595E+00 6.873020700E-12 1.000000000E+20 4.959787499E+00 5.558121467E-05 2.411500671E-03 4.690254933E-01 2.410500671E-03 5.071677948E-01 5.733969435E-04 3.270555986E-01 1.752839279E-03 1.479387127E-01 
0L46 33756 299.98 38.65 1.000000000E+00 1.950559782E+00 5.335941264E-12 1.000000000E+20 4.461293233E+00 3.997141808E-05 2.405017651E-03 4.668603302E-01 2.404017651E-03 5.126703152E-01 5.753906448E-04 3.283132673E-01 1.752505797E-03 1.945666091E-01 
0L47 33876 299.98 38.65 1.000000000E+00 2.097239706E+00 6.139869296E-12 1.000000000E+20 4.748639334E+00 4.804682025E-05 2.406476764E-03 4.677339247E-01 2.405476764E-03 5.108217928E-01 5.747373926E-04 3.266388667E-01 1.759606256E-03 1.598607062E-01 
0L48 34000 300 38.647 1.000000000E+00 1.463119414E+00 3.968962575E-12 1.000000000E+20 4.748862513E+00 5.083963448E-05 2.413929279E-03 4.673840868E-01 2.412929279E-03 3.007966448E-01 3.392278521E-04 2.361982972E-01 1.500787850E-03 1.113118155E-01 
0L49 34116 299.98 38.65 1.000000000E+00 2.065248505E+00 6.072144609E-12 1.000000000E+20 4.710932672E+00 4.698891767E-05 2.407983844E-03 4.674459011E-01 2.406983844E-03 5.130678935E-01 5.772705070E-04 3.253975989E-01 1.774015210E-03 1.734254459E-01 
0L50 34238 299.98 38.65 1.000000000E+00 1.979964183E+00 5.468665976E-12 1.000000000E+20 4.494764045E+00 4.104812119E-05 2.407073261E-03 4.669830386E-01 2.406073261E-03 5.129510206E-01 5.763494085E-04 3.260532325E-01 1.767617560E-03 2.325836217E-01 
0L51 34358 299.98 38.65 1.000000000E+00 2.158665879E+00 6.509791845E-12 1.000000000E+20 4.772773212E+00 4.919585600E-05 2.408324037E-03 4.674513916E-01 2.407324037E-03 5.105974671E-01 5.745788892E-04 3.271501887E-01 1.756343965E-03 1.585362355E-01 
0L52 34480 300 38.647 1.000000000E+00 1.957490900E+00 5.271627717E-12 1.000000000E+20 4.476384195E+00 4.099072563E-05 2.404955975E-03 4.678850146E-01 2.403955975E-03 4.916262667E-01 5.529689226E-04 3.235746521E-01 1.717322836E-03 2.586337946E-01 
0L53 34596 299.98 38.65 1.000000000E+00 2.044068860E+00 5.736789912E-12 1.000000000E+20 4.561290243E+00 4.266999035E-05 2.403794192E-03 4.687166364E-01 2.402794192E-03 5.082966139E-01 5.724586981E-04 3.262513908E-01 1.754776432E-03 2.093013137E-01 
0L54 34716 299.98 38.65 1.000000000E+00 2.093610101E+00 6.203670041E-12 1.000000000E+20 4.736821788E+00 4.851204815E-05 2.409728316E-03 4.674353208E-01 2.408728316E-03 5.110176542E-01 5.753673956E-04 3.253205247E-01 1.768668359E-03 1.755889887E-01 
0L55 34836 299.98 38.65 1.000000000E+00 2.074983385E+00 6.152639406E-12 1.000000000E+20 4.647972156E+00 4.512671153E-05 2.404862665E-03 4.673617076E-01 2.403862665E-03 5.114371569E-01 5.745860212E-04 3.263131119E-01 1.760719336E-03 1.780606101E-01 
0L56 34956 299.98 38.65 1.000000000E+00 2.007523531E+00 5.758212560E-12 1.000000000E+20 4.611532197E+00 4.438268870E-05 2.405835087E-03 4.674191673E-01 2.404835087E-03 5.114457656E-01 5.748988031E-04 3.236175648E-01 1.776565504E-03 1.760884326E-01 
0L57 35076 299.98 38.65 1.000000000E+00 1.931320031E+00 5.215956837E-12 1.000000000E+20 4.462175147E+00 4.020810931E-05 2.407060307E-03 4.675573389E-01 2.406060307E-03 5.092936917E-01 5.729407123E-04 3.267872661E-01 1.753305143E-03 2.219450206E-01 
0L58 35200 300 38.647 1.000000000E+00 2.038946816E+00 6.019357665E-12 1.000000000E+20 4.945437190E+00 5.737610786E-05 2.412044730E-03 4.670888063E-01 2.411044730E-03 4.635783497E-01 5.220689595E-04 3.440444749E-01 1.534990679E-03 1.616570403E-01 
0L59 35318 299.99 38.649 1.000000000E+00 2.057994265E+00 6.019947905E-12 1.000000000E+20 4.729328418E+00 4.812072751E-05 2.409335890E-03 4.675259389E-01 2.408335890E-03 5.100281908E-01 5.742710857E-04 3.249100027E-01 1.767412461E-03 1.491256082E-01 
0L60 35436 299.98 38.65 1.000000000E+00 2.025482475E+00 5.695253369E-12 1.000000000E+20 4.617602880E+00 4.477654074E-05 2.407708718E-03 4.678057861E-01 2.406708718E-03 -4.929511258E+05 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 2.057243420E-01 
0L61 35556 299.98 38.65 1.000000000E+00 2.050850103E+00 5.785032021E-12 1.000000000E+20 4.601453039E+00 4.369799971E-05 2.405286568E-03 4.684999285E-01 2.404286568E-03 5.112345659E-01 5.758587484E-04 3.264247098E-01 1.764189525E-03 1.955167899E-01 
0L62 35676 299.98 38.65 1.000000000E+00 1.974786523E+00 5.244824905E-12 1.000000000E+20 4.393205827E+00 3.808557105E-05 2.404557889E-03 4.670968951E-01 2.403557889E-03 5.124966498E-01 5.753771326E-04 3.240701701E-01 1.775497777E-03 2.346605484E-01 
0L63 35798 300 38.647 1.000000000E+00 2.026031183E+00 5.658555179E-12 1.000000000E+20 4.616343386E+00 4.476920195E-05 2.405679180E-03 4.672411084E-01 2.404679180E-03 5.103341466E-01 5.733935679E-04 3.250711786E-01 1.764008675E-03 1.784245581E-01 
0L64 35920 300 38.647 1.000000000E+00 2.052261076E+00 6.054665592E-12 1.000000000E+20 4.640029581E+00 4.511500070E-05 2.406869936E-03 4.667124079E-01 2.405869936E-03 5.127709058E-01 5.757644788E-04 3.275844097E-01 1.757559223E-03 1.638883519E-01 
0L65 36038 299.98 38.65 1.000000000E+00 2.123774353E+00 6.242203436E-12 1.000000000E+20 4.668760687E+00 4.576123482E-05 2.407548297E-03 4.696685107E-01 2.406548297E-03 5.110209363E-01 5.775967208E-04 3.293266401E-01 1.753674261E-03 2.046137629E-01 
0L66 36158 300 38.647 1.000000000E+00 1.996522219E+00 5.749968762E-12 1.000000000E+20 4.675320777E+00 4.668351233E-05 2.410434800E-03 4.672903941E-01 2.409434800E-03 5.101563171E-01 5.743879242E-04 3.278845444E-01 1.751587567E-03 1.545882340E-01 
0L67 36278 299.98 38.65 1.000000000E+00 2.086964947E+00 6.219818678E-12 1.000000000E+20 4.673535046E+00 4.651106369E-05 2.408829717E-03 4.673566498E-01 2.407829717E-03 5.107771911E-01 5.747853522E-04 3.277056462E-01 1.753890195E-03 1.849052861E-01 
0L68 36398 299.98 38.65 1.000000000E+00 2.084252530E+00 6.319308249E-12 1.000000000E+20 4.753151944E+00 4.869172907E-05 2.410051802E-03 4.682262907E-01 2.409051802E-03 5.068806334E-01 5.717519211E-04 3.241230574E-01 1.763868291E-03 1.833278490E-01 
0L69 36518 299.99 38.649 1.000000000E+00 2.182762504E+00 6.785279115E-12 1.000000000E+20 4.764637506E+00 4.911408951E-05 2.410191822E-03 4.668190132E-01 2.409191822E-03 5.105817707E-01 5.742291324E-04 3.248644950E-01 1.767693939E-03 1.830314545E-01 
0L70 36640 300 38.647 1.000000000E+00 2.047608311E+00 6.071145029E-12 1.000000000E+20 4.673763709E+00 4.622167461E-05 2.407254579E-03 4.679962432E-01 2.406254579E-03 5.113555844E-01 5.758467808E-04 3.272468248E-01 1.759701903E-03 1.749315878E-01 
0L71 36760 300.01 38.646 1.000000000E+00 1.918809776E+00 4.849113088E-12 1.000000000E+20 4.205740277E+00 3.317968513E-05 2.399490410E-03 4.692779828E-01 2.398490410E-03 4.414148853E-01 4.968383827E-04 2.225157001E-01 2.233196360E-03 3.578266825E-01 
0L72 36876 299.99 38.649 1.000000000E+00 2.097629974E+00 6.155749313E-12 1.000000000E+20 4.664372608E+00 4.577036583E-05 2.405669074E-03 4.684135972E-01 2.404669074E-03 5.091790580E-01 5.735289500E-04 3.272217002E-01 1.752926388E-03 1.720541188E-01 
0L73 36996 299.99 38.649 1.000000000E+00 1.950068138E+00 5.132984032E-12 1.000000000E+20 4.437231078E+00 3.886089823E-05 2.403218199E-03 4.689919462E-01 2.402218199E-03 5.099148481E-01 5.744807701E-04 3.254894224E-01 1.764984468E-03 2.132234027E-01 
0L74 37118 299.99 38.649 1.000000000E+00 2.036343328E+00 5.736032781E-12 1.000000000E+20 4.595388936E+00 4.406043394E-05 2.406148824E-03 4.671886865E-01 2.405148824E-03 5.131917244E-01 5.766521508E-04 3.284016796E-01 1.755873846E-03 1.855466097E-01 
0L75 37242 300.01 38.646 1.000000000E+00 2.177690080E+00 6.669209864E-12 1.000000000E+20 4.865862946E+00 5.309209292E-05 2.411331886E-03 4.797634401E-01 2.410331886E-03 4.971270912E-01 5.748723582E-04 3.244612675E-01 1.771934528E-03 2.033344814E-01 
0L76 37356 299.98 38.65 1.000000000E+00 2.022122355E+00 5.478034408E-12 1.000000000E+20 4.532635584E+00 4.210732012E-05 2.407883936E-03 4.690037451E-01 2.406883936E-03 5.110102096E-01 5.768475284E-04 3.259464849E-01 1.769889207E-03 2.252370644E-01 
0L77 37478 300 38.647 1.000000000E+00 7.021790502E-01 1.163774792E-12 1.000000000E+20 4.268259501E+00 3.614781770E-05 2.403083482E-03 4.685211865E-01 2.402083482E-03 5.090263142E-01 5.728719593E-04 3.261554837E-01 1.756292985E-03 2.022702828E-01 
0L78 37596 299.99 38.649 1.000000000E+00 1.992817218E+00 5.508829155E-12 1.000000000E+20 4.419926616E+00 3.863077001E-05 2.403099542E-03 4.671615385E-01 2.402099542E-03 5.110480029E-01 5.734819799E-04 3.252019497E-01 1.763424602E-03 2.365892807E-01 
0L79 37720 300 38.647 1.000000000E+00 2.012039945E+00 5.632306370E-12 1.000000000E+20 4.618059843E+00 4.483766998E-05 2.406002654E-03 4.676247559E-01 2.405002654E-03 5.094821947E-01 5.729834334E-04 3.260335919E-01 1.757240255E-03 1.723861650E-01 
0L80 37836 299.99 38.649 1.000000000E+00 2.060385336E+00 6.069254506E-12 1.000000000E+20 4.690271525E+00 4.682021965E-05 2.406422711E-03 4.670216689E-01 2.405422711E-03 5.101724504E-01 5.731198377E-04 3.248547607E-01 1.764100917E-03 1.699294260E-01 
0L81 37956 299.99 38.649 1.000000000E+00 2.126969438E+00 6.478866783E-12 1.000000000E+20 4.849539295E+00 5.126607375E-05 2.406747467E-03 4.681293073E-01 2.405747467E-03 5.096304041E-01 5.739462173E-04 3.265923825E-01 1.757362174E-03 1.386510529E-01 
0L82 38076 299.99 38.649 1.000000000E+00 2.020530110E+00 5.604898700E-12 1.000000000E+20 4.579246643E+00 4.374373086E-05 2.406806343E-03 4.671945355E-01 2.405806343E-03 5.111393621E-01 5.745102039E-04 3.247549933E-01 1.769125687E-03 2.044386872E-01 
0L83 38198 300 38.647 1.000000000E+00 2.042849913E+00 5.998941648E-12 1.000000000E+20 4.660128241E+00 4.558429277E-05 2.406869342E-03 4.671397878E-01 2.405869342E-03 5.121521656E-01 5.755961900E-04 3.242816294E-01 1.774979007E-03 1.759033082E-01 
0L84 38316 299.99 38.649 1.000000000E+00 2.138497134E+00 6.123022796E-12 1.000000000E+20 4.657676763E+00 4.582865429E-05 2.409637131E-03 4.683642899E-01 2.408637131E-03 5.106216145E-01 5.760422614E-04 3.286209404E-01 1.752901646E-03 2.012923647E-01 
0L85 38438 300 38.647 1.000000000E+00 1.979462338E+00 5.615629338E-12 1.000000000E+20 4.657568808E+00 4.573345667E-05 2.408437318E-03 4.676650694E-01 2.407437318E-03 5.103580456E-01 5.745990280E-04 3.246826041E-01 1.769759690E-03 1.545424161E-01 
0L86 38564 300 38.647 1.000000000E+00 2.130963704E+00 6.524464238E-12 1.000000000E+20 4.932907685E+00 5.458001651E-05 2.410256160E-03 4.692205749E-01 2.409256160E-03 5.099200167E-01 5.764505869E-04 3.234906996E-01 1.781991880E-03 1.548208433E-01 
0L87 38676 299.99 38.649 1.000000000E+00 2.021341179E+00 5.778662634E-12 1.000000000E+20 4.677173021E+00 4.683015555E-05 2.410014038E-03 4.655694107E-01 2.409014038E-03 5.110334504E-01 5.731563355E-04 3.255845482E-01 1.760366581E-03 1.453799111E-01 
0L88 38798 299.99 38.649 1.000000000E+00 1.965169261E+00 5.565863457E-12 1.000000000E+20 4.663666535E+00 4.589493543E-05 2.406788479E-03 4.690272942E-01 2.405788479E-03 5.106155585E-01 5.761686193E-04 3.252097610E-01 1.771685723E-03 1.903069484E-01 
0L89 38918 299.99 38.649 1.000000000E+00 1.954826693E+00 5.371698684E-12 1.000000000E+20 4.570507495E+00 4.312724469E-05 2.406054300E-03 4.677948003E-01 2.405054300E-03 5.113874893E-01 5.753476922E-04 3.261482338E-01 1.764110680E-03 1.550990647E-01 
0L90 39036 299.99 38.649 1.000000000E+00 1.995825713E+00 5.611936318E-12 1.000000000E+20 4.478051487E+00 4.018795174E-05 2.402765049E-03 4.672052783E-01 2.401765049E-03 5.113865156E-01 5.738356602E-04 3.275229040E-01 1.752105449E-03 2.184329686E-01 
0L91 39158 300 38.647 1.000000000E+00 2.157731247E+00 6.421819510E-12 1.000000000E+20 4.788811856E+00 4.975859338E-05 2.409398221E-03 4.696529379E-01 2.408398221E-03 5.067069573E-01 5.731419651E-04 3.262596940E-01 1.756807536E-03 1.824771680E-01 
0L92 39280 300.01 38.646 1.000000000E+00 1.959826459E+00 5.316669200E-12 1.000000000E+20 4.588539420E+00 4.518381523E-05 2.409213499E-03 4.666065978E-01 2.408213499E-03 5.248160995E-01 5.897297147E-04 3.373307377E-01 1.737511068E-03 2.094273412E-01 
0L93 39396 299.99 38.649 1.000000000E+00 2.043144795E+00 5.944889465E-12 1.000000000E+20 4.662579648E+00 4.588561441E-05 2.410487914E-03 4.691435188E-01 2.409487914E-03 5.094701555E-01 5.759028417E-04 3.265467377E-01 1.763494768E-03 2.221246761E-01 
0L94 39518 299.99 38.649 1.000000000E+00 2.032172630E+00 5.881357958E-12 1.000000000E+20 4.587226094E+00 4.332207415E-05 2.405419754E-03 4.684018231E-01 2.404419754E-03 5.097766505E-01 5.741281002E-04 3.230732100E-01 1.777135075E-03 1.991018860E-01 
0L95 39636 299.99 38.649 1.000000000E+00 2.117630161E+00 6.430383578E-12 1.000000000E+20 4.896990574E+00 5.322327107E-05 2.410221477E-03 4.677411861E-01 2.409221477E-03 5.098248327E-01 5.745175822E-04 3.256122618E-01 1.764180379E-03 1.207478498E-01 
0L96 39762 300.01 38.646 1.000000000E+00 2.142201603E+00 6.603242635E-12 1.000000000E+20 4.809963640E+00 5.152863981E-05 2.410553533E-03 4.679910981E-01 2.409553533E-03 5.110626259E-01 5.762995676E-04 3.252605631E-01 1.772102609E-03 3.002382786E-01 
0L97 39878 299.99 38.649 1.000000000E+00 2.138554335E+00 6.613887970E-12 1.000000000E+20 4.783175101E+00 4.989631895E-05 2.408573847E-03 4.669519176E-01 2.407573847E-03 5.133350250E-01 5.771021305E-04 3.293902823E-01 1.752114191E-03 1.791223059E-01 
