X GeG200 GeG300 GeG400 OrG200 OrG300 OrG400 OrG500 OrG600 OrG700 OrG750 OsG200 OsG300 OsG400 OsG500 OsG600 OsG700
4.77000E+2 3.59249E+15 9.90540E+15 1.67457E+16 0.00000E+0 5.37647E+14 6.58433E+15 1.35083E+16 2.09860E+16 2.80071E+16 3.15074E+16 2.35663E+15 5.26800E+15 8.23570E+15 1.51273E+16 2.26278E+16 2.97100E+16
4.78000E+2 3.83572E+15 1.02180E+16 1.71216E+16 0.00000E+0 4.76819E+14 6.61223E+15 1.36412E+16 2.12344E+16 2.83467E+16 3.18925E+16 2.52211E+15 5.55300E+15 8.64141E+15 1.55566E+16 2.30710E+16 3.03742E+16
4.79000E+2 4.07053E+15 1.05976E+16 1.76492E+16 0.00000E+0 1.01880E+15 7.10163E+15 1.40429E+16 2.15263E+16 2.85742E+16 3.20880E+16 2.66410E+15 5.86725E+15 9.13122E+15 1.60507E+16 2.35544E+16 3.10037E+16
4.80000E+2 4.31574E+15 1.08937E+16 1.79877E+16 0.00000E+0 1.25197E+15 7.33324E+15 1.42611E+16 2.17235E+16 2.88988E+16 3.24761E+16 2.75917E+15 6.06565E+15 9.43476E+15 1.64403E+16 2.40314E+16 3.16179E+16
4.81000E+2 4.53910E+15 1.11547E+16 1.82777E+16 0.00000E+0 1.53872E+15 7.60206E+15 1.44949E+16 2.19115E+16 2.92061E+16 3.28428E+16 2.80654E+15 6.17681E+15 9.61100E+15 1.66965E+16 2.43721E+16 3.20389E+16
4.82000E+2 4.71398E+15 1.14594E+16 1.87171E+16 0.00000E+0 1.74692E+15 7.83466E+15 1.47450E+16 2.21750E+16 2.96023E+16 3.33051E+16 2.90007E+15 6.38136E+15 9.92866E+15 1.70447E+16 2.47447E+16 3.23721E+16
4.83000E+2 4.89645E+15 1.16991E+16 1.90101E+16 0.00000E+0 1.83345E+15 8.00947E+15 1.50170E+16 2.25497E+16 3.00306E+16 3.37601E+16 3.00868E+15 6.58365E+15 1.02259E+16 1.73035E+16 2.49507E+16 3.28244E+16
4.84000E+2 5.04971E+15 1.19462E+16 1.93532E+16 0.00000E+0 1.93046E+15 8.18883E+15 1.52861E+16 2.29134E+16 3.04181E+16 3.41597E+16 3.14371E+15 6.76797E+15 1.04589E+16 1.75915E+16 2.52934E+16 3.31083E+16
4.85000E+2 5.29968E+15 1.22205E+16 1.96400E+16 0.00000E+0 1.97332E+15 8.38092E+15 1.56476E+16 2.34569E+16 3.10132E+16 3.47807E+16 3.22377E+15 6.97053E+15 1.07867E+16 1.79390E+16 2.56527E+16 3.36264E+16
4.86000E+2 5.48314E+15 1.24474E+16 1.99046E+16 0.00000E+0 2.03360E+15 8.57750E+15 1.59978E+16 2.39718E+16 3.16449E+16 3.54708E+16 3.31361E+15 7.14292E+15 1.10428E+16 1.82745E+16 2.60695E+16 3.41469E+16
4.87000E+2 5.63535E+15 1.27189E+16 2.03005E+16 0.00000E+0 2.12056E+15 8.77823E+15 1.63250E+16 2.44334E+16 3.22374E+16 3.61285E+16 3.36550E+15 7.28360E+15 1.12743E+16 1.85948E+16 2.64826E+16 3.48099E+16
4.88000E+2 5.85438E+15 1.30143E+16 2.06684E+16 0.00000E+0 2.23941E+15 8.99276E+15 1.66435E+16 2.48612E+16 3.29973E+16 3.70537E+16 3.54921E+15 7.56701E+15 1.16577E+16 1.89830E+16 2.68642E+16 3.51797E+16
4.89000E+2 6.08734E+15 1.33457E+16 2.10963E+16 0.00000E+0 2.17404E+15 9.14429E+15 1.70477E+16 2.55406E+16 3.38911E+16 3.80544E+16 3.67164E+15 7.80240E+15 1.20077E+16 1.94188E+16 2.73855E+16 3.57453E+16
4.90000E+2 6.24476E+15 1.36671E+16 2.15914E+16 0.00000E+0 2.21452E+15 9.40014E+15 1.75491E+16 2.63065E+16 3.45478E+16 3.86571E+16 3.78379E+15 8.03494E+15 1.23628E+16 1.98762E+16 2.79469E+16 3.64978E+16
4.91000E+2 6.46182E+15 1.39727E+16 2.19834E+16 0.00000E+0 2.33071E+15 9.71874E+15 1.80945E+16 2.70942E+16 3.53744E+16 3.95036E+16 3.89436E+15 8.35145E+15 1.28901E+16 2.04880E+16 2.86372E+16 3.72667E+16
4.92000E+2 6.70952E+15 1.44159E+16 2.26305E+16 0.00000E+0 2.41341E+15 9.96569E+15 1.85261E+16 2.77234E+16 3.64354E+16 4.07794E+16 4.04590E+15 8.62291E+15 1.32829E+16 2.10317E+16 2.93385E+16 3.79947E+16
4.93000E+2 6.97040E+15 1.48092E+16 2.31563E+16 0.00000E+0 2.38003E+15 1.01912E+16 1.90509E+16 2.85729E+16 3.72824E+16 4.16257E+16 4.24178E+15 8.91376E+15 1.36686E+16 2.16570E+16 3.02213E+16 3.91886E+16
4.94000E+2 7.24910E+15 1.52125E+16 2.36825E+16 0.00000E+0 2.50403E+15 1.04990E+16 1.95638E+16 2.93044E+16 3.81460E+16 4.25553E+16 4.44259E+15 9.29168E+15 1.42262E+16 2.23450E+16 3.10386E+16 4.01638E+16
4.95000E+2 7.50914E+15 1.57052E+16 2.44199E+16 0.00000E+0 2.65020E+15 1.07893E+16 2.00124E+16 2.99203E+16 3.89785E+16 4.34958E+16 4.63550E+15 9.66863E+15 1.47900E+16 2.30761E+16 3.19403E+16 4.11409E+16
4.96000E+2 7.78555E+15 1.62197E+16 2.51842E+16 0.00000E+0 2.90686E+15 1.11349E+16 2.04474E+16 3.04450E+16 3.95493E+16 4.40897E+16 4.84355E+15 1.00629E+16 1.53732E+16 2.38884E+16 3.29923E+16 4.24530E+16
4.97000E+2 8.11915E+15 1.67515E+16 2.59178E+16 0.00000E+0 3.28753E+15 1.15529E+16 2.08892E+16 3.09021E+16 4.01420E+16 4.47500E+16 5.07290E+15 1.04965E+16 1.60140E+16 2.47077E+16 3.39925E+16 4.38055E+16
4.98000E+2 8.45101E+15 1.72830E+16 2.66528E+16 0.00000E+0 3.57379E+15 1.19340E+16 2.13649E+16 3.14723E+16 4.09117E+16 4.56192E+16 5.27876E+15 1.09144E+16 1.66474E+16 2.55288E+16 3.50050E+16 4.50288E+16
4.99000E+2 8.73879E+15 1.78709E+16 2.75591E+16 0.00000E+0 3.80580E+15 1.22937E+16 2.18598E+16 3.21072E+16 4.16711E+16 4.64408E+16 5.59678E+15 1.14078E+16 1.73167E+16 2.64204E+16 3.61256E+16 4.62550E+16
5.00000E+2 9.10482E+15 1.82867E+16 2.80091E+16 0.00000E+0 4.04310E+15 1.26707E+16 2.23853E+16 3.27870E+16 4.25515E+16 4.74213E+16 5.92976E+15 1.19196E+16 1.80078E+16 2.73005E+16 3.71970E+16 4.76118E+16
5.01000E+2 9.31425E+15 1.86423E+16 2.85158E+16 0.00000E+0 4.28474E+15 1.31169E+16 2.30545E+16 3.36908E+16 4.35874E+16 4.85232E+16 5.97084E+15 1.22063E+16 1.85474E+16 2.79852E+16 3.80279E+16 4.87767E+16
5.02000E+2 9.49548E+15 1.90546E+16 2.91755E+16 0.00000E+0 4.51205E+15 1.35328E+16 2.36759E+16 3.45283E+16 4.46662E+16 4.97224E+16 6.19855E+15 1.25072E+16 1.89201E+16 2.85100E+16 3.87123E+16 4.96219E+16
5.03000E+2 9.66350E+15 1.93784E+16 2.96635E+16 0.00000E+0 4.56537E+15 1.38218E+16 2.42330E+16 3.53742E+16 4.55813E+16 5.06723E+16 6.32843E+15 1.27817E+16 1.93419E+16 2.90684E+16 3.94112E+16 5.04107E+16
5.04000E+2 9.92625E+15 1.97653E+16 3.01736E+16 0.00000E+0 4.61259E+15 1.40545E+16 2.46767E+16 3.60448E+16 4.62476E+16 5.13368E+16 6.37470E+15 1.30309E+16 1.97998E+16 2.97153E+16 4.02565E+16 5.13731E+16
5.05000E+2 1.02256E+16 2.01942E+16 3.07299E+16 0.00000E+0 4.79820E+15 1.43677E+16 2.51272E+16 3.66388E+16 4.69224E+16 5.20520E+16 6.67874E+15 1.34273E+16 2.02867E+16 3.03893E+16 4.11257E+16 5.24010E+16
5.06000E+2 1.04725E+16 2.06070E+16 3.13135E+16 0.00000E+0 5.03697E+15 1.47324E+16 2.56247E+16 3.72735E+16 4.77428E+16 5.29650E+16 6.98722E+15 1.38680E+16 2.08589E+16 3.10903E+16 4.19539E+16 5.34993E+16
5.07000E+2 1.07143E+16 2.11227E+16 3.21210E+16 0.00000E+0 5.24671E+15 1.50584E+16 2.60738E+16 3.78501E+16 4.85675E+16 5.39133E+16 7.22258E+15 1.42803E+16 2.14500E+16 3.18195E+16 4.28198E+16 5.47966E+16
5.08000E+2 1.10120E+16 2.17083E+16 3.30107E+16 0.00000E+0 5.52715E+15 1.54829E+16 2.66498E+16 3.85823E+16 4.94710E+16 5.49023E+16 7.51910E+15 1.47512E+16 2.20961E+16 3.26980E+16 4.39397E+16 5.61477E+16
5.09000E+2 1.13706E+16 2.21488E+16 3.35216E+16 0.00000E+0 6.00100E+15 1.60324E+16 2.72624E+16 3.92503E+16 5.04121E+16 5.59796E+16 7.68794E+15 1.52141E+16 2.28599E+16 3.37188E+16 4.52258E+16 5.73461E+16
5.10000E+2 1.16390E+16 2.25856E+16 3.41308E+16 0.00000E+0 6.23128E+15 1.63864E+16 2.77472E+16 3.98701E+16 5.12092E+16 5.68650E+16 7.64588E+15 1.55005E+16 2.34862E+16 3.44837E+16 4.61272E+16 5.85517E+16
5.11000E+2 1.19136E+16 2.29974E+16 3.46799E+16 0.00000E+0 6.36870E+15 1.66714E+16 2.81947E+16 4.04900E+16 5.19161E+16 5.76155E+16 7.80596E+15 1.58334E+16 2.39948E+16 3.51303E+16 4.69131E+16 5.96786E+16
5.12000E+2 1.21472E+16 2.33801E+16 3.52154E+16 0.00000E+0 6.70909E+15 1.71129E+16 2.87354E+16 4.11286E+16 5.26079E+16 5.83341E+16 8.06101E+15 1.62229E+16 2.45190E+16 3.58574E+16 4.78521E+16 6.06228E+16
5.13000E+2 1.24195E+16 2.37837E+16 3.57497E+16 0.00000E+0 7.01252E+15 1.75365E+16 2.92820E+16 4.18000E+16 5.32557E+16 5.89705E+16 8.28092E+15 1.65960E+16 2.50468E+16 3.65773E+16 4.87718E+16 6.15099E+16
5.14000E+2 1.28150E+16 2.42492E+16 3.62704E+16 0.00000E+0 7.15794E+15 1.78183E+16 2.97132E+16 4.23889E+16 5.40478E+16 5.98638E+16 8.49114E+15 1.69814E+16 2.56096E+16 3.72762E+16 4.96062E+16 6.25542E+16
5.15000E+2 1.29950E+16 2.47907E+16 3.72050E+16 0.00000E+0 7.38277E+15 1.81555E+16 3.01683E+16 4.29653E+16 5.48852E+16 6.08312E+16 8.71341E+15 1.73890E+16 2.62049E+16 3.80258E+16 5.05108E+16 6.37934E+16
5.16000E+2 1.32075E+16 2.52399E+16 3.79061E+16 0.00000E+0 7.97018E+15 1.87915E+16 3.08305E+16 4.36400E+16 5.57529E+16 6.17952E+16 8.91824E+15 1.77334E+16 2.66900E+16 3.87428E+16 5.14735E+16 6.50135E+16
5.17000E+2 1.35285E+16 2.57234E+16 3.85525E+16 0.00000E+0 8.61770E+15 1.95129E+16 3.16044E+16 4.44529E+16 5.66587E+16 6.27477E+16 9.16837E+15 1.81417E+16 2.72577E+16 3.95010E+16 5.24284E+16 6.60338E+16
5.18000E+2 1.38464E+16 2.62143E+16 3.92179E+16 0.00000E+0 8.80400E+15 1.99069E+16 3.22277E+16 4.53192E+16 5.75493E+16 6.36507E+16 9.43223E+15 1.85710E+16 2.78534E+16 4.02542E+16 5.33401E+16 6.69773E+16
5.19000E+2 1.41224E+16 2.66361E+16 3.97864E+16 1.29077E+13 9.12652E+15 2.03589E+16 3.28125E+16 4.60389E+16 5.84878E+16 6.46983E+16 9.65092E+15 1.89483E+16 2.83911E+16 4.09510E+16 5.41991E+16 6.80566E+16
5.20000E+2 1.44347E+16 2.71531E+16 4.05138E+16 2.69536E+14 9.49972E+15 2.08441E+16 3.34077E+16 4.67429E+16 5.94172E+16 6.57401E+16 9.82320E+15 1.92818E+16 2.88883E+16 4.16246E+16 5.50557E+16 6.92026E+16
5.21000E+2 1.47032E+16 2.76200E+16 4.11867E+16 3.76418E+14 9.73953E+15 2.12346E+16 3.39593E+16 4.74622E+16 6.03341E+16 6.67556E+16 1.00133E+16 1.96283E+16 2.93932E+16 4.23345E+16 5.59806E+16 7.01885E+16
5.22000E+2 1.50004E+16 2.80787E+16 4.18083E+16 4.36302E+14 9.93759E+15 2.15956E+16 3.44977E+16 4.81870E+16 6.12827E+16 6.78157E+16 1.02663E+16 2.00105E+16 2.99045E+16 4.30433E+16 5.68956E+16 7.13179E+16
5.23000E+2 1.53338E+16 2.86004E+16 4.25209E+16 5.93459E+14 1.02711E+16 2.21271E+16 3.52401E+16 4.91485E+16 6.22412E+16 6.87732E+16 1.04965E+16 2.04036E+16 3.04622E+16 4.37951E+16 5.78485E+16 7.24651E+16
5.24000E+2 1.56443E+16 2.91525E+16 4.33246E+16 9.76197E+14 1.08027E+16 2.27949E+16 3.60377E+16 5.00721E+16 6.32772E+16 6.98656E+16 1.06777E+16 2.07926E+16 3.10626E+16 4.45830E+16 5.88286E+16 7.35727E+16
5.25000E+2 1.60264E+16 2.96886E+16 4.40103E+16 1.42084E+15 1.13666E+16 2.34508E+16 3.67711E+16 5.08739E+16 6.44193E+16 7.11773E+16 1.08797E+16 2.11966E+16 3.16719E+16 4.53465E+16 5.97465E+16 7.47397E+16
5.26000E+2 1.63924E+16 3.02128E+16 4.46900E+16 1.71941E+15 1.17892E+16 2.39895E+16 3.74219E+16 5.16344E+16 6.54953E+16 7.24104E+16 1.11330E+16 2.16340E+16 3.22954E+16 4.60911E+16 6.06079E+16 7.58746E+16
5.27000E+2 1.67076E+16 3.07834E+16 4.55274E+16 1.98422E+15 1.21564E+16 2.44502E+16 3.79716E+16 5.22705E+16 6.62037E+16 7.31551E+16 1.13621E+16 2.20451E+16 3.28906E+16 4.68688E+16 6.15721E+16 7.70349E+16
5.28000E+2 1.70349E+16 3.14009E+16 4.64499E+16 2.19023E+15 1.24925E+16 2.49212E+16 3.85808E+16 5.30200E+16 6.69989E+16 7.39734E+16 1.15623E+16 2.24471E+16 3.34977E+16 4.76672E+16 6.25669E+16 7.82044E+16
5.29000E+2 1.74202E+16 3.19564E+16 4.71729E+16 2.55945E+15 1.29861E+16 2.55226E+16 3.92813E+16 5.38142E+16 6.79714E+16 7.50349E+16 1.17879E+16 2.28860E+16 3.41532E+16 4.84662E+16 6.35068E+16 7.93615E+16
5.30000E+2 1.78153E+16 3.25390E+16 4.79419E+16 3.31173E+15 1.37847E+16 2.62852E+16 3.99625E+16 5.43855E+16 6.87961E+16 7.59858E+16 1.20534E+16 2.33377E+16 3.47928E+16 4.93127E+16 6.45661E+16 8.06136E+16
5.31000E+2 1.81797E+16 3.31630E+16 4.88344E+16 3.98886E+15 1.45075E+16 2.69808E+16 4.05904E+16 5.49203E+16 6.95395E+16 7.68332E+16 1.23043E+16 2.37857E+16 3.54402E+16 5.01715E+16 6.56425E+16 8.19527E+16
5.32000E+2 1.85075E+16 3.37629E+16 4.97192E+16 4.48817E+15 1.50604E+16 2.75380E+16 4.11248E+16 5.54148E+16 7.01777E+16 7.75430E+16 1.25308E+16 2.42277E+16 3.61011E+16 5.10170E+16 6.66751E+16 8.32862E+16
5.33000E+2 1.88153E+16 3.43509E+16 5.06020E+16 4.83271E+15 1.54661E+16 2.79766E+16 4.15808E+16 5.58786E+16 7.07836E+16 7.82197E+16 1.27700E+16 2.46742E+16 3.67577E+16 5.18459E+16 6.76773E+16 8.45525E+16
5.34000E+2 1.91748E+16 3.49197E+16 5.13837E+16 4.98465E+15 1.57198E+16 2.83369E+16 4.20509E+16 5.64606E+16 7.15753E+16 7.91159E+16 1.30414E+16 2.51293E+16 3.73981E+16 5.26393E+16 6.86228E+16 8.57897E+16
5.35000E+2 1.95515E+16 3.54701E+16 5.21061E+16 5.30285E+15 1.61232E+16 2.88061E+16 4.25755E+16 5.70340E+16 7.23467E+16 7.99861E+16 1.32957E+16 2.55409E+16 3.79681E+16 5.33972E+16 6.95745E+16 8.70006E+16
5.36000E+2 1.98430E+16 3.60078E+16 5.29016E+16 5.70303E+15 1.65959E+16 2.93187E+16 4.31102E+16 5.75797E+16 7.30299E+16 8.07380E+16 1.35179E+16 2.59101E+16 3.84853E+16 5.41346E+16 7.05434E+16 8.81745E+16
5.37000E+2 2.01433E+16 3.64984E+16 5.35873E+16 5.77024E+15 1.67850E+16 2.96498E+16 4.35950E+16 5.82257E+16 7.37401E+16 8.14803E+16 1.37399E+16 2.62901E+16 3.90249E+16 5.48596E+16 7.14604E+16 8.92754E+16
5.38000E+2 2.04168E+16 3.69133E+16 5.41441E+16 5.68596E+15 1.68577E+16 2.99264E+16 4.41024E+16 5.89808E+16 7.43928E+16 8.20825E+16 1.39557E+16 2.66683E+16 3.95672E+16 5.55347E+16 7.22677E+16 9.01761E+16
5.39000E+2 2.06194E+16 3.72806E+16 5.46833E+16 5.79156E+15 1.70912E+16 3.03045E+16 4.46350E+16 5.96743E+16 7.51071E+16 8.28075E+16 1.41472E+16 2.70137E+16 4.00685E+16 5.61312E+16 7.29556E+16 9.09807E+16
5.40000E+2 2.08657E+16 3.76991E+16 5.52798E+16 6.16752E+15 1.75432E+16 3.08039E+16 4.51660E+16 6.02272E+16 7.60272E+16 8.39104E+16 1.43020E+16 2.73141E+16 4.05167E+16 5.66715E+16 7.35856E+16 9.17940E+16
5.41000E+2 2.11153E+16 3.81272E+16 5.58927E+16 6.26854E+15 1.77861E+16 3.12091E+16 4.57456E+16 6.09889E+16 7.69679E+16 8.49405E+16 1.44289E+16 2.75997E+16 4.09640E+16 5.72399E+16 7.42762E+16 9.25133E+16
5.42000E+2 2.13445E+16 3.85106E+16 5.64349E+16 6.18924E+15 1.78779E+16 3.15216E+16 4.63073E+16 6.18177E+16 7.78841E+16 8.59005E+16 1.45730E+16 2.79076E+16 4.14386E+16 5.78399E+16 7.50024E+16 9.33533E+16
5.43000E+2 2.16240E+16 3.88735E+16 5.68747E+16 6.21638E+15 1.80404E+16 3.18475E+16 4.68130E+16 6.25133E+16 7.88353E+16 8.69790E+16 1.47473E+16 2.82393E+16 4.19302E+16 5.84557E+16 7.57428E+16 9.43386E+16
5.44000E+2 2.19026E+16 3.92596E+16 5.73645E+16 6.14064E+15 1.81481E+16 3.21909E+16 4.74217E+16 6.34063E+16 7.98364E+16 8.80343E+16 1.49209E+16 2.85632E+16 4.24065E+16 5.90921E+16 7.65445E+16 9.51898E+16
5.45000E+2 2.21743E+16 3.96874E+16 5.79508E+16 6.10257E+15 1.83056E+16 3.25940E+16 4.80994E+16 6.43768E+16 8.09126E+16 8.91635E+16 1.51396E+16 2.89279E+16 4.29183E+16 5.97902E+16 7.74361E+16 9.61833E+16
5.46000E+2 2.24992E+16 4.01486E+16 5.85452E+16 6.25922E+15 1.86129E+16 3.30678E+16 4.87490E+16 6.52082E+16 8.20548E+16 9.04607E+16 1.53885E+16 2.93349E+16 4.34844E+16 6.05326E+16 7.83591E+16 9.74198E+16
5.47000E+2 2.28269E+16 4.06454E+16 5.92118E+16 6.28582E+15 1.88204E+16 3.34949E+16 4.94183E+16 6.61338E+16 8.31675E+16 9.16669E+16 1.55996E+16 2.97362E+16 4.40788E+16 6.12689E+16 7.92366E+16 9.86667E+16
5.48000E+2 2.31382E+16 4.11663E+16 5.99485E+16 6.28563E+15 1.90169E+16 3.39338E+16 5.01260E+16 6.71270E+16 8.43420E+16 9.29318E+16 1.58466E+16 3.01845E+16 4.47308E+16 6.21017E+16 8.02523E+16 9.98740E+16
5.49000E+2 2.34684E+16 4.16897E+16 6.06685E+16 6.50568E+15 1.94021E+16 3.44956E+16 5.08712E+16 6.80602E+16 8.56762E+16 9.44659E+16 1.61327E+16 3.06568E+16 4.53908E+16 6.29790E+16 8.13537E+16 1.01006E+17
5.50000E+2 2.38131E+16 4.22147E+16 6.13747E+16 6.68570E+15 1.97731E+16 3.50797E+16 5.16817E+16 6.91056E+16 8.69311E+16 9.58255E+16 1.63836E+16 3.10744E+16 4.59764E+16 6.37499E+16 8.23146E+16 1.02071E+17
5.51000E+2 2.41642E+16 4.27796E+16 6.21578E+16 6.73818E+15 2.00535E+16 3.56347E+16 5.25382E+16 7.02806E+16 8.81692E+16 9.70954E+16 1.66528E+16 3.15502E+16 4.66610E+16 6.46470E+16 8.34295E+16 1.03364E+17
5.52000E+2 2.45209E+16 4.34279E+16 6.31110E+16 6.78477E+15 2.03267E+16 3.61813E+16 5.33856E+16 7.14459E+16 8.96344E+16 9.87103E+16 1.69553E+16 3.20959E+16 4.74531E+16 6.56821E+16 8.47131E+16 1.04908E+17
5.53000E+2 2.49013E+16 4.41007E+16 6.40881E+16 6.87878E+15 2.06437E+16 3.67616E+16 5.42525E+16 7.26144E+16 9.11103E+16 1.00340E+17 1.72458E+16 3.25985E+16 4.81700E+16 6.66066E+16 8.58489E+16 1.06419E+17
5.54000E+2 2.53078E+16 4.47458E+16 6.49760E+16 7.05716E+15 2.10348E+16 3.73929E+16 5.51403E+16 7.37690E+16 9.24608E+16 1.01788E+17 1.75517E+16 3.31053E+16 4.88791E+16 6.75410E+16 8.70147E+16 1.07925E+17
5.55000E+2 2.57187E+16 4.53696E+16 6.58135E+16 7.34516E+15 2.15057E+16 3.80538E+16 5.59958E+16 7.48222E+16 9.38000E+16 1.03270E+17 1.78885E+16 3.36619E+16 4.96572E+16 6.85875E+16 8.83389E+16 1.09446E+17
5.56000E+2 2.61443E+16 4.60399E+16 6.67322E+16 7.63010E+15 2.19761E+16 3.87174E+16 5.68580E+16 7.58865E+16 9.51453E+16 1.04755E+17 1.82295E+16 3.42467E+16 5.04882E+16 6.96761E+16 8.96914E+16 1.10910E+17
5.57000E+2 2.65864E+16 4.67880E+16 6.77962E+16 7.83474E+15 2.23950E+16 3.93753E+16 5.77695E+16 7.70609E+16 9.64766E+16 1.06165E+17 1.85807E+16 3.48570E+16 5.13604E+16 7.07996E+16 9.10705E+16 1.12558E+17
5.58000E+2 2.70118E+16 4.75312E+16 6.88696E+16 8.10729E+15 2.28662E+16 4.00576E+16 5.86708E+16 7.81864E+16 9.77835E+16 1.07563E+17 1.89473E+16 3.54823E+16 5.22467E+16 7.19515E+16 9.24934E+16 1.14464E+17
5.59000E+2 2.74832E+16 4.82464E+16 6.98295E+16 8.55457E+15 2.34482E+16 4.07504E+16 5.94619E+16 7.90677E+16 9.88975E+16 1.08793E+17 1.93078E+16 3.60838E+16 5.30913E+16 7.30769E+16 9.39085E+16 1.16170E+17
5.60000E+2 2.80557E+16 4.89636E+16 7.06748E+16 9.19357E+15 2.41328E+16 4.14123E+16 6.00631E+16 7.95847E+16 9.96000E+16 1.09588E+17 1.96811E+16 3.67139E+16 5.39804E+16 7.42472E+16 9.53674E+16 1.17816E+17
5.61000E+2 2.85562E+16 4.97343E+16 7.17180E+16 9.91237E+15 2.48714E+16 4.20865E+16 6.06263E+16 8.00074E+16 1.00123E+17 1.10162E+17 2.00937E+16 3.74356E+16 5.50145E+16 7.55463E+16 9.69322E+16 1.19769E+17
5.62000E+2 2.89582E+16 5.05499E+16 7.29722E+16 1.06125E+16 2.56204E+16 4.28095E+16 6.12816E+16 8.05690E+16 1.00728E+17 1.10788E+17 2.05015E+16 3.81379E+16 5.60144E+16 7.67997E+16 9.84396E+16 1.21700E+17
5.63000E+2 2.94270E+16 5.13414E+16 7.40966E+16 1.12974E+16 2.63666E+16 4.35465E+16 6.19706E+16 8.11857E+16 1.01437E+17 1.11543E+17 2.08833E+16 3.87735E+16 5.69058E+16 7.79510E+16 9.98555E+16 1.23439E+17
5.64000E+2 2.99211E+16 5.20921E+16 7.51049E+16 1.18369E+16 2.69832E+16 4.41915E+16 6.26173E+16 8.18173E+16 1.02197E+17 1.12367E+17 2.12592E+16 3.94013E+16 5.77875E+16 7.91181E+16 1.01316E+17 1.25157E+17
