N_Fe N_B d Jsc_Fe Eta_Fe Voc_Fe FF_Fe Jsc_FeB Eta_FeB Voc_FeB FF_FeB Jsc_e Eta_e Voc_e FF_e
1.000000E+10 1.778E+16 1.800E-4 7.1277663E-05 -6.2460477E-03 -4.9463985E-03 -1.6015368E-03 1.8626963E-04 -6.1436895E-03 -4.9397633E-03 -1.6007248E-03 -2.6849138E-02 -2.3162844E-02 -8.4280903E-03 -6.4538177E-03
1.000000E+10 1.778E+16 3.800E-4 6.4398968E-05 -6.2283189E-03 -4.9278868E-03 -1.5967644E-03 2.5593233E-04 -6.0589228E-03 -4.9175215E-03 -1.5940827E-03 -2.1059109E-02 -1.7992142E-02 -7.3047210E-03 -4.6481306E-03
1.000000E+10 3.162E+16 1.800E-4 1.2526340E-04 -6.2014537E-03 -4.9460698E-03 -1.6017604E-03 3.1218803E-04 -6.0431532E-03 -4.9401965E-03 -1.6018599E-03 -2.0383509E-02 -1.8195942E-02 -5.4578075E-03 5.8615500E-04
1.000000E+10 3.162E+16 3.800E-4 1.0045739E-04 -6.1890330E-03 -4.9197353E-03 -1.5945002E-03 3.9011098E-04 -5.9469490E-03 -4.9130013E-03 -1.5932513E-03 -1.5774659E-02 -1.3954454E-02 -3.6904107E-03 -2.3297676E-03
1.000000E+10 5.623E+16 1.800E-4 1.9463516E-04 -6.1489863E-03 -4.9489287E-03 -1.6037956E-03 4.8011363E-04 -5.9107123E-03 -4.9429097E-03 -1.6053124E-03 -1.7085854E-02 -1.5598477E-02 -4.2940930E-03 7.6576920E-03
1.000000E+10 5.623E+16 3.800E-4 1.4086589E-04 -6.1512850E-03 -4.9150986E-03 -1.5917617E-03 5.5932818E-04 -5.8070171E-03 -4.9099889E-03 -1.5943147E-03 -1.3300056E-02 -1.2143034E-02 -2.2700338E-03 6.4482250E-03
1.000000E+10 1.000E+17 1.800E-4 2.6273717E-04 -6.1031102E-03 -4.9557792E-03 -1.6086043E-03 6.6216930E-04 -5.7677065E-03 -4.9492308E-03 -1.6095611E-03 -1.4828936E-02 -1.3815989E-02 -3.4724307E-03 3.1644594E-03
1.000000E+10 1.000E+17 3.800E-4 2.0208446E-04 -6.1014406E-03 -4.9145292E-03 -1.5927663E-03 7.7419981E-04 -5.6259452E-03 -4.9099257E-03 -1.5963931E-03 -1.1815059E-02 -1.0925206E-02 -1.4864669E-03 7.2718314E-03
1.468000E+10 1.000E+15 1.800E-4 7.4000662E-06 -6.4386704E-03 -4.9948767E-03 -1.7132337E-03 8.4020257E-06 -6.3815635E-03 -4.9797103E-03 -1.6654199E-03 4.8198690E-04 1.0081057E-02 -7.8487091E-03 7.0478469E-03
1.468000E+10 1.000E+15 3.800E-4 1.4819285E-06 -6.5523029E-03 -5.0410592E-03 -1.7910765E-03 -7.3037337E-08 -6.4601426E-03 -5.0077408E-03 -1.7202867E-03 -2.9017988E-04 8.0330439E-03 -9.4987513E-03 5.8175058E-03
1.468000E+10 1.778E+15 1.800E-4 8.9239195E-06 -6.3883828E-03 -4.9967857E-03 -1.6532166E-03 2.1434161E-05 -6.3332586E-03 -4.9707263E-03 -1.6292333E-03 7.2703761E-03 1.5220108E-02 -6.7570566E-02 7.8377933E-03
1.468000E+10 1.778E+15 3.800E-4 3.9809336E-06 -6.4668940E-03 -5.0410425E-03 -1.6916060E-03 2.7791659E-05 -6.3558594E-03 -4.9886633E-03 -1.6432233E-03 5.3264810E-03 1.4197743E-02 -1.0158286E-01 8.8754042E-03
1.468000E+10 3.162E+15 1.800E-4 1.2891264E-05 -6.3512282E-03 -4.9838596E-03 -1.6269382E-03 4.0075733E-05 -6.2896590E-03 -4.9583486E-03 -1.6089128E-03 2.5739004E-02 3.5752096E-02 6.8336437E-01 1.8381671E-02
1.468000E+10 3.162E+15 3.800E-4 9.7480293E-06 -6.3886340E-03 -5.0114958E-03 -1.6375466E-03 6.3549934E-05 -6.2826357E-03 -4.9624404E-03 -1.6187434E-03 1.9087170E-02 2.6861436E-02 2.3862940E-01 1.0892276E-02
1.468000E+10 5.623E+15 1.800E-4 2.1649848E-05 -6.3147162E-03 -4.9683038E-03 -1.6095107E-03 7.1119031E-05 -6.2510534E-03 -4.9492221E-03 -1.6039173E-03 -3.4102839E-01 -3.1289192E-01 -7.2858409E-02 2.8458806E-02
1.468000E+10 5.623E+15 3.800E-4 2.0757741E-05 -6.3328703E-03 -4.9784692E-03 -1.6186704E-03 1.1667739E-04 -6.2075141E-03 -4.9428914E-03 -1.6035741E-03 -1.4376893E+00 -8.6931186E-01 -8.7520616E-02 4.3016991E-02
1.468000E+10 1.000E+16 1.800E-4 3.9726338E-05 -6.2846021E-03 -4.9568041E-03 -1.6045777E-03 1.2629293E-04 -6.1982837E-03 -4.9437252E-03 -1.6021565E-03 -3.7952355E-02 -3.2885621E-02 -1.8557480E-02 -3.7620984E-02
1.468000E+10 1.000E+16 3.800E-4 3.9916970E-05 -6.2799456E-03 -4.9525910E-03 -1.6035501E-03 2.0028217E-04 -6.1209795E-03 -4.9297923E-03 -1.5990742E-03 -3.2949696E-02 -2.9787450E-02 -1.8389130E-02 -4.0234374E-02
1.468000E+10 1.778E+16 1.800E-4 7.3748871E-05 -6.2488504E-03 -4.9504680E-03 -1.6026690E-03 2.2224679E-04 -6.1160605E-03 -4.9410947E-03 -1.6019218E-03 -2.3804163E-02 -2.0641974E-02 -8.1973243E-03 -4.1045150E-03
1.468000E+10 1.778E+16 3.800E-4 6.9301426E-05 -6.2337040E-03 -4.9351732E-03 -1.5972057E-03 3.2637440E-04 -6.0062345E-03 -4.9212613E-03 -1.5968372E-03 -1.9827781E-02 -1.7510811E-02 -6.9537318E-03 -1.0278121E-03
1.468000E+10 3.162E+16 1.800E-4 1.2858838E-04 -6.2017435E-03 -4.9485776E-03 -1.6025095E-03 3.7172866E-04 -5.9961559E-03 -4.9409327E-03 -1.6029145E-03 -1.8268826E-02 -1.6301763E-02 -4.9279974E-03 1.5626012E-03
1.468000E+10 3.162E+16 3.800E-4 1.0670710E-04 -6.1898428E-03 -4.9241734E-03 -1.5940424E-03 4.9438474E-04 -5.8667721E-03 -4.9156357E-03 -1.5958958E-03 -1.4949537E-02 -1.3395964E-02 -3.3358570E-03 4.2678392E-03
1.468000E+10 5.623E+16 1.800E-4 1.9866083E-04 -6.1476641E-03 -4.9504642E-03 -1.6043407E-03 5.7344389E-04 -5.8356768E-03 -4.9430966E-03 -1.6063350E-03 -1.5542243E-02 -1.4181854E-02 -3.6688224E-03 6.7292385E-03
1.468000E+10 5.623E+16 3.800E-4 1.4830657E-04 -6.1486941E-03 -4.9178821E-03 -1.5927707E-03 7.0587680E-04 -5.6910258E-03 -4.9117519E-03 -1.5962020E-03 -1.2698950E-02 -1.1587888E-02 -1.9472636E-03 6.1449241E-03
1.468000E+10 1.000E+17 1.800E-4 2.6724965E-04 -6.1008011E-03 -4.9567827E-03 -1.6089946E-03 7.9687894E-04 -5.6569282E-03 -4.9486992E-03 -1.6109285E-03 -1.3731178E-02 -1.2768785E-02 -2.9479688E-03 4.3454400E-03
1.468000E+10 1.000E+17 3.800E-4 2.1039965E-04 -6.0969980E-03 -4.9164080E-03 -1.5934401E-03 9.6619844E-04 -5.4667465E-03 -4.9115711E-03 -1.5944776E-03 -1.1341871E-02 -1.0528637E-02 -1.1190046E-03 1.9102346E-03
2.154000E+10 1.000E+15 1.800E-4 7.3074465E-06 -6.4965405E-03 -5.0234239E-03 -1.7509938E-03 7.3994180E-06 -6.4260696E-03 -5.0000285E-03 -1.6952054E-03 3.0394032E-05 8.8300702E-03 -8.8260184E-03 5.9193847E-03
2.154000E+10 1.000E+15 3.800E-4 1.0133007E-06 -6.6602662E-03 -5.1012742E-03 -1.8490288E-03 -2.8740235E-06 -6.5296330E-03 -5.0469441E-03 -1.7586463E-03 -5.0144236E-04 7.6850395E-03 -1.2272707E-02 5.3759501E-03
2.154000E+10 1.778E+15 1.800E-4 8.9962394E-06 -6.4348545E-03 -5.0251866E-03 -1.6765636E-03 2.4893085E-05 -6.3504100E-03 -4.9869345E-03 -1.6358695E-03 6.3156974E-03 1.6102637E-02 -8.1762538E-02 9.5469683E-03
2.154000E+10 1.778E+15 3.800E-4 4.0148560E-06 -6.5379138E-03 -5.0953247E-03 -1.7163129E-03 3.5828363E-05 -6.3912724E-03 -5.0188322E-03 -1.6608448E-03 4.9302863E-03 1.3386119E-02 -1.9109112E-01 7.8345085E-03
2.154000E+10 3.162E+15 1.800E-4 1.3422346E-05 -6.3755244E-03 -5.0054375E-03 -1.6327864E-03 4.8998110E-05 -6.2963052E-03 -4.9686096E-03 -1.6151084E-03 2.3040890E-02 3.1754086E-02 4.5178037E-01 1.2945911E-02
2.154000E+10 3.162E+15 3.800E-4 1.0884451E-05 -6.4415969E-03 -5.0516417E-03 -1.6565065E-03 8.4161014E-05 -6.2884584E-03 -4.9831201E-03 -1.6234085E-03 1.8053905E-02 2.7282868E-02 1.7493618E-01 1.4577142E-02
2.154000E+10 5.623E+15 1.800E-4 2.2942595E-05 -6.3357325E-03 -4.9825682E-03 -1.6199347E-03 8.8045125E-05 -6.2495406E-03 -4.9554342E-03 -1.6118607E-03 -3.0861277E-01 -2.9675718E-01 -7.3818778E-02 2.9525525E-02
2.154000E+10 5.623E+15 3.800E-4 2.3538500E-05 -6.3598556E-03 -5.0049927E-03 -1.6242392E-03 1.5415478E-04 -6.1933336E-03 -4.9554634E-03 -1.6102805E-03 -1.4847473E+00 -8.8644866E-01 -9.3481677E-02 3.0140010E-02
2.154000E+10 1.000E+16 1.800E-4 4.2067303E-05 -6.2939746E-03 -4.9660857E-03 -1.6074949E-03 1.5630513E-04 -6.1785698E-03 -4.9473973E-03 -1.6043191E-03 -3.4399977E-02 -3.0302943E-02 -1.8511409E-02 -3.4233406E-02
2.154000E+10 1.000E+16 3.800E-4 4.4715485E-05 -6.2968323E-03 -4.9700547E-03 -1.6085775E-03 2.6199802E-04 -6.0765417E-03 -4.9377350E-03 -1.5992089E-03 -3.1431309E-02 -2.9143382E-02 -1.8849028E-02 -5.7062008E-02
2.154000E+10 1.778E+16 1.800E-4 7.7333903E-05 -6.2529214E-03 -4.9563535E-03 -1.6043445E-03 2.7393642E-04 -6.0765093E-03 -4.9432253E-03 -1.6036680E-03 -2.1714051E-02 -1.8922696E-02 -7.9732699E-03 -2.5529755E-03
2.154000E+10 1.778E+16 3.800E-4 7.6196246E-05 -6.2409009E-03 -4.9459205E-03 -1.6003298E-03 4.2163965E-04 -5.9349743E-03 -4.9266709E-03 -1.6000315E-03 -1.8922958E-02 -1.6781621E-02 -6.9051156E-03 -5.8450499E-04
2.154000E+10 3.162E+16 1.800E-4 1.3341861E-04 -6.2021771E-03 -4.9521346E-03 -1.6037172E-03 4.5624632E-04 -5.9296586E-03 -4.9421996E-03 -1.6054409E-03 -1.6798798E-02 -1.4934382E-02 -4.4833049E-03 5.4196105E-03
2.154000E+10 3.162E+16 3.800E-4 1.1551968E-04 -6.1906177E-03 -4.9305936E-03 -1.5962185E-03 6.3083581E-04 -5.7581467E-03 -4.9198746E-03 -1.5948096E-03 -1.4290286E-02 -1.2906577E-02 -3.0175412E-03 -1.8707560E-03
2.154000E+10 5.623E+16 1.800E-4 2.0450260E-04 -6.1457208E-03 -4.9527510E-03 -1.6051372E-03 7.0343460E-04 -5.7316251E-03 -4.9435627E-03 -1.6079120E-03 -1.4443190E-02 -1.3171319E-02 -3.1870383E-03 6.2180796E-03
2.154000E+10 5.623E+16 3.800E-4 1.5883045E-04 -6.1451640E-03 -4.9219633E-03 -1.5941964E-03 8.9011864E-04 -5.5431463E-03 -4.9154223E-03 -1.5949669E-03 -1.2161986E-02 -1.1140710E-02 -1.5329639E-03 1.3481084E-03
2.154000E+10 1.000E+17 1.800E-4 2.7381427E-04 -6.0972779E-03 -4.9583062E-03 -1.6095509E-03 9.7955264E-04 -5.5058547E-03 -4.9485500E-03 -1.6118694E-03 -1.2911259E-02 -1.1994529E-02 -2.4723633E-03 4.1424466E-03
2.154000E+10 1.000E+17 3.800E-4 2.2219743E-04 -6.0907324E-03 -4.9190981E-03 -1.5944483E-03 1.1974155E-03 -5.2866606E-03 -4.9145542E-03 -1.6032027E-03 -1.0867699E-02 -9.9965900E-03 -7.2922358E-04 9.4687897E-03
3.162000E+10 1.000E+15 1.800E-4 7.1858948E-06 -6.5789500E-03 -5.0659640E-03 -1.8009541E-03 5.9379637E-06 -6.4790397E-03 -5.0282921E-03 -1.7270287E-03 -2.8040902E-04 8.6855212E-03 -1.0688509E-02 5.7012754E-03
3.162000E+10 1.000E+15 3.800E-4 4.8855908E-07 -6.7891890E-03 -5.1886558E-03 -1.9041726E-03 -6.8972977E-06 -6.6298057E-03 -5.1027855E-03 -1.8131001E-03 -6.6284355E-04 6.9167300E-03 -1.6794098E-02 4.2741749E-03
3.162000E+10 1.778E+15 1.800E-4 9.1034999E-06 -6.4899981E-03 -5.0657499E-03 -1.6979048E-03 2.9936534E-05 -6.3830058E-03 -5.0092762E-03 -1.6546383E-03 5.6676160E-03 1.4544174E-02 -1.1470078E-01 7.5842650E-03
3.162000E+10 1.778E+15 3.800E-4 4.1418589E-06 -6.6384577E-03 -5.1690377E-03 -1.7501113E-03 4.7201105E-05 -6.4421565E-03 -5.0607452E-03 -1.6857399E-03 4.6579910E-03 1.2390747E-02 2.7408796E+00 6.8296283E-03
3.162000E+10 3.162E+15 1.800E-4 1.4194116E-05 -6.4178292E-03 -5.0362037E-03 -1.6492753E-03 6.1966355E-05 -6.3055950E-03 -4.9839780E-03 -1.6214775E-03 2.1201057E-02 3.1473367E-02 3.0093758E-01 1.5051747E-02
3.162000E+10 3.162E+15 3.800E-4 1.2508962E-05 -6.5028654E-03 -5.1040456E-03 -1.6731193E-03 1.1310230E-04 -6.2997212E-03 -5.0104680E-03 -1.6352414E-03 1.7359678E-02 2.5972140E-02 1.2913937E-01 1.3355832E-02
3.162000E+10 5.623E+15 1.800E-4 2.4815569E-05 -6.3558642E-03 -5.0031957E-03 -1.6232105E-03 1.1255855E-04 -6.2376290E-03 -4.9646617E-03 -1.6121674E-03 -2.8782935E-01 -2.8397254E-01 -7.6416729E-02 2.9689150E-02
3.162000E+10 5.623E+15 3.800E-4 2.7406984E-05 -6.4044433E-03 -5.0414762E-03 -1.6400592E-03 2.0604344E-04 -6.1744676E-03 -4.9735726E-03 -1.6180182E-03 -1.6273593E+00 -9.8940972E-01 -1.0250814E-01 3.8255636E-02
3.162000E+10 1.000E+16 1.800E-4 4.5457423E-05 -6.3113090E-03 -4.9790044E-03 -1.6169775E-03 1.9948309E-04 -6.1504183E-03 -4.9528751E-03 -1.6084667E-03 -3.1974513E-02 -2.9169670E-02 -1.8298367E-02 -6.0638974E-02
3.162000E+10 1.000E+16 3.800E-4 5.1348773E-05 -6.3241115E-03 -4.9932756E-03 -1.6214812E-03 3.4549466E-04 -6.0273884E-03 -4.9496927E-03 -1.6097466E-03 -3.0377819E-02 -2.8299633E-02 -1.8878015E-02 -4.9699701E-02
3.162000E+10 1.778E+16 1.800E-4 8.2519935E-05 -6.2587400E-03 -4.9644923E-03 -1.6071138E-03 3.4748288E-04 -6.0206244E-03 -4.9466567E-03 -1.6071889E-03 -2.0265571E-02 -1.7651303E-02 -7.6269676E-03 1.1979927E-03
3.162000E+10 1.778E+16 3.800E-4 8.5717707E-05 -6.2520289E-03 -4.9611410E-03 -1.6055112E-03 5.4620013E-04 -5.8439664E-03 -4.9352756E-03 -1.6057475E-03 -1.8219863E-02 -1.6200200E-02 -6.8144693E-03 1.0298154E-03
3.162000E+10 3.162E+16 1.800E-4 1.4039495E-04 -6.2028605E-03 -4.9572384E-03 -1.6054819E-03 5.7444143E-04 -5.8373442E-03 -4.9444508E-03 -1.6077005E-03 -1.5755917E-02 -1.4023644E-02 -4.0603311E-03 4.7006166E-03
3.162000E+10 3.162E+16 3.800E-4 1.2771723E-04 -6.1919010E-03 -4.9400340E-03 -1.5989800E-03 8.0179204E-04 -5.6337886E-03 -4.9268399E-03 -1.6041399E-03 -1.3719544E-02 -1.2265705E-02 -2.7285733E-03 6.5224859E-03
3.162000E+10 5.623E+16 1.800E-4 2.1293787E-04 -6.1469239E-03 -4.9560430E-03 -1.6112074E-03 8.8042566E-04 -5.5910511E-03 -4.9447249E-03 -1.6104842E-03 -1.3628650E-02 -1.2512893E-02 -2.7544596E-03 -7.1295265E-04
3.162000E+10 5.623E+16 3.800E-4 1.7347927E-04 -6.1404185E-03 -4.9277865E-03 -1.5962141E-03 1.1102394E-03 -5.3787606E-03 -4.9214058E-03 -1.6046157E-03 -1.1646840E-02 -1.0566201E-02 -1.1003450E-03 8.2472576E-03
3.162000E+10 1.000E+17 1.800E-4 2.8329652E-04 -6.0923015E-03 -4.9605562E-03 -1.6102446E-03 1.2193146E-03 -5.3107975E-03 -4.9495466E-03 -1.6137622E-03 -1.2255929E-02 -1.1367654E-02 -1.9553378E-03 4.2474631E-03
3.162000E+10 1.000E+17 3.800E-4 2.3871567E-04 -6.0821483E-03 -4.9231359E-03 -1.5956942E-03 1.4616551E-03 -5.0752059E-03 -4.9211585E-03 -1.6029819E-03 -1.0383149E-02 -9.5576546E-03 -1.6550386E-04 6.1149494E-03
4.642000E+10 1.000E+15 1.800E-4 7.0311576E-06 -6.6946503E-03 -5.1284667E-03 -1.8653815E-03 3.8084452E-06 -6.5552252E-03 -5.0690684E-03 -1.7709144E-03 -4.9664568E-04 8.2981140E-03 -1.3522348E-02 5.2940615E-03
4.642000E+10 1.000E+15 3.800E-4 1.1152473E-08 -6.9403944E-03 -5.3193542E-03 -1.9387677E-03 -1.2617360E-05 -6.7526560E-03 -5.1821709E-03 -1.8653616E-03 -7.9589016E-04 6.3654030E-03 -2.6582479E-02 2.9611924E-03
4.642000E+10 1.778E+15 1.800E-4 9.2768979E-06 -6.5679370E-03 -5.1220578E-03 -1.7272815E-03 3.7249551E-05 -6.4191305E-03 -5.0406902E-03 -1.6710558E-03 5.2230398E-03 1.4210318E-02 -2.2814409E-01 7.4744740E-03
4.642000E+10 1.778E+15 3.800E-4 4.4754778E-06 -6.7564846E-03 -5.2690140E-03 -1.7792811E-03 6.3028661E-05 -6.5065488E-03 -5.1190507E-03 -1.7130281E-03 4.4687262E-03 1.1822457E-02 1.4059595E-01 6.1524419E-03
4.642000E+10 3.162E+15 1.800E-4 1.5316318E-05 -6.4669920E-03 -5.0776415E-03 -1.6633387E-03 8.0724513E-05 -6.3162837E-03 -5.0041508E-03 -1.6309345E-03 1.9944626E-02 2.9743419E-02 2.0698455E-01 1.3355959E-02
4.642000E+10 3.162E+15 3.800E-4 1.4803599E-05 -6.5906398E-03 -5.1729767E-03 -1.7020619E-03 1.5296001E-04 -6.3169345E-03 -5.0487190E-03 -1.6513903E-03 1.6901398E-02 2.5435701E-02 9.6904344E-02 1.5006648E-02
4.642000E+10 5.623E+15 1.800E-4 2.7518842E-05 -6.3924626E-03 -5.0320863E-03 -1.6369067E-03 1.4782877E-04 -6.2262141E-03 -4.9777456E-03 -1.6182412E-03 -2.7497481E-01 -2.8547001E-01 -8.0782949E-02 3.8297330E-02
4.642000E+10 5.623E+15 3.800E-4 3.2669462E-05 -6.4547140E-03 -5.0881319E-03 -1.6535456E-03 2.7608271E-04 -6.1475796E-03 -4.9988070E-03 -1.6269820E-03 -1.9652517E+00 -1.1586899E+00 -1.1490574E-01 3.9121337E-02
4.642000E+10 1.000E+16 1.800E-4 5.0328257E-05 -6.3261081E-03 -4.9977832E-03 -1.6190828E-03 2.6104206E-04 -6.1107332E-03 -4.9610877E-03 -1.6128011E-03 -3.0316953E-02 -2.7407030E-02 -1.8374074E-02 -3.1141524E-02
4.642000E+10 1.000E+16 3.800E-4 6.0283134E-05 -6.3547679E-03 -5.0254829E-03 -1.6311776E-03 4.5470617E-04 -5.9586889E-03 -4.9666522E-03 -1.6174004E-03 -2.9637364E-02 -2.7791110E-02 -1.9433344E-02 -4.0031050E-02
4.642000E+10 1.778E+16 1.800E-4 8.9959493E-05 -6.2710968E-03 -4.9761515E-03 -1.6160576E-03 4.5067744E-04 -5.9430667E-03 -4.9518466E-03 -1.6109307E-03 -1.9244341E-02 -1.7078387E-02 -7.3575881E-03 -9.2677294E-03
4.642000E+10 1.778E+16 3.800E-4 9.8520471E-05 -6.2704776E-03 -4.9813209E-03 -1.6172913E-03 7.0192571E-04 -5.7320703E-03 -4.9483066E-03 -1.6117962E-03 -1.7633119E-02 -1.5872642E-02 -6.5466348E-03 -6.0403811E-03
4.642000E+10 3.162E+16 1.800E-4 1.5039474E-04 -6.2078552E-03 -4.9646524E-03 -1.6129427E-03 7.3624975E-04 -5.7071590E-03 -4.9479750E-03 -1.6064500E-03 -1.4987403E-02 -1.3575672E-02 -3.7432405E-03 -7.7050288E-03
4.642000E+10 3.162E+16 3.800E-4 1.4418480E-04 -6.1951819E-03 -4.9534092E-03 -1.6036660E-03 1.0046873E-03 -5.4808277E-03 -4.9381759E-03 -1.6054966E-03 -1.3188366E-02 -1.1856814E-02 -2.3514834E-03 2.1364973E-03
4.642000E+10 5.623E+16 1.800E-4 2.2502746E-04 -6.1390651E-03 -4.9607909E-03 -1.6090641E-03 1.1139137E-03 -5.4058206E-03 -4.9475160E-03 -1.6132477E-03 -1.2984098E-02 -1.1841599E-02 -2.3040197E-03 4.4197124E-03
4.642000E+10 5.623E+16 3.800E-4 1.9340789E-04 -6.1352488E-03 -4.9364988E-03 -1.5995494E-03 1.3588059E-03 -5.1918535E-03 -4.9320381E-03 -1.6097380E-03 -1.1137345E-02 -1.0083079E-02 -5.8137718E-04 7.6581945E-03
4.642000E+10 1.000E+17 1.800E-4 2.9689959E-04 -6.0852543E-03 -4.9638865E-03 -1.6112500E-03 1.5206150E-03 -5.0701441E-03 -4.9532537E-03 -1.6175580E-03 -1.1684045E-02 -1.0799412E-02 -1.3207161E-03 5.1407775E-03
4.642000E+10 1.000E+17 3.800E-4 2.6137660E-04 -6.0714779E-03 -4.9290231E-03 -1.5983363E-03 1.7492510E-03 -4.8590594E-03 -4.9326375E-03 -1.6122375E-03 -9.9008322E-03 -9.0481368E-03 4.8647157E-04 8.4774806E-03
6.813000E+10 1.000E+15 1.800E-4 6.8601838E-06 -6.8231927E-03 -5.2221616E-03 -1.9145678E-03 7.0758391E-07 -6.6617047E-03 -5.1288694E-03 -1.8265572E-03 -6.5207028E-04 7.4977544E-03 -1.8216978E-02 4.0168288E-03
6.813000E+10 1.000E+15 3.800E-4 -1.7671480E-07 -7.1152028E-03 -5.4959762E-03 -1.9476219E-03 -2.0634003E-05 -6.8984204E-03 -5.2835278E-03 -1.9226289E-03 -9.1736381E-04 5.4134668E-03 -6.3059621E-02 8.4718123E-04
6.813000E+10 1.778E+15 1.800E-4 9.5598795E-06 -6.6777727E-03 -5.2012554E-03 -1.7659631E-03 4.7795660E-05 -6.4722862E-03 -5.0843549E-03 -1.6958152E-03 4.9165557E-03 1.3521219E-02 9.1757605E-01 6.9981274E-03
6.813000E+10 1.778E+15 3.800E-4 5.2027556E-06 -6.8904734E-03 -5.3902627E-03 -1.8056990E-03 8.4541513E-05 -6.5919488E-03 -5.1964056E-03 -1.7479136E-03 4.3356568E-03 1.1122621E-02 6.9131247E-02 5.4027690E-03
6.813000E+10 3.162E+15 1.800E-4 1.6941533E-05 -6.5368568E-03 -5.1337986E-03 -1.6847470E-03 1.0767703E-04 -6.3344832E-03 -5.0332788E-03 -1.6458916E-03 1.9083594E-02 2.8374732E-02 1.4521289E-01 1.2667835E-02
6.813000E+10 3.162E+15 3.800E-4 1.7964615E-05 -6.6928982E-03 -5.2607363E-03 -1.7263299E-03 2.0634499E-04 -6.3437057E-03 -5.1019375E-03 -1.6719401E-03 1.6609568E-02 2.4266712E-02 7.3796321E-02 1.4872052E-02
6.813000E+10 5.623E+15 1.800E-4 3.1382907E-05 -6.4339561E-03 -5.0704052E-03 -1.6479501E-03 1.9812674E-04 -6.2070113E-03 -4.9961068E-03 -1.6250538E-03 -2.6837738E-01 -2.8212900E-01 -8.6439459E-02 3.7226995E-02
6.813000E+10 5.623E+15 3.800E-4 3.9591899E-05 -6.5231182E-03 -5.1481232E-03 -1.6738608E-03 3.6735985E-04 -6.1200891E-03 -5.0342947E-03 -1.6425295E-03 -2.8645603E+00 -1.5049062E+00 -1.3547439E-01 4.2282655E-02
6.813000E+10 1.000E+16 1.800E-4 5.7264016E-05 -6.3554422E-03 -5.0238760E-03 -1.6312754E-03 3.4764794E-04 -6.0538062E-03 -4.9726080E-03 -1.6186903E-03 -2.9178925E-02 -2.7011536E-02 -1.8736163E-02 -4.0945040E-02
