N_Fe N_B T d Jsc_Fe Eta_Fe Voc_Fe FF_Fe Jsc_FeB Eta_FeB Voc_FeB FF_FeB Jsc_e Eta_e Voc_e FF_e
1.468000E+13 1.000E+17 290 1.800E-4 1.886827E-1 9.167400E+0 4.842970E-1 8.025900E+1 7.735892E-2 3.405600E+0 4.457680E-1 7.900580E+1 -1.4390555E+02 -1.6918605E+02 -8.6432853E+00 -1.5862127E+00
2.154000E+13 1.000E+17 290 1.800E-4 1.649668E-1 7.908500E+0 4.787770E-1 8.010440E+1 6.568137E-2 2.831300E+0 4.382030E-1 7.869830E+1 -1.5116224E+02 -1.7932399E+02 -9.2591790E+00 -1.7866968E+00
3.162000E+13 1.000E+17 290 1.800E-4 1.432510E-1 6.762900E+0 4.727820E-1 7.988450E+1 5.564536E-2 2.346100E+0 4.304090E-1 7.836630E+1 -1.5743566E+02 -1.8826137E+02 -9.8448220E+00 -1.9373123E+00
4.642000E+13 1.000E+17 290 1.800E-4 1.236391E-1 5.745100E+0 4.663880E-1 7.970430E+1 4.707518E-2 1.939200E+0 4.223160E-1 7.803510E+1 -1.6264180E+02 -1.9626134E+02 -1.0435787E+01 -2.1390374E+00
6.813000E+13 1.000E+17 290 1.800E-4 1.061482E-1 4.845100E+0 4.597070E-1 7.943220E+1 3.979664E-2 1.601200E+0 4.140630E-1 7.773750E+1 -1.6672654E+02 -2.0259181E+02 -1.1023443E+01 -2.1800289E+00
1.000000E+14 1.000E+17 290 1.800E-4 9.072238E-2 4.062300E+0 4.525460E-1 7.915620E+1 3.364371E-2 1.319700E+0 4.056820E-1 7.735350E+1 -1.6965629E+02 -2.0781996E+02 -1.1551905E+01 -2.3304699E+00
1.000000E+10 1.000E+17 295 1.800E-4 4.906670E-1 2.518670E+1 5.085210E-1 8.075450E+1 4.763649E-1 2.438980E+1 5.073770E-1 8.072870E+1 -3.0023413E+00 -3.2673495E+00 -2.2547337E-01 -3.1958894E-02
1.468000E+10 1.000E+17 295 1.800E-4 4.898448E-1 2.514080E+1 5.084540E-1 8.075300E+1 4.696033E-1 2.401360E+1 5.068240E-1 8.071610E+1 -4.3103402E+00 -4.6940067E+00 -3.2161066E-01 -4.5715787E-02
2.154000E+10 1.000E+17 295 1.800E-4 4.886475E-1 2.507390E+1 5.083580E-1 8.075090E+1 4.603273E-1 2.349860E+1 5.060600E-1 8.069830E+1 -6.1521878E+00 -6.7038036E+00 -4.5409635E-01 -6.5181051E-02
3.162000E+10 1.000E+17 295 1.800E-4 4.869102E-1 2.497680E+1 5.082170E-1 8.074770E+1 4.479337E-1 2.281220E+1 5.050240E-1 8.067370E+1 -8.7013993E+00 -9.4887823E+00 -6.3224718E-01 -9.1727539E-02
4.642000E+10 1.000E+17 295 1.800E-4 4.844026E-1 2.483690E+1 5.080140E-1 8.074310E+1 4.319289E-1 2.192850E+1 5.036600E-1 8.064000E+1 -1.2148689E+01 -1.3263105E+01 -8.6447206E-01 -1.2785218E-01
6.813000E+10 1.000E+17 295 1.800E-4 4.808103E-1 2.463650E+1 5.077230E-1 8.073650E+1 4.121035E-1 2.083790E+1 5.019200E-1 8.059430E+1 -1.6672219E+01 -1.8229284E+01 -1.1561603E+00 -1.7643928E-01
1.000000E+11 1.000E+17 295 1.800E-4 4.757188E-1 2.435290E+1 5.073080E-1 8.072710E+1 3.886873E-1 1.955490E+1 4.997580E-1 8.053550E+1 -2.2391135E+01 -2.4536050E+01 -1.5107312E+00 -2.3790751E-01
1.468000E+11 1.000E+17 295 1.800E-4 4.686095E-1 2.395740E+1 5.067250E-1 8.071370E+1 3.623785E-1 1.810950E+1 4.970550E-1 8.043220E+1 -2.9314929E+01 -3.2291891E+01 -1.9454588E+00 -3.4998421E-01
2.154000E+11 1.000E+17 295 1.800E-4 4.588847E-1 2.341750E+1 5.059190E-1 8.069480E+1 3.341839E-1 1.658140E+1 4.939870E-1 8.035490E+1 -3.7315023E+01 -4.1227520E+01 -2.4154482E+00 -4.2299847E-01
3.162000E+11 1.000E+17 295 1.800E-4 4.459412E-1 2.270070E+1 5.048330E-1 8.066880E+1 3.051430E-1 1.501800E+1 4.905700E-1 8.026010E+1 -4.6141711E+01 -5.1156612E+01 -2.9074342E+00 -5.0921940E-01
4.642000E+11 1.000E+17 295 1.800E-4 4.293080E-1 2.178260E+1 5.034060E-1 8.063310E+1 2.761088E-1 1.345630E+1 4.866190E-1 8.012150E+1 -5.5485084E+01 -6.1876593E+01 -3.4497214E+00 -6.3853023E-01
6.813000E+11 1.000E+17 295 1.800E-4 4.088264E-1 2.065630E+1 5.015940E-1 8.058480E+1 2.476978E-1 1.194820E+1 4.823460E-1 8.000440E+1 -6.5050477E+01 -7.2882108E+01 -3.9904964E+00 -7.2546010E-01
1.000000E+12 1.000E+17 295 1.800E-4 3.847983E-1 1.934040E+1 4.993270E-1 8.052660E+1 2.203627E-1 1.050930E+1 4.776130E-1 7.988240E+1 -7.4620433E+01 -8.4031287E+01 -4.5463587E+00 -8.0643546E-01
1.468000E+12 1.000E+17 295 1.800E-4 3.579938E-1 1.786900E+1 4.965460E-1 8.041850E+1 1.944690E-1 9.152500E+0 4.724740E-1 7.968930E+1 -8.4087849E+01 -9.5236274E+01 -5.0948835E+00 -9.1505384E-01
2.154000E+12 1.000E+17 295 1.800E-4 3.294650E-1 1.632440E+1 4.934000E-1 8.033780E+1 1.703159E-1 7.905900E+0 4.668790E-1 7.953960E+1 -9.3443478E+01 -1.0648377E+02 -5.6804868E+00 -1.0035253E+00
3.162000E+12 1.000E+17 295 1.800E-4 3.002589E-1 1.475350E+1 4.898980E-1 8.023890E+1 1.481232E-1 6.768500E+0 4.609420E-1 7.930770E+1 -1.0270889E+02 -1.1797296E+02 -6.2819183E+00 -1.1741609E+00
4.642000E+12 1.000E+17 295 1.800E-4 2.712087E-1 1.319250E+1 4.858410E-1 8.009750E+1 1.280175E-1 5.751300E+0 4.544960E-1 7.907770E+1 -1.1185283E+02 -1.2938292E+02 -6.8966504E+00 -1.2896177E+00
6.813000E+12 1.000E+17 295 1.800E-4 2.429023E-1 1.169200E+1 4.814980E-1 7.997490E+1 1.100357E-1 4.857400E+0 4.477500E-1 7.887210E+1 -1.2074863E+02 -1.4070490E+02 -7.5372418E+00 -1.3982131E+00
1.000000E+13 1.000E+17 295 1.800E-4 2.157663E-1 1.025890E+1 4.766380E-1 7.980340E+1 9.413732E-2 4.075100E+0 4.406860E-1 7.858420E+1 -1.2920378E+02 -1.5174597E+02 -8.1581897E+00 -1.5514569E+00
1.468000E+13 1.000E+17 295 1.800E-4 1.901439E-1 8.924500E+0 4.714330E-1 7.964780E+1 8.022329E-2 3.401400E+0 4.332090E-1 7.829760E+1 -1.3701833E+02 -1.6237726E+02 -8.8234547E+00 -1.7244462E+00
2.154000E+13 1.000E+17 295 1.800E-4 1.663138E-1 7.691400E+0 4.657040E-1 7.944350E+1 6.815370E-2 2.828800E+0 4.254800E-1 7.804270E+1 -1.4402754E+02 -1.7189621E+02 -9.4537934E+00 -1.7949148E+00
3.162000E+13 1.000E+17 295 1.800E-4 1.444754E-1 6.578900E+0 4.596730E-1 7.925030E+1 5.776439E-2 2.342600E+0 4.175330E-1 7.770180E+1 -1.5011153E+02 -1.8083753E+02 -1.0092615E+01 -1.9928753E+00
4.642000E+13 1.000E+17 295 1.800E-4 1.247376E-1 5.581600E+0 4.531100E-1 7.900400E+1 4.888055E-2 1.934400E+0 4.093980E-1 7.733190E+1 -1.5518862E+02 -1.8854425E+02 -1.0677141E+01 -2.1622384E+00
6.813000E+13 1.000E+17 295 1.800E-4 1.071222E-1 4.707400E+0 4.461980E-1 7.878830E+1 4.132693E-2 1.594200E+0 4.010280E-1 7.695210E+1 -1.5920677E+02 -1.9528290E+02 -1.1263553E+01 -2.3861597E+00
1.000000E+14 1.000E+17 295 1.800E-4 9.157706E-2 3.943700E+0 4.389830E-1 7.848100E+1 3.493524E-2 1.313100E+0 3.924800E-1 7.661610E+1 -1.6213377E+02 -2.0033508E+02 -1.1848502E+01 -2.4340837E+00
1.000000E+10 1.000E+17 300 1.800E-4 4.915794E-1 2.445680E+1 4.962900E-1 8.019770E+1 4.785560E-1 2.375020E+1 4.952270E-1 8.017160E+1 -2.7213952E+00 -2.9751328E+00 -2.1464904E-01 -3.2555169E-02
1.468000E+10 1.000E+17 300 1.800E-4 4.907689E-1 2.441280E+1 4.962240E-1 8.019610E+1 4.722102E-1 2.340660E+1 4.947030E-1 8.015840E+1 -3.9301777E+00 -4.2987875E+00 -3.0745720E-01 -4.7031877E-02
2.154000E+10 1.000E+17 300 1.800E-4 4.895880E-1 2.434860E+1 4.961280E-1 8.019380E+1 4.634663E-1 2.293400E+1 4.939750E-1 8.013970E+1 -5.6361595E+00 -6.1681346E+00 -4.3585202E-01 -6.7507116E-02
3.162000E+10 1.000E+17 300 1.800E-4 4.878743E-1 2.425550E+1 4.959880E-1 8.019030E+1 4.517165E-1 2.230040E+1 4.929840E-1 8.011330E+1 -8.0045338E+00 -8.7671073E+00 -6.0935040E-01 -9.6113879E-02
4.642000E+10 1.000E+17 300 1.800E-4 4.854001E-1 2.412120E+1 4.957860E-1 8.018540E+1 4.364325E-1 2.147850E+1 4.916680E-1 8.007660E+1 -1.1219971E+01 -1.2303932E+01 -8.3755705E-01 -1.3586990E-01
6.813000E+10 1.000E+17 300 1.800E-4 4.818544E-1 2.392880E+1 4.954960E-1 8.017820E+1 4.173349E-1 2.045480E+1 4.899700E-1 8.002640E+1 -1.5459886E+01 -1.6983789E+01 -1.1278242E+00 -1.8968740E-01
1.000000E+11 1.000E+17 300 1.800E-4 4.768264E-1 2.365630E+1 4.950820E-1 8.016790E+1 3.945605E-1 1.922810E+1 4.877380E-1 7.993310E+1 -2.0850009E+01 -2.3029837E+01 -1.5057264E+00 -2.9374564E-01
1.468000E+11 1.000E+17 300 1.800E-4 4.698009E-1 2.327610E+1 4.945000E-1 8.015310E+1 3.687232E-1 1.785660E+1 4.850980E-1 7.986560E+1 -2.7412894E+01 -3.0350123E+01 -1.9381651E+00 -3.5997977E-01
2.154000E+11 1.000E+17 300 1.800E-4 4.601818E-1 2.275640E+1 4.936960E-1 8.013210E+1 3.407905E-1 1.638370E+1 4.820710E-1 7.978210E+1 -3.5033635E+01 -3.8896586E+01 -2.4114705E+00 -4.3869490E-01
3.162000E+11 1.000E+17 300 1.800E-4 4.473632E-1 2.206560E+1 4.926060E-1 8.010260E+1 3.118164E-1 1.486510E+1 4.785850E-1 7.968950E+1 -4.3470068E+01 -4.8438961E+01 -2.9296781E+00 -5.1838699E-01
4.642000E+11 1.000E+17 300 1.800E-4 4.308651E-1 2.117920E+1 4.911720E-1 8.006170E+1 2.826982E-1 1.334090E+1 4.746460E-1 7.953950E+1 -5.2411689E+01 -5.8753907E+01 -3.4817527E+00 -6.5652915E-01
6.813000E+11 1.000E+17 300 1.800E-4 4.105129E-1 2.008940E+1 4.892990E-1 8.001230E+1 2.540926E-1 1.186450E+1 4.703910E-1 7.941260E+1 -6.1560352E+01 -6.9323612E+01 -4.0196347E+00 -7.5516983E-01
1.000000E+12 1.000E+17 300 1.800E-4 3.865898E-1 1.880320E+1 4.869250E-1 7.991180E+1 2.264742E-1 1.044370E+1 4.655650E-1 7.924030E+1 -7.0699267E+01 -8.0043471E+01 -4.5879738E+00 -8.4742233E-01
1.468000E+12 1.000E+17 300 1.800E-4 3.598507E-1 1.738680E+1 4.841440E-1 7.983890E+1 2.002216E-1 9.113300E+0 4.604450E-1 7.908200E+1 -7.9726213E+01 -9.0784897E+01 -5.1469774E+00 -9.5710781E-01
2.154000E+12 1.000E+17 300 1.800E-4 3.313434E-1 1.588660E+1 4.809780E-1 7.974790E+1 1.756487E-1 7.875400E+0 4.547480E-1 7.887670E+1 -8.8639825E+01 -1.0172436E+02 -5.7680298E+00 -1.1045087E+00
3.162000E+12 1.000E+17 300 1.800E-4 3.021205E-1 1.434950E+1 4.772900E-1 7.960960E+1 1.529947E-1 6.753100E+0 4.487340E-1 7.869120E+1 -9.7471220E+01 -1.1248760E+02 -6.3636809E+00 -1.1670937E+00
4.642000E+12 1.000E+17 300 1.800E-4 2.730247E-1 1.283890E+1 4.732340E-1 7.949550E+1 1.324075E-1 5.741500E+0 4.422610E-1 7.843800E+1 -1.0620033E+02 -1.2361578E+02 -7.0033306E+00 -1.3481986E+00
6.813000E+12 1.000E+17 300 1.800E-4 2.446503E-1 1.137810E+1 4.687780E-1 7.936860E+1 1.139434E-1 4.847900E+0 4.353820E-1 7.817830E+1 -1.1471213E+02 -1.3470162E+02 -7.6705054E+00 -1.5225453E+00
1.000000E+13 1.000E+17 300 1.800E-4 2.174266E-1 9.981600E+0 4.638260E-1 7.918110E+1 9.757799E-2 4.070400E+0 4.282040E-1 7.793360E+1 -1.2282341E+02 -1.4522406E+02 -8.3189321E+00 -1.6007216E+00
1.468000E+13 1.000E+17 300 1.800E-4 1.916988E-1 8.681900E+0 4.584940E-1 7.902300E+1 8.322379E-2 3.396800E+0 4.207070E-1 7.761240E+1 -1.3034135E+02 -1.5559056E+02 -8.9817854E+00 -1.8174931E+00
2.154000E+13 1.000E+17 300 1.800E-4 1.677488E-1 7.479400E+0 4.526840E-1 7.879560E+1 7.074858E-2 2.821800E+0 4.128380E-1 7.728870E+1 -1.3710554E+02 -1.6505776E+02 -9.6517278E+00 -1.9497029E+00
3.162000E+13 1.000E+17 300 1.800E-4 1.457813E-1 6.394800E+0 4.464340E-1 7.860650E+1 5.999239E-2 2.336900E+0 4.047320E-1 7.699640E+1 -1.4299965E+02 -1.7364457E+02 -1.0303608E+01 -2.0911367E+00
4.642000E+13 1.000E+17 300 1.800E-4 1.259107E-1 5.422500E+0 4.398630E-1 7.832620E+1 5.078178E-2 1.928000E+0 3.964230E-1 7.661790E+1 -1.4794464E+02 -1.8125000E+02 -1.0957992E+01 -2.2296356E+00
6.813000E+13 1.000E+17 300 1.800E-4 1.081635E-1 4.566400E+0 4.327700E-1 7.804190E+1 4.294090E-2 1.586900E+0 3.879410E-1 7.621000E+1 -1.5188922E+02 -1.8775600E+02 -1.1555623E+01 -2.4037528E+00
1.000000E+14 1.000E+17 300 1.800E-4 9.249186E-2 3.825100E+0 4.253370E-1 7.778550E+1 3.629928E-2 1.304200E+0 3.793150E-1 7.577560E+1 -1.5480357E+02 -1.9329091E+02 -1.2132924E+01 -2.6524369E+00
1.000000E+10 1.000E+17 305 1.800E-4 4.925168E-1 2.372830E+1 4.840730E-1 7.962090E+1 4.802919E-1 2.308210E+1 4.830480E-1 7.959250E+1 -2.5453063E+00 -2.7995720E+00 -2.1219423E-01 -3.5681754E-02
1.468000E+10 1.000E+17 305 1.800E-4 4.917175E-1 2.368610E+1 4.840070E-1 7.961900E+1 4.741780E-1 2.276000E+1 4.825360E-1 7.957790E+1 -3.6989274E+00 -4.0689807E+00 -3.0484772E-01 -5.1647505E-02
2.154000E+10 1.000E+17 305 1.800E-4 4.905527E-1 2.362450E+1 4.839110E-1 7.961640E+1 4.657334E-1 2.231570E+1 4.818220E-1 7.955700E+1 -5.3290788E+00 -5.8649292E+00 -4.3356260E-01 -7.4663449E-02
3.162000E+10 1.000E+17 305 1.800E-4 4.888621E-1 2.353520E+1 4.837710E-1 7.961260E+1 4.543486E-1 2.171800E+1 4.808460E-1 7.952740E+1 -7.5962598E+00 -8.3672530E+00 -6.0830287E-01 -1.0713289E-01
4.642000E+10 1.000E+17 305 1.800E-4 4.864207E-1 2.340620E+1 4.835700E-1 7.960700E+1 4.394779E-1 2.093930E+1 4.795140E-1 7.949040E+1 -1.0681493E+01 -1.1781196E+01 -8.4585643E-01 -1.4668438E-01
6.813000E+10 1.000E+17 305 1.800E-4 4.829209E-1 2.322150E+1 4.832790E-1 7.959890E+1 4.208036E-1 1.995350E+1 4.777360E-1 7.940400E+1 -1.4761589E+01 -1.6378079E+01 -1.1602642E+00 -2.4545363E-01
1.000000E+11 1.000E+17 305 1.800E-4 4.779554E-1 2.295970E+1 4.828650E-1 7.958720E+1 3.984086E-1 1.879100E+1 4.755400E-1 7.934600E+1 -1.9966135E+01 -2.2184556E+01 -1.5403541E+00 -3.0398508E-01
1.468000E+11 1.000E+17 305 1.800E-4 4.710128E-1 2.259400E+1 4.822820E-1 7.957030E+1 3.728554E-1 1.747270E+1 4.729220E-1 7.927240E+1 -2.6325863E+01 -2.9310295E+01 -1.9791847E+00 -3.7579284E-01
2.154000E+11 1.000E+17 305 1.800E-4 4.614982E-1 2.209390E+1 4.814740E-1 7.954630E+1 3.450837E-1 1.604870E+1 4.698860E-1 7.917960E+1 -3.3735149E+01 -3.7667848E+01 -2.4661301E+00 -4.6312434E-01
3.162000E+11 1.000E+17 305 1.800E-4 4.488039E-1 2.142800E+1 4.803770E-1 7.951230E+1 3.161526E-1 1.456530E+1 4.662850E-1 7.904290E+1 -4.1957997E+01 -4.7116778E+01 -3.0221860E+00 -5.9385473E-01
4.642000E+11 1.000E+17 305 1.800E-4 4.324411E-1 2.057210E+1 4.788630E-1 7.947510E+1 2.869842E-1 1.309090E+1 4.623570E-1 7.892700E+1 -5.0684637E+01 -5.7148095E+01 -3.5699687E+00 -6.9443917E-01
6.813000E+11 1.000E+17 305 1.800E-4 4.122201E-1 1.950760E+1 4.769180E-1 7.938200E+1 2.582588E-1 1.165040E+1 4.579690E-1 7.880230E+1 -5.9615123E+01 -6.7441461E+01 -4.1376163E+00 -7.3563843E-01
1.000000E+12 1.000E+17 305 1.800E-4 3.884048E-1 1.827440E+1 4.745470E-1 7.931780E+1 2.304648E-1 1.026190E+1 4.531420E-1 7.861050E+1 -6.8531073E+01 -7.8080083E+01 -4.7236848E+00 -8.9975258E-01
1.468000E+12 1.000E+17 305 1.800E-4 3.617351E-1 1.690200E+1 4.717530E-1 7.923600E+1 2.039875E-1 8.959600E+0 4.478800E-1 7.845410E+1 -7.7331993E+01 -8.8646815E+01 -5.3302224E+00 -9.9663370E-01
2.154000E+12 1.000E+17 305 1.800E-4 3.332531E-1 1.544480E+1 4.684640E-1 7.914490E+1 1.791491E-1 7.745700E+0 4.421780E-1 7.822350E+1 -8.6019969E+01 -9.9398376E+01 -5.9446648E+00 -1.1779069E+00
3.162000E+12 1.000E+17 305 1.800E-4 3.040167E-1 1.395070E+1 4.647170E-1 7.899510E+1 1.562005E-1 6.639000E+0 4.359980E-1 7.798760E+1 -9.4632348E+01 -1.1013255E+02 -6.5869568E+00 -1.2918720E+00
4.642000E+12 1.000E+17 305 1.800E-4 2.748773E-1 1.248270E+1 4.606370E-1 7.886830E+1 1.353035E-1 5.648500E+0 4.294920E-1 7.776090E+1 -1.0315609E+02 -1.2099141E+02 -7.2515903E+00 -1.4241090E+00
6.813000E+12 1.000E+17 305 1.800E-4 2.464358E-1 1.105390E+1 4.560000E-1 7.869360E+1 1.165269E-1 4.768000E+0 4.224960E-1 7.747810E+1 -1.1148404E+02 -1.3183515E+02 -7.9300159E+00 -1.5688304E+00
1.000000E+13 1.000E+17 305 1.800E-4 2.191245E-1 9.702200E+0 4.510370E-1 7.853400E+1 9.985719E-2 4.002000E+0 4.151420E-1 7.723160E+1 -1.1943788E+02 -1.4243378E+02 -8.6464390E+00 -1.6863564E+00
1.468000E+13 1.000E+17 305 1.800E-4 1.932904E-1 8.430900E+0 4.455140E-1 7.832340E+1 8.521491E-2 3.337900E+0 4.074960E-1 7.690040E+1 -1.2682697E+02 -1.5258096E+02 -9.3296621E+00 -1.8504455E+00
2.154000E+13 1.000E+17 305 1.800E-4 1.692192E-1 7.265500E+0 4.396640E-1 7.812420E+1 7.247322E-2 2.770500E+0 3.995850E-1 7.653510E+1 -1.3349204E+02 -1.6224508E+02 -1.0030156E+01 -2.0763022E+00
3.162000E+13 1.000E+17 305 1.800E-4 1.471205E-1 6.204300E+0 4.332560E-1 7.786910E+1 6.147524E-2 2.290300E+0 3.913430E-1 7.616120E+1 -1.3931667E+02 -1.7089464E+02 -1.0710042E+01 -2.2424804E+00
4.642000E+13 1.000E+17 305 1.800E-4 1.271145E-1 5.261200E+0 4.264660E-1 7.764230E+1 5.204872E-2 1.888800E+0 3.828600E-1 7.582600E+1 -1.4422214E+02 -1.7854723E+02 -1.1389542E+01 -2.3953525E+00
6.813000E+13 1.000E+17 305 1.800E-4 1.092329E-1 4.427200E+0 4.193390E-1 7.732240E+1 4.401754E-2 1.552500E+0 3.741930E-1 7.540550E+1 -1.4815767E+02 -1.8516586E+02 -1.2064897E+01 -2.5421223E+00
1.000000E+14 1.000E+17 305 1.800E-4 9.343183E-2 3.702200E+0 4.117630E-1 7.698580E+1 3.721012E-2 1.273800E+0 3.653750E-1 7.495270E+1 -1.5109253E+02 -1.9064217E+02 -1.2695997E+01 -2.7125107E+00
1.000000E+10 1.000E+17 310 1.800E-4 4.934026E-1 2.299620E+1 4.718550E-1 7.902000E+1 4.823254E-1 2.242550E+1 4.708940E-1 7.898970E+1 -2.2966238E+00 -2.5448708E+00 -2.0407990E-01 -3.8359432E-02
1.468000E+10 1.000E+17 310 1.800E-4 4.926140E-1 2.295560E+1 4.717890E-1 7.901790E+1 4.765870E-1 2.213120E+1 4.704050E-1 7.897370E+1 -3.3628697E+00 -3.7250578E+00 -2.9421456E-01 -5.5967999E-02
2.154000E+10 1.000E+17 310 1.800E-4 4.914647E-1 2.289650E+1 4.716930E-1 7.901490E+1 4.686302E-1 2.172370E+1 4.697020E-1 7.895360E+1 -4.8726053E+00 -5.3987120E+00 -4.2388578E-01 -7.7640538E-02
3.162000E+10 1.000E+17 310 1.800E-4 4.897964E-1 2.281080E+1 4.715530E-1 7.901050E+1 4.578475E-1 2.116100E+1 4.687070E-1 7.888680E+1 -6.9780658E+00 -7.7964179E+00 -6.0720237E-01 -1.5680697E-01
4.642000E+10 1.000E+17 310 1.800E-4 4.873867E-1 2.268690E+1 4.713500E-1 7.900410E+1 4.436692E-1 2.043850E+1 4.673810E-1 7.885120E+1 -9.8536252E+00 -1.1000807E+01 -8.4920012E-01 -1.9390954E-01
6.813000E+10 1.000E+17 310 1.800E-4 4.839310E-1 2.250950E+1 4.710580E-1 7.899480E+1 4.257195E-1 1.952810E+1 4.656700E-1 7.880400E+1 -1.3673675E+01 -1.5267230E+01 -1.1570425E+00 -2.4211969E-01
1.000000E+11 1.000E+17 310 1.800E-4 4.790260E-1 2.225780E+1 4.706420E-1 7.898130E+1 4.039942E-1 1.843210E+1 4.635350E-1 7.874220E+1 -1.8572494E+01 -2.0755638E+01 -1.5332176E+00 -3.0364912E-01
1.468000E+11 1.000E+17 310 1.800E-4 4.721634E-1 2.190620E+1 4.700540E-1 7.896180E+1 3.789660E-1 1.717660E+1 4.609630E-1 7.866160E+1 -2.4592549E+01 -2.7535135E+01 -1.9721756E+00 -3.8163475E-01
