Ytrue por Lambda Ypred RelError
3.322860e+00 4.000000e+00 6.742000e+03 3.321234e+00 4.891989e-04
4.019850e+00 1.000000e+00 5.550000e+02 4.025218e+00 1.335443e-03
2.368250e+00 4.100000e+01 3.423000e+03 2.378509e+00 4.331975e-03
1.763500e+00 6.500000e+01 6.700000e+02 1.776159e+00 7.178273e-03
2.137410e+00 4.900000e+01 9.350000e+03 2.139983e+00 1.203664e-03
2.259480e+00 4.500000e+01 6.880000e+03 2.257046e+00 1.077027e-03
2.752780e+00 2.700000e+01 4.891000e+03 2.765173e+00 4.502103e-03
1.510900e+00 7.200000e+01 6.588000e+03 1.500836e+00 6.660965e-03
2.264920e+00 4.500000e+01 1.090100e+04 2.255988e+00 3.943706e-03
3.037640e+00 1.700000e+01 2.995000e+03 3.030395e+00 2.385222e-03
1.602680e+00 6.800000e+01 1.094800e+04 1.603796e+00 6.962320e-04
2.519280e+00 3.600000e+01 7.761000e+03 2.514838e+00 1.763111e-03
2.413830e+00 4.000000e+01 7.382000e+03 2.401176e+00 5.242312e-03
2.962600e+00 1.900000e+01 7.564000e+03 2.969185e+00 2.222609e-03
3.225360e+00 8.000000e+00 9.629000e+03 3.229283e+00 1.216164e-03
2.508460e+00 3.700000e+01 2.577000e+03 2.499661e+00 3.507810e-03
2.282990e+00 4.400000e+01 8.288000e+03 2.285494e+00 1.096821e-03
2.063860e+00 5.200000e+01 1.130800e+04 2.052553e+00 5.478493e-03
2.850140e+00 2.400000e+01 2.962000e+03 2.852882e+00 9.622179e-04
1.677860e+00 6.500000e+01 7.933000e+03 1.684661e+00 4.053647e-03
2.955180e+00 1.900000e+01 5.503000e+03 2.971067e+00 5.376001e-03
2.297960e+00 4.400000e+01 1.982000e+03 2.306051e+00 3.520984e-03
2.295720e+00 5.200000e+01 5.730000e+02 2.291885e+00 1.670675e-03
2.343950e+00 4.200000e+01 2.845000e+03 2.352986e+00 3.855055e-03
1.537420e+00 7.000000e+01 8.855000e+03 1.551622e+00 9.237234e-03
1.891450e+00 5.800000e+01 4.409000e+03 1.882252e+00 4.862755e-03
1.599600e+00 6.800000e+01 1.116200e+04 1.603785e+00 2.616229e-03
3.407110e+00 2.000000e+00 1.822000e+03 3.408521e+00 4.140412e-04
2.268310e+00 4.500000e+01 1.069300e+04 2.256015e+00 5.420138e-03
3.233140e+00 8.000000e+00 9.399000e+03 3.229353e+00 1.171349e-03
3.300650e+00 5.000000e+00 8.866000e+03 3.297295e+00 1.016439e-03
2.451160e+00 3.800000e+01 5.639000e+03 2.459569e+00 3.430808e-03
1.936880e+00 5.600000e+01 5.674000e+03 1.938445e+00 8.082371e-04
2.496580e+00 3.700000e+01 9.480000e+03 2.486030e+00 4.225595e-03
2.539250e+00 4.200000e+01 7.220000e+02 2.534001e+00 2.067326e-03
3.075890e+00 1.600000e+01 1.592000e+03 3.092612e+00 5.436375e-03
3.106510e+00 1.300000e+01 8.390000e+03 3.114294e+00 2.505622e-03
3.292140e+00 6.000000e+00 3.800000e+03 3.282409e+00 2.955933e-03
2.025890e+00 5.300000e+01 1.167200e+04 2.023540e+00 1.160118e-03
3.180460e+00 1.200000e+01 1.734000e+03 3.180840e+00 1.195660e-04
1.468470e+00 7.300000e+01 1.149900e+04 1.475448e+00 4.751819e-03
2.484230e+00 3.700000e+01 6.623000e+03 2.487159e+00 1.178940e-03
1.675940e+00 6.500000e+01 1.008200e+04 1.684414e+00 5.056411e-03
2.627820e+00 3.200000e+01 4.409000e+03 2.630177e+00 8.970076e-04
2.938540e+00 2.000000e+01 1.052400e+04 2.943118e+00 1.557751e-03
3.026150e+00 1.800000e+01 2.053000e+03 3.021827e+00 1.428637e-03
2.460660e+00 3.800000e+01 3.147000e+03 2.466228e+00 2.262972e-03
1.733030e+00 6.300000e+01 5.258000e+03 1.740514e+00 4.318621e-03
2.169470e+00 4.800000e+01 3.564000e+03 2.174264e+00 2.209692e-03
1.576070e+00 6.900000e+01 5.570000e+03 1.578248e+00 1.381787e-03
3.161460e+00 1.100000e+01 3.989000e+03 3.167377e+00 1.871613e-03
2.306300e+00 4.300000e+01 1.179600e+04 2.313794e+00 3.249196e-03
1.501980e+00 7.200000e+01 1.178700e+04 1.500430e+00 1.031896e-03
1.762580e+00 6.200000e+01 2.985000e+03 1.771861e+00 5.265769e-03
2.008900e+00 5.400000e+01 8.061000e+03 1.995147e+00 6.846099e-03
1.326130e+00 8.000000e+01 4.232000e+03 1.312488e+00 1.028674e-02
2.481450e+00 3.700000e+01 6.024000e+03 2.487619e+00 2.486161e-03
2.984040e+00 1.800000e+01 7.682000e+03 2.993949e+00 3.320722e-03
2.944060e+00 2.100000e+01 1.819000e+03 2.954074e+00 3.401295e-03
2.691910e+00 3.000000e+01 3.106000e+03 2.690838e+00 3.980673e-04
2.338310e+00 4.300000e+01 3.252000e+03 2.321379e+00 7.240807e-03
2.627890e+00 3.200000e+01 6.733000e+03 2.627102e+00 2.998330e-04
1.369860e+00 7.800000e+01 3.655000e+03 1.357429e+00 9.074482e-03
2.086880e+00 5.100000e+01 2.861000e+03 2.089696e+00 1.349324e-03
2.924710e+00 2.100000e+01 1.181900e+04 2.917618e+00 2.424946e-03
2.346500e+00 4.200000e+01 2.371000e+03 2.357859e+00 4.841001e-03
1.833520e+00 6.000000e+01 1.090800e+04 1.823122e+00 5.671157e-03
2.851390e+00 3.100000e+01 7.650000e+02 2.862451e+00 3.879104e-03
2.737010e+00 2.800000e+01 8.933000e+03 2.735129e+00 6.871808e-04
3.230870e+00 8.000000e+00 1.115900e+04 3.228921e+00 6.033564e-04
3.232050e+00 9.000000e+00 2.087000e+03 3.236429e+00 1.355011e-03
1.661010e+00 6.600000e+01 6.480000e+03 1.657837e+00 1.910237e-03
2.990260e+00 1.800000e+01 7.758000e+03 2.993909e+00 1.220282e-03
3.290280e+00 5.000000e+00 9.393000e+03 3.297108e+00 2.075322e-03
2.704960e+00 2.900000e+01 5.758000e+03 2.710060e+00 1.885417e-03
1.773470e+00 6.200000e+01 9.330000e+03 1.767183e+00 3.544937e-03
1.810260e+00 6.000000e+01 7.652000e+03 1.823576e+00 7.355812e-03
3.050630e+00 1.600000e+01 8.266000e+03 3.042626e+00 2.623815e-03
2.846090e+00 2.400000e+01 6.698000e+03 2.842171e+00 1.376972e-03
1.721250e+00 6.400000e+01 6.504000e+03 1.712355e+00 5.167618e-03
2.291630e+00 4.400000e+01 1.108700e+04 2.284947e+00 2.916305e-03
2.616390e+00 3.200000e+01 6.441000e+03 2.627315e+00 4.175731e-03
2.242480e+00 4.600000e+01 1.048300e+04 2.227019e+00 6.894659e-03
2.776150e+00 2.600000e+01 1.190900e+04 2.787889e+00 4.228527e-03
1.683060e+00 6.500000e+01 4.000000e+03 1.686522e+00 2.057192e-03
2.986440e+00 1.800000e+01 3.558000e+03 3.001608e+00 5.078857e-03
2.227150e+00 4.600000e+01 2.694000e+03 2.237471e+00 4.634325e-03
1.486030e+00 7.200000e+01 1.124900e+04 1.500448e+00 9.702620e-03
1.770080e+00 6.200000e+01 2.814000e+03 1.772507e+00 1.371057e-03
2.823030e+00 2.500000e+01 5.857000e+03 2.816770e+00 2.217371e-03
1.469750e+00 7.300000e+01 9.198000e+03 1.475549e+00 3.945776e-03
2.658830e+00 3.500000e+01 9.850000e+02 2.653569e+00 1.978703e-03
2.021420e+00 5.300000e+01 7.554000e+03 2.024230e+00 1.390214e-03
1.456370e+00 7.500000e+01 9.780000e+02 1.447662e+00 5.979250e-03
2.712300e+00 2.900000e+01 5.178000e+03 2.710837e+00 5.395193e-04
2.320750e+00 4.300000e+01 7.938000e+03 2.314548e+00 2.672230e-03
2.924930e+00 2.100000e+01 1.015400e+04 2.917917e+00 2.397787e-03
1.968390e+00 5.500000e+01 5.160000e+03 1.967670e+00 3.657287e-04
2.430390e+00 3.900000e+01 5.519000e+03 2.431157e+00 3.154711e-04
1.386960e+00 7.700000e+01 9.243000e+03 1.379437e+00 5.424101e-03
1.387970e+00 7.800000e+01 6.190000e+02 1.399818e+00 8.536463e-03
3.174150e+00 1.000000e+01 1.080000e+04 3.183362e+00 2.902254e-03
1.741600e+00 6.300000e+01 3.948000e+03 1.741751e+00 8.645841e-05
3.355390e+00 3.000000e+00 5.001000e+03 3.346693e+00 2.591953e-03
2.197690e+00 4.700000e+01 5.446000e+03 2.199917e+00 1.013303e-03
2.327050e+00 4.300000e+01 6.409000e+03 2.315283e+00 5.056417e-03
2.741630e+00 2.900000e+01 1.773000e+03 2.742513e+00 3.221369e-04
3.022690e+00 1.700000e+01 2.753000e+03 3.033009e+00 3.413809e-03
2.639960e+00 3.100000e+01 9.192000e+03 2.653559e+00 5.151274e-03
1.927370e+00 5.600000e+01 1.163100e+04 1.937003e+00 4.997895e-03
3.029370e+00 1.600000e+01 1.153300e+04 3.041747e+00 4.085738e-03
2.032030e+00 5.300000e+01 5.543000e+03 2.025239e+00 3.342159e-03
3.322330e+00 4.000000e+00 1.153500e+04 3.319268e+00 9.217573e-04
1.621020e+00 6.800000e+01 1.142000e+03 1.628897e+00 4.859585e-03
3.501180e+00 1.000000e+00 1.150000e+03 3.506804e+00 1.606334e-03
1.515160e+00 7.100000e+01 3.558000e+03 1.527728e+00 8.294654e-03
1.441760e+00 7.500000e+01 1.888000e+03 1.432016e+00 6.758573e-03
2.358130e+00 4.200000e+01 4.180000e+03 2.347087e+00 4.682976e-03
2.183990e+00 4.800000e+01 7.984000e+03 2.169399e+00 6.680679e-03
2.376080e+00 4.100000e+01 3.768000e+03 2.377157e+00 4.534172e-04
3.712960e+00 3.000000e+00 6.920000e+02 3.703489e+00 2.550859e-03
2.223540e+00 4.800000e+01 1.207000e+03 2.222539e+00 4.500000e-04
1.732610e+00 6.300000e+01 9.854000e+03 1.739353e+00 3.891703e-03
1.334900e+00 7.900000e+01 5.799000e+03 1.334213e+00 5.146540e-04
2.482960e+00 3.700000e+01 6.789000e+03 2.487052e+00 1.648129e-03
2.692560e+00 3.000000e+01 7.669000e+03 2.681459e+00 4.122975e-03
3.396040e+00 1.000000e+00 1.185500e+04 3.390696e+00 1.573459e-03
2.451260e+00 3.800000e+01 4.329000e+03 2.461660e+00 4.242635e-03
2.426640e+00 3.900000e+01 1.146800e+04 2.428797e+00 8.889266e-04
2.229730e+00 5.000000e+01 7.640000e+02 2.244991e+00 6.844385e-03
2.825030e+00 2.500000e+01 4.841000e+03 2.818316e+00 2.376746e-03
1.804930e+00 6.100000e+01 6.540000e+03 1.795739e+00 5.092388e-03
3.165480e+00 1.100000e+01 1.036400e+04 3.160393e+00 1.607008e-03
1.506890e+00 7.200000e+01 1.037300e+04 1.500484e+00 4.250906e-03
3.431210e+00 1.000000e+00 2.057000e+03 3.423972e+00 2.109328e-03
3.111910e+00 1.300000e+01 7.275000e+03 3.114889e+00 9.574465e-04
2.743840e+00 2.900000e+01 1.730000e+03 2.744376e+00 1.952177e-04
2.114160e+00 5.000000e+01 7.113000e+03 2.111515e+00 1.250860e-03
1.451780e+00 7.400000e+01 4.793000e+03 1.451607e+00 1.193102e-04
2.093350e+00 5.100000e+01 2.185000e+03 2.095896e+00 1.216013e-03
1.721230e+00 6.400000e+01 5.501000e+03 1.712754e+00 4.924485e-03
2.293020e+00 4.400000e+01 1.191200e+04 2.284854e+00 3.561236e-03
3.229320e+00 8.000000e+00 1.177100e+04 3.228814e+00 1.567051e-04
1.658700e+00 6.600000e+01 4.468000e+03 1.658828e+00 7.708642e-05
3.372920e+00 2.000000e+00 1.139300e+04 3.365825e+00 2.103478e-03
3.380850e+00 2.000000e+00 2.698000e+03 3.384195e+00 9.894896e-04
3.130550e+00 1.300000e+01 3.445000e+03 3.123338e+00 2.303834e-03
3.039390e+00 1.600000e+01 7.833000e+03 3.042832e+00 1.132322e-03
2.518480e+00 3.600000e+01 5.128000e+03 2.516946e+00 6.090838e-04
2.385220e+00 4.100000e+01 8.201000e+03 2.372140e+00 5.483840e-03
3.096160e+00 1.400000e+01 4.430000e+03 3.095282e+00 2.837137e-04
2.799750e+00 2.500000e+01 1.040700e+04 2.814509e+00 5.271618e-03
1.900380e+00 5.700000e+01 3.993000e+03 1.911557e+00 5.881204e-03
1.325700e+00 8.000000e+01 1.034400e+04 1.311910e+00 1.040191e-02
3.173750e+00 1.100000e+01 6.150000e+03 3.162606e+00 3.511177e-03
3.288800e+00 6.000000e+00 7.812000e+03 3.275220e+00 4.129288e-03
1.963980e+00 5.500000e+01 9.949000e+03 1.965943e+00 9.993369e-04
2.101530e+00 5.000000e+01 1.080100e+04 2.110689e+00 4.358428e-03
1.425570e+00 7.500000e+01 2.035000e+03 1.431237e+00 3.975036e-03
3.443060e+00 3.000000e+00 1.294000e+03 3.430619e+00 3.613306e-03
1.329170e+00 7.900000e+01 6.474000e+03 1.334132e+00 3.733355e-03
2.809850e+00 2.500000e+01 9.379000e+03 2.814751e+00 1.744069e-03
3.405890e+00 0.000000e+00 9.086000e+03 3.422455e+00 4.863552e-03
1.540600e+00 7.000000e+01 9.446000e+03 1.551575e+00 7.124118e-03
3.178230e+00 1.000000e+01 1.060200e+04 3.183404e+00 1.627950e-03
2.668160e+00 3.000000e+01 8.926000e+03 2.680983e+00 4.806013e-03
2.689330e+00 3.000000e+01 7.020000e+03 2.681810e+00 2.796096e-03
1.647110e+00 6.600000e+01 3.211000e+03 1.660575e+00 8.175172e-03
3.158260e+00 1.100000e+01 8.112000e+03 3.161151e+00 9.153196e-04
2.871550e+00 2.900000e+01 8.770000e+02 2.866448e+00 1.776629e-03
2.636640e+00 3.300000e+01 1.408000e+03 2.651522e+00 5.644228e-03
3.047940e+00 1.600000e+01 5.062000e+03 3.045664e+00 7.466842e-04
1.634630e+00 6.700000e+01 1.273000e+03 1.651754e+00 1.047586e-02
1.776250e+00 6.200000e+01 1.174200e+04 1.766979e+00 5.219146e-03
3.176070e+00 1.100000e+01 4.401000e+03 3.165899e+00 3.202345e-03
1.366710e+00 7.800000e+01 8.242000e+03 1.356517e+00 7.458265e-03
2.105840e+00 5.000000e+01 8.544000e+03 2.111069e+00 2.482960e-03
3.394270e+00 1.000000e+00 4.065000e+03 3.398194e+00 1.156099e-03
1.455620e+00 7.400000e+01 1.809000e+03 1.457242e+00 1.114538e-03
2.481410e+00 3.800000e+01 2.814000e+03 2.468673e+00 5.133071e-03
1.686800e+00 6.500000e+01 4.791000e+03 1.685772e+00 6.095921e-04
2.839140e+00 2.400000e+01 1.036800e+04 2.840683e+00 5.434030e-04
3.368760e+00 2.000000e+00 9.808000e+03 3.366194e+00 7.616554e-04
3.298670e+00 5.000000e+00 5.304000e+03 3.300392e+00 5.219229e-04
2.284820e+00 4.400000e+01 8.448000e+03 2.285448e+00 2.746668e-04
2.102210e+00 5.000000e+01 6.866000e+03 2.111622e+00 4.477129e-03
2.564020e+00 3.500000e+01 3.318000e+03 2.550442e+00 5.295468e-03
1.392380e+00 7.600000e+01 1.162800e+04 1.402766e+00 7.459424e-03
2.747030e+00 2.800000e+01 5.957000e+03 2.736846e+00 3.707336e-03
1.523640e+00 7.100000e+01 8.704000e+03 1.525942e+00 1.510564e-03
2.587430e+00 3.400000e+01 2.813000e+03 2.582233e+00 2.008491e-03
3.400060e+00 1.000000e+00 1.096700e+04 3.390862e+00 2.705276e-03
3.316580e+00 4.000000e+00 1.169400e+04 3.319240e+00 8.020986e-04
1.429480e+00 7.500000e+01 8.189000e+03 1.426743e+00 1.915017e-03
2.090050e+00 5.100000e+01 9.866000e+03 2.081755e+00 3.968835e-03
2.026640e+00 5.300000e+01 3.209000e+03 2.029535e+00 1.428544e-03
2.333890e+00 4.200000e+01 1.104400e+04 2.342747e+00 3.794988e-03
1.672090e+00 6.500000e+01 8.375000e+03 1.684595e+00 7.478673e-03
1.929510e+00 5.600000e+01 9.372000e+03 1.937249e+00 4.010849e-03
1.480620e+00 7.300000e+01 8.524000e+03 1.475595e+00 3.393597e-03
1.770160e+00 6.200000e+01 4.555000e+03 1.768907e+00 7.079262e-04
1.326150e+00 8.000000e+01 2.877000e+03 1.313310e+00 9.682081e-03
2.498170e+00 3.700000e+01 4.020000e+03 2.490951e+00 2.889575e-03
2.847680e+00 2.400000e+01 1.168600e+04 2.840457e+00 2.536526e-03
2.013960e+00 5.400000e+01 4.067000e+03 1.998063e+00 7.893350e-03
2.017120e+00 5.300000e+01 5.150000e+03 2.025583e+00 4.195761e-03
2.060420e+00 5.600000e+01 7.460000e+02 2.050430e+00 4.848703e-03
3.393640e+00 3.000000e+00 1.755000e+03 3.388163e+00 1.614047e-03
2.884590e+00 2.200000e+01 3.740000e+03 2.899717e+00 5.243959e-03
3.284950e+00 1.100000e+01 1.065000e+03 3.286963e+00 6.126936e-04
2.416510e+00 4.000000e+01 6.491000e+03 2.401670e+00 6.140885e-03
3.105610e+00 1.400000e+01 3.858000e+03 3.097369e+00 2.653655e-03
1.917800e+00 5.700000e+01 6.289000e+03 1.909389e+00 4.386007e-03
2.934520e+00 2.000000e+01 8.295000e+03 2.943773e+00 3.153131e-03
3.209870e+00 9.000000e+00 1.035200e+04 3.206351e+00 1.096453e-03
1.805480e+00 6.100000e+01 1.134100e+04 1.794960e+00 5.826525e-03
2.438030e+00 4.100000e+01 1.188000e+03 2.437690e+00 1.395455e-04
1.510380e+00 7.200000e+01 1.651000e+03 1.509449e+00 6.163059e-04
2.556710e+00 3.500000e+01 9.456000e+03 2.542443e+00 5.580081e-03
3.122410e+00 1.400000e+01 1.780000e+03 3.130600e+00 2.623126e-03
1.970200e+00 5.500000e+01 9.542000e+03 1.965999e+00 2.132405e-03
2.275130e+00 4.500000e+01 2.577000e+03 2.267819e+00 3.213296e-03
1.349470e+00 7.800000e+01 9.742000e+03 1.356453e+00 5.174950e-03
2.497110e+00 3.700000e+01 2.464000e+03 2.501061e+00 1.582257e-03
3.396630e+00 1.700000e+01 6.370000e+02 3.405519e+00 2.616867e-03
1.400720e+00 7.600000e+01 1.165300e+04 1.402766e+00 1.460514e-03
2.430330e+00 4.000000e+01 1.657000e+03 2.433726e+00 1.397423e-03
1.919570e+00 5.700000e+01 1.035500e+04 1.908450e+00 5.792883e-03
3.191990e+00 1.300000e+01 1.329000e+03 3.190440e+00 4.856554e-04
1.976170e+00 5.500000e+01 2.033000e+03 1.980351e+00 2.115668e-03
3.262400e+00 8.000000e+00 2.515000e+03 3.249332e+00 4.005669e-03
2.346790e+00 4.200000e+01 7.387000e+03 2.343644e+00 1.340477e-03
2.698120e+00 2.900000e+01 8.297000e+03 2.708365e+00 3.796927e-03
3.320490e+00 4.000000e+00 8.219000e+03 3.320255e+00 7.092092e-05
1.469190e+00 7.300000e+01 4.955000e+03 1.476228e+00 4.790545e-03
2.216950e+00 4.700000e+01 2.287000e+03 2.212415e+00 2.045757e-03
2.078310e+00 5.200000e+01 1.373000e+03 2.088892e+00 5.091615e-03
1.743450e+00 6.300000e+01 1.197500e+04 1.739200e+00 2.437530e-03
2.542620e+00 3.500000e+01 3.528000e+03 2.549381e+00 2.659066e-03
3.017550e+00 1.700000e+01 7.173000e+03 3.018852e+00 4.315622e-04
2.304040e+00 5.100000e+01 5.970000e+02 2.307348e+00 1.435714e-03
1.364200e+00 7.800000e+01 3.856000e+03 1.357314e+00 5.048001e-03
2.845810e+00 2.400000e+01 7.667000e+03 2.841565e+00 1.491653e-03
3.385890e+00 1.000000e+00 6.250000e+03 3.393265e+00 2.178241e-03
3.253090e+00 7.000000e+00 6.428000e+03 3.253696e+00 1.864011e-04
1.356710e+00 7.800000e+01 2.463000e+03 1.358807e+00 1.545764e-03
2.078440e+00 5.100000e+01 6.633000e+03 2.082647e+00 2.024352e-03
2.076020e+00 5.100000e+01 8.392000e+03 2.082037e+00 2.898438e-03
1.655680e+00 6.600000e+01 6.621000e+03 1.657799e+00 1.279777e-03
2.545410e+00 3.500000e+01 8.441000e+03 2.542728e+00 1.053849e-03
3.304260e+00 1.000000e+01 1.119000e+03 3.297973e+00 1.902746e-03
2.365100e+00 4.100000e+01 1.154500e+04 2.371475e+00 2.695300e-03
2.999830e+00 1.800000e+01 3.892000e+03 2.999991e+00 5.358619e-05
2.792970e+00 2.600000e+01 7.955000e+03 2.788868e+00 1.468675e-03
2.655740e+00 3.100000e+01 9.774000e+03 2.653415e+00 8.754107e-04
1.904940e+00 5.700000e+01 5.122000e+03 1.910135e+00 2.727089e-03
2.930320e+00 2.000000e+01 7.030000e+03 2.944454e+00 4.823354e-03
3.320820e+00 5.000000e+00 2.691000e+03 3.314692e+00 1.845337e-03
3.125560e+00 1.300000e+01 4.744000e+03 3.118162e+00 2.366934e-03
1.596940e+00 6.800000e+01 1.039700e+04 1.603827e+00 4.312660e-03
3.251840e+00 7.000000e+00 8.373000e+03 3.252371e+00 1.634183e-04
1.865940e+00 5.800000e+01 9.019000e+03 1.880060e+00 7.567437e-03
1.544060e+00 7.000000e+01 5.661000e+03 1.552165e+00 5.249339e-03
3.320930e+00 4.000000e+00 9.779000e+03 3.319665e+00 3.808595e-04
2.907940e+00 2.100000e+01 5.034000e+03 2.921449e+00 4.645657e-03
2.857950e+00 2.400000e+01 3.405000e+03 2.849611e+00 2.917937e-03
1.497380e+00 7.200000e+01 1.087800e+04 1.500463e+00 2.058644e-03
1.351900e+00 7.800000e+01 5.843000e+03 1.356737e+00 3.578071e-03
2.556170e+00 3.500000e+01 6.486000e+03 2.543699e+00 4.878869e-03
1.461530e+00 7.400000e+01 9.039000e+03 1.450930e+00 7.252903e-03
2.914050e+00 2.100000e+01 6.866000e+03 2.919277e+00 1.793777e-03
1.444220e+00 7.400000e+01 3.652000e+03 1.452283e+00 5.582713e-03
2.113570e+00 5.000000e+01 5.602000e+03 2.112403e+00 5.522184e-04
2.755130e+00 2.800000e+01 2.527000e+03 2.751239e+00 1.412215e-03
3.400360e+00 1.000000e+00 9.852000e+03 3.391137e+00 2.712447e-03
1.349270e+00 7.800000e+01 8.140000e+03 1.356522e+00 5.375002e-03
3.148640e+00 1.200000e+01 4.884000e+03 3.141335e+00 2.319991e-03
2.771430e+00 2.700000e+01 7.692000e+03 2.762399e+00 3.258441e-03
3.312170e+00 6.000000e+00 2.090000e+03 3.304960e+00 2.176735e-03
3.032070e+00 1.700000e+01 2.134000e+03 3.044373e+00 4.057625e-03
1.377800e+00 7.700000e+01 6.140000e+03 1.379684e+00 1.367179e-03
3.163580e+00 1.100000e+01 9.438000e+03 3.160639e+00 9.295242e-04
1.841310e+00 5.900000e+01 3.612000e+03 1.855064e+00 7.469476e-03
3.412950e+00 0.000000e+00 8.249000e+03 3.422816e+00 2.890844e-03
1.911600e+00 5.700000e+01 9.471000e+03 1.908558e+00 1.591185e-03
3.249590e+00 7.000000e+00 8.834000e+03 3.252179e+00 7.966762e-04
2.031810e+00 5.300000e+01 4.195000e+03 2.026858e+00 2.437260e-03
2.796910e+00 2.600000e+01 5.264000e+03 2.791152e+00 2.058867e-03
2.997890e+00 1.800000e+01 1.011700e+04 2.993078e+00 1.605197e-03
3.054730e+00 1.800000e+01 1.498000e+03 3.049614e+00 1.674648e-03
2.608250e+00 3.300000e+01 7.872000e+03 2.598792e+00 3.626292e-03
3.061650e+00 1.500000e+01 8.656000e+03 3.066598e+00 1.616096e-03
2.093940e+00 5.100000e+01 4.612000e+03 2.084374e+00 4.568354e-03
1.449330e+00 7.400000e+01 5.442000e+03 1.451396e+00 1.425724e-03
2.085090e+00 5.100000e+01 6.476000e+03 2.082727e+00 1.133244e-03
3.209200e+00 9.000000e+00 5.610000e+03 3.209300e+00 3.124976e-05
3.276630e+00 6.000000e+00 6.269000e+03 3.276438e+00 5.873262e-05
1.954430e+00 5.900000e+01 7.460000e+02 1.950827e+00 1.843580e-03
1.750310e+00 6.300000e+01 8.381000e+03 1.739532e+00 6.157811e-03
2.110480e+00 5.000000e+01 8.317000e+03 2.111125e+00 3.054475e-04
1.551520e+00 7.100000e+01 1.159000e+03 1.545762e+00 3.711117e-03
3.202110e+00 9.000000e+00 1.044600e+04 3.206329e+00 1.317483e-03
2.816370e+00 2.500000e+01 7.747000e+03 2.815350e+00 3.620994e-04
1.547440e+00 7.000000e+01 7.623000e+03 1.551754e+00 2.787661e-03
2.637680e+00 3.200000e+01 5.167000e+03 2.628710e+00 3.400544e-03
2.804970e+00 2.700000e+01 1.501000e+03 2.812398e+00 2.648124e-03
2.267020e+00 4.500000e+01 8.957000e+03 2.256326e+00 4.717319e-03
2.884560e+00 2.200000e+01 1.054900e+04 2.892326e+00 2.692385e-03
2.795320e+00 2.600000e+01 4.200000e+03 2.793488e+00 6.554943e-04
2.573080e+00 3.400000e+01 7.259000e+03 2.571227e+00 7.200893e-04
3.207190e+00 1.000000e+01 3.029000e+03 3.196692e+00 3.273119e-03
3.077060e+00 1.900000e+01 1.114000e+03 3.074426e+00 8.560492e-04
2.040190e+00 5.300000e+01 6.949000e+03 2.024445e+00 7.717582e-03
3.264270e+00 1.100000e+01 1.181000e+03 3.261318e+00 9.042165e-04
1.735630e+00 6.300000e+01 1.069500e+04 1.739282e+00 2.103911e-03
1.472480e+00 7.300000e+01 7.967000e+03 1.475642e+00 2.147727e-03
3.129890e+00 1.300000e+01 3.732000e+03 3.121710e+00 2.613531e-03
3.356100e+00 3.000000e+00 3.542000e+03 3.352259e+00 1.144598e-03
3.269820e+00 6.000000e+00 8.633000e+03 3.274822e+00 1.529785e-03
3.254300e+00 7.000000e+00 3.551000e+03 3.261165e+00 2.109661e-03
2.638890e+00 3.200000e+01 3.480000e+03 2.633461e+00 2.057441e-03
2.110470e+00 5.000000e+01 8.196000e+03 2.111156e+00 3.252134e-04
