X Yfit
6.0660000E+3 1.2932000E-4
6.0850000E+3 1.2932000E-4
6.1040000E+3 1.2938000E-4
6.1230000E+3 1.2942000E-4
6.1420000E+3 1.2942000E-4
6.1610000E+3 1.2942000E-4
6.1800000E+3 1.2940000E-4
6.1990000E+3 1.2944000E-4
6.2180000E+3 1.2952000E-4
6.2370000E+3 1.2958000E-4
6.2560000E+3 1.2962000E-4
6.2770000E+3 1.2958000E-4
6.2940000E+3 1.2956000E-4
6.3130000E+3 1.2960000E-4
6.3320000E+3 1.2968000E-4
6.3510000E+3 1.2972000E-4
6.3700000E+3 1.2978000E-4
6.3890000E+3 1.2980000E-4
6.4080000E+3 1.2980000E-4
6.4270000E+3 1.2986000E-4
6.4460000E+3 1.2992000E-4
6.4650000E+3 1.2994000E-4
6.4840000E+3 1.2994000E-4
6.5030000E+3 1.2994000E-4
6.5220000E+3 1.2994000E-4
6.5410000E+3 1.3000000E-4
6.5600000E+3 1.3006000E-4
6.5790000E+3 1.3006000E-4
6.5980000E+3 1.3002000E-4
6.6170000E+3 1.3000000E-4
6.6360000E+3 1.3002000E-4
6.6550000E+3 1.3010000E-4
6.6740000E+3 1.3014000E-4
6.6930000E+3 1.3020000E-4
6.7120000E+3 1.3020000E-4
6.7310000E+3 1.3020000E-4
6.7500000E+3 1.3022000E-4
6.7690000E+3 1.3030000E-4
6.7880000E+3 1.3032000E-4
6.8070000E+3 1.3032000E-4
6.8260000E+3 1.3030000E-4
6.8450000E+3 1.3032000E-4
6.8640000E+3 1.3036000E-4
6.8830000E+3 1.3040000E-4
6.9020000E+3 1.3042000E-4
6.9210000E+3 1.3040000E-4
6.9410000E+3 1.3038000E-4
6.9590000E+3 1.3038000E-4
6.9780000E+3 1.3042000E-4
6.9970000E+3 1.3046000E-4
7.0160000E+3 1.3050000E-4
7.0350000E+3 1.3050000E-4
7.0540000E+3 1.3052000E-4
7.0730000E+3 1.3058000E-4
7.0920000E+3 1.3064000E-4
7.1110000E+3 1.3062000E-4
7.1300000E+3 1.3062000E-4
7.1490000E+3 1.3062000E-4
7.1680000E+3 1.3062000E-4
7.1870000E+3 1.3070000E-4
7.2060000E+3 1.3082000E-4
7.2250000E+3 1.3084000E-4
7.2440000E+3 1.3084000E-4
7.2630000E+3 1.3084000E-4
7.2820000E+3 1.3082000E-4
7.3010000E+3 1.3088000E-4
7.3200000E+3 1.3094000E-4
7.3390000E+3 1.3096000E-4
7.3580000E+3 1.3094000E-4
7.3770000E+3 1.3096000E-4
7.3960000E+3 1.3098000E-4
7.4150000E+3 1.3104000E-4
7.4340000E+3 1.3106000E-4
7.4530000E+3 1.3108000E-4
7.4720000E+3 1.3106000E-4
7.4910000E+3 1.3104000E-4
7.5100000E+3 1.3110000E-4
7.5290000E+3 1.3120000E-4
7.5480000E+3 1.3124000E-4
7.5670000E+3 1.3126000E-4
7.5860000E+3 1.3126000E-4
7.6050000E+3 1.3122000E-4
7.6240000E+3 1.3126000E-4
7.6430000E+3 1.3134000E-4
7.6620000E+3 1.3134000E-4
7.6810000E+3 1.3136000E-4
7.7000000E+3 1.3136000E-4
7.7190000E+3 1.3134000E-4
7.7380000E+3 1.3140000E-4
7.7570000E+3 1.3152000E-4
7.7760000E+3 1.3152000E-4
7.7950000E+3 1.3154000E-4
7.8140000E+3 1.3156000E-4
7.8330000E+3 1.3156000E-4
7.8530000E+3 1.3160000E-4
7.8710000E+3 1.3168000E-4
7.8900000E+3 1.3170000E-4
7.9090000E+3 1.3168000E-4
7.9280000E+3 1.3168000E-4
7.9470000E+3 1.3168000E-4
7.9660000E+3 1.3176000E-4
7.9850000E+3 1.3182000E-4
8.0040000E+3 1.3184000E-4
8.0230000E+3 1.3180000E-4
8.0420000E+3 1.3176000E-4
8.0610000E+3 1.3174000E-4
8.0800000E+3 1.3178000E-4
8.0990000E+3 1.3182000E-4
8.1180000E+3 1.3184000E-4
8.1370000E+3 1.3186000E-4
8.1560000E+3 1.3186000E-4
8.1770000E+3 1.3192000E-4
8.1940000E+3 1.3200000E-4
8.2130000E+3 1.3204000E-4
8.2320000E+3 1.3204000E-4
8.2510000E+3 1.3204000E-4
8.2700000E+3 1.3202000E-4
8.2890000E+3 1.3206000E-4
8.3080000E+3 1.3214000E-4
8.3270000E+3 1.3216000E-4
8.3460000E+3 1.3214000E-4
8.3650000E+3 1.3214000E-4
8.3840000E+3 1.3214000E-4
8.4030000E+3 1.3218000E-4
8.4220000E+3 1.3226000E-4
8.4410000E+3 1.3230000E-4
8.4600000E+3 1.3226000E-4
8.4790000E+3 1.3222000E-4
8.4980000E+3 1.3222000E-4
8.5170000E+3 1.3230000E-4
8.5360000E+3 1.3236000E-4
8.5550000E+3 1.3238000E-4
8.5740000E+3 1.3242000E-4
8.5930000E+3 1.3242000E-4
8.6120000E+3 1.3240000E-4
8.6310000E+3 1.3246000E-4
8.6500000E+3 1.3252000E-4
8.6690000E+3 1.3248000E-4
8.6880000E+3 1.3248000E-4
8.7070000E+3 1.3248000E-4
8.7260000E+3 1.3250000E-4
8.7450000E+3 1.3258000E-4
8.7640000E+3 1.3266000E-4
8.7830000E+3 1.3268000E-4
8.8020000E+3 1.3266000E-4
8.8210000E+3 1.3266000E-4
8.8400000E+3 1.3268000E-4
8.8590000E+3 1.3274000E-4
8.8780000E+3 1.3274000E-4
8.8970000E+3 1.3276000E-4
8.9160000E+3 1.3272000E-4
8.9350000E+3 1.3274000E-4
8.9540000E+3 1.3278000E-4
8.9730000E+3 1.3286000E-4
8.9920000E+3 1.3288000E-4
9.0110000E+3 1.3288000E-4
9.0300000E+3 1.3284000E-4
9.0490000E+3 1.3284000E-4
9.0680000E+3 1.3290000E-4
9.0870000E+3 1.3300000E-4
9.1060000E+3 1.3306000E-4
9.1250000E+3 1.3304000E-4
9.1440000E+3 1.3302000E-4
9.1630000E+3 1.3300000E-4
9.1820000E+3 1.3304000E-4
9.2010000E+3 1.3312000E-4
9.2200000E+3 1.3318000E-4
9.2390000E+3 1.3318000E-4
9.2580000E+3 1.3316000E-4
9.2770000E+3 1.3316000E-4
9.2960000E+3 1.3322000E-4
9.3150000E+3 1.3328000E-4
9.3340000E+3 1.3328000E-4
9.3530000E+3 1.3328000E-4
9.3720000E+3 1.3326000E-4
9.3910000E+3 1.3324000E-4
9.4100000E+3 1.3332000E-4
9.4290000E+3 1.3340000E-4
9.4480000E+3 1.3342000E-4
9.4670000E+3 1.3340000E-4
9.4860000E+3 1.3338000E-4
9.5050000E+3 1.3338000E-4
9.5240000E+3 1.3344000E-4
9.5430000E+3 1.3350000E-4
9.5620000E+3 1.3352000E-4
9.5810000E+3 1.3352000E-4
9.6000000E+3 1.3350000E-4
9.6190000E+3 1.3352000E-4
9.6380000E+3 1.3360000E-4
9.6570000E+3 1.3366000E-4
9.6770000E+3 1.3366000E-4
9.6950000E+3 1.3364000E-4
9.7140000E+3 1.3362000E-4
9.7330000E+3 1.3364000E-4
9.7520000E+3 1.3372000E-4
9.7710000E+3 1.3376000E-4
9.7900000E+3 1.3376000E-4
9.8090000E+3 1.3374000E-4
9.8280000E+3 1.3370000E-4
9.8470000E+3 1.3372000E-4
