number DE EBLSHADE ADELI NDE MABC TLBO GOTLBO STLBO PSO IJAYA ISCA NNA CWOA WaterWave
18 4.828626481 45.00918836 45.0091883 50.03470778 61.02157784 45.00918832 0.3729149889 45.00918845 0.1 5.147873805 43.80251181 3.254794105 10.647217 37.54525215
19 1.333609815 45.00918835 45.00918833 33.93318401 1.803566941 45.06562381 0.5951827341 45.00918854 74.01046632 1.932898582 82.37591341 2.159454633 0.7002217911 87.97168558
20 14.19937988 45.00918837 45.00918834 30.1691527 15.01218556 45.00918826 0.2877905055 45.00918841 0.3460404122 2.515609141 0.5971379986 0.8498998344 0.2897758808 0.1
21 2.124195031 45.0091884 45.00918846 44.91748153 0.4720696673 56.80778788 10.84171251 45.00918828 88.09483353 19.42386526 2.486303373 10.22712791 0.353960301 0.899542206
22 13.10850519 45.00918835 45.0091884 45.0090541 0.7467858609 45.00918836 9.350484647 45.00918839 0.4097330811 46.89869076 95.256924 1.807478008 0.1447576107 6.694407995
23 55.50919952 45.00918835 45.00918832 81.89686341 0.2901272106 45.0091884 69.53955524 45.00918847 0.1 7.555858091 1.711984019 3.125764841 61.27519509 0.1
24 15.52572647 44.56459969 45.00918834 47.42452515 14.13055643 46.88886642 38.79910969 45.00918847 94.67883981 31.41169497 7.875894476 0.2975323356 0.3486808832 11.74434249
25 29.22075861 45.00918838 45.00918846 22.83296346 9.453037785 45.75568527 72.25510096 45.00918844 0.1 0.376158901 0.9646950648 1.041183206 45.69691583 0.4478076075
26 38.36189775 45.00918837 45.00918838 45.01341888 2.727075224 46.46325405 83.80727279 45.00918842 65.73361061 0.7428083565 83.43097729 0.1729034689 21.4646621 0.9984241386
27 68.37255771 1.327593157 45.0091884 0.4144594861 2.442904914 45.00918832 0.8050154625 45.00918845 96.24574255 3.471611232 4.943048044 0.589931982 100.8676799 0.8787784392
28 8.47262397 45.00918837 45.00918843 42.6202261 0.2301362804 45.0091883 38.71994504 45.00918836 0.1 1.427050519 15.74933707 11.77424177 9.039265859 16.01539396
29 2.628643705 45.00918841 45.00918847 35.86017506 83.57375883 45.00918833 3.7067843 45.00918841 5.507017303 49.45399033 0.3609709205 0.2786751155 0.1140308598 6.10844508
30 2.278052167 6.404120932 45.00918837 35.52921707 35.28336158 70.68114746 69.79501271 45.00918844 0.1 1.816056003 1.084430102 0.8764873953 6.559578743 38.39842635
31 43.07000025 45.00918833 45.00918848 27.12470329 79.54889973 17.64056459 0.2042974621 45.00918839 0.1 19.81577134 3.0403776 2.953456046 56.44744039 41.09807649
32 4.098023335 45.00918843 45.00918834 8.266945822 0.8981196561 45.03861632 2.205589176 45.00918841 0.1 10.42275702 1.217437186 77.00075845 50.936972 70.29747598
33 1.796846577 45.00918832 45.00918829 44.59984273 12.4381469 45.00918842 0.8882573589 45.0091885 86.50334257 0.288175257 0.1684267801 0.1089124827 70.03220966 2.778659163
34 30.08325809 45.00918842 45.00918844 36.60654905 51.25885635 46.25371497 25.45457086 45.00918833 96.24439491 0.1560962913 5.293827811 0.3663273415 70.94085023 0.9095103695
35 3.251273999 45.00918841 45.00918832 45.00898346 0.2942380998 42.80304413 0.9094413618 45.00918839 0.1 0.2177480658 0.6385654159 10.06632984 8.526756053 0.3348630467
36 1.169349673 45.00918834 45.00918838 8.421710699 50.06318779 45.00918831 90.70637178 45.00918834 0.1 1.273621727 3.104706371 1.895836976 0.1 13.06053586
37 32.07246467 45.00918838 45.00918838 44.62105279 52.5317798 45.00918834 56.56376652 45.00918839 96.24439467 13.3539628 0.8704031821 6.007098695 62.9665072 1.785052472
38 3.73094329 36.68578605 45.00918828 28.01147413 33.17066825 45.9067424 0.1968502305 45.00918833 96.24439489 0.3781636092 2.413907111 0.4010140839 7.782421648 0.1
39 28.84057548 45.00918834 45.00918837 41.84343959 0.1699469293 45.00918834 81.60870373 45.00918833 61.09634889 9.343311 0.79129026 2.284471725 2.41831815 0.8849334404
40 78.57881172 45.00918837 45.0091885 41.55701669 34.20747876 69.17799854 4.896354975 45.00918835 104.2080169 39.62096528 7.522694027 3.769146166 81.36928418 13.30016637
41 42.31070339 45.00918835 45.0091884 4.861402589 24.77766296 45.00918835 19.38444192 45.00918835 0.1 0.2009787278 33.68722978 1.039794275 77.48969267 0.1208512995
42 18.43328154 45.00918838 45.00918841 25.93660192 42.49404225 22.52893556 57.54762082 45.00918842 98.80359201 4.962082044 0.2380272361 0.1150881646 11.21829921 0.3526802577
43 2.918242283 45.00918839 45.00918842 21.46615717 50.15612866 45.44966873 49.89686015 45.00918832 89.86645661 13.58427594 16.29911211 2.268072531 90.0993364 71.49013359
44 14.14030062 45.00918833 45.00918838 34.83421316 7.57442288 45.12122204 8.801825131 45.00918843 0.1 40.86171265 17.34999395 10.65857908 0.3578393841 1.158631754
45 41.86536335 45.00918832 45.00918837 15.00087794 2.77226398 17.92428086 28.32968665 45.00918838 100.1366752 3.757944557 4.995560709 0.9132048341 5.462366504 1.349738625
46 0.6202765618 45.00918831 45.00918825 5.914075134 20.09361896 45.00918827 55.76771577 45.00918838 0.103691353 19.50675655 7.943314813 0.61538021 2.854410836 82.04727621
47 1.299314445 45.00918834 45.00918835 55.27626299 56.16401296 45.0091884 7.024026201 45.00918854 0.1 1.998184395 0.1543026539 61.56197588 9.205499081 0.6749087614
48 20.06410958 45.00918834 45.0091884 8.761121939 0.1000974149 45.00918832 7.131057705 45.0091883 96.24440608 0.1757302973 19.83251347 32.46037975 41.34483926 0.4538913727
49 33.67134828 45.00918834 45.00918834 40.72159296 4.99973488 45.00918838 0.314532311 45.00918843 0.1 6.026246999 3.349925571 30.1322694 14.52699988 0.332470655
