number DE EBLSHADE ADELI NDE MABC TLBO GOTLBO STLBO PSO IJAYA ISCA NNA CWOA WW
35 5.449724569 1.919363417 1.919363424 1.919355876 10.67201511 2.152602655 7.608569777 1.919363418 50 5.62247695 13.83565479 34.91209639 35.37457642 50
36 17.78242853 1.919363422 1.919363419 5.308265516 0.865406189 1.919363424 10.08035584 1.91936342 37.56445122 17.24358104 8.277263213 15.43443242 50 17.24776262
37 2.05567187 1.91936342 1.919363418 1.941819927 2.543555653 1.919363421 16.39748009 1.919363418 50 5.385109338 31.1235886 39.26816128 33.8004003 50
38 15.63856207 2.587364015 1.919363427 3.498790378 0.849704016 1.877493825 7.031881066 1.919363423 49.99502401 9.426387507 14.4291071 3.645357363 50 50
39 2.502464204 1.919363422 1.919363419 2.148043377 24.21115141 1.919363423 27.52292864 1.919363422 49.20115549 7.324771568 44.90247151 41.57478031 50 50
40 2.06586743 1.919363418 1.919363411 2.172180815 2.524967409 0.5843008961 4.253538285 1.919363421 50 2.470081323 23.85964826 22.18997034 0.5 50
41 3.508166751 1.91936342 1.919363416 5.446529059 2.516533167 1.919363422 47.58321955 1.919363421 50 6.748224263 33.24003316 3.019546003 31.49234153 50
42 3.701719824 1.91936342 1.919363416 3.441010749 1.00822513 4.819722912 31.05805753 1.919363414 50 7.451044112 4.467439504 20.71043906 50 50
43 49.75830157 1.91936342 1.919363416 4.889497737 6.722928668 1.901222038 0.5 1.919363424 49.13752147 6.263498486 18.2637577 34.73377513 2.298533612 50
44 4.588226033 1.919363421 1.919363421 2.367841626 47.84572197 1.911132548 31.3362301 1.919363414 49.99997679 35.08909477 9.237482926 10.44863209 50 50
45 2.581819791 1.919363424 1.91936342 4.893079584 49.78365906 5.656868056 31.42870254 1.919363419 50 4.334381618 12.42660212 29.75406384 16.60396389 50
46 9.152297539 1.919363424 1.919363429 6.274171002 3.26561922 1.919363427 25.465512 1.919363421 50 2.912326169 26.78494679 5.801038758 31.68573163 50
47 24.63241769 1.91936342 1.919363422 1.362691266 0.7487536918 1.919363419 7.952468593 1.919363409 49.99998779 4.907364355 9.487781383 31.84843291 11.38354984 50
48 20.56945116 1.919363421 1.919363418 6.546771657 7.376164313 1.919363423 12.02999463 1.919363425 0.5 21.17159666 22.48357478 25.25724599 20.35374464 50
49 1.550772895 1.919363423 1.919363422 2.215089297 48.19373988 1.91936342 25.80919404 1.919363416 50 7.807298749 6.252139477 28.10155166 47.93925769 50
