number DE EBLSHADE ADELI NDE MABC TLBO GOTLBO STLBO PSO IJAYA ISCA NNA CWOA WaterWave
24 153.3397491 192.4138015 189.9513537 886.2765482 4534.171861 180.6108567 47.03568782 189.9513532 10000 342.5688911 90.89622253 72.18289832 1757.61715 19.013139
25 128.2900921 189.9513532 189.951353 267.963542 82.0348225 189.9477096 10.16261846 189.9513532 10000 307.8082631 24.05268588 96.70967161 50.41601311 103.4243543
26 55.13742542 189.9513534 189.9513532 189.9293886 44.29629639 181.595666 19.96237142 189.9513527 10 194.1677092 26.28353021 115.6185716 54.2689463 17.64762852
27 22.17184987 465.5385413 189.9513531 16.46433617 9281.587228 189.9513535 100.2343594 189.951353 10 266.4918516 102.5834291 26.22524986 10 43.69253905
28 70.49688211 189.9513533 189.9513532 202.4563145 44.40715367 189.951354 21.6833243 189.9513534 10 1109.838457 75.26431653 23.41110503 21.6290519 61.05336245
29 211.8807965 189.9513532 189.9513532 227.5649724 12.92908578 189.9513534 65.18617046 189.9513531 104.6296696 89.32381116 64.8217443 60.35566422 64.08573819 109.4642612
30 112.6884298 3071.330449 189.9513534 131.174223 130.573957 96.62557341 30.78832731 189.9513528 10 163.4805383 112.9842653 4560.985143 106.9177289 76.91952005
31 67.68373181 189.9513537 189.9513528 300.8160951 35.90021387 7277.229399 98.4594283 189.9513531 10000 508.0238064 97.49487387 74.71865349 29.29348789 1634.861485
32 214.0872951 189.951353 189.9513535 1060.084774 13.29743514 189.8388804 22.95490951 189.9513532 10 115.4523252 132.6034878 35.13012431 35.90052459 17.11164643
33 111.836151 189.9513536 189.9513539 192.0362939 9697.825266 189.9513528 85.5141462 189.9513528 10 262.0435753 14.84457237 106.6248518 10.98022419 77.58587984
34 91.842613 189.951353 189.9513528 247.1625228 195.7858694 193.0057276 159.541748 189.9513538 10 279.3416559 110.241559 103.7709792 1762.027621 21.85041766
35 213.6103295 189.9513532 189.9513537 189.9499505 56.00072481 210.929542 115.2261611 189.9513532 10 139.3314288 109.2513675 95.05879069 15.64715999 15.94061222
36 2513.952147 189.9513536 189.9513533 585.6194374 49.11479294 189.9513537 14.3698529 189.9513534 10000 90.97136368 110.5901857 87.3624036 18.37415918 11.40531125
37 119.4762996 189.9513534 189.9513532 191.2581962 68.47886429 189.9513534 38.8541081 189.9513532 10 141.3083836 92.16507981 105.9834437 52.55074832 13.88313229
38 89.16301573 246.3683686 189.9513539 349.8370265 127.1308493 187.8569513 112.1229158 189.9513536 10 128.1406141 55.1483673 20.70831848 49.94514927 105.2589572
39 106.3419997 189.9513536 189.9513533 206.7855846 85.04042561 189.9513537 29.39081122 189.9513535 20.50445222 183.6353344 45.21904136 205.8936984 102.5068026 102.6187369
40 233.4344273 189.9513532 189.9513528 208.7257533 1540.136548 101.8899909 97.09528442 189.9513536 10 171.8255715 55.2136317 87.73951635 10 101.4493893
41 102.4348628 189.9513533 189.9513531 507.3080993 198.6964837 189.9513537 66.52711271 189.9513535 110.0366777 290.8418806 81.39185053 24.2249627 16.25359924 39.99386418
42 82.60591588 189.9513535 189.951353 317.8122729 107.1880731 957.5549353 50.51278165 189.9513528 11.28225037 139.0072984 96.2758275 35.93559355 95.98987123 10.12279922
43 100.3465589 189.9513535 189.9513531 935.5804615 68.75562166 189.2450909 3003.868895 189.9513537 20.03042313 858.1484391 15.10515572 495.7313923 1657.059073 37.23063335
44 86.98143509 189.9513534 189.9513535 209.5874606 44.14759815 189.4160518 64.57122365 189.951353 89.27669764 89.05881984 87.70092337 29.60991895 97.36252571 114.2556884
45 165.0706416 189.9513537 189.9513534 589.9298405 70.77449035 3414.378729 82.82139594 189.9513533 10 135.344944 84.70697152 89.71688073 23.29453023 99.87810401
46 263.5532131 189.9513537 189.951354 1265.60522 439.8588133 189.9513538 45.01071971 189.9513535 86.29397989 70.96741101 81.18555034 86.40325889 18.24361498 23.87641978
47 122.4933964 189.9513534 189.9513534 153.8667343 39.9630871 189.9513533 82.30083271 189.9513526 109.9858679 260.8506376 72.39535562 48.03784952 10.63466232 69.06078501
48 96.96786459 189.9513536 189.9513533 4093.961181 592.4575049 189.9513537 86.47033484 189.9513537 10 159.549273 45.34321947 62.77502517 56.59746775 50.90579857
49 83.87979576 189.9513537 189.9513536 211.4614826 80.42015475 189.9513534 88.80048789 189.9513531 105.6658729 331.3337705 28.29078642 81.86309025 10.3786906 31.01901336
