fname time Tem kT_1 Nfe tau_r Wph Em t_ass rmsre 
SC3501V10_2.8E+13_N 1527488046 0 555 6.540505663E+18 1.000000000E+02 2.749154741E+00 6.496913629E-01 5.964165597E+02 1.722712307E-03 
SC3501V11_2.8E+13_N 1527488046 0 555 6.757122697E+18 1.000000000E+02 2.775935393E+00 6.516007143E-01 6.365413431E+02 1.393335767E-03 
SC3501V12_2.8E+13_N 1527488046 0 555 6.892124529E+18 1.000000000E+02 2.778443552E+00 6.524311501E-01 6.548248055E+02 1.911109572E-03 
SC3501V1_2.8E+13_N 1527488018 0 555 5.666085092E+18 1.000000000E+02 2.672700338E+00 6.494941790E-01 5.924196534E+02 1.322277272E-03 
SC3501V2_2.8E+13_N 1527488018 0 555 5.212826862E+18 1.000000000E+02 2.625168428E+00 6.521217231E-01 6.479516504E+02 1.035306209E-03 
SC3501V3_2.8E+13_N 1527488018 0 555 5.173972341E+18 1.000000000E+02 2.620752725E+00 6.443754999E-01 4.975346716E+02 8.690245484E-04 
SC3501V4_2.8E+13_N 1527488019 0 555 5.216095052E+18 1.000000000E+02 2.627877738E+00 6.528596414E-01 6.644632252E+02 1.024546108E-03 
SC3501V5_2.8E+13_N 1527488019 0 555 4.913718391E+18 1.000000000E+02 2.586774598E+00 6.482704165E-01 5.682061127E+02 1.634611190E-03 
SC3501V6_2.8E+13_N 1527488046 0 555 4.550308964E+18 1.000000000E+02 2.552443756E+00 6.510719589E-01 6.251668000E+02 1.104032342E-03 
SC3501V7_2.8E+13_N 1527488046 0 555 6.036710115E+18 1.000000000E+02 2.696508072E+00 6.492991845E-01 5.884934699E+02 1.919512340E-03 
SC3501V8_2.8E+13_N 1527488046 0 555 6.079774673E+18 1.000000000E+02 2.703722386E+00 6.504984587E-01 6.130593785E+02 1.737665712E-03 
SC3501V9_2.8E+13_N 1527488046 0 555 4.500401885E+18 1.000000000E+02 2.547705866E+00 6.462525179E-01 5.304218754E+02 7.003223316E-04 
SC3502V10_1.9E+13_N 1527488096 0 555 3.109028338E+18 1.000000000E+02 2.372856467E+00 6.427488418E-01 4.706878978E+02 8.523304053E-04 
SC3502V11_1.9E+13_N 1527488096 0 555 3.174975222E+18 1.000000000E+02 2.378897804E+00 6.401277905E-01 4.304433919E+02 1.015724703E-03 
SC3502V12_1.9E+13_N 1527488096 0 555 4.296993871E+18 1.000000000E+02 2.514629294E+00 6.463145377E-01 5.315448583E+02 1.893708955E-03 
SC3502V1_1.9E+13_N 1527488071 0 555 4.427363825E+18 1.000000000E+02 2.531919745E+00 6.457528544E-01 5.214606719E+02 1.606783592E-03 
SC3502V2_1.9E+13_N 1527488071 0 555 4.765888410E+18 1.000000000E+02 2.569793720E+00 6.466937097E-01 5.384623543E+02 1.578685905E-03 
SC3502V3_1.9E+13_N 1527488072 0 555 5.071111865E+18 1.000000000E+02 2.603315953E+00 6.471648578E-01 5.471833921E+02 1.545339936E-03 
SC3502V4_1.9E+13_N 1527488072 0 555 5.281374628E+18 1.000000000E+02 2.618524674E+00 6.478660240E-01 5.604243144E+02 2.021940808E-03 
SC3502V5_1.9E+13_N 1527488072 0 555 4.159450989E+18 1.000000000E+02 2.507085490E+00 6.450248592E-01 5.086747358E+02 9.873732118E-04 
SC3502V6_1.9E+13_N 1527488072 0 555 4.239395498E+18 1.000000000E+02 2.508905516E+00 6.414546788E-01 4.503673149E+02 1.494930856E-03 
SC3502V7_1.9E+13_N 1527488096 0 555 4.006425788E+18 1.000000000E+02 2.481273831E+00 6.393964621E-01 4.198414277E+02 1.310421403E-03 
SC3502V8_1.9E+13_N 1527488096 0 555 4.316996925E+18 1.000000000E+02 2.521397862E+00 6.452137643E-01 5.119620817E+02 1.345545420E-03 
SC3502V9_1.9E+13_N 1527488096 0 555 2.774123972E+18 1.000000000E+02 2.330766952E+00 6.422725502E-01 4.631048130E+02 5.483735818E-04 
SC3503_1.4E+13_N 1527488119 0 555 4.113148737E+18 1.000000000E+02 2.494901888E+00 6.519167059E-01 6.434374831E+02 2.038676312E-03 
SC3521V1_4.2E+13_N 1527488141 0 555 8.804379188E+18 1.000000000E+02 2.958297696E+00 6.558793307E-01 7.365320444E+02 1.053154395E-03 
SC3521V2_4.2E+13_N 1527488141 0 555 7.563716513E+18 1.000000000E+02 2.838787671E+00 6.532969392E-01 6.744460267E+02 1.917767654E-03 
SC3521V3_4.2E+13_N 1527488141 0 555 7.448794046E+18 1.000000000E+02 2.834445199E+00 6.504090474E-01 6.111930209E+02 1.460988909E-03 
SC3521V4_4.2E+13_N 1527488141 0 555 8.469456694E+18 1.000000000E+02 2.931708151E+00 6.553410986E-01 7.231370111E+02 1.118469474E-03 
SC3521V5_4.2E+13_N 1527488141 0 555 7.576443238E+18 1.000000000E+02 2.824377353E+00 6.471276244E-01 5.464890851E+02 2.900513892E-03 
SC3521V6_4.2E+13_N 1527488157 0 555 7.774920937E+18 1.000000000E+02 2.851314946E+00 6.474567994E-01 5.526580182E+02 2.255509820E-03 
SC3521V7_4.2E+13_N 1527488157 0 555 8.892635131E+18 1.000000000E+02 2.956582473E+00 6.565436014E-01 7.534063852E+02 1.574472640E-03 
SC3521V8_4.2E+13_N 1527488157 0 555 8.009026702E+18 1.000000000E+02 2.886363847E+00 6.472255616E-01 5.483172542E+02 1.368942170E-03 
SC3753V1_1.3E+12_N 1527488119 0 555 5.528005730E+17 1.000000000E+02 1.887324782E+00 6.473266990E-01 5.502115817E+02 7.940395322E-04 
SC3753V2_3.8E+12_N 1527933776 0 555 6.403232174E+17 1.000000000E+02 1.924032287E+00 6.520158628E-01 6.456168281E+02 4.845689395E-04 
SC3753V3_3.8E+12_N 1527933776 0 555 7.676189698E+17 1.000000000E+02 1.958021157E+00 6.524898982E-01 6.561379610E+02 1.857730761E-04 
SC3753V4_3.8E+12_N 1527933776 0 555 7.882874430E+17 1.000000000E+02 1.971186814E+00 6.527541374E-01 6.620769495E+02 1.019039187E-03 
SC3753V5_3.8E+12_N 1527933776 0 555 1.208357892E+18 1.000000000E+02 2.074976885E+00 6.539767190E-01 6.902629066E+02 1.132741032E-03 
SC3753V6_3.8E+12_N 1527933776 0 555 1.149073781E+18 1.000000000E+02 2.065217972E+00 6.538683192E-01 6.877160613E+02 1.552132702E-03 
SC3753V7_3.8E+12_N 1527933776 0 555 1.278624880E+18 1.000000000E+02 2.090688656E+00 6.540998237E-01 6.931666823E+02 1.213770460E-03 
SC4023V1_3.7E+12_N 1527488203 0 555 1.945585053E+18 1.000000000E+02 2.199045383E+00 6.517536885E-01 6.398705449E+02 1.506793658E-03 
SC4023V2_7.2E+12_N 1527488176 0 555 1.651036717E+18 1.000000000E+02 2.167430966E+00 6.477748959E-01 5.586854863E+02 1.711637724E-03 
SC4023V3_7.2E+12_N 1527488176 0 555 2.419074880E+18 1.000000000E+02 2.279122649E+00 6.509101201E-01 6.217261324E+02 7.330937740E-04 
SC4023V4_7.2E+12_N 1527488176 0 555 2.781989667E+18 1.000000000E+02 2.329916370E+00 6.515147526E-01 6.346781528E+02 8.992074121E-04 
SC4023V5_3.7E+12_N 1527488203 0 555 9.806226184E+17 1.000000000E+02 2.026966947E+00 6.467609148E-01 5.396977812E+02 2.496076197E-03 
