fname time Tem kT_1 Nfe tau_r Wph Em t_ass rmsre 
SC320V1_2.1E+12_N 1527485853 0 555 2.165300306E+17 1.000000000E+02 1.755740014E+00 6.285425853E-01 2.899630239E+02 7.867311517E-04 
SC320V2_2.1E+12_N 1527485787 0 555 2.208336172E+17 1.000000000E+02 1.758061328E+00 6.292768402E-01 2.973149277E+02 5.008231245E-04 
SC320V4_2.1E+12_N 1527485617 0 555 1.998605370E+17 1.000000000E+02 1.749727878E+00 6.258564833E-01 2.645831927E+02 2.066985742E-04 
SC320V5_2.1E+12_N 1527486087 0 555 2.545739930E+17 1.000000000E+02 1.777100465E+00 6.295001155E-01 2.995872708E+02 6.947226362E-04 
SC320V6_5.3E+11_N 1527933776 0 555 4.903456302E+17 1.000000000E+02 1.871530198E+00 6.315731109E-01 3.215317006E+02 7.108554250E-04 
SC320V7_5.3E+11_N 1527933776 0 555 4.483490478E+17 1.000000000E+02 1.855419789E+00 6.312213970E-01 3.176983948E+02 4.377336619E-04 
SC320V8_5.3E+11_N 1527933776 0 555 4.072912455E+17 1.000000000E+02 1.838990818E+00 6.326775378E-01 3.338720245E+02 5.583042756E-04 
SC320V9_5.3E+11_N 1527933776 0 555 4.611236545E+17 1.000000000E+02 1.861357302E+00 6.305462446E-01 3.104675510E+02 4.130964545E-04 
SC3252V1_2.0E+11_N 1527486179 0 555 1.935630726E+17 1.000000000E+02 1.748402306E+00 6.461832628E-01 5.291706869E+02 1.579161185E-04 
SC328V1_1.9E+12_N 1527486273 0 555 1.959701892E+17 1.000000000E+02 1.746320875E+00 6.287065053E-01 2.915883889E+02 2.990481963E-04 
SC3383V1_3.5E+11_N 1527933776 0 555 1.163657073E+17 1.000000000E+02 1.700335753E+00 6.478012105E-01 5.591870456E+02 2.699055543E-04 
SC3383V2_3.5E+11_N 1527933776 0 555 9.139668396E+17 1.000000000E+02 1.995534097E+00 6.496498442E-01 5.955727427E+02 4.021173198E-04 
SC3383V3_3.5E+11_N 1527933776 0 555 3.030687991E+17 1.000000000E+02 1.804723232E+00 6.487501996E-01 5.775789349E+02 5.429331599E-04 
SC3383V4_3.5E+11_N 1527933776 0 555 1.891084506E+17 1.000000000E+02 1.746802464E+00 6.473362087E-01 5.503900361E+02 2.945188816E-04 
SC3383V5_3.5E+11_N 1527933776 0 555 4.439692945E+16 1.000000000E+02 1.638056050E+00 6.461109126E-01 5.278667353E+02 1.838368093E-04 
SC3411V10_2.9E+13_N 1527486595 0 555 8.695794079E+18 1.000000000E+02 2.949191489E+00 6.517974925E-01 6.408270602E+02 7.426098094E-04 
SC3411V12_2.9E+13_N 1527486669 0 555 2.681697136E+19 1.000000000E+02 4.013631594E+00 6.566793670E-01 7.569025079E+02 1.845536554E-03 
SC3411V13_2.9E+13_N 1527486669 0 555 2.933846546E+19 1.000000000E+02 4.119771323E+00 6.575764513E-01 7.804147970E+02 2.190122038E-03 
SC3411V1_2.9E+13_N 1527486470 0 555 1.902045222E+19 1.000000000E+02 3.626547393E+00 6.558857110E-01 7.366923106E+02 1.507174515E-03 
SC3411V2_2.9E+13_N 1527486470 0 555 2.007143078E+19 1.000000000E+02 3.681501688E+00 6.512232048E-01 6.283994751E+02 1.401273850E-03 
SC3411V3_2.9E+13_N 1527486470 0 555 3.592691684E+19 1.000000000E+02 4.408623032E+00 6.567894282E-01 7.597486159E+02 1.722260682E-03 
SC3411V4_2.9E+13_N 1527486470 0 555 3.812014291E+19 1.000000000E+02 4.484963102E+00 6.575563984E-01 7.798813186E+02 2.012674971E-03 
SC3411V5_2.9E+13_N 1527486470 0 555 2.537612893E+19 1.000000000E+02 3.911623806E+00 6.328607190E-01 3.359641123E+02 2.380004484E-03 
SC3411V6_2.9E+13_N 1527486595 0 555 2.617429735E+19 1.000000000E+02 3.943329475E+00 6.336479431E-01 3.451051524E+02 2.781431194E-03 
SC3411V7_2.9E+13_N 1527486595 0 555 2.543772806E+19 1.000000000E+02 3.949139936E+00 6.547312850E-01 7.082546471E+02 1.642822720E-03 
SC3411V8_2.9E+13_N 1527486646 0 555 2.635701881E+19 1.000000000E+02 3.993065622E+00 6.541819800E-01 6.951113651E+02 1.677730904E-03 
SC3411V9_2.9E+13_N 1527486596 0 555 7.564567063E+18 1.000000000E+02 2.858600050E+00 6.511173255E-01 6.261347003E+02 4.595941881E-04 
SC342V1_7.1E+11_N 1527486179 0 555 6.993947706E+17 1.000000000E+02 1.935778107E+00 6.458760445E-01 5.236558612E+02 4.936754701E-04 
SC3491V1_6.6E+12_N 1527486695 0 555 5.660136191E+18 1.000000000E+02 2.661957231E+00 6.331685656E-01 3.395095580E+02 1.347364958E-03 
SC3491V2_6.6E+12_N 1527486695 0 555 5.266346715E+18 1.000000000E+02 2.629820257E+00 6.355419805E-01 3.681303047E+02 1.575117729E-03 
SC3491V3_6.6E+12_N 1527487618 0 555 5.123212711E+18 1.000000000E+02 2.608457134E+00 6.334678026E-01 3.429917044E+02 1.186431664E-03 
SC3491V4_6.6E+12_N 1527487645 0 555 5.867638242E+18 1.000000000E+02 2.686124860E+00 6.339999529E-01 3.492726682E+02 1.052863022E-03 
SC3491V5_6.6E+12_N 1527486695 0 555 6.054762632E+18 1.000000000E+02 2.698892877E+00 6.343323411E-01 3.532540685E+02 1.626302660E-03 
SC3491V6_6.6E+12_N 1527487683 0 555 5.213287075E+18 1.000000000E+02 2.609743239E+00 6.255239843E-01 2.616001821E+02 1.470021445E-03 
SC3492V1_7.6E+12_N 1527487758 0 555 6.979503123E+18 1.000000000E+02 2.789115165E+00 6.349563001E-01 3.608509212E+02 1.218776856E-03 
SC3492V2_7.6E+12_N 1527487789 0 555 6.338242262E+18 1.000000000E+02 2.727068398E+00 6.283511904E-01 2.880766899E+02 1.048334122E-03 
SC3492V3_7.6E+12_N 1527487824 0 555 6.190065543E+18 1.000000000E+02 2.705798572E+00 6.283751129E-01 2.883117913E+02 1.785060934E-03 
SC3492V4_7.6E+12_N 1527487853 0 555 7.122324311E+18 1.000000000E+02 2.800135025E+00 6.349479523E-01 3.607482141E+02 1.326464542E-03 
SC3492V5_7.6E+12_N 1527487924 0 555 7.523074106E+18 1.000000000E+02 2.837700547E+00 6.349713751E-01 3.610364704E+02 1.202158925E-03 
SC3501V10_2.8E+13_N 1527488046 0 555 2.664415740E+19 1.000000000E+02 3.997464883E+00 6.523469892E-01 6.529481924E+02 2.157919986E-03 
SC3501V11_2.8E+13_N 1527488046 0 555 2.800799475E+19 1.000000000E+02 4.070123832E+00 6.543145515E-01 6.982609167E+02 1.806998097E-03 
SC3501V12_2.8E+13_N 1527488046 0 555 2.886213287E+19 1.000000000E+02 4.094309741E+00 6.551794698E-01 7.191623029E+02 2.279904364E-03 
SC3501V1_2.8E+13_N 1527488018 0 555 2.169526216E+19 1.000000000E+02 3.767628628E+00 6.521345784E-01 6.482357571E+02 1.731053884E-03 
SC3501V2_2.8E+13_N 1527488018 0 555 1.935964247E+19 1.000000000E+02 3.643169904E+00 6.548592008E-01 7.113508034E+02 1.393434823E-03 
SC3501V3_2.8E+13_N 1527488018 0 555 1.904888079E+19 1.000000000E+02 3.624024435E+00 6.468685218E-01 5.416818200E+02 1.138821662E-03 
SC3501V4_2.8E+13_N 1527488019 0 555 1.939309509E+19 1.000000000E+02 3.648421652E+00 6.556212389E-01 7.300782054E+02 1.391037699E-03 
SC3501V5_2.8E+13_N 1527488019 0 555 1.777091805E+19 1.000000000E+02 3.545081369E+00 6.508915038E-01 6.213315690E+02 2.050859012E-03 
SC3501V6_2.8E+13_N 1527488046 0 555 1.604977782E+19 1.000000000E+02 3.452901756E+00 6.537790058E-01 6.856247119E+02 1.461167495E-03 
SC3501V7_2.8E+13_N 1527488046 0 555 2.372603082E+19 1.000000000E+02 3.851617010E+00 6.519475154E-01 6.441138496E+02 2.298259061E-03 
SC3501V8_2.8E+13_N 1527488046 0 555 2.399922841E+19 1.000000000E+02 3.869552599E+00 6.531817294E-01 6.718015128E+02 2.127093403E-03 
SC3501V9_2.8E+13_N 1527488046 0 555 1.575477612E+19 1.000000000E+02 3.435427933E+00 6.488076917E-01 5.787123985E+02 1.090527516E-03 
SC3502V10_1.9E+13_N 1527488096 0 555 9.686185838E+18 1.000000000E+02 3.019961531E+00 6.452320131E-01 5.122807724E+02 1.220593604E-03 
SC3502V11_1.9E+13_N 1527488096 0 555 9.939127961E+18 1.000000000E+02 3.035404549E+00 6.425570853E-01 4.676201053E+02 1.369105117E-03 
SC3502V12_1.9E+13_N 1527488096 0 555 1.479420139E+19 1.000000000E+02 3.363566339E+00 6.488883496E-01 5.803063274E+02 2.305748072E-03 
SC3502V1_1.9E+13_N 1527488071 0 555 1.539793945E+19 1.000000000E+02 3.403743186E+00 6.483052246E-01 5.688809609E+02 2.016264633E-03 
SC3502V2_1.9E+13_N 1527488071 0 555 1.702467880E+19 1.000000000E+02 3.500719707E+00 6.492679166E-01 5.878663212E+02 2.006902108E-03 
SC3502V3_1.9E+13_N 1527488072 0 555 1.854419575E+19 1.000000000E+02 3.587860201E+00 6.497501228E-01 5.976128248E+02 1.977202815E-03 
SC3502V4_1.9E+13_N 1527488072 0 555 1.962448127E+19 1.000000000E+02 3.637669908E+00 6.504755912E-01 6.125815043E+02 2.419860599E-03 
SC3502V5_1.9E+13_N 1527488072 0 555 1.416235526E+19 1.000000000E+02 3.334728462E+00 6.475524078E-01 5.544627919E+02 1.423358333E-03 
SC3502V6_1.9E+13_N 1527488072 0 555 1.449768958E+19 1.000000000E+02 3.345535986E+00 6.439034717E-01 4.895902434E+02 1.952680975E-03 
SC3502V7_1.9E+13_N 1527488096 0 555 1.344030611E+19 1.000000000E+02 3.277383426E+00 6.418053277E-01 4.557848332E+02 1.764151064E-03 
SC3502V8_1.9E+13_N 1527488096 0 555 1.488167589E+19 1.000000000E+02 3.374690937E+00 6.477495787E-01 5.582033640E+02 1.778999846E-03 
SC3502V9_1.9E+13_N 1527488096 0 555 8.385976899E+18 1.000000000E+02 2.922081699E+00 6.447457514E-01 5.038562685E+02 9.077260535E-04 
SC3503_1.4E+13_N 1527488119 0 555 1.402215805E+19 1.000000000E+02 3.318154345E+00 6.546734247E-01 7.068585874E+02 2.366624236E-03 
SC3521V1_4.2E+13_N 1527488141 0 555 4.214494353E+19 1.000000000E+02 4.656603340E+00 6.587345623E-01 8.118518269E+02 1.426826109E-03 
SC3521V2_4.2E+13_N 1527488141 0 555 3.319605281E+19 1.000000000E+02 4.281715010E+00 6.560735826E-01 7.414271050E+02 2.293087096E-03 
SC3521V3_4.2E+13_N 1527488141 0 555 3.232104408E+19 1.000000000E+02 4.252748885E+00 6.530786396E-01 6.694439911E+02 1.888896410E-03 
SC3521V4_4.2E+13_N 1527488141 0 555 3.962118131E+19 1.000000000E+02 4.562720584E+00 6.581779252E-01 7.965868686E+02 1.495421317E-03 
SC3521V5_4.2E+13_N 1527488141 0 555 3.302461337E+19 1.000000000E+02 4.249752105E+00 6.497091346E-01 5.967781119E+02 3.363352259E-03 
SC3521V6_4.2E+13_N 1527488157 0 555 3.436187094E+19 1.000000000E+02 4.319486915E+00 6.500397898E-01 6.035451865E+02 2.744630770E-03 
SC3521V7_4.2E+13_N 1527488157 0 555 4.286821202E+19 1.000000000E+02 4.669670567E+00 6.594321714E-01 8.313964277E+02 1.916376153E-03 
SC3521V8_4.2E+13_N 1527488157 0 555 3.596183957E+19 1.000000000E+02 4.406716686E+00 6.497880625E-01 5.983864980E+02 1.890957483E-03 
SC3753V1_1.3E+12_N 1527488119 0 555 1.285427469E+18 1.000000000E+02 2.075235256E+00 6.499745908E-01 6.022048006E+02 8.763376556E-04 
SC3753V2_3.8E+12_N 1527933776 0 555 1.516751473E+18 1.000000000E+02 2.132845725E+00 6.547677977E-01 7.091370459E+02 3.809836298E-04 
SC3753V3_3.8E+12_N 1527933776 0 555 1.856696492E+18 1.000000000E+02 2.193247869E+00 6.552706921E-01 7.214029107E+02 2.537680397E-04 
SC3753V4_3.8E+12_N 1527933776 0 555 1.913739016E+18 1.000000000E+02 2.211618003E+00 6.555126312E-01 7.273792970E+02 9.276756965E-04 
SC3753V5_3.8E+12_N 1527933776 0 555 3.114937480E+18 1.000000000E+02 2.398229452E+00 6.567746796E-01 7.593666070E+02 1.050554148E-03 
SC3753V6_3.8E+12_N 1527933776 0 555 2.939311463E+18 1.000000000E+02 2.377686252E+00 6.566491676E-01 7.561234382E+02 1.453486766E-03 
SC3753V7_3.8E+12_N 1527933776 0 555 3.326202732E+18 1.000000000E+02 2.427281628E+00 6.568973193E-01 7.625489954E+02 1.118487395E-03 
SC4023V1_3.7E+12_N 1527488203 0 555 5.451642555E+18 1.000000000E+02 2.651406514E+00 6.544916820E-01 7.024913546E+02 1.625897635E-03 
SC4023V2_7.2E+12_N 1527488176 0 555 4.472681234E+18 1.000000000E+02 2.570166026E+00 6.503500234E-01 6.099640753E+02 1.526066833E-03 
SC4023V3_7.2E+12_N 1527488176 0 555 7.106593298E+18 1.000000000E+02 2.814105642E+00 6.536276100E-01 6.820941672E+02 9.382541743E-04 
SC4023V4_7.2E+12_N 1527488176 0 555 8.462629635E+18 1.000000000E+02 2.927001344E+00 6.542477756E-01 6.966727174E+02 1.118493506E-03 
SC4023V5_3.7E+12_N 1527488203 0 555 2.444117976E+18 1.000000000E+02 2.305235150E+00 6.492825503E-01 5.881597490E+02 2.303236259E-03 
