N_Fe N_B T d Jsc_Fe Eta_Fe Voc_Fe FF_Fe Jsc_FeB Eta_FeB Voc_FeB FF_FeB Jsc_e Eta_e Voc_e FF_e
2.382000E+11 4.500E+15 293 2.000E-4 3.614352E+1 1.732610E+1 5.840510E-1 8.207660E+1 3.606960E+1 1.725040E+1 5.811630E-1 8.229250E+1 -2.0493712E-01 -4.3883040E-01 -4.9693459E-01 2.6235684E-01
3.103000E+11 4.500E+15 293 2.000E-4 3.599049E+1 1.722130E+1 5.835680E-1 8.199480E+1 3.590460E+1 1.713380E+1 5.800720E-1 8.226640E+1 -2.3921726E-01 -5.1068648E-01 -6.0268380E-01 3.3014694E-01
4.042000E+11 4.500E+15 293 2.000E-4 3.580141E+1 1.709230E+1 5.829410E-1 8.189870E+1 3.570416E+1 1.699400E+1 5.787270E-1 8.224380E+1 -2.7237722E-01 -5.7843945E-01 -7.2814989E-01 4.1960610E-01
5.266000E+11 4.500E+15 293 2.000E-4 3.557118E+1 1.693610E+1 5.821270E-1 8.178950E+1 3.546461E+1 1.682910E+1 5.771800E-1 8.221550E+1 -3.0049675E-01 -6.3580346E-01 -8.5709831E-01 5.1815047E-01
6.859000E+11 4.500E+15 293 2.000E-4 3.529575E+1 1.675030E+1 5.810750E-1 8.167080E+1 3.518361E+1 1.663820E+1 5.754420E-1 8.217950E+1 -3.1872795E-01 -6.7375077E-01 -9.7889970E-01 6.1901082E-01
8.935000E+11 4.500E+15 293 2.000E-4 3.497310E+1 1.653390E+1 5.797130E-1 8.155090E+1 3.486076E+1 1.642150E+1 5.735280E-1 8.213350E+1 -3.2225344E-01 -6.8446853E-01 -1.0784129E+00 7.0933298E-01
1.164000E+12 4.500E+15 293 2.000E-4 3.460412E+1 1.628810E+1 5.779420E-1 8.144390E+1 3.449792E+1 1.617330E+1 5.714590E-1 8.203890E+1 -3.0784465E-01 -7.0981185E-01 -1.1344646E+00 7.2526570E-01
1.516000E+12 4.500E+15 293 2.000E-4 3.419293E+1 1.600940E+1 5.757810E-1 8.131690E+1 3.409909E+1 1.591290E+1 5.692200E-1 8.198340E+1 -2.7519796E-01 -6.0642623E-01 -1.1526299E+00 8.1296945E-01
1.975000E+12 4.500E+15 293 2.000E-4 3.374641E+1 1.571800E+1 5.732430E-1 8.125160E+1 3.366981E+1 1.563640E+1 5.668200E-1 8.193180E+1 -2.2750351E-01 -5.2185925E-01 -1.1331640E+00 8.3020268E-01
2.573000E+12 4.500E+15 293 2.000E-4 3.327277E+1 1.541260E+1 5.704090E-1 8.120820E+1 3.321609E+1 1.534710E+1 5.643580E-1 8.186970E+1 -1.7064019E-01 -4.2679073E-01 -1.0721918E+00 8.0799123E-01
3.351000E+12 4.500E+15 293 2.000E-4 3.277958E+1 1.509710E+1 5.673510E-1 8.117790E+1 3.274324E+1 1.504030E+1 5.618410E-1 8.175610E+1 -1.1098474E-01 -3.7765204E-01 -9.8070451E-01 7.0722552E-01
4.366000E+12 4.500E+15 293 2.000E-4 3.227217E+1 1.476790E+1 5.642650E-1 8.109780E+1 3.225505E+1 1.473320E+1 5.592240E-1 8.167970E+1 -5.3076960E-02 -2.3552249E-01 -9.0142769E-01 7.1241692E-01
5.687000E+12 4.500E+15 293 2.000E-4 3.175301E+1 1.444130E+1 5.611830E-1 8.104330E+1 3.175338E+1 1.442050E+1 5.564740E-1 8.161050E+1 1.1652303E-03 -1.4423910E-01 -8.4622103E-01 6.9500861E-01
7.408000E+12 4.500E+15 293 2.000E-4 3.122222E+1 1.410980E+1 5.580120E-1 8.098680E+1 3.123848E+1 1.410140E+1 5.536820E-1 8.152880E+1 5.2051188E-02 -5.9568553E-02 -7.8203734E-01 6.6479575E-01
9.650000E+12 4.500E+15 293 2.000E-4 3.067856E+1 1.376550E+1 5.547620E-1 8.088150E+1 3.070958E+1 1.376810E+1 5.508280E-1 8.139230E+1 1.0101082E-01 1.8884232E-02 -7.1419754E-01 6.2757779E-01
1.257000E+13 4.500E+15 293 2.000E-4 3.012052E+1 1.342130E+1 5.514350E-1 8.080480E+1 3.016559E+1 1.343520E+1 5.478000E-1 8.130340E+1 1.4940865E-01 1.0345957E-01 -6.6356334E-01 6.1325849E-01
1.637000E+13 4.500E+15 293 2.000E-4 2.954694E+1 1.307110E+1 5.479500E-1 8.073460E+1 2.960561E+1 1.309570E+1 5.446930E-1 8.120890E+1 1.9817190E-01 1.8784792E-01 -5.9795151E-01 5.8404929E-01
2.133000E+13 4.500E+15 293 2.000E-4 2.895733E+1 1.270780E+1 5.443570E-1 8.061710E+1 2.902923E+1 1.274240E+1 5.415340E-1 8.105710E+1 2.4768139E-01 2.7153440E-01 -5.2129691E-01 5.4282722E-01
2.778000E+13 4.500E+15 293 2.000E-4 2.835175E+1 1.234380E+1 5.406940E-1 8.052230E+1 2.843648E+1 1.238850E+1 5.382270E-1 8.094270E+1 2.9796234E-01 3.6081850E-01 -4.5835679E-01 5.1937976E-01
3.619000E+13 4.500E+15 293 2.000E-4 2.773079E+1 1.197500E+1 5.368690E-1 8.043520E+1 2.782784E+1 1.202960E+1 5.348220E-1 8.082810E+1 3.4875147E-01 4.5388043E-01 -3.8274417E-01 4.8609333E-01
4.715000E+13 4.500E+15 293 2.000E-4 2.709538E+1 1.159500E+1 5.329920E-1 8.028870E+1 2.720412E+1 1.166480E+1 5.313830E-1 8.069290E+1 3.9971887E-01 5.9838146E-01 -3.0279478E-01 5.0091148E-01
6.141000E+13 4.500E+15 293 2.000E-4 2.644676E+1 1.121630E+1 5.290300E-1 8.016740E+1 2.656640E+1 1.128940E+1 5.277960E-1 8.051430E+1 4.5034329E-01 6.4751005E-01 -2.3380245E-01 4.3085514E-01
8.000000E+13 4.500E+15 293 2.000E-4 2.578642E+1 1.083510E+1 5.249430E-1 8.004410E+1 2.591602E+1 1.091730E+1 5.241390E-1 8.037090E+1 5.0007679E-01 7.5293342E-01 -1.5339442E-01 4.0661483E-01
1.300000E+10 4.500E+15 298 2.000E-4 3.668868E+1 1.726080E+1 5.741420E-1 8.194250E+1 3.668424E+1 1.724840E+1 5.739520E-1 8.192060E+1 -1.2103290E-02 -7.1890726E-02 -3.3103814E-02 -2.6733203E-02
1.693000E+10 4.500E+15 298 2.000E-4 3.667869E+1 1.724640E+1 5.741140E-1 8.190050E+1 3.667335E+1 1.724030E+1 5.738680E-1 8.191860E+1 -1.4560982E-02 -3.5382215E-02 -4.2867001E-02 2.2095104E-02
2.206000E+10 4.500E+15 298 2.000E-4 3.666571E+1 1.723750E+1 5.740780E-1 8.189230E+1 3.665922E+1 1.722980E+1 5.737590E-1 8.191590E+1 -1.7703595E-02 -4.4690014E-02 -5.5598256E-02 2.8810036E-02
2.874000E+10 4.500E+15 298 2.000E-4 3.664888E+1 1.722600E+1 5.740310E-1 8.188180E+1 3.664092E+1 1.721630E+1 5.736180E-1 8.191240E+1 -2.1724345E-02 -5.6341955E-02 -7.1999135E-02 3.7356981E-02
3.743000E+10 4.500E+15 298 2.000E-4 3.662707E+1 1.721100E+1 5.739700E-1 8.186830E+1 3.661726E+1 1.719880E+1 5.734360E-1 8.190800E+1 -2.6790645E-02 -7.0935182E-02 -9.3122859E-02 4.8469014E-02
4.876000E+10 4.500E+15 298 2.000E-4 3.659885E+1 1.719170E+1 5.738900E-1 8.185090E+1 3.658673E+1 1.717630E+1 5.732040E-1 8.190240E+1 -3.3126765E-02 -8.9658425E-02 -1.1967816E-01 6.2879720E-02
6.352000E+10 4.500E+15 298 2.000E-4 3.656241E+1 1.716680E+1 5.737860E-1 8.182850E+1 3.654745E+1 1.714740E+1 5.729070E-1 8.189520E+1 -4.0933088E-02 -1.1313669E-01 -1.5342804E-01 8.1445555E-02
8.274000E+10 4.500E+15 298 2.000E-4 3.651550E+1 1.713470E+1 5.736500E-1 8.179990E+1 3.649708E+1 1.711060E+1 5.725300E-1 8.188610E+1 -5.0469791E-02 -1.4084836E-01 -1.9562294E-01 1.0526817E-01
1.078000E+11 4.500E+15 298 2.000E-4 3.645530E+1 1.709360E+1 5.734740E-1 8.176370E+1 3.643279E+1 1.706390E+1 5.720550E-1 8.187460E+1 -6.1785002E-02 -1.7405165E-01 -2.4805307E-01 1.3545104E-01
1.404000E+11 4.500E+15 298 2.000E-4 3.637839E+1 1.704120E+1 5.732440E-1 8.171810E+1 3.635120E+1 1.700510E+1 5.714610E-1 8.186040E+1 -7.4798081E-02 -2.1228925E-01 -3.1200729E-01 1.7383252E-01
1.829000E+11 4.500E+15 298 2.000E-4 3.628070E+1 1.697480E+1 5.729450E-1 8.166130E+1 3.624841E+1 1.693160E+1 5.707250E-1 8.184290E+1 -8.9079769E-02 -2.5514423E-01 -3.8897893E-01 2.2188852E-01
2.382000E+11 4.500E+15 298 2.000E-4 3.615753E+1 1.689130E+1 5.725550E-1 8.159170E+1 3.612006E+1 1.684060E+1 5.698180E-1 8.182270E+1 -1.0373737E-01 -3.0105816E-01 -4.8032881E-01 2.8231774E-01
3.103000E+11 4.500E+15 298 2.000E-4 3.600368E+1 1.678720E+1 5.720480E-1 8.150780E+1 3.596157E+1 1.672960E+1 5.686880E-1 8.180370E+1 -1.1709722E-01 -3.4429992E-01 -5.9083364E-01 3.6171958E-01
4.042000E+11 4.500E+15 298 2.000E-4 3.581374E+1 1.665920E+1 5.713890E-1 8.140920E+1 3.576846E+1 1.659590E+1 5.673590E-1 8.177910E+1 -1.2659198E-01 -3.8141951E-01 -7.1030864E-01 4.5231606E-01
5.266000E+11 4.500E+15 298 2.000E-4 3.558266E+1 1.650420E+1 5.705350E-1 8.129710E+1 3.553686E+1 1.643750E+1 5.658280E-1 8.174730E+1 -1.2888027E-01 -4.0577947E-01 -8.3187824E-01 5.5072155E-01
6.859000E+11 4.500E+15 298 2.000E-4 3.530650E+1 1.631990E+1 5.694060E-1 8.117870E+1 3.526412E+1 1.625340E+1 5.640970E-1 8.170640E+1 -1.2017881E-01 -4.0914516E-01 -9.4115019E-01 6.4584904E-01
8.935000E+11 4.500E+15 298 2.000E-4 3.498334E+1 1.610550E+1 5.679420E-1 8.106030E+1 3.494941E+1 1.603610E+1 5.621810E-1 8.161750E+1 -9.7083184E-02 -4.3277355E-01 -1.0247589E+00 6.8269673E-01
1.164000E+12 4.500E+15 298 2.000E-4 3.461416E+1 1.585540E+1 5.661130E-1 8.091350E+1 3.459414E+1 1.580320E+1 5.600970E-1 8.156020E+1 -5.7871073E-02 -3.3031285E-01 -1.0740997E+00 7.9291125E-01
1.516000E+12 4.500E+15 298 2.000E-4 3.420310E+1 1.558810E+1 5.638890E-1 8.082260E+1 3.420191E+1 1.555020E+1 5.577800E-1 8.151210E+1 -3.4793378E-03 -2.4372677E-01 -1.0952347E+00 8.4588668E-01
1.975000E+12 4.500E+15 298 2.000E-4 3.375703E+1 1.530150E+1 5.612850E-1 8.075810E+1 3.377805E+1 1.528030E+1 5.553680E-1 8.145460E+1 6.2229762E-02 -1.3874073E-01 -1.0654197E+00 8.5507755E-01
2.573000E+12 4.500E+15 298 2.000E-4 3.328406E+1 1.500060E+1 5.583480E-1 8.071760E+1 3.332866E+1 1.498970E+1 5.528850E-1 8.134680E+1 1.3381876E-01 -7.2716599E-02 -9.8808975E-01 7.7347849E-01
3.351000E+12 4.500E+15 298 2.000E-4 3.279172E+1 1.468330E+1 5.552520E-1 8.064330E+1 3.285914E+1 1.469580E+1 5.503360E-1 8.126610E+1 2.0517883E-01 8.5058316E-02 -8.9327247E-01 7.6637122E-01
4.366000E+12 4.500E+15 298 2.000E-4 3.228507E+1 1.436700E+1 5.521360E-1 8.059710E+1 3.237370E+1 1.439540E+1 5.476240E-1 8.119840E+1 2.7377161E-01 1.9728524E-01 -8.2392298E-01 7.4053183E-01
5.687000E+12 4.500E+15 298 2.000E-4 3.176662E+1 1.404630E+1 5.489840E-1 8.054350E+1 3.187462E+1 1.408870E+1 5.448620E-1 8.112210E+1 3.3882757E-01 3.0095041E-01 -7.5652183E-01 7.1324584E-01
7.408000E+12 4.500E+15 298 2.000E-4 3.123649E+1 1.371370E+1 5.457530E-1 8.044480E+1 3.136240E+1 1.376860E+1 5.420490E-1 8.099210E+1 4.0146800E-01 3.9873335E-01 -6.8333306E-01 6.7574492E-01
9.650000E+12 4.500E+15 298 2.000E-4 3.069344E+1 1.338160E+1 5.424720E-1 8.036860E+1 3.083641E+1 1.344890E+1 5.391250E-1 8.089700E+1 4.6364022E-01 5.0041267E-01 -6.2082077E-01 6.5317626E-01
1.257000E+13 4.500E+15 298 2.000E-4 3.013597E+1 1.304430E+1 5.390740E-1 8.029490E+1 3.029557E+1 1.312340E+1 5.360530E-1 8.080890E+1 5.2680970E-01 6.0274014E-01 -5.6356368E-01 6.3606855E-01
1.637000E+13 4.500E+15 298 2.000E-4 2.956296E+1 1.270020E+1 5.355250E-1 8.021990E+1 2.973891E+1 1.279080E+1 5.329330E-1 8.070490E+1 5.9164912E-01 7.0832161E-01 -4.8636508E-01 6.0095484E-01
2.133000E+13 4.500E+15 298 2.000E-4 2.897387E+1 1.234310E+1 5.319040E-1 8.009100E+1 2.916588E+1 1.244450E+1 5.297330E-1 8.054630E+1 6.5833776E-01 8.1481779E-01 -4.0982910E-01 5.6526495E-01
2.778000E+13 4.500E+15 298 2.000E-4 2.836880E+1 1.198690E+1 5.281460E-1 8.000370E+1 2.857642E+1 1.209900E+1 5.263450E-1 8.043980E+1 7.2654307E-01 9.2652285E-01 -3.4217101E-01 5.4214456E-01
3.619000E+13 4.500E+15 298 2.000E-4 2.774812E+1 1.162480E+1 5.242880E-1 7.990670E+1 2.797093E+1 1.174760E+1 5.229270E-1 8.031560E+1 7.9657702E-01 1.0453199E+00 -2.6026577E-01 5.0911654E-01
4.715000E+13 4.500E+15 298 2.000E-4 2.711311E+1 1.125190E+1 5.203790E-1 7.974920E+1 2.735015E+1 1.138430E+1 5.194320E-1 8.013410E+1 8.6668629E-01 1.1630052E+00 -1.8231453E-01 4.8031986E-01
6.141000E+13 4.500E+15 298 2.000E-4 2.646483E+1 1.088150E+1 5.163080E-1 7.963650E+1 2.671510E+1 1.102330E+1 5.157720E-1 8.000160E+1 9.3681102E-01 1.2863662E+00 -1.0392189E-01 4.5636587E-01
8.000000E+13 4.500E+15 298 2.000E-4 2.580478E+1 1.050210E+1 5.122050E-1 7.945690E+1 2.606707E+1 1.065880E+1 5.121000E-1 7.984760E+1 1.0062121E+00 1.4701467E+00 -2.0503808E-02 4.8930713E-01
1.300000E+10 4.500E+15 303 2.000E-4 3.670660E+1 1.681720E+1 5.627000E-1 8.142040E+1 3.670758E+1 1.681530E+1 5.625170E-1 8.143540E+1 2.6697483E-03 -1.1299233E-02 -3.2532350E-02 1.8419508E-02
1.693000E+10 4.500E+15 303 2.000E-4 3.669653E+1 1.681040E+1 5.626700E-1 8.141390E+1 3.669722E+1 1.680770E+1 5.624350E-1 8.143340E+1 1.8802514E-03 -1.6064066E-02 -4.1782606E-02 2.3945948E-02
2.206000E+10 4.500E+15 303 2.000E-4 3.668345E+1 1.680150E+1 5.626320E-1 8.140550E+1 3.668377E+1 1.679780E+1 5.623280E-1 8.143090E+1 8.7232037E-04 -2.2026694E-02 -5.4060975E-02 3.1192090E-02
2.874000E+10 4.500E+15 303 2.000E-4 3.666649E+1 1.679010E+1 5.625830E-1 8.139470E+1 3.666635E+1 1.678500E+1 5.621900E-1 8.142760E+1 -3.8182148E-04 -3.0384272E-02 -6.9905192E-02 4.0403991E-02
3.743000E+10 4.500E+15 303 2.000E-4 3.664452E+1 1.677520E+1 5.625190E-1 8.138070E+1 3.664382E+1 1.676860E+1 5.620130E-1 8.142330E+1 -1.9102812E-03 -3.9359279E-02 -9.0033505E-02 5.2319176E-02
4.876000E+10 4.500E+15 303 2.000E-4 3.661609E+1 1.675600E+1 5.624350E-1 8.136270E+1 3.661473E+1 1.674730E+1 5.617860E-1 8.141780E+1 -3.7143521E-03 -5.1948672E-02 -1.1552442E-01 6.7675619E-02
6.352000E+10 4.500E+15 303 2.000E-4 3.657939E+1 1.673120E+1 5.623260E-1 8.133960E+1 3.657727E+1 1.672010E+1 5.614950E-1 8.141090E+1 -5.7959492E-03 -6.6387163E-02 -1.4799776E-01 8.7580410E-02
8.274000E+10 4.500E+15 303 2.000E-4 3.653215E+1 1.669930E+1 5.621830E-1 8.131000E+1 3.652921E+1 1.668530E+1 5.611250E-1 8.140200E+1 -8.0483536E-03 -8.3906193E-02 -1.8854979E-01 1.1301934E-01
1.078000E+11 4.500E+15 303 2.000E-4 3.647155E+1 1.665840E+1 5.619980E-1 8.127260E+1 3.646781E+1 1.664110E+1 5.606580E-1 8.139080E+1 -1.0255620E-02 -1.0395947E-01 -2.3900488E-01 1.4522526E-01
1.404000E+11 4.500E+15 303 2.000E-4 3.639416E+1 1.660630E+1 5.617570E-1 8.122550E+1 3.638980E+1 1.658530E+1 5.600720E-1 8.137680E+1 -1.1981379E-02 -1.2661815E-01 -3.0085418E-01 1.8592523E-01
1.829000E+11 4.500E+15 303 2.000E-4 3.629589E+1 1.654020E+1 5.614420E-1 8.116680E+1 3.629136E+1 1.651550E+1 5.593170E-1 8.136370E+1 -1.2482310E-02 -1.4955648E-01 -3.7992766E-01 2.4199981E-01
2.382000E+11 4.500E+15 303 2.000E-4 3.617206E+1 1.645710E+1 5.610330E-1 8.109480E+1 3.616821E+1 1.642890E+1 5.583920E-1 8.134720E+1 -1.0644707E-02 -1.7164874E-01 -4.7296523E-01 3.1027497E-01
3.103000E+11 4.500E+15 303 2.000E-4 3.601747E+1 1.635370E+1 5.605000E-1 8.100800E+1 3.601580E+1 1.632280E+1 5.572810E-1 8.132580E+1 -4.6368538E-03 -1.8930576E-01 -5.7762601E-01 3.9077390E-01
4.042000E+11 4.500E+15 303 2.000E-4 3.582677E+1 1.622660E+1 5.597990E-1 8.090730E+1 3.582957E+1 1.619470E+1 5.559700E-1 8.129790E+1 7.8147742E-03 -1.9697802E-01 -6.8870623E-01 4.8045521E-01
5.266000E+11 4.500E+15 303 2.000E-4 3.559498E+1 1.607270E+1 5.588650E-1 8.079640E+1 3.560551E+1 1.604230E+1 5.544510E-1 8.126170E+1 2.9574074E-02 -1.8949901E-01 -7.9610281E-01 5.7259447E-01
6.859000E+11 4.500E+15 303 2.000E-4 3.531822E+1 1.588970E+1 5.576700E-1 8.067510E+1 3.534068E+1 1.585720E+1 5.527260E-1 8.117870E+1 6.3552824E-02 -2.0495422E-01 -8.9447574E-01 6.2035977E-01
8.935000E+11 4.500E+15 303 2.000E-4 3.499470E+1 1.567060E+1 5.561550E-1 8.051700E+1 3.503386E+1 1.565470E+1 5.508050E-1 8.112590E+1 1.1177758E-01 -1.0156694E-01 -9.7130563E-01 7.5056178E-01
1.164000E+12 4.500E+15 303 2.000E-4 3.462545E+1 1.543110E+1 5.542670E-1 8.040460E+1 3.468603E+1 1.542930E+1 5.486480E-1 8.107670E+1 1.7465245E-01 -1.1666116E-02 -1.0241539E+00 8.2896813E-01
1.516000E+12 4.500E+15 303 2.000E-4 3.421467E+1 1.516790E+1 5.519760E-1 8.031430E+1 3.430039E+1 1.518310E+1 5.463220E-1 8.102380E+1 2.4990969E-01 1.0011131E-01 -1.0349208E+00 8.7566863E-01
1.975000E+12 4.500E+15 303 2.000E-4 3.376918E+1 1.488560E+1 5.492820E-1 8.025100E+1 3.388203E+1 1.491930E+1 5.438960E-1 8.095860E+1 3.3306741E-01 2.2588191E-01 -9.9026284E-01 8.7402697E-01
2.573000E+12 4.500E+15 303 2.000E-4 3.329699E+1 1.458260E+1 5.462680E-1 8.017240E+1 3.343693E+1 1.463450E+1 5.413870E-1 8.084350E+1 4.1851928E-01 3.5464143E-01 -9.0157318E-01 8.3012240E-01
3.351000E+12 4.500E+15 303 2.000E-4 3.280544E+1 1.427770E+1 5.431420E-1 8.013070E+1 3.297084E+1 1.434740E+1 5.387500E-1 8.077100E+1 5.0165540E-01 4.8580231E-01 -8.1522042E-01 7.9273502E-01
4.366000E+12 4.500E+15 303 2.000E-4 3.229965E+1 1.396730E+1 5.399880E-1 8.008130E+1 3.248823E+1 1.405300E+1 5.360090E-1 8.069920E+1 5.8045637E-01 6.0983420E-01 -7.4233828E-01 7.6568293E-01
5.687000E+12 4.500E+15 303 2.000E-4 3.178203E+1 1.365170E+1 5.367450E-1 8.002720E+1 3.199173E+1 1.375180E+1 5.332280E-1 8.061350E+1 6.5548190E-01 7.2790471E-01 -6.5956776E-01 7.2729754E-01
7.408000E+12 4.500E+15 303 2.000E-4 3.125266E+1 1.332480E+1 5.334890E-1 7.991860E+1 3.148216E+1 1.343780E+1 5.303870E-1 8.047660E+1 7.2898429E-01 8.4091146E-01 -5.8485596E-01 6.9336925E-01
9.650000E+12 4.500E+15 303 2.000E-4 3.071034E+1 1.299950E+1 5.301680E-1 7.984160E+1 3.095903E+1 1.312520E+1 5.273680E-1 8.039080E+1 8.0328744E-01 9.5769969E-01 -5.3093855E-01 6.8316275E-01
1.257000E+13 4.500E+15 303 2.000E-4 3.015356E+1 1.266820E+1 5.266710E-1 7.976980E+1 3.042129E+1 1.280650E+1 5.242870E-1 8.029400E+1 8.8007445E-01 1.0799204E+00 -4.5471278E-01 6.5285077E-01
1.637000E+13 4.500E+15 303 2.000E-4 2.958121E+1 1.232400E+1 5.230980E-1 7.964400E+1 2.986789E+1 1.247420E+1 5.211460E-1 8.013980E+1 9.5982676E-01 1.2040852E+00 -3.7455914E-01 6.1866888E-01
2.133000E+13 4.500E+15 303 2.000E-4 2.899277E+1 1.198040E+1 5.194210E-1 7.955370E+1 2.929818E+1 1.214200E+1 5.178390E-1 8.003060E+1 1.0424197E+00 1.3309175E+00 -3.0550036E-01 5.9589707E-01
2.778000E+13 4.500E+15 303 2.000E-4 2.838832E+1 1.163100E+1 5.155880E-1 7.946440E+1 2.871201E+1 1.180420E+1 5.144460E-1 7.991560E+1 1.1273680E+00 1.4672744E+00 -2.2198637E-01 5.6459565E-01
3.619000E+13 4.500E+15 303 2.000E-4 2.776840E+1 1.126990E+1 5.117050E-1 7.931390E+1 2.810968E+1 1.145400E+1 5.110070E-1 7.973950E+1 1.2141013E+00 1.6072988E+00 -1.3659304E-01 5.3373798E-01
4.715000E+13 4.500E+15 303 2.000E-4 2.713393E+1 1.091080E+1 5.076900E-1 7.920360E+1 2.749187E+1 1.110470E+1 5.073990E-1 7.960760E+1 1.3019849E+00 1.7461075E+00 -5.7351315E-02 5.0748923E-01
6.141000E+13 4.500E+15 303 2.000E-4 2.648615E+1 1.054760E+1 5.035980E-1 7.907730E+1 2.685954E+1 1.075180E+1 5.037330E-1 7.946600E+1 1.3901578E+00 1.8992169E+00 2.6799912E-02 4.8914001E-01
8.000000E+13 4.500E+15 303 2.000E-4 2.582652E+1 1.017580E+1 4.994410E-1 7.888930E+1 2.621394E+1 1.038910E+1 5.000320E-1 7.925860E+1 1.4779159E+00 2.0531134E+00 1.1819244E-01 4.6594313E-01
1.300000E+10 4.500E+15 308 2.000E-4 3.672323E+1 1.638120E+1 5.512320E-1 8.092270E+1 3.672932E+1 1.638190E+1 5.510560E-1 8.093870E+1 1.6580759E-02 4.2730086E-03 -3.1938678E-02 1.9768047E-02
1.693000E+10 4.500E+15 308 2.000E-4 3.671309E+1 1.637440E+1 5.512010E-1 8.091600E+1 3.671943E+1 1.637470E+1 5.509750E-1 8.093670E+1 1.7266063E-02 1.8320946E-03 -4.1018195E-02 2.5575542E-02
2.206000E+10 4.500E+15 308 2.000E-4 3.669992E+1 1.636560E+1 5.511620E-1 8.090720E+1 3.670660E+1 1.636540E+1 5.508710E-1 8.093420E+1 1.8198362E-02 -1.2220905E-03 -5.2825435E-02 3.3360434E-02
2.874000E+10 4.500E+15 308 2.000E-4 3.668285E+1 1.635420E+1 5.511100E-1 8.089600E+1 3.668998E+1 1.635330E+1 5.507360E-1 8.093090E+1 1.9433099E-02 -5.5034764E-03 -6.7909125E-02 4.3123208E-02
3.743000E+10 4.500E+15 308 2.000E-4 3.666073E+1 1.633930E+1 5.510420E-1 8.088140E+1 3.666846E+1 1.633770E+1 5.505620E-1 8.092670E+1 2.1080787E-02 -9.7933002E-03 -8.7183641E-02 5.5976581E-02
4.876000E+10 4.500E+15 308 2.000E-4 3.663211E+1 1.632020E+1 5.509540E-1 8.086270E+1 3.664067E+1 1.631760E+1 5.503390E-1 8.092130E+1 2.3362018E-02 -1.5933716E-02 -1.1174930E-01 7.2416039E-02
6.352000E+10 4.500E+15 308 2.000E-4 3.659518E+1 1.629550E+1 5.508390E-1 8.083870E+1 3.660488E+1 1.629180E+1 5.500530E-1 8.091430E+1 2.6499199E-02 -2.2710812E-02 -1.4289532E-01 9.3432187E-02
