N_Fe N_B T d Jsc_Fe Eta_Fe Voc_Fe FF_Fe Jsc_FeB Eta_FeB Voc_FeB FF_FeB Jsc_e Eta_e Voc_e FF_e
2.382000E+11 4.500E+15 293 2.000E-4 3.622206E+1 1.834190E+1 6.187760E-1 8.183470E+1 3.608901E+1 1.808320E+1 6.047390E-1 8.285780E+1 -3.6867179E-01 -1.4306096E+00 -2.3211667E+00 1.2347661E+00
3.103000E+11 4.500E+15 293 2.000E-4 3.603065E+1 1.815300E+1 6.179820E-1 8.152700E+1 3.587662E+1 1.786600E+1 6.017100E-1 8.276160E+1 -4.2933253E-01 -1.6064032E+00 -2.7042928E+00 1.4917546E+00
4.042000E+11 4.500E+15 293 2.000E-4 3.579614E+1 1.792730E+1 6.169330E-1 8.117830E+1 3.562318E+1 1.763030E+1 5.983900E-1 8.270680E+1 -4.8552656E-01 -1.6845998E+00 -3.0988152E+00 1.8480947E+00
5.266000E+11 4.500E+15 293 2.000E-4 3.551364E+1 1.765770E+1 6.155390E-1 8.077640E+1 3.532655E+1 1.736800E+1 5.948650E-1 8.264780E+1 -5.2960167E-01 -1.6680101E+00 -3.4754104E+00 2.2643071E+00
6.859000E+11 4.500E+15 293 2.000E-4 3.518030E+1 1.735840E+1 6.136740E-1 8.040290E+1 3.498675E+1 1.707340E+1 5.912790E-1 8.253240E+1 -5.5320943E-01 -1.6692633E+00 -3.7875521E+00 2.5801988E+00
8.935000E+11 4.500E+15 293 2.000E-4 3.479643E+1 1.702780E+1 6.111580E-1 8.007020E+1 3.460637E+1 1.676810E+1 5.875630E-1 8.246550E+1 -5.4920525E-01 -1.5487742E+00 -4.0157396E+00 2.9046086E+00
1.164000E+12 4.500E+15 293 2.000E-4 3.436629E+1 1.666800E+1 6.076210E-1 7.982130E+1 3.419047E+1 1.644720E+1 5.838660E-1 8.238960E+1 -5.1423686E-01 -1.3424777E+00 -4.0685705E+00 3.1172624E+00
1.516000E+12 4.500E+15 293 2.000E-4 3.389799E+1 1.629950E+1 6.028110E-1 7.976610E+1 3.374582E+1 1.610770E+1 5.802630E-1 8.226030E+1 -4.5092992E-01 -1.1907349E+00 -3.8858242E+00 3.0320823E+00
1.975000E+12 4.500E+15 293 2.000E-4 3.340201E+1 1.591760E+1 5.964290E-1 7.989970E+1 3.327968E+1 1.577120E+1 5.766050E-1 8.218800E+1 -3.6758166E-01 -9.2827432E-01 -3.4380555E+00 2.7842264E+00
2.573000E+12 4.500E+15 293 2.000E-4 3.288883E+1 1.554310E+1 5.889840E-1 8.023900E+1 3.279848E+1 1.543160E+1 5.730780E-1 8.210020E+1 -2.7547008E-01 -7.2254335E-01 -2.7755384E+00 2.2669860E+00
3.351000E+12 4.500E+15 293 2.000E-4 3.236642E+1 1.516560E+1 5.818490E-1 8.052940E+1 3.230668E+1 1.508370E+1 5.696270E-1 8.196450E+1 -1.8491532E-01 -5.4297023E-01 -2.1456146E+00 1.7508800E+00
4.366000E+12 4.500E+15 293 2.000E-4 3.183888E+1 1.479960E+1 5.758850E-1 8.071570E+1 3.180632E+1 1.474390E+1 5.661120E-1 8.188350E+1 -1.0236959E-01 -3.7778335E-01 -1.7263368E+00 1.4261726E+00
5.687000E+12 4.500E+15 293 2.000E-4 3.130659E+1 1.443780E+1 5.708470E-1 8.078770E+1 3.129724E+1 1.440250E+1 5.626740E-1 8.178530E+1 -2.9874839E-02 -2.4509634E-01 -1.4525285E+00 1.2197791E+00
7.408000E+12 4.500E+15 293 2.000E-4 3.076741E+1 1.407000E+1 5.662360E-1 8.076150E+1 3.077784E+1 1.405170E+1 5.592210E-1 8.164090E+1 3.3888018E-02 -1.3023335E-01 -1.2544236E+00 1.0771562E+00
9.650000E+12 4.500E+15 293 2.000E-4 3.021828E+1 1.370830E+1 5.618400E-1 8.074210E+1 3.024595E+1 1.370530E+1 5.556670E-1 8.154670E+1 9.1483323E-02 -2.1889342E-02 -1.1109172E+00 9.8667389E-01
1.257000E+13 4.500E+15 293 2.000E-4 2.965636E+1 1.334350E+1 5.574690E-1 8.071040E+1 2.969958E+1 1.334740E+1 5.521380E-1 8.139530E+1 1.4552394E-01 2.9219174E-02 -9.6551949E-01 8.4144908E-01
1.637000E+13 4.500E+15 293 2.000E-4 2.907969E+1 1.296800E+1 5.531200E-1 8.062370E+1 2.913738E+1 1.299030E+1 5.485280E-1 8.127740E+1 1.9799309E-01 1.7166655E-01 -8.3714961E-01 8.0428262E-01
2.133000E+13 4.500E+15 293 2.000E-4 2.848726E+1 1.259520E+1 5.487670E-1 8.056850E+1 2.855867E+1 1.262910E+1 5.448380E-1 8.116460E+1 2.5004666E-01 2.6842768E-01 -7.2113179E-01 7.3443348E-01
2.778000E+13 4.500E+15 293 2.000E-4 2.787891E+1 1.221150E+1 5.443810E-1 8.046170E+1 2.796341E+1 1.225600E+1 5.411600E-1 8.099020E+1 3.0218060E-01 3.6308747E-01 -5.9520290E-01 6.5254809E-01
3.619000E+13 4.500E+15 293 2.000E-4 2.725506E+1 1.182960E+1 5.400290E-1 8.037220E+1 2.735205E+1 1.188440E+1 5.373520E-1 8.085910E+1 3.5459865E-01 4.6110868E-01 -4.9818369E-01 6.0215857E-01
4.715000E+13 4.500E+15 293 2.000E-4 2.661658E+1 1.144480E+1 5.355890E-1 8.028310E+1 2.672538E+1 1.150960E+1 5.335240E-1 8.071990E+1 4.0710366E-01 5.6300827E-01 -3.8704913E-01 5.4113050E-01
6.141000E+13 4.500E+15 293 2.000E-4 2.596467E+1 1.105060E+1 5.311930E-1 8.012150E+1 2.608449E+1 1.112470E+1 5.296850E-1 8.051680E+1 4.5935343E-01 6.6608538E-01 -2.8469751E-01 4.9095344E-01
8.000000E+13 4.500E+15 293 2.000E-4 2.530082E+1 1.066060E+1 5.267130E-1 7.999700E+1 2.543070E+1 1.074370E+1 5.256920E-1 8.036430E+1 5.1072129E-01 7.7347655E-01 -1.9422019E-01 4.5704374E-01
1.300000E+10 4.500E+15 298 2.000E-4 3.690895E+1 1.863280E+1 6.107210E-1 8.266150E+1 3.690126E+1 1.860690E+1 6.095290E-1 8.272530E+1 -2.0839397E-02 -1.3919567E-01 -1.9556083E-01 7.7122718E-02
1.693000E+10 4.500E+15 298 2.000E-4 3.689612E+1 1.861910E+1 6.106790E-1 8.263510E+1 3.688628E+1 1.858590E+1 6.091310E-1 8.271960E+1 -2.6676585E-02 -1.7863004E-01 -2.5413253E-01 1.0215233E-01
2.206000E+10 4.500E+15 298 2.000E-4 3.687947E+1 1.860130E+1 6.106250E-1 8.260090E+1 3.686688E+1 1.855910E+1 6.086250E-1 8.271220E+1 -3.4149893E-02 -2.2738172E-01 -3.2860957E-01 1.3456298E-01
2.874000E+10 4.500E+15 298 2.000E-4 3.685788E+1 1.857830E+1 6.105540E-1 8.255650E+1 3.684179E+1 1.852470E+1 6.079850E-1 8.270240E+1 -4.3673231E-02 -2.8934342E-01 -4.2254332E-01 1.7641568E-01
3.743000E+10 4.500E+15 298 2.000E-4 3.682993E+1 1.854850E+1 6.104610E-1 8.249940E+1 3.680942E+1 1.848110E+1 6.071830E-1 8.268930E+1 -5.5719433E-02 -3.6469691E-01 -5.3987019E-01 2.2965486E-01
4.876000E+10 4.500E+15 298 2.000E-4 3.679380E+1 1.851010E+1 6.103400E-1 8.242580E+1 3.676776E+1 1.842590E+1 6.061850E-1 8.267170E+1 -7.0822917E-02 -4.5696547E-01 -6.8543431E-01 2.9744157E-01
6.352000E+10 4.500E+15 298 2.000E-4 3.674722E+1 1.846080E+1 6.101820E-1 8.233140E+1 3.671436E+1 1.834910E+1 6.049600E-1 8.261360E+1 -8.9501764E-02 -6.0874920E-01 -8.6319757E-01 3.4159025E-01
8.274000E+10 4.500E+15 298 2.000E-4 3.668735E+1 1.839750E+1 6.099730E-1 8.221120E+1 3.664622E+1 1.826340E+1 6.034740E-1 8.258380E+1 -1.1223531E-01 -7.3425540E-01 -1.0769312E+00 4.5117808E-01
1.078000E+11 4.500E+15 298 2.000E-4 3.661070E+1 1.831680E+1 6.096890E-1 8.206050E+1 3.655976E+1 1.815910E+1 6.016980E-1 8.254910E+1 -1.3933352E-01 -8.6843511E-01 -1.3280749E+00 5.9189016E-01
1.404000E+11 4.500E+15 298 2.000E-4 3.651306E+1 1.820850E+1 6.093170E-1 8.184330E+1 3.645086E+1 1.803330E+1 5.995900E-1 8.251140E+1 -1.7064069E-01 -9.7153599E-01 -1.6222752E+00 8.0970630E-01
1.829000E+11 4.500E+15 298 2.000E-4 3.638952E+1 1.808100E+1 6.088290E-1 8.161130E+1 3.631495E+1 1.788330E+1 5.970830E-1 8.247600E+1 -2.0534243E-01 -1.1055007E+00 -1.9672307E+00 1.0484262E+00
2.382000E+11 4.500E+15 298 2.000E-4 3.623454E+1 1.792390E+1 6.081870E-1 8.133410E+1 3.614723E+1 1.769880E+1 5.942860E-1 8.238970E+1 -2.4153995E-01 -1.2718376E+00 -2.3391095E+00 1.2812281E+00
3.103000E+11 4.500E+15 298 2.000E-4 3.604223E+1 1.773320E+1 6.073410E-1 8.101070E+1 3.594305E+1 1.749480E+1 5.912220E-1 8.232720E+1 -2.7593652E-01 -1.3626906E+00 -2.7263870E+00 1.5991070E+00
4.042000E+11 4.500E+15 298 2.000E-4 3.580684E+1 1.750550E+1 6.062230E-1 8.064460E+1 3.569848E+1 1.726460E+1 5.878330E-1 8.227200E+1 -3.0354234E-01 -1.3953408E+00 -3.1284395E+00 1.9780727E+00
5.266000E+11 4.500E+15 298 2.000E-4 3.552361E+1 1.723540E+1 6.047350E-1 8.023070E+1 3.541099E+1 1.700010E+1 5.842540E-1 8.216980E+1 -3.1803686E-01 -1.3841095E+00 -3.5054959E+00 2.3598694E+00
6.859000E+11 4.500E+15 298 2.000E-4 3.518981E+1 1.693650E+1 6.027420E-1 7.985030E+1 3.508009E+1 1.671900E+1 5.805980E-1 8.208670E+1 -3.1277001E-01 -1.3009151E+00 -3.8139987E+00 2.7244365E+00
8.935000E+11 4.500E+15 298 2.000E-4 3.480586E+1 1.660190E+1 6.000450E-1 7.949140E+1 3.470783E+1 1.641900E+1 5.767740E-1 8.201890E+1 -2.8244347E-01 -1.1139533E+00 -4.0346826E+00 3.0816068E+00
1.164000E+12 4.500E+15 298 2.000E-4 3.437612E+1 1.625090E+1 5.962160E-1 7.928950E+1 3.429877E+1 1.609520E+1 5.729990E-1 8.189650E+1 -2.2551829E-01 -9.6736915E-01 -4.0518395E+00 3.1832862E+00
1.516000E+12 4.500E+15 298 2.000E-4 3.390865E+1 1.588000E+1 5.911060E-1 7.922710E+1 3.385941E+1 1.576830E+1 5.692720E-1 8.180630E+1 -1.4542486E-01 -7.0838328E-01 -3.8354249E+00 3.1528134E+00
1.975000E+12 4.500E+15 298 2.000E-4 3.341380E+1 1.550930E+1 5.843550E-1 7.943100E+1 3.339705E+1 1.543600E+1 5.655310E-1 8.172770E+1 -5.0154130E-02 -4.7486395E-01 -3.3285532E+00 2.8101855E+00
2.573000E+12 4.500E+15 298 2.000E-4 3.290186E+1 1.513980E+1 5.767350E-1 7.978550E+1 3.291839E+1 1.509270E+1 5.619310E-1 8.159170E+1 5.0215093E-02 -3.1207140E-01 -2.6344872E+00 2.2137056E+00
3.351000E+12 4.500E+15 298 2.000E-4 3.238061E+1 1.476780E+1 5.696200E-1 8.006530E+1 3.242839E+1 1.475670E+1 5.583500E-1 8.149990E+1 1.4734003E-01 -7.5220070E-02 -2.0184472E+00 1.7602476E+00
4.366000E+12 4.500E+15 298 2.000E-4 3.185408E+1 1.440790E+1 5.637030E-1 8.023880E+1 3.192960E+1 1.442110E+1 5.547880E-1 8.141000E+1 2.3652034E-01 9.1532546E-02 -1.6069201E+00 1.4386439E+00
5.687000E+12 4.500E+15 298 2.000E-4 3.132263E+1 1.404480E+1 5.586410E-1 8.026460E+1 3.142230E+1 1.407720E+1 5.512990E-1 8.126290E+1 3.1719511E-01 2.3015941E-01 -1.3317637E+00 1.2284819E+00
7.408000E+12 4.500E+15 298 2.000E-4 3.078416E+1 1.368930E+1 5.539990E-1 8.026860E+1 3.090510E+1 1.373930E+1 5.477330E-1 8.116430E+1 3.9132700E-01 3.6391956E-01 -1.1439880E+00 1.1035640E+00
9.650000E+12 4.500E+15 298 2.000E-4 3.023566E+1 1.333350E+1 5.495530E-1 8.024460E+1 3.037588E+1 1.339860E+1 5.441520E-1 8.106080E+1 4.6161626E-01 4.8587166E-01 -9.9255355E-01 1.0068985E+00
1.257000E+13 4.500E+15 298 2.000E-4 2.967431E+1 1.296810E+1 5.451150E-1 8.016910E+1 2.983257E+1 1.304640E+1 5.405830E-1 8.089830E+1 5.3049402E-01 6.0016556E-01 -8.3835415E-01 9.0137864E-01
1.637000E+13 4.500E+15 298 2.000E-4 2.909817E+1 1.260570E+1 5.407320E-1 8.011620E+1 2.927365E+1 1.269690E+1 5.368680E-1 8.078900E+1 5.9944694E-01 7.1828557E-01 -7.1972999E-01 8.3278664E-01
2.133000E+13 4.500E+15 298 2.000E-4 2.850626E+1 1.223910E+1 5.362910E-1 8.005890E+1 2.869829E+1 1.234240E+1 5.331550E-1 8.066580E+1 6.6913394E-01 8.3695229E-01 -5.8819668E-01 7.5236346E-01
2.778000E+13 4.500E+15 298 2.000E-4 2.789839E+1 1.186210E+1 5.318810E-1 7.994040E+1 2.810635E+1 1.197620E+1 5.294090E-1 8.048670E+1 7.3990397E-01 9.5272290E-01 -4.6693577E-01 6.7874568E-01
3.619000E+13 4.500E+15 298 2.000E-4 2.727492E+1 1.148790E+1 5.274260E-1 7.985760E+1 2.749816E+1 1.161270E+1 5.255290E-1 8.035870E+1 8.1183614E-01 1.0746855E+00 -3.6096961E-01 6.2357903E-01
4.715000E+13 4.500E+15 298 2.000E-4 2.663683E+1 1.110420E+1 5.229730E-1 7.971230E+1 2.687445E+1 1.124480E+1 5.216740E-1 8.020730E+1 8.8418554E-01 1.2503557E+00 -2.4900608E-01 6.1715081E-01
6.141000E+13 4.500E+15 298 2.000E-4 2.598527E+1 1.072370E+1 5.184950E-1 7.959240E+1 2.623625E+1 1.086790E+1 5.177100E-1 8.001210E+1 9.5661537E-01 1.3268433E+00 -1.5162929E-01 5.2454566E-01
8.000000E+13 4.500E+15 298 2.000E-4 2.532170E+1 1.034130E+1 5.139690E-1 7.945940E+1 2.558483E+1 1.049490E+1 5.137060E-1 7.985110E+1 1.0284610E+00 1.4635680E+00 -5.1196599E-02 4.9053801E-01
1.300000E+10 4.500E+15 303 2.000E-4 3.692613E+1 1.822630E+1 6.002830E-1 8.222610E+1 3.692213E+1 1.820390E+1 5.990870E-1 8.229760E+1 -1.0833611E-02 -1.2305056E-01 -1.9963711E-01 8.6879812E-02
1.693000E+10 4.500E+15 303 2.000E-4 3.691320E+1 1.821230E+1 6.002380E-1 8.219780E+1 3.690790E+1 1.818350E+1 5.986930E-1 8.229130E+1 -1.4360069E-02 -1.5838535E-01 -2.5806215E-01 1.1362076E-01
2.206000E+10 4.500E+15 303 2.000E-4 3.689642E+1 1.819420E+1 6.001800E-1 8.216110E+1 3.688947E+1 1.815730E+1 5.981900E-1 8.228310E+1 -1.8840065E-02 -2.0322405E-01 -3.3267022E-01 1.4826860E-01
2.874000E+10 4.500E+15 303 2.000E-4 3.687466E+1 1.817070E+1 6.001040E-1 8.211370E+1 3.686563E+1 1.812390E+1 5.975540E-1 8.227230E+1 -2.4494360E-02 -2.5822257E-01 -4.2673968E-01 1.9277448E-01
3.743000E+10 4.500E+15 303 2.000E-4 3.684650E+1 1.814030E+1 6.000050E-1 8.205260E+1 3.683485E+1 1.808140E+1 5.967550E-1 8.225780E+1 -3.1627657E-02 -3.2574911E-01 -5.4461211E-01 2.4945963E-01
4.876000E+10 4.500E+15 303 2.000E-4 3.681010E+1 1.810110E+1 5.998700E-1 8.197470E+1 3.679523E+1 1.802030E+1 5.957620E-1 8.220480E+1 -4.0412847E-02 -4.4838321E-01 -6.8953710E-01 2.7991066E-01
6.352000E+10 4.500E+15 303 2.000E-4 3.676318E+1 1.805070E+1 5.996940E-1 8.187490E+1 3.674439E+1 1.795290E+1 5.945390E-1 8.217930E+1 -5.1137058E-02 -5.4475879E-01 -8.6705834E-01 3.7040958E-01
8.274000E+10 4.500E+15 303 2.000E-4 3.670289E+1 1.798610E+1 5.994630E-1 8.174750E+1 3.667945E+1 1.786980E+1 5.930530E-1 8.214910E+1 -6.3904993E-02 -6.5081870E-01 -1.0808477E+00 4.8886719E-01
1.078000E+11 4.500E+15 303 2.000E-4 3.662572E+1 1.789770E+1 5.991610E-1 8.155800E+1 3.659695E+1 1.776830E+1 5.912720E-1 8.211340E+1 -7.8613108E-02 -7.2826326E-01 -1.3342421E+00 6.7638169E-01
1.404000E+11 4.500E+15 303 2.000E-4 3.652748E+1 1.779400E+1 5.987650E-1 8.135750E+1 3.649288E+1 1.764580E+1 5.891350E-1 8.207630E+1 -9.4813016E-02 -8.3985991E-01 -1.6345999E+00 8.7577047E-01
1.829000E+11 4.500E+15 303 2.000E-4 3.640324E+1 1.766490E+1 5.982470E-1 8.111330E+1 3.636273E+1 1.749920E+1 5.866180E-1 8.203650E+1 -1.1140528E-01 -9.4690043E-01 -1.9823804E+00 1.1253527E+00
2.382000E+11 4.500E+15 303 2.000E-4 3.624749E+1 1.750610E+1 5.975640E-1 8.082150E+1 3.620173E+1 1.731890E+1 5.838000E-1 8.194560E+1 -1.2640280E-01 -1.0809001E+00 -2.3576567E+00 1.3717637E+00
3.103000E+11 4.500E+15 303 2.000E-4 3.605436E+1 1.731340E+1 5.966650E-1 8.048130E+1 3.600516E+1 1.711990E+1 5.807010E-1 8.188130E+1 -1.3664708E-01 -1.1302636E+00 -2.7490912E+00 1.7097921E+00
4.042000E+11 4.500E+15 303 2.000E-4 3.581821E+1 1.707900E+1 5.954740E-1 8.007490E+1 3.576891E+1 1.689460E+1 5.772450E-1 8.182450E+1 -1.3782919E-01 -1.0914730E+00 -3.1579312E+00 2.1382349E+00
5.266000E+11 4.500E+15 303 2.000E-4 3.553436E+1 1.681380E+1 5.938870E-1 7.967350E+1 3.549009E+1 1.663500E+1 5.736140E-1 8.171410E+1 -1.2473905E-01 -1.0748422E+00 -3.5342582E+00 2.4972434E+00
6.859000E+11 4.500E+15 303 2.000E-4 3.520022E+1 1.651510E+1 5.917580E-1 7.928480E+1 3.516778E+1 1.635980E+1 5.698810E-1 8.162960E+1 -9.2243525E-02 -9.4927811E-01 -3.8388716E+00 2.8724874E+00
8.935000E+11 4.500E+15 303 2.000E-4 3.481633E+1 1.618230E+1 5.888190E-1 7.893600E+1 3.480350E+1 1.606480E+1 5.659600E-1 8.155820E+1 -3.6864108E-02 -7.3141278E-01 -4.0389780E+00 3.2151274E+00
1.164000E+12 4.500E+15 303 2.000E-4 3.438709E+1 1.583440E+1 5.847520E-1 7.874690E+1 3.440134E+1 1.574570E+1 5.621050E-1 8.142730E+1 4.1422805E-02 -5.6332840E-01 -4.0289626E+00 3.2917707E+00
1.516000E+12 4.500E+15 303 2.000E-4 3.392055E+1 1.546730E+1 5.793010E-1 7.871310E+1 3.396749E+1 1.542390E+1 5.582470E-1 8.134000E+1 1.3819096E-01 -2.8138149E-01 -3.7714488E+00 3.2295304E+00
1.975000E+12 4.500E+15 303 2.000E-4 3.342691E+1 1.510200E+1 5.722360E-1 7.895190E+1 3.350920E+1 1.509540E+1 5.544360E-1 8.125120E+1 2.4557435E-01 -4.3721929E-02 -3.2104697E+00 2.8298659E+00
2.573000E+12 4.500E+15 303 2.000E-4 3.291628E+1 1.473120E+1 5.644680E-1 7.928430E+1 3.303341E+1 1.475630E+1 5.507570E-1 8.110820E+1 3.5458041E-01 1.7009684E-01 -2.4894827E+00 2.2487245E+00
3.351000E+12 4.500E+15 303 2.000E-4 3.239630E+1 1.437130E+1 5.573970E-1 7.958590E+1 3.254548E+1 1.442480E+1 5.470540E-1 8.101940E+1 4.5837394E-01 3.7088902E-01 -1.8906726E+00 1.7693293E+00
4.366000E+12 4.500E+15 303 2.000E-4 3.187088E+1 1.401660E+1 5.515070E-1 7.974390E+1 3.204845E+1 1.409310E+1 5.434420E-1 8.091810E+1 5.5406736E-01 5.4281883E-01 -1.4840590E+00 1.4510968E+00
5.687000E+12 4.500E+15 303 2.000E-4 3.134038E+1 1.365900E+1 5.464160E-1 7.976110E+1 3.154301E+1 1.375430E+1 5.398890E-1 8.076630E+1 6.4239272E-01 6.9287423E-01 -1.2089522E+00 1.2445785E+00
7.408000E+12 4.500E+15 303 2.000E-4 3.080275E+1 1.330980E+1 5.417500E-1 7.975980E+1 3.102804E+1 1.342190E+1 5.362260E-1 8.067020E+1 7.2608518E-01 8.3520217E-01 -1.0301627E+00 1.1285456E+00
9.650000E+12 4.500E+15 303 2.000E-4 3.025499E+1 1.295340E+1 5.372180E-1 7.969600E+1 3.050147E+1 1.308030E+1 5.326110E-1 8.051670E+1 8.0809220E-01 9.7016123E-01 -8.6498401E-01 1.0192917E+00
1.257000E+13 4.500E+15 303 2.000E-4 2.969434E+1 1.260030E+1 5.327550E-1 7.964920E+1 2.996119E+1 1.274090E+1 5.289490E-1 8.039470E+1 8.9065221E-01 1.1035327E+00 -7.1954007E-01 9.2729993E-01
1.637000E+13 4.500E+15 303 2.000E-4 2.911887E+1 1.224450E+1 5.282930E-1 7.959590E+1 2.940552E+1 1.239820E+1 5.251900E-1 8.028100E+1 9.7481697E-01 1.2396961E+00 -5.9083379E-01 8.5337751E-01
2.133000E+13 4.500E+15 303 2.000E-4 2.852760E+1 1.187810E+1 5.238160E-1 7.948810E+1 2.883352E+1 1.204400E+1 5.214450E-1 8.010590E+1 1.0609874E+00 1.3774494E+00 -4.5469800E-01 7.7122909E-01
2.778000E+13 4.500E+15 303 2.000E-4 2.792034E+1 1.151440E+1 5.193530E-1 7.940670E+1 2.824489E+1 1.169150E+1 5.175830E-1 7.997440E+1 1.1490574E+00 1.5147757E+00 -3.4197414E-01 7.0985215E-01
3.619000E+13 4.500E+15 303 2.000E-4 2.729750E+1 1.114690E+1 5.148330E-1 7.931640E+1 2.763990E+1 1.133530E+1 5.136870E-1 7.983590E+1 1.2387889E+00 1.6620645E+00 -2.2309305E-01 6.5070977E-01
4.715000E+13 4.500E+15 303 2.000E-4 2.665994E+1 1.077060E+1 5.103500E-1 7.916110E+1 2.701920E+1 1.096880E+1 5.097830E-1 7.963460E+1 1.3296471E+00 1.8069433E+00 -1.1122380E-01 5.9459079E-01
6.141000E+13 4.500E+15 303 2.000E-4 2.600884E+1 1.039800E+1 5.057730E-1 7.904480E+1 2.638376E+1 1.060570E+1 5.057240E-1 7.948600E+1 1.4210257E+00 1.9583809E+00 -9.6890794E-03 5.5506630E-01
8.000000E+13 4.500E+15 303 2.000E-4 2.534566E+1 1.001760E+1 5.012270E-1 7.885420E+1 2.573480E+1 1.024000E+1 5.016950E-1 7.931200E+1 1.5121159E+00 2.1718750E+00 9.3283768E-02 5.7721404E-01
1.300000E+10 4.500E+15 308 2.000E-4 3.694267E+1 1.781930E+1 5.898070E-1 8.178100E+1 3.694208E+1 1.780010E+1 5.886200E-1 8.185880E+1 -1.5970947E-03 -1.0786456E-01 -2.0165812E-01 9.5041706E-02
1.693000E+10 4.500E+15 308 2.000E-4 3.692965E+1 1.780500E+1 5.897580E-1 8.175110E+1 3.692855E+1 1.778020E+1 5.882280E-1 8.185180E+1 -2.9787251E-03 -1.3948100E-01 -2.6010323E-01 1.2302723E-01
2.206000E+10 4.500E+15 308 2.000E-4 3.691275E+1 1.778650E+1 5.896930E-1 8.171230E+1 3.691101E+1 1.775470E+1 5.877290E-1 8.184270E+1 -4.7140406E-03 -1.7910750E-01 -3.3416762E-01 1.5933003E-01
2.874000E+10 4.500E+15 308 2.000E-4 3.689084E+1 1.776250E+1 5.896090E-1 8.166220E+1 3.688832E+1 1.772210E+1 5.870980E-1 8.183070E+1 -6.8314307E-03 -2.2796395E-01 -4.2769691E-01 2.0591294E-01
3.743000E+10 4.500E+15 308 2.000E-4 3.686248E+1 1.773150E+1 5.894990E-1 8.159750E+1 3.685901E+1 1.767350E+1 5.863030E-1 8.178160E+1 -9.4142518E-03 -3.2817495E-01 -5.4511063E-01 2.2511176E-01
4.876000E+10 4.500E+15 308 2.000E-4 3.682584E+1 1.769140E+1 5.893560E-1 8.151420E+1 3.682126E+1 1.762090E+1 5.853140E-1 8.176020E+1 -1.2438466E-02 -4.0009307E-01 -6.9056951E-01 3.0087989E-01
6.352000E+10 4.500E+15 308 2.000E-4 3.677861E+1 1.764000E+1 5.891680E-1 8.140750E+1 3.677278E+1 1.755550E+1 5.840940E-1 8.173430E+1 -1.5854118E-02 -4.8133064E-01 -8.6869579E-01 3.9983214E-01
