Name T I01med I01q25 I01q75 I01er n1med n1q25 n1q75 n1er Rsh1med Rsh1q25 Rsh1q75 Rsh1er I02med I02q25 I02q75 I02er n2med n2q25 n2q75 n2er Rsh2med Rsh2q25 Rsh2q75 Rsh2er Rsmed Rsq25 Rsq75 Rser Iphmed Iphq25 Iphq75 Ipher rmsremed rmsreq25 rmsreq75 
CWOA 300 1.572564271E-15 5.550000000E+02 9.999990171E-01 1.961675031E+01 5.550000000E+02 9.217057453E+00 2.554162352E+01 5.550000000E+02 8.655704025E-01 1.000000000E-10 5.550000000E+02 9.999993750E-01 2.044299878E+01 5.550000000E+02 9.647395197E+00 8.977349835E+01 5.550000000E+02 5.275079034E-01 9.292755856E-01 5.550000000E+02 9.793494314E-01 2.882143915E-02 5.550000000E+02 2.602679894E+00 8.543783148E-01 5.550000000E+02
WW 300 2.854636368E-04 5.550000000E+02 1.784137730E+05 8.589324604E+00 5.550000000E+02 3.473606565E+00 1.000000000E+06 5.550000000E+02 5.262157895E+03 4.514683191E-03 5.550000000E+02 2.721676994E+01 2.815145941E+01 5.550000000E+02 1.366221844E+01 4.176003540E+01 5.550000000E+02 7.802103400E-01 2.290767508E+01 5.550000000E+02 4.909405537E-01 6.683666522E-03 5.550000000E+02 1.645416847E-01 1.674780501E-01 5.550000000E+02
DE 300 4.323974929E-08 5.550000000E+02 2.602484330E+01 2.380338753E+00 5.550000000E+02 2.397597672E-01 1.833759372E+02 5.550000000E+02 3.486348857E-02 1.991596131E-06 5.550000000E+02 9.875525242E-01 5.569954590E+00 5.550000000E+02 1.901018016E+00 8.107605851E+01 5.550000000E+02 5.732839026E-01 7.605416038E-01 5.550000000E+02 9.830990755E-01 8.445121334E-03 5.550000000E+02 5.564016679E-02 1.919587289E-02 5.550000000E+02
EBLSHADE 300 6.904125290E-09 5.550000000E+02 3.315078306E+00 2.130316937E+00 5.550000000E+02 1.095400715E-01 1.987522382E+02 5.550000000E+02 4.606441149E-02 9.034901747E-04 5.550000000E+02 4.646813592E+00 4.917673545E+00 5.550000000E+02 1.561288305E+00 2.801588009E+03 5.550000000E+02 1.374520005E+01 2.651006658E+01 5.550000000E+02 4.108874093E-01 7.778162502E-03 5.550000000E+02 2.772968728E-02 1.220681737E-05 5.550000000E+02
ADELI 300 1.912293227E-09 5.550000000E+02 1.951832670E-01 1.943454891E+00 5.550000000E+02 1.221608918E-02 1.910322336E+02 5.550000000E+02 5.432808393E-03 1.668282684E-04 5.550000000E+02 4.267667740E-02 1.968228375E+00 5.550000000E+02 2.511894508E-02 1.933763530E+02 5.550000000E+02 1.777027886E-02 4.428564952E+01 5.550000000E+02 1.587445519E-02 7.978331448E-03 5.550000000E+02 2.708569048E-03 1.984386480E-08 5.550000000E+02
NDE 300 5.769282724E-05 5.550000000E+02 3.605701703E+04 6.328074879E+00 5.550000000E+02 2.295872333E+00 5.121524817E+02 5.550000000E+02 1.695539377E+00 5.909844775E-05 5.550000000E+02 6.306347016E-01 1.596640673E+00 5.550000000E+02 1.684163160E-01 1.543316981E+02 5.550000000E+02 1.877279050E-01 1.629208928E+01 5.550000000E+02 6.379535715E-01 6.494899188E-03 5.550000000E+02 1.881376016E-01 2.595644295E-04 5.550000000E+02
MABC 300 5.163927587E-15 5.550000000E+02 9.999967725E-01 1.035545304E+00 5.550000000E+02 4.606534876E-01 8.946958520E+01 5.550000000E+02 5.291074463E-01 3.103797268E-05 5.550000000E+02 8.060126708E-01 6.200249575E-01 5.550000000E+02 6.770703346E-01 1.239668467E+02 5.550000000E+02 3.475429120E-01 6.793102025E+01 5.550000000E+02 5.095782278E-01 1.137364952E-02 5.550000000E+02 4.217061904E-01 9.457226465E-03 5.550000000E+02
TLBO 300 1.596734099E-09 5.550000000E+02 2.041187839E-03 1.919732281E+00 5.550000000E+02 1.394372170E-04 1.899984966E+02 5.550000000E+02 7.912812904E-06 1.599035247E-04 5.550000000E+02 6.029705492E-04 1.919363422E+00 5.550000000E+02 3.315509680E-04 1.899513536E+02 5.550000000E+02 2.560337353E-04 4.500918832E+01 5.550000000E+02 2.041849915E-04 8.000114640E-03 5.550000000E+02 1.433003032E-05 1.250252942E-09 5.550000000E+02
GOTLBO 300 9.544362552E-04 5.550000000E+02 5.965216595E+05 1.533012265E+01 5.550000000E+02 6.984438878E+00 4.018293176E+02 5.550000000E+02 1.114891145E+00 1.261423845E-08 5.550000000E+02 9.999211610E-01 2.774488769E+01 5.550000000E+02 1.345046234E+01 1.796151927E+01 5.550000000E+02 9.054656880E-01 1.784880625E+00 5.550000000E+02 9.603359861E-01 6.446693874E-03 5.550000000E+02 1.941632657E-01 3.408015795E-02 5.550000000E+02
STLBO 300 1.596734072E-09 5.550000000E+02 2.041205289E-03 1.919732278E+00 5.550000000E+02 1.394383935E-04 1.899984965E+02 5.550000000E+02 7.913385896E-06 1.599035242E-04 5.550000000E+02 6.029734748E-04 1.919363419E+00 5.550000000E+02 3.315527083E-04 1.899513534E+02 5.550000000E+02 2.560348200E-04 4.500918838E+01 5.550000000E+02 2.041861954E-04 8.000114642E-03 5.550000000E+02 1.433028701E-05 1.250252942E-09 5.550000000E+02
PSO 300 1.000000000E-03 5.550000000E+02 6.249990000E+05 9.657249635E+00 5.550000000E+02 4.029817518E+00 1.000000000E+01 5.550000000E+02 9.473684211E-01 1.020797800E-10 5.550000000E+02 9.999993620E-01 5.000000000E+01 5.550000000E+02 2.504166667E+01 1.006872266E+01 5.550000000E+02 9.470067228E-01 1.003410361E+02 5.550000000E+02 1.229800801E+00 9.162482520E-02 5.550000000E+02 1.045310315E+01 5.613939817E-02 5.550000000E+02
IJAYA 300 5.097865002E-05 5.550000000E+02 3.186065627E+04 6.074466432E+00 5.550000000E+02 2.163784600E+00 8.214782260E+02 5.550000000E+02 3.323569610E+00 4.509704698E-04 5.550000000E+02 1.818565436E+00 4.301114305E+00 5.550000000E+02 1.240163700E+00 3.007655755E+02 5.550000000E+02 5.829767131E-01 3.664004166E+00 5.550000000E+02 9.185776852E-01 6.335870720E-03 5.550000000E+02 2.080161600E-01 1.006604967E-03 5.550000000E+02
ISCA 300 2.421616677E-04 5.550000000E+02 1.513500423E+05 8.167273046E+00 5.550000000E+02 3.253788045E+00 3.405772195E+03 5.550000000E+02 1.692511682E+01 4.446051199E-05 5.550000000E+02 7.221218000E-01 1.376721255E+01 5.550000000E+02 6.170423203E+00 1.176038238E+01 5.550000000E+02 9.381032506E-01 4.386024940E+01 5.550000000E+02 2.532779111E-02 6.591939177E-03 5.550000000E+02 1.760076028E-01 4.166383366E-02 5.550000000E+02
NNA 300 5.470855968E-08 5.550000000E+02 3.319284980E+01 2.180311372E+00 5.550000000E+02 1.355788396E-01 6.284093007E+05 5.550000000E+02 3.306417372E+03 3.519474728E-05 5.550000000E+02 7.800328295E-01 9.547067036E+00 5.550000000E+02 3.972430748E+00 1.220613366E+02 5.550000000E+02 3.575719124E-01 1.424928182E-01 5.550000000E+02 9.968334929E-01 2.718288947E-02 5.550000000E+02 2.397861184E+00 7.306841519E-02 5.550000000E+02
CWOA 300 1.643564596E-14 5.550000000E+02 9.999897277E-01 4.276168351E+01 5.550000000E+02 2.127171016E+01 2.481267128E+01 5.550000000E+02 8.694069933E-01 1.000000000E-10 5.550000000E+02 9.999993750E-01 5.000000000E+01 5.550000000E+02 2.504166667E+01 9.037182747E+01 5.550000000E+02 5.243588028E-01 1.059896769E+00 5.550000000E+02 9.764467385E-01 2.966816185E-02 5.550000000E+02 2.708520232E+00 5.633860534E-02 5.550000000E+02
WW 300 7.686067365E-04 5.550000000E+02 4.803782103E+05 1.111986131E+01 5.550000000E+02 4.791594430E+00 1.297776256E+04 5.550000000E+02 6.730401349E+01 9.856138140E-05 5.550000000E+02 3.839913663E-01 5.000000000E+01 5.550000000E+02 2.504166667E+01 7.138947423E+01 5.550000000E+02 6.242659251E-01 1.333953156E+00 5.550000000E+02 9.703565965E-01 8.850355242E-03 5.550000000E+02 1.062944052E-01 3.524835535E-02 5.550000000E+02
DE 300 6.391665641E-07 5.550000000E+02 3.984791025E+02 3.082220057E+00 5.550000000E+02 6.053229463E-01 4.800438544E+02 5.550000000E+02 1.526546602E+00 2.331385324E-04 5.550000000E+02 4.571158275E-01 9.704588860E+00 5.550000000E+02 4.054473365E+00 8.765702325E+01 5.550000000E+02 5.386472460E-01 4.576538252E+00 5.550000000E+02 8.982991500E-01 6.803806998E-03 5.550000000E+02 1.495241252E-01 8.520263194E-01 5.550000000E+02
EBLSHADE 300 1.588733471E-09 5.550000000E+02 7.041580539E-03 1.919080733E+00 5.550000000E+02 4.787849784E-04 1.899727747E+02 5.550000000E+02 1.432908710E-04 1.599850191E-04 5.550000000E+02 9.363073957E-05 1.919689808E+00 5.550000000E+02 1.615584276E-04 1.899847367E+02 5.550000000E+02 8.033291690E-05 4.501380405E+01 5.550000000E+02 3.067566521E-04 8.000574959E-03 5.550000000E+02 7.186983869E-05 2.238553810E-04 5.550000000E+02
ADELI 300 4.945111892E-09 5.550000000E+02 2.090694932E+00 2.077799993E+00 5.550000000E+02 8.218749653E-02 1.968968880E+02 5.550000000E+02 3.629941041E-02 4.218065312E-04 5.550000000E+02 1.636290820E+00 3.125816749E+00 5.550000000E+02 6.280295570E-01 3.775892080E+02 5.550000000E+02 9.873116208E-01 3.563132432E+01 5.550000000E+02 2.081927928E-01 7.843753044E-03 5.550000000E+02 1.953086948E-02 1.311712671E-02 5.550000000E+02
NDE 300 4.349816676E-11 5.550000000E+02 9.728136458E-01 1.543677186E+00 5.550000000E+02 1.960014657E-01 1.717114126E+02 5.550000000E+02 9.625572311E-02 6.743093776E-04 5.550000000E+02 3.214433610E+00 3.901157073E+00 5.550000000E+02 1.031852642E+00 8.045086719E+02 5.550000000E+02 3.234256168E+00 3.772293605E+01 5.550000000E+02 1.617125321E-01 8.312422669E-03 5.550000000E+02 3.905283365E-02 6.116500319E-02 5.550000000E+02
MABC 300 1.249988013E-04 5.550000000E+02 7.812325080E+04 8.192974395E+00 5.550000000E+02 3.267174164E+00 2.652731285E+02 5.550000000E+02 3.961743604E-01 2.397362681E-06 5.550000000E+02 9.850164832E-01 7.100941024E-01 5.550000000E+02 6.301593217E-01 1.156787573E+02 5.550000000E+02 3.911644355E-01 6.285230403E+00 5.550000000E+02 8.603282133E-01 6.675508743E-03 5.550000000E+02 1.655614071E-01 4.511166032E-01 5.550000000E+02
TLBO 300 5.174824621E-09 5.550000000E+02 2.234265388E+00 2.084969511E+00 5.550000000E+02 8.592162034E-02 1.973101980E+02 5.550000000E+02 3.847472618E-02 4.419519390E-04 5.550000000E+02 1.762199619E+00 3.213103357E+00 5.550000000E+02 6.734913319E-01 3.985671504E+02 5.550000000E+02 1.097721844E+00 3.506276904E+01 5.550000000E+02 2.208273546E-01 7.835907293E-03 5.550000000E+02 2.051158832E-02 1.345285084E-02 5.550000000E+02
GOTLBO 300 6.643832767E-04 5.550000000E+02 4.152385479E+05 1.037722845E+01 5.550000000E+02 4.404806484E+00 1.229444178E+02 5.550000000E+02 3.529241167E-01 2.422866841E-09 5.550000000E+02 9.999848571E-01 2.278886441E+01 5.550000000E+02 1.086920021E+01 7.356798124E+01 5.550000000E+02 6.128000987E-01 1.027131595E+01 5.550000000E+02 7.717485345E-01 1.497637742E-02 5.550000000E+02 8.720471770E-01 1.676057235E+00 5.550000000E+02
STLBO 300 1.588733493E-09 5.550000000E+02 7.041566803E-03 1.919080735E+00 5.550000000E+02 4.787840449E-04 1.899727748E+02 5.550000000E+02 1.432904040E-04 1.599850193E-04 5.550000000E+02 9.362960413E-05 1.919689809E+00 5.550000000E+02 1.615576202E-04 1.899847368E+02 5.550000000E+02 8.033242682E-05 4.501380402E+01 5.550000000E+02 3.067559064E-04 8.000574957E-03 5.550000000E+02 7.186963284E-05 2.238553791E-04 5.550000000E+02
PSO 300 1.000000000E-03 5.550000000E+02 6.249990000E+05 1.444034839E+01 5.550000000E+02 6.521014785E+00 1.000000000E+06 5.550000000E+02 5.262157895E+03 2.306273414E-07 5.550000000E+02 9.985585791E-01 5.000000000E-01 5.550000000E+02 7.395833333E-01 9.823148048E+01 5.550000000E+02 4.829922080E-01 1.000000000E-01 5.550000000E+02 9.977777778E-01 6.141398986E-03 5.550000000E+02 2.323251267E-01 2.629848757E-01 5.550000000E+02
IJAYA 300 2.043651576E-11 5.550000000E+02 9.872271777E-01 1.473696071E+00 5.550000000E+02 2.324499628E-01 2.221297834E+02 5.550000000E+02 1.691041234E-01 1.785517364E-04 5.550000000E+02 1.159483527E-01 9.268132909E+00 5.550000000E+02 3.827152557E+00 1.167684180E+02 5.550000000E+02 3.854293788E-01 1.172281353E-01 5.550000000E+02 9.973949303E-01 8.054198810E-03 5.550000000E+02 6.774851264E-03 8.666484510E-01 5.550000000E+02
ISCA 300 7.364732571E-04 5.550000000E+02 4.602947857E+05 1.399138044E+01 5.550000000E+02 6.287177315E+00 3.050512323E+02 5.550000000E+02 6.055328013E-01 5.031492011E-04 5.550000000E+02 2.144682507E+00 2.520003879E+01 5.550000000E+02 1.212502020E+01 1.429138075E+01 5.550000000E+02 9.247822066E-01 6.481395712E-01 5.550000000E+02 9.855968984E-01 6.514275628E-03 5.550000000E+02 1.857155465E-01 1.684693452E+00 5.550000000E+02
NNA 300 1.674236230E-04 5.550000000E+02 1.046387644E+05 7.384514497E+00 5.550000000E+02 2.846101300E+00 7.184133113E+04 5.550000000E+02 3.771122691E+02 3.370144909E-10 5.550000000E+02 9.999978937E-01 7.984474804E+00 5.550000000E+02 3.158580627E+00 6.109144337E+01 5.550000000E+02 6.784660875E-01 1.058059549E+00 5.550000000E+02 9.764875656E-01 6.736383310E-03 5.550000000E+02 1.579520863E-01 1.131276227E+00 5.550000000E+02
CWOA 300 1.000000000E-03 5.550000000E+02 6.249990000E+05 2.225677110E+01 5.550000000E+02 1.059206828E+01 1.902396619E+01 5.550000000E+02 8.998738622E-01 6.193494842E-07 5.550000000E+02 9.961290657E-01 5.000000000E+01 5.550000000E+02 2.504166667E+01 9.542520955E+01 5.550000000E+02 4.977620550E-01 1.743666246E-01 5.550000000E+02 9.961251861E-01 4.086052282E-02 5.550000000E+02 4.107565352E+00 1.769485095E+00 5.550000000E+02
WW 300 9.945793076E-04 5.550000000E+02 6.216110673E+05 1.389130319E+01 5.550000000E+02 6.235053744E+00 1.000000000E+06 5.550000000E+02 5.262157895E+03 3.037084756E-04 5.550000000E+02 8.981779722E-01 1.597298327E+00 5.550000000E+02 1.680737882E-01 7.021760952E+02 5.550000000E+02 2.695663659E+00 1.126302820E+01 5.550000000E+02 7.497104845E-01 6.490704535E-03 5.550000000E+02 1.886619331E-01 5.904289870E-01 5.550000000E+02
