Frac Clast T TCmean TCstd
0.16 0.80 300 120.6220 2.3750
0.16 0.85 300 120.8792 2.3829
0.16 0.90 300 120.8958 2.5396
0.16 0.95 300 120.9976 2.5031
0.16 1.00 300 121.1304 2.7766
0.20 0.00 300 115.4914 0.4888
0.20 0.05 300 115.5230 0.5175
0.20 0.10 300 116.4029 0.4335
0.20 0.15 300 116.1094 0.5674
0.20 0.20 300 115.7234 0.7737
0.20 0.25 300 115.3611 0.9247
0.20 0.30 300 115.2075 1.1092
0.20 0.35 300 115.2672 1.2861
0.20 0.40 300 115.2063 1.4412
0.20 0.45 300 115.1756 1.6395
0.20 0.50 300 115.1977 1.8466
0.20 0.55 300 115.2226 2.0242
0.20 0.60 300 115.3131 2.1914
0.20 0.65 300 115.4168 2.2167
0.20 0.70 300 115.5874 2.4193
0.20 0.75 300 115.4535 2.4248
0.20 0.80 300 115.6200 2.7450
0.20 0.85 300 115.6551 2.7530
0.20 0.90 300 115.9348 2.7572
0.20 0.95 300 116.0142 2.9146
0.20 1.00 300 116.1846 3.0427
0.24 0.00 300 110.7060 0.5083
0.24 0.05 300 110.6667 0.5459
0.24 0.10 300 110.0045 0.7644
0.24 0.15 300 111.3978 0.6214
0.24 0.20 300 110.9987 0.8142
0.24 0.25 300 110.5831 0.9601
0.24 0.30 300 110.5008 1.1982
0.24 0.35 300 110.3879 1.3792
0.24 0.40 300 110.4066 1.5911
0.24 0.45 300 110.3895 1.7719
0.24 0.50 300 110.4901 1.8624
0.24 0.55 300 110.5262 2.0914
0.24 0.60 300 110.6235 2.2493
0.24 0.65 300 110.7002 2.3911
0.24 0.70 300 110.6988 2.4877
0.24 0.75 300 110.9771 2.7092
0.24 0.80 300 110.9001 2.7868
0.24 0.85 300 111.2000 2.8942
0.24 0.90 300 111.1894 2.9709
0.24 0.95 300 111.4003 3.1184
0.24 1.00 300 111.3748 3.3953
0.28 0.00 300 106.1661 0.5256
0.28 0.05 300 106.1552 0.5227
0.28 0.10 300 105.5070 0.7831
0.28 0.15 300 106.9718 0.6234
0.28 0.20 300 106.4546 0.8393
0.28 0.25 300 106.1941 1.0193
0.28 0.30 300 106.0259 1.2327
0.28 0.35 300 105.8979 1.4321
0.28 0.40 300 105.9062 1.5748
0.28 0.45 300 105.8844 1.8655
0.28 0.50 300 106.0112 2.0105
0.28 0.55 300 106.0909 2.1076
0.28 0.60 300 106.1870 2.3412
0.28 0.65 300 106.3355 2.4503
0.28 0.70 300 106.4170 2.6205
0.28 0.75 300 106.4068 2.8544
0.28 0.80 300 106.6414 2.9996
0.28 0.85 300 106.4814 3.0120
0.28 0.90 300 106.8168 3.0552
0.28 0.95 300 106.9617 3.3372
0.28 1.00 300 107.0990 3.3571
0.32 0.00 300 101.9788 0.5335
0.32 0.05 300 101.9315 0.5139
0.32 0.10 300 101.3701 0.7473
0.32 0.15 300 101.2139 1.1672
0.32 0.20 300 102.3517 0.8042
0.32 0.25 300 101.9885 1.0308
0.32 0.30 300 101.8267 1.2417
0.32 0.35 300 101.7607 1.4228
0.32 0.40 300 101.7393 1.6844
0.32 0.45 300 101.8241 1.7643
0.32 0.50 300 101.9541 2.0420
0.32 0.55 300 101.9593 2.2639
0.32 0.60 300 101.9664 2.4486
0.32 0.65 300 102.0680 2.4528
0.32 0.70 300 102.0675 2.6884
0.32 0.75 300 102.2446 2.7994
0.32 0.80 300 102.3473 2.9888
0.32 0.85 300 102.5352 3.3284
0.32 0.90 300 102.5637 3.3232
0.32 0.95 300 102.7446 3.4732
0.32 1.00 300 102.7985 3.5993
0.36 0.00 300 97.9834 0.5281
0.36 0.05 300 97.9800 0.5256
0.36 0.10 300 97.4525 0.7738
0.36 0.15 300 97.4508 1.1483
0.36 0.20 300 98.4068 0.8215
0.36 0.25 300 98.1354 1.0250
0.36 0.30 300 97.9159 1.2262
0.36 0.35 300 97.8364 1.3827
0.36 0.40 300 97.8831 1.5882
0.36 0.45 300 97.9398 1.8393
0.36 0.50 300 97.8867 1.9166
0.36 0.55 300 97.9864 2.1081
0.36 0.60 300 98.2813 2.2864
0.36 0.65 300 98.1992 2.3845
0.36 0.70 300 98.2440 2.7930
0.36 0.75 300 98.3675 2.8650
0.36 0.80 300 98.4734 2.9050
0.36 0.85 300 98.4894 3.1073
0.36 0.90 300 98.8627 3.3021
0.36 0.95 300 98.8372 3.5231
0.36 1.00 300 98.9986 3.4642
0.40 0.00 300 94.2576 0.4993
0.40 0.05 300 94.2685 0.5013
0.40 0.10 300 93.8359 0.7449
0.40 0.15 300 93.8113 1.1037
0.40 0.20 300 94.7485 0.7955
0.40 0.25 300 94.4208 0.9756
0.40 0.30 300 94.3486 1.1453
0.40 0.35 300 94.1609 1.4082
0.40 0.40 300 94.1774 1.5772
0.40 0.45 300 94.2680 1.7843
0.40 0.50 300 94.2658 1.9695
0.40 0.55 300 94.3590 2.1974
0.40 0.60 300 94.4505 2.2526
0.40 0.65 300 94.5485 2.5284
0.40 0.70 300 94.5396 2.6448
0.40 0.75 300 94.8802 2.8689
0.40 0.80 300 94.9474 2.9892
0.40 0.85 300 95.0282 3.1343
0.40 0.90 300 95.0204 3.3142
0.40 0.95 300 95.2623 3.3474
0.40 1.00 300 95.3867 3.5062
0.44 0.00 300 90.7913 0.4789
0.44 0.05 300 90.7626 0.4828
0.44 0.10 300 90.4563 0.7060
0.44 0.15 300 90.4617 1.1067
0.44 0.20 300 90.5811 1.4078
0.44 0.25 300 91.0278 0.9712
0.44 0.30 300 90.9094 1.0822
0.44 0.35 300 90.7608 1.3421
0.44 0.40 300 90.8123 1.4928
0.44 0.45 300 90.8397 1.6804
0.44 0.50 300 90.9191 1.9459
0.44 0.55 300 90.9999 2.0496
0.44 0.60 300 90.9687 2.1872
0.44 0.65 300 91.2308 2.4518
0.44 0.70 300 91.3177 2.5654
0.44 0.75 300 91.4069 2.6954
0.44 0.80 300 91.4598 2.7748
0.44 0.85 300 91.4560 3.0775
0.44 0.90 300 91.6224 3.2497
0.44 0.95 300 91.8664 3.3290
0.44 1.00 300 91.8445 3.5370
0.48 0.00 300 87.5289 0.4512
0.48 0.05 300 87.5175 0.4496
0.48 0.10 300 87.3055 0.6433
0.48 0.15 300 87.2625 1.0442
0.48 0.20 300 87.4700 1.3477
0.48 0.25 300 87.7984 0.8969
0.48 0.30 300 87.6557 1.1271
0.48 0.35 300 87.6902 1.2677
0.48 0.40 300 87.5550 1.4155
0.48 0.45 300 87.6731 1.6450
0.48 0.50 300 87.7224 1.7839
0.48 0.55 300 87.7299 1.9838
0.48 0.60 300 87.7496 2.1147
0.48 0.65 300 87.8160 2.3954
0.48 0.70 300 87.9525 2.4402
0.48 0.75 300 88.0408 2.6010
0.48 0.80 300 88.2901 2.8919
0.48 0.85 300 88.3678 2.9346
0.48 0.90 300 88.2743 3.0535
0.48 0.95 300 88.6156 3.1265
0.48 1.00 300 88.6506 3.3520
0.52 0.00 300 84.4724 0.4221
0.52 0.05 300 84.4575 0.4184
0.52 0.10 300 84.3303 0.6060
0.52 0.15 300 84.3900 0.9427
0.52 0.20 300 84.5021 1.2262
0.52 0.25 300 84.3305 0.8532
0.52 0.30 300 84.3576 1.0075
0.52 0.35 300 84.4532 1.1590
0.52 0.40 300 84.5038 1.3865
0.52 0.45 300 84.5480 1.5310
0.52 0.50 300 84.6272 1.6972
0.52 0.55 300 84.8312 1.8812
0.52 0.60 300 84.8033 2.0007
0.52 0.65 300 84.9282 2.1328
0.52 0.70 300 85.0403 2.2699
0.52 0.75 300 85.0450 2.5481
0.52 0.80 300 85.1353 2.6507
0.52 0.85 300 85.3025 2.8092
0.52 0.90 300 85.3636 2.9787
0.52 0.95 300 85.5032 3.1206
0.52 1.00 300 85.4416 3.2096
0.56 0.00 300 81.6308 0.3926
0.56 0.05 300 81.6340 0.4020
0.56 0.10 300 81.5654 0.5551
0.56 0.15 300 81.6277 0.8615
0.56 0.20 300 81.7570 1.1788
0.56 0.25 300 81.5033 0.7910
0.56 0.30 300 81.6163 0.9325
0.56 0.35 300 81.7219 1.0416
0.56 0.40 300 81.6737 1.2844
0.56 0.45 300 81.8696 1.4357
0.56 0.50 300 81.8725 1.4933
0.56 0.55 300 81.8312 1.7283
0.56 0.60 300 81.9645 1.8548
0.56 0.65 300 82.1663 2.0787
0.56 0.70 300 82.2128 2.1754
0.56 0.75 300 82.1884 2.2372
0.56 0.80 300 82.2837 2.4923
0.56 0.85 300 82.3231 2.5562
0.56 0.90 300 82.6569 2.8353
0.56 0.95 300 82.5402 2.8484
0.56 1.00 300 82.7651 3.0236
0.60 0.00 300 78.9531 0.3522
0.60 0.05 300 78.9605 0.3681
0.60 0.10 300 78.9680 0.4990
0.60 0.15 300 79.0247 0.7960
0.60 0.20 300 78.8597 0.5605
0.60 0.25 300 78.9047 0.7172
0.60 0.30 300 78.9923 0.8546
0.60 0.35 300 79.0735 1.0035
0.60 0.40 300 79.1083 1.1067
0.60 0.45 300 79.1734 1.2412
0.60 0.50 300 79.2781 1.4215
0.60 0.55 300 79.3096 1.5809
0.60 0.60 300 79.4263 1.6974
0.60 0.65 300 79.4184 1.7981
0.60 0.70 300 79.4321 2.0077
0.60 0.75 300 79.5028 2.1346
0.60 0.80 300 79.5361 2.2495
0.60 0.85 300 79.6525 2.4240
0.60 0.90 300 79.8477 2.5264
0.60 0.95 300 79.9103 2.6887
0.60 1.00 300 79.8880 2.8093
0.64 0.00 300 76.4722 0.3235
0.64 0.05 300 76.4640 0.3169
0.64 0.10 300 76.5292 0.4772
0.64 0.15 300 76.6514 0.7256
0.64 0.20 300 76.3636 0.5153
0.64 0.25 300 76.5104 0.6189
0.64 0.30 300 76.5314 0.7786
0.64 0.35 300 76.6383 0.9070
0.64 0.40 300 76.6807 1.0070
0.64 0.45 300 76.7565 1.1549
0.64 0.50 300 76.8033 1.2714
0.64 0.55 300 76.8373 1.3734
0.64 0.60 300 76.9770 1.5919
0.64 0.65 300 77.0071 1.6587
0.64 0.70 300 76.9491 1.8086
0.64 0.75 300 76.9394 1.9083
0.64 0.80 300 77.0424 2.0485
0.64 0.85 300 77.2568 2.1047
0.64 0.90 300 77.2852 2.2794
0.64 0.95 300 77.3235 2.4042
0.64 1.00 300 77.3351 2.5290
0.68 0.00 300 74.1249 0.2752
0.68 0.05 300 74.1194 0.2855
0.68 0.10 300 74.2355 0.4306
0.68 0.15 300 74.3313 0.6503
0.68 0.20 300 74.1237 0.4420
0.68 0.25 300 74.1822 0.5595
0.68 0.30 300 74.2951 0.6971
0.68 0.35 300 74.3061 0.7933
0.68 0.40 300 74.3450 0.8962
0.68 0.45 300 74.3401 0.9776
0.68 0.50 300 74.4455 1.1134
0.68 0.55 300 74.4667 1.2359
0.68 0.60 300 74.5890 1.4082
0.68 0.65 300 74.5719 1.5662
0.68 0.70 300 74.7266 1.6167
0.68 0.75 300 74.6689 1.7257
0.68 0.80 300 74.8366 1.8029
0.68 0.85 300 74.8901 1.9635
0.68 0.90 300 74.8959 2.0191
0.68 0.95 300 74.7531 2.0788
0.68 1.00 300 75.0484 2.2298
0.72 0.00 300 71.9677 0.2507
0.72 0.05 300 71.9635 0.2460
0.72 0.10 300 72.1151 0.3772
0.72 0.15 300 71.9383 0.2996
0.72 0.20 300 71.9857 0.3898
0.72 0.25 300 72.0617 0.5029
0.72 0.30 300 72.1443 0.6112
0.72 0.35 300 72.1463 0.7059
0.72 0.40 300 72.2100 0.8331
0.72 0.45 300 72.2497 0.8645
0.72 0.50 300 72.2846 1.0122
0.72 0.55 300 72.2807 1.1199
0.72 0.60 300 72.4167 1.2178
0.72 0.65 300 72.3993 1.3673
0.72 0.70 300 72.4514 1.3628
0.72 0.75 300 72.5023 1.5084
0.72 0.80 300 72.5895 1.5899
0.72 0.85 300 72.6161 1.6076
0.72 0.90 300 72.6598 1.7347
0.72 0.95 300 72.6219 1.8379
0.72 1.00 300 72.6228 1.9316
0.76 0.00 300 69.9550 0.2099
0.76 0.05 300 69.9637 0.2084
0.76 0.10 300 70.1026 0.3089
0.76 0.15 300 69.9305 0.2589
0.76 0.20 300 69.9989 0.3332
0.76 0.25 300 70.0613 0.4346
0.76 0.30 300 70.0929 0.5043
0.76 0.35 300 70.1311 0.6108
0.76 0.40 300 70.2273 0.6949
0.76 0.45 300 70.2308 0.7750
0.76 0.50 300 70.2389 0.8454
0.76 0.55 300 70.2654 0.9478
0.76 0.60 300 70.3771 1.0683
0.76 0.65 300 70.4078 1.1176
0.76 0.70 300 70.3739 1.1914
0.76 0.75 300 70.4610 1.3131
0.76 0.80 300 70.4176 1.3273
0.76 0.85 300 70.5343 1.3944
0.76 0.90 300 70.4887 1.5166
0.76 0.95 300 70.6415 1.6127
0.76 1.00 300 70.6185 1.5952
0.80 0.00 300 68.0734 0.1799
0.80 0.05 300 68.0833 0.1661
0.80 0.10 300 68.0621 0.1731
0.80 0.15 300 68.0873 0.2195
0.80 0.20 300 68.1365 0.2825
0.80 0.25 300 68.1698 0.3405
0.80 0.30 300 68.2313 0.4078
0.80 0.35 300 68.2694 0.4630
0.80 0.40 300 68.3411 0.5642
0.80 0.45 300 68.3118 0.6209
0.80 0.50 300 68.3540 0.7164
0.80 0.55 300 68.3975 0.7897
0.80 0.60 300 68.4094 0.8599
0.80 0.65 300 68.4510 0.9632
0.80 0.70 300 68.4714 0.9920
0.80 0.75 300 68.4975 1.0212
0.80 0.80 300 68.4862 1.0961
0.80 0.85 300 68.5337 1.1651
0.80 0.90 300 68.5628 1.1816
0.80 0.95 300 68.6334 1.3309
0.80 1.00 300 68.6127 1.4119
0.84 0.00 300 66.3370 0.1303
0.84 0.05 300 66.3349 0.1364
0.84 0.10 300 66.3496 0.1426
0.84 0.15 300 66.3581 0.1673
0.84 0.20 300 66.4012 0.2189
0.84 0.25 300 66.4434 0.2798
0.84 0.30 300 66.4721 0.3364
0.84 0.35 300 66.4717 0.3889
0.84 0.40 300 66.5157 0.4470
0.84 0.45 300 66.5243 0.5212
0.84 0.50 300 66.5903 0.5744
0.84 0.55 300 66.5408 0.6053
0.84 0.60 300 66.6241 0.6680
0.84 0.65 300 66.5863 0.7220
0.84 0.70 300 66.6353 0.7565
0.84 0.75 300 66.6597 0.8137
0.84 0.80 300 66.6942 0.8594
0.84 0.85 300 66.7159 0.9364
0.84 0.90 300 66.7686 0.9983
0.84 0.95 300 66.8393 1.0363
0.84 1.00 300 66.7188 1.0805
0.88 0.00 300 64.7226 0.1004
0.88 0.05 300 64.7248 0.1030
0.88 0.10 300 64.7364 0.1039
0.88 0.15 300 64.7484 0.1199
0.88 0.20 300 64.7732 0.1609
0.88 0.25 300 64.8057 0.2033
0.88 0.30 300 64.8297 0.2552
0.88 0.35 300 64.8500 0.2979
0.88 0.40 300 64.8592 0.3287
0.88 0.45 300 64.8679 0.3666
0.88 0.50 300 64.8945 0.4154
0.88 0.55 300 64.8846 0.4436
0.88 0.60 300 64.9300 0.5039
0.88 0.65 300 64.9004 0.5192
0.88 0.70 300 64.9283 0.5759
0.88 0.75 300 64.9309 0.6012
0.88 0.80 300 64.9641 0.6449
0.88 0.85 300 64.9651 0.6763
0.88 0.90 300 64.9884 0.7133
0.88 0.95 300 64.9884 0.7356
0.88 1.00 300 65.0410 0.8307
0.92 0.00 300 63.2631 0.0513
0.92 0.05 300 63.2475 0.0582
0.92 0.10 300 63.2411 0.0674
0.92 0.15 300 63.2489 0.0856
0.92 0.20 300 63.2606 0.1100
0.92 0.25 300 63.2802 0.1340
0.92 0.30 300 63.2930 0.1638
0.92 0.35 300 63.3026 0.1901
0.92 0.40 300 63.3146 0.2220
0.92 0.45 300 63.3139 0.2499
0.92 0.50 300 63.3276 0.2716
0.92 0.55 300 63.3458 0.3077
0.92 0.60 300 63.3419 0.3355
0.92 0.65 300 63.3611 0.3638
0.92 0.70 300 63.3530 0.3657
0.92 0.75 300 63.3673 0.3957
0.92 0.80 300 63.3730 0.4193
0.92 0.85 300 63.3777 0.4517
0.92 0.90 300 63.3844 0.4583
0.92 0.95 300 63.4114 0.5162
0.92 1.00 300 63.3910 0.5060
0.96 0.00 300 61.8565 0.0305
0.96 0.05 300 61.8470 0.0317
0.96 0.10 300 61.8428 0.0368
0.96 0.15 300 61.8416 0.0447
0.96 0.20 300 61.8489 0.0591
0.96 0.25 300 61.8568 0.0738
0.96 0.30 300 61.8578 0.0890
0.96 0.35 300 61.8668 0.1082
0.96 0.40 300 61.8659 0.1208
0.96 0.45 300 61.8729 0.1381
0.96 0.50 300 61.8768 0.1463
0.96 0.55 300 61.8782 0.1651
0.96 0.60 300 61.8985 0.1760
0.96 0.65 300 61.8802 0.1780
0.96 0.70 300 61.8750 0.1924
0.96 0.75 300 61.8881 0.2186
0.96 0.80 300 61.9004 0.2344
0.96 0.85 300 61.8995 0.2204
0.96 0.90 300 61.8994 0.2332
0.96 0.95 300 61.8907 0.2473
0.96 1.00 300 61.9024 0.2563
