Frac Clast T TCmean TCstd
0.56 0.85 300 82.9142 2.3931
0.56 0.90 300 83.2352 2.6817
0.56 0.95 300 83.1311 2.6798
0.56 1.00 300 83.3524 2.8490
0.60 0.00 300 79.1443 0.3491
0.60 0.05 300 79.1503 0.3606
0.60 0.10 300 79.1818 0.4873
0.60 0.15 300 79.2896 0.7713
0.60 0.20 300 79.3774 0.5364
0.60 0.25 300 79.3966 0.6883
0.60 0.30 300 79.4797 0.8268
0.60 0.35 300 79.5696 0.9609
0.60 0.40 300 79.6147 1.0593
0.60 0.45 300 79.6873 1.1815
0.60 0.50 300 79.8062 1.3553
0.60 0.55 300 79.8449 1.5041
0.60 0.60 300 79.9781 1.5956
0.60 0.65 300 79.9874 1.6960
0.60 0.70 300 80.0158 1.8923
0.60 0.75 300 80.0922 2.0169
0.60 0.80 300 80.1248 2.1161
0.60 0.85 300 80.2417 2.2845
0.60 0.90 300 80.4470 2.3673
0.60 0.95 300 80.5029 2.5197
0.60 1.00 300 80.4870 2.6525
0.64 0.00 300 76.6926 0.3159
0.64 0.05 300 76.6859 0.3077
0.64 0.10 300 76.7740 0.4648
0.64 0.15 300 76.9382 0.7068
0.64 0.20 300 76.8824 0.4943
0.64 0.25 300 77.0056 0.5988
0.64 0.30 300 77.0349 0.7483
0.64 0.35 300 77.1395 0.8725
0.64 0.40 300 77.1904 0.9698
0.64 0.45 300 77.2650 1.0980
0.64 0.50 300 77.3385 1.2156
0.64 0.55 300 77.3769 1.3009
0.64 0.60 300 77.5283 1.5229
0.64 0.65 300 77.5708 1.5691
0.64 0.70 300 77.5175 1.7277
0.64 0.75 300 77.5130 1.8154
0.64 0.80 300 77.6219 1.9383
0.64 0.85 300 77.8314 1.9794
0.64 0.90 300 77.8690 2.1580
0.64 0.95 300 77.9122 2.2727
0.64 1.00 300 77.9330 2.3709
0.68 0.00 300 74.3732 0.2716
0.68 0.05 300 74.3704 0.2808
0.68 0.10 300 74.5060 0.4246
0.68 0.15 300 74.6371 0.6297
0.68 0.20 300 74.6364 0.4271
0.68 0.25 300 74.6750 0.5367
0.68 0.30 300 74.7820 0.6766
0.68 0.35 300 74.8070 0.7577
0.68 0.40 300 74.8509 0.8628
0.68 0.45 300 74.8560 0.9420
0.68 0.50 300 74.9625 1.0678
0.68 0.55 300 74.9921 1.1789
0.68 0.60 300 75.1225 1.3388
0.68 0.65 300 75.1278 1.4768
0.68 0.70 300 75.2764 1.5467
0.68 0.75 300 75.2271 1.6455
0.68 0.80 300 75.3934 1.7007
0.68 0.85 300 75.4585 1.8510
0.68 0.90 300 75.4874 1.9031
0.68 0.95 300 75.3219 1.9642
0.68 1.00 300 75.6226 2.1042
0.72 0.00 300 72.2338 0.2466
0.72 0.05 300 72.2298 0.2417
0.72 0.10 300 72.4044 0.3697
0.72 0.15 300 72.4550 0.2883
0.72 0.20 300 72.4761 0.3743
0.72 0.25 300 72.5373 0.4869
0.72 0.30 300 72.6184 0.5882
0.72 0.35 300 72.6208 0.6894
0.72 0.40 300 72.6947 0.8025
0.72 0.45 300 72.7353 0.8282
0.72 0.50 300 72.7803 0.9889
0.72 0.55 300 72.7863 1.0805
0.72 0.60 300 72.9335 1.1641
0.72 0.65 300 72.9023 1.3263
0.72 0.70 300 72.9797 1.3099
0.72 0.75 300 73.0389 1.4387
0.72 0.80 300 73.1145 1.5159
0.72 0.85 300 73.1446 1.5370
0.72 0.90 300 73.2088 1.6564
0.72 0.95 300 73.1705 1.7433
0.72 1.00 300 73.1865 1.8310
0.76 0.00 300 70.2349 0.2099
0.76 0.05 300 70.2428 0.2050
0.76 0.10 300 70.3957 0.3042
0.76 0.15 300 70.4122 0.2548
0.76 0.20 300 70.4551 0.3239
0.76 0.25 300 70.5091 0.4251
0.76 0.30 300 70.5419 0.4925
0.76 0.35 300 70.5798 0.5940
0.76 0.40 300 70.6809 0.6700
0.76 0.45 300 70.6881 0.7563
0.76 0.50 300 70.6968 0.8244
0.76 0.55 300 70.7269 0.9157
0.76 0.60 300 70.8498 1.0332
0.76 0.65 300 70.8845 1.0958
0.76 0.70 300 70.8506 1.1565
0.76 0.75 300 70.9439 1.2568
0.76 0.80 300 70.9159 1.2761
0.76 0.85 300 71.0320 1.3400
0.76 0.90 300 70.9843 1.4681
0.76 0.95 300 71.1458 1.5434
0.76 1.00 300 71.1300 1.5231
0.80 0.00 300 68.3522 0.1750
0.80 0.05 300 68.3615 0.1645
0.80 0.10 300 68.4924 0.1743
0.80 0.15 300 68.5174 0.2161
0.80 0.20 300 68.5559 0.2739
0.80 0.25 300 68.5793 0.3356
0.80 0.30 300 68.6419 0.4007
0.80 0.35 300 68.6796 0.4547
0.80 0.40 300 68.7493 0.5557
0.80 0.45 300 68.7212 0.6110
0.80 0.50 300 68.7695 0.7043
0.80 0.55 300 68.8210 0.7777
0.80 0.60 300 68.8267 0.8447
0.80 0.65 300 68.8783 0.9335
0.80 0.70 300 68.9052 0.9764
0.80 0.75 300 68.9259 0.9967
0.80 0.80 300 68.9358 1.0714
0.80 0.85 300 68.9782 1.1325
0.80 0.90 300 69.0048 1.1543
0.80 0.95 300 69.0812 1.2870
0.80 1.00 300 69.0710 1.3487
0.84 0.00 300 66.6001 0.1298
0.84 0.05 300 66.6011 0.1356
0.84 0.10 300 66.7164 0.1453
0.84 0.15 300 66.7295 0.1677
0.84 0.20 300 66.7632 0.2136
0.84 0.25 300 66.8004 0.2796
0.84 0.30 300 66.8262 0.3349
0.84 0.35 300 66.8331 0.3922
0.84 0.40 300 66.8668 0.4520
0.84 0.45 300 66.8791 0.5288
0.84 0.50 300 66.9471 0.5777
0.84 0.55 300 66.9150 0.6029
0.84 0.60 300 66.9886 0.6685
0.84 0.65 300 66.9561 0.7234
0.84 0.70 300 67.0089 0.7401
0.84 0.75 300 67.0369 0.8031
0.84 0.80 300 67.0705 0.8482
0.84 0.85 300 67.0841 0.9179
0.84 0.90 300 67.1530 0.9811
0.84 0.95 300 67.2232 1.0070
0.84 1.00 300 67.1099 1.0556
0.88 0.00 300 64.9485 0.1032
0.88 0.05 300 64.9559 0.1038
0.88 0.10 300 65.0316 0.1079
0.88 0.15 300 65.0506 0.1213
0.88 0.20 300 65.0684 0.1610
0.88 0.25 300 65.1006 0.2062
0.88 0.30 300 65.1186 0.2601
0.88 0.35 300 65.1379 0.2993
0.88 0.40 300 65.1447 0.3368
0.88 0.45 300 65.1539 0.3762
0.88 0.50 300 65.1889 0.4233
0.88 0.55 300 65.1795 0.4592
0.88 0.60 300 65.2266 0.5044
0.88 0.65 300 65.1957 0.5362
0.88 0.70 300 65.2352 0.5828
0.88 0.75 300 65.2330 0.6132
0.88 0.80 300 65.2742 0.6407
0.88 0.85 300 65.2741 0.6837
0.88 0.90 300 65.3088 0.7130
0.88 0.95 300 65.3025 0.7331
0.88 1.00 300 65.3644 0.8201
0.92 0.00 300 63.4127 0.0615
0.92 0.05 300 63.4350 0.0670
0.92 0.10 300 63.4533 0.0739
0.92 0.15 300 63.4641 0.0935
0.92 0.20 300 63.4761 0.1170
0.92 0.25 300 63.4927 0.1377
0.92 0.30 300 63.5038 0.1746
0.92 0.35 300 63.5112 0.1978
0.92 0.40 300 63.5256 0.2365
0.92 0.45 300 63.5251 0.2650
0.92 0.50 300 63.5401 0.2835
0.92 0.55 300 63.5605 0.3205
0.92 0.60 300 63.5599 0.3522
0.92 0.65 300 63.5867 0.3853
0.92 0.70 300 63.5813 0.3904
0.92 0.75 300 63.5903 0.4122
0.92 0.80 300 63.6103 0.4370
0.92 0.85 300 63.6072 0.4719
0.92 0.90 300 63.6069 0.4768
0.92 0.95 300 63.6376 0.5262
0.92 1.00 300 63.6338 0.5210
0.96 0.00 300 61.9319 0.0405
0.96 0.05 300 61.9455 0.0422
0.96 0.10 300 61.9578 0.0465
0.96 0.15 300 61.9590 0.0540
0.96 0.20 300 61.9692 0.0656
0.96 0.25 300 61.9760 0.0830
0.96 0.30 300 61.9759 0.0987
0.96 0.35 300 61.9867 0.1199
0.96 0.40 300 61.9810 0.1295
0.96 0.45 300 61.9947 0.1511
0.96 0.50 300 61.9995 0.1650
0.96 0.55 300 62.0017 0.1831
0.96 0.60 300 62.0202 0.1993
0.96 0.65 300 62.0049 0.1978
0.96 0.70 300 61.9993 0.2163
0.96 0.75 300 62.0170 0.2406
0.96 0.80 300 62.0282 0.2530
0.96 0.85 300 62.0336 0.2417
0.96 0.90 300 62.0286 0.2567
0.96 0.95 300 62.0206 0.2677
0.96 1.00 300 62.0370 0.2799
