Frac Clast T TCmean TCstd
0.16 0.80 300 120.7483 2.3197
0.16 0.85 300 120.9965 2.3262
0.16 0.90 300 121.0053 2.4857
0.16 0.95 300 121.1136 2.4541
0.16 1.00 300 121.2429 2.7074
0.20 0.00 300 116.0307 0.4590
0.20 0.05 300 116.0567 0.4824
0.20 0.10 300 116.4301 0.4110
0.20 0.15 300 116.1457 0.5502
0.20 0.20 300 115.7941 0.7450
0.20 0.25 300 115.4634 0.9069
0.20 0.30 300 115.3252 1.0851
0.20 0.35 300 115.3959 1.2593
0.20 0.40 300 115.3357 1.3972
0.20 0.45 300 115.3174 1.5894
0.20 0.50 300 115.3359 1.8015
0.20 0.55 300 115.3571 1.9704
0.20 0.60 300 115.4538 2.1405
0.20 0.65 300 115.5500 2.1682
0.20 0.70 300 115.7078 2.3675
0.20 0.75 300 115.5763 2.3754
0.20 0.80 300 115.7536 2.6894
0.20 0.85 300 115.7953 2.6985
0.20 0.90 300 116.0664 2.7057
0.20 0.95 300 116.1543 2.8479
0.20 1.00 300 116.3165 2.9783
0.24 0.00 300 111.2668 0.4794
0.24 0.05 300 111.2293 0.5127
0.24 0.10 300 110.4396 0.7311
0.24 0.15 300 111.4294 0.6064
0.24 0.20 300 111.0634 0.8003
0.24 0.25 300 110.6957 0.9431
0.24 0.30 300 110.6204 1.1820
0.24 0.35 300 110.5266 1.3533
0.24 0.40 300 110.5434 1.5603
0.24 0.45 300 110.5278 1.7481
0.24 0.50 300 110.6326 1.8226
0.24 0.55 300 110.6667 2.0563
0.24 0.60 300 110.7696 2.1959
0.24 0.65 300 110.8416 2.3441
0.24 0.70 300 110.8336 2.4423
0.24 0.75 300 111.1063 2.6520
0.24 0.80 300 111.0418 2.7415
0.24 0.85 300 111.3440 2.8427
0.24 0.90 300 111.3333 2.9205
0.24 0.95 300 111.5434 3.0445
0.24 1.00 300 111.5281 3.3328
0.28 0.00 300 106.7447 0.5008
0.28 0.05 300 106.7270 0.5002
0.28 0.10 300 105.9297 0.7555
0.28 0.15 300 107.0029 0.6161
0.28 0.20 300 106.5256 0.8253
0.28 0.25 300 106.2991 0.9962
0.28 0.30 300 106.1471 1.2102
0.28 0.35 300 106.0333 1.3982
0.28 0.40 300 106.0484 1.5492
0.28 0.45 300 106.0237 1.8418
0.28 0.50 300 106.1479 1.9739
0.28 0.55 300 106.2275 2.0666
0.28 0.60 300 106.3260 2.2956
0.28 0.65 300 106.4586 2.4096
0.28 0.70 300 106.5544 2.5761
0.28 0.75 300 106.5513 2.8046
0.28 0.80 300 106.7906 2.9546
0.28 0.85 300 106.6412 2.9626
0.28 0.90 300 106.9665 3.0117
0.28 0.95 300 107.1189 3.2864
0.28 1.00 300 107.2593 3.2943
0.32 0.00 300 102.5374 0.5210
0.32 0.05 300 102.4904 0.5002
0.32 0.10 300 101.7689 0.7307
0.32 0.15 300 101.5056 1.1485
0.32 0.20 300 102.4140 0.7918
0.32 0.25 300 102.0843 1.0225
0.32 0.30 300 101.9492 1.2337
0.32 0.35 300 101.8842 1.4048
0.32 0.40 300 101.8721 1.6608
0.32 0.45 300 101.9538 1.7418
0.32 0.50 300 102.0796 2.0147
0.32 0.55 300 102.0860 2.2342
0.32 0.60 300 102.1040 2.4030
0.32 0.65 300 102.1988 2.4239
0.32 0.70 300 102.1939 2.6502
0.32 0.75 300 102.3905 2.7420
0.32 0.80 300 102.4895 2.9390
0.32 0.85 300 102.6882 3.2807
0.32 0.90 300 102.7114 3.2751
0.32 0.95 300 102.9025 3.4254
0.32 1.00 300 102.9511 3.5416
0.36 0.00 300 98.5247 0.5131
0.36 0.05 300 98.5121 0.5124
0.36 0.10 300 97.8161 0.7674
0.36 0.15 300 97.7039 1.1466
0.36 0.20 300 98.4643 0.8135
0.36 0.25 300 98.2218 1.0160
0.36 0.30 300 98.0201 1.2176
0.36 0.35 300 97.9418 1.3697
0.36 0.40 300 98.0020 1.5796
0.36 0.45 300 98.0532 1.8264
0.36 0.50 300 98.0114 1.9004
0.36 0.55 300 98.1134 2.0848
0.36 0.60 300 98.3964 2.2649
0.36 0.65 300 98.3187 2.3615
0.36 0.70 300 98.3751 2.7729
0.36 0.75 300 98.4896 2.8337
0.36 0.80 300 98.6145 2.8742
0.36 0.85 300 98.6277 3.0644
0.36 0.90 300 99.0038 3.2623
0.36 0.95 300 98.9808 3.4750
0.36 1.00 300 99.1516 3.4205
0.40 0.00 300 94.7662 0.4878
0.40 0.05 300 94.7706 0.4954
0.40 0.10 300 94.1587 0.7369
0.40 0.15 300 94.0171 1.1088
0.40 0.20 300 94.7923 0.8014
0.40 0.25 300 94.4937 0.9726
0.40 0.30 300 94.4410 1.1432
0.40 0.35 300 94.2566 1.4007
0.40 0.40 300 94.2771 1.5753
0.40 0.45 300 94.3678 1.7760
0.40 0.50 300 94.3725 1.9576
0.40 0.55 300 94.4705 2.1757
0.40 0.60 300 94.5732 2.2220
0.40 0.65 300 94.6589 2.5174
0.40 0.70 300 94.6517 2.6251
0.40 0.75 300 94.9990 2.8438
0.40 0.80 300 95.0751 2.9540
0.40 0.85 300 95.1736 3.1053
0.40 0.90 300 95.1526 3.2871
0.40 0.95 300 95.4049 3.3031
0.40 1.00 300 95.5344 3.4642
0.44 0.00 300 91.2578 0.4775
0.44 0.05 300 91.2225 0.4843
0.44 0.10 300 90.7380 0.7055
0.44 0.15 300 90.6217 1.1057
0.44 0.20 300 90.6900 1.4105
0.44 0.25 300 91.0850 0.9672
0.44 0.30 300 90.9821 1.0810
0.44 0.35 300 90.8409 1.3435
0.44 0.40 300 90.8947 1.4884
0.44 0.45 300 90.9260 1.6709
0.44 0.50 300 91.0086 1.9371
0.44 0.55 300 91.0899 2.0363
0.44 0.60 300 91.0730 2.1697
0.44 0.65 300 91.3262 2.4386
0.44 0.70 300 91.4215 2.5438
0.44 0.75 300 91.5197 2.6770
0.44 0.80 300 91.5872 2.7513
0.44 0.85 300 91.5753 3.0559
0.44 0.90 300 91.7510 3.2216
0.44 0.95 300 92.0015 3.2983
0.44 1.00 300 91.9867 3.5020
0.48 0.00 300 87.9485 0.4521
0.48 0.05 300 87.9356 0.4483
0.48 0.10 300 87.5400 0.6425
0.48 0.15 300 87.3824 1.0557
0.48 0.20 300 87.5319 1.3703
0.48 0.25 300 87.8450 0.8984
0.48 0.30 300 87.7147 1.1281
0.48 0.35 300 87.7497 1.2681
0.48 0.40 300 87.6229 1.4201
0.48 0.45 300 87.7408 1.6462
0.48 0.50 300 87.7903 1.7887
0.48 0.55 300 87.8152 1.9827
0.48 0.60 300 87.8347 2.1086
0.48 0.65 300 87.9124 2.3965
0.48 0.70 300 88.0547 2.4180
0.48 0.75 300 88.1349 2.5864
0.48 0.80 300 88.3864 2.8795
0.48 0.85 300 88.4811 2.9256
0.48 0.90 300 88.3949 3.0357
0.48 0.95 300 88.7343 3.1011
0.48 1.00 300 88.7863 3.3138
0.52 0.00 300 84.8492 0.4260
0.52 0.05 300 84.8314 0.4194
0.52 0.10 300 84.5210 0.6073
0.52 0.15 300 84.4720 0.9613
0.52 0.20 300 84.5310 1.2556
0.52 0.25 300 84.4068 0.8562
0.52 0.30 300 84.4312 1.0096
0.52 0.35 300 84.5212 1.1644
0.52 0.40 300 84.5680 1.3936
0.52 0.45 300 84.6119 1.5387
0.52 0.50 300 84.6944 1.6954
0.52 0.55 300 84.9103 1.8758
0.52 0.60 300 84.8763 2.0035
0.52 0.65 300 85.0033 2.1327
0.52 0.70 300 85.1370 2.2623
0.52 0.75 300 85.1283 2.5475
0.52 0.80 300 85.2302 2.6373
0.52 0.85 300 85.4025 2.7985
0.52 0.90 300 85.4658 2.9665
0.52 0.95 300 85.6110 3.1017
0.52 1.00 300 85.5621 3.1928
0.56 0.00 300 81.9615 0.3944
0.56 0.05 300 81.9621 0.4076
0.56 0.10 300 81.7202 0.5593
0.56 0.15 300 81.6716 0.8772
0.56 0.20 300 81.7515 1.2038
0.56 0.25 300 81.5567 0.7980
0.56 0.30 300 81.6721 0.9329
0.56 0.35 300 81.7700 1.0475
0.56 0.40 300 81.7165 1.2971
0.56 0.45 300 81.9210 1.4403
0.56 0.50 300 81.9269 1.5013
0.56 0.55 300 81.8794 1.7347
0.56 0.60 300 82.0275 1.8615
0.56 0.65 300 82.2352 2.0804
0.56 0.70 300 82.2822 2.1818
0.56 0.75 300 82.2726 2.2397
0.56 0.80 300 82.3622 2.5000
0.56 0.85 300 82.4065 2.5524
0.56 0.90 300 82.7440 2.8364
0.56 0.95 300 82.6298 2.8378
0.56 1.00 300 82.8639 3.0166
0.60 0.00 300 79.2431 0.3597
0.60 0.05 300 79.2447 0.3731
0.60 0.10 300 79.0890 0.5052
0.60 0.15 300 79.0413 0.8116
0.60 0.20 300 78.9070 0.5628
0.60 0.25 300 78.9446 0.7233
0.60 0.30 300 79.0287 0.8658
0.60 0.35 300 79.1080 1.0134
0.60 0.40 300 79.1428 1.1159
0.60 0.45 300 79.2056 1.2510
0.60 0.50 300 79.3103 1.4355
0.60 0.55 300 79.3442 1.5933
0.60 0.60 300 79.4705 1.7054
0.60 0.65 300 79.4654 1.8076
0.60 0.70 300 79.4924 2.0157
0.60 0.75 300 79.5632 2.1396
0.60 0.80 300 79.5983 2.2459
0.60 0.85 300 79.7222 2.4299
0.60 0.90 300 79.9227 2.5320
0.60 0.95 300 79.9888 2.6872
0.60 1.00 300 79.9758 2.8102
0.64 0.00 300 76.7231 0.3269
0.64 0.05 300 76.7085 0.3187
0.64 0.10 300 76.6225 0.4850
0.64 0.15 300 76.6421 0.7383
0.64 0.20 300 76.3896 0.5190
0.64 0.25 300 76.5397 0.6276
0.64 0.30 300 76.5540 0.7855
0.64 0.35 300 76.6573 0.9196
0.64 0.40 300 76.6990 1.0213
0.64 0.45 300 76.7701 1.1689
0.64 0.50 300 76.8292 1.2846
0.64 0.55 300 76.8654 1.3873
0.64 0.60 300 77.0064 1.6074
0.64 0.65 300 77.0465 1.6689
0.64 0.70 300 76.9870 1.8236
0.64 0.75 300 76.9781 1.9181
0.64 0.80 300 77.0916 2.0535
0.64 0.85 300 77.3086 2.1119
0.64 0.90 300 77.3486 2.2909
0.64 0.95 300 77.3782 2.4149
0.64 1.00 300 77.4015 2.5328
0.68 0.00 300 74.3384 0.2779
0.68 0.05 300 74.3307 0.2907
0.68 0.10 300 74.3053 0.4370
0.68 0.15 300 74.3162 0.6644
0.68 0.20 300 74.1416 0.4447
0.68 0.25 300 74.1962 0.5654
0.68 0.30 300 74.3093 0.7055
0.68 0.35 300 74.3142 0.8074
0.68 0.40 300 74.3505 0.9095
0.68 0.45 300 74.3482 0.9904
0.68 0.50 300 74.4536 1.1297
0.68 0.55 300 74.4763 1.2491
0.68 0.60 300 74.6047 1.4205
0.68 0.65 300 74.5918 1.5740
0.68 0.70 300 74.7528 1.6331
0.68 0.75 300 74.6995 1.7440
0.68 0.80 300 74.8726 1.8115
0.68 0.85 300 74.9288 1.9728
0.68 0.90 300 74.9394 2.0353
0.68 0.95 300 74.7967 2.0911
0.68 1.00 300 75.1013 2.2423
0.72 0.00 300 72.1480 0.2524
0.72 0.05 300 72.1417 0.2466
0.72 0.10 300 72.1723 0.3850
0.72 0.15 300 71.9459 0.2986
0.72 0.20 300 71.9945 0.3919
0.72 0.25 300 72.0692 0.5077
0.72 0.30 300 72.1481 0.6203
0.72 0.35 300 72.1449 0.7177
0.72 0.40 300 72.2071 0.8408
0.72 0.45 300 72.2510 0.8744
0.72 0.50 300 72.2851 1.0273
0.72 0.55 300 72.2805 1.1326
0.72 0.60 300 72.4243 1.2293
0.72 0.65 300 72.4073 1.3857
0.72 0.70 300 72.4622 1.3785
0.72 0.75 300 72.5198 1.5224
0.72 0.80 300 72.6095 1.6097
0.72 0.85 300 72.6424 1.6280
0.72 0.90 300 72.6849 1.7529
0.72 0.95 300 72.6502 1.8518
0.72 1.00 300 72.6575 1.9522
0.76 0.00 300 70.1117 0.2118
0.76 0.05 300 70.1191 0.2091
0.76 0.10 300 70.1482 0.3140
0.76 0.15 300 69.9343 0.2603
0.76 0.20 300 70.0010 0.3365
0.76 0.25 300 70.0611 0.4398
0.76 0.30 300 70.0895 0.5098
0.76 0.35 300 70.1249 0.6180
0.76 0.40 300 70.2197 0.7033
0.76 0.45 300 70.2226 0.7872
0.76 0.50 300 70.2293 0.8582
0.76 0.55 300 70.2583 0.9573
0.76 0.60 300 70.3776 1.0828
0.76 0.65 300 70.4095 1.1338
0.76 0.70 300 70.3785 1.2084
0.76 0.75 300 70.4681 1.3251
0.76 0.80 300 70.4267 1.3449
0.76 0.85 300 70.5497 1.4113
0.76 0.90 300 70.5036 1.5355
0.76 0.95 300 70.6621 1.6328
0.76 1.00 300 70.6381 1.6158
0.80 0.00 300 68.2085 0.1786
0.80 0.05 300 68.2144 0.1680
0.80 0.10 300 68.0581 0.1734
0.80 0.15 300 68.0894 0.2178
0.80 0.20 300 68.1404 0.2842
0.80 0.25 300 68.1679 0.3436
0.80 0.30 300 68.2272 0.4138
0.80 0.35 300 68.2583 0.4677
0.80 0.40 300 68.3303 0.5722
0.80 0.45 300 68.2981 0.6289
0.80 0.50 300 68.3403 0.7277
0.80 0.55 300 68.3872 0.8008
0.80 0.60 300 68.4008 0.8746
0.80 0.65 300 68.4453 0.9730
0.80 0.70 300 68.4691 1.0073
0.80 0.75 300 68.4952 1.0352
0.80 0.80 300 68.4880 1.1140
0.80 0.85 300 68.5363 1.1795
0.80 0.90 300 68.5652 1.2028
0.80 0.95 300 68.6390 1.3489
0.80 1.00 300 68.6236 1.4348
0.84 0.00 300 66.4510 0.1292
0.84 0.05 300 66.4476 0.1354
0.84 0.10 300 66.3480 0.1401
0.84 0.15 300 66.3593 0.1658
0.84 0.20 300 66.4006 0.2190
0.84 0.25 300 66.4410 0.2809
0.84 0.30 300 66.4654 0.3405
0.84 0.35 300 66.4611 0.3934
0.84 0.40 300 66.5030 0.4532
0.84 0.45 300 66.5110 0.5296
0.84 0.50 300 66.5786 0.5822
0.84 0.55 300 66.5311 0.6146
0.84 0.60 300 66.6154 0.6781
0.84 0.65 300 66.5780 0.7318
0.84 0.70 300 66.6285 0.7673
0.84 0.75 300 66.6531 0.8274
0.84 0.80 300 66.6885 0.8731
0.84 0.85 300 66.7111 0.9523
0.84 0.90 300 66.7674 1.0152
0.84 0.95 300 66.8383 1.0512
0.84 1.00 300 66.7173 1.0984
0.88 0.00 300 64.8146 0.0997
0.88 0.05 300 64.8164 0.1011
0.88 0.10 300 64.7395 0.1017
0.88 0.15 300 64.7523 0.1182
0.88 0.20 300 64.7743 0.1612
0.88 0.25 300 64.8047 0.2053
0.88 0.30 300 64.8250 0.2579
0.88 0.35 300 64.8416 0.3005
0.88 0.40 300 64.8485 0.3337
0.88 0.45 300 64.8556 0.3705
0.88 0.50 300 64.8837 0.4221
0.88 0.55 300 64.8736 0.4504
0.88 0.60 300 64.9217 0.5099
0.88 0.65 300 64.8907 0.5271
0.88 0.70 300 64.9210 0.5858
0.88 0.75 300 64.9243 0.6123
0.88 0.80 300 64.9597 0.6540
0.88 0.85 300 64.9600 0.6870
0.88 0.90 300 64.9847 0.7248
0.88 0.95 300 64.9839 0.7464
0.88 1.00 300 65.0372 0.8423
0.92 0.00 300 63.2788 0.0499
0.92 0.05 300 63.2625 0.0566
0.92 0.10 300 63.2461 0.0650
0.92 0.15 300 63.2523 0.0845
0.92 0.20 300 63.2628 0.1102
0.92 0.25 300 63.2799 0.1344
0.92 0.30 300 63.2902 0.1649
0.92 0.35 300 63.2980 0.1908
0.92 0.40 300 63.3090 0.2247
0.92 0.45 300 63.3089 0.2527
0.92 0.50 300 63.3211 0.2752
0.92 0.55 300 63.3389 0.3118
0.92 0.60 300 63.3371 0.3391
0.92 0.65 300 63.3560 0.3691
0.92 0.70 300 63.3471 0.3714
0.92 0.75 300 63.3625 0.4025
0.92 0.80 300 63.3700 0.4255
0.92 0.85 300 63.3733 0.4584
0.92 0.90 300 63.3784 0.4653
0.92 0.95 300 63.4083 0.5246
0.92 1.00 300 63.3878 0.5131
0.96 0.00 300 61.8689 0.0293
0.96 0.05 300 61.8593 0.0301
0.96 0.10 300 61.8493 0.0357
0.96 0.15 300 61.8468 0.0446
0.96 0.20 300 61.8534 0.0588
0.96 0.25 300 61.8596 0.0739
0.96 0.30 300 61.8597 0.0895
0.96 0.35 300 61.8679 0.1091
0.96 0.40 300 61.8652 0.1222
0.96 0.45 300 61.8720 0.1398
0.96 0.50 300 61.8761 0.1474
0.96 0.55 300 61.8778 0.1674
0.96 0.60 300 61.8976 0.1782
0.96 0.65 300 61.8790 0.1806
0.96 0.70 300 61.8735 0.1944
0.96 0.75 300 61.8872 0.2219
0.96 0.80 300 61.8999 0.2364
0.96 0.85 300 61.8989 0.2226
0.96 0.90 300 61.8988 0.2363
0.96 0.95 300 61.8900 0.2506
0.96 1.00 300 61.9027 0.2593
