Frac Clast T TCmean TCstd
0.30 0.55 300 105.8213 3.3107
0.30 0.60 300 105.9386 3.6171
0.30 0.65 300 106.4381 3.5343
0.30 0.70 300 106.5585 3.7628
0.30 0.75 300 106.7899 4.0223
0.30 0.80 300 107.0010 4.1526
0.30 0.85 300 107.5534 4.1515
0.30 0.90 300 107.6406 4.3655
0.30 0.95 300 107.6995 4.3597
0.30 1.00 300 107.9713 4.4549
0.35 0.00 300 101.9479 0.4960
0.35 0.05 300 101.9000 0.5288
0.35 0.10 300 100.4400 0.7202
0.35 0.15 300 99.7699 1.1494
0.35 0.20 300 99.6060 1.4853
0.35 0.25 300 99.6157 1.8690
0.35 0.30 300 99.8620 2.1384
0.35 0.35 300 100.1723 2.4206
0.35 0.40 300 100.2776 2.7140
0.35 0.45 300 100.5936 2.8865
0.35 0.50 300 100.9371 3.2658
0.35 0.55 300 100.7446 3.3683
0.35 0.60 300 101.2285 3.6909
0.35 0.65 300 101.3634 3.9019
0.35 0.70 300 101.7376 3.9493
0.35 0.75 300 101.8406 4.3062
0.35 0.80 300 102.3279 4.3050
0.35 0.85 300 102.6028 4.4443
0.35 0.90 300 102.6876 4.6725
0.35 0.95 300 102.8235 4.4527
0.35 1.00 300 102.9836 4.6858
0.40 0.00 300 97.0774 0.5022
0.40 0.05 300 97.0374 0.5186
0.40 0.10 300 95.7242 0.7069
0.40 0.15 300 95.1140 1.0596
0.40 0.20 300 95.0929 1.4319
0.40 0.25 300 95.1531 1.7937
0.40 0.30 300 95.3020 2.0834
0.40 0.35 300 95.4410 2.3921
0.40 0.40 300 95.7100 2.7263
0.40 0.45 300 95.8713 2.8818
0.40 0.50 300 96.1285 3.2887
0.40 0.55 300 96.4331 3.6010
0.40 0.60 300 96.7339 3.6210
0.40 0.65 300 96.9416 4.0369
0.40 0.70 300 96.9253 3.9725
0.40 0.75 300 97.5921 4.1388
0.40 0.80 300 97.7080 4.2655
0.40 0.85 300 97.8677 4.4184
0.40 0.90 300 97.9081 4.5358
0.40 0.95 300 98.5520 4.6437
0.40 1.00 300 98.5569 4.8772
0.45 0.00 300 92.4803 0.4782
0.45 0.05 300 92.4118 0.4985
0.45 0.10 300 91.3223 0.6689
0.45 0.15 300 90.8678 1.0566
0.45 0.20 300 90.7946 1.4000
0.45 0.25 300 90.8724 1.6824
0.45 0.30 300 91.0812 2.0141
0.45 0.35 300 91.2131 2.3127
0.45 0.40 300 91.4099 2.6799
0.45 0.45 300 91.5634 2.8471
0.45 0.50 300 91.8675 3.1874
0.45 0.55 300 91.9444 3.4746
0.45 0.60 300 92.2985 3.5584
0.45 0.65 300 92.5803 3.7886
0.45 0.70 300 92.7694 4.0119
0.45 0.75 300 92.9573 4.2892
0.45 0.80 300 93.0470 4.3936
0.45 0.85 300 93.7355 4.6045
0.45 0.90 300 93.5714 4.6018
0.45 0.95 300 94.1985 5.0304
0.45 1.00 300 94.1291 4.8135
0.50 0.00 300 88.1587 0.4625
0.50 0.05 300 88.1625 0.4528
0.50 0.10 300 87.2832 0.6130
0.50 0.15 300 86.8751 0.9801
0.50 0.20 300 86.8702 1.2895
0.50 0.25 300 86.9928 1.6183
0.50 0.30 300 87.0919 1.8909
0.50 0.35 300 87.2939 2.1751
0.50 0.40 300 87.4887 2.4406
0.50 0.45 300 87.8132 2.7777
0.50 0.50 300 87.9393 2.9225
0.50 0.55 300 88.2123 3.1821
0.50 0.60 300 88.4866 3.5026
0.50 0.65 300 88.4710 3.6110
0.50 0.70 300 88.7836 3.8761
0.50 0.75 300 89.1375 4.0241
0.50 0.80 300 89.1540 4.1670
0.50 0.85 300 89.3275 4.4063
0.50 0.90 300 89.4454 4.5943
0.50 0.95 300 89.5360 4.8398
0.50 1.00 300 90.2944 4.7363
0.55 0.00 300 84.2218 0.4233
0.55 0.05 300 84.1940 0.4263
0.55 0.10 300 83.4976 0.5648
0.55 0.15 300 83.2165 0.9049
0.55 0.20 300 83.1924 1.1796
0.55 0.25 300 83.3114 1.4745
0.55 0.30 300 83.4868 1.7891
0.55 0.35 300 83.6208 1.9787
0.55 0.40 300 83.7996 2.2921
0.55 0.45 300 84.0205 2.5502
0.55 0.50 300 84.0729 2.7762
0.55 0.55 300 84.4949 2.9824
0.55 0.60 300 84.6218 3.2678
0.55 0.65 300 85.0073 3.4193
0.55 0.70 300 84.8148 3.5962
0.55 0.75 300 84.9623 3.7200
0.55 0.80 300 85.2474 4.0115
0.55 0.85 300 85.5417 4.1596
0.55 0.90 300 85.7532 4.3627
0.55 0.95 300 85.8952 4.4087
0.55 1.00 300 86.2154 4.6492
0.60 0.00 300 80.5518 0.3804
0.60 0.05 300 80.5124 0.3925
0.60 0.10 300 80.0143 0.5328
0.60 0.15 300 79.7421 0.7866
0.60 0.20 300 79.8839 1.0848
0.60 0.25 300 79.9653 1.3238
0.60 0.30 300 80.1261 1.6372
0.60 0.35 300 80.1808 1.9191
0.60 0.40 300 80.5621 2.1835
0.60 0.45 300 80.4246 2.3302
0.60 0.50 300 80.6853 2.6071
0.60 0.55 300 80.9390 2.7388
0.60 0.60 300 81.0719 3.0988
0.60 0.65 300 81.2394 3.0648
0.60 0.70 300 81.4279 3.2849
0.60 0.75 300 81.5149 3.4488
0.60 0.80 300 82.0857 3.8246
0.60 0.85 300 82.0360 3.7741
0.60 0.90 300 82.2066 3.7633
0.60 0.95 300 82.4294 4.0593
0.60 1.00 300 82.5819 4.0619
0.65 0.00 300 77.1324 0.3275
0.65 0.05 300 77.1416 0.3327
0.65 0.10 300 76.8111 0.4827
0.65 0.15 300 76.7213 0.7537
0.65 0.20 300 76.7215 0.9121
0.65 0.25 300 76.7717 1.2228
0.65 0.30 300 76.9347 1.4885
0.65 0.35 300 77.0688 1.6498
0.65 0.40 300 77.2438 1.9213
0.65 0.45 300 77.2085 2.0853
0.65 0.50 300 77.5132 2.2796
0.65 0.55 300 77.5405 2.4767
0.65 0.60 300 77.8920 2.6688
0.65 0.65 300 77.9441 2.8394
0.65 0.70 300 77.8405 2.8712
0.65 0.75 300 78.4730 3.0992
0.65 0.80 300 78.5928 3.2492
0.65 0.85 300 78.6064 3.2718
0.65 0.90 300 78.6995 3.5134
0.65 0.95 300 78.8548 3.4950
0.65 1.00 300 79.0582 3.6511
0.70 0.00 300 74.0068 0.3031
0.70 0.05 300 74.0151 0.2949
0.70 0.10 300 73.8521 0.4139
0.70 0.15 300 73.7981 0.5961
0.70 0.20 300 73.8181 0.8268
0.70 0.25 300 73.8857 1.0501
0.70 0.30 300 73.9768 1.2765
0.70 0.35 300 74.1929 1.4601
0.70 0.40 300 74.2903 1.6631
0.70 0.45 300 74.3179 1.7699
0.70 0.50 300 74.6162 1.9601
0.70 0.55 300 74.5542 2.0899
0.70 0.60 300 74.6685 2.1961
0.70 0.65 300 74.9582 2.3951
0.70 0.70 300 74.7837 2.5249
0.70 0.75 300 75.2205 2.6962
0.70 0.80 300 75.2834 2.7413
0.70 0.85 300 75.2288 2.7947
0.70 0.90 300 75.3950 2.8689
0.70 0.95 300 75.6391 3.0319
0.70 1.00 300 75.7731 3.2060
0.75 0.00 300 71.1698 0.2429
0.75 0.05 300 71.1415 0.2431
0.75 0.10 300 71.1159 0.3541
0.75 0.15 300 71.0851 0.5178
0.75 0.20 300 71.1557 0.6670
0.75 0.25 300 71.2236 0.8841
0.75 0.30 300 71.2883 1.0457
0.75 0.35 300 71.3763 1.2458
0.75 0.40 300 71.4799 1.3806
0.75 0.45 300 71.5181 1.5422
0.75 0.50 300 71.7226 1.6540
0.75 0.55 300 71.7330 1.7732
0.75 0.60 300 71.8281 1.9231
0.75 0.65 300 72.0479 2.0158
0.75 0.70 300 72.0798 2.1161
0.75 0.75 300 72.2039 2.1305
0.75 0.80 300 72.2063 2.2025
0.75 0.85 300 72.3795 2.2991
0.75 0.90 300 72.3991 2.3831
0.75 0.95 300 72.5856 2.4976
0.75 1.00 300 72.5412 2.4432
0.80 0.00 300 68.5664 0.1869
0.80 0.05 300 68.5568 0.1928
0.80 0.10 300 68.6318 0.2976
0.80 0.15 300 68.6609 0.4266
0.80 0.20 300 68.7035 0.5671
0.80 0.25 300 68.7399 0.6781
0.80 0.30 300 68.8505 0.8727
0.80 0.35 300 68.8584 0.9100
0.80 0.40 300 68.9471 1.1153
0.80 0.45 300 69.0692 1.1960
0.80 0.50 300 69.0441 1.3072
0.80 0.55 300 69.1534 1.3566
0.80 0.60 300 69.2681 1.5265
0.80 0.65 300 69.2986 1.5697
0.80 0.70 300 69.4091 1.6616
0.80 0.75 300 69.3180 1.6377
0.80 0.80 300 69.5312 1.7364
0.80 0.85 300 69.6748 1.8500
0.80 0.90 300 69.7135 1.8581
0.80 0.95 300 69.7319 1.9284
0.80 1.00 300 69.8653 1.9071
0.85 0.00 300 66.2311 0.1397
0.85 0.05 300 66.2337 0.1425
0.85 0.10 300 66.3353 0.2155
0.85 0.15 300 66.3597 0.3107
0.85 0.20 300 66.4226 0.4282
0.85 0.25 300 66.4681 0.5402
0.85 0.30 300 66.4874 0.6222
0.85 0.35 300 66.5639 0.7200
0.85 0.40 300 66.5718 0.8451
0.85 0.45 300 66.6388 0.9138
0.85 0.50 300 66.6396 0.9554
0.85 0.55 300 66.7485 1.0850
0.85 0.60 300 66.7538 1.1260
0.85 0.65 300 66.8011 1.2222
0.85 0.70 300 66.8331 1.1870
0.85 0.75 300 66.9077 1.3025
0.85 0.80 300 66.9898 1.3035
0.85 0.85 300 67.0269 1.3267
0.85 0.90 300 67.0783 1.3597
0.85 0.95 300 67.1172 1.3461
0.85 1.00 300 67.1234 1.4103
0.90 0.00 300 64.1235 0.0977
0.90 0.05 300 64.1286 0.1019
0.90 0.10 300 64.2346 0.1595
0.90 0.15 300 64.2755 0.2282
0.90 0.20 300 64.2926 0.2977
0.90 0.25 300 64.3469 0.3808
0.90 0.30 300 64.3711 0.4482
0.90 0.35 300 64.3843 0.4865
0.90 0.40 300 64.4155 0.5736
0.90 0.45 300 64.3837 0.6034
0.90 0.50 300 64.4780 0.6781
0.90 0.55 300 64.4908 0.6966
0.90 0.60 300 64.5589 0.7235
0.90 0.65 300 64.5829 0.8013
0.90 0.70 300 64.5408 0.7892
0.90 0.75 300 64.5969 0.8417
0.90 0.80 300 64.6538 0.8367
0.90 0.85 300 64.6168 0.8637
0.90 0.90 300 64.6556 0.8867
0.90 0.95 300 64.7115 0.8772
0.90 1.00 300 64.6818 0.8755
0.95 0.00 300 62.2280 0.0547
0.95 0.05 300 62.2290 0.0579
0.95 0.10 300 62.2966 0.0978
0.95 0.15 300 62.3239 0.1357
0.95 0.20 300 62.3446 0.1682
0.95 0.25 300 62.3575 0.2070
0.95 0.30 300 62.3623 0.2302
0.95 0.35 300 62.3839 0.2669
0.95 0.40 300 62.3861 0.2978
0.95 0.45 300 62.4131 0.3207
0.95 0.50 300 62.4247 0.3310
0.95 0.55 300 62.4141 0.3497
0.95 0.60 300 62.4220 0.3697
0.95 0.65 300 62.4408 0.3797
0.95 0.70 300 62.4478 0.3946
0.95 0.75 300 62.4609 0.4030
0.95 0.80 300 62.4664 0.4112
0.95 0.85 300 62.4747 0.4115
0.95 0.90 300 62.4780 0.4134
0.95 0.95 300 62.4569 0.4295
0.95 1.00 300 62.4881 0.4151
