Frac Clast T TCmean TCstd
0.95 0.05 300 62.2876 0.0495
0.95 0.10 300 62.3344 0.0900
0.95 0.15 300 62.3546 0.1259
0.95 0.20 300 62.3681 0.1581
0.95 0.25 300 62.3750 0.1982
0.95 0.30 300 62.3782 0.2222
0.95 0.35 300 62.3969 0.2593
0.95 0.40 300 62.3979 0.2920
0.95 0.45 300 62.4228 0.3147
0.95 0.50 300 62.4362 0.3265
0.95 0.55 300 62.4262 0.3429
0.95 0.60 300 62.4341 0.3647
0.95 0.65 300 62.4509 0.3754
0.95 0.70 300 62.4574 0.3890
0.95 0.75 300 62.4718 0.3973
0.95 0.80 300 62.4775 0.4088
0.95 0.85 300 62.4843 0.4078
0.95 0.90 300 62.4889 0.4125
0.95 0.95 300 62.4697 0.4252
0.95 1.00 300 62.4972 0.4123
