Frac Clast T TCmean TCstd
0.25 0.50 300 110.1406 3.2452
0.25 0.55 300 110.4099 3.6382
0.25 0.60 300 110.6348 3.5788
0.25 0.65 300 110.9311 3.8962
0.25 0.70 300 111.1928 4.0558
0.25 0.75 300 111.3488 4.0198
0.25 0.80 300 111.6553 4.0252
0.25 0.85 300 111.7702 4.1956
0.25 0.90 300 112.0251 4.2853
0.25 0.95 300 112.2020 4.1706
0.25 1.00 300 112.5391 4.2533
0.30 0.00 300 104.0278 0.5350
0.30 0.05 300 104.0129 0.5455
0.30 0.10 300 103.4132 0.7896
0.30 0.15 300 103.2840 1.1663
0.30 0.20 300 103.3332 1.5333
0.30 0.25 300 103.5656 1.9617
0.30 0.30 300 103.7472 2.2817
0.30 0.35 300 104.0662 2.4866
0.30 0.40 300 104.2663 2.9512
0.30 0.45 300 104.5423 3.1736
0.30 0.50 300 104.8656 3.3238
0.30 0.55 300 105.0134 3.5328
0.30 0.60 300 105.1287 3.8786
0.30 0.65 300 105.6653 3.7778
0.30 0.70 300 105.7828 4.0264
0.30 0.75 300 106.0056 4.3325
0.30 0.80 300 106.2653 4.4524
0.30 0.85 300 106.8294 4.4375
0.30 0.90 300 106.9310 4.6547
0.30 0.95 300 106.9965 4.6500
0.30 1.00 300 107.2773 4.7532
0.35 0.00 300 98.9535 0.5103
0.35 0.05 300 98.9351 0.5379
0.35 0.10 300 98.4086 0.7457
0.35 0.15 300 98.3418 1.1955
0.35 0.20 300 98.4244 1.5431
0.35 0.25 300 98.5556 1.9726
0.35 0.30 300 98.8968 2.2511
0.35 0.35 300 99.2539 2.5806
0.35 0.40 300 99.3924 2.9049
0.35 0.45 300 99.7362 3.0894
0.35 0.50 300 100.0968 3.4959
0.35 0.55 300 99.9087 3.5944
0.35 0.60 300 100.4167 3.9477
0.35 0.65 300 100.5490 4.1628
0.35 0.70 300 100.9646 4.2042
0.35 0.75 300 101.0615 4.6207
0.35 0.80 300 101.5586 4.6055
0.35 0.85 300 101.8692 4.7513
0.35 0.90 300 101.9333 5.0110
0.35 0.95 300 102.0753 4.7773
0.35 1.00 300 102.2320 5.0172
0.40 0.00 300 94.2801 0.5060
0.40 0.05 300 94.2646 0.5220
0.40 0.10 300 93.8520 0.7172
0.40 0.15 300 93.8061 1.0854
0.40 0.20 300 93.9999 1.4895
0.40 0.25 300 94.1563 1.8783
0.40 0.30 300 94.3623 2.1936
0.40 0.35 300 94.5521 2.5259
0.40 0.40 300 94.8664 2.8746
0.40 0.45 300 95.0305 3.0501
0.40 0.50 300 95.2948 3.5050
0.40 0.55 300 95.6111 3.8366
0.40 0.60 300 95.9252 3.8718
0.40 0.65 300 96.1200 4.3282
0.40 0.70 300 96.1027 4.2630
0.40 0.75 300 96.8249 4.4160
0.40 0.80 300 96.9427 4.5618
0.40 0.85 300 97.0970 4.7290
0.40 0.90 300 97.1383 4.8502
0.40 0.95 300 97.8011 4.9663
0.40 1.00 300 97.8093 5.2245
0.45 0.00 300 89.9466 0.4647
0.45 0.05 300 89.9198 0.4800
0.45 0.10 300 89.6547 0.6705
0.45 0.15 300 89.6903 1.0712
0.45 0.20 300 89.8192 1.4236
0.45 0.25 300 89.9663 1.7485
0.45 0.30 300 90.2299 2.1087
0.45 0.35 300 90.3890 2.4326
0.45 0.40 300 90.6055 2.8149
0.45 0.45 300 90.7686 3.0065
0.45 0.50 300 91.0728 3.3780
0.45 0.55 300 91.1425 3.6989
0.45 0.60 300 91.5157 3.7785
0.45 0.65 300 91.8025 4.0405
0.45 0.70 300 91.9875 4.2779
0.45 0.75 300 92.1800 4.5775
0.45 0.80 300 92.2668 4.6915
0.45 0.85 300 92.9629 4.9233
0.45 0.90 300 92.8053 4.9308
0.45 0.95 300 93.4498 5.3830
0.45 1.00 300 93.3641 5.1604
0.50 0.00 300 85.9385 0.4393
0.50 0.05 300 85.9672 0.4325
0.50 0.10 300 85.8112 0.6026
0.50 0.15 300 85.8400 0.9825
0.50 0.20 300 85.9935 1.3114
0.50 0.25 300 86.1821 1.6657
0.50 0.30 300 86.3255 1.9648
0.50 0.35 300 86.5282 2.2622
0.50 0.40 300 86.7270 2.5507
0.50 0.45 300 87.0531 2.9366
0.50 0.50 300 87.1784 3.0844
0.50 0.55 300 87.4795 3.3719
0.50 0.60 300 87.7563 3.7134
0.50 0.65 300 87.7044 3.8447
0.50 0.70 300 88.0331 4.1380
0.50 0.75 300 88.4051 4.2791
0.50 0.80 300 88.3831 4.4583
0.50 0.85 300 88.5765 4.7107
0.50 0.90 300 88.6691 4.9254
0.50 0.95 300 88.7717 5.1738
0.50 1.00 300 89.5814 5.0642
0.55 0.00 300 82.3157 0.3927
0.55 0.05 300 82.3144 0.4013
0.55 0.10 300 82.2444 0.5576
0.55 0.15 300 82.3277 0.9060
0.55 0.20 300 82.4145 1.1928
0.55 0.25 300 82.5909 1.4994
0.55 0.30 300 82.7868 1.8440
0.55 0.35 300 82.9264 2.0482
0.55 0.40 300 83.1086 2.3787
0.55 0.45 300 83.3223 2.6647
0.55 0.50 300 83.3643 2.9297
0.55 0.55 300 83.7865 3.1673
0.55 0.60 300 83.9206 3.4550
0.55 0.65 300 84.3069 3.6283
0.55 0.70 300 84.0884 3.8223
0.55 0.75 300 84.2377 3.9418
0.55 0.80 300 84.5163 4.2674
0.55 0.85 300 84.7889 4.4636
0.55 0.90 300 85.0232 4.6730
0.55 0.95 300 85.1565 4.7268
0.55 1.00 300 85.4779 4.9820
0.60 0.00 300 78.9586 0.3503
0.60 0.05 300 78.9398 0.3663
0.60 0.10 300 78.9621 0.5102
0.60 0.15 300 78.9780 0.7741
0.60 0.20 300 79.2130 1.0968
0.60 0.25 300 79.3264 1.3460
0.60 0.30 300 79.4950 1.6646
0.60 0.35 300 79.5543 1.9801
0.60 0.40 300 79.9307 2.2662
0.60 0.45 300 79.7818 2.4140
0.60 0.50 300 80.0299 2.7252
0.60 0.55 300 80.2770 2.8862
0.60 0.60 300 80.4168 3.2465
0.60 0.65 300 80.5660 3.2429
0.60 0.70 300 80.7598 3.4989
0.60 0.75 300 80.8225 3.6568
0.60 0.80 300 81.4069 4.0711
0.60 0.85 300 81.3489 4.0167
0.60 0.90 300 81.5079 4.0216
0.60 0.95 300 81.7334 4.3534
0.60 1.00 300 81.9039 4.3403
0.65 0.00 300 75.8521 0.2986
0.65 0.05 300 75.8718 0.3046
0.65 0.10 300 75.9534 0.4662
0.65 0.15 300 76.0734 0.7438
0.65 0.20 300 76.1357 0.9112
0.65 0.25 300 76.2144 1.2355
0.65 0.30 300 76.3761 1.5151
0.65 0.35 300 76.5045 1.6904
0.65 0.40 300 76.6627 1.9775
0.65 0.45 300 76.6101 2.1631
0.65 0.50 300 76.9195 2.3593
0.65 0.55 300 76.9208 2.5884
0.65 0.60 300 77.2708 2.8045
0.65 0.65 300 77.3130 2.9849
0.65 0.70 300 77.1985 3.0327
0.65 0.75 300 77.8347 3.3015
0.65 0.80 300 77.9400 3.4733
0.65 0.85 300 77.9512 3.4822
0.65 0.90 300 78.0551 3.7416
0.65 0.95 300 78.1923 3.7488
0.65 1.00 300 78.3964 3.9086
0.70 0.00 300 73.0238 0.2724
0.70 0.05 300 73.0347 0.2642
0.70 0.10 300 73.1681 0.3931
0.70 0.15 300 73.2583 0.5801
0.70 0.20 300 73.3238 0.8127
0.70 0.25 300 73.4056 1.0507
0.70 0.30 300 73.4852 1.2957
0.70 0.35 300 73.6816 1.4830
0.70 0.40 300 73.7743 1.7031
0.70 0.45 300 73.7846 1.8379
0.70 0.50 300 74.1049 2.0202
0.70 0.55 300 74.0011 2.1799
0.70 0.60 300 74.1038 2.2887
0.70 0.65 300 74.3872 2.5302
0.70 0.70 300 74.1944 2.6627
0.70 0.75 300 74.6239 2.8642
0.70 0.80 300 74.6913 2.9089
0.70 0.85 300 74.6183 2.9911
0.70 0.90 300 74.7685 3.0667
0.70 0.95 300 75.0490 3.2633
0.70 1.00 300 75.1577 3.4379
0.75 0.00 300 70.4474 0.2199
0.75 0.05 300 70.4238 0.2191
0.75 0.10 300 70.5937 0.3299
0.75 0.15 300 70.6603 0.4958
0.75 0.20 300 70.7470 0.6482
0.75 0.25 300 70.8131 0.8722
0.75 0.30 300 70.8692 1.0363
0.75 0.35 300 70.9441 1.2552
0.75 0.40 300 71.0300 1.3986
0.75 0.45 300 71.0714 1.5645
0.75 0.50 300 71.2597 1.6950
0.75 0.55 300 71.2617 1.8223
0.75 0.60 300 71.3388 1.9855
0.75 0.65 300 71.5455 2.1100
0.75 0.70 300 71.5892 2.2164
0.75 0.75 300 71.6898 2.2532
0.75 0.80 300 71.6778 2.3480
0.75 0.85 300 71.8516 2.4373
0.75 0.90 300 71.8627 2.5398
0.75 0.95 300 72.0355 2.6654
0.75 1.00 300 71.9884 2.6174
0.80 0.00 300 68.0730 0.1644
0.80 0.05 300 68.0646 0.1687
0.80 0.10 300 68.2410 0.2792
0.80 0.15 300 68.3187 0.4094
0.80 0.20 300 68.3737 0.5481
0.80 0.25 300 68.4037 0.6667
0.80 0.30 300 68.4969 0.8542
0.80 0.35 300 68.5050 0.8977
0.80 0.40 300 68.5532 1.1211
0.80 0.45 300 68.6848 1.2061
0.80 0.50 300 68.6415 1.3276
0.80 0.55 300 68.7241 1.3861
0.80 0.60 300 68.8600 1.5523
0.80 0.65 300 68.8832 1.6168
0.80 0.70 300 68.9844 1.7266
0.80 0.75 300 68.8572 1.6956
0.80 0.80 300 69.0736 1.8212
0.80 0.85 300 69.2127 1.9569
0.80 0.90 300 69.2557 1.9723
0.80 0.95 300 69.2552 2.0581
0.80 1.00 300 69.3990 2.0492
0.85 0.00 300 65.9187 0.1241
0.85 0.05 300 65.9240 0.1257
0.85 0.10 300 66.0618 0.1969
0.85 0.15 300 66.1057 0.2929
0.85 0.20 300 66.1560 0.4011
0.85 0.25 300 66.1956 0.5104
0.85 0.30 300 66.2097 0.6046
0.85 0.35 300 66.2600 0.7144
0.85 0.40 300 66.2726 0.8147
0.85 0.45 300 66.3292 0.9080
0.85 0.50 300 66.3204 0.9499
0.85 0.55 300 66.4226 1.0781
0.85 0.60 300 66.4130 1.1319
0.85 0.65 300 66.4527 1.2384
0.85 0.70 300 66.4876 1.2160
0.85 0.75 300 66.5474 1.3413
0.85 0.80 300 66.6310 1.3520
0.85 0.85 300 66.6601 1.3828
0.85 0.90 300 66.6975 1.4160
0.85 0.95 300 66.7316 1.4222
0.85 1.00 300 66.7492 1.4811
0.90 0.00 300 63.9602 0.0817
0.90 0.05 300 63.9649 0.0866
0.90 0.10 300 64.0546 0.1432
0.90 0.15 300 64.0893 0.2103
0.90 0.20 300 64.1055 0.2713
0.90 0.25 300 64.1462 0.3457
0.90 0.30 300 64.1527 0.4206
0.90 0.35 300 64.1617 0.4534
0.90 0.40 300 64.1831 0.5408
0.90 0.45 300 64.1471 0.5748
0.90 0.50 300 64.2434 0.6620
0.90 0.55 300 64.2506 0.6873
0.90 0.60 300 64.2957 0.7179
0.90 0.65 300 64.3255 0.7942
0.90 0.70 300 64.2742 0.7878
0.90 0.75 300 64.3227 0.8504
0.90 0.80 300 64.3792 0.8548
0.90 0.85 300 64.3320 0.8777
0.90 0.90 300 64.3727 0.9090
0.90 0.95 300 64.4221 0.9123
0.90 1.00 300 64.3895 0.9238
0.95 0.00 300 62.1709 0.0409
0.95 0.05 300 62.1702 0.0445
0.95 0.10 300 62.2070 0.0825
0.95 0.15 300 62.2252 0.1160
0.95 0.20 300 62.2358 0.1455
0.95 0.25 300 62.2374 0.1812
0.95 0.30 300 62.2394 0.2010
0.95 0.35 300 62.2458 0.2368
0.95 0.40 300 62.2549 0.2672
0.95 0.45 300 62.2709 0.2916
0.95 0.50 300 62.2783 0.3032
0.95 0.55 300 62.2703 0.3252
0.95 0.60 300 62.2728 0.3419
0.95 0.65 300 62.2920 0.3610
0.95 0.70 300 62.2905 0.3736
0.95 0.75 300 62.2954 0.3807
0.95 0.80 300 62.3044 0.3992
0.95 0.85 300 62.3036 0.3974
0.95 0.90 300 62.3084 0.4077
0.95 0.95 300 62.2970 0.4153
0.95 1.00 300 62.3136 0.4115
