Frac Clast T TCmean TCstd
0.15 0.50 300 121.7281 1.5848
0.15 0.55 300 121.7192 1.6999
0.15 0.60 300 121.8529 1.8106
0.15 0.65 300 121.9213 2.0198
0.15 0.70 300 121.9679 2.0995
0.15 0.75 300 122.2862 2.0954
0.15 0.80 300 122.1985 2.1023
0.15 0.85 300 122.2304 2.3254
0.15 0.90 300 122.4201 2.3980
0.15 0.95 300 122.4817 2.4129
0.15 1.00 300 122.5597 2.5989
0.20 0.00 300 116.5821 0.3281
0.20 0.05 300 116.5473 0.3604
0.20 0.10 300 116.4332 0.4368
0.20 0.15 300 116.1266 0.5544
0.20 0.20 300 115.7921 0.7580
0.20 0.25 300 115.5184 0.9115
0.20 0.30 300 115.4437 1.0979
0.20 0.35 300 115.3005 1.2647
0.20 0.40 300 115.3121 1.4448
0.20 0.45 300 115.3758 1.5891
0.20 0.50 300 115.3279 1.7305
0.20 0.55 300 115.4149 1.9723
0.20 0.60 300 115.4800 2.0926
0.20 0.65 300 115.4533 2.1924
0.20 0.70 300 115.5609 2.3841
0.20 0.75 300 115.8051 2.5211
0.20 0.80 300 115.8590 2.5499
0.20 0.85 300 115.8845 2.7206
0.20 0.90 300 115.8915 2.8348
0.20 0.95 300 116.2187 2.8186
0.20 1.00 300 116.3425 2.9982
0.25 0.00 300 110.8355 0.3608
0.25 0.05 300 110.7951 0.3798
0.25 0.10 300 110.6404 0.4487
0.25 0.15 300 110.2559 0.6110
0.25 0.20 300 109.9046 0.7666
0.25 0.25 300 109.5979 0.9781
0.25 0.30 300 109.4342 1.1823
0.25 0.35 300 109.3228 1.3112
0.25 0.40 300 109.4351 1.4697
0.25 0.45 300 109.3440 1.7468
0.25 0.50 300 109.4254 1.8409
0.25 0.55 300 109.5067 2.0883
0.25 0.60 300 109.7219 2.2019
0.25 0.65 300 109.6415 2.5055
0.25 0.70 300 109.8623 2.4864
0.25 0.75 300 109.8921 2.8130
0.25 0.80 300 109.9953 2.7903
0.25 0.85 300 109.9641 2.9748
0.25 0.90 300 110.3013 2.9234
0.25 0.95 300 110.3192 3.2853
0.25 1.00 300 110.3425 3.2277
0.30 0.00 300 105.4779 0.3725
0.30 0.05 300 105.4340 0.4183
0.30 0.10 300 105.3141 0.4896
0.30 0.15 300 104.8760 0.6414
0.30 0.20 300 104.4401 0.8117
0.30 0.25 300 104.1760 1.0007
0.30 0.30 300 104.0150 1.2177
0.30 0.35 300 103.9688 1.3901
0.30 0.40 300 103.8795 1.5774
0.30 0.45 300 103.9229 1.8290
0.30 0.50 300 104.0626 1.9997
0.30 0.55 300 104.2273 2.1589
0.30 0.60 300 104.1538 2.3127
0.30 0.65 300 104.3064 2.4804
0.30 0.70 300 104.2891 2.7121
0.30 0.75 300 104.3827 2.8972
0.30 0.80 300 104.6660 2.9605
0.30 0.85 300 104.6889 3.1254
0.30 0.90 300 104.8962 3.2724
0.30 0.95 300 104.9865 3.3823
0.30 1.00 300 105.0601 3.4218
0.35 0.00 300 100.5403 0.3642
0.35 0.05 300 100.4751 0.4094
0.35 0.10 300 100.3560 0.4622
0.35 0.15 300 99.8649 0.6203
0.35 0.20 300 99.4130 0.8378
0.35 0.25 300 99.1153 0.9988
0.35 0.30 300 99.0256 1.1851
0.35 0.35 300 98.9461 1.4559
0.35 0.40 300 98.8468 1.5577
0.35 0.45 300 98.9774 1.7765
0.35 0.50 300 99.0513 2.0031
0.35 0.55 300 99.0824 2.1938
0.35 0.60 300 99.1146 2.2929
0.35 0.65 300 99.4394 2.4762
0.35 0.70 300 99.4465 2.7556
0.35 0.75 300 99.6066 2.7755
0.35 0.80 300 99.5650 3.0391
0.35 0.85 300 99.5793 3.2025
0.35 0.90 300 99.9276 3.3129
0.35 0.95 300 100.0090 3.4180
0.35 1.00 300 100.0115 3.4477
0.40 0.00 300 95.9232 0.3719
0.40 0.05 300 95.8984 0.4072
0.40 0.10 300 95.7369 0.4540
0.40 0.15 300 95.2228 0.6006
0.40 0.20 300 94.7594 0.8260
0.40 0.25 300 94.4626 0.9836
0.40 0.30 300 94.4162 1.1553
0.40 0.35 300 94.3606 1.3480
0.40 0.40 300 94.2733 1.5377
0.40 0.45 300 94.3191 1.7849
0.40 0.50 300 94.4355 1.9669
0.40 0.55 300 94.5176 2.0732
0.40 0.60 300 94.6246 2.2810
0.40 0.65 300 94.6212 2.4439
0.40 0.70 300 94.7172 2.5881
0.40 0.75 300 94.9371 2.7905
0.40 0.80 300 94.9123 3.0485
0.40 0.85 300 95.0808 3.0893
0.40 0.90 300 95.2846 3.2122
0.40 0.95 300 95.5668 3.4172
0.40 1.00 300 95.4239 3.5364
0.45 0.00 300 91.6708 0.3540
0.45 0.05 300 91.6591 0.3811
0.45 0.10 300 91.4219 0.4461
0.45 0.15 300 90.9283 0.5544
0.45 0.20 300 90.4773 0.7297
0.45 0.25 300 90.2613 0.9227
0.45 0.30 300 90.1268 1.1481
0.45 0.35 300 90.0849 1.2757
0.45 0.40 300 90.1007 1.4498
0.45 0.45 300 90.0309 1.7595
0.45 0.50 300 90.1210 1.9690
0.45 0.55 300 90.2241 2.0426
0.45 0.60 300 90.1402 2.2065
0.45 0.65 300 90.2929 2.3407
0.45 0.70 300 90.5492 2.4506
0.45 0.75 300 90.5657 2.5569
0.45 0.80 300 90.8082 2.9481
0.45 0.85 300 90.7615 3.0309
0.45 0.90 300 90.8814 3.1003
0.45 0.95 300 91.1227 3.3470
0.45 1.00 300 91.0948 3.4518
0.50 0.00 300 87.7117 0.3280
0.50 0.05 300 87.6849 0.3569
0.50 0.10 300 87.4575 0.4092
0.50 0.15 300 86.9522 0.5510
0.50 0.20 300 86.5544 0.7302
0.50 0.25 300 86.3351 0.8611
0.50 0.30 300 86.2576 1.0637
0.50 0.35 300 86.2657 1.2354
0.50 0.40 300 86.2515 1.4391
0.50 0.45 300 86.2241 1.5297
0.50 0.50 300 86.2809 1.7760
0.50 0.55 300 86.3781 1.9049
0.50 0.60 300 86.4723 2.1127
0.50 0.65 300 86.3574 2.2298
0.50 0.70 300 86.5722 2.4211
0.50 0.75 300 86.5603 2.5665
0.50 0.80 300 86.8067 2.7661
0.50 0.85 300 86.8960 2.8806
0.50 0.90 300 86.9848 2.9358
0.50 0.95 300 86.8856 3.1917
0.50 1.00 300 87.2450 3.3700
0.55 0.00 300 82.5692 0.3073
0.55 0.05 300 82.4106 0.3342
0.55 0.10 300 82.2200 0.3879
0.55 0.15 300 82.1753 0.5040
0.55 0.20 300 82.1862 0.6584
0.55 0.25 300 82.3180 0.8265
0.55 0.30 300 82.3232 0.9909
0.55 0.35 300 82.3365 1.1334
0.55 0.40 300 82.4983 1.2350
0.55 0.45 300 82.5418 1.4041
0.55 0.50 300 82.6101 1.6198
0.55 0.55 300 82.6898 1.7731
0.55 0.60 300 82.7246 1.8952
0.55 0.65 300 82.8397 2.0790
0.55 0.70 300 82.7878 2.2256
0.55 0.75 300 83.0110 2.3348
0.55 0.80 300 83.0771 2.4897
0.55 0.85 300 83.1676 2.5449
0.55 0.90 300 83.2427 2.6918
0.55 0.95 300 83.3619 2.9091
0.55 1.00 300 83.6561 3.0838
0.60 0.00 300 79.1295 0.2911
0.60 0.05 300 78.9897 0.3179
0.60 0.10 300 78.8854 0.3546
0.60 0.15 300 78.8285 0.4565
0.60 0.20 300 78.9120 0.5726
0.60 0.25 300 78.9635 0.7263
0.60 0.30 300 79.0378 0.8637
0.60 0.35 300 79.0721 1.0011
0.60 0.40 300 79.0794 1.0880
0.60 0.45 300 79.2063 1.2852
0.60 0.50 300 79.1888 1.4510
0.60 0.55 300 79.3929 1.5828
0.60 0.60 300 79.4063 1.7647
0.60 0.65 300 79.5215 1.8037
0.60 0.70 300 79.4145 1.9030
0.60 0.75 300 79.4828 2.1886
0.60 0.80 300 79.7632 2.2164
0.60 0.85 300 79.8668 2.4126
0.60 0.90 300 79.8874 2.4770
0.60 0.95 300 80.0438 2.7106
0.60 1.00 300 80.1703 2.7330
0.65 0.00 300 75.9848 0.2443
0.65 0.05 300 75.8885 0.2587
0.65 0.10 300 75.7990 0.3150
0.65 0.15 300 75.7681 0.3708
0.65 0.20 300 75.8688 0.4998
0.65 0.25 300 75.9430 0.6282
0.65 0.30 300 75.9806 0.7574
0.65 0.35 300 76.0512 0.8892
0.65 0.40 300 76.0886 1.0127
0.65 0.45 300 76.1025 1.1052
0.65 0.50 300 76.1545 1.2611
0.65 0.55 300 76.2563 1.4578
0.65 0.60 300 76.2123 1.5054
0.65 0.65 300 76.4434 1.6278
0.65 0.70 300 76.4591 1.7990
0.65 0.75 300 76.4764 1.8845
0.65 0.80 300 76.6468 2.0171
0.65 0.85 300 76.5758 2.1226
0.65 0.90 300 76.6596 2.2303
0.65 0.95 300 76.7322 2.3683
0.65 1.00 300 76.8379 2.4970
0.70 0.00 300 73.1309 0.2058
0.70 0.05 300 73.0433 0.2270
0.70 0.10 300 72.9922 0.2605
0.70 0.15 300 72.9752 0.3262
0.70 0.20 300 73.0708 0.4256
0.70 0.25 300 73.1260 0.5418
0.70 0.30 300 73.1682 0.6589
0.70 0.35 300 73.1884 0.7460
0.70 0.40 300 73.3085 0.8920
0.70 0.45 300 73.3093 0.9916
0.70 0.50 300 73.3530 1.0477
0.70 0.55 300 73.4535 1.2486
0.70 0.60 300 73.4218 1.2738
0.70 0.65 300 73.4817 1.3669
0.70 0.70 300 73.5283 1.4636
0.70 0.75 300 73.6829 1.6420
0.70 0.80 300 73.7101 1.7879
0.70 0.85 300 73.6875 1.7767
0.70 0.90 300 73.7157 1.9442
0.70 0.95 300 73.9193 2.0868
0.70 1.00 300 73.8714 2.1678
0.75 0.00 300 70.5268 0.1712
0.75 0.05 300 70.4640 0.1862
0.75 0.10 300 70.3918 0.2186
0.75 0.15 300 70.4448 0.2787
0.75 0.20 300 70.5067 0.3614
0.75 0.25 300 70.5188 0.4506
0.75 0.30 300 70.6179 0.5576
0.75 0.35 300 70.6244 0.6139
0.75 0.40 300 70.7057 0.7295
0.75 0.45 300 70.7031 0.7938
0.75 0.50 300 70.7587 0.9011
0.75 0.55 300 70.7514 1.0468
0.75 0.60 300 70.8458 1.0626
0.75 0.65 300 70.8276 1.1455
0.75 0.70 300 70.9058 1.2982
0.75 0.75 300 70.8917 1.3033
0.75 0.80 300 70.9702 1.4116
0.75 0.85 300 71.1209 1.5395
0.75 0.90 300 71.1927 1.6268
0.75 0.95 300 71.0764 1.6301
0.75 1.00 300 71.2234 1.7755
0.80 0.00 300 68.1588 0.1422
0.80 0.05 300 68.1062 0.1451
0.80 0.10 300 68.0601 0.1695
0.80 0.15 300 68.0910 0.2119
0.80 0.20 300 68.1495 0.2854
0.80 0.25 300 68.2137 0.3595
0.80 0.30 300 68.2174 0.4144
0.80 0.35 300 68.2583 0.4991
0.80 0.40 300 68.2774 0.5567
0.80 0.45 300 68.3069 0.6320
0.80 0.50 300 68.2915 0.6833
0.80 0.55 300 68.3946 0.8173
0.80 0.60 300 68.3656 0.8606
0.80 0.65 300 68.3833 0.8982
0.80 0.70 300 68.4226 0.9823
0.80 0.75 300 68.4907 1.0953
0.80 0.80 300 68.5384 1.1444
0.80 0.85 300 68.5905 1.1872
0.80 0.90 300 68.6212 1.3066
0.80 0.95 300 68.5799 1.3297
0.80 1.00 300 68.6905 1.3866
0.85 0.00 300 65.9948 0.1017
0.85 0.05 300 65.9655 0.1091
0.85 0.10 300 65.9354 0.1285
0.85 0.15 300 65.9389 0.1624
0.85 0.20 300 65.9871 0.2025
0.85 0.25 300 66.0268 0.2532
0.85 0.30 300 66.0642 0.3216
0.85 0.35 300 66.0454 0.3609
0.85 0.40 300 66.0869 0.4365
0.85 0.45 300 66.1013 0.4971
0.85 0.50 300 66.1015 0.5292
0.85 0.55 300 66.1515 0.5711
0.85 0.60 300 66.1722 0.6863
0.85 0.65 300 66.1915 0.6802
0.85 0.70 300 66.1742 0.7370
0.85 0.75 300 66.1929 0.7858
0.85 0.80 300 66.2095 0.8035
0.85 0.85 300 66.2423 0.8681
0.85 0.90 300 66.2322 0.8840
0.85 0.95 300 66.3115 1.0110
0.85 1.00 300 66.2765 1.0093
0.90 0.00 300 64.0182 0.0663
0.90 0.05 300 64.0003 0.0696
0.90 0.10 300 63.9832 0.0845
0.90 0.15 300 63.9819 0.1042
0.90 0.20 300 64.0111 0.1357
0.90 0.25 300 64.0243 0.1744
0.90 0.30 300 64.0520 0.2196
0.90 0.35 300 64.0517 0.2472
0.90 0.40 300 64.0604 0.2903
0.90 0.45 300 64.0722 0.3239
0.90 0.50 300 64.0747 0.3487
0.90 0.55 300 64.1132 0.3880
0.90 0.60 300 64.1070 0.4186
0.90 0.65 300 64.1240 0.4487
0.90 0.70 300 64.1302 0.4749
0.90 0.75 300 64.1261 0.5080
0.90 0.80 300 64.1385 0.5310
0.90 0.85 300 64.1628 0.5901
0.90 0.90 300 64.1391 0.5964
0.90 0.95 300 64.2014 0.6521
0.90 1.00 300 64.1521 0.6288
0.95 0.00 300 62.2132 0.0342
0.95 0.05 300 62.2015 0.0369
0.95 0.10 300 62.1916 0.0464
0.95 0.15 300 62.1894 0.0532
0.95 0.20 300 62.1979 0.0722
0.95 0.25 300 62.2038 0.0915
0.95 0.30 300 62.2144 0.1134
0.95 0.35 300 62.2145 0.1344
0.95 0.40 300 62.2175 0.1521
0.95 0.45 300 62.2178 0.1608
0.95 0.50 300 62.2360 0.1862
0.95 0.55 300 62.2288 0.1983
0.95 0.60 300 62.2285 0.2112
0.95 0.65 300 62.2291 0.2284
0.95 0.70 300 62.2444 0.2462
0.95 0.75 300 62.2543 0.2603
0.95 0.80 300 62.2581 0.2832
0.95 0.85 300 62.2569 0.3034
0.95 0.90 300 62.2584 0.2864
0.95 0.95 300 62.2340 0.3064
0.95 1.00 300 62.2585 0.3157
