Frac Clast T TCmean TCstd
0.56 0.30 300 82.5403 0.9163
0.56 0.35 300 82.5304 1.0132
0.56 0.40 300 82.4241 1.2480
0.56 0.45 300 82.5808 1.3872
0.56 0.50 300 82.5604 1.4378
0.56 0.55 300 82.5157 1.6521
0.56 0.60 300 82.6575 1.7699
0.56 0.65 300 82.8425 1.9771
0.56 0.70 300 82.8954 2.0707
0.56 0.75 300 82.8666 2.1332
0.56 0.80 300 82.9634 2.3713
0.56 0.85 300 83.0072 2.4132
0.56 0.90 300 83.3291 2.6967
0.56 0.95 300 83.2170 2.7004
0.56 1.00 300 83.4366 2.8650
0.60 0.00 300 80.5383 0.3870
0.60 0.05 300 80.5304 0.3959
0.60 0.10 300 80.0169 0.5186
0.60 0.15 300 79.7883 0.7992
0.60 0.20 300 80.1982 0.5660
0.60 0.25 300 79.9164 0.7157
0.60 0.30 300 79.8301 0.8533
0.60 0.35 300 79.8180 0.9812
0.60 0.40 300 79.8001 1.0801
0.60 0.45 300 79.8339 1.2030
0.60 0.50 300 79.9272 1.3847
0.60 0.55 300 79.9417 1.5296
0.60 0.60 300 80.0686 1.6207
0.60 0.65 300 80.0566 1.7242
0.60 0.70 300 80.0791 1.9200
0.60 0.75 300 80.1565 2.0424
0.60 0.80 300 80.1759 2.1412
0.60 0.85 300 80.2967 2.3085
0.60 0.90 300 80.5042 2.3865
0.60 0.95 300 80.5503 2.5453
0.60 1.00 300 80.5373 2.6698
0.64 0.00 300 77.8156 0.3561
0.64 0.05 300 77.7871 0.3475
0.64 0.10 300 77.4224 0.4957
0.64 0.15 300 77.3135 0.7328
0.64 0.20 300 77.5395 0.5249
0.64 0.25 300 77.4144 0.6245
0.64 0.30 300 77.2971 0.7779
0.64 0.35 300 77.3154 0.8928
0.64 0.40 300 77.3124 0.9949
0.64 0.45 300 77.3585 1.1233
0.64 0.50 300 77.4023 1.2415
0.64 0.55 300 77.4254 1.3316
0.64 0.60 300 77.5655 1.5540
0.64 0.65 300 77.6057 1.5978
0.64 0.70 300 77.5415 1.7567
0.64 0.75 300 77.5348 1.8485
0.64 0.80 300 77.6428 1.9643
0.64 0.85 300 77.8525 2.0079
0.64 0.90 300 77.8847 2.1872
0.64 0.95 300 77.9278 2.2969
0.64 1.00 300 77.9561 2.4005
0.68 0.00 300 75.2246 0.3054
0.68 0.05 300 75.2059 0.3184
0.68 0.10 300 74.9788 0.4548
0.68 0.15 300 74.9107 0.6601
0.68 0.20 300 75.1498 0.4571
0.68 0.25 300 74.9783 0.5576
0.68 0.30 300 74.9682 0.6976
0.68 0.35 300 74.9233 0.7825
0.68 0.40 300 74.9222 0.8876
0.68 0.45 300 74.8947 0.9639
0.68 0.50 300 74.9911 1.0917
0.68 0.55 300 75.0039 1.2080
0.68 0.60 300 75.1330 1.3684
0.68 0.65 300 75.1282 1.5071
0.68 0.70 300 75.2726 1.5776
0.68 0.75 300 75.2226 1.6780
0.68 0.80 300 75.3888 1.7307
0.68 0.85 300 75.4558 1.8875
0.68 0.90 300 75.4783 1.9361
0.68 0.95 300 75.3132 2.0025
0.68 1.00 300 75.6173 2.1399
0.72 0.00 300 72.8392 0.2803
0.72 0.05 300 72.8326 0.2669
0.72 0.10 300 72.7295 0.4014
0.72 0.15 300 73.1129 0.3231
0.72 0.20 300 72.8616 0.3981
0.72 0.25 300 72.7606 0.5145
0.72 0.30 300 72.7387 0.6136
0.72 0.35 300 72.6855 0.7103
0.72 0.40 300 72.7220 0.8264
0.72 0.45 300 72.7446 0.8545
0.72 0.50 300 72.7783 1.0153
0.72 0.55 300 72.7705 1.1067
0.72 0.60 300 72.9126 1.1943
0.72 0.65 300 72.8794 1.3596
0.72 0.70 300 72.9596 1.3329
0.72 0.75 300 73.0063 1.4657
0.72 0.80 300 73.0913 1.5503
0.72 0.85 300 73.1211 1.5693
0.72 0.90 300 73.1831 1.6873
0.72 0.95 300 73.1506 1.7736
0.72 1.00 300 73.1678 1.8711
0.76 0.00 300 70.6308 0.2361
0.76 0.05 300 70.6331 0.2294
0.76 0.10 300 70.5959 0.3335
0.76 0.15 300 70.8868 0.2822
0.76 0.20 300 70.7323 0.3474
0.76 0.25 300 70.6585 0.4411
0.76 0.30 300 70.6115 0.5131
0.76 0.35 300 70.6119 0.6121
0.76 0.40 300 70.6857 0.6870
0.76 0.45 300 70.6758 0.7762
0.76 0.50 300 70.6679 0.8408
0.76 0.55 300 70.6974 0.9393
0.76 0.60 300 70.8167 1.0556
0.76 0.65 300 70.8500 1.1207
0.76 0.70 300 70.8142 1.1833
0.76 0.75 300 70.9093 1.2825
0.76 0.80 300 70.8788 1.3042
0.76 0.85 300 70.9974 1.3696
0.76 0.90 300 70.9457 1.5000
0.76 0.95 300 71.1091 1.5763
0.76 1.00 300 71.0995 1.5591
0.80 0.00 300 68.5700 0.1980
0.80 0.05 300 68.5737 0.1860
0.80 0.10 300 68.9446 0.2074
0.80 0.15 300 68.8356 0.2405
0.80 0.20 300 68.7420 0.2931
0.80 0.25 300 68.6693 0.3503
0.80 0.30 300 68.6780 0.4174
0.80 0.35 300 68.6820 0.4685
0.80 0.40 300 68.7353 0.5721
0.80 0.45 300 68.6923 0.6281
0.80 0.50 300 68.7340 0.7227
0.80 0.55 300 68.7815 0.7992
0.80 0.60 300 68.7872 0.8656
0.80 0.65 300 68.8367 0.9555
0.80 0.70 300 68.8622 1.0041
0.80 0.75 300 68.8807 1.0214
0.80 0.80 300 68.8910 1.1017
0.80 0.85 300 68.9340 1.1574
0.80 0.90 300 68.9615 1.1808
0.80 0.95 300 69.0423 1.3155
0.80 1.00 300 69.0317 1.3819
0.84 0.00 300 66.6791 0.1487
0.84 0.05 300 66.6765 0.1556
0.84 0.10 300 66.9961 0.1679
0.84 0.15 300 66.9280 0.1876
0.84 0.20 300 66.8760 0.2291
0.84 0.25 300 66.8499 0.2933
0.84 0.30 300 66.8346 0.3477
0.84 0.35 300 66.8227 0.4064
0.84 0.40 300 66.8461 0.4641
0.84 0.45 300 66.8443 0.5409
0.84 0.50 300 66.9128 0.5907
0.84 0.55 300 66.8771 0.6182
0.84 0.60 300 66.9480 0.6890
0.84 0.65 300 66.9149 0.7426
0.84 0.70 300 66.9653 0.7575
0.84 0.75 300 66.9941 0.8220
0.84 0.80 300 67.0278 0.8681
0.84 0.85 300 67.0431 0.9404
0.84 0.90 300 67.1138 1.0066
0.84 0.95 300 67.1833 1.0307
0.84 1.00 300 67.0681 1.0829
0.88 0.00 300 64.9353 0.1184
0.88 0.05 300 64.9401 0.1186
0.88 0.10 300 65.1772 0.1243
0.88 0.15 300 65.1542 0.1354
0.88 0.20 300 65.1269 0.1721
0.88 0.25 300 65.1221 0.2161
0.88 0.30 300 65.1180 0.2705
0.88 0.35 300 65.1224 0.3104
0.88 0.40 300 65.1201 0.3479
0.88 0.45 300 65.1256 0.3880
0.88 0.50 300 65.1576 0.4354
0.88 0.55 300 65.1461 0.4716
0.88 0.60 300 65.1907 0.5172
0.88 0.65 300 65.1607 0.5484
0.88 0.70 300 65.2015 0.6005
0.88 0.75 300 65.1938 0.6287
0.88 0.80 300 65.2380 0.6585
0.88 0.85 300 65.2401 0.7014
0.88 0.90 300 65.2750 0.7281
0.88 0.95 300 65.2682 0.7529
0.88 1.00 300 65.3333 0.8374
0.92 0.00 300 63.5231 0.0738
0.92 0.05 300 63.5248 0.0772
0.92 0.10 300 63.5125 0.0859
0.92 0.15 300 63.5067 0.1036
0.92 0.20 300 63.4987 0.1265
0.92 0.25 300 63.4994 0.1459
0.92 0.30 300 63.4981 0.1811
0.92 0.35 300 63.4986 0.2068
0.92 0.40 300 63.5095 0.2448
0.92 0.45 300 63.5073 0.2730
0.92 0.50 300 63.5185 0.2904
0.92 0.55 300 63.5403 0.3282
0.92 0.60 300 63.5382 0.3618
0.92 0.65 300 63.5649 0.3940
0.92 0.70 300 63.5594 0.4002
0.92 0.75 300 63.5684 0.4212
0.92 0.80 300 63.5855 0.4468
0.92 0.85 300 63.5834 0.4839
0.92 0.90 300 63.5836 0.4887
0.92 0.95 300 63.6138 0.5383
0.92 1.00 300 63.6095 0.5321
0.96 0.00 300 61.9597 0.0484
0.96 0.05 300 61.9683 0.0484
0.96 0.10 300 61.9729 0.0544
0.96 0.15 300 61.9706 0.0608
0.96 0.20 300 61.9761 0.0718
0.96 0.25 300 61.9786 0.0876
0.96 0.30 300 61.9754 0.1036
0.96 0.35 300 61.9829 0.1260
0.96 0.40 300 61.9763 0.1332
0.96 0.45 300 61.9872 0.1553
0.96 0.50 300 61.9920 0.1696
0.96 0.55 300 61.9928 0.1889
0.96 0.60 300 62.0114 0.2054
0.96 0.65 300 61.9953 0.2028
0.96 0.70 300 61.9912 0.2220
0.96 0.75 300 62.0093 0.2458
0.96 0.80 300 62.0189 0.2577
0.96 0.85 300 62.0256 0.2473
0.96 0.90 300 62.0175 0.2626
0.96 0.95 300 62.0100 0.2740
0.96 1.00 300 62.0272 0.2864
