Frac Clast T TCmean TCstd
0.50 0.70 300 86.4871 2.4270
0.50 0.75 300 86.4649 2.5757
0.50 0.80 300 86.7046 2.7946
0.50 0.85 300 86.7955 2.9042
0.50 0.90 300 86.8706 2.9547
0.50 0.95 300 86.7745 3.2075
0.50 1.00 300 87.1257 3.3865
0.55 0.00 300 82.5953 0.3069
0.55 0.05 300 82.3942 0.3354
0.55 0.10 300 82.1812 0.3937
0.55 0.15 300 82.1158 0.5045
0.55 0.20 300 82.1249 0.6563
0.55 0.25 300 82.2541 0.8257
0.55 0.30 300 82.2615 0.9895
0.55 0.35 300 82.2822 1.1251
0.55 0.40 300 82.4425 1.2280
0.55 0.45 300 82.4850 1.3941
0.55 0.50 300 82.5521 1.6041
0.55 0.55 300 82.6251 1.7643
0.55 0.60 300 82.6654 1.8862
0.55 0.65 300 82.7697 2.0766
0.55 0.70 300 82.7130 2.2216
0.55 0.75 300 82.9344 2.3352
0.55 0.80 300 82.9957 2.4948
0.55 0.85 300 83.0829 2.5486
0.55 0.90 300 83.1437 2.7011
0.55 0.95 300 83.2573 2.9216
0.55 1.00 300 83.5495 3.0964
0.60 0.00 300 79.1577 0.2884
0.60 0.05 300 78.9825 0.3226
0.60 0.10 300 78.8620 0.3583
0.60 0.15 300 78.7865 0.4529
0.60 0.20 300 78.8717 0.5676
0.60 0.25 300 78.9219 0.7210
0.60 0.30 300 79.0039 0.8572
0.60 0.35 300 79.0354 0.9882
0.60 0.40 300 79.0435 1.0797
0.60 0.45 300 79.1697 1.2738
0.60 0.50 300 79.1522 1.4383
0.60 0.55 300 79.3554 1.5729
0.60 0.60 300 79.3622 1.7552
0.60 0.65 300 79.4728 1.7920
0.60 0.70 300 79.3642 1.8986
0.60 0.75 300 79.4258 2.1795
0.60 0.80 300 79.7019 2.2094
0.60 0.85 300 79.7978 2.4147
0.60 0.90 300 79.8169 2.4694
0.60 0.95 300 79.9666 2.7092
0.60 1.00 300 80.0909 2.7407
0.65 0.00 300 76.0080 0.2466
0.65 0.05 300 75.8877 0.2602
0.65 0.10 300 75.7926 0.3174
0.65 0.15 300 75.7441 0.3738
0.65 0.20 300 75.8412 0.4972
0.65 0.25 300 75.9153 0.6229
0.65 0.30 300 75.9634 0.7443
0.65 0.35 300 76.0330 0.8809
0.65 0.40 300 76.0723 0.9985
0.65 0.45 300 76.0858 1.0927
0.65 0.50 300 76.1352 1.2502
0.65 0.55 300 76.2337 1.4439
0.65 0.60 300 76.1845 1.4906
0.65 0.65 300 76.4112 1.6241
0.65 0.70 300 76.4242 1.7879
0.65 0.75 300 76.4380 1.8703
0.65 0.80 300 76.6050 2.0029
0.65 0.85 300 76.5277 2.1141
0.65 0.90 300 76.6019 2.2168
0.65 0.95 300 76.6709 2.3553
0.65 1.00 300 76.7826 2.4915
0.70 0.00 300 73.1477 0.2080
0.70 0.05 300 73.0445 0.2314
0.70 0.10 300 72.9936 0.2617
0.70 0.15 300 72.9647 0.3255
0.70 0.20 300 73.0538 0.4212
0.70 0.25 300 73.1141 0.5343
0.70 0.30 300 73.1657 0.6507
0.70 0.35 300 73.1854 0.7373
0.70 0.40 300 73.3068 0.8828
0.70 0.45 300 73.3064 0.9802
0.70 0.50 300 73.3493 1.0359
0.70 0.55 300 73.4454 1.2385
0.70 0.60 300 73.4118 1.2599
0.70 0.65 300 73.4671 1.3474
0.70 0.70 300 73.5059 1.4507
0.70 0.75 300 73.6605 1.6249
0.70 0.80 300 73.6796 1.7737
0.70 0.85 300 73.6603 1.7568
0.70 0.90 300 73.6816 1.9250
0.70 0.95 300 73.8785 2.0738
0.70 1.00 300 73.8335 2.1552
0.75 0.00 300 70.5356 0.1700
0.75 0.05 300 70.4632 0.1885
0.75 0.10 300 70.3985 0.2206
0.75 0.15 300 70.4414 0.2793
0.75 0.20 300 70.5037 0.3590
0.75 0.25 300 70.5164 0.4460
0.75 0.30 300 70.6180 0.5489
0.75 0.35 300 70.6275 0.6048
0.75 0.40 300 70.7126 0.7187
0.75 0.45 300 70.7115 0.7827
0.75 0.50 300 70.7641 0.8901
0.75 0.55 300 70.7577 1.0313
0.75 0.60 300 70.8432 1.0472
0.75 0.65 300 70.8252 1.1321
0.75 0.70 300 70.9008 1.2828
0.75 0.75 300 70.8857 1.2869
0.75 0.80 300 70.9596 1.3924
0.75 0.85 300 71.1051 1.5207
0.75 0.90 300 71.1742 1.6050
0.75 0.95 300 71.0556 1.6108
0.75 1.00 300 71.1997 1.7547
0.80 0.00 300 68.1582 0.1430
0.80 0.05 300 68.1006 0.1487
0.80 0.10 300 68.0635 0.1708
0.80 0.15 300 68.0906 0.2141
0.80 0.20 300 68.1470 0.2833
0.80 0.25 300 68.2173 0.3559
0.80 0.30 300 68.2222 0.4106
0.80 0.35 300 68.2682 0.4915
0.80 0.40 300 68.2893 0.5497
0.80 0.45 300 68.3185 0.6217
0.80 0.50 300 68.3023 0.6729
0.80 0.55 300 68.4038 0.8070
0.80 0.60 300 68.3727 0.8478
0.80 0.65 300 68.3888 0.8843
0.80 0.70 300 68.4256 0.9707
0.80 0.75 300 68.4916 1.0788
0.80 0.80 300 68.5414 1.1282
0.80 0.85 300 68.5888 1.1712
0.80 0.90 300 68.6169 1.2843
0.80 0.95 300 68.5749 1.3104
0.80 1.00 300 68.6786 1.3666
0.85 0.00 300 65.9833 0.1043
0.85 0.05 300 65.9532 0.1117
0.85 0.10 300 65.9346 0.1309
0.85 0.15 300 65.9375 0.1638
0.85 0.20 300 65.9862 0.2024
0.85 0.25 300 66.0287 0.2518
0.85 0.30 300 66.0684 0.3186
0.85 0.35 300 66.0556 0.3574
0.85 0.40 300 66.0992 0.4295
0.85 0.45 300 66.1135 0.4902
0.85 0.50 300 66.1150 0.5228
0.85 0.55 300 66.1624 0.5645
0.85 0.60 300 66.1826 0.6754
0.85 0.65 300 66.2030 0.6704
0.85 0.70 300 66.1837 0.7265
0.85 0.75 300 66.1999 0.7707
0.85 0.80 300 66.2141 0.7903
0.85 0.85 300 66.2464 0.8539
0.85 0.90 300 66.2372 0.8734
0.85 0.95 300 66.3127 0.9950
0.85 1.00 300 66.2790 0.9944
0.90 0.00 300 64.0015 0.0679
0.90 0.05 300 63.9842 0.0719
0.90 0.10 300 63.9780 0.0860
0.90 0.15 300 63.9781 0.1057
0.90 0.20 300 64.0090 0.1373
0.90 0.25 300 64.0262 0.1740
0.90 0.30 300 64.0566 0.2180
0.90 0.35 300 64.0586 0.2432
0.90 0.40 300 64.0680 0.2864
0.90 0.45 300 64.0813 0.3196
0.90 0.50 300 64.0851 0.3442
0.90 0.55 300 64.1216 0.3828
0.90 0.60 300 64.1156 0.4118
0.90 0.65 300 64.1334 0.4420
0.90 0.70 300 64.1362 0.4675
0.90 0.75 300 64.1316 0.5009
0.90 0.80 300 64.1444 0.5230
0.90 0.85 300 64.1694 0.5795
0.90 0.90 300 64.1458 0.5873
0.90 0.95 300 64.2048 0.6407
0.90 1.00 300 64.1582 0.6176
0.95 0.00 300 62.2001 0.0354
0.95 0.05 300 62.1890 0.0385
0.95 0.10 300 62.1865 0.0481
0.95 0.15 300 62.1843 0.0543
0.95 0.20 300 62.1952 0.0726
0.95 0.25 300 62.2024 0.0921
0.95 0.30 300 62.2136 0.1123
0.95 0.35 300 62.2154 0.1336
0.95 0.40 300 62.2193 0.1511
0.95 0.45 300 62.2197 0.1585
0.95 0.50 300 62.2383 0.1832
0.95 0.55 300 62.2314 0.1961
0.95 0.60 300 62.2301 0.2083
0.95 0.65 300 62.2317 0.2251
0.95 0.70 300 62.2470 0.2447
0.95 0.75 300 62.2557 0.2569
0.95 0.80 300 62.2604 0.2802
0.95 0.85 300 62.2578 0.2991
0.95 0.90 300 62.2596 0.2824
0.95 0.95 300 62.2364 0.3026
0.95 1.00 300 62.2603 0.3120
