Frac Clast T TCmean TCstd
0.55 0.60 300 83.2132 1.7862
0.55 0.65 300 83.3191 1.9639
0.55 0.70 300 83.2834 2.0919
0.55 0.75 300 83.4925 2.2114
0.55 0.80 300 83.5718 2.3525
0.55 0.85 300 83.6523 2.3996
0.55 0.90 300 83.7356 2.5395
0.55 0.95 300 83.8470 2.7414
0.55 1.00 300 84.1330 2.9170
0.60 0.00 300 79.7555 0.2846
0.60 0.05 300 79.6353 0.3090
0.60 0.10 300 79.5179 0.3431
0.60 0.15 300 79.3702 0.4362
0.60 0.20 300 79.3886 0.5473
0.60 0.25 300 79.4117 0.6897
0.60 0.30 300 79.4856 0.8184
0.60 0.35 300 79.5360 0.9469
0.60 0.40 300 79.5513 1.0281
0.60 0.45 300 79.6875 1.2091
0.60 0.50 300 79.6965 1.3679
0.60 0.55 300 79.8838 1.5000
0.60 0.60 300 79.9126 1.6614
0.60 0.65 300 80.0369 1.7067
0.60 0.70 300 79.9376 1.8010
0.60 0.75 300 80.0126 2.0656
0.60 0.80 300 80.2846 2.0813
0.60 0.85 300 80.3869 2.2843
0.60 0.90 300 80.4095 2.3117
0.60 0.95 300 80.5413 2.5571
0.60 1.00 300 80.6864 2.5755
0.65 0.00 300 76.5425 0.2416
0.65 0.05 300 76.4813 0.2519
0.65 0.10 300 76.4023 0.3079
0.65 0.15 300 76.3103 0.3560
0.65 0.20 300 76.3602 0.4770
0.65 0.25 300 76.4246 0.6041
0.65 0.30 300 76.4613 0.7219
0.65 0.35 300 76.5413 0.8400
0.65 0.40 300 76.5750 0.9673
0.65 0.45 300 76.6129 1.0421
0.65 0.50 300 76.6793 1.1898
0.65 0.55 300 76.7678 1.3806
0.65 0.60 300 76.7327 1.4216
0.65 0.65 300 76.9541 1.5359
0.65 0.70 300 77.0031 1.6915
0.65 0.75 300 77.0044 1.7834
0.65 0.80 300 77.1731 1.8929
0.65 0.85 300 77.1050 1.9909
0.65 0.90 300 77.2066 2.0845
0.65 0.95 300 77.2633 2.2113
0.65 1.00 300 77.3771 2.3269
0.70 0.00 300 73.6198 0.2097
0.70 0.05 300 73.5780 0.2248
0.70 0.10 300 73.5522 0.2532
0.70 0.15 300 73.4973 0.3134
0.70 0.20 300 73.5547 0.4070
0.70 0.25 300 73.6007 0.5148
0.70 0.30 300 73.6467 0.6265
0.70 0.35 300 73.6787 0.7107
0.70 0.40 300 73.8021 0.8437
0.70 0.45 300 73.8008 0.9438
0.70 0.50 300 73.8751 0.9959
0.70 0.55 300 73.9531 1.1882
0.70 0.60 300 73.9364 1.2106
0.70 0.65 300 74.0027 1.2974
0.70 0.70 300 74.0501 1.3927
0.70 0.75 300 74.2065 1.5553
0.70 0.80 300 74.2317 1.6845
0.70 0.85 300 74.2105 1.6799
0.70 0.90 300 74.2430 1.8284
0.70 0.95 300 74.4357 1.9701
0.70 1.00 300 74.4070 2.0256
0.75 0.00 300 70.9407 0.1742
0.75 0.05 300 70.9284 0.1877
0.75 0.10 300 70.8959 0.2159
0.75 0.15 300 70.9284 0.2697
0.75 0.20 300 70.9713 0.3463
0.75 0.25 300 70.9711 0.4342
0.75 0.30 300 71.0704 0.5345
0.75 0.35 300 71.0860 0.5927
0.75 0.40 300 71.1662 0.7041
0.75 0.45 300 71.1862 0.7546
0.75 0.50 300 71.2350 0.8689
0.75 0.55 300 71.2344 1.0007
0.75 0.60 300 71.3242 1.0168
0.75 0.65 300 71.3190 1.0872
0.75 0.70 300 71.3866 1.2391
0.75 0.75 300 71.3960 1.2471
0.75 0.80 300 71.4634 1.3365
0.75 0.85 300 71.6051 1.4596
0.75 0.90 300 71.6842 1.5308
0.75 0.95 300 71.5706 1.5490
0.75 1.00 300 71.7287 1.6603
0.80 0.00 300 68.4957 0.1487
0.80 0.05 300 68.4965 0.1503
0.80 0.10 300 68.4972 0.1685
0.80 0.15 300 68.5174 0.2104
0.80 0.20 300 68.5645 0.2736
0.80 0.25 300 68.6263 0.3459
0.80 0.30 300 68.6314 0.3987
0.80 0.35 300 68.6694 0.4801
0.80 0.40 300 68.6971 0.5408
0.80 0.45 300 68.7307 0.6184
0.80 0.50 300 68.7186 0.6613
0.80 0.55 300 68.8267 0.7925
0.80 0.60 300 68.7932 0.8339
0.80 0.65 300 68.8214 0.8798
0.80 0.70 300 68.8601 0.9472
0.80 0.75 300 68.9253 1.0572
0.80 0.80 300 68.9795 1.0900
0.80 0.85 300 69.0392 1.1388
0.80 0.90 300 69.0637 1.2426
0.80 0.95 300 69.0205 1.2663
0.80 1.00 300 69.1367 1.3210
0.85 0.00 300 66.2516 0.1119
0.85 0.05 300 66.2711 0.1159
0.85 0.10 300 66.2857 0.1314
0.85 0.15 300 66.2908 0.1655
0.85 0.20 300 66.3353 0.1996
0.85 0.25 300 66.3691 0.2475
0.85 0.30 300 66.4106 0.3202
0.85 0.35 300 66.3960 0.3623
0.85 0.40 300 66.4400 0.4295
0.85 0.45 300 66.4474 0.4861
0.85 0.50 300 66.4556 0.5214
0.85 0.55 300 66.5086 0.5703
0.85 0.60 300 66.5284 0.6723
0.85 0.65 300 66.5470 0.6687
0.85 0.70 300 66.5313 0.7267
0.85 0.75 300 66.5594 0.7644
0.85 0.80 300 66.5767 0.7824
0.85 0.85 300 66.6075 0.8447
0.85 0.90 300 66.6140 0.8602
0.85 0.95 300 66.7024 0.9740
0.85 1.00 300 66.6449 0.9703
0.90 0.00 300 64.1883 0.0768
0.90 0.05 300 64.2113 0.0796
0.90 0.10 300 64.2334 0.0933
0.90 0.15 300 64.2408 0.1085
0.90 0.20 300 64.2674 0.1382
0.90 0.25 300 64.2793 0.1763
0.90 0.30 300 64.3111 0.2234
0.90 0.35 300 64.3093 0.2529
0.90 0.40 300 64.3210 0.3008
0.90 0.45 300 64.3353 0.3313
0.90 0.50 300 64.3343 0.3512
0.90 0.55 300 64.3757 0.4020
0.90 0.60 300 64.3731 0.4295
0.90 0.65 300 64.3901 0.4577
0.90 0.70 300 64.3987 0.4798
0.90 0.75 300 64.4007 0.5099
0.90 0.80 300 64.4146 0.5353
0.90 0.85 300 64.4426 0.5910
0.90 0.90 300 64.4101 0.6029
0.90 0.95 300 64.4929 0.6447
0.90 1.00 300 64.4347 0.6246
0.95 0.00 300 62.2959 0.0452
0.95 0.05 300 62.3097 0.0486
0.95 0.10 300 62.3262 0.0566
0.95 0.15 300 62.3290 0.0616
0.95 0.20 300 62.3378 0.0782
0.95 0.25 300 62.3450 0.0983
0.95 0.30 300 62.3580 0.1247
0.95 0.35 300 62.3598 0.1421
0.95 0.40 300 62.3613 0.1624
0.95 0.45 300 62.3667 0.1755
0.95 0.50 300 62.3862 0.2044
0.95 0.55 300 62.3789 0.2157
0.95 0.60 300 62.3774 0.2327
0.95 0.65 300 62.3812 0.2473
0.95 0.70 300 62.3993 0.2610
0.95 0.75 300 62.4092 0.2802
0.95 0.80 300 62.4156 0.3029
0.95 0.85 300 62.4203 0.3204
0.95 0.90 300 62.4224 0.3062
0.95 0.95 300 62.3930 0.3288
0.95 1.00 300 62.4212 0.3342
