fname time Tem kT_1 n1 Rs tau_n Rsh n2 tau_g rmsre 
0D15 36864 300.06 38.64 1.000000000E+00 8.361155371E-01 1.143617346E-05 4.086947815E+05 1.979847670E+00 6.699454969E-06 1.911234293E-02 
0D15 36864 300.06 38.64 1.000000000E+00 8.361155371E-01 1.143617346E-05 4.086947815E+05 1.979847670E+00 6.699454969E-06 1.911234293E-02 
0D15 36864 300.06 38.64 1.000000000E+00 8.361155371E-01 1.143617346E-05 4.086947815E+05 1.979847670E+00 6.699454969E-06 1.911234293E-02 
0D16 37780 302.59 38.317 1.000000000E+00 8.435912945E-01 1.079457814E-05 3.710673738E+05 1.953984880E+00 7.494894217E-06 1.660050938E-02 
0D16 37780 302.59 38.317 1.000000000E+00 8.435912945E-01 1.079457814E-05 3.710673738E+05 1.953984880E+00 7.494894217E-06 1.660050938E-02 
0D16 37780 302.59 38.317 1.000000000E+00 8.435912945E-01 1.079457814E-05 3.710673738E+05 1.953984880E+00 7.494894217E-06 1.660050938E-02 
0D17 37876 302.58 38.318 1.000000000E+00 8.016815733E-01 1.121833253E-05 3.635599680E+05 1.947209991E+00 7.367359392E-06 2.190713613E-02 
0D17 37876 302.58 38.318 1.000000000E+00 8.016815733E-01 1.121833253E-05 3.635599680E+05 1.947209991E+00 7.367359392E-06 2.190713613E-02 
0D17 37876 302.58 38.318 1.000000000E+00 8.016815733E-01 1.121833253E-05 3.635599680E+05 1.947209991E+00 7.367359392E-06 2.190713613E-02 
0D18 37996 302.58 38.318 1.000000000E+00 8.234986698E-01 1.081052957E-05 3.529251136E+05 1.968591799E+00 6.958728863E-06 2.844879565E-02 
0D18 37996 302.58 38.318 1.000000000E+00 8.234986698E-01 1.081052957E-05 3.529251136E+05 1.968591799E+00 6.958728863E-06 2.844879565E-02 
0D18 37996 302.58 38.318 1.000000000E+00 8.234986698E-01 1.081052957E-05 3.529251136E+05 1.968591799E+00 6.958728863E-06 2.844879565E-02 
0D19 38888 305.08 38.004 1.000000000E+00 8.662554840E-01 1.060497943E-05 3.459588818E+05 1.982881493E+00 6.911046248E-06 6.643473964E-02 
0D19 38888 305.08 38.004 1.000000000E+00 8.662554840E-01 1.060497943E-05 3.459588818E+05 1.982881493E+00 6.911046248E-06 6.643473964E-02 
0D19 38888 305.08 38.004 1.000000000E+00 8.662554840E-01 1.060497943E-05 3.459588818E+05 1.982881493E+00 6.911046248E-06 6.643473964E-02 
0D20 38990 305.08 38.004 1.000000000E+00 8.940208281E-01 1.046993743E-05 3.400494356E+05 2.047062775E+00 5.894903502E-06 1.971038721E-02 
0D20 38990 305.08 38.004 1.000000000E+00 8.827549518E-01 1.062649407E-05 3.317100020E+05 1.996994726E+00 6.526710232E-06 1.901789867E-02 
0D20 38990 305.08 38.004 1.000000000E+00 8.827549518E-01 1.062649407E-05 3.317100020E+05 1.996994726E+00 6.526710232E-06 1.901789867E-02 
0D21 39090 305.06 38.006 1.000000000E+00 8.616108724E-01 1.071203494E-05 3.285001589E+05 1.997038565E+00 6.523043286E-06 2.023305987E-02 
0D21 39090 305.06 38.006 1.000000000E+00 8.616108724E-01 1.071203494E-05 3.285001589E+05 1.997038565E+00 6.523043286E-06 2.023305987E-02 
0D21 39090 305.06 38.006 1.000000000E+00 8.616108724E-01 1.071203494E-05 3.285001589E+05 1.997038565E+00 6.523043286E-06 2.023305987E-02 
0D22 39970 307.57 37.696 1.000000000E+00 8.551485028E-01 1.066190111E-05 3.076504461E+05 1.986851179E+00 6.742729843E-06 2.076021660E-02 
0D22 39970 307.57 37.696 1.000000000E+00 8.551485028E-01 1.066190111E-05 3.076504461E+05 1.986851179E+00 6.742729843E-06 2.076021660E-02 
0D22 39970 307.57 37.696 1.000000000E+00 8.551485028E-01 1.066190111E-05 3.076504461E+05 1.986851179E+00 6.742729843E-06 2.076021660E-02 
0D23 43226 304.9 38.026 1.000000000E+00 1.009391273E+00 8.370432477E-06 3.239032791E+05 1.951538029E+00 7.241468196E-06 2.167645450E-02 
0D23 43226 304.9 38.026 1.000000000E+00 1.008139135E+00 8.393733711E-06 3.204076346E+05 1.937561229E+00 7.551473818E-06 2.185403930E-02 
0D23 43226 304.9 38.026 1.000000000E+00 1.008139135E+00 8.393733711E-06 3.204076346E+05 1.937561229E+00 7.551473818E-06 2.185403930E-02 
0D24 43324 304.9 38.026 1.000000000E+00 1.011964678E+00 8.305055165E-06 3.213514601E+05 1.989509883E+00 6.469186043E-06 2.067801531E-02 
0D24 43324 304.9 38.026 1.000000000E+00 1.011964678E+00 8.305055165E-06 3.213514601E+05 1.989509883E+00 6.469186043E-06 2.067801531E-02 
0D24 43324 304.9 38.026 1.000000000E+00 1.011964678E+00 8.305055165E-06 3.213514601E+05 1.989509883E+00 6.469186043E-06 2.067801531E-02 
0D25 43424 304.91 38.025 1.000000000E+00 1.022387470E+00 8.133160500E-06 3.319428452E+05 2.056368534E+00 5.397017436E-06 2.157008180E-02 
0D25 43424 304.91 38.025 1.000000000E+00 1.024904435E+00 8.092088807E-06 3.356201618E+05 2.077173422E+00 5.180660191E-06 2.181666341E-02 
0D25 43424 304.91 38.025 1.000000000E+00 1.022387470E+00 8.133160500E-06 3.319428452E+05 2.056368534E+00 5.397017436E-06 2.157008180E-02 
0D26 44152 307.52 37.702 1.000000000E+00 9.871441492E-01 8.468679681E-06 3.026346740E+05 2.023897017E+00 5.967810822E-06 2.357614905E-02 
0D26 44152 307.52 37.702 1.000000000E+00 9.871441492E-01 8.468679681E-06 3.026346740E+05 2.023897017E+00 5.967810822E-06 2.357614905E-02 
0D26 44152 307.52 37.702 1.000000000E+00 9.871441492E-01 8.468679681E-06 3.026346740E+05 2.023897017E+00 5.967810822E-06 2.357614905E-02 
0D27 44262 307.51 37.703 1.000000000E+00 1.123208487E+00 7.986850587E-06 2.967382594E+05 2.061834988E+00 5.499271924E-06 2.900063369E-02 
0D27 44262 307.51 37.703 1.000000000E+00 1.123208487E+00 7.986850587E-06 2.967382594E+05 2.061834988E+00 5.499271924E-06 2.900063369E-02 
0D27 44262 307.51 37.703 1.000000000E+00 1.123208487E+00 7.986850587E-06 2.967382594E+05 2.061834988E+00 5.499271924E-06 2.900063369E-02 
0D28 44358 307.51 37.703 1.000000000E+00 1.115935072E+00 8.418402574E-06 2.899196580E+05 2.048249668E+00 5.546467585E-06 2.265063840E-02 
0D28 44358 307.51 37.703 1.000000000E+00 1.115935072E+00 8.418402574E-06 2.899196580E+05 2.048249668E+00 5.546467585E-06 2.265063840E-02 
0D28 44358 307.51 37.703 1.000000000E+00 1.115935072E+00 8.418402574E-06 2.899196580E+05 2.048249668E+00 5.546467585E-06 2.265063840E-02 
0D29 45172 310.05 37.395 1.000000000E+00 1.011732479E+00 8.760965407E-06 2.674102500E+05 2.033214487E+00 6.014371183E-06 3.457079084E-02 
0D29 45172 310.05 37.395 1.000000000E+00 1.011732479E+00 8.760965407E-06 2.674102500E+05 2.033214487E+00 6.014371183E-06 3.457079084E-02 
0D29 45172 310.05 37.395 1.000000000E+00 1.011732479E+00 8.760965407E-06 2.674102500E+05 2.033214487E+00 6.014371183E-06 3.457079084E-02 
0D30 45272 310.05 37.395 1.000000000E+00 1.032116533E+00 8.704286262E-06 2.596056450E+05 2.014563984E+00 6.060668597E-06 2.800677900E-02 
0D30 45272 310.05 37.395 1.000000000E+00 1.032116533E+00 8.704286262E-06 2.596056450E+05 2.014563984E+00 6.060668597E-06 2.800677900E-02 
0D30 45272 310.05 37.395 1.000000000E+00 1.032116533E+00 8.704286262E-06 2.596056450E+05 2.014563984E+00 6.060668597E-06 2.800677900E-02 
0D31 45376 310.05 37.395 1.000000000E+00 1.059304488E+00 8.312647755E-06 2.663138426E+05 2.084429334E+00 5.244524922E-06 2.244840925E-02 
0D31 45376 310.05 37.395 1.000000000E+00 1.059304488E+00 8.312647755E-06 2.663138426E+05 2.084429334E+00 5.244524922E-06 2.244840925E-02 
0D31 45376 310.05 37.395 1.000000000E+00 1.059304488E+00 8.312647755E-06 2.663138426E+05 2.084429334E+00 5.244524922E-06 2.244840925E-02 
0D32 46198 312.57 37.093 1.000000000E+00 9.634296609E-01 8.951628754E-06 2.437944133E+05 2.031226067E+00 5.952099108E-06 1.976993282E-02 
0D32 46198 312.57 37.093 1.000000000E+00 9.634296609E-01 8.951628754E-06 2.437944133E+05 2.031226067E+00 5.952099108E-06 1.976993282E-02 
0D32 46198 312.57 37.093 1.000000000E+00 9.634296609E-01 8.951628754E-06 2.437944133E+05 2.031226067E+00 5.952099108E-06 1.976993282E-02 
0D33 46298 312.57 37.093 1.000000000E+00 9.627913628E-01 8.888171263E-06 2.301299391E+05 2.041262743E+00 5.834485735E-06 2.047431761E-02 
0D33 46298 312.57 37.093 1.000000000E+00 9.627913628E-01 8.888171263E-06 2.301299391E+05 2.041262743E+00 5.834485735E-06 2.047431761E-02 
0D33 46298 312.57 37.093 1.000000000E+00 9.627913628E-01 8.888171263E-06 2.301299391E+05 2.041262743E+00 5.834485735E-06 2.047431761E-02 
0D34 46452 312.56 37.094 1.000000000E+00 9.798826843E-01 8.586339990E-06 1.000000000E+10 2.617884598E+00 1.693140169E-06 5.068886098E-01 
0D34 46452 312.56 37.094 1.000000000E+00 9.798826843E-01 8.586339990E-06 9.999999999E+09 2.617884598E+00 1.693140169E-06 5.068886098E-01 
0D34 46452 312.56 37.094 1.000000000E+00 9.798826843E-01 8.586339990E-06 9.999999999E+09 2.617884598E+00 1.693140169E-06 5.068886098E-01 
0D35 47278 315.07 36.799 1.000000000E+00 9.489502531E-01 9.428727996E-06 2.150145354E+05 1.979496260E+00 6.525652665E-06 1.463337898E-02 
0D35 47278 315.07 36.799 1.000000000E+00 9.489502531E-01 9.428727996E-06 2.150145354E+05 1.979496260E+00 6.525652665E-06 1.463337898E-02 
0D35 47278 315.07 36.799 1.000000000E+00 9.489502531E-01 9.428727996E-06 2.150145354E+05 1.979496260E+00 6.525652665E-06 1.463337898E-02 
0D36 47378 315.06 36.8 1.000000000E+00 9.315354330E-01 9.939703271E-06 1.998610684E+05 1.934482330E+00 7.113058201E-06 2.532570015E-02 
0D36 47378 315.06 36.8 1.000000000E+00 9.315354330E-01 9.939703271E-06 1.998610684E+05 1.934482330E+00 7.113058201E-06 2.532570015E-02 
0D36 47378 315.06 36.8 1.000000000E+00 9.315354330E-01 9.939703271E-06 1.998610684E+05 1.934482330E+00 7.113058201E-06 2.532570015E-02 
0D37 47474 315.07 36.799 1.000000000E+00 9.907121176E-01 9.145240304E-06 2.101423212E+05 2.057534180E+00 5.601404386E-06 1.800075303E-02 
0D37 47474 315.07 36.799 1.000000000E+00 1.036228360E+00 8.690171319E-06 2.183422865E+05 2.115596502E+00 5.020436810E-06 1.832232858E-02 
0D37 47474 315.07 36.799 1.000000000E+00 1.036228360E+00 8.690171319E-06 2.183422865E+05 2.115596502E+00 5.020436810E-06 1.832232858E-02 
0D38 48300 317.58 36.508 1.000000000E+00 8.795126431E-01 9.908510073E-06 2.007676165E+05 2.069601248E+00 5.412782569E-06 2.558838797E-02 
0D38 48300 317.58 36.508 1.000000000E+00 8.795126431E-01 9.908510073E-06 2.007676165E+05 2.069601248E+00 5.412782569E-06 2.558838797E-02 
0D38 48300 317.58 36.508 1.000000000E+00 8.795126431E-01 9.908510073E-06 2.007676165E+05 2.069601248E+00 5.412782569E-06 2.558838797E-02 
0D39 48406 317.57 36.509 1.000000000E+00 9.233135787E-01 9.579252280E-06 2.033509613E+05 2.125402265E+00 4.764994858E-06 1.682150103E-02 
0D39 48406 317.57 36.509 1.000000000E+00 9.233135787E-01 9.579252280E-06 2.033509613E+05 2.125402265E+00 4.764994858E-06 1.682150103E-02 
0D39 48406 317.57 36.509 1.000000000E+00 9.233135787E-01 9.579252280E-06 2.033509613E+05 2.125402265E+00 4.764994858E-06 1.682150103E-02 
0D40 48498 317.58 36.508 1.000000000E+00 9.413542693E-01 9.386449814E-06 1.992982986E+05 2.121805092E+00 4.874150289E-06 1.845472927E-02 
0D40 48498 317.58 36.508 1.000000000E+00 9.413542693E-01 9.386449814E-06 1.992982986E+05 2.121805092E+00 4.874150289E-06 1.845472927E-02 
0D40 48498 317.58 36.508 1.000000000E+00 9.413542693E-01 9.386449814E-06 1.992982986E+05 2.121805092E+00 4.874150289E-06 1.845472927E-02 
0D41 49306 320.08 36.223 1.000000000E+00 8.624162197E-01 1.028352275E-05 1.596758531E+05 1.928100208E+00 7.228047615E-06 3.113411990E-02 
0D41 49306 320.08 36.223 1.000000000E+00 8.624162197E-01 1.028352275E-05 1.596758531E+05 1.928100208E+00 7.228047615E-06 3.113411990E-02 
0D41 49306 320.08 36.223 1.000000000E+00 8.624162197E-01 1.028352275E-05 1.596758531E+05 1.928100208E+00 7.228047615E-06 3.113411990E-02 
0D42 49402 320.08 36.223 1.000000000E+00 8.511614251E-01 1.024215301E-05 1.679023470E+05 2.009597008E+00 5.953647668E-06 2.144090124E-02 
0D42 49402 320.08 36.223 1.000000000E+00 8.511614251E-01 1.024215301E-05 1.679023470E+05 2.009597008E+00 5.953647668E-06 2.144090124E-02 
0D42 49402 320.08 36.223 1.000000000E+00 8.511614251E-01 1.024215301E-05 1.679023470E+05 2.009597008E+00 5.953647668E-06 2.144090124E-02 
0D43 49496 320.08 36.223 1.000000000E+00 8.722856342E-01 9.860445870E-06 1.701866767E+05 2.049678234E+00 5.527583079E-06 1.667992464E-02 
0D43 49496 320.08 36.223 1.000000000E+00 8.722856342E-01 9.860445870E-06 1.701866767E+05 2.049678234E+00 5.527583079E-06 1.667992464E-02 
0D43 49496 320.08 36.223 1.000000000E+00 8.722856342E-01 9.860445870E-06 1.701866767E+05 2.049678234E+00 5.527583079E-06 1.667992464E-02 
0D44 50290 322.57 35.943 1.000000000E+00 8.906403646E-01 1.017373303E-05 1.539755428E+05 2.008553935E+00 6.022534948E-06 2.273472985E-02 
0D44 50290 322.57 35.943 1.000000000E+00 8.906403646E-01 1.017373303E-05 1.539755428E+05 2.008553935E+00 6.022534948E-06 2.273472985E-02 
0D44 50290 322.57 35.943 1.000000000E+00 8.906403646E-01 1.017373303E-05 1.539755428E+05 2.008553935E+00 6.022534948E-06 2.273472985E-02 
0D45 50386 322.57 35.943 1.000000000E+00 8.795699221E-01 1.026816815E-05 1.504506385E+05 2.008820332E+00 5.986930302E-06 1.325475169E-02 
0D45 50386 322.57 35.943 1.000000000E+00 8.795699221E-01 1.026816815E-05 1.504506385E+05 2.008820332E+00 5.986930302E-06 1.325475169E-02 
0D45 50386 322.57 35.943 1.000000000E+00 8.795699221E-01 1.026816815E-05 1.504506385E+05 2.008820332E+00 5.986930302E-06 1.325475169E-02 
0D46 50478 322.58 35.942 1.000000000E+00 8.912591183E-01 1.015432536E-05 1.531951855E+05 2.031700410E+00 5.659566188E-06 1.253513139E-02 
0D46 50478 322.58 35.942 1.000000000E+00 8.912591183E-01 1.015432536E-05 1.531951855E+05 2.031700410E+00 5.659566188E-06 1.253513139E-02 
0D46 50478 322.58 35.942 1.000000000E+00 8.912591183E-01 1.015432536E-05 1.531951855E+05 2.031700410E+00 5.659566188E-06 1.253513139E-02 
0D47 51240 325.06 35.668 1.000000000E+00 8.363383481E-01 1.035760838E-05 1.444497334E+05 2.010369210E+00 5.876071541E-06 1.030316664E-02 
0D47 51240 325.06 35.668 1.000000000E+00 8.363383481E-01 1.035760838E-05 1.444497334E+05 2.010369210E+00 5.876071541E-06 1.030316664E-02 
0D47 51240 325.06 35.668 1.000000000E+00 8.363383481E-01 1.035760838E-05 1.444497334E+05 2.010369210E+00 5.876071541E-06 1.030316664E-02 
0D48 51334 325.07 35.667 1.000000000E+00 8.302160075E-01 1.058241017E-05 1.345909566E+05 1.959908115E+00 6.569496746E-06 1.994877765E-02 
0D48 51334 325.07 35.667 1.000000000E+00 8.302160075E-01 1.058241017E-05 1.345909566E+05 1.959908115E+00 6.569496746E-06 1.994877765E-02 
0D48 51334 325.07 35.667 1.000000000E+00 8.302160075E-01 1.058241017E-05 1.345909566E+05 1.959908115E+00 6.569496746E-06 1.994877765E-02 
0D49 51428 325.06 35.668 1.000000000E+00 8.208223198E-01 1.044804917E-05 1.398310866E+05 1.998455836E+00 5.938448707E-06 1.155042050E-02 
0D49 51428 325.06 35.668 1.000000000E+00 8.208223198E-01 1.044804917E-05 1.398310866E+05 1.998455836E+00 5.938448707E-06 1.155042050E-02 
0D49 51428 325.06 35.668 1.000000000E+00 8.208223198E-01 1.044804917E-05 1.398310866E+05 1.998455836E+00 5.938448707E-06 1.155042050E-02 
0D50 52196 327.58 35.394 1.000000000E+00 7.948094189E-01 1.050590119E-05 1.283784233E+05 1.986207699E+00 6.132217305E-06 1.085830955E-02 
0D50 52196 327.58 35.394 1.000000000E+00 7.948094189E-01 1.050590119E-05 1.283784233E+05 1.986207699E+00 6.132217305E-06 1.085830955E-02 
0D50 52196 327.58 35.394 1.000000000E+00 7.948094189E-01 1.050590119E-05 1.283784233E+05 1.986207699E+00 6.132217305E-06 1.085830955E-02 
0D51 52288 327.59 35.392 1.000000000E+00 8.100075400E-01 1.055449399E-05 1.273933228E+05 1.963254696E+00 6.324849686E-06 5.365406341E-01 
0D51 52288 327.59 35.392 1.000000000E+00 8.100075400E-01 1.055449399E-05 1.273933228E+05 1.963254696E+00 6.324849686E-06 5.365406341E-01 
0D51 52288 327.59 35.392 1.000000000E+00 8.100075400E-01 1.055449399E-05 1.273933228E+05 1.963254696E+00 6.324849686E-06 5.365406341E-01 
0D52 52380 327.59 35.392 1.000000000E+00 8.068243359E-01 1.065361155E-05 1.275837699E+05 1.988805514E+00 6.067339144E-06 2.999953233E-02 
0D52 52380 327.59 35.392 1.000000000E+00 8.068243359E-01 1.065361155E-05 1.275837699E+05 1.988805514E+00 6.067339144E-06 2.999953233E-02 
0D52 52380 327.59 35.392 1.000000000E+00 8.068243359E-01 1.065361155E-05 1.275837699E+05 1.988805514E+00 6.067339144E-06 2.999953233E-02 
0D53 53120 330.08 35.125 1.000000000E+00 8.063509704E-01 1.068563507E-05 1.146904757E+05 1.958695506E+00 6.492441652E-06 2.058242590E-02 
0D53 53120 330.08 35.125 1.000000000E+00 8.063509704E-01 1.068563507E-05 1.146904757E+05 1.958695506E+00 6.492441652E-06 2.058242590E-02 
0D53 53120 330.08 35.125 1.000000000E+00 8.063509704E-01 1.068563507E-05 1.146904757E+05 1.958695506E+00 6.492441652E-06 2.058242590E-02 
0D54 53212 330.08 35.125 1.000000000E+00 8.226614299E-01 1.062720083E-05 1.169702788E+05 1.983159262E+00 6.148092890E-06 1.137098815E-02 
0D54 53212 330.08 35.125 1.000000000E+00 8.226614299E-01 1.062720083E-05 1.169702788E+05 1.983159262E+00 6.148092890E-06 1.137098815E-02 
0D54 53212 330.08 35.125 1.000000000E+00 8.302884182E-01 1.050578737E-05 1.218623955E+05 2.036488930E+00 5.590460244E-06 1.092876308E-02 
0D55 53316 330.08 35.125 1.000000000E+00 8.566458242E-01 1.034972885E-05 1.293163823E+05 2.097372976E+00 4.975956050E-06 1.730400967E-02 
0D55 53316 330.08 35.125 1.000000000E+00 8.679420895E-01 1.018275984E-05 1.405319561E+05 2.197628484E+00 4.260617776E-06 1.681035812E-02 
0D55 53316 330.08 35.125 1.000000000E+00 8.679420895E-01 1.018275984E-05 1.405319561E+05 2.197628484E+00 4.260617776E-06 1.681035812E-02 
0D56 54050 332.58 34.861 1.000000000E+00 8.307531111E-01 1.044776749E-05 1.128173544E+05 2.026669891E+00 5.707264913E-06 1.355870846E-02 
0D56 54050 332.58 34.861 1.000000000E+00 8.307531111E-01 1.044776749E-05 1.128173544E+05 2.026669891E+00 5.707264913E-06 1.355870846E-02 
0D56 54050 332.58 34.861 1.000000000E+00 8.307531111E-01 1.044776749E-05 1.128173544E+05 2.026669891E+00 5.707264913E-06 1.355870846E-02 
0D57 54140 332.58 34.861 1.000000000E+00 8.130789557E-01 1.069636488E-05 1.110154523E+05 2.009495579E+00 5.806705743E-06 9.040273494E-03 
0D57 54140 332.58 34.861 1.000000000E+00 8.130789557E-01 1.069636488E-05 1.110154523E+05 2.009495579E+00 5.806705743E-06 9.040273494E-03 
0D57 54140 332.58 34.861 1.000000000E+00 8.130789557E-01 1.069636488E-05 1.110154523E+05 2.009495579E+00 5.806705743E-06 9.040273494E-03 
0D58 54236 332.57 34.862 1.000000000E+00 8.198532653E-01 1.057896585E-05 1.057599778E+05 1.968858964E+00 6.391320171E-06 8.986419215E-03 
0D58 54236 332.57 34.862 1.000000000E+00 8.198532653E-01 1.057896585E-05 1.057599778E+05 1.968858964E+00 6.391320171E-06 8.986419215E-03 
0D58 54236 332.57 34.862 1.000000000E+00 8.198532653E-01 1.057896585E-05 1.057599778E+05 1.968858964E+00 6.391320171E-06 8.986419215E-03 
0D59 54958 335.08 34.601 1.000000000E+00 7.769288433E-01 1.110352845E-05 9.535356034E+04 1.908005225E+00 7.053000409E-06 1.919259740E-02 
0D59 54958 335.08 34.601 1.000000000E+00 7.769288433E-01 1.110352845E-05 9.535356034E+04 1.908005225E+00 7.053000409E-06 1.919259740E-02 
