Ytrue por Lambda Ypred RelError
1.675940e+00 6.500000e+01 1.008200e+04 1.683418e+00 4.462034e-03
2.627820e+00 3.200000e+01 4.409000e+03 2.628992e+00 4.460894e-04
2.938540e+00 2.000000e+01 1.052400e+04 2.940637e+00 7.135378e-04
3.026150e+00 1.800000e+01 2.053000e+03 3.020941e+00 1.721320e-03
2.460660e+00 3.800000e+01 3.147000e+03 2.466808e+00 2.498633e-03
1.733030e+00 6.300000e+01 5.258000e+03 1.740547e+00 4.337232e-03
2.169470e+00 4.800000e+01 3.564000e+03 2.177568e+00 3.732715e-03
1.576070e+00 6.900000e+01 5.570000e+03 1.575221e+00 5.383805e-04
3.161460e+00 1.100000e+01 3.989000e+03 3.167813e+00 2.009428e-03
2.306300e+00 4.300000e+01 1.179600e+04 2.316327e+00 4.347849e-03
1.501980e+00 7.200000e+01 1.178700e+04 1.496912e+00 3.374097e-03
1.762580e+00 6.200000e+01 2.985000e+03 1.772219e+00 5.468775e-03
2.008900e+00 5.400000e+01 8.061000e+03 1.998725e+00 5.065059e-03
1.326130e+00 8.000000e+01 4.232000e+03 1.319911e+00 4.689620e-03
2.481450e+00 3.700000e+01 6.024000e+03 2.488059e+00 2.663534e-03
2.984040e+00 1.800000e+01 7.682000e+03 2.991838e+00 2.613401e-03
2.944060e+00 2.100000e+01 1.819000e+03 2.952521e+00 2.873885e-03
2.691910e+00 3.000000e+01 3.106000e+03 2.689163e+00 1.020632e-03
2.338310e+00 4.300000e+01 3.252000e+03 2.323543e+00 6.315201e-03
2.627890e+00 3.200000e+01 6.733000e+03 2.625922e+00 7.487995e-04
1.369860e+00 7.800000e+01 3.655000e+03 1.359382e+00 7.649115e-03
2.086880e+00 5.100000e+01 2.861000e+03 2.093011e+00 2.937763e-03
2.924710e+00 2.100000e+01 1.181900e+04 2.915030e+00 3.309702e-03
2.346500e+00 4.200000e+01 2.371000e+03 2.359400e+00 5.497495e-03
1.833520e+00 6.000000e+01 1.090800e+04 1.824815e+00 4.747443e-03
2.851390e+00 3.100000e+01 7.650000e+02 2.852298e+00 3.184994e-04
2.737010e+00 2.800000e+01 8.933000e+03 2.732982e+00 1.471651e-03
3.230870e+00 8.000000e+00 1.115900e+04 3.229607e+00 3.908655e-04
3.232050e+00 9.000000e+00 2.087000e+03 3.239273e+00 2.234939e-03
1.661010e+00 6.600000e+01 6.480000e+03 1.656240e+00 2.871815e-03
2.990260e+00 1.800000e+01 7.758000e+03 2.991795e+00 5.134747e-04
3.290280e+00 5.000000e+00 9.393000e+03 3.298362e+00 2.456276e-03
2.704960e+00 2.900000e+01 5.758000e+03 2.708142e+00 1.176368e-03
1.773470e+00 6.200000e+01 9.330000e+03 1.767854e+00 3.166774e-03
1.810260e+00 6.000000e+01 7.652000e+03 1.825224e+00 8.266467e-03
3.050630e+00 1.600000e+01 8.266000e+03 3.040941e+00 3.176171e-03
2.846090e+00 2.400000e+01 6.698000e+03 2.839615e+00 2.275201e-03
1.721250e+00 6.400000e+01 6.504000e+03 1.711872e+00 5.448127e-03
2.291630e+00 4.400000e+01 1.108700e+04 2.287763e+00 1.687378e-03
2.616390e+00 3.200000e+01 6.441000e+03 2.626136e+00 3.724825e-03
2.242480e+00 4.600000e+01 1.048300e+04 2.230320e+00 5.422569e-03
2.776150e+00 2.600000e+01 1.190900e+04 2.785421e+00 3.339522e-03
1.683060e+00 6.500000e+01 4.000000e+03 1.685375e+00 1.375666e-03
2.986440e+00 1.800000e+01 3.558000e+03 2.999957e+00 4.526252e-03
2.227150e+00 4.600000e+01 2.694000e+03 2.240180e+00 5.850470e-03
1.486030e+00 7.200000e+01 1.124900e+04 1.496929e+00 7.334251e-03
1.770080e+00 6.200000e+01 2.814000e+03 1.772832e+00 1.554919e-03
2.823030e+00 2.500000e+01 5.857000e+03 2.814294e+00 3.094591e-03
1.469750e+00 7.300000e+01 9.198000e+03 1.472181e+00 1.654077e-03
2.658830e+00 3.500000e+01 9.850000e+02 2.648866e+00 3.747388e-03
2.021420e+00 5.300000e+01 7.554000e+03 2.027930e+00 3.220428e-03
1.456370e+00 7.500000e+01 9.780000e+02 1.444858e+00 7.904348e-03
2.712300e+00 2.900000e+01 5.178000e+03 2.708929e+00 1.242958e-03
2.320750e+00 4.300000e+01 7.938000e+03 2.317041e+00 1.598099e-03
2.924930e+00 2.100000e+01 1.015400e+04 2.915347e+00 3.276241e-03
1.968390e+00 5.500000e+01 5.160000e+03 1.970943e+00 1.297157e-03
2.430390e+00 3.900000e+01 5.519000e+03 2.432279e+00 7.770961e-04
1.386960e+00 7.700000e+01 9.243000e+03 1.379586e+00 5.316648e-03
1.387970e+00 7.800000e+01 6.190000e+02 1.401144e+00 9.491606e-03
3.174150e+00 1.000000e+01 1.080000e+04 3.183455e+00 2.931585e-03
1.741600e+00 6.300000e+01 3.948000e+03 1.741701e+00 5.786446e-05
3.355390e+00 3.000000e+00 5.001000e+03 3.348119e+00 2.167018e-03
2.197690e+00 4.700000e+01 5.446000e+03 2.203282e+00 2.544588e-03
2.327050e+00 4.300000e+01 6.409000e+03 2.317739e+00 4.001371e-03
2.741630e+00 2.900000e+01 1.773000e+03 2.740429e+00 4.381765e-04
3.022690e+00 1.700000e+01 2.753000e+03 3.031944e+00 3.061415e-03
2.639960e+00 3.100000e+01 9.192000e+03 2.652097e+00 4.597242e-03
1.927370e+00 5.600000e+01 1.163100e+04 1.940198e+00 6.655449e-03
3.029370e+00 1.600000e+01 1.153300e+04 3.039988e+00 3.505151e-03
2.032030e+00 5.300000e+01 5.543000e+03 2.028857e+00 1.561731e-03
3.322330e+00 4.000000e+00 1.153500e+04 3.320393e+00 5.831618e-04
1.621020e+00 6.800000e+01 1.142000e+03 1.626008e+00 3.076973e-03
3.501180e+00 1.000000e+00 1.150000e+03 3.513638e+00 3.558307e-03
1.515160e+00 7.100000e+01 3.558000e+03 1.524137e+00 5.924548e-03
1.441760e+00 7.500000e+01 1.888000e+03 1.429467e+00 8.526614e-03
2.358130e+00 4.200000e+01 4.180000e+03 2.349107e+00 3.826196e-03
2.183990e+00 4.800000e+01 7.984000e+03 2.173014e+00 5.025704e-03
2.376080e+00 4.100000e+01 3.768000e+03 2.378816e+00 1.151405e-03
3.712960e+00 3.000000e+00 6.920000e+02 3.711730e+00 3.313892e-04
2.223540e+00 4.800000e+01 1.207000e+03 2.223289e+00 1.128635e-04
1.732610e+00 6.300000e+01 9.854000e+03 1.739483e+00 3.966809e-03
1.334900e+00 7.900000e+01 5.799000e+03 1.338638e+00 2.800322e-03
2.482960e+00 3.700000e+01 6.789000e+03 2.487506e+00 1.830826e-03
2.692560e+00 3.000000e+01 7.669000e+03 2.679746e+00 4.759121e-03
3.396040e+00 1.000000e+00 1.185500e+04 3.389289e+00 1.987903e-03
2.451260e+00 3.800000e+01 4.329000e+03 2.462379e+00 4.535904e-03
2.426640e+00 3.900000e+01 1.146800e+04 2.429998e+00 1.383893e-03
2.229730e+00 5.000000e+01 7.640000e+02 2.243052e+00 5.974630e-03
2.825030e+00 2.500000e+01 4.841000e+03 2.815887e+00 3.236261e-03
1.804930e+00 6.100000e+01 6.540000e+03 1.796875e+00 4.462878e-03
3.165480e+00 1.100000e+01 1.036400e+04 3.160169e+00 1.677685e-03
1.506890e+00 7.200000e+01 1.037300e+04 1.496962e+00 6.588428e-03
3.431210e+00 1.000000e+00 2.057000e+03 3.426153e+00 1.473692e-03
3.111910e+00 1.300000e+01 7.275000e+03 3.114129e+00 7.131851e-04
2.743840e+00 2.900000e+01 1.730000e+03 2.742257e+00 5.769797e-04
2.114160e+00 5.000000e+01 7.113000e+03 2.115290e+00 5.344483e-04
1.451780e+00 7.400000e+01 4.793000e+03 1.448593e+00 2.195303e-03
2.093350e+00 5.100000e+01 2.185000e+03 2.098855e+00 2.629762e-03
1.721230e+00 6.400000e+01 5.501000e+03 1.712240e+00 5.222755e-03
2.293020e+00 4.400000e+01 1.191200e+04 2.287676e+00 2.330553e-03
3.229320e+00 8.000000e+00 1.177100e+04 3.229487e+00 5.183629e-05
1.658700e+00 6.600000e+01 4.468000e+03 1.657165e+00 9.256593e-04
3.372920e+00 2.000000e+00 1.139300e+04 3.365984e+00 2.056462e-03
3.380850e+00 2.000000e+00 2.698000e+03 3.386498e+00 1.670497e-03
3.130550e+00 1.300000e+01 3.445000e+03 3.123257e+00 2.329552e-03
3.039390e+00 1.600000e+01 7.833000e+03 3.041163e+00 5.834298e-04
2.518480e+00 3.600000e+01 5.128000e+03 2.517020e+00 5.797278e-04
2.385220e+00 4.100000e+01 8.201000e+03 2.374005e+00 4.702001e-03
3.096160e+00 1.400000e+01 4.430000e+03 3.094539e+00 5.235844e-04
2.799750e+00 2.500000e+01 1.040700e+04 2.811951e+00 4.357842e-03
1.900380e+00 5.700000e+01 3.993000e+03 1.914189e+00 7.266595e-03
1.325700e+00 8.000000e+01 1.034400e+04 1.319394e+00 4.757081e-03
3.173750e+00 1.100000e+01 6.150000e+03 3.162610e+00 3.510155e-03
3.288800e+00 6.000000e+00 7.812000e+03 3.276472e+00 3.748406e-03
1.963980e+00 5.500000e+01 9.949000e+03 1.969364e+00 2.741304e-03
2.101530e+00 5.000000e+01 1.080100e+04 2.114531e+00 6.186329e-03
1.425570e+00 7.500000e+01 2.035000e+03 1.428719e+00 2.208662e-03
3.443060e+00 3.000000e+00 1.294000e+03 3.437994e+00 1.471336e-03
1.329170e+00 7.900000e+01 6.474000e+03 1.338565e+00 7.068174e-03
2.809850e+00 2.500000e+01 9.379000e+03 2.812202e+00 8.369650e-04
3.405890e+00 0.000000e+00 9.086000e+03 3.415340e+00 2.774521e-03
1.540600e+00 7.000000e+01 9.446000e+03 1.548279e+00 4.984308e-03
3.178230e+00 1.000000e+01 1.060200e+04 3.183502e+00 1.658731e-03
2.668160e+00 3.000000e+01 8.926000e+03 2.679265e+00 4.161906e-03
2.689330e+00 3.000000e+01 7.020000e+03 2.680101e+00 3.431544e-03
1.647110e+00 6.600000e+01 3.211000e+03 1.658822e+00 7.110696e-03
3.158260e+00 1.100000e+01 8.112000e+03 3.161007e+00 8.699076e-04
2.871550e+00 2.900000e+01 8.770000e+02 2.859518e+00 4.190144e-03
2.636640e+00 3.300000e+01 1.408000e+03 2.649341e+00 4.817057e-03
3.047940e+00 1.600000e+01 5.062000e+03 3.044210e+00 1.223715e-03
1.634630e+00 6.700000e+01 1.273000e+03 1.649226e+00 8.929481e-03
1.776250e+00 6.200000e+01 1.174200e+04 1.767671e+00 4.829577e-03
3.176070e+00 1.100000e+01 4.401000e+03 3.166207e+00 3.105290e-03
1.366710e+00 7.800000e+01 8.242000e+03 1.358543e+00 5.975439e-03
2.105840e+00 5.000000e+01 8.544000e+03 2.114878e+00 4.292041e-03
3.394270e+00 1.000000e+00 4.065000e+03 3.397787e+00 1.036272e-03
1.455620e+00 7.400000e+01 1.809000e+03 1.454008e+00 1.107450e-03
2.481410e+00 3.800000e+01 2.814000e+03 2.469173e+00 4.931295e-03
1.686800e+00 6.500000e+01 4.791000e+03 1.684670e+00 1.262617e-03
2.839140e+00 2.400000e+01 1.036800e+04 2.838063e+00 3.792531e-04
3.368760e+00 2.000000e+00 9.808000e+03 3.366406e+00 6.986990e-04
3.298670e+00 5.000000e+00 5.304000e+03 3.302052e+00 1.025213e-03
2.284820e+00 4.400000e+01 8.448000e+03 2.288234e+00 1.494284e-03
2.102210e+00 5.000000e+01 6.866000e+03 2.115388e+00 6.268720e-03
2.564020e+00 3.500000e+01 3.318000e+03 2.550087e+00 5.434194e-03
1.392380e+00 7.600000e+01 1.162800e+04 1.401503e+00 6.552376e-03
2.747030e+00 2.800000e+01 5.957000e+03 2.734735e+00 4.475909e-03
1.523640e+00 7.100000e+01 8.704000e+03 1.522447e+00 7.829015e-04
2.587430e+00 3.400000e+01 2.813000e+03 2.581509e+00 2.288492e-03
3.400060e+00 1.000000e+00 1.096700e+04 3.389479e+00 3.111943e-03
3.316580e+00 4.000000e+00 1.169400e+04 3.320361e+00 1.140132e-03
1.429480e+00 7.500000e+01 8.189000e+03 1.424449e+00 3.519684e-03
2.090050e+00 5.100000e+01 9.866000e+03 2.085608e+00 2.125541e-03
2.026640e+00 5.300000e+01 3.209000e+03 2.032858e+00 3.068160e-03
2.333890e+00 4.200000e+01 1.104400e+04 2.344966e+00 4.745913e-03
1.672090e+00 6.500000e+01 8.375000e+03 1.683582e+00 6.872757e-03
1.929510e+00 5.600000e+01 9.372000e+03 1.940419e+00 5.653544e-03
1.480620e+00 7.300000e+01 8.524000e+03 1.472224e+00 5.670719e-03
1.770160e+00 6.200000e+01 4.555000e+03 1.769438e+00 4.076267e-04
1.326150e+00 8.000000e+01 2.877000e+03 1.320639e+00 4.155650e-03
2.498170e+00 3.700000e+01 4.020000e+03 2.491309e+00 2.746328e-03
2.847680e+00 2.400000e+01 1.168600e+04 2.837827e+00 3.460031e-03
2.013960e+00 5.400000e+01 4.067000e+03 2.001415e+00 6.228778e-03
2.017120e+00 5.300000e+01 5.150000e+03 2.029175e+00 5.976347e-03
2.060420e+00 5.600000e+01 7.460000e+02 2.050990e+00 4.576676e-03
3.393640e+00 3.000000e+00 1.755000e+03 3.393279e+00 1.062955e-04
2.884590e+00 2.200000e+01 3.740000e+03 2.897416e+00 4.446527e-03
3.284950e+00 1.100000e+01 1.065000e+03 3.291098e+00 1.871663e-03
2.416510e+00 4.000000e+01 6.491000e+03 2.403165e+00 5.522244e-03
3.105610e+00 1.400000e+01 3.858000e+03 3.096779e+00 2.843441e-03
1.917800e+00 5.700000e+01 6.289000e+03 1.912186e+00 2.927380e-03
2.934520e+00 2.000000e+01 8.295000e+03 2.941334e+00 2.322091e-03
3.209870e+00 9.000000e+00 1.035200e+04 3.206769e+00 9.659720e-04
1.805480e+00 6.100000e+01 1.134100e+04 1.796171e+00 5.156167e-03
2.438030e+00 4.100000e+01 1.188000e+03 2.436440e+00 6.520817e-04
1.510380e+00 7.200000e+01 1.651000e+03 1.505641e+00 3.137577e-03
2.556710e+00 3.500000e+01 9.456000e+03 2.542222e+00 5.666814e-03
3.122410e+00 1.400000e+01 1.780000e+03 3.131624e+00 2.950774e-03
1.970200e+00 5.500000e+01 9.542000e+03 1.969414e+00 3.987288e-04
2.275130e+00 4.500000e+01 2.577000e+03 2.270258e+00 2.141435e-03
1.349470e+00 7.800000e+01 9.742000e+03 1.358485e+00 6.680540e-03
2.497110e+00 3.700000e+01 2.464000e+03 2.501125e+00 1.608049e-03
3.396630e+00 1.700000e+01 6.370000e+02 3.394872e+00 5.175245e-04
1.400720e+00 7.600000e+01 1.165300e+04 1.401503e+00 5.588987e-04
2.430330e+00 4.000000e+01 1.657000e+03 2.433891e+00 1.465264e-03
1.919570e+00 5.700000e+01 1.035500e+04 1.911335e+00 4.290230e-03
3.191990e+00 1.300000e+01 1.329000e+03 3.192814e+00 2.581280e-04
1.976170e+00 5.500000e+01 2.033000e+03 1.982866e+00 3.388274e-03
3.262400e+00 8.000000e+00 2.515000e+03 3.251905e+00 3.217045e-03
2.346790e+00 4.200000e+01 7.387000e+03 2.345820e+00 4.134659e-04
2.698120e+00 2.900000e+01 8.297000e+03 2.706421e+00 3.076411e-03
3.320490e+00 4.000000e+00 8.219000e+03 3.321513e+00 3.081972e-04
1.469190e+00 7.300000e+01 4.955000e+03 1.472818e+00 2.469385e-03
2.216950e+00 4.700000e+01 2.287000e+03 2.215076e+00 8.451996e-04
2.078310e+00 5.200000e+01 1.373000e+03 2.090715e+00 5.968867e-03
1.743450e+00 6.300000e+01 1.197500e+04 1.739346e+00 2.353680e-03
2.542620e+00 3.500000e+01 3.528000e+03 2.549046e+00 2.527450e-03
3.017550e+00 1.700000e+01 7.173000e+03 3.016973e+00 1.912516e-04
2.304040e+00 5.100000e+01 5.970000e+02 2.305746e+00 7.404774e-04
1.364200e+00 7.800000e+01 3.856000e+03 1.359275e+00 3.609827e-03
2.845810e+00 2.400000e+01 7.667000e+03 2.838984e+00 2.398684e-03
3.385890e+00 1.000000e+00 6.250000e+03 3.392225e+00 1.870866e-03
3.253090e+00 7.000000e+00 6.428000e+03 3.254887e+00 5.522480e-04
1.356710e+00 7.800000e+01 2.463000e+03 1.360648e+00 2.902457e-03
2.078440e+00 5.100000e+01 6.633000e+03 2.086427e+00 3.842650e-03
2.076020e+00 5.100000e+01 8.392000e+03 2.085866e+00 4.742532e-03
1.655680e+00 6.600000e+01 6.621000e+03 1.656205e+00 3.168669e-04
2.545410e+00 3.500000e+01 8.441000e+03 2.542502e+00 1.142501e-03
3.304260e+00 1.000000e+01 1.119000e+03 3.302796e+00 4.429969e-04
2.365100e+00 4.100000e+01 1.154500e+04 2.373369e+00 3.496384e-03
2.999830e+00 1.800000e+01 3.892000e+03 2.998254e+00 5.251980e-04
2.792970e+00 2.600000e+01 7.955000e+03 2.786433e+00 2.340473e-03
2.655740e+00 3.100000e+01 9.774000e+03 2.651951e+00 1.426558e-03
1.904940e+00 5.700000e+01 5.122000e+03 1.912872e+00 4.163740e-03
2.930320e+00 2.000000e+01 7.030000e+03 2.942057e+00 4.005388e-03
3.320820e+00 5.000000e+00 2.691000e+03 3.317799e+00 9.097085e-04
3.125560e+00 1.300000e+01 4.744000e+03 3.117687e+00 2.518822e-03
1.596940e+00 6.800000e+01 1.039700e+04 1.601267e+00 2.709337e-03
3.251840e+00 7.000000e+00 8.373000e+03 3.253405e+00 4.812282e-04
1.865940e+00 5.800000e+01 9.019000e+03 1.882577e+00 8.916348e-03
1.544060e+00 7.000000e+01 5.661000e+03 1.548828e+00 3.087797e-03
3.320930e+00 4.000000e+00 9.779000e+03 3.320845e+00 2.565262e-05
2.907940e+00 2.100000e+01 5.034000e+03 2.919070e+00 3.827532e-03
2.857950e+00 2.400000e+01 3.405000e+03 2.847290e+00 3.730005e-03
1.497380e+00 7.200000e+01 1.087800e+04 1.496942e+00 2.925506e-04
1.351900e+00 7.800000e+01 5.843000e+03 1.358746e+00 5.063914e-03
2.556170e+00 3.500000e+01 6.486000e+03 2.543460e+00 4.972452e-03
1.461530e+00 7.400000e+01 9.039000e+03 1.447958e+00 9.286451e-03
2.914050e+00 2.100000e+01 6.866000e+03 2.916786e+00 9.388649e-04
1.444220e+00 7.400000e+01 3.652000e+03 1.449234e+00 3.471664e-03
2.113570e+00 5.000000e+01 5.602000e+03 2.116112e+00 1.202570e-03
2.755130e+00 2.800000e+01 2.527000e+03 2.749240e+00 2.137790e-03
3.400360e+00 1.000000e+00 9.852000e+03 3.389795e+00 3.107105e-03
1.349270e+00 7.800000e+01 8.140000e+03 1.358548e+00 6.876656e-03
3.148640e+00 1.200000e+01 4.884000e+03 3.141178e+00 2.369855e-03
2.771430e+00 2.700000e+01 7.692000e+03 2.760099e+00 4.088641e-03
3.312170e+00 6.000000e+00 2.090000e+03 3.308904e+00 9.860128e-04
3.032070e+00 1.700000e+01 2.134000e+03 3.043747e+00 3.851052e-03
1.377800e+00 7.700000e+01 6.140000e+03 1.379814e+00 1.461992e-03
3.163580e+00 1.100000e+01 9.438000e+03 3.160442e+00 9.918806e-04
1.841310e+00 5.900000e+01 3.612000e+03 1.856918e+00 8.476604e-03
3.412950e+00 0.000000e+00 8.249000e+03 3.415754e+00 8.216957e-04
1.911600e+00 5.700000e+01 9.471000e+03 1.911432e+00 8.802599e-05
3.249590e+00 7.000000e+00 8.834000e+03 3.253189e+00 1.107482e-03
2.031810e+00 5.300000e+01 4.195000e+03 2.030358e+00 7.148205e-04
2.796910e+00 2.600000e+01 5.264000e+03 2.788783e+00 2.905586e-03
2.997890e+00 1.800000e+01 1.011700e+04 2.990903e+00 2.330485e-03
3.054730e+00 1.800000e+01 1.498000e+03 3.049185e+00 1.815120e-03
2.608250e+00 3.300000e+01 7.872000e+03 2.597912e+00 3.963712e-03
3.061650e+00 1.500000e+01 8.656000e+03 3.065167e+00 1.148716e-03
2.093940e+00 5.100000e+01 4.612000e+03 2.088027e+00 2.823668e-03
1.449330e+00 7.400000e+01 5.442000e+03 1.448394e+00 6.455332e-04
2.085090e+00 5.100000e+01 6.476000e+03 2.086500e+00 6.762962e-04
3.209200e+00 9.000000e+00 5.610000e+03 3.210042e+00 2.624636e-04
3.276630e+00 6.000000e+00 6.269000e+03 3.277838e+00 3.686124e-04
1.954430e+00 5.900000e+01 7.460000e+02 1.951921e+00 1.283717e-03
1.750310e+00 6.300000e+01 8.381000e+03 1.739645e+00 6.093423e-03
2.110480e+00 5.000000e+01 8.317000e+03 2.114930e+00 2.108411e-03
1.551520e+00 7.100000e+01 1.159000e+03 1.542000e+00 6.135888e-03
3.202110e+00 9.000000e+00 1.044600e+04 3.206745e+00 1.447485e-03
2.816370e+00 2.500000e+01 7.747000e+03 2.812824e+00 1.259018e-03
1.547440e+00 7.000000e+01 7.623000e+03 1.548443e+00 6.484422e-04
2.637680e+00 3.200000e+01 5.167000e+03 2.627530e+00 3.848221e-03
2.804970e+00 2.700000e+01 1.501000e+03 2.809968e+00 1.781799e-03
2.267020e+00 4.500000e+01 8.957000e+03 2.259379e+00 3.370371e-03
2.884560e+00 2.200000e+01 1.054900e+04 2.889697e+00 1.780950e-03
2.795320e+00 2.600000e+01 4.200000e+03 2.791176e+00 1.482543e-03
2.573080e+00 3.400000e+01 7.259000e+03 2.570663e+00 9.393379e-04
3.207190e+00 1.000000e+01 3.029000e+03 3.198000e+00 2.865445e-03
3.077060e+00 1.900000e+01 1.114000e+03 3.073255e+00 1.236632e-03
2.040190e+00 5.300000e+01 6.949000e+03 2.028126e+00 5.913112e-03
3.264270e+00 1.100000e+01 1.181000e+03 3.265298e+00 3.149260e-04
1.735630e+00 6.300000e+01 1.069500e+04 1.739419e+00 2.183110e-03
1.472480e+00 7.300000e+01 7.967000e+03 1.472268e+00 1.442199e-04
3.129890e+00 1.300000e+01 3.732000e+03 3.121512e+00 2.676900e-03
3.356100e+00 3.000000e+00 3.542000e+03 3.354328e+00 5.279161e-04
3.269820e+00 6.000000e+00 8.633000e+03 3.276025e+00 1.897687e-03
3.254300e+00 7.000000e+00 3.551000e+03 3.263134e+00 2.714436e-03
2.638890e+00 3.200000e+01 3.480000e+03 2.632257e+00 2.513698e-03
2.110470e+00 5.000000e+01 8.196000e+03 2.114959e+00 2.126979e-03
