N_Fe N_B T d n_Fe n_Fe_SRH n_FeB n_FeB_SRH
3.162000E+12 5.623E+15 303 1.500E-4 1.254164566E+00 1.254215494E+00
4.642000E+12 5.623E+15 303 1.500E-4 1.257549785E+00 1.257591385E+00
6.813000E+12 5.623E+15 303 1.500E-4 1.261362708E+00 1.261397460E+00
1.000000E+13 5.623E+15 303 1.500E-4 1.265547901E+00 1.265577383E+00
1.000000E+10 1.000E+15 303 1.800E-4 1.109123189E+00 1.109276988E+00 1.190536602E+00 1.193117273E+00
1.468000E+10 1.000E+15 303 1.800E-4 1.109737356E+00 1.109835700E+00 1.191332306E+00 1.193137634E+00
2.154000E+10 1.000E+15 303 1.800E-4 1.110582808E+00 1.110647120E+00 1.191913132E+00 1.193167419E+00
3.162000E+10 1.000E+15 303 1.800E-4 1.111776782E+00 1.111819794E+00 1.192343761E+00 1.193210946E+00
4.642000E+10 1.000E+15 303 1.800E-4 1.113473036E+00 1.113502469E+00 1.192676783E+00 1.193274417E+00
6.813000E+10 1.000E+15 303 1.800E-4 1.115871349E+00 1.115892036E+00 1.192955562E+00 1.193366736E+00
1.000000E+11 1.000E+15 303 1.800E-4 1.119219999E+00 1.119235025E+00 1.193217660E+00 1.193500441E+00
1.468000E+11 1.000E+15 303 1.800E-4 1.123801342E+00 1.123812754E+00 1.193498303E+00 1.193692966E+00
2.154000E+11 1.000E+15 303 1.800E-4 1.129885335E+00 1.129894482E+00 1.193833566E+00 1.193967902E+00
3.162000E+11 1.000E+15 303 1.800E-4 1.137635231E+00 1.137643030E+00 1.194274369E+00 1.194369600E+00
4.642000E+11 1.000E+15 303 1.800E-4 1.146968408E+00 1.146975455E+00 1.194832784E+00 1.194898653E+00
6.813000E+11 1.000E+15 303 1.800E-4 1.157427241E+00 1.157433874E+00 1.195588262E+00 1.195634646E+00
1.000000E+12 1.000E+15 303 1.800E-4 1.168181399E+00 1.168187756E+00 1.196573443E+00 1.196606351E+00
1.468000E+12 1.000E+15 303 1.800E-4 1.178268454E+00 1.178274476E+00 1.197845225E+00 1.197869285E+00
2.154000E+12 1.000E+15 303 1.800E-4 1.186991548E+00 1.186997119E+00 1.199440065E+00 1.199457759E+00
3.162000E+12 1.000E+15 303 1.800E-4 1.194178217E+00 1.194183246E+00 1.201411973E+00 1.201425523E+00
4.642000E+12 1.000E+15 303 1.800E-4 1.200094283E+00 1.200098729E+00 1.203773004E+00 1.203783690E+00
6.813000E+12 1.000E+15 303 1.800E-4 1.205150537E+00 1.205154434E+00 1.206533010E+00 1.206541699E+00
1.000000E+13 1.000E+15 303 1.800E-4 1.209671047E+00 1.209674463E+00 1.209677176E+00 1.209684429E+00
1.000000E+10 1.000E+15 336 1.800E-4 1.045861028E+00 1.051540865E+00 1.016987134E+00 1.019611772E+00
1.468000E+10 1.000E+15 336 1.800E-4 1.047398227E+00 1.051413312E+00 1.017726755E+00 1.019598941E+00
2.154000E+10 1.000E+15 336 1.800E-4 1.048423237E+00 1.051227345E+00 1.018262612E+00 1.019580222E+00
3.162000E+10 1.000E+15 336 1.800E-4 1.049016906E+00 1.050957059E+00 1.018634775E+00 1.019552994E+00
4.642000E+10 1.000E+15 336 1.800E-4 1.049233654E+00 1.050566013E+00 1.018878192E+00 1.019513557E+00
6.813000E+10 1.000E+15 336 1.800E-4 1.049094979E+00 1.050004020E+00 1.019019376E+00 1.019456794E+00
1.000000E+11 1.000E+15 336 1.800E-4 1.048587841E+00 1.049204161E+00 1.019075792E+00 1.019375845E+00
1.468000E+11 1.000E+15 336 1.800E-4 1.047666712E+00 1.048081701E+00 1.019056682E+00 1.019261975E+00
2.154000E+11 1.000E+15 336 1.800E-4 1.046261183E+00 1.046538312E+00 1.018964825E+00 1.019105029E+00
3.162000E+11 1.000E+15 336 1.800E-4 1.044294286E+00 1.044477447E+00 1.018799600E+00 1.018895246E+00
4.642000E+11 1.000E+15 336 1.800E-4 1.041719114E+00 1.041838616E+00 1.018562437E+00 1.018627673E+00
6.813000E+11 1.000E+15 336 1.800E-4 1.038579026E+00 1.038655819E+00 1.018266414E+00 1.018310973E+00
1.000000E+12 1.000E+15 336 1.800E-4 1.035082910E+00 1.035131522E+00 1.017950870E+00 1.017981440E+00
1.468000E+12 1.000E+15 336 1.800E-4 1.031656504E+00 1.031687024E+00 1.017699245E+00 1.017720429E+00
2.154000E+12 1.000E+15 336 1.800E-4 1.028897465E+00 1.028916837E+00 1.017651930E+00 1.017666894E+00
3.162000E+12 1.000E+15 336 1.800E-4 1.027381298E+00 1.027394145E+00 1.017999381E+00 1.018010294E+00
4.642000E+12 1.000E+15 336 1.800E-4 1.027397573E+00 1.027406761E+00 1.018945731E+00 1.018954063E+00
6.813000E+12 1.000E+15 336 1.800E-4 1.028852392E+00 1.028859527E+00 1.020654307E+00 1.020661021E+00
1.000000E+13 1.000E+15 336 1.800E-4 1.031458020E+00 1.031463925E+00 1.023211763E+00 1.023217465E+00
1.000000E+10 1.000E+16 336 1.800E-4 1.182216780E+00 1.196870887E+00 1.206125397E+00 1.226959173E+00
1.468000E+10 1.000E+16 336 1.800E-4 1.187173195E+00 1.197371138E+00 1.212367287E+00 1.227049416E+00
2.154000E+10 1.000E+16 336 1.800E-4 1.191050712E+00 1.198096261E+00 1.216930906E+00 1.227180929E+00
3.162000E+10 1.000E+16 336 1.800E-4 1.194297248E+00 1.199141276E+00 1.220266014E+00 1.227371989E+00
4.642000E+10 1.000E+16 336 1.800E-4 1.197314772E+00 1.200634735E+00 1.222747208E+00 1.227648319E+00
6.813000E+10 1.000E+16 336 1.800E-4 1.200472245E+00 1.202743523E+00 1.224677407E+00 1.228045261E+00
1.000000E+11 1.000E+16 336 1.800E-4 1.204117526E+00 1.205670316E+00 1.226302004E+00 1.228610168E+00
1.468000E+11 1.000E+16 336 1.800E-4 1.208572642E+00 1.209634984E+00 1.227824433E+00 1.229403489E+00
2.154000E+11 1.000E+16 336 1.800E-4 1.214099556E+00 1.214828258E+00 1.229418443E+00 1.230497504E+00
3.162000E+11 1.000E+16 336 1.800E-4 1.220828265E+00 1.221330877E+00 1.231232801E+00 1.231969848E+00
4.642000E+11 1.000E+16 336 1.800E-4 1.228663400E+00 1.229013272E+00 1.233386210E+00 1.233889858E+00
6.813000E+11 1.000E+16 336 1.800E-4 1.237226607E+00 1.237473355E+00 1.235952758E+00 1.236297560E+00
1.000000E+12 1.000E+16 336 1.800E-4 1.245918792E+00 1.246095473E+00 1.238943903E+00 1.239180951E+00
1.468000E+12 1.000E+16 336 1.800E-4 1.254127983E+00 1.254256388E+00 1.242298442E+00 1.242462687E+00
2.154000E+12 1.000E+16 336 1.800E-4 1.261466295E+00 1.261560807E+00 1.245893445E+00 1.246008725E+00
3.162000E+12 1.000E+16 336 1.800E-4 1.267857194E+00 1.267927632E+00 1.249579080E+00 1.249661575E+00
4.642000E+12 1.000E+16 336 1.800E-4 1.273436205E+00 1.273489512E+00 1.253224214E+00 1.253284763E+00
6.813000E+12 1.000E+16 336 1.800E-4 1.278398282E+00 1.278439418E+00 1.256750797E+00 1.256796535E+00
1.000000E+13 1.000E+16 336 1.800E-4 1.282911875E+00 1.282944370E+00 1.260142460E+00 1.260178069E+00
1.000000E+10 1.778E+15 336 1.800E-4 1.018621205E+00 1.021379178E+00 1.008755023E+00 1.010667339E+00
1.468000E+10 1.778E+15 336 1.800E-4 1.019364966E+00 1.021326602E+00 1.009279911E+00 1.010669391E+00
2.154000E+10 1.778E+15 336 1.800E-4 1.019873932E+00 1.021250224E+00 1.009680435E+00 1.010672484E+00
3.162000E+10 1.778E+15 336 1.800E-4 1.020184224E+00 1.021139803E+00 1.009977944E+00 1.010677156E+00
4.642000E+10 1.778E+15 336 1.800E-4 1.020323205E+00 1.020981284E+00 1.010195836E+00 1.010684244E+00
6.813000E+10 1.778E+15 336 1.800E-4 1.020305898E+00 1.020756060E+00 1.010355877E+00 1.010695305E+00
1.000000E+11 1.778E+15 336 1.800E-4 1.020134771E+00 1.020440864E+00 1.010477056E+00 1.010712061E+00
1.468000E+11 1.778E+15 336 1.800E-4 1.019802477E+00 1.020009401E+00 1.010575833E+00 1.010738540E+00
2.154000E+11 1.778E+15 336 1.800E-4 1.019298513E+00 1.019437575E+00 1.010667693E+00 1.010780536E+00
3.162000E+11 1.778E+15 336 1.800E-4 1.018621899E+00 1.018714828E+00 1.010769710E+00 1.010848319E+00
4.642000E+11 1.778E+15 336 1.800E-4 1.017801438E+00 1.017863284E+00 1.010904162E+00 1.010959356E+00
6.813000E+11 1.778E+15 336 1.800E-4 1.016920691E+00 1.016961873E+00 1.011103482E+00 1.011142724E+00
1.000000E+12 1.778E+15 336 1.800E-4 1.016134871E+00 1.016162588E+00 1.028634176E+00 1.028610342E+00
1.468000E+12 1.778E+15 336 1.800E-4 1.015658109E+00 1.015677280E+00 1.050988187E+00 1.050981975E+00
2.154000E+12 1.778E+15 336 1.800E-4 1.015707203E+00 1.015721109E+00 1.073949370E+00 1.073955502E+00
3.162000E+12 1.778E+15 336 1.800E-4 1.016427233E+00 1.016437969E+00 1.094967558E+00 1.094981506E+00
4.642000E+12 1.778E+15 336 1.800E-4 1.017855999E+00 1.017864825E+00 1.112108009E+00 1.112125869E+00
6.813000E+12 1.778E+15 336 1.800E-4 1.019956019E+00 1.019963650E+00 1.124871007E+00 1.124889897E+00
1.000000E+13 1.778E+15 336 1.800E-4 1.022679923E+00 1.022686747E+00 1.133977137E+00 1.133995280E+00
1.000000E+10 1.778E+16 303 1.800E-4 1.247824308E+00 1.264393508E+00 1.210533281E+00 1.221053147E+00
1.468000E+10 1.778E+16 303 1.800E-4 1.251819528E+00 1.264449217E+00 1.213619027E+00 1.221159917E+00
2.154000E+10 1.778E+16 303 1.800E-4 1.255037447E+00 1.264530574E+00 1.215956995E+00 1.221314830E+00
3.162000E+10 1.778E+16 303 1.800E-4 1.257623428E+00 1.264649179E+00 1.217760786E+00 1.221538493E+00
4.642000E+10 1.778E+16 303 1.800E-4 1.259697656E+00 1.264821593E+00 1.219210731E+00 1.221859138E+00
6.813000E+10 1.778E+16 303 1.800E-4 1.261378791E+00 1.265071186E+00 1.220463470E+00 1.222314241E+00
1.000000E+11 1.778E+16 303 1.800E-4 1.262791115E+00 1.265430338E+00 1.221658248E+00 1.222951378E+00
1.468000E+11 1.778E+16 303 1.800E-4 1.264063234E+00 1.265942818E+00 1.222920503E+00 1.223827151E+00
2.154000E+11 1.778E+16 303 1.800E-4 1.265325416E+00 1.266665683E+00 1.224362198E+00 1.225003005E+00
3.162000E+11 1.778E+16 303 1.800E-4 1.266707772E+00 1.267669718E+00 1.226078030E+00 1.226537214E+00
4.642000E+11 1.778E+16 303 1.800E-4 1.268337951E+00 1.269036771E+00 1.228138689E+00 1.228474518E+00
6.813000E+11 1.778E+16 303 1.800E-4 1.270335751E+00 1.270852496E+00 1.230584808E+00 1.230837147E+00
1.000000E+12 1.778E+16 303 1.800E-4 1.272802996E+00 1.273193853E+00 1.233426009E+00 1.233621714E+00
1.468000E+12 1.778E+16 303 1.800E-4 1.275809660E+00 1.276112980E+00 1.236647055E+00 1.236803835E+00
2.154000E+12 1.778E+16 303 1.800E-4 1.279380822E+00 1.279622333E+00 1.240221538E+00 1.240351143E+00
3.162000E+12 1.778E+16 303 1.800E-4 1.283491866E+00 1.283688507E+00 1.244114782E+00 1.244223918E+00
4.642000E+12 1.778E+16 303 1.800E-4 1.288078146E+00 1.288240951E+00 1.248311562E+00 1.248404809E+00
6.813000E+12 1.778E+16 303 1.800E-4 1.293057310E+00 1.293193508E+00 1.252808541E+00 1.252888905E+00
1.000000E+13 1.778E+16 303 1.800E-4 1.298352126E+00 1.298466609E+00 1.257598451E+00 1.257667877E+00
1.000000E+10 1.778E+16 336 1.800E-4 1.228544767E+00 1.259473577E+00 1.200762631E+00 1.229841331E+00
1.468000E+10 1.778E+16 336 1.800E-4 1.237704148E+00 1.259696931E+00 1.209305112E+00 1.229999035E+00
2.154000E+10 1.778E+16 336 1.800E-4 1.244562529E+00 1.260020757E+00 1.215684188E+00 1.230228251E+00
3.162000E+10 1.778E+16 336 1.800E-4 1.249719019E+00 1.260487556E+00 1.220433903E+00 1.230559865E+00
4.642000E+10 1.778E+16 336 1.800E-4 1.253705426E+00 1.261155015E+00 1.224036518E+00 1.231036589E+00
6.813000E+10 1.778E+16 336 1.800E-4 1.256972827E+00 1.262098334E+00 1.226902546E+00 1.231715592E+00
1.000000E+11 1.778E+16 336 1.800E-4 1.259898468E+00 1.263409811E+00 1.229374787E+00 1.232670146E+00
1.468000E+11 1.778E+16 336 1.800E-4 1.262794417E+00 1.265192032E+00 1.231739279E+00 1.233987778E+00
2.154000E+11 1.778E+16 336 1.800E-4 1.265907166E+00 1.267540614E+00 1.234232462E+00 1.235762374E+00
3.162000E+11 1.778E+16 336 1.800E-4 1.269402286E+00 1.270514182E+00 1.237037162E+00 1.238075930E+00
4.642000E+11 1.778E+16 336 1.800E-4 1.273340161E+00 1.274097910E+00 1.240266388E+00 1.240970896E+00
6.813000E+11 1.778E+16 336 1.800E-4 1.277662073E+00 1.278180575E+00 1.243941670E+00 1.244419979E+00
1.000000E+12 1.778E+16 336 1.800E-4 1.282212589E+00 1.282570176E+00 1.247984373E+00 1.248310611E+00
1.468000E+12 1.778E+16 336 1.800E-4 1.286803563E+00 1.287053220E+00 1.252236647E+00 1.252461380E+00
2.154000E+12 1.778E+16 336 1.800E-4 1.291285073E+00 1.291462466E+00 1.256513990E+00 1.256671373E+00
3.162000E+12 1.778E+16 336 1.800E-4 1.295579845E+00 1.295708862E+00 1.260665677E+00 1.260778438E+00
4.642000E+12 1.778E+16 336 1.800E-4 1.299674250E+00 1.299770759E+00 1.264612272E+00 1.264695348E+00
6.813000E+12 1.778E+16 336 1.800E-4 1.303594344E+00 1.303668795E+00 1.268347603E+00 1.268410673E+00
1.000000E+13 1.778E+16 336 1.800E-4 1.307388181E+00 1.307447378E+00 1.271916150E+00 1.271965464E+00
1.000000E+10 3.162E+15 336 1.800E-4 1.009387777E+00 1.011353019E+00 1.145717364E+00 1.151561301E+00
1.468000E+10 3.162E+15 336 1.800E-4 1.009917071E+00 1.011341817E+00 1.147751213E+00 1.151785178E+00
2.154000E+10 3.162E+15 336 1.800E-4 1.010310493E+00 1.011325714E+00 1.149335311E+00 1.152111521E+00
3.162000E+10 3.162E+15 336 1.800E-4 1.010588571E+00 1.011302798E+00 1.150677593E+00 1.152585745E+00
4.642000E+10 3.162E+15 336 1.800E-4 1.010772744E+00 1.011270677E+00 1.151959911E+00 1.153271635E+00
6.813000E+10 3.162E+15 336 1.800E-4 1.010881641E+00 1.011226670E+00 1.153353833E+00 1.154256974E+00
1.000000E+11 3.162E+15 336 1.800E-4 1.010930270E+00 1.011168487E+00 1.155034910E+00 1.155658686E+00
1.468000E+11 3.162E+15 336 1.800E-4 1.010931589E+00 1.011095855E+00 1.157191708E+00 1.157624777E+00
2.154000E+11 3.162E+15 336 1.800E-4 1.010900363E+00 1.011013798E+00 1.160024586E+00 1.160327609E+00
3.162000E+11 3.162E+15 336 1.800E-4 1.010859545E+00 1.010938284E+00 1.163725303E+00 1.163939741E+00
4.642000E+11 3.162E+15 336 1.800E-4 1.010848894E+00 1.010904141E+00 1.168428841E+00 1.168582936E+00
6.813000E+11 3.162E+15 336 1.800E-4 1.010933384E+00 1.010972892E+00 1.174136626E+00 1.174249582E+00
1.000000E+12 3.162E+15 336 1.800E-4 1.011205763E+00 1.011234874E+00 1.180637792E+00 1.180722513E+00
1.468000E+12 3.162E+15 336 1.800E-4 1.024041896E+00 1.023992953E+00 1.187491522E+00 1.187556554E+00
2.154000E+12 3.162E+15 336 1.800E-4 1.063175732E+00 1.063156747E+00 1.194136840E+00 1.194187741E+00
3.162000E+12 3.162E+15 336 1.800E-4 1.094636047E+00 1.094634445E+00 1.200109268E+00 1.200149682E+00
4.642000E+12 3.162E+15 336 1.800E-4 1.118737026E+00 1.118743859E+00 1.205203850E+00 1.205236277E+00
6.813000E+12 3.162E+15 336 1.800E-4 1.137351113E+00 1.137361159E+00 1.209473002E+00 1.209499249E+00
1.000000E+13 3.162E+15 336 1.800E-4 1.152276013E+00 1.152286669E+00 1.213092530E+00 1.213114015E+00
1.000000E+10 3.162E+16 303 1.800E-4 1.253417932E+00 1.278677349E+00
1.468000E+10 3.162E+16 303 1.800E-4 1.258802195E+00 1.278744586E+00
2.154000E+10 3.162E+16 303 1.800E-4 1.263252203E+00 1.278842766E+00
3.162000E+10 3.162E+16 303 1.800E-4 1.266975061E+00 1.278985864E+00
4.642000E+10 3.162E+16 303 1.800E-4 1.270097308E+00 1.279193829E+00
6.813000E+10 3.162E+16 303 1.800E-4 1.272718476E+00 1.279494759E+00
1.000000E+11 3.162E+16 303 1.800E-4 1.274947618E+00 1.279927520E+00
1.468000E+11 3.162E+16 303 1.800E-4 1.276916905E+00 1.280544447E+00
2.154000E+11 3.162E+16 303 1.800E-4 1.278779170E+00 1.281413409E+00
3.162000E+11 3.162E+16 303 1.800E-4 1.280698878E+00 1.282617772E+00
4.642000E+11 3.162E+16 303 1.800E-4 1.282841245E+00 1.284252261E+00
6.813000E+11 3.162E+16 303 1.800E-4 1.285359261E+00 1.286412717E+00
1.000000E+12 3.162E+16 303 1.800E-4 1.288377143E+00 1.289179264E+00
1.468000E+12 3.162E+16 303 1.800E-4 1.291971727E+00 1.292595943E+00
2.154000E+12 3.162E+16 303 1.800E-4 1.296158459E+00 1.296654530E+00
3.162000E+12 3.162E+16 303 1.800E-4 1.300891480E+00 1.301292655E+00
4.642000E+12 3.162E+16 303 1.800E-4 1.306082600E+00 1.306411089E+00
6.813000E+12 3.162E+16 303 1.800E-4 1.311631544E+00 1.311902480E+00
1.000000E+13 3.162E+16 303 1.800E-4 1.317450236E+00 1.317674358E+00
1.000000E+10 5.623E+15 303 1.800E-4 1.231619043E+00 1.238013473E+00 1.206766578E+00 1.213411406E+00
1.468000E+10 5.623E+15 303 1.800E-4 1.233502696E+00 1.238067306E+00 1.208683835E+00 1.213448966E+00
2.154000E+10 5.623E+15 303 1.800E-4 1.234919632E+00 1.238145763E+00 1.210123695E+00 1.213503874E+00
3.162000E+10 5.623E+15 303 1.800E-4 1.235997904E+00 1.238259802E+00 1.211207400E+00 1.213584022E+00
4.642000E+10 5.623E+15 303 1.800E-4 1.236848099E+00 1.238424843E+00 1.212040469E+00 1.213700765E+00
6.813000E+10 5.623E+15 303 1.800E-4 1.237566859E+00 1.238662218E+00 1.212714902E+00 1.213870221E+00
1.000000E+11 5.623E+15 303 1.800E-4 1.238240577E+00 1.239000722E+00 1.213325697E+00 1.214176426E+00
1.468000E+11 5.623E+15 303 1.800E-4 1.238949444E+00 1.239477725E+00 1.213930269E+00 1.214519725E+00
2.154000E+11 5.623E+15 303 1.800E-4 1.239770648E+00 1.240139381E+00 1.214599123E+00 1.215008325E+00
3.162000E+11 5.623E+15 303 1.800E-4 1.240779439E+00 1.241038820E+00 1.215404466E+00 1.215689506E+00
4.642000E+11 5.623E+15 303 1.800E-4 1.242047269E+00 1.242231962E+00 1.216439298E+00 1.216640821E+00
6.813000E+11 5.623E+15 303 1.800E-4 1.243637561E+00 1.243771372E+00 1.217776522E+00 1.217921165E+00
1.000000E+12 5.623E+15 303 1.800E-4 1.245600959E+00 1.245700171E+00 1.219510974E+00 1.219617915E+00
1.468000E+12 5.623E+15 303 1.800E-4 1.247971900E+00 1.248047555E+00 1.221682325E+00 1.221763371E+00
2.154000E+12 5.623E+15 303 1.800E-4 1.250766030E+00 1.250825534E+00 1.224327470E+00 1.224390640E+00
