fname time Tem kT_1 I01 n1 Rsh1 I02 n2 Rsh2 Rs Iph Voc Isc Pm FF Vm Im dev 
L105 33864 300.02 38.645 1.716243362E-10 2.681913072E+00 6.344545354E+03 9.076850089E-05 4.522060675E+00 2.445164140E+03 0.000000000E+00 2.520369538E-04 4.964940006E-01 2.257163241E-04 4.333558467E-05 3.866942250E-01 2.904559195E-01 1.491984902E-04 1.993501768E-03 
L106 33882 300.03 38.643 1.584276023E-10 2.674260683E+00 6.266708052E+03 9.103479580E-05 4.495929546E+00 2.445521684E+03 0.000000000E+00 2.521483826E-04 4.963660993E-01 2.256201352E-04 4.331880482E-05 3.868089356E-01 2.909073372E-01 1.489092892E-04 1.662302920E-03 
L107 33904 300.02 38.645 1.193206592E-10 2.629041954E+00 6.250716902E+03 9.161088768E-05 4.612671957E+00 2.458187377E+03 0.000000000E+00 2.524467127E-04 4.964878049E-01 2.255196909E-04 4.330748437E-05 3.867852502E-01 2.905206654E-01 1.490685157E-04 1.337161711E-03 
L108 33922 300.01 38.646 9.328391181E-11 2.592558964E+00 6.220712052E+03 9.220768636E-05 4.683341491E+00 2.471659145E+03 0.000000000E+00 2.527770786E-04 4.964321837E-01 2.255072171E-04 4.332186223E-05 3.869784158E-01 2.901941692E-01 1.492857777E-04 1.889011963E-03 
L109 33942 300.01 38.646 1.317957454E-10 2.645399790E+00 6.198121467E+03 9.062256559E-05 4.517381640E+00 2.443756084E+03 0.000000000E+00 2.524936111E-04 4.963235001E-01 2.256651295E-04 4.331789256E-05 3.867568598E-01 2.908432096E-01 1.489389854E-04 2.030597063E-03 
L110 33962 300.01 38.646 1.244943818E-10 2.634598886E+00 6.217825743E+03 9.026270196E-05 4.555300119E+00 2.440947577E+03 0.000000000E+00 2.525265421E-04 4.967492478E-01 2.256909490E-04 4.335674084E-05 3.867276888E-01 2.906303911E-01 1.491817173E-04 2.448440713E-03 
L111 33982 300.01 38.646 2.158336357E-10 2.713655588E+00 6.315217265E+03 8.787882268E-05 4.351826758E+00 2.402708643E+03 0.000000000E+00 2.514399785E-04 4.963309855E-01 2.256509646E-04 4.332768313E-05 3.868627223E-01 2.909272064E-01 1.489296366E-04 7.618949168E-04 
L112 34002 300.02 38.645 1.476135713E-10 2.656382004E+00 6.238604044E+03 8.874672780E-05 4.442347887E+00 2.420855331E+03 0.000000000E+00 2.518388937E-04 4.963822547E-01 2.254921142E-04 4.333791751E-05 3.871867017E-01 2.907603752E-01 1.490502875E-04 1.714044952E-03 
L113 34022 300.02 38.645 1.415784373E-10 2.645387395E+00 6.269357732E+03 8.860199958E-05 4.495100824E+00 2.419149115E+03 0.000000000E+00 2.517734015E-04 4.963876019E-01 2.254161857E-04 4.330411325E-05 3.870108380E-01 2.906314399E-01 1.490000988E-04 1.412802743E-03 
L114 34042 300.03 38.643 2.249190851E-10 2.717976792E+00 6.338720769E+03 8.716762394E-05 4.289322793E+00 2.402894999E+03 0.000000000E+00 2.508986413E-04 4.960024586E-01 2.253881546E-04 4.331330718E-05 3.874417597E-01 2.907292971E-01 1.489815702E-04 1.106455070E-03 
L115 34062 300.02 38.645 1.141723885E-10 2.627971366E+00 6.255547115E+03 9.296829940E-05 4.625210829E+00 2.476761022E+03 0.000000000E+00 2.524037132E-04 4.964560815E-01 2.253931777E-04 4.332320748E-05 3.871675953E-01 2.907892697E-01 1.489848904E-04 1.583551572E-03 
L116 34084 300.03 38.643 2.067003407E-10 2.712686507E+00 6.334214255E+03 9.008805349E-05 4.439353395E+00 2.429942818E+03 0.000000000E+00 2.516549069E-04 4.963996065E-01 2.255728924E-04 4.328246491E-05 3.865392937E-01 2.907241717E-01 1.488781090E-04 1.043792568E-03 
L117 34104 300.03 38.643 1.864676296E-10 2.690603786E+00 6.315906055E+03 8.867543880E-05 4.415818991E+00 2.420135274E+03 0.000000000E+00 2.515101499E-04 4.962443489E-01 2.254951876E-04 4.329651940E-05 3.869190679E-01 2.904786701E-01 1.490523190E-04 1.397599649E-03 
L118 34122 300.02 38.645 1.585002006E-10 2.672272907E+00 6.317542818E+03 9.114191074E-05 4.552814209E+00 2.447203509E+03 0.000000000E+00 2.517957990E-04 4.966286245E-01 2.253176137E-04 4.325966620E-05 3.865950361E-01 2.904601528E-01 1.489349426E-04 8.412493373E-04 
L119 34142 300.01 38.646 1.583055165E-10 2.670673026E+00 6.356243664E+03 9.151560824E-05 4.562756559E+00 2.456571207E+03 0.000000000E+00 2.516396566E-04 4.963753068E-01 2.252467657E-04 4.325354067E-05 3.868592022E-01 2.905103709E-01 1.488881121E-04 9.493299210E-04 
L120 34162 300 38.647 3.064525908E-10 2.768361953E+00 6.437182895E+03 8.705575102E-05 4.237700409E+00 2.398927245E+03 0.000000000E+00 2.503177383E-04 4.960167507E-01 2.252785879E-04 4.327252455E-05 3.872540556E-01 2.905968205E-01 1.489091466E-04 1.848266167E-03 
L121 34182 300.02 38.645 1.449440363E-10 2.651982435E+00 6.227250261E+03 8.819474348E-05 4.436331321E+00 2.418855387E+03 0.000000000E+00 2.517877377E-04 4.963179114E-01 2.254244587E-04 4.330584475E-05 3.870664510E-01 2.906323942E-01 1.490055672E-04 9.984578667E-04 
L122 34202 300.01 38.646 1.619825743E-10 2.673608816E+00 6.266470679E+03 8.963484230E-05 4.482045753E+00 2.429577669E+03 0.000000000E+00 2.518661409E-04 4.965382734E-01 2.254545397E-04 4.327642544E-05 3.865802542E-01 2.908362000E-01 1.487999962E-04 1.883898512E-03 
L123 34222 300.02 38.645 1.164188622E-10 2.623557160E+00 6.276350895E+03 9.186722891E-05 4.636511070E+00 2.458465397E+03 0.000000000E+00 2.522584972E-04 4.964010341E-01 2.253857125E-04 4.329518876E-05 3.869729229E-01 2.901718415E-01 1.492053417E-04 1.037961551E-03 
L124 34242 300.02 38.645 1.501780031E-10 2.666284487E+00 6.240235646E+03 9.079943647E-05 4.504625894E+00 2.446289774E+03 0.000000000E+00 2.520287154E-04 4.963235257E-01 2.253873533E-04 4.324953790E-05 3.866224483E-01 2.907421465E-01 1.487556532E-04 1.797439425E-03 
L125 34262 300.02 38.645 9.445155255E-11 2.607603774E+00 6.186774964E+03 9.447600057E-05 4.690450724E+00 2.503882155E+03 0.000000000E+00 2.528713926E-04 4.964582178E-01 2.252899102E-04 4.326373200E-05 3.868116395E-01 2.905231727E-01 1.489166306E-04 8.826451369E-04 
L126 34284 300.02 38.645 1.734518493E-10 2.682719101E+00 6.277337129E+03 8.853997601E-05 4.404305062E+00 2.421333254E+03 0.000000000E+00 2.513535257E-04 4.964539024E-01 2.252483329E-04 4.328289601E-05 3.870577762E-01 2.911459749E-01 1.486638997E-04 1.206133052E-03 
L127 34302 300.01 38.646 1.798739304E-10 2.693267556E+00 6.368088604E+03 9.173149244E-05 4.535152706E+00 2.453310120E+03 0.000000000E+00 2.514874671E-04 4.964637095E-01 2.252119895E-04 4.323833608E-05 3.867140560E-01 2.904530934E-01 1.488651251E-04 9.860948852E-04 
L128 34324 300.01 38.646 2.263748865E-10 2.723290859E+00 6.405673251E+03 8.926619879E-05 4.391239720E+00 2.425225331E+03 0.000000000E+00 2.509053597E-04 4.963184754E-01 2.252609098E-04 4.328448181E-05 3.871559576E-01 2.906999313E-01 1.488974614E-04 8.023285487E-04 
L129 34342 300.03 38.643 1.633717419E-10 2.673856089E+00 6.251153522E+03 8.885805563E-05 4.420826319E+00 2.421135623E+03 0.000000000E+00 2.515973790E-04 4.963803908E-01 2.253500082E-04 4.329318591E-05 3.870324253E-01 2.910837978E-01 1.487310054E-04 2.409010558E-03 
L130 34362 300.02 38.645 1.584682153E-10 2.667756947E+00 6.242839500E+03 8.836575411E-05 4.415566854E+00 2.417587857E+03 0.000000000E+00 2.514877147E-04 4.963759534E-01 2.252501056E-04 4.327754785E-05 3.870676786E-01 2.911077091E-01 1.486650697E-04 1.596884548E-03 
L131 34384 300.02 38.645 9.669240151E-11 2.601636922E+00 6.168752625E+03 9.200379341E-05 4.603337450E+00 2.466884963E+03 0.000000000E+00 2.523911064E-04 4.961353949E-01 2.251761224E-04 4.326488492E-05 3.872692420E-01 2.906777282E-01 1.488414169E-04 1.242169421E-03 
L132 34402 300.01 38.646 1.632266506E-10 2.674820169E+00 6.281196041E+03 8.961481422E-05 4.458835543E+00 2.431880720E+03 0.000000000E+00 2.514361418E-04 4.963610165E-01 2.251602718E-04 4.324726416E-05 3.869627935E-01 2.905797965E-01 1.488309396E-04 1.143158053E-03 
