fname time Tem kT_1 I01 n1 Rsh1 I02 n2 Rsh2 Rs Iph Voc Isc FF Pm Vm Im rmsre 
0L24 44672 317.03 36.571 4.139943469E-07 3.925883781E+00 1.288328665E+04 2.477527008E-04 4.793154528E+00 1.292062095E+03 0.000000000E+00 2.511897700E-04 4.427023853E-01 2.355261615E-04 3.928908785E-01 4.096594356E-05 2.635643805E-01 1.554294950E-04 1.058497750E-01 
0L25 45274 318.02 36.457 7.189882746E-07 4.064999730E+00 1.440022787E+04 2.587421130E-04 4.661082895E+00 1.236200193E+03 0.000000000E+00 2.507531800E-04 4.411740974E-01 2.356835571E-04 3.933669470E-01 4.090130410E-05 2.644498377E-01 1.546671416E-04 2.932484999E-01 
0L26 45896 319.02 36.343 1.753875042E-06 4.387420943E+00 1.638486678E+04 2.702251308E-04 4.193591903E+00 1.166091361E+03 0.000000000E+00 2.503121800E-04 4.401673336E-01 2.356011234E-04 3.912531455E-01 4.057448424E-05 2.621933731E-01 1.547483424E-04 4.518706074E-01 
0L27 46680 319.93 36.24 1.274783727E-06 4.201308931E+00 1.616979355E+04 2.803539271E-04 4.502880978E+00 1.148445629E+03 0.000000000E+00 2.499108700E-04 4.387215775E-01 2.355723155E-04 3.943428054E-01 4.075558837E-05 2.616270226E-01 1.557772327E-04 2.609012504E-01 
0L28 47286 321.01 36.118 1.624623925E-06 4.228853969E+00 1.709725428E+04 2.864229234E-04 4.429756686E+00 1.087433387E+03 0.000000000E+00 2.494345900E-04 4.361506466E-01 2.357781679E-04 3.937729570E-01 4.049356343E-05 2.593475388E-01 1.561380152E-04 1.005607456E-01 
0L29 47900 322.04 36.002 2.438664116E-06 4.373393706E+00 1.761035591E+04 2.926944102E-04 4.138877699E+00 1.022584546E+03 0.000000000E+00 2.489803600E-04 4.335851025E-01 2.360261173E-04 3.948782691E-01 4.041081863E-05 2.597028606E-01 1.556037008E-04 9.916755730E-02 
0L30 48512 323.02 35.893 3.312780662E-06 4.467713556E+00 1.826945838E+04 2.993850582E-04 4.008114137E+00 9.688768832E+02 0.000000000E+00 2.485481800E-04 4.324205410E-01 2.358343142E-04 3.955970389E-01 4.034282847E-05 2.581512524E-01 1.562724585E-04 8.248535483E-01 
0L31 49358 324.04 35.78 3.218264543E-06 4.370007200E+00 2.075709314E+04 3.335315315E-04 4.459227463E+00 9.889490167E+02 0.000000000E+00 2.480983600E-04 4.308859108E-01 2.358613499E-04 3.954476369E-01 4.018907940E-05 2.559855431E-01 1.570029791E-04 2.145874958E-01 
0L32 49952 325.02 35.672 3.458825238E-06 4.326136409E+00 2.355955251E+04 3.673963728E-04 4.922270455E+00 9.909751767E+02 0.000000000E+00 2.476661800E-04 4.298388935E-01 2.358687940E-04 3.962093242E-01 4.016991270E-05 2.563387831E-01 1.567034095E-04 3.413576962E-01 
0L33 50630 326 35.565 4.100236367E-06 4.374432847E+00 2.264195576E+04 3.622233576E-04 4.564478119E+00 9.277694246E+02 0.000000000E+00 2.472340000E-04 4.268729729E-01 2.358956572E-04 3.973481722E-01 4.001195982E-05 2.552702600E-01 1.567510105E-04 3.384041166E-01 
0L34 51244 327.02 35.454 5.655508840E-06 4.517266271E+00 2.370714045E+04 3.855133758E-04 4.445929358E+00 9.011625654E+02 0.000000000E+00 2.467841800E-04 4.255748116E-01 2.360334755E-04 3.959520396E-01 3.977334352E-05 2.563377890E-01 1.551540445E-04 4.648677385E-01 
0L35 51920 327.98 35.35 5.779187562E-06 4.505463810E+00 2.329283291E+04 3.950876583E-04 4.427199579E+00 8.633724915E+02 0.000000000E+00 2.463608200E-04 4.243959450E-01 2.360452360E-04 3.958860963E-01 3.965853933E-05 2.546451117E-01 1.557515442E-04 3.219301830E-01 
0L36 52522 329.02 35.239 6.124780150E-06 4.442151356E+00 2.585415699E+04 4.249170566E-04 4.823639708E+00 8.592131675E+02 0.000000000E+00 2.459021800E-04 4.220578552E-01 2.360568716E-04 3.955487719E-01 3.940838845E-05 2.532012856E-01 1.556384394E-04 7.234994983E-01 
0L37 53124 330.02 35.132 6.247515145E-06 4.399550432E+00 2.863060897E+04 4.658840867E-04 5.205416500E+00 8.661140988E+02 0.000000000E+00 2.454611800E-04 4.202137787E-01 2.357114384E-04 3.975066627E-01 3.937271464E-05 2.513375896E-01 1.566521395E-04 6.800370053E-01 
0L38 53726 331.05 35.023 6.796326084E-06 4.398629652E+00 3.368038297E+04 5.285942280E-04 5.637182648E+00 9.000872660E+02 0.000000000E+00 2.450069500E-04 4.189978821E-01 2.356651509E-04 3.956693323E-01 3.906965565E-05 2.518748039E-01 1.551144670E-04 7.594482225E-01 
0L39 54408 332.04 34.918 7.123549334E-06 4.381635273E+00 3.275776110E+04 5.347683458E-04 5.663992330E+00 8.485554960E+02 0.000000000E+00 2.445703600E-04 4.162784348E-01 2.357565328E-04 3.964828691E-01 3.891097170E-05 2.473194442E-01 1.573267284E-04 3.855530252E-01 
0L40 55014 333.05 34.812 7.653192998E-06 4.411771728E+00 4.452024521E+04 6.520116502E-04 6.416300021E+00 9.393220899E+02 0.000000000E+00 2.441249500E-04 4.148585323E-01 2.354657583E-04 3.962266343E-01 3.870539042E-05 2.477973372E-01 1.562066111E-04 9.627591870E-02 
0L41 55810 334.08 34.705 7.999297331E-06 4.371028968E+00 4.101832570E+04 6.421967842E-04 6.368425170E+00 8.724504765E+02 0.000000000E+00 2.436707200E-04 4.136297733E-01 2.353283179E-04 3.959254731E-01 3.853890996E-05 2.469754313E-01 1.560373175E-04 4.552947444E-01 
0L42 56770 335.03 34.606 9.098329066E-06 4.454215486E+00 3.766957699E+04 6.463293546E-04 5.937180526E+00 8.255066801E+02 0.000000000E+00 2.432517700E-04 4.108152641E-01 2.353333391E-04 3.959077082E-01 3.827577440E-05 2.453999057E-01 1.559732419E-04 4.082769141E-01 
0L43 57370 336.04 34.502 9.645425676E-06 4.472456674E+00 4.936518288E+04 7.574934961E-04 6.674945835E+00 8.966475516E+02 0.000000000E+00 2.428063600E-04 4.084176701E-01 2.349894413E-04 3.969290021E-01 3.809480058E-05 2.447784969E-01 1.556324083E-04 7.847666936E-01 
0L44 58034 336.98 34.406 1.036426773E-05 4.529706828E+00 7.995006898E+04 9.226147686E-04 7.588584823E+00 1.044616826E+03 0.000000000E+00 2.423918200E-04 4.076900532E-01 2.349396162E-04 3.952236962E-01 3.785553133E-05 2.441300529E-01 1.550653924E-04 3.669584143E-01 
0L45 58812 338.02 34.3 1.014767187E-05 4.538335021E+00 1.683392871E+05 1.119856852E-03 8.701631993E+00 1.293268572E+03 0.000000000E+00 2.419331800E-04 4.059585915E-01 2.346198625E-04 3.955097143E-01 3.767069805E-05 2.430375242E-01 1.550009562E-04 2.038291595E-01 
0L46 59408 339.03 34.198 1.063302216E-05 4.501674517E+00 8.589175666E+04 1.005545474E-03 7.782327171E+00 1.013059230E+03 0.000000000E+00 2.414877700E-04 4.045547150E-01 2.340773699E-04 3.943871368E-01 3.734731957E-05 2.426404850E-01 1.539173420E-04 3.720123847E-01 
0L47 60272 340.07 34.094 1.060600341E-05 4.537728718E+00 2.000000000E+05 1.229408829E-03 9.001375145E+00 1.294768644E+03 0.000000000E+00 2.410291300E-04 4.022973091E-01 2.339205217E-04 3.942024694E-01 3.709665849E-05 2.376595301E-01 1.560819109E-04 3.343547747E-01 
