X GeBow200 GeBow300 GeBow400 OrBow200 OrBow300 OrBow400 OrBow500 OrBow600 OrBow700 OrBow750 OsBow200 OsBow300 OsBow400 OsBow500 OsBow600 OsBow700
4.82000E+2 6.98798E+11 1.69873E+12 2.77461E+12 0.00000E+0 2.52488E+11 1.13237E+12 2.13115E+12 3.20503E+12 4.27853E+12 4.81370E+12 4.29905E+11 9.45968E+11 1.47182E+12 2.52670E+12 3.66814E+12 4.79882E+12
4.83000E+2 7.35967E+11 1.75845E+12 2.85734E+12 0.00000E+0 2.68690E+11 1.17378E+12 2.20072E+12 3.30463E+12 4.40094E+12 4.94751E+12 4.52224E+11 9.89565E+11 1.53702E+12 2.60082E+12 3.75025E+12 4.93372E+12
4.84000E+2 7.69509E+11 1.82045E+12 2.94918E+12 0.00000E+0 2.86822E+11 1.21667E+12 2.27117E+12 3.40440E+12 4.51944E+12 5.07536E+12 4.79059E+11 1.03135E+12 1.59380E+12 2.68072E+12 3.85439E+12 5.04527E+12
4.85000E+2 8.18708E+11 1.88785E+12 3.03403E+12 0.00000E+0 2.97223E+11 1.26234E+12 2.35685E+12 3.53310E+12 4.67122E+12 5.23869E+12 4.98017E+11 1.07683E+12 1.66635E+12 2.77126E+12 3.96290E+12 5.19470E+12
4.86000E+2 8.56990E+11 1.94547E+12 3.11101E+12 0.00000E+0 3.09897E+11 1.30711E+12 2.43788E+12 3.65302E+12 4.82231E+12 5.40533E+12 5.17902E+11 1.11641E+12 1.72595E+12 2.85622E+12 4.07455E+12 5.33701E+12
4.87000E+2 8.94501E+11 2.01887E+12 3.22231E+12 0.00000E+0 3.28182E+11 1.35854E+12 2.52649E+12 3.78136E+12 4.98913E+12 5.59133E+12 5.34207E+11 1.15613E+12 1.78958E+12 2.95156E+12 4.20359E+12 5.52539E+12
4.88000E+2 9.41901E+11 2.09385E+12 3.32531E+12 0.00000E+0 3.51288E+11 1.41066E+12 2.61081E+12 3.89989E+12 5.17616E+12 5.81246E+12 5.71027E+11 1.21744E+12 1.87559E+12 3.05415E+12 4.32213E+12 5.66000E+12
4.89000E+2 9.92683E+11 2.17633E+12 3.44024E+12 0.00000E+0 3.45665E+11 1.45391E+12 2.71053E+12 4.06086E+12 5.38856E+12 6.05051E+12 5.98747E+11 1.27236E+12 1.95814E+12 3.16669E+12 4.46585E+12 5.82911E+12
4.90000E+2 1.03219E+12 2.25902E+12 3.56884E+12 0.00000E+0 3.56887E+11 1.51490E+12 2.82816E+12 4.23949E+12 5.56763E+12 6.22988E+12 6.25421E+11 1.32809E+12 2.04344E+12 3.28533E+12 4.61934E+12 6.03271E+12
4.91000E+2 1.08258E+12 2.34091E+12 3.68297E+12 0.00000E+0 3.80712E+11 1.58751E+12 2.95566E+12 4.42573E+12 5.77826E+12 6.45274E+12 6.52438E+11 1.39915E+12 2.15953E+12 3.43244E+12 4.79771E+12 6.24344E+12
4.92000E+2 1.13935E+12 2.44799E+12 3.84291E+12 0.00000E+0 3.99579E+11 1.64998E+12 3.06730E+12 4.59006E+12 6.03247E+12 6.75169E+12 6.87039E+11 1.46427E+12 2.25559E+12 3.57143E+12 4.98202E+12 6.45194E+12
4.93000E+2 1.19974E+12 2.54894E+12 3.98564E+12 0.00000E+0 3.99408E+11 1.71025E+12 3.19705E+12 4.79501E+12 6.25660E+12 6.98547E+12 7.30092E+11 1.53423E+12 2.35264E+12 3.72758E+12 5.20167E+12 6.74511E+12
4.94000E+2 1.26464E+12 2.65390E+12 4.13153E+12 0.00000E+0 4.25921E+11 1.78582E+12 3.32768E+12 4.98449E+12 6.48840E+12 7.23839E+12 7.75034E+11 1.62098E+12 2.48183E+12 3.89819E+12 5.41485E+12 7.00677E+12
4.95000E+2 1.32774E+12 2.77694E+12 4.31784E+12 0.00000E+0 4.56882E+11 1.86003E+12 3.45005E+12 5.15813E+12 6.71973E+12 7.49849E+12 8.19631E+11 1.70957E+12 2.61511E+12 4.08022E+12 5.64756E+12 7.27438E+12
4.96000E+2 1.39516E+12 2.90656E+12 4.51298E+12 0.00000E+0 5.07883E+11 1.94548E+12 3.57255E+12 5.31932E+12 6.91002E+12 7.70331E+12 8.67958E+11 1.80327E+12 2.75487E+12 4.28078E+12 5.91219E+12 7.60754E+12
4.97000E+2 1.47444E+12 3.04208E+12 4.70668E+12 0.00000E+0 5.82090E+11 2.04556E+12 3.69865E+12 5.47153E+12 7.10755E+12 7.92344E+12 9.21239E+11 1.90617E+12 2.90814E+12 4.48693E+12 6.17305E+12 7.95508E+12
4.98000E+2 1.55512E+12 3.18033E+12 4.90453E+12 0.00000E+0 6.41192E+11 2.14114E+12 3.83318E+12 5.64660E+12 7.34018E+12 8.18477E+12 9.71374E+11 2.00842E+12 3.06338E+12 4.69770E+12 6.44147E+12 8.28599E+12
4.99000E+2 1.62927E+12 3.33187E+12 5.13815E+12 0.00000E+0 6.91818E+11 2.23476E+12 3.97368E+12 5.83645E+12 7.57498E+12 8.44201E+12 1.04347E+12 2.12688E+12 3.22855E+12 4.92584E+12 6.73530E+12 8.62383E+12
5.00000E+2 1.71965E+12 3.45384E+12 5.29013E+12 0.00000E+0 7.44537E+11 2.33330E+12 4.12226E+12 6.03772E+12 7.83588E+12 8.73264E+12 1.11997E+12 2.25128E+12 3.40116E+12 5.15630E+12 7.02546E+12 8.99253E+12
5.01000E+2 1.78178E+12 3.56621E+12 5.45497E+12 0.00000E+0 7.99165E+11 2.44648E+12 4.29999E+12 6.28381E+12 8.12966E+12 9.05025E+12 1.14220E+12 2.33502E+12 3.54806E+12 5.35347E+12 7.27460E+12 9.33080E+12
5.02000E+2 1.83947E+12 3.69127E+12 5.65190E+12 0.00000E+0 8.52225E+11 2.55604E+12 4.47184E+12 6.52161E+12 8.43644E+12 9.39143E+12 1.20079E+12 2.42289E+12 3.66521E+12 5.52296E+12 7.49936E+12 9.61278E+12
5.03000E+2 1.89544E+12 3.80096E+12 5.81831E+12 0.00000E+0 8.73084E+11 2.64328E+12 4.63433E+12 6.76496E+12 8.71698E+12 9.69059E+12 1.24128E+12 2.50705E+12 3.79379E+12 5.70158E+12 7.73026E+12 9.88775E+12
5.04000E+2 1.97103E+12 3.92472E+12 5.99147E+12 0.00000E+0 8.93009E+11 2.72099E+12 4.77748E+12 6.97837E+12 8.95366E+12 9.93894E+12 1.26580E+12 2.58750E+12 3.93159E+12 5.90048E+12 7.99361E+12 1.02010E+13
5.05000E+2 2.05524E+12 4.05883E+12 6.17638E+12 0.00000E+0 9.40278E+11 2.81556E+12 4.92405E+12 7.17992E+12 9.19514E+12 1.02004E+13 1.34236E+12 2.69875E+12 4.07742E+12 6.10793E+12 8.26585E+12 1.05321E+13
5.06000E+2 2.13025E+12 4.19173E+12 6.36955E+12 0.00000E+0 9.98969E+11 2.92184E+12 5.08208E+12 7.39235E+12 9.46870E+12 1.05044E+13 1.42129E+12 2.82093E+12 4.24297E+12 6.32417E+12 8.53395E+12 1.08824E+13
5.07000E+2 2.20538E+12 4.34782E+12 6.61167E+12 0.00000E+0 1.05296E+12 3.02208E+12 5.23277E+12 7.59615E+12 9.74702E+12 1.08199E+13 1.48667E+12 2.93940E+12 4.41520E+12 6.54960E+12 8.81386E+12 1.12791E+13
5.08000E+2 2.29338E+12 4.52101E+12 6.87485E+12 0.00000E+0 1.12231E+12 3.14388E+12 5.41138E+12 7.83433E+12 1.00453E+13 1.11482E+13 1.56594E+12 3.07210E+12 4.60177E+12 6.80973E+12 9.15094E+12 1.16934E+13
5.09000E+2 2.39567E+12 4.66651E+12 7.06264E+12 0.00000E+0 1.23274E+12 3.29341E+12 5.60030E+12 8.06287E+12 1.03558E+13 1.14994E+13 1.61977E+12 3.20544E+12 4.81633E+12 7.10417E+12 9.52858E+12 1.20822E+13
5.10000E+2 2.48051E+12 4.81344E+12 7.27396E+12 0.00000E+0 1.29481E+12 3.40497E+12 5.76565E+12 8.28470E+12 1.06409E+13 1.18161E+13 1.62949E+12 3.30348E+12 5.00538E+12 7.34919E+12 9.83065E+12 1.24786E+13
5.11000E+2 2.56792E+12 4.95699E+12 7.47510E+12 0.00000E+0 1.33843E+12 3.50361E+12 5.92533E+12 8.50925E+12 1.09105E+13 1.21083E+13 1.68254E+12 3.41281E+12 5.17198E+12 7.57219E+12 1.01119E+13 1.28635E+13
5.12000E+2 2.64779E+12 5.09628E+12 7.67610E+12 0.00000E+0 1.42586E+12 3.63693E+12 6.10702E+12 8.74089E+12 1.11806E+13 1.23975E+13 1.75710E+12 3.53618E+12 5.34453E+12 7.81602E+12 1.04306E+13 1.32143E+13
5.13000E+2 2.73737E+12 5.24214E+12 7.87956E+12 0.00000E+0 1.50698E+12 3.76858E+12 6.29267E+12 8.98276E+12 1.14446E+13 1.26727E+13 1.82519E+12 3.65791E+12 5.52054E+12 8.06197E+12 1.07497E+13 1.35573E+13
5.14000E+2 2.85579E+12 5.40386E+12 8.08273E+12 0.00000E+0 1.55525E+12 3.87148E+12 6.45596E+12 9.21007E+12 1.17433E+13 1.30069E+13 1.89222E+12 3.78425E+12 5.70703E+12 8.30689E+12 1.10546E+13 1.39400E+13
5.15000E+2 2.92763E+12 5.58507E+12 8.38189E+12 0.00000E+0 1.62168E+12 3.98798E+12 6.62667E+12 9.43763E+12 1.20559E+13 1.33620E+13 1.96303E+12 3.91755E+12 5.90368E+12 8.56680E+12 1.13795E+13 1.43720E+13
5.16000E+2 3.00783E+12 5.74802E+12 8.63257E+12 0.00000E+0 1.76972E+12 4.17250E+12 6.84569E+12 9.68992E+12 1.23795E+13 1.37212E+13 2.03100E+12 4.03852E+12 6.07828E+12 8.82312E+12 1.17224E+13 1.48059E+13
5.17000E+2 3.11409E+12 5.92121E+12 8.87430E+12 0.00000E+0 1.93410E+12 4.37934E+12 7.09308E+12 9.97670E+12 1.27161E+13 1.40827E+13 2.11045E+12 4.17600E+12 6.27440E+12 9.09265E+12 1.20684E+13 1.52002E+13
5.18000E+2 3.22129E+12 6.09862E+12 9.12385E+12 0.00000E+0 1.99700E+12 4.51545E+12 7.31018E+12 1.02797E+13 1.30538E+13 1.44378E+13 2.19436E+12 4.32044E+12 6.47996E+12 9.36494E+12 1.24093E+13 1.55819E+13
5.19000E+2 3.32029E+12 6.26237E+12 9.35413E+12 2.95885E+9 2.09208E+12 4.66690E+12 7.52164E+12 1.05535E+13 1.34072E+13 1.48308E+13 2.26901E+12 4.45492E+12 6.67499E+12 9.62792E+12 1.27427E+13 1.60007E+13
5.20000E+2 3.42938E+12 6.45099E+12 9.62520E+12 6.24350E+10 2.20051E+12 4.82832E+12 7.73854E+12 1.08275E+13 1.37633E+13 1.52280E+13 2.33378E+12 4.58095E+12 6.86323E+12 9.88910E+12 1.30801E+13 1.64411E+13
5.21000E+2 3.52946E+12 6.63011E+12 9.88675E+12 8.80992E+10 2.27950E+12 4.96988E+12 7.94805E+12 1.11084E+13 1.41210E+13 1.56239E+13 2.40366E+12 4.71173E+12 7.05576E+12 1.01623E+13 1.34380E+13 1.68486E+13
5.22000E+2 3.63795E+12 6.80975E+12 1.01395E+13 1.03168E+11 2.34985E+12 5.10651E+12 8.15735E+12 1.13944E+13 1.44910E+13 1.60358E+13 2.48984E+12 4.85302E+12 7.25256E+12 1.04390E+13 1.37985E+13 1.72963E+13
5.23000E+2 3.75694E+12 7.00739E+12 1.04180E+13 1.41768E+11 2.45362E+12 5.28583E+12 8.41831E+12 1.17408E+13 1.48685E+13 1.64289E+13 2.57174E+12 4.99909E+12 7.46355E+12 1.07302E+13 1.41735E+13 1.77547E+13
5.24000E+2 3.87206E+12 7.21541E+12 1.07231E+13 2.35574E+11 2.60689E+12 5.50083E+12 8.69655E+12 1.20833E+13 1.52699E+13 1.68598E+13 2.64280E+12 5.14629E+12 7.68819E+12 1.10346E+13 1.45604E+13 1.82097E+13
5.25000E+2 4.00683E+12 7.42255E+12 1.10032E+13 3.46348E+11 2.77076E+12 5.71646E+12 8.96345E+12 1.24012E+13 1.57031E+13 1.73504E+13 2.72008E+12 5.29943E+12 7.91841E+12 1.13372E+13 1.49374E+13 1.86859E+13
5.26000E+2 4.13966E+12 7.62979E+12 1.12858E+13 4.23355E+11 2.90275E+12 5.90672E+12 9.21407E+12 1.27135E+13 1.61263E+13 1.78290E+13 2.81148E+12 5.46334E+12 8.15570E+12 1.16396E+13 1.53056E+13 1.91610E+13
5.27000E+2 4.26161E+12 7.85195E+12 1.16127E+13 4.93463E+11 3.02322E+12 6.08061E+12 9.44331E+12 1.29994E+13 1.64645E+13 1.81932E+13 2.89815E+12 5.62306E+12 8.38944E+12 1.19548E+13 1.57052E+13 1.96494E+13
5.28000E+2 4.38858E+12 8.08962E+12 1.19666E+13 5.50148E+11 3.13790E+12 6.25977E+12 9.69083E+12 1.33177E+13 1.68290E+13 1.85809E+13 2.97873E+12 5.78289E+12 8.62979E+12 1.22802E+13 1.61187E+13 2.01473E+13
5.29000E+2 4.53266E+12 8.31490E+12 1.22742E+13 6.49308E+11 3.29446E+12 6.47484E+12 9.96529E+12 1.36521E+13 1.72437E+13 1.90356E+13 3.06716E+12 5.95482E+12 8.88648E+12 1.26107E+13 1.65242E+13 2.06495E+13
5.30000E+2 4.68164E+12 8.55087E+12 1.25986E+13 8.48525E+11 3.53188E+12 6.73475E+12 1.02391E+13 1.39345E+13 1.76268E+13 1.94689E+13 3.16749E+12 6.13286E+12 9.14313E+12 1.29588E+13 1.69672E+13 2.11843E+13
5.31000E+2 4.82486E+12 8.80139E+12 1.29606E+13 1.03217E+12 3.75401E+12 6.98163E+12 1.05033E+13 1.42113E+13 1.79943E+13 1.98816E+13 3.26553E+12 6.31266E+12 9.40576E+12 1.33154E+13 1.74214E+13 2.17501E+13
5.32000E+2 4.96058E+12 9.04951E+12 1.33263E+13 1.17289E+12 3.93572E+12 7.19650E+12 1.07471E+13 1.44816E+13 1.83395E+13 2.02643E+13 3.35865E+12 6.49377E+12 9.67622E+12 1.36741E+13 1.78710E+13 2.23233E+13
5.33000E+2 5.09305E+12 9.29833E+12 1.36973E+13 1.27545E+12 4.08181E+12 7.38357E+12 1.09740E+13 1.47475E+13 1.86812E+13 2.06437E+13 3.45666E+12 6.67897E+12 9.94983E+12 1.40340E+13 1.83193E+13 2.28872E+13
5.34000E+2 5.24171E+12 9.54583E+12 1.40465E+13 1.32856E+12 4.18980E+12 7.55265E+12 1.12079E+13 1.50485E+13 1.90770E+13 2.10868E+13 3.56505E+12 6.86947E+12 1.02233E+13 1.43897E+13 1.87591E+13 2.34519E+13
5.35000E+2 5.39749E+12 9.79209E+12 1.43847E+13 1.42734E+12 4.33979E+12 7.75357E+12 1.14598E+13 1.53515E+13 1.94731E+13 2.15294E+13 3.67049E+12 7.05098E+12 1.04817E+13 1.47411E+13 1.92071E+13 2.40179E+13
5.36000E+2 5.53201E+12 1.00386E+13 1.47484E+13 1.55019E+12 4.51107E+12 7.96937E+12 1.17182E+13 1.56513E+13 1.98509E+13 2.19461E+13 3.76864E+12 7.22343E+12 1.07293E+13 1.50921E+13 1.96667E+13 2.45821E+13
5.37000E+2 5.67102E+12 1.02755E+13 1.50866E+13 1.58390E+12 4.60740E+12 8.13872E+12 1.19666E+13 1.59827E+13 2.02413E+13 2.23659E+13 3.86823E+12 7.40153E+12 1.09868E+13 1.54448E+13 2.01185E+13 2.51340E+13
5.38000E+2 5.80450E+12 1.04945E+13 1.53932E+13 1.57611E+12 4.67283E+12 8.29537E+12 1.22248E+13 1.63490E+13 2.06211E+13 2.27526E+13 3.96759E+12 7.58178E+12 1.12490E+13 1.57885E+13 2.05457E+13 2.56371E+13
5.39000E+2 5.91958E+12 1.07028E+13 1.56989E+13 1.62112E+12 4.78401E+12 8.48256E+12 1.24938E+13 1.67035E+13 2.10233E+13 2.31787E+13 4.06149E+12 7.75531E+12 1.15032E+13 1.61146E+13 2.09446E+13 2.61194E+13
5.40000E+2 6.04890E+12 1.09288E+13 1.60254E+13 1.74324E+12 4.95858E+12 8.70669E+12 1.27661E+13 1.70232E+13 2.14890E+13 2.37172E+13 4.14609E+12 7.91826E+12 1.17457E+13 1.64289E+13 2.13322E+13 2.66108E+13
5.41000E+2 6.18076E+12 1.11604E+13 1.63606E+13 1.78902E+12 5.07608E+12 8.90695E+12 1.30556E+13 1.74060E+13 2.19664E+13 2.42417E+13 4.22355E+12 8.07882E+12 1.19908E+13 1.67549E+13 2.17417E+13 2.70800E+13
5.42000E+2 6.30845E+12 1.13819E+13 1.66795E+13 1.78352E+12 5.15177E+12 9.08341E+12 1.33441E+13 1.78136E+13 2.24434E+13 2.47535E+13 4.30711E+12 8.24817E+12 1.22473E+13 1.70948E+13 2.21672E+13 2.75909E+13
5.43000E+2 6.45279E+12 1.16002E+13 1.69719E+13 1.80865E+12 5.24881E+12 9.26599E+12 1.36202E+13 1.81882E+13 2.29370E+13 2.53064E+13 4.40071E+12 8.42685E+12 1.25123E+13 1.74437E+13 2.26023E+13 2.81515E+13
5.44000E+2 6.59879E+12 1.18281E+13 1.72827E+13 1.80380E+12 5.33096E+12 9.45598E+12 1.39300E+13 1.86254E+13 2.34517E+13 2.58598E+13 4.49535E+12 8.60550E+12 1.27762E+13 1.78032E+13 2.30612E+13 2.86787E+13
5.45000E+2 6.74458E+12 1.20714E+13 1.76264E+13 1.80976E+12 5.42866E+12 9.66601E+12 1.42643E+13 1.90914E+13 2.39952E+13 2.64421E+13 4.60489E+12 8.79876E+12 1.30541E+13 1.81859E+13 2.35531E+13 2.92553E+13
5.46000E+2 6.90848E+12 1.23278E+13 1.79766E+13 1.87387E+12 5.57230E+12 9.89977E+12 1.45944E+13 1.95219E+13 2.45654E+13 2.70819E+13 4.72512E+12 9.00741E+12 1.33521E+13 1.85868E+13 2.40605E+13 2.99132E+13
5.47000E+2 7.07531E+12 1.25982E+13 1.83530E+13 1.89961E+12 5.68764E+12 1.01224E+13 1.49345E+13 1.99860E+13 2.51337E+13 2.77023E+13 4.83517E+12 9.21688E+12 1.36624E+13 1.89906E+13 2.45598E+13 3.05822E+13
5.48000E+2 7.23903E+12 1.28793E+13 1.87555E+13 1.91736E+12 5.80089E+12 1.03512E+13 1.52904E+13 2.04764E+13 2.57276E+13 2.83479E+13 4.95779E+12 9.44353E+12 1.39945E+13 1.94292E+13 2.51078E+13 3.12466E+13
5.49000E+2 7.41060E+12 1.31643E+13 1.91572E+13 2.00293E+12 5.97342E+12 1.06203E+13 1.56619E+13 2.09540E+13 2.63775E+13 2.90837E+13 5.09419E+12 9.68045E+12 1.43330E+13 1.98868E+13 2.56889E+13 3.18947E+13
5.50000E+2 7.58868E+12 1.34528E+13 1.95587E+13 2.07731E+12 6.14369E+12 1.08996E+13 1.60580E+13 2.14718E+13 2.70103E+13 2.97739E+13 5.22107E+12 9.90268E+12 1.46516E+13 2.03156E+13 2.62317E+13 3.25275E+13
5.51000E+2 7.77041E+12 1.37565E+13 1.99879E+13 2.11260E+12 6.28733E+12 1.11724E+13 1.64721E+13 2.20349E+13 2.76434E+13 3.04421E+13 5.35499E+12 1.01455E+13 1.50046E+13 2.07883E+13 2.68281E+13 3.32385E+13
5.52000E+2 7.95594E+12 1.40904E+13 2.04767E+13 2.14632E+12 6.43022E+12 1.14457E+13 1.68882E+13 2.26015E+13 2.83553E+13 3.12264E+13 5.50122E+12 1.04137E+13 1.53964E+13 2.13109E+13 2.74856E+13 3.40378E+13
5.53000E+2 8.15133E+12 1.44362E+13 2.09790E+13 2.19544E+12 6.58868E+12 1.17329E+13 1.73153E+13 2.31757E+13 2.90789E+13 3.20246E+13 5.64532E+12 1.06710E+13 1.57682E+13 2.18034E+13 2.81022E+13 3.48357E+13
5.54000E+2 8.35767E+12 1.47769E+13 2.14577E+13 2.27230E+12 6.77289E+12 1.20399E+13 1.77543E+13 2.37525E+13 2.97710E+13 3.27742E+13 5.79628E+12 1.09327E+13 1.61419E+13 2.23048E+13 2.87358E+13 3.56411E+13
5.55000E+2 8.56807E+12 1.51147E+13 2.19255E+13 2.38583E+12 6.98543E+12 1.23605E+13 1.81884E+13 2.43035E+13 3.04678E+13 3.35438E+13 5.95946E+12 1.12143E+13 1.65431E+13 2.28496E+13 2.94297E+13 3.64615E+13
5.56000E+2 8.78613E+12 1.54723E+13 2.24262E+13 2.50009E+12 7.20071E+12 1.26862E+13 1.86302E+13 2.48651E+13 3.11754E+13 3.43243E+13 6.12626E+12 1.15090E+13 1.69672E+13 2.34155E+13 3.01419E+13 3.72727E+13
5.57000E+2 9.01274E+12 1.58610E+13 2.29828E+13 2.58956E+12 7.40207E+12 1.30144E+13 1.90941E+13 2.54704E+13 3.18877E+13 3.50901E+13 6.29883E+12 1.18165E+13 1.74111E+13 2.40009E+13 3.08727E+13 3.81568E+13
5.58000E+2 9.23683E+12 1.62535E+13 2.35503E+13 2.70302E+12 7.62372E+12 1.33554E+13 1.95612E+13 2.60678E+13 3.26016E+13 3.58621E+13 6.47913E+12 1.21333E+13 1.78660E+13 2.46042E+13 3.16286E+13 3.91415E+13
5.59000E+2 9.48003E+12 1.66421E+13 2.40869E+13 2.87704E+12 7.88600E+12 1.37050E+13 1.99979E+13 2.65917E+13 3.32608E+13 3.65888E+13 6.66001E+12 1.24467E+13 1.83132E+13 2.52071E+13 3.23927E+13 4.00716E+13
5.60000E+2 9.76214E+12 1.70372E+13 2.45917E+13 3.11898E+12 8.18721E+12 1.40494E+13 2.03768E+13 2.69997E+13 3.37900E+13 3.71785E+13 6.84816E+12 1.27748E+13 1.87828E+13 2.58347E+13 3.31836E+13 4.09947E+13
5.61000E+2 1.00234E+13 1.74569E+13 2.51733E+13 3.39230E+12 8.51171E+12 1.44032E+13 2.07481E+13 2.73809E+13 3.42651E+13 3.77005E+13 7.05298E+12 1.31401E+13 1.93103E+13 2.65171E+13 3.40236E+13 4.20396E+13
5.62000E+2 1.02538E+13 1.78992E+13 2.58387E+13 3.66381E+12 8.84513E+12 1.47794E+13 2.11567E+13 2.78154E+13 3.47751E+13 3.82482E+13 7.25936E+12 1.35042E+13 1.98341E+13 2.71940E+13 3.48564E+13 4.30927E+13
5.63000E+2 1.05116E+13 1.83396E+13 2.64680E+13 3.93466E+12 9.18294E+12 1.51663E+13 2.15831E+13 2.82752E+13 3.53283E+13 3.88479E+13 7.45969E+12 1.38502E+13 2.03273E+13 2.78448E+13 3.56693E+13 4.40935E+13
5.64000E+2 1.07824E+13 1.87720E+13 2.70649E+13 4.15893E+12 9.48063E+12 1.55268E+13 2.20008E+13 2.87467E+13 3.59072E+13 3.94805E+13 7.66102E+12 1.41987E+13 2.08244E+13 2.85111E+13 3.65104E+13 4.51019E+13
